	XieH_2016__YSZC12003_35992__bin.76	XieH_2016__YSZC12003_37316__bin.20	VatanenT_2016__G80346__bin.3	LiuW_2016__SRR3992995__bin.98	CosteaPI_2017__SID713A004-11-0-0__bin.5	XieH_2016__YSZC12003_37797__bin.48	LeChatelierE_2013__MH0197__bin.17	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.4	XieH_2016__YSZC12003_37207R1__bin.22	FengQ_2015__SID530185__bin.3	LiJ_2014__V1.UC58-4__bin.63	XieH_2016__YSZC12003_35520__bin.39	XieH_2016__YSZC12003_37133__bin.42	CosteaPI_2017__SID713A051-11-0-0__bin.109	XieH_2016__YSZC12003_36057__bin.67	XieH_2016__YSZC12003_36119__bin.34	XieH_2016__YSZC12003_35515__bin.16	ZeeviD_2015__PNP_DietIntervention_45__bin.3	ZeeviD_2015__PNP_DietIntervention_54__bin.31	FengQ_2015__SID31881__bin.29	XieH_2016__YSZC12003_37293__bin.31	XieH_2016__YSZC12003_35733__bin.125	XieH_2016__YSZC12003_37830__bin.41	XieH_2016__YSZC12003_36699__bin.36	XieH_2016__YSZC12003_37233__bin.41	LiuW_2016__SRR3992973__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.13	FengQ_2015__SID31872__bin.14	HeQ_2017__SZAXPI029573-88__bin.60	Bengtsson-PalmeJ_2015__TRAVELRES5__bin.10
LiJ_2014__V1.UC58-4__bin.63	0.8603600465640668	0.8718672374125778	0.6908306369561033	0.5585469811268872	0.889254516622822	0.8775933343721642	0.7865560006232986	0.8737655480902317	0.8821269145806026	0.6174560253719168	1.0	0.8855775135888246	0.8841805915836366	0.8424612959109784	0.7554469875431955	0.8835077958147336	0.87680183689744	0.8595341760085062	0.560021357140893	0.8902481278128638	0.7108421863112643	0.8233998185101332	0.8761033758948459	0.8782578806016664	0.8646658478234965	0.8666966094393064	0.8511187292042861	0.8339326470938706	0.6223191288486393	0.6193094218906111
XieH_2016__YSZC12003_35520__bin.39	0.8411103400416378	0.8800271053598401	0.6328105482303956	0.5097940155937462	0.8480427807486631	0.8382306404865902	0.7215534963464914	0.8528227946279137	0.8663326937992406	0.5557660121647549	0.6310248601869617	1.0	0.8576939217046985	0.8121324243784954	0.7240233497979345	0.8414084989998775	0.8529472180266972	0.802462342327632	0.5127791974527492	0.8914185410458424	0.7167052292117403	0.7678396538351635	0.8399278278972936	0.8598091194840185	0.8151803077927909	0.8306548556966159	0.8130037147405804	0.7826205657835653	0.5693118341021349	0.5749990611095236
XieH_2016__YSZC12003_37133__bin.42	0.8328467645099119	0.83704116245301	0.643154580457673	0.4984719384491794	0.8711539281549043	0.8523950155475257	0.7240590028035347	0.8383457679904875	0.8479265462814347	0.5565701764179529	0.6279647795564927	0.854883140479781	1.0	0.7924922034520618	0.7125584232501018	0.8484170753595234	0.8538392607495688	0.8091467560794521	0.5104363560492455	0.8618390836773601	0.6898603050003694	0.7625858792074587	0.8622824151998264	0.8344885884448014	0.8163849081096142	0.8061124415035124	0.8032412026197573	0.7853416110250887	0.5698776086007618	0.5600937180704467
CosteaPI_2017__SID713A051-11-0-0__bin.109	0.8089662759247388	0.8182524748698827	0.6388463231938503	0.4992174231910398	0.8258089080594371	0.8374311272184163	0.7245811424082353	0.8170453191936413	0.8396614209373257	0.5593517092226961	0.6150203891538	0.83204442921745	0.8145921968493506	1.0	0.6857969168012784	0.8418836847958608	0.8203419114547296	0.8045973627261912	0.5062612836267132	0.8290492912979065	0.6742894577301459	0.7413006500171974	0.8336945655243297	0.8081903906660902	0.8137239681963996	0.8457403598180433	0.7824192229504116	0.7940849371864173	0.5800965189216968	0.5539880970703055
XieH_2016__YSZC12003_36057__bin.67	0.7669119621774366	0.7864780626778594	0.5810871490379763	0.47275208295513027	0.7744170561043487	0.7653754918720079	0.6757063287383075	0.773454800560234	0.7848677647602618	0.5283995564636788	0.5878889190460617	0.7907222587397449	0.7807598109585142	0.7310502887301615	1.0	0.7647741713207189	0.7664664999185042	0.7318648890499385	0.4817679680180211	0.8002681333276744	0.6461221422561789	0.6997085057612287	0.7751624653286631	0.7650420193242884	0.7453389632534652	0.7494340774704876	0.7632755064592027	0.711106490445744	0.5426853777459324	0.5318855037165248
XieH_2016__YSZC12003_36119__bin.34	0.8491133781793548	0.8550766580902466	0.6678522601078162	0.51800196035642	0.8660283867362806	0.9366917832459372	0.7617508596192978	0.8668895934349115	0.8801041201237972	0.6133071640567013	0.6442377518661985	0.8610389354322224	0.8710656271586562	0.8409076857935651	0.7166015052569701	1.0	0.8790387235559917	0.8502275664343937	0.5348454523306887	0.8680365322745314	0.7196175667451902	0.7831146006450529	0.8708627740480357	0.8484944589686975	0.8765069028540798	0.8546599236109323	0.8229058925319643	0.8270916177552282	0.595179715490993	0.5662439056342033
XieH_2016__YSZC12003_35515__bin.16	0.8337411247566288	0.8477257306713917	0.6423706930617741	0.5078106732805286	0.8403448206881918	0.8445148856167194	0.7432511093336849	0.8442610612808684	0.8553699752045762	0.5588424823232994	0.6273884984782018	0.8565197272995287	0.8602346137033003	0.8040636817055945	0.7047531066426223	0.862595770315867	1.0	0.8142238697848363	0.5201847736224702	0.8610967638053056	0.6935940181408974	0.7647582946284015	0.8365138440843025	0.8404943606069878	0.8219848603949755	0.8225426836446945	0.7943747411336111	0.7982145720747975	0.5761638616454048	0.5614781233920769
ZeeviD_2015__PNP_DietIntervention_45__bin.3	0.8460857532265241	0.8408506480863374	0.7028732754784156	0.5272853387850468	0.8526983895193591	0.8826692534490432	0.7623824821984868	0.8575983255451713	0.868799719069871	0.5891483783934135	0.6520680351579884	0.8543474632843793	0.8642964925456165	0.8361203827325323	0.7134596128170896	0.8845637933911882	0.8632537828215398	1.0	0.5852348269915443	0.860786952047174	0.7052726552069426	0.7901928265465065	0.8768855001112594	0.8545372997329773	0.8529156931464175	0.847583931352915	0.822777244659546	0.8331393246550957	0.6011790025589675	0.5764627141744548
ZeeviD_2015__PNP_DietIntervention_54__bin.31	0.7553427232826829	0.7598605570317299	0.6312666069617865	0.4935718567971046	0.7623918465831292	0.7907304472685017	0.6930300720159278	0.7560123061133357	0.775455866497914	0.5433879312258991	0.6029368879941381	0.7747788822358244	0.7737747547042265	0.7466248239076104	0.6665211051817421	0.7896957271536316	0.7826900255842814	0.8305536024000375	1.0	0.7757119560256287	0.6445640186812129	0.7239399299824585	0.7935079577723665	0.7697592314353596	0.7722426583968006	0.7646991194763734	0.7468231822701177	0.7451815447774267	0.5659109805169653	0.5275972239697824
FengQ_2015__SID31881__bin.29	0.8692208336994856	0.8819592816674654	0.6476141524309464	0.5123363714291873	0.8785937766842032	0.8632827020869844	0.7483664086191946	0.8840275302220624	0.8766207000608504	0.5656863736675515	0.6441408743548122	0.9051729426531082	0.8780144548588255	0.821694889399936	0.7440704073325497	0.8613348277868877	0.8707362891900272	0.8209859082535951	0.5213183467939163	1.0	0.7339165239364039	0.7748149204385868	0.8669294119402638	0.8635343937100307	0.8279135626634214	0.8376545922114873	0.8232325627280852	0.8010850263380859	0.5785720562608706	0.5845678879292479
XieH_2016__YSZC12003_37293__bin.31	0.8500101093294842	0.8670781947591467	0.6139212903282859	0.544599427365774	0.8651676721731361	0.8760057576952497	0.7278990562348033	0.8833688868201274	0.8716846725280679	0.5737315806207972	0.6234481777280417	0.8821609927803712	0.8519105828802224	0.8100913216129425	0.728199723370157	0.8655519472819571	0.8501536095531756	0.8153694768994788	0.5250805832138503	0.8896189847982214	1.0	0.7677684026978042	0.8451254742642196	0.8478580079355222	0.8299220878197251	0.8375087074890636	0.8202432590066489	0.8048497448147983	0.5709037820951113	0.5785100978735839
XieH_2016__YSZC12003_35733__bin.125	0.8521511914198553	0.8577100748240494	0.6791873844010473	0.5447743268237611	0.8668795488938532	0.8808640196007782	0.7701814002786386	0.8625772411183973	0.8877230159016118	0.5922562213254546	0.674305580576974	0.8824632635536019	0.879306811630756	0.8315738271960798	0.7363289225577094	0.8794993514448368	0.8752559691095578	0.8530005434652063	0.55065711248829	0.8769486680598593	0.7168842779419182	1.0	0.8813875927794192	0.8683466797578727	0.8696103864908361	0.8542225895366433	0.8342934051548125	0.8349464641733324	0.6077581159472508	0.589243142129663
XieH_2016__YSZC12003_37830__bin.41	0.7950674314808123	0.7955657124274252	0.6379869830851244	0.4909080400123729	0.8262041154385794	0.8260694620788828	0.7140978891815553	0.798111740693198	0.816024448476988	0.5531734684609438	0.6070849897707908	0.816800928345993	0.841297042135704	0.7913371523228022	0.690232804226083	0.8275763729085062	0.8100879502392321	0.8009534347086819	0.5107144694562354	0.8302484799096552	0.6677104419234343	0.7457874776186427	1.0	0.7999759275361674	0.8057469672824094	0.8061626777726048	0.7831350477924154	0.7788277281755169	0.5687310127647573	0.5393305314425122
XieH_2016__YSZC12003_36699__bin.36	0.8744245322967676	0.8645479321165268	0.6600020765697782	0.5222746039587834	0.86670322153335	0.8627095571070261	0.7430624925352067	0.8937101651483729	0.8787995797999978	0.5694344536857078	0.6502194649236148	0.8933467654371926	0.8698893310459396	0.8196190376659899	0.7278332962355726	0.8614917778694666	0.8696362066906264	0.8339483870617488	0.5293288336464023	0.8835838337006916	0.7157047036341329	0.7850278640376116	0.8547137455346964	1.0	0.8348380547020054	0.8467762950737793	0.8269450536922226	0.8104895954353468	0.5791807592916318	0.5977908283477562
XieH_2016__YSZC12003_37233__bin.41	0.8065081202066207	0.8257678124008946	0.6424067226444261	0.5004428297936283	0.8282331805208024	0.8541444518424673	0.7368750861334666	0.8173857600417094	0.84900915380822	0.5733578187602426	0.6265199754924344	0.8289348673254043	0.8328892859099762	0.8076518066027633	0.6939835254697698	0.8709759689703668	0.8323679189988427	0.8146348024036011	0.51972443932302	0.8290902811562392	0.6856409907299635	0.7694233250257777	0.8425412153826484	0.8170543433682627	1.0	0.8280794270941433	0.7806157774925573	0.7968209901654261	0.5765175679063798	0.5466007375515347
LiuW_2016__SRR3992973__bin.1	0.8283882986802052	0.8491084456959929	0.6516174397040286	0.5223290161870255	0.8478462705722253	0.8491512141700374	0.7421956795758984	0.8419115554691954	0.8550374358851744	0.5736835139655906	0.6368394165033102	0.856571376036925	0.8339963569342345	0.851256298668082	0.7076279762395871	0.8612324661884905	0.8446682698670507	0.820948267994667	0.5218986373694762	0.8506639384645848	0.7016572278552755	0.7664571909464193	0.8548528916034709	0.8404146588776408	0.839746527755561	1.0	0.8110512389892226	0.8139948549862485	0.6092503831482783	0.5793323201358354
Bengtsson-PalmeJ_2015__TRAVELRES39__bin.13	0.8542282669808037	0.8704841458952459	0.6605577717687166	0.5346855505876683	0.8822146662739954	0.8713105405477765	0.7589283642562002	0.8724617814784076	0.8713544483414098	0.5903028031378008	0.6629327193381703	0.8886933861654753	0.8809088556308177	0.8347938921760238	0.7639577699838469	0.8790097543126912	0.864708307675832	0.844757034617547	0.5402936110590524	0.8862006371984685	0.7284417195434303	0.7935094999687649	0.8802820094062631	0.8699975904259591	0.839131482423496	0.8597353038294379	1.0	0.8248232532819292	0.5967904473775802	0.5947646203136016
FengQ_2015__SID31872__bin.14	0.827640694246171	0.8304497807675123	0.6584286481126109	0.5192721755603497	0.8442723425377114	0.8721371731330261	0.7535273528252745	0.8556725022032223	0.8680379667852147	0.5772994452484747	0.6396431676203125	0.8424384038089118	0.8481469203925761	0.8343229524972255	0.7008904639052946	0.8700107603727216	0.8556405128560266	0.8423540362998239	0.5308864177801713	0.849211005600948	0.703873206882842	0.7820228305510217	0.8620928696448164	0.8396848592310534	0.8434919430786477	0.8496999856223703	0.8122474906817844	1.0	0.5925847287074862	0.5668347103399765
HeQ_2017__SZAXPI029573-88__bin.60	0.8157383729901625	0.8151249162985533	0.6500182385393313	0.5218477881818985	0.8219498579375869	0.8326881813793243	0.7450521178648498	0.8089148470204173	0.8261912031254203	0.5899943326039491	0.6407616489527115	0.8226473110069703	0.8261723275349092	0.8181709647172742	0.7180260473711257	0.8404186794731258	0.8290758652452718	0.8159384542495797	0.5412080094793216	0.8233244728165543	0.6702226706223612	0.7641315647534211	0.8450767033214904	0.8054889273426613	0.8192364918016232	0.8537217237755522	0.788907192968465	0.7954758984663112	1.0	0.5765648218450984
Bengtsson-PalmeJ_2015__TRAVELRES5__bin.10	0.8224284284236455	0.8301973160808185	0.6281369529848267	0.5219656590223309	0.822889525452317	0.812544228283644	0.721102236917865	0.8616952602570197	0.8218851462250966	0.5823617246462334	0.6456772750837978	0.8413080820991622	0.8221938184328913	0.791167961162729	0.7125817372129193	0.8096094532058189	0.8180984167409279	0.7922263341352758	0.5109084089285586	0.8423119835056275	0.6876882315137123	0.7501642508845657	0.8114629199148523	0.8418198281278744	0.7864867512250129	0.822001734489341	0.7961110168742399	0.7704730664385869	0.5838114328172073	1.0
