	LiuW_2016__SRR3993041__bin.29	LiuW_2016__SRR3992957__bin.14	ZeeviD_2015__PNP_Main_741__bin.10	ZeeviD_2015__PNP_Main_740__bin.22	XieH_2016__YSZC12003_37315__bin.39	LiSS_2016__FAT_017-22-2-0__bin.26	BackhedF_2015__SID18_B__bin.7	ZeeviD_2015__PNP_Main_247__bin.9	ZeeviD_2015__PNP_Main_287__bin.8	LiSS_2016__FAT_017-22-84-0__bin.21	LiuW_2016__SRR3993005__bin.74	LiuW_2016__SRR3992997__bin.32	SchirmerM_2016__G88877__bin.15	ZeeviD_2015__PNP_Main_288__bin.1	ZeeviD_2015__PNP_Main_188__bin.8	LiuW_2016__SRR3992958__bin.41	ZeeviD_2015__PNP_Main_456__bin.26	ZellerG_2014__CCIS20795251ST-4-0__bin.18	ZeeviD_2015__PNP_Main_428__bin.28	SchirmerM_2016__G89265__bin.19	SchirmerM_2016__G89162__bin.18	ZeeviD_2015__PNP_DietIntervention_8__bin.58	ZeeviD_2015__PNP_Main_392__bin.5	SchirmerM_2016__G88983__bin.24	BackhedF_2015__SID179_M__bin.8	ZeeviD_2015__PNP_Main_736__bin.25	ZeeviD_2015__PNP_Main_7__bin.37	LiuW_2016__SRR3992960__bin.16	SchirmerM_2016__G88710__bin.17	LiuW_2016__SRR3992983__bin.9	SchirmerM_2016__G89030__bin.5	LiuW_2016__SRR3992969__bin.30	LiuW_2016__SRR3993059__bin.61	SchirmerM_2016__G88811__bin.13	ZeeviD_2015__PNP_Main_116__bin.60	ZeeviD_2015__PNP_Main_72__bin.31	ZeeviD_2015__PNP_Main_578__bin.20	KarlssonFH_2013__S530__bin.20	ZeeviD_2015__PNP_Main_192__bin.25	LiuW_2016__SRR3993022__bin.70
LiuW_2016__SRR3993005__bin.74	1070298.0	1118321.0	866940.0	880850.0	1197089.0	1113448.0	1260435.0	767861.0	1042886.0	684113.0	1378208.0	1147629.0	869054.0	819271.0	782254.0	1225796.0	990405.0	786393.0	1102814.0	1068207.0	829338.0	880508.0	1074012.0	831698.0	843477.0	1161717.0	1132653.0	1185671.0	665788.0	1220021.0	976349.0	1039776.0	636623.0	629856.0	696934.0	1001912.0	977784.0	932993.0	1163118.0	1175227.0
LiuW_2016__SRR3992997__bin.32	1182471.0	1239939.0	963755.0	1000662.0	1378106.0	1268808.0	1448153.0	895394.0	1178325.0	812443.0	1147629.0	1562036.0	981818.0	911490.0	864722.0	1420502.0	1114744.0	870809.0	1267853.0	1187786.0	930303.0	983271.0	1224132.0	939617.0	981470.0	1338688.0	1280941.0	1346350.0	801436.0	1413336.0	1102397.0	1181119.0	785256.0	716561.0	761667.0	1128578.0	1082189.0	1060254.0	1352230.0	1338219.0
SchirmerM_2016__G88877__bin.15	906397.0	989970.0	839295.0	778194.0	1098089.0	995282.0	1144422.0	632860.0	905827.0	540422.0	869054.0	981818.0	1282592.0	830910.0	803072.0	1112834.0	952691.0	729773.0	965092.0	981423.0	796875.0	740253.0	1019096.0	744300.0	814949.0	1054621.0	987421.0	1044024.0	559742.0	1104756.0	860308.0	874995.0	478777.0	617330.0	728052.0	867900.0	941739.0	883518.0	1060885.0	1001777.0
ZeeviD_2015__PNP_Main_288__bin.1	872366.0	949702.0	906452.0	815237.0	1052141.0	939857.0	1098897.0	513529.0	861053.0	364967.0	819271.0	911490.0	830910.0	1142089.0	1000352.0	1103298.0	943867.0	854062.0	925263.0	1001943.0	767275.0	736080.0	1045244.0	850168.0	825887.0	1010369.0	990632.0	958494.0	417425.0	1042360.0	851104.0	821529.0	295444.0	598803.0	910239.0	895803.0	1070854.0	1040877.0	1064846.0	950411.0
ZeeviD_2015__PNP_Main_188__bin.8	841408.0	921379.0	880343.0	764184.0	1011431.0	880172.0	1059107.0	469754.0	807360.0	313012.0	782254.0	864722.0	803072.0	1000352.0	1144412.0	1029711.0	896500.0	824597.0	874922.0	934061.0	765923.0	670624.0	1009012.0	822322.0	825158.0	1004746.0	937461.0	906206.0	381560.0	1002159.0	818489.0	768930.0	249793.0	578593.0	905628.0	835439.0	1045361.0	988868.0	1003902.0	883513.0
LiuW_2016__SRR3992958__bin.41	1273907.0	1425448.0	1136583.0	1128537.0	1623558.0	1427999.0	1801146.0	1038678.0	1440120.0	895104.0	1225796.0	1420502.0	1112834.0	1103298.0	1029711.0	1850336.0	1318455.0	980554.0	1492295.0	1359591.0	1021284.0	1127689.0	1494971.0	1001350.0	1126065.0	1553124.0	1458344.0	1549924.0	941395.0	1678530.0	1199943.0	1271622.0	927044.0	811216.0	963783.0	1314230.0	1288523.0	1208691.0	1593743.0	1491004.0
ZeeviD_2015__PNP_Main_456__bin.26	1025280.0	1143556.0	977448.0	910912.0	1313158.0	1138739.0	1362124.0	774568.0	1123424.0	657997.0	990405.0	1114744.0	952691.0	943867.0	896500.0	1318455.0	1453410.0	890656.0	1155483.0	1131958.0	859069.0	904370.0	1203430.0	863103.0	913723.0	1227764.0	1166347.0	1219915.0	652933.0	1314281.0	982190.0	1016450.0	612421.0	700488.0	844739.0	1052292.0	1100031.0	1041282.0	1306614.0	1162918.0
ZellerG_2014__CCIS20795251ST-4-0__bin.18	824357.0	888257.0	797227.0	825059.0	973427.0	865767.0	988567.0	604672.0	930046.0	456392.0	786393.0	870809.0	729773.0	854062.0	824597.0	980554.0	890656.0	1060753.0	921173.0	912420.0	691038.0	730427.0	908094.0	869141.0	692889.0	919456.0	990129.0	922336.0	481253.0	972353.0	776411.0	817213.0	379239.0	563965.0	711521.0	896411.0	979369.0	945677.0	944043.0	868791.0
ZeeviD_2015__PNP_Main_428__bin.28	1116529.0	1247297.0	981629.0	1080317.0	1445950.0	1255729.0	1547747.0	1018092.0	1326248.0	878350.0	1102814.0	1267853.0	965092.0	925263.0	874922.0	1492295.0	1155483.0	921173.0	1717340.0	1222120.0	886305.0	1069618.0	1257929.0	1015044.0	983197.0	1375429.0	1372472.0	1381754.0	893335.0	1473929.0	1079037.0	1199436.0	871129.0	721211.0	749621.0	1245186.0	1071814.0	1052434.0	1400881.0	1317180.0
SchirmerM_2016__G89265__bin.19	1104085.0	1202772.0	1014943.0	1028888.0	1348210.0	1198748.0	1420808.0	837875.0	1100729.0	675760.0	1068207.0	1187786.0	981423.0	1001943.0	934061.0	1359591.0	1131958.0	912420.0	1222120.0	1560678.0	913818.0	976267.0	1249301.0	1008234.0	956733.0	1279753.0	1291447.0	1249948.0	694734.0	1334403.0	1048605.0	1152855.0	631935.0	710392.0	836731.0	1198305.0	1181719.0	1129564.0	1329076.0	1232705.0
SchirmerM_2016__G89162__bin.18	883989.0	915014.0	795452.0	709581.0	1005274.0	965962.0	1053807.0	559647.0	830338.0	482778.0	829338.0	930303.0	796875.0	767275.0	765923.0	1021284.0	859069.0	691038.0	886305.0	913818.0	1138780.0	695080.0	934055.0	705156.0	800562.0	1025902.0	923998.0	961964.0	484211.0	1028619.0	844122.0	832113.0	437772.0	549246.0	675533.0	808943.0	876955.0	831061.0	985132.0	966638.0
ZeeviD_2015__PNP_DietIntervention_8__bin.58	869057.0	954342.0	780355.0	935304.0	1085452.0	973715.0	1150154.0	783402.0	989444.0	669493.0	880508.0	983271.0	740253.0	736080.0	670624.0	1127689.0	904370.0	730427.0	1069618.0	976267.0	695080.0	1202660.0	994005.0	819933.0	742314.0	1039232.0	1055121.0	1044711.0	666802.0	1090314.0	846050.0	925091.0	624262.0	516351.0	631850.0	1040831.0	882493.0	853130.0	1074529.0	1011882.0
ZeeviD_2015__PNP_Main_392__bin.5	1120197.0	1253355.0	1052434.0	1012966.0	1440122.0	1256431.0	1556658.0	836792.0	1180278.0	694448.0	1074012.0	1224132.0	1019096.0	1045244.0	1009012.0	1494971.0	1203430.0	908094.0	1257929.0	1249301.0	934055.0	994005.0	1633492.0	946712.0	1047794.0	1375695.0	1283089.0	1324247.0	716384.0	1438977.0	1081713.0	1100729.0	671943.0	731270.0	982780.0	1193231.0	1259060.0	1123948.0	1418207.0	1281489.0
SchirmerM_2016__G88983__bin.24	849464.0	935541.0	807259.0	998437.0	1022555.0	880027.0	1052487.0	639305.0	866134.0	509603.0	831698.0	939617.0	744300.0	850168.0	822322.0	1001350.0	863103.0	869141.0	1015044.0	1008234.0	705156.0	819933.0	946712.0	1345150.0	738179.0	961376.0	1044133.0	943113.0	519052.0	1008336.0	828684.0	910156.0	444707.0	566597.0	705524.0	1037616.0	1043541.0	929902.0	994543.0	930206.0
BackhedF_2015__SID179_M__bin.8	875084.0	964722.0	836166.0	760947.0	1121069.0	1021474.0	1179726.0	623080.0	906522.0	557826.0	843477.0	981470.0	814949.0	825887.0	825158.0	1126065.0	913723.0	692889.0	983197.0	956733.0	800562.0	742314.0	1047794.0	738179.0	1266269.0	1105326.0	993119.0	1023289.0	549899.0	1117805.0	873527.0	868472.0	515978.0	576534.0	741468.0	873478.0	943134.0	865546.0	1094141.0	1005289.0
ZeeviD_2015__PNP_Main_736__bin.25	1203537.0	1322603.0	1084920.0	1077307.0	1531266.0	1355932.0	1629679.0	930514.0	1281659.0	820776.0	1161717.0	1338688.0	1054621.0	1010369.0	1004746.0	1553124.0	1227764.0	919456.0	1375429.0	1279753.0	1025902.0	1039232.0	1375695.0	961376.0	1105326.0	1790305.0	1364051.0	1413805.0	827448.0	1543835.0	1151661.0	1197228.0	821140.0	758388.0	896814.0	1183709.0	1201674.0	1132643.0	1476647.0	1386219.0
ZeeviD_2015__PNP_Main_7__bin.37	1156514.0	1276901.0	1031902.0	1132276.0	1427237.0	1253212.0	1493900.0	965475.0	1292767.0	789617.0	1132653.0	1280941.0	987421.0	990632.0	937461.0	1458344.0	1166347.0	990129.0	1372472.0	1291447.0	923998.0	1055121.0	1283089.0	1044133.0	993119.0	1364051.0	1619148.0	1359948.0	798062.0	1435895.0	1071648.0	1224492.0	784733.0	727425.0	809509.0	1285230.0	1158640.0	1113519.0	1373417.0	1293841.0
LiuW_2016__SRR3992960__bin.16	1212879.0	1333347.0	1033857.0	1037942.0	1483835.0	1329114.0	1595518.0	1017461.0	1326924.0	881315.0	1185671.0	1346350.0	1044024.0	958494.0	906206.0	1549924.0	1219915.0	922336.0	1381754.0	1249948.0	961964.0	1044711.0	1324247.0	943113.0	1023289.0	1413805.0	1359948.0	1707711.0	889314.0	1529374.0	1127936.0	1200740.0	877625.0	783796.0	794802.0	1180559.0	1124982.0	1068285.0	1428622.0	1389706.0
SchirmerM_2016__G88710__bin.17	679547.0	752025.0	502528.0	636847.0	853599.0	774842.0	965222.0	802977.0	864275.0	753580.0	665788.0	801436.0	559742.0	417425.0	381560.0	941395.0	652933.0	481253.0	893335.0	694734.0	484211.0	666802.0	716384.0	519052.0	549899.0	827448.0	798062.0	889314.0	1005503.0	917587.0	615716.0	733835.0	770573.0	402140.0	261925.0	707813.0	530642.0	514535.0	827290.0	825569.0
LiuW_2016__SRR3992983__bin.9	1310715.0	1438825.0	1112151.0	1059668.0	1618189.0	1419342.0	1738692.0	1026835.0	1401091.0	912696.0	1220021.0	1413336.0	1104756.0	1042360.0	1002159.0	1678530.0	1314281.0	972353.0	1473929.0	1334403.0	1028619.0	1090314.0	1438977.0	1008336.0	1117805.0	1543835.0	1435895.0	1529374.0	917587.0	1835731.0	1197312.0	1286584.0	1013394.0	803112.0	896186.0	1253099.0	1236306.0	1161996.0	1562594.0	1481610.0
SchirmerM_2016__G89030__bin.5	1004323.0	1056507.0	885126.0	883466.0	1175539.0	1106145.0	1241678.0	700468.0	1024586.0	637581.0	976349.0	1102397.0	860308.0	851104.0	818489.0	1199943.0	982190.0	776411.0	1079037.0	1048605.0	844122.0	846050.0	1081713.0	828684.0	873527.0	1151661.0	1071648.0	1127936.0	615716.0	1197312.0	1462177.0	993484.0	579013.0	617609.0	736671.0	966836.0	987154.0	965640.0	1177926.0	1143452.0
LiuW_2016__SRR3992969__bin.30	1057445.0	1120863.0	868264.0	929492.0	1245069.0	1133297.0	1319894.0	876337.0	1093974.0	746008.0	1039776.0	1181119.0	874995.0	821529.0	768930.0	1271622.0	1016450.0	817213.0	1199436.0	1152855.0	832113.0	925091.0	1100729.0	910156.0	868472.0	1197228.0	1224492.0	1200740.0	733835.0	1286584.0	993484.0	1451624.0	741844.0	647204.0	665561.0	1094493.0	991476.0	970635.0	1209031.0	1207616.0
LiuW_2016__SRR3993059__bin.61	665668.0	742039.0	448520.0	548859.0	863470.0	742640.0	979656.0	801672.0	844933.0	754626.0	636623.0	785256.0	478777.0	295444.0	249793.0	927044.0	612421.0	379239.0	871129.0	631935.0	437772.0	624262.0	671943.0	444707.0	515978.0	821140.0	784733.0	877625.0	770573.0	1013394.0	579013.0	741844.0	1086145.0	356454.0	166571.0	676612.0	456795.0	411931.0	805362.0	805334.0
SchirmerM_2016__G88811__bin.13	662665.0	722083.0	607009.0	558920.0	790084.0	701234.0	823644.0	469184.0	684610.0	390738.0	629856.0	716561.0	617330.0	598803.0	578593.0	811216.0	700488.0	563965.0	721211.0	710392.0	549246.0	516351.0	731270.0	566597.0	576534.0	758388.0	727425.0	783796.0	402140.0	803112.0	617609.0	647204.0	356454.0	1056923.0	515700.0	634064.0	666970.0	645749.0	771124.0	722797.0
ZeeviD_2015__PNP_Main_116__bin.60	724492.0	811402.0	812922.0	681912.0	938141.0	828476.0	1000667.0	335755.0	701623.0	217080.0	696934.0	761667.0	728052.0	910239.0	905628.0	963783.0	844739.0	711521.0	749621.0	836731.0	675533.0	631850.0	982780.0	705524.0	741468.0	896814.0	809509.0	794802.0	261925.0	896186.0	736671.0	665561.0	166571.0	515700.0	1024634.0	797523.0	1007947.0	908209.0	955213.0	806494.0
ZeeviD_2015__PNP_Main_72__bin.31	1019315.0	1127455.0	938149.0	1103976.0	1260700.0	1104282.0	1376177.0	859985.0	1114590.0	709300.0	1001912.0	1128578.0	867900.0	895803.0	835439.0	1314230.0	1052292.0	896411.0	1245186.0	1198305.0	808943.0	1040831.0	1193231.0	1037616.0	873478.0	1183709.0	1285230.0	1180559.0	707813.0	1253099.0	966836.0	1094493.0	676612.0	634064.0	797523.0	1454513.0	1151820.0	1043044.0	1248320.0	1149314.0
ZeeviD_2015__PNP_Main_578__bin.20	1019921.0	1125391.0	1021252.0	965086.0	1270690.0	1095764.0	1350983.0	673562.0	990075.0	514164.0	977784.0	1082189.0	941739.0	1070854.0	1045361.0	1288523.0	1100031.0	979369.0	1071814.0	1181719.0	876955.0	882493.0	1259060.0	1043541.0	943134.0	1201674.0	1158640.0	1124982.0	530642.0	1236306.0	987154.0	991476.0	456795.0	666970.0	1007947.0	1151820.0	1413190.0	1153823.0	1254375.0	1106840.0
KarlssonFH_2013__S530__bin.20	994536.0	1063791.0	991843.0	959353.0	1162025.0	1063240.0	1247524.0	634994.0	977477.0	483911.0	932993.0	1060254.0	883518.0	1040877.0	988868.0	1208691.0	1041282.0	945677.0	1052434.0	1129564.0	831061.0	853130.0	1123948.0	929902.0	865546.0	1132643.0	1113519.0	1068285.0	514535.0	1161996.0	965640.0	970635.0	411931.0	645749.0	908209.0	1043044.0	1153823.0	1341122.0	1179154.0	1074824.0
ZeeviD_2015__PNP_Main_192__bin.25	1206400.0	1346857.0	1095130.0	1069571.0	1556546.0	1354097.0	1659580.0	935878.0	1304136.0	805888.0	1163118.0	1352230.0	1060885.0	1064846.0	1003902.0	1593743.0	1306614.0	944043.0	1400881.0	1329076.0	985132.0	1074529.0	1418207.0	994543.0	1094141.0	1476647.0	1373417.0	1428622.0	827290.0	1562594.0	1177926.0	1209031.0	805362.0	771124.0	955213.0	1248320.0	1254375.0	1179154.0	1801119.0	1394216.0
LiuW_2016__SRR3993022__bin.70	1217997.0	1270339.0	1001545.0	996551.0	1425588.0	1338415.0	1519265.0	910861.0	1231139.0	850785.0	1175227.0	1338219.0	1001777.0	950411.0	883513.0	1491004.0	1162918.0	868791.0	1317180.0	1232705.0	966638.0	1011882.0	1281489.0	930206.0	1005289.0	1386219.0	1293841.0	1389706.0	825569.0	1481610.0	1143452.0	1207616.0	805334.0	722797.0	806494.0	1149314.0	1106840.0	1074824.0	1394216.0	1749065.0
