	LiuW_2016__SRR3993041__bin.29	LiuW_2016__SRR3992957__bin.14	ZeeviD_2015__PNP_Main_741__bin.10	ZeeviD_2015__PNP_Main_740__bin.22	XieH_2016__YSZC12003_37315__bin.39	LiSS_2016__FAT_017-22-2-0__bin.26	BackhedF_2015__SID18_B__bin.7	ZeeviD_2015__PNP_Main_247__bin.9	ZeeviD_2015__PNP_Main_287__bin.8	LiSS_2016__FAT_017-22-84-0__bin.21	LiuW_2016__SRR3993005__bin.74	LiuW_2016__SRR3992997__bin.32	SchirmerM_2016__G88877__bin.15	ZeeviD_2015__PNP_Main_288__bin.1	ZeeviD_2015__PNP_Main_188__bin.8	LiuW_2016__SRR3992958__bin.41	ZeeviD_2015__PNP_Main_456__bin.26	ZellerG_2014__CCIS20795251ST-4-0__bin.18	ZeeviD_2015__PNP_Main_428__bin.28	SchirmerM_2016__G89265__bin.19	SchirmerM_2016__G89162__bin.18	ZeeviD_2015__PNP_DietIntervention_8__bin.58	ZeeviD_2015__PNP_Main_392__bin.5	SchirmerM_2016__G88983__bin.24	BackhedF_2015__SID179_M__bin.8	ZeeviD_2015__PNP_Main_736__bin.25	ZeeviD_2015__PNP_Main_7__bin.37	LiuW_2016__SRR3992960__bin.16	SchirmerM_2016__G88710__bin.17	LiuW_2016__SRR3992983__bin.9	SchirmerM_2016__G89030__bin.5	LiuW_2016__SRR3992969__bin.30	LiuW_2016__SRR3993059__bin.61	SchirmerM_2016__G88811__bin.13	ZeeviD_2015__PNP_Main_116__bin.60	ZeeviD_2015__PNP_Main_72__bin.31	ZeeviD_2015__PNP_Main_578__bin.20	KarlssonFH_2013__S530__bin.20	ZeeviD_2015__PNP_Main_192__bin.25	LiuW_2016__SRR3993022__bin.70
LiuW_2016__SRR3993005__bin.74	12208.0	11539.0	11968.0	12368.0	17120.0	14142.0	16162.0	9670.0	12000.0	8843.0	0.0	3594.0	10563.0	10878.0	13108.0	11230.0	12721.0	10130.0	15920.0	13940.0	13035.0	11595.0	14384.0	11532.0	12832.0	18780.0	14529.0	5984.0	7622.0	13562.0	13232.0	11148.0	7207.0	9842.0	8909.0	12482.0	12625.0	13102.0	15427.0	12907.0
LiuW_2016__SRR3992997__bin.32	13506.0	13192.0	12836.0	15298.0	20136.0	15756.0	18152.0	10263.0	13195.0	9971.0	3594.0	0.0	12922.0	11591.0	14229.0	12455.0	15061.0	11761.0	18192.0	15247.0	14392.0	12581.0	16313.0	13931.0	14779.0	21719.0	17061.0	6291.0	8374.0	15553.0	14536.0	11915.0	8371.0	11203.0	9847.0	14264.0	14467.0	15675.0	18391.0	14620.0
SchirmerM_2016__G88877__bin.15	11081.0	13337.0	10977.0	11547.0	15193.0	11932.0	14601.0	7789.0	10511.0	5763.0	10563.0	12922.0	0.0	9959.0	12517.0	12682.0	11708.0	9655.0	14105.0	11215.0	12851.0	8942.0	13082.0	10585.0	11623.0	16357.0	11647.0	12260.0	5425.0	12467.0	10445.0	10453.0	5270.0	9441.0	9010.0	10437.0	11583.0	12375.0	13934.0	11790.0
ZeeviD_2015__PNP_Main_288__bin.1	11620.0	12533.0	11778.0	13544.0	14701.0	12174.0	14456.0	6837.0	10649.0	4422.0	10878.0	11591.0	9959.0	0.0	16575.0	14443.0	12486.0	12959.0	13659.0	13550.0	12183.0	9208.0	13711.0	13747.0	11742.0	17009.0	12264.0	11893.0	6094.0	13290.0	10945.0	11038.0	4510.0	9781.0	10971.0	11546.0	13929.0	15610.0	14441.0	12039.0
ZeeviD_2015__PNP_Main_188__bin.8	13550.0	15124.0	14383.0	14359.0	16205.0	15814.0	17168.0	7612.0	13375.0	5298.0	13108.0	14229.0	12517.0	16575.0	0.0	16761.0	14402.0	15009.0	14485.0	16313.0	8007.0	11122.0	16542.0	15852.0	14145.0	10258.0	15408.0	13944.0	6565.0	15746.0	13254.0	12643.0	4252.0	11773.0	14160.0	13564.0	16630.0	18685.0	16938.0	14332.0
LiuW_2016__SRR3992958__bin.41	13546.0	14542.0	15103.0	16191.0	21600.0	17124.0	21113.0	11849.0	15109.0	10228.0	11230.0	12455.0	12682.0	14443.0	16761.0	0.0	16424.0	13918.0	20807.0	17333.0	15745.0	14101.0	19062.0	15109.0	15585.0	24305.0	18126.0	12066.0	9647.0	16253.0	14778.0	12250.0	8993.0	12820.0	11355.0	15933.0	16218.0	17729.0	19623.0	14612.0
ZeeviD_2015__PNP_Main_456__bin.26	13312.0	15354.0	12225.0	13856.0	17181.0	15455.0	16195.0	8716.0	13901.0	8134.0	12721.0	15061.0	11708.0	12486.0	14402.0	16424.0	0.0	12897.0	16219.0	15501.0	13996.0	11118.0	15248.0	13624.0	12112.0	20036.0	14722.0	14933.0	7648.0	16247.0	11204.0	12628.0	7673.0	11879.0	10551.0	8468.0	13312.0	14644.0	8986.0	14617.0
ZellerG_2014__CCIS20795251ST-4-0__bin.18	11029.0	12749.0	11573.0	12060.0	14684.0	12069.0	13634.0	8832.0	13009.0	5726.0	10130.0	11761.0	9655.0	12959.0	15009.0	13918.0	12897.0	0.0	14576.0	13148.0	11817.0	9859.0	12566.0	12049.0	10038.0	15854.0	14305.0	12256.0	6176.0	13807.0	10327.0	10707.0	5333.0	9001.0	9440.0	13234.0	13565.0	14338.0	13890.0	11390.0
ZeeviD_2015__PNP_Main_428__bin.28	16621.0	18673.0	13522.0	14868.0	18178.0	18109.0	20638.0	12653.0	18248.0	11015.0	15920.0	18192.0	14105.0	13659.0	14485.0	20807.0	16219.0	14576.0	0.0	18962.0	14565.0	13804.0	17633.0	16274.0	15196.0	22289.0	18584.0	18527.0	11709.0	20660.0	14379.0	16665.0	11544.0	13716.0	10345.0	16547.0	15174.0	16893.0	19616.0	18790.0
SchirmerM_2016__G89265__bin.19	13827.0	16411.0	13736.0	15906.0	19945.0	14400.0	18993.0	10884.0	13974.0	7638.0	13940.0	15247.0	11215.0	13550.0	16313.0	17333.0	15501.0	13148.0	18962.0	0.0	14548.0	14187.0	17005.0	14657.0	13952.0	21481.0	16964.0	15999.0	7525.0	16366.0	13142.0	13969.0	7984.0	10882.0	10752.0	16434.0	15460.0	17093.0	19128.0	15104.0
SchirmerM_2016__G89162__bin.18	13972.0	14807.0	12756.0	12890.0	16462.0	16288.0	16640.0	8245.0	13254.0	7485.0	13035.0	14392.0	12851.0	12183.0	8007.0	15745.0	13996.0	11817.0	14565.0	14548.0	0.0	11407.0	15331.0	12843.0	13352.0	9963.0	15153.0	14614.0	7347.0	16266.0	13548.0	13287.0	6450.0	9914.0	10780.0	13095.0	14072.0	13404.0	15751.0	14813.0
ZeeviD_2015__PNP_DietIntervention_8__bin.58	11798.0	12888.0	9782.0	11830.0	14239.0	12819.0	13212.0	8655.0	12466.0	8749.0	11595.0	12581.0	8942.0	9208.0	11122.0	14101.0	11118.0	9859.0	13804.0	14187.0	11407.0	0.0	12280.0	11183.0	9446.0	17328.0	13335.0	12424.0	7962.0	13459.0	9818.0	11580.0	7595.0	7804.0	7440.0	12835.0	10938.0	12208.0	13086.0	12789.0
ZeeviD_2015__PNP_Main_392__bin.5	15301.0	17425.0	13644.0	14460.0	19200.0	17301.0	18582.0	9463.0	15029.0	9646.0	14384.0	16313.0	13082.0	13711.0	16542.0	19062.0	15248.0	12566.0	17633.0	17005.0	15331.0	12280.0	0.0	14524.0	14526.0	22901.0	16447.0	16653.0	9447.0	18808.0	13412.0	14756.0	8939.0	11926.0	9568.0	14410.0	13555.0	16473.0	18065.0	17585.0
SchirmerM_2016__G88983__bin.24	12081.0	15171.0	13276.0	12646.0	16748.0	12296.0	15764.0	8313.0	10713.0	5785.0	11532.0	13931.0	10585.0	13747.0	15852.0	15109.0	13624.0	12049.0	16274.0	14657.0	12843.0	11183.0	14524.0	0.0	12854.0	17311.0	14108.0	13942.0	6072.0	14768.0	12137.0	11904.0	6205.0	11247.0	11057.0	13746.0	16106.0	16611.0	16637.0	12984.0
BackhedF_2015__SID179_M__bin.8	12903.0	14745.0	9525.0	12290.0	16034.0	15073.0	14153.0	8890.0	13401.0	8464.0	12832.0	14779.0	11623.0	11742.0	14145.0	15585.0	12112.0	10038.0	15196.0	13952.0	13352.0	9446.0	14526.0	12854.0	0.0	18567.0	14487.0	14544.0	7881.0	15842.0	11180.0	12521.0	7684.0	9092.0	9664.0	11713.0	12680.0	11476.0	15272.0	14259.0
ZeeviD_2015__PNP_Main_736__bin.25	19332.0	21659.0	17702.0	20116.0	25008.0	23004.0	26827.0	14205.0	20065.0	12564.0	18780.0	21719.0	16357.0	17009.0	10258.0	24305.0	20036.0	15854.0	22289.0	21481.0	9963.0	17328.0	22901.0	17311.0	18567.0	0.0	22296.0	20905.0	12533.0	23886.0	19507.0	18646.0	12127.0	14979.0	15287.0	19388.0	19888.0	21437.0	24626.0	22595.0
ZeeviD_2015__PNP_Main_7__bin.37	15429.0	17388.0	13314.0	16582.0	19145.0	16585.0	18283.0	11206.0	15545.0	9246.0	14529.0	17061.0	11647.0	12264.0	15408.0	18126.0	14722.0	14305.0	18584.0	16964.0	15153.0	13335.0	16447.0	14108.0	14487.0	22296.0	0.0	16330.0	9332.0	18085.0	13212.0	15237.0	10305.0	11767.0	9834.0	16071.0	14389.0	16567.0	17863.0	16407.0
LiuW_2016__SRR3992960__bin.16	12838.0	13250.0	13152.0	14059.0	18461.0	16104.0	18246.0	11333.0	13377.0	10552.0	5984.0	6291.0	12260.0	11893.0	13944.0	12066.0	14933.0	12256.0	18527.0	15999.0	14614.0	12424.0	16653.0	13942.0	14544.0	20905.0	16330.0	0.0	8966.0	14606.0	14402.0	11283.0	8399.0	12397.0	9240.0	14005.0	13745.0	14523.0	17107.0	13804.0
SchirmerM_2016__G88710__bin.17	7876.0	9499.0	6552.0	7596.0	10805.0	8522.0	10824.0	7761.0	8336.0	7720.0	7622.0	8374.0	5425.0	6094.0	6565.0	9647.0	7648.0	6176.0	11709.0	7525.0	7347.0	7962.0	9447.0	6072.0	7881.0	12533.0	9332.0	8966.0	0.0	9234.0	7273.0	7749.0	8211.0	6944.0	3216.0	8139.0	6854.0	7131.0	10396.0	9830.0
LiuW_2016__SRR3992983__bin.9	11383.0	16700.0	13944.0	14925.0	21210.0	17610.0	20663.0	10892.0	15534.0	10800.0	13562.0	15553.0	12467.0	13290.0	15746.0	16253.0	16247.0	13807.0	20660.0	16366.0	16266.0	13459.0	18808.0	14768.0	15842.0	23886.0	18085.0	14606.0	9234.0	0.0	14769.0	12571.0	99.0	13079.0	11257.0	15467.0	15385.0	16464.0	19295.0	15732.0
SchirmerM_2016__G89030__bin.5	13494.0	14890.0	11077.0	12049.0	14827.0	14105.0	14579.0	8040.0	12768.0	8246.0	13232.0	14536.0	10445.0	10945.0	13254.0	14778.0	11204.0	10327.0	14379.0	13142.0	13548.0	9818.0	13412.0	12137.0	11180.0	19507.0	13212.0	14402.0	7273.0	14769.0	0.0	12690.0	7190.0	8233.0	8141.0	12082.0	11880.0	12323.0	14032.0	14203.0
LiuW_2016__SRR3992969__bin.30	10528.0	11871.0	10668.0	12095.0	16874.0	14183.0	15814.0	9928.0	11578.0	8618.0	11148.0	11915.0	10453.0	11038.0	12643.0	12250.0	12628.0	10707.0	16665.0	13969.0	13287.0	11580.0	14756.0	11904.0	12521.0	18646.0	15237.0	11283.0	7749.0	12571.0	12690.0	0.0	7116.0	8627.0	8361.0	13789.0	13160.0	13551.0	15801.0	11733.0
LiuW_2016__SRR3993059__bin.61	5831.0	9209.0	5664.0	6444.0	11608.0	9303.0	11457.0	8429.0	9448.0	8924.0	7207.0	8371.0	5270.0	4510.0	4252.0	8993.0	7673.0	5333.0	11544.0	7984.0	6450.0	7595.0	8939.0	6205.0	7684.0	12127.0	10305.0	8399.0	8211.0	99.0	7190.0	7116.0	0.0	6111.0	2239.0	8411.0	5907.0	5532.0	10455.0	8608.0
SchirmerM_2016__G88811__bin.13	10057.0	12197.0	9757.0	10387.0	14031.0	9920.0	13677.0	8123.0	11837.0	6351.0	9842.0	11203.0	9441.0	9781.0	11773.0	12820.0	11879.0	9001.0	13716.0	10882.0	9914.0	7804.0	11926.0	11247.0	9092.0	14979.0	11767.0	12397.0	6944.0	13079.0	8233.0	8627.0	6111.0	0.0	7522.0	10592.0	10381.0	10980.0	12558.0	10545.0
ZeeviD_2015__PNP_Main_116__bin.60	9861.0	10299.0	10069.0	10375.0	11854.0	11079.0	11712.0	3837.0	8277.0	2610.0	8909.0	9847.0	9010.0	10971.0	14160.0	11355.0	10551.0	9440.0	10345.0	10752.0	10780.0	7440.0	9568.0	11057.0	9664.0	15287.0	9834.0	9240.0	3216.0	11257.0	8141.0	8361.0	2239.0	7522.0	0.0	9102.0	5653.0	13460.0	10894.0	10088.0
ZeeviD_2015__PNP_Main_72__bin.31	13643.0	14782.0	11688.0	12805.0	16451.0	15297.0	15686.0	9460.0	14114.0	9123.0	12482.0	14264.0	10437.0	11546.0	13564.0	15933.0	8468.0	13234.0	16547.0	16434.0	13095.0	12835.0	14410.0	13746.0	11713.0	19388.0	16071.0	14005.0	8139.0	15467.0	12082.0	13789.0	8411.0	10592.0	9102.0	0.0	14020.0	14979.0	12466.0	14863.0
ZeeviD_2015__PNP_Main_578__bin.20	13863.0	15153.0	12982.0	14189.0	16538.0	14369.0	16142.0	8361.0	12415.0	6535.0	12625.0	14467.0	11583.0	13929.0	16630.0	16218.0	13312.0	13565.0	15174.0	15460.0	14072.0	10938.0	13555.0	16106.0	12680.0	19888.0	14389.0	13745.0	6854.0	15385.0	11880.0	13160.0	5907.0	10381.0	5653.0	14020.0	0.0	17183.0	15727.0	14436.0
KarlssonFH_2013__S530__bin.20	13230.0	16181.0	11382.0	17407.0	17272.0	15460.0	16403.0	8005.0	14543.0	6199.0	13102.0	15675.0	12375.0	15610.0	18685.0	17729.0	14644.0	14338.0	16893.0	17093.0	13404.0	12208.0	16473.0	16611.0	11476.0	21437.0	16567.0	14523.0	7131.0	16464.0	12323.0	13551.0	5532.0	10980.0	13460.0	14979.0	17183.0	0.0	17680.0	15373.0
ZeeviD_2015__PNP_Main_192__bin.25	16106.0	18484.0	14114.0	16602.0	22000.0	17401.0	19878.0	11093.0	16613.0	10148.0	15427.0	18391.0	13934.0	14441.0	16938.0	19623.0	8986.0	13890.0	19616.0	19128.0	15751.0	13086.0	18065.0	16637.0	15272.0	24626.0	17863.0	17107.0	10396.0	19295.0	14032.0	15801.0	10455.0	12558.0	10894.0	12466.0	15727.0	17680.0	0.0	18089.0
LiuW_2016__SRR3993022__bin.70	13196.0	13970.0	12941.0	13890.0	19256.0	16866.0	18456.0	10992.0	12816.0	10840.0	12907.0	14620.0	11790.0	12039.0	14332.0	14612.0	14617.0	11390.0	18790.0	15104.0	14813.0	12789.0	17585.0	12984.0	14259.0	22595.0	16407.0	13804.0	9830.0	15732.0	14203.0	11733.0	8608.0	10545.0	10088.0	14863.0	14436.0	15373.0	18089.0	0.0
