	LiuW_2016__SRR3993041__bin.29	LiuW_2016__SRR3992957__bin.14	ZeeviD_2015__PNP_Main_741__bin.10	ZeeviD_2015__PNP_Main_740__bin.22	XieH_2016__YSZC12003_37315__bin.39	LiSS_2016__FAT_017-22-2-0__bin.26	BackhedF_2015__SID18_B__bin.7	ZeeviD_2015__PNP_Main_247__bin.9	ZeeviD_2015__PNP_Main_287__bin.8	LiSS_2016__FAT_017-22-84-0__bin.21	LiuW_2016__SRR3993005__bin.74	LiuW_2016__SRR3992997__bin.32	SchirmerM_2016__G88877__bin.15	ZeeviD_2015__PNP_Main_288__bin.1	ZeeviD_2015__PNP_Main_188__bin.8	LiuW_2016__SRR3992958__bin.41	ZeeviD_2015__PNP_Main_456__bin.26	ZellerG_2014__CCIS20795251ST-4-0__bin.18	ZeeviD_2015__PNP_Main_428__bin.28	SchirmerM_2016__G89265__bin.19	SchirmerM_2016__G89162__bin.18	ZeeviD_2015__PNP_DietIntervention_8__bin.58	ZeeviD_2015__PNP_Main_392__bin.5	SchirmerM_2016__G88983__bin.24	BackhedF_2015__SID179_M__bin.8	ZeeviD_2015__PNP_Main_736__bin.25	ZeeviD_2015__PNP_Main_7__bin.37	LiuW_2016__SRR3992960__bin.16	SchirmerM_2016__G88710__bin.17	LiuW_2016__SRR3992983__bin.9	SchirmerM_2016__G89030__bin.5	LiuW_2016__SRR3992969__bin.30	LiuW_2016__SRR3993059__bin.61	SchirmerM_2016__G88811__bin.13	ZeeviD_2015__PNP_Main_116__bin.60	ZeeviD_2015__PNP_Main_72__bin.31	ZeeviD_2015__PNP_Main_578__bin.20	KarlssonFH_2013__S530__bin.20	ZeeviD_2015__PNP_Main_192__bin.25	LiuW_2016__SRR3993022__bin.70
LiuW_2016__SRR3993005__bin.74	0.9885938308770081	0.9896818534213343	0.9861951230765682	0.985959016858716	0.985698640619035	0.9872989129263333	0.9871774427082713	0.9874065748879028	0.988493469084828	0.987073772900091	1.0	0.9968683259136881	0.9878454043131957	0.9867223421798159	0.9832432943775296	0.9908386060975888	0.9871557595125227	0.9871184000874881	0.9855642021229328	0.9869500948786144	0.9842826447118063	0.9868314654722047	0.9866072259900261	0.9861343901271856	0.984786781382302	0.983834272890902	0.9871725939012213	0.9949530687686551	0.9885519114192506	0.9888837979018394	0.9864474690914826	0.9892784599759948	0.9886793282680645	0.984374206167759	0.9872168670204066	0.9875418200400834	0.9870881503481341	0.9859570221855898	0.9867365134062064	0.9890174408858884
LiuW_2016__SRR3992997__bin.32	0.9885781554050797	0.9893607669409543	0.9866812623540215	0.9847121205761785	0.9853886420928434	0.9875820455104318	0.9874654128396654	0.9885380067322318	0.9888019010035431	0.9877271390115984	0.9968683259136881	1.0	0.9868387012664261	0.9872834589518261	0.9835450005897849	0.9912319729222486	0.986489274667547	0.9864941680667058	0.9856513333959063	0.9871635126192765	0.9845297714830544	0.9872049516359173	0.9866738227576765	0.9851737463243002	0.9849419747929127	0.983775905961658	0.9866808853803571	0.9953273665837263	0.989551255496384	0.9889955396310574	0.9868141876293205	0.9899121087714278	0.9893397821856821	0.9843656018119881	0.9870717780867492	0.9873610862519029	0.986631725142281	0.9852158067783757	0.9863995030431214	0.989075031814673
SchirmerM_2016__G88877__bin.15	0.9877746726875751	0.986527874582058	0.9869211659785891	0.9851617977008303	0.9861641451649183	0.9880114379643157	0.9872415944468037	0.9876923806213065	0.9883962390169425	0.989336111409232	0.9878454043131957	0.9868387012664261	1.0	0.988014345717346	0.9844136017692062	0.9886038708378788	0.987710600813905	0.9867698585724602	0.9853848130540922	0.9885727153327363	0.9838732549019608	0.9879203461519237	0.9871631328157504	0.9857785839043397	0.9857377578228822	0.9844901628167844	0.9882046259903324	0.9882569749354421	0.9903080347731633	0.9887151552016916	0.9878589993351219	0.9880536460208345	0.9889927878741043	0.9847067208786224	0.9876245103371737	0.9879744210162461	0.9877004138089216	0.9859934941902712	0.9868656828968267	0.9882309136664148
ZeeviD_2015__PNP_Main_288__bin.1	0.986679902701389	0.986803228802298	0.9870064824171605	0.9833864262784933	0.9860275381341475	0.9870469656554135	0.9868449909318162	0.9866862436201266	0.987632584753784	0.9878838360728505	0.9867223421798159	0.9872834589518261	0.988014345717346	1.0	0.9834308323470139	0.9869092484532738	0.9867714413153548	0.9848266285117474	0.9852377107914182	0.9864762765945767	0.9841217294972467	0.9874904901641126	0.9868824886820685	0.9838302547261247	0.9857825586309023	0.9831655563462458	0.9876200243884712	0.98759199327278	0.9854009702341738	0.9872500863425304	0.9871402319810505	0.9865640774701806	0.9847348397665886	0.9836657464975961	0.9879471215801564	0.9871110054331143	0.9869926245781404	0.9850030310978146	0.9864384145688673	0.9873328486307503
ZeeviD_2015__PNP_Main_188__bin.8	0.9838960409218833	0.9835854735130711	0.9836620499055482	0.9812100227170419	0.9839781458151866	0.9820330571751885	0.9837901175235363	0.9837957739582845	0.9834336603250099	0.9830741313432073	0.9832432943775296	0.9835450005897849	0.9844136017692062	0.9834308323470139	1.0	0.9837226173168977	0.9839353039598439	0.9817983815124236	0.9834442384578282	0.9825354018634758	0.9895459465246507	0.9834154459130601	0.9836057450258272	0.9807228798451215	0.982857828440129	0.9897904545029291	0.9835641162672367	0.9846127701648411	0.98279431806269	0.9842879223755912	0.9838067463337932	0.9835576710493803	0.9829779057059245	0.9796523635785431	0.9843644410287667	0.9837642245573884	0.9840916200240873	0.9811046570421937	0.9831278351870999	0.9837783937531196
LiuW_2016__SRR3992958__bin.41	0.9893665707151307	0.9897982949921709	0.9867119251299729	0.9856531066327466	0.9866958864419996	0.9880083949638621	0.9882780185504118	0.9885922297381864	0.9895085131794573	0.9885733948233948	0.9908386060975888	0.9912319729222486	0.9886038708378788	0.9869092484532738	0.9837226173168977	1.0	0.9875429953999189	0.9858059831483019	0.9860570463614768	0.9872513130787126	0.9845831326056219	0.9874956659149818	0.9872492509888152	0.9849113696509711	0.9861597687522479	0.9843508953567133	0.9875708337676159	0.9922151021598479	0.9897524418549069	0.9903171227204757	0.9876844150097129	0.990366634109822	0.9902992738208758	0.984196564170332	0.9882183022526855	0.9878765512885872	0.9874134959174187	0.9853320658464405	0.987687475333225	0.9901998921532068
ZeeviD_2015__PNP_Main_456__bin.26	0.987016229712859	0.9865734603290088	0.9874929408009429	0.9847888709337456	0.9869162735938859	0.9864279698859879	0.9881104803967921	0.9887472759008893	0.9876262212664141	0.9876382415117394	0.9871557595125227	0.986489274667547	0.987710600813905	0.9867714413153548	0.9839353039598439	0.9875429953999189	1.0	0.9855196619121187	0.9859634455894202	0.9863060290222783	0.9837079442978387	0.9877063591229254	0.9873295497037634	0.9842150936794334	0.9867443415564673	0.9836809028445206	0.9873776843426527	0.9877589832078465	0.9882867001667859	0.9876381078323433	0.9885928384528452	0.9875763687343204	0.987471037080701	0.9830418222724729	0.9875097515327219	0.9919528039745622	0.9878985228598103	0.9859365666553345	0.9931226819856515	0.9874307560808243
ZellerG_2014__CCIS20795251ST-4-0__bin.18	0.9866210877083593	0.9856471719333482	0.9854834319459828	0.9853828635285476	0.9849151502886195	0.9860597597275017	0.9862083197193513	0.9853937341236241	0.986012519810848	0.9874537678136339	0.9871184000874881	0.9864941680667058	0.9867698585724602	0.9848266285117474	0.9817983815124236	0.9858059831483019	0.9855196619121187	1.0	0.9841766964511552	0.9855899695315754	0.9828996379359746	0.9865024157102626	0.9861622254964795	0.9861368868802646	0.9855128310595204	0.9827571955591132	0.9855523876181791	0.9867120008326683	0.9871668332457149	0.9858004243314927	0.9866990550108126	0.9868981526236122	0.9859376277228872	0.9840397897032618	0.9867326473849682	0.985236682727008	0.9861492450751453	0.9848383750477171	0.9852866871530216	0.986889827357788
ZeeviD_2015__PNP_Main_428__bin.28	0.9851136871500874	0.9850292272008992	0.9862249383422861	0.986237372919245	0.9874283343130814	0.9855788948093099	0.9866657793554114	0.9875718500882043	0.9862408840578836	0.9874594409973245	0.9855642021229328	0.9856513333959063	0.9853848130540922	0.9852377107914182	0.9834442384578282	0.9860570463614768	0.9859634455894202	0.9841766964511552	1.0	0.984484338690145	0.9835666051754193	0.9870944580214619	0.9859825157063713	0.9839671974810944	0.9845442978365475	0.9837948741810737	0.9864594687541896	0.9865916798503931	0.9868929349012409	0.9859830426024592	0.9866742289652718	0.9861059698058088	0.9867482313182089	0.9809819872409046	0.9861996929114846	0.9867112222591645	0.9858426928552901	0.9839486371591948	0.9859973830753647	0.9857346755948314
SchirmerM_2016__G89265__bin.19	0.9874765076964183	0.9863556850342375	0.986466235049653	0.9845405913957593	0.9852063105895966	0.9879874669238239	0.9866322543228924	0.9870099955243921	0.9873047771068083	0.98869717059311	0.9869500948786144	0.9871635126192765	0.9885727153327363	0.9864762765945767	0.9825354018634758	0.9872513130787126	0.9863060290222783	0.9855899695315754	0.984484338690145	1.0	0.984079980915237	0.9854681147677838	0.9863883883867859	0.985462700127153	0.9854170390276075	0.9832147297173751	0.986864346736645	0.9872002675311293	0.9891685162954454	0.9877353393240274	0.9874671587490046	0.9878831249376547	0.9873657892030034	0.9846816968659557	0.987149992052404	0.9862856284501859	0.9869173636033609	0.98486761263638	0.9856080464924504	0.9877472712449451
SchirmerM_2016__G89162__bin.18	0.9841943734593982	0.9838177339363113	0.9839638343985558	0.98183435013057	0.9836243650984706	0.9831380530497059	0.9842096323140765	0.9852674989770337	0.9840378255601936	0.9844959795185365	0.9842826447118063	0.9845297714830544	0.9838732549019608	0.9841217294972467	0.9895459465246507	0.9845831326056219	0.9837079442978387	0.9828996379359746	0.9835666051754193	0.984079980915237	1.0	0.9835889394026587	0.9835866196316063	0.9817870088320882	0.9833217164941629	0.99028854607945	0.9836006138541425	0.9848081632992502	0.9848268626693735	0.9841865647047158	0.9839501872952015	0.98403221677825	0.9852663030070448	0.9819498002716451	0.9840422303573623	0.9838122092656714	0.9839535666026193	0.9838712200428127	0.9840112797066789	0.9846757524533486
ZeeviD_2015__PNP_DietIntervention_8__bin.58	0.9864243657205454	0.9864954073068145	0.9874646795368774	0.987351705969396	0.9868819625372656	0.986834956840554	0.9885128426280306	0.9889520322899354	0.9874010050088736	0.9869319022006204	0.9868314654722047	0.9872049516359173	0.9879203461519237	0.9874904901641126	0.9834154459130601	0.9874956659149818	0.9877063591229254	0.9865024157102626	0.9870944580214619	0.9854681147677838	0.9835889394026587	1.0	0.9876459373946811	0.9863610807224493	0.9872749267830055	0.9833261485404606	0.9873616390916302	0.988107715913779	0.9880594239369408	0.9876558495992898	0.9883954849004196	0.9874823125508734	0.987833633954974	0.9848862498571708	0.9882250534145762	0.9876685071832026	0.9876055674095998	0.985690340276394	0.9878216409236047	0.9873611745243023
ZeeviD_2015__PNP_Main_392__bin.5	0.9863407954136638	0.9860973148070579	0.9870357666133933	0.9857250885024769	0.9866677962005996	0.9862300436713198	0.9880628885728272	0.9886913354812188	0.9872665592343499	0.9861098311176647	0.9866072259900261	0.9866738227576765	0.9871631328157504	0.9868824886820685	0.9836057450258272	0.9872492509888152	0.9873295497037634	0.9861622254964795	0.9859825157063713	0.9863883883867859	0.9835866196316063	0.9876459373946811	1.0	0.9846584811431566	0.9861365879170906	0.9833531415030221	0.9871817153759405	0.9874245514620762	0.9868129383124135	0.9869296034613478	0.9876011474392931	0.9865943388427124	0.9866967882692431	0.9836913862184966	0.9902643521439183	0.9879235453990048	0.9892340317379632	0.9853436279970248	0.9872620851540008	0.9862776816656249
SchirmerM_2016__G88983__bin.24	0.9857780906548129	0.9837837144497141	0.983554224852247	0.9873342033598514	0.983621418896783	0.9860277014227973	0.9850221427913124	0.9869968168558043	0.9876312441261975	0.9886480260124058	0.9861343901271856	0.9851737463243002	0.9857785839043397	0.9838302547261247	0.9807228798451215	0.9849113696509711	0.9842150936794334	0.9861368868802646	0.9839671974810944	0.985462700127153	0.9817870088320882	0.9863610807224493	0.9846584811431566	1.0	0.9825868793341452	0.9819935176247379	0.9864883113549711	0.9852170418603073	0.9883017501136687	0.9853540883197665	0.9853538864030197	0.9869209234460906	0.9860469927390394	0.980149912548072	0.9843279604946111	0.9867523245593746	0.9845660113019038	0.9821368273215887	0.9832717137418895	0.9860418014934327
BackhedF_2015__SID179_M__bin.8	0.9852551297932541	0.9847158041383943	0.9886087212347787	0.983849072274416	0.9856975797207843	0.9852438730697012	0.9880031464933383	0.9857321692238556	0.9852171265562226	0.9848268097937349	0.984786781382302	0.9849419747929127	0.9857377578228822	0.9857825586309023	0.982857828440129	0.9861597687522479	0.9867443415564673	0.9855128310595204	0.9845442978365475	0.9854170390276075	0.9833217164941629	0.9872749267830055	0.9861365879170906	0.9825868793341452	1.0	0.983202240786881	0.9854126242675852	0.9857870064077695	0.9856682772654615	0.9858275817338444	0.9872013114649003	0.9855827246013689	0.9851078921969542	0.9842298979765287	0.9869663963920223	0.9865903892256016	0.9865554629564833	0.9867413170414975	0.9860420183504686	0.9858160190751117
ZeeviD_2015__PNP_Main_736__bin.25	0.9839373446765658	0.9836239597218516	0.9836835895734247	0.9813275138841574	0.9836684155463519	0.9830345474551822	0.9835384759820799	0.9847342436545823	0.9843445097330882	0.9846925348694406	0.983834272890902	0.983775905961658	0.9844901628167844	0.9831655563462458	0.9897904545029291	0.9843508953567133	0.9836809028445206	0.9827571955591132	0.9837948741810737	0.9832147297173751	0.99028854607945	0.9833261485404606	0.9833531415030221	0.9819935176247379	0.983202240786881	1.0	0.9836545701003848	0.9852136610069988	0.9848534288559523	0.9845281393413157	0.9830618558759913	0.9844256900105911	0.9852315074165185	0.9802488963432966	0.982954101965402	0.9836209744117853	0.9834497542594747	0.9810734715175038	0.9833230284556838	0.9837002666966763
ZeeviD_2015__PNP_Main_7__bin.37	0.9866590460642932	0.9863826561338741	0.9870976119825332	0.9853551607558582	0.9865859699545345	0.9867660060708004	0.9877615636923489	0.9883932779201947	0.9879754046939626	0.9882905256599085	0.9871725939012213	0.9866808853803571	0.9882046259903324	0.9876200243884712	0.9835641162672367	0.9875708337676159	0.9873776843426527	0.9855523876181791	0.9864594687541896	0.986864346736645	0.9836006138541425	0.9873616390916302	0.9871817153759405	0.9864883113549711	0.9854126242675852	0.9836545701003848	1.0	0.9879921879365976	0.988306672915137	0.9874050679193116	0.9876713249126579	0.9875564723983496	0.9868681449614073	0.9838237618998522	0.9878518954082043	0.9874956233514623	0.9875811296002209	0.9851219422389739	0.9869937535358889	0.9873191528170772
LiuW_2016__SRR3992960__bin.16	0.9894152673102593	0.990062601858331	0.9872787048885872	0.9864549271539258	0.9875585897353816	0.9878836578352196	0.9885642155086938	0.988861489531294	0.9899187896217115	0.9880269824069714	0.9949530687686551	0.9953273665837263	0.9882569749354421	0.98759199327278	0.9846127701648411	0.9922151021598479	0.9877589832078465	0.9867120008326683	0.9865916798503931	0.9872002675311293	0.9848081632992502	0.988107715913779	0.9874245514620762	0.9852170418603073	0.9857870064077695	0.9852136610069988	0.9879921879365976	1.0	0.989918071682218	0.9904496872576622	0.9872315450522016	0.9906032946349751	0.9904298532972511	0.9841833844520769	0.9883744630738222	0.9881369757885883	0.98778202673465	0.9864053131888962	0.988025523896454	0.990066963803855
SchirmerM_2016__G88710__bin.17	0.9884099260242485	0.9873687709850072	0.9869619205298014	0.9880724883684778	0.9873418314688748	0.9890016287191453	0.9887859994902727	0.9903347169346071	0.9903549217552283	0.9897555667613259	0.9885519114192506	0.989551255496384	0.9903080347731633	0.9854009702341738	0.98279431806269	0.9897524418549069	0.9882867001667859	0.9871668332457149	0.9868929349012409	0.9891685162954454	0.9848268626693735	0.9880594239369408	0.9868129383124135	0.9883017501136687	0.9856682772654615	0.9848534288559523	0.988306672915137	0.989918071682218	1.0	0.9899366490588903	0.9881877359042156	0.9894404055407551	0.989344293142895	0.9827323817575968	0.9877216760523051	0.9885012001757526	0.9870835704674715	0.9861408844879357	0.9874336689673512	0.9880930606648263
LiuW_2016__SRR3992983__bin.9	0.9913154270760616	0.9883933070387295	0.9874621341886128	0.98591539991771	0.9868927548018186	0.9875928423170737	0.9881157789878828	0.9893926482833172	0.9889129257128909	0.9881669252412633	0.9888837979018394	0.9889955396310574	0.9887151552016916	0.9872500863425304	0.9842879223755912	0.9903171227204757	0.9876381078323433	0.9858004243314927	0.9859830426024592	0.9877353393240274	0.9841865647047158	0.9876558495992898	0.9869296034613478	0.9853540883197665	0.9858275817338444	0.9845281393413157	0.9874050679193116	0.9904496872576622	0.9899366490588903	1.0	0.9876648693072483	0.9902291649826206	0.999902308480216	0.9837146002052017	0.9874389914593622	0.9876570007637067	0.9875556698746103	0.98583127652763	0.9876519428591176	0.9893818211270172
SchirmerM_2016__G89030__bin.5	0.9865640834671714	0.9859063877475492	0.9874853975592176	0.9863616709641344	0.9873870624453974	0.9872485072029435	0.9882586306594785	0.9885219596041503	0.9875383813559818	0.9870667413238475	0.9864474690914826	0.9868141876293205	0.9878589993351219	0.9871402319810505	0.9838067463337932	0.9876844150097129	0.9885928384528452	0.9866990550108126	0.9866742289652718	0.9874671587490046	0.9839501872952015	0.9883954849004196	0.9876011474392931	0.9853538864030197	0.9872013114649003	0.9830618558759913	0.9876713249126579	0.9872315450522016	0.9881877359042156	0.9876648693072483	1.0	0.987226769630915	0.9875823168046314	0.9866695595433357	0.9889489337845524	0.9875035683404424	0.9879654035743156	0.9872385153887577	0.988087536908091	0.9875788402136688
LiuW_2016__SRR3992969__bin.30	0.9900439266344822	0.9894090535596233	0.9877134143532382	0.9869875157612976	0.9864473374567996	0.9874851870251135	0.9880187348377976	0.988671024959576	0.9894165674869787	0.9884478450633237	0.9892784599759948	0.9899121087714278	0.9880536460208345	0.9865640774701806	0.9835576710493803	0.990366634109822	0.9875763687343204	0.9868981526236122	0.9861059698058088	0.9878831249376547	0.98403221677825	0.9874823125508734	0.9865943388427124	0.9869209234460906	0.9855827246013689	0.9844256900105911	0.9875564723983496	0.9906032946349751	0.9894404055407551	0.9902291649826206	0.987226769630915	1.0	0.9904076867912931	0.986670354324139	0.9874376653680128	0.9874014726453253	0.9867268597525306	0.9860390363009782	0.9869308561980628	0.9902841631776989
