	LiuW_2016__SRR3993041__bin.29	LiuW_2016__SRR3992957__bin.14	ZeeviD_2015__PNP_Main_741__bin.10	ZeeviD_2015__PNP_Main_740__bin.22	XieH_2016__YSZC12003_37315__bin.39	LiSS_2016__FAT_017-22-2-0__bin.26	BackhedF_2015__SID18_B__bin.7	ZeeviD_2015__PNP_Main_247__bin.9	ZeeviD_2015__PNP_Main_287__bin.8	LiSS_2016__FAT_017-22-84-0__bin.21	LiuW_2016__SRR3993005__bin.74	LiuW_2016__SRR3992997__bin.32	SchirmerM_2016__G88877__bin.15	ZeeviD_2015__PNP_Main_288__bin.1	ZeeviD_2015__PNP_Main_188__bin.8	LiuW_2016__SRR3992958__bin.41	ZeeviD_2015__PNP_Main_456__bin.26	ZellerG_2014__CCIS20795251ST-4-0__bin.18	ZeeviD_2015__PNP_Main_428__bin.28	SchirmerM_2016__G89265__bin.19	SchirmerM_2016__G89162__bin.18	ZeeviD_2015__PNP_DietIntervention_8__bin.58	ZeeviD_2015__PNP_Main_392__bin.5	SchirmerM_2016__G88983__bin.24	BackhedF_2015__SID179_M__bin.8	ZeeviD_2015__PNP_Main_736__bin.25	ZeeviD_2015__PNP_Main_7__bin.37	LiuW_2016__SRR3992960__bin.16	SchirmerM_2016__G88710__bin.17	LiuW_2016__SRR3992983__bin.9	SchirmerM_2016__G89030__bin.5	LiuW_2016__SRR3992969__bin.30	LiuW_2016__SRR3993059__bin.61	SchirmerM_2016__G88811__bin.13	ZeeviD_2015__PNP_Main_116__bin.60	ZeeviD_2015__PNP_Main_72__bin.31	ZeeviD_2015__PNP_Main_578__bin.20	KarlssonFH_2013__S530__bin.20	ZeeviD_2015__PNP_Main_192__bin.25	LiuW_2016__SRR3993022__bin.70
LiuW_2016__SRR3993005__bin.74	0.7677288188720426	0.8030587545566417	0.6203504841068982	0.6301530683322112	0.8561617694861734	0.7976343193480229	0.9028194583110821	0.5501281374074161	0.7479901437228633	0.48996232789245164	1.0	0.8300887819545381	0.6229037997167336	0.5865536987160138	0.5580768650305324	0.8812646567136455	0.709387842763937	0.5632408170609952	0.7886284218347304	0.7649549269776406	0.5922930355940468	0.6304657932619749	0.7688447607327776	0.5950959506837865	0.602699302282384	0.8292920952425178	0.8112882815946505	0.8559571559590425	0.4775520095660452	0.8753823805985744	0.6988183206018249	0.7463517843460493	0.4566915879170633	0.44986968585293363	0.49921709930576524	0.7179105040748567	0.7002999547238152	0.6674544045601245	0.832741502008405	0.8433560101232905
LiuW_2016__SRR3992997__bin.32	0.7483598329359886	0.7853512979214307	0.6087689400244296	0.6308202883928411	0.8693589648381984	0.8021914987874799	0.9154724987132178	0.5666521130114799	0.7459047038608585	0.5137346386382899	0.7323998934723656	1.0	0.6202776376472757	0.5761064405685913	0.5444772079516733	0.9014177650195002	0.7040061816757104	0.5499540343500406	0.8000206141215696	0.7506478723921856	0.5863571646236065	0.6214261387061502	0.7732337795031613	0.5926150229572175	0.6188660184528397	0.8431105301030194	0.8091234773078214	0.8578925197626687	0.5077104496951415	0.8948468537216813	0.6964378541851789	0.7485128383724831	0.49735409427183497	0.4515632162126865	0.4813077291432464	0.7133728031876347	0.6835450655426635	0.6687291458071389	0.8539105372731487	0.8473549905379901
SchirmerM_2016__G88877__bin.15	0.6980520695591428	0.7614525897557446	0.6458156607869064	0.5977325603153614	0.8443027868566154	0.7666896409770215	0.8808888563159603	0.4873498353334498	0.6980520695591427	0.41685820588308675	0.6693406788752776	0.7554202739452609	1.0	0.6400718233078018	0.6163729385494373	0.8577567924951973	0.7336573126917991	0.5614552406377087	0.7414571430353534	0.7564432025149074	0.6112809061650158	0.570182099997505	0.7843601082807315	0.5720564294803024	0.6263301190090068	0.8095045033806542	0.760782852224246	0.8044366408023751	0.43218498166213415	0.8516262381178114	0.6626136760559866	0.6740584691000724	0.36917975474663806	0.4739535253611437	0.5606163144632119	0.6685391769167436	0.7252158129787181	0.6792050784661061	0.8162775067987326	0.7718643185050273
ZeeviD_2015__PNP_Main_288__bin.1	0.753659303259203	0.8205744035710002	0.7833662700542602	0.7019531752779338	0.9083705385482217	0.8122685710132923	0.9495240738681487	0.44365369073688654	0.7446039669412804	0.3156890575077774	0.7078196182609235	0.7879412199924875	0.7188152587057577	1.0	0.8613838326084919	0.9533889215288827	0.8155064973045008	0.7364601182569834	0.7981899834426214	0.8654255491472205	0.6611498753599763	0.6364407677510246	0.9031984372496364	0.73236061287693	0.7128560033412457	0.8697745972511775	0.8566477743853587	0.8288329543494422	0.36015669531884115	0.9010418627620089	0.7356335627083354	0.7096566029442539	0.2547384660915218	0.5157408923472689	0.7873887236458804	0.7742452645984683	0.9254313805666633	0.8977119996777835	0.9197225435145597	0.8216277365424236
ZeeviD_2015__PNP_Main_188__bin.8	0.723391575761177	0.7918957508309944	0.7566855293373365	0.6552054679608392	0.8696396053169663	0.7552856838271531	0.9104579469631566	0.40382484629661347	0.6937929696647711	0.2688839334085976	0.6720883737674893	0.7431702918179816	0.6907957973177492	0.8596353411184084	1.0	0.8851270346693324	0.7707870941583975	0.7074270455045909	0.7518594701908053	0.8019384627214675	0.6622754742173274	0.5762802207596566	0.8672313817051901	0.7047025022456948	0.708672226435934	0.8689947326662076	0.8057002198508929	0.7796685109907969	0.32767482340276055	0.8619387073885978	0.7036233454385309	0.6608520358052868	0.21455647092131155	0.4952936529851138	0.7789747049139645	0.7181635634718965	0.8989166488991726	0.847756751938987	0.862420177348717	0.7595000751477614
LiuW_2016__SRR3992958__bin.41	0.6811525041938329	0.7625134029711361	0.6060953253895508	0.6011589246493609	0.8657660014181208	0.7624966492572159	0.9620052790412119	0.554941913252512	0.7701363428047663	0.4782244954429898	0.6564029451948187	0.7609682781937983	0.5945687702125452	0.5884633925946423	0.5474411133977829	1.0	0.7036727383567092	0.5224110648012037	0.795254483510022	0.7254131141587258	0.5434358948861179	0.6018301540909327	0.7976437792919774	0.5330064377496844	0.6001504591598499	0.826238585856839	0.7783548501461357	0.8311236445704997	0.5035561108901302	0.8983649456098783	0.640513398647597	0.6806180066755443	0.49615367154938345	0.4314870380298497	0.5147324594019681	0.7016547264929179	0.6876075480345192	0.6436463431506494	0.8507211663179011	0.7979048129636995
ZeeviD_2015__PNP_Main_456__bin.26	0.6962715269607338	0.776244831121294	0.664109232769831	0.6172078078449991	0.8916802553993711	0.7728610646686069	0.9260490845666398	0.5269345883130019	0.7633929861498132	0.4471298532416868	0.6726828630599763	0.7566227010960431	0.6474312134910315	0.6408246812668139	0.6069161489187497	0.8958456319964772	1.0	0.6039307559463606	0.7838558975099937	0.7681638353940046	0.5814415753297417	0.6145905147205538	0.8175132963169375	0.5844730667877611	0.6203418168307635	0.8309616694532169	0.7923607240902429	0.8290723195794718	0.4439800194026462	0.8930955477119326	0.6680743905711396	0.6906667767526026	0.41608905952208947	0.4737885386780056	0.5739522915075581	0.7181896367852154	0.7477029881451207	0.7063650312024825	0.8928162046497546	0.7900736887732988
ZellerG_2014__CCIS20795251ST-4-0__bin.18	0.7667458871198102	0.8253646230555087	0.7406568729949384	0.7664357300898512	0.9038324661820425	0.8048037573308773	0.919095208780932	0.5617141785128111	0.8645151133204431	0.42485479654547287	0.7318037281063546	0.8098473442922149	0.6788743468083521	0.7929301166246997	0.7632200898795478	0.9112734067214516	0.82748670048541	1.0	0.8546730482968231	0.8477675764291971	0.64031965971343	0.6792985737490255	0.8442380082827953	0.8080033711900886	0.6437417570348611	0.8518495823250087	0.9199351781234651	0.8579565648176342	0.4478676939871959	0.9036467490546809	0.7222077147083251	0.7603146066992034	0.35249110773196024	0.5231792886751205	0.6618703882996324	0.8325943928511161	0.9104890582444735	0.8779979882215747	0.8768799145512668	0.8082946736893508
ZeeviD_2015__PNP_Main_428__bin.28	0.6404718925780567	0.7154226885765195	0.5637247138015768	0.6204065589807493	0.8313857477261347	0.7206610222786402	0.8892292731782873	0.5854629834511512	0.7616430060442312	0.505045593767105	0.6328938940454424	0.7276724469237308	0.5537558084013648	0.5308232499097442	0.5010289168132112	0.856841394249246	0.6633887290810206	0.5279076944577079	1.0	0.7005939417937042	0.5076106071016805	0.6147961382137492	0.7222192460432995	0.5815796522529028	0.5636629904387017	0.7879278418950237	0.7883633992104069	0.7938014603980574	0.513367184133602	0.8462325456811115	0.6199459629426903	0.6887226757660102	0.5005328007267053	0.41197142091839706	0.4304773661592929	0.7154314230146622	0.6152771146074744	0.6029912539159398	0.8043049134126031	0.7560471426741355
SchirmerM_2016__G89265__bin.19	0.6985797198397107	0.7601574443927575	0.6415205442762697	0.6490653421141325	0.8510820297332314	0.7588676203547432	0.8982089835315165	0.529892136622673	0.6963351825296442	0.4280972756712147	0.67551858871593	0.751301037113357	0.6216580229874452	0.63331001013662	0.5880444268452557	0.8600480047774108	0.7153666547487695	0.5762059822718075	0.7709200744804501	1.0	0.5762047007774826	0.6164500300510419	0.789590165299953	0.636631643426767	0.6040842505628964	0.8062342135917852	0.8166213658422814	0.7906493203594848	0.44032721676092057	0.8445284677556807	0.6634699790731976	0.7297379728553871	0.39979483275858313	0.4482090476062327	0.5292437004942724	0.7572804896333517	0.7472771449331637	0.712812636559239	0.8393454639586128	0.7801743857477327
SchirmerM_2016__G89162__bin.18	0.7639904107904951	0.7905012381671613	0.6873109819280283	0.6117871757494863	0.8683081894659196	0.8339398303447549	0.9107702980382515	0.48420414829905684	0.7175082105411054	0.4173703437011539	0.7168223888723019	0.8042914346932682	0.6884771422048157	0.6630710058132387	0.6655508526668892	0.8829967157835578	0.7420862677602346	0.5964461968071093	0.7655034334990077	0.7896784277911449	1.0	0.6003556437591107	0.8067616220867947	0.6079427106201374	0.6912748731098193	0.8921292962644233	0.798086548762711	0.8318990498603769	0.4187498902334077	0.8889803122640019	0.7293542211840742	0.7190379177716504	0.3787579690546023	0.4736050861448216	0.5837413723458438	0.6988601837053688	0.7577258118337168	0.7180113806002915	0.8512451922232566	0.8358286938653646
ZeeviD_2015__PNP_DietIntervention_8__bin.58	0.7128024545590607	0.782809771672792	0.6407238953652736	0.7678595779355761	0.8907031081103555	0.798975604077628	0.9453561272512596	0.6441945354464271	0.8123476294214491	0.5494021585485507	0.7224926413117589	0.8071192190644072	0.6080779272612375	0.6043869422779505	0.5483694477242114	0.9259375051968137	0.7427302812099845	0.5991452280777609	0.8778989905709011	0.7999600884705569	0.5684673972693862	1.0	0.8162947133853292	0.672467696605857	0.6093725574975472	0.8497031579997671	0.8662348460911645	0.8583365207124207	0.5478190012139756	0.8953943758003093	0.6953187101924068	0.7595754411055493	0.5127525651472569	0.42285184507674656	0.5191907937405418	0.8547685962782499	0.7246894384115211	0.6992183992150733	0.8825794488882975	0.8307360351221459
ZeeviD_2015__PNP_Main_392__bin.5	0.6764012312273339	0.7566183366677033	0.6359321012897522	0.611270823487351	0.8698677434600229	0.7585773300389596	0.9415877151525689	0.5064787583900013	0.7133484583946539	0.41922580581967955	0.648688821249201	0.7394091920866462	0.6158671116846608	0.6314894716350004	0.607575672240819	0.9035299836179179	0.7273877068268471	0.5482291924294701	0.7592911382486108	0.7543936548204705	0.5624294456293634	0.6009977398113979	1.0	0.5706719102389237	0.6325516133534783	0.828160774585979	0.7754197755483345	0.8004899932169854	0.4327765302799157	0.8694067678323493	0.6539983054707339	0.6648168463634961	0.4058813878488539	0.440371914891533	0.595786205258428	0.7216570390304942	0.7624800121457588	0.6779800574474806	0.8571465302554283	0.7737436118450535
SchirmerM_2016__G88983__bin.24	0.6225201650373564	0.6842136564695388	0.5902561052670706	0.7328483812214251	0.7477285061145597	0.6450812177080623	0.770711816526038	0.4690867189532766	0.635929821952942	0.37454410288815376	0.6097208489759507	0.688165632085641	0.5454521800542691	0.6218050031594989	0.5995390848604245	0.7331829164033751	0.6315124707281715	0.6371720625952496	0.7424971192803776	0.738636583280675	0.514673456491841	0.6012340631156377	0.6929992937590603	1.0	0.5392149574396907	0.7018287923279931	0.7657324461955916	0.6907564212169647	0.38135523919265507	0.738629892577036	0.6070304427015574	0.66777088057094	0.32598743634538896	0.4128535851020332	0.5162747648961082	0.7611567483180314	0.7638070103705906	0.6789510463517079	0.7269865814221462	0.6818733970189199
BackhedF_2015__SID179_M__bin.8	0.6808829719435602	0.7502173708745931	0.6528162657381645	0.5912306152958021	0.8726700250894557	0.7947766232925231	0.9204781922324562	0.48503911886021056	0.705316958718882	0.43384304598785883	0.6559783110855592	0.7634167779516043	0.6344039062789976	0.6429479044342079	0.6404744963352969	0.8769700592844016	0.7120216952322137	0.539262194683752	0.76445131326756	0.7445345341313734	0.6216767527278959	0.5787617007128817	0.8159940739289993	0.572804830569176	1.0	0.85823707284945	0.7728468437591065	0.7966277307586304	0.4280433304455846	0.8702440002874587	0.6810140657316889	0.6759630062806561	0.401410758693453	0.448121212791279	0.5779214369142733	0.6805544477516231	0.734799635780391	0.674477539922402	0.8520061693052582	0.7826378123447704
ZeeviD_2015__PNP_Main_736__bin.25	0.6614543332002089	0.726660541080989	0.5961096014366267	0.5905088797718824	0.8413415591198148	0.7445256534501106	0.8952954943431426	0.51181726018751	0.704681045967028	0.45143816277114795	0.6384035122507058	0.7356115298789871	0.5799369381194824	0.5548551783076068	0.5554852385487389	0.8539433225065003	0.674593435196796	0.5047195868860334	0.755815349898481	0.7028254962143322	0.5674669958470764	0.5707988303668928	0.7556220867394103	0.5273207637804731	0.6070245014117707	1.0	0.7494560982625865	0.7780238562703004	0.4551822175551093	0.8489888594401513	0.6323805161690326	0.6583135275832889	0.451885572570037	0.4152415370565351	0.49238928562451656	0.650347845758125	0.660103166778845	0.6206797165846043	0.8110467210894233	0.7616713353311307
ZeeviD_2015__PNP_Main_7__bin.37	0.7047440999834481	0.7778862710511948	0.6290888788424529	0.6890623957785207	0.8696499640551697	0.7637516768078025	0.9113539960522448	0.5893649005526362	0.788823504707414	0.4819639711749636	0.6905631850825248	0.780583368537033	0.6026465770886912	0.6042486542304965	0.569468016512388	0.8894912633063808	0.7112536963884709	0.602677457527045	0.836173098444367	0.787131874294382	0.5613106399167958	0.6434161670211741	0.782289203951708	0.6361524703115465	0.6044117029450056	0.8286796512733857	1.0	0.8298302564064558	0.48712656285898515	0.8756518860536529	0.6536993529930556	0.7468464896352897	0.4782935222722074	0.4419966550309175	0.49388629081467544	0.7838437252184481	0.7066994493400232	0.6774871722659077	0.8372020346503222	0.788954437766035
LiuW_2016__SRR3992960__bin.16	0.702719019787306	0.773021313325264	0.5977035927039177	0.5995645633248249	0.8580924992577783	0.7688713137058906	0.9236176378790089	0.5891676050572959	0.7691857697233314	0.5099006799159812	0.6908001412416973	0.7847106448339326	0.6041795128098373	0.5543098334554266	0.5224900466179582	0.9005376202413641	0.7056123664952677	0.5329238963735667	0.7982773431804328	0.7225748384826238	0.5547484322581514	0.6044857707188159	0.7656998168893917	0.5441031884200547	0.5907000657605415	0.8156532340659515	0.7867947211208454	1.0	0.5155134563166719	0.8870165970705816	0.6520623220205292	0.6965212497899235	0.5090006447226726	0.451715190685075	0.4600087485528875	0.6831097299250283	0.6507172466535615	0.6170610835205723	0.8265537904247264	0.8056995592345543
SchirmerM_2016__G88710__bin.17	0.6679950233863051	0.7384622422807292	0.4932615815169124	0.6258071830715572	0.8381814872755229	0.7621260205091382	0.9491746916717304	0.7908638760898774	0.8512545462320849	0.7417779956897194	0.6545639346675246	0.78872166467927	0.5512832880657741	0.40907983367528494	0.3729426963420298	0.9266486524654826	0.6417534308699229	0.47247695929301053	0.876800964293493	0.6834479857345029	0.47425417925157853	0.655234245944567	0.7030680167040775	0.5101725206190335	0.5390515990504255	0.8104550657730509	0.7844133732072406	0.8755299586376172	1.0	0.9033816905568656	0.6051130628153273	0.7221122164727504	0.7581896821789691	0.3930331386380747	0.25729311598274696	0.695844766251319	0.520921369702527	0.5046270374131157	0.8124232349381354	0.8112745561176844
LiuW_2016__SRR3992983__bin.9	0.7078008706068591	0.7746913899694454	0.5982396113591806	0.5691155185590917	0.8699417289352307	0.7635824638795118	0.935882762779514	0.5534269454511582	0.7547712600593443	0.49130074068586305	0.657209035528626	0.7614312772405107	0.595015827482349	0.5605777752840694	0.5373407105943082	0.9055123000047393	0.7070937953327584	0.5221603818860171	0.7916568386108859	0.7179902719951889	0.5514713212338845	0.5866082775744377	0.7736258743791982	0.5412383404758104	0.6002856627686736	0.8279802432927265	0.7723408277138644	0.8251579343596638	0.4948181405663466	1.0	0.6441809829435794	0.6940085448249226	0.5519844683126232	0.43036425271458617	0.4820581011052273	0.6741902816915987	0.6650870960941445	0.6240195322735194	0.8406999718368323	0.798525492024703
SchirmerM_2016__G89030__bin.5	0.6776395744154093	0.7123740833018164	0.597772362716689	0.5959723070462741	0.7938245506528963	0.7468589644071819	0.8392273985981177	0.47355963060559697	0.6919941976928922	0.43040958789530953	0.6586870125846597	0.7440008972921883	0.5812312736419737	0.5745945942249127	0.5507096610054734	0.8105482441592229	0.6640687139792241	0.5239338329080542	0.728132093446963	0.7081652905222828	0.5680393003035884	0.571908872865597	0.7306235838752764	0.558446070482575	0.5897692276653237	0.7742933994995135	0.7238767946698655	0.7615589631077496	0.41612130405552816	0.808755027606097	1.0	0.6707765202160888	0.3910764565439068	0.4167593936985741	0.498250211841658	0.652967458796028	0.6670013274726657	0.6519846776416262	0.7960007577741955	0.7723066359271141
LiuW_2016__SRR3992969__bin.30	0.7212039756851636	0.7639664265677614	0.5907838393413171	0.6319797688657669	0.8460834210511813	0.7709393065973006	0.8983593547640436	0.5968549707086683	0.7456448777369347	0.5079758945842725	0.7086049831085736	0.8054454872611639	0.5955688249849824	0.5583339762913813	0.5209937284034984	0.8675607457578547	0.6915165359624806	0.5555887750546974	0.8147915713710989	0.7845599135864384	0.564075821287055	0.6293027671077359	0.7481090144555339	0.6187910919080974	0.5896506257818829	0.8119058378753726	0.8330359652361768	0.8193974472728476	0.5001887541126352	0.8776466908786297	0.6756529238976484	1.0	0.5061420863804953	0.43990523716885366	0.4527343168754443	0.744479286647231	0.6739458702804584	0.6593194932020964	0.8219966051815071	0.8238242134326795
