	WenC_2017__RA009__bin.40	LiJ_2017__H2MX14928__bin.10	LiuW_2016__SRR3993051__bin.63	FengQ_2015__SID31275__bin.9	ZeeviD_2015__PNP_Main_456__bin.28	FengQ_2015__SID31071__bin.55	NielsenHB_2014__MH0006__bin.64	NielsenHB_2014__MH0102__bin.35	LiuW_2016__SRR3993008__bin.46	LiJ_2014__MH0368__bin.53	LiuW_2016__SRR3993056__bin.53	LiJ_2014__MH0397__bin.67	VogtmannE_2016__MMRS20257302ST-27-0-0__bin.48	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.52	FengQ_2015__SID530451__bin.74	CM_madagascar__A41_01_1FE__bin.16	XieH_2016__YSZC12003_37543__bin.35	ZeeviD_2015__PNP_Main_172__bin.22	SchirmerM_2016__G88798__bin.3	LeChatelierE_2013__MH0006__bin.72	LiuW_2016__SRR3993014__bin.71	Bengtsson-PalmeJ_2015__TRAVELRES13__bin.15	CosteaPI_2017__SID713A004-11-0-0__bin.50	LiuW_2016__SRR3993041__bin.8	CM_madagascar__A34_02_1FE__bin.7	LiuW_2016__SRR3993055__bin.42	ZeeviD_2015__PNP_Main_228__bin.15	QinJ_2012__T2D-040__bin.3	CosteaPI_2017__SID713B051-11-90-0__bin.34	QinJ_2012__DLM010__bin.5	LeChatelierE_2013__MH0102__bin.17	BackhedF_2015__SID587_M__bin.13	LiuW_2016__SRR3992993__bin.63	LiuW_2016__SRR3993000__bin.39	CosteaPI_2017__SID713B051-11-0-0__bin.11	FengQ_2015__SID31300__bin.38
LiuW_2016__SRR3993056__bin.53	0.8556813598510911	0.8189291668733649	0.829741458332884	0.8220911096780038	0.8719111205053931	0.6193838309546867	0.8439998576478683	0.6418981146969949	0.9489683784151032	0.7269012097774346	1.0	0.8458099944137573	0.8009286319744456	0.8855391802674063	0.8597001115091698	0.8761067339028856	0.8877742165779842	0.6694222228932424	0.792554659983306	0.7931564212674085	0.8806673942442287	0.600597124055569	0.8000955484762929	0.7273174819202008	0.6644274963926675	0.8264927022963987	0.8699791216873473	0.7124923701414247	0.8461847471847709	0.8500676172625685	0.7072582332374973	0.8616477474932005	0.6423677688891573	0.8507653583930601	0.828471612612399	0.8069613427688351
LiJ_2014__MH0397__bin.67	0.774357944824903	0.6647875112017784	0.6847807111612108	0.7501878739814487	0.806666450528458	0.5114590659171658	0.7944093358405365	0.6070823503201339	0.7490622926943623	0.6292398419198393	0.6519900509919913	1.0	0.7340984625922952	0.8067786761368454	0.791813599083574	0.7651587701403402	0.7733961297959822	0.5830461189059416	0.7020601296496732	0.7532986015857894	0.7817207760359255	0.5439616803581909	0.7002715859722978	0.6201479050388468	0.5726860326501703	0.7006111723502703	0.7372087745462345	0.6399445023584004	0.7583990476618002	0.7435836047530455	0.652946878216095	0.8489351868016033	0.5188755160299734	0.7701868930465013	0.7526659816748051	0.692690538300522
VogtmannE_2016__MMRS20257302ST-27-0-0__bin.48	0.8226887249610055	0.7295507818740384	0.755188853248183	0.8109627928457389	0.8477850855748088	0.5551373447362077	0.8265702592562829	0.6646631275542461	0.800683359168273	0.68299754366363	0.7190699615332109	0.8549948249436747	1.0	0.8423844374583067	0.8400975369830148	0.8141477035627044	0.830951871492072	0.6334080142209967	0.7480343015707192	0.7849998886564121	0.8348222714285576	0.5967251430281002	0.7674637576621332	0.685039972348062	0.6164770114219158	0.7633692182421462	0.7970341940999517	0.6756866268605272	0.8530284003605596	0.7881029860413868	0.7125607185631061	0.8463792517517251	0.571170337293615	0.8109313261795885	0.8439200107664409	0.7487686851484113
Bengtsson-PalmeJ_2015__TRAVELRES14__bin.52	0.73123038636417	0.6609844186537905	0.6749786744508182	0.7054045593632856	0.7567838724066959	0.4947081334470696	0.7520280792919135	0.5682769738850064	0.7229576384595519	0.5963183102339159	0.6426158818603706	0.7595037603399566	0.6808895688717416	1.0	0.7618562227561217	0.7497781360296132	0.7626955494165799	0.5688607852497632	0.6814236858374876	0.7135340934880773	0.7500731720678347	0.6533670890038424	0.670582872258004	0.6004179025050673	0.5573805964893059	0.6875227929034834	0.738048692685141	0.6025171973924136	0.7248084613518442	0.7226340379242611	0.6144145060689774	0.7745912929152222	0.5066477019275166	0.7396490871099773	0.7117247478107074	0.6662864588632114
FengQ_2015__SID530451__bin.74	0.7740777066803174	0.6600354235986691	0.6850858459175838	0.732431840286665	0.7762620936780138	0.5136147427693883	0.776451702073202	0.6001990273867417	0.7474178653698491	0.6334267724596877	0.6529253135398003	0.7801378039416431	0.7106715126695674	0.7973442539032506	1.0	0.7683804453544919	0.7768427949833632	0.5878646531865882	0.6942280010238034	0.7372539544407474	0.7723732787304838	0.547750806245201	0.6963370360890709	0.6190841054517533	0.5584597901202969	0.6982519580240594	0.7506768364474021	0.644724648067571	0.7586756078832864	0.7434160225236754	0.6535780906066035	0.796360993089327	0.5163794215510621	0.7632135142052726	0.7396267212695162	0.7045020732019452
CM_madagascar__A41_01_1FE__bin.16	0.7816602049461902	0.6678388397549969	0.6750580017301389	0.6996218457133748	0.7489121893862701	0.49227709087436755	0.7372199954844835	0.5611245578556637	0.749557147585372	0.6427837917230095	0.657415926825972	0.7448462013418692	0.6804701478224771	0.7753044939101218	0.7591768973869077	1.0	0.7867745535262706	0.5873064619632462	0.6697239465615312	0.6935784983722291	0.768445035723563	0.5170096598068038	0.6869452206331595	0.5993818273923539	0.5695430022035397	0.6845543435952091	0.7482947450877572	0.6462416416411556	0.7248945772529636	0.7788918210075104	0.6128300555376176	0.7539112223535877	0.5032818418776134	0.7373972173735716	0.7095021683381361	0.6707476255099175
XieH_2016__YSZC12003_37543__bin.35	0.7588979660934193	0.66912689014119	0.6911316294264712	0.705209011605686	0.7609226278260319	0.4959496760100997	0.7343931157498993	0.5647341465864699	0.7493717705564799	0.6215323315546673	0.6589163357264549	0.7446661029043631	0.6869518375436079	0.7800730703180747	0.7591793136320687	0.7782064914841342	1.0	0.5795967405307343	0.6754594109150839	0.6935609033377103	0.7876322343436898	0.5241488636641054	0.6868946075321899	0.6039343031485711	0.5660908580459593	0.6901815311949586	0.7467487950681337	0.6266338067682693	0.7286769181758914	0.750992220320336	0.6162351537146079	0.7608770039008457	0.5042184121353238	0.7409529557299848	0.7222875676004497	0.6680667341954121
ZeeviD_2015__PNP_Main_172__bin.22	0.7631602000787889	0.6703445592360159	0.6809961159089725	0.7034590284021806	0.7544385964817992	0.4792480330978085	0.7617241559075321	0.5955998574704663	0.7636326113162646	0.6080233593652169	0.6672236353952641	0.7538866438755565	0.7031978317452828	0.781328416100248	0.7714932333405171	0.7801046613929306	0.7783402403546685	1.0	0.6934454150044043	0.7333590588751238	0.7582899035668392	0.6046874588521214	0.6993776962777327	0.612738872673079	0.5614631742273066	0.696895790595523	0.7646784728272173	0.7177899108223018	0.7501541114019865	0.7553646084979203	0.6440308770994487	0.7651428224394801	0.4928028497307686	0.7614016908990162	0.7391548299615138	0.6752293666733489
SchirmerM_2016__G88798__bin.3	0.825435584037291	0.7487103535197382	0.7828059871972957	0.802933069094686	0.8569466460142244	0.5657100081393145	0.8333888857886764	0.6494805971109707	0.83160567710902	0.6863277112237578	0.7389416679109412	0.8491552256259204	0.776828442454946	0.8754966414644533	0.8522490700619523	0.8321345565933727	0.8485011645906136	0.6486671683983448	1.0	0.7926405313730606	0.8463926849733374	0.6176965488602697	0.7832066687077794	0.6875564008242878	0.637032322479741	0.7968222990069433	0.8167070615968641	0.6851719185103294	0.8286712003503073	0.8236202001798794	0.7080866779179241	0.8641413174025985	0.5860361739490657	0.8267653238054588	0.8130325557497797	0.7882129252716416
LeChatelierE_2013__MH0006__bin.72	0.7626465772485461	0.664790698464678	0.6922868152239134	0.7493013743587175	0.7917429379566776	0.489932636838966	0.9960447728494178	0.6153825517519519	0.7444353629321083	0.6225780605168533	0.6576931090696587	0.8103328632607419	0.7250312313606679	0.8153339050512981	0.8049428267131195	0.7664377112085039	0.7748565414163164	0.6101123434743224	0.7049523950899025	1.0	0.77341502521312	0.5775315734077818	0.7085642337652814	0.629139552539778	0.5640540228764687	0.7026854946090693	0.7403723797626148	0.6557874818804454	0.761849361556766	0.7457682288755727	0.6686685737842573	0.8190499227823052	0.5133993044594896	0.7505246958016287	0.7512561847930771	0.6967915533589026
LiuW_2016__SRR3993014__bin.71	0.7953291138441734	0.6966734186906963	0.7284331728412979	0.7439897520682018	0.7919076676489705	0.5218763475125837	0.779835637645584	0.5998313045709731	0.7756864031904891	0.6608409950926879	0.6870855445686171	0.7911929206815969	0.7254635443288256	0.8064154745452902	0.7934318161261893	0.7989663723962114	0.8279319244530544	0.5935576014959625	0.7082553485075082	0.7276910812283216	1.0	0.5473783846886813	0.7190156768956676	0.6346296798783373	0.5848001632264999	0.7162963570621754	0.7656921455660658	0.6560190823557622	0.7472151581887747	0.7749472563855007	0.6487824270686751	0.7938676477084136	0.5288425011516303	0.7674186444207458	0.7381918458266812	0.7022264851823572
Bengtsson-PalmeJ_2015__TRAVELRES13__bin.15	0.7523361789814542	0.6561342360906682	0.6991645569620253	0.7365410656461584	0.7924009420076538	0.4667524286134825	0.7648601707388872	0.635702090079482	0.7425740359140419	0.5775684427435972	0.6557792169561377	0.770503385340006	0.7257238740064763	0.9830780100088312	0.7874824845451869	0.7522979099205181	0.771083308801884	0.6624209596702973	0.7233835737415367	0.7604763026199587	0.7660606417427143	1.0	0.7197173977038563	0.6252893729761554	0.5672982042979099	0.7225198704739476	0.7512858404474536	0.7032310862525758	0.7630220783043863	0.7388348542831911	0.6862519870473948	0.7942826022961437	0.5073812187224022	0.749347659699735	0.7573282307918752	0.7001931115690315
CosteaPI_2017__SID713A004-11-0-0__bin.50	0.8312013954323699	0.7282139597361669	0.7673392066799682	0.8010716684421199	0.8390711222750074	0.5483320991268706	0.8224740386105706	0.646138327892164	0.8070991883759894	0.6920178414590042	0.7301034027195186	0.828973919290278	0.780051123209888	0.8432401978994708	0.8366532257072495	0.8353748994388256	0.8445101594463539	0.640299260214186	0.7665455422184718	0.7797534375315214	0.8409728663194487	0.6014923647313817	1.0	0.6786465880546856	0.6282786633174978	0.777062457407576	0.8049105835869402	0.6901721902531311	0.8149635027517473	0.8102782746039673	0.706256073648913	0.839723570555196	0.5689998499270547	0.8185416354014698	0.7998287692296338	0.7550996508958863
LiuW_2016__SRR3993041__bin.8	0.852939437920267	0.7830309791775346	0.8162351297824438	0.8246782053069941	0.8955731816426236	0.5933613506625278	0.8532596687619405	0.6704807422468843	0.8473543365740923	0.7186186687694011	0.7740926362401456	0.8562410293757278	0.8120962322373749	0.8806003811780019	0.867565034694544	0.8501377050008235	0.8660258606490814	0.6542941635920488	0.78486742844878	0.807516586867207	0.8657458021352166	0.6095025919759792	0.791534887084195	1.0	0.6686638052491458	0.837357165853751	0.8464022524050312	0.704372987438113	0.8395941906222867	0.8341835519568802	0.7378767088303941	0.8684442347831527	0.6163961634279163	0.8561497808025628	0.8296291577641919	0.8000198566077453
CM_madagascar__A34_02_1FE__bin.7	0.8051116437549274	0.727531354496108	0.7264767650497052	0.7373307672789553	0.7991511177968482	0.5311030257994943	0.7615285543402416	0.5884552473471015	0.7642839666156174	0.6591523864758815	0.6978969379525333	0.780354844994608	0.7212457295357542	0.8067739531132476	0.7723587688376182	0.7972362053810115	0.8011283314152114	0.5916892461327944	0.7176690741361654	0.7144962438038622	0.7873218185607742	0.5457336136509864	0.723191792552854	0.6599067974010204	1.0	0.732617964495111	0.751027969841687	0.6735547253762993	0.7519251071580684	0.7903287011445297	0.6453974137071707	0.7800291796177652	0.5510246848691902	0.7540682685249793	0.7345832842475374	0.7188607262281267
LiuW_2016__SRR3993055__bin.42	0.838369016250278	0.7723645337266464	0.8089639424513468	0.8327535581224021	0.9130186527420179	0.5861946708890573	0.8382625525476212	0.6519013563576156	0.8401352089023744	0.6962505191360973	0.7697411073932513	0.8464758254577813	0.7918865619204445	0.8823666479350812	0.8562514029857042	0.8496310681171844	0.8660465658174178	0.651181721990128	0.7959507635506449	0.7892274802904048	0.8550657388254542	0.6162842259461082	0.7930837763880582	0.7327359313489905	0.6495902905103176	1.0	0.835591418422941	0.6968466154335207	0.8431498391243059	0.8348165434550182	0.7169948711613432	0.8534411629853829	0.6049337891185057	0.8292206706309331	0.8289575244979509	0.7964303523998777
ZeeviD_2015__PNP_Main_228__bin.15	0.8029610423237868	0.7245664004341538	0.7390670127364192	0.7550006162926495	0.8037404973437343	0.5420661853967904	0.7790196247088128	0.5982113325133833	0.8079170993277532	0.6817637674900751	0.7153539337649452	0.7863836568056887	0.7299813516051542	0.8362834094905521	0.8127343796415926	0.8199769267126062	0.8272921874487347	0.6308407029815264	0.7202736339363544	0.7341721416213906	0.8069886699695225	0.5657739438561831	0.7252993009733877	0.65391310362318	0.5879285561637689	0.7377351112120037	1.0	0.6596277769747746	0.7834728933210725	0.784167663523722	0.6547258118436372	0.7932284955986063	0.5406292037587644	0.7905425237494358	0.7733200261414493	0.7165359741990635
QinJ_2012__T2D-040__bin.3	0.7955667277330797	0.6178471336271864	0.6357718212878822	0.6766346775721388	0.7075573652533665	0.44078268911845053	0.7022937701992793	0.5563242001248704	0.7061276085826463	0.6209936248904584	0.6165858306634276	0.7184349950677128	0.6513003599589737	0.7185203884981115	0.7346340821512798	0.7452895957204358	0.7306331899532529	0.6232171204961965	0.6359631399024369	0.6844031465845893	0.7276640183815192	0.55736152032037	0.6545280449757399	0.5727262715921722	0.5549355069616644	0.647507585083121	0.6942247909727478	1.0	0.6867414333590603	0.752740289180419	0.6066675937064575	0.7288501937917575	0.4629798480836874	0.7024575575985686	0.6788642393778506	0.6358894122412183
CosteaPI_2017__SID713B051-11-90-0__bin.34	0.8161735035455825	0.718953039818918	0.7488425050895163	0.7966069891469196	0.8452049241923951	0.548085112197077	0.8207838993664861	0.6393543715187481	0.8037058965518812	0.6678379006143854	0.7147170137860991	0.8309952680023136	0.8025185704721522	0.8436231890658518	0.8437397811166422	0.8159444183832872	0.829232268671807	0.635694018736707	0.7507066115890677	0.7760212051792376	0.8089388757064977	0.5902440690625725	0.7543355391699192	0.6662994320691901	0.6046440982105853	0.7646594009172516	0.8047866502101845	0.6702685716107466	1.0	0.7866606852515611	0.6899730836320246	0.8342694096161115	0.5553297596655266	0.7971826623976973	0.9257190222663491	0.7477070989074049
QinJ_2012__DLM010__bin.5	0.8311026012599623	0.6995865667543542	0.7154244468717057	0.7264978401512717	0.7830055808724109	0.5169193203167837	0.7615430856689468	0.5868655904524899	0.7799210726223691	0.6940338455701662	0.6827746541946627	0.7747927853170131	0.7050656616534385	0.7998317855933282	0.786211355944976	0.833715468189547	0.812702526421009	0.6087083437637237	0.7095287138180946	0.7223760674728601	0.7978057634655978	0.543496676855967	0.7132069964027064	0.6295302902867873	0.604349234589802	0.7199615584172601	0.7659857823312508	0.6986437172092347	0.7480703416865964	1.0	0.6423035845606546	0.7901334714620188	0.5283738378957088	0.7645717245614689	0.7342372620030334	0.7094758761311379
LeChatelierE_2013__MH0102__bin.17	0.802827138192361	0.700320699012438	0.7412990829971167	0.7896352413465645	0.8226940308603169	0.5238418097079756	0.8246256522073588	0.8893193170092496	0.7916268113923749	0.6665860277090313	0.6958558472528377	0.8333951388502052	0.7808827313263782	0.8330269583462647	0.8466857123152134	0.8035226492019661	0.8168832512354471	0.6357357906994633	0.7472170275525281	0.7933918496295648	0.8181660472851994	0.618372949873869	0.7614842873399489	0.6821127406900467	0.6045396550031964	0.757445973224683	0.783409064985981	0.6897294085503821	0.8037194719209314	0.7867879434147946	1.0	0.8556732424553503	0.543586682900562	0.803093458960341	0.7965144871601029	0.738948351278154
BackhedF_2015__SID587_M__bin.13	0.7615230396067321	0.6568047624518407	0.6843544751545709	0.7370598914888487	0.7848947655424506	0.5004510510500793	0.7811819883786596	0.5992530756422725	0.7349878883691127	0.6218675212499656	0.6464285656495701	0.826222773102309	0.7072589688366201	0.8007919890097265	0.786654875962984	0.7537508029922282	0.7690905839958189	0.5759197800650808	0.6953358489711182	0.7410315679100843	0.763378619128448	0.5457470942603653	0.6903742874202469	0.6121583945657046	0.5571317845764003	0.6874778519775857	0.7237306250313511	0.631852537455441	0.741017004826853	0.7380186278015732	0.6524653681790159	1.0	0.5131443962064786	0.7726917108548369	0.7288422672455223	0.6866675782078023
LiuW_2016__SRR3992993__bin.63	0.8686231039083308	0.8532523750364616	0.8600538325118143	0.8586582271150025	0.883580660129828	0.6713878999034518	0.8680545500902976	0.6546702988191737	0.8787913887756882	0.7396306024622266	0.8413939668317708	0.8816793596600826	0.8333049644989347	0.9144880932117498	0.8905699875624438	0.8785039336155149	0.8898291019039137	0.6476159938073541	0.8233019486917258	0.8109731593158426	0.8878571736306858	0.6086612287966505	0.8167427445823179	0.7585892237510002	0.6871364875239517	0.8507811081926133	0.8611980029282288	0.7007521154792838	0.8611874087577064	0.8616542585387248	0.7236743690994883	0.8959101557837461	1.0	0.8774904246355429	0.8481113772209796	0.8276187200405686
LiuW_2016__SRR3993000__bin.39	0.794663258638683	0.6932203027331005	0.7121464683829895	0.7532702097412508	0.7948867358835056	0.5228315614468579	0.7810761040408788	0.6084071964910581	0.7929077401256448	0.6625449955282727	0.6886730645757576	0.8087816081719345	0.7311560015206928	0.8250596557664768	0.8134536793215021	0.7954659435082698	0.8081020103785975	0.618366337692449	0.7178019267055743	0.7326622905282749	0.7962267263944521	0.5555360594938328	0.7261085584364625	0.6511546397062321	0.5811259499419701	0.7207219711740542	0.778245101287133	0.6570676206351554	0.7639979904507126	0.7705443023996306	0.6607362265779916	0.833717216608375	0.5422880490742062	1.0	0.7483187920356551	0.7131259272450625
CosteaPI_2017__SID713B051-11-0-0__bin.11	0.8239134363843694	0.722943979041983	0.7560980040693731	0.8025096330856432	0.8570926155038644	0.5454161791120419	0.8228206308273647	0.647509651718304	0.8075674688648237	0.6714889545586669	0.7157023954148748	0.8435075425010994	0.8120425681769059	0.8472727374359968	0.8413000380106281	0.8168181191446863	0.8406926132679451	0.6406472427388521	0.7533240666900197	0.7826695758461092	0.8173822229509662	0.59919003823422	0.7571977968741848	0.6733950757603989	0.6041603005075538	0.7689205354281413	0.8124599397792402	0.677679656115612	0.9468149329596863	0.7897094609198572	0.6993704023909431	0.8392620907336051	0.559360862468604	0.7986163386076186	1.0	0.7532886646344645
FengQ_2015__SID31300__bin.38	0.837408838051629	0.7464591555514267	0.7757348644445177	0.801878527983634	0.864694741699905	0.5841806487444349	0.8234602233736189	0.6373724781565933	0.8262651295620931	0.6871960227868661	0.747453059275619	0.8323429257528946	0.7725054265145544	0.8504494542519601	0.8592052965578966	0.8279557647914351	0.8337259003319338	0.627496371502233	0.7830577872606516	0.7783404904390457	0.8336994295292293	0.5939838358290805	0.7664660879050408	0.6962465400663069	0.6339167897808717	0.7920878271266794	0.8071552078057902	0.6806117852009234	0.8199620818237484	0.8181725556710948	0.6956711746943122	0.8477873905082695	0.5852559626731715	0.8160074437895003	0.8076771321232681	1.0
