	WenC_2017__RA009__bin.40	LiJ_2017__H2MX14928__bin.10	LiuW_2016__SRR3993051__bin.63	FengQ_2015__SID31275__bin.9	ZeeviD_2015__PNP_Main_456__bin.28	FengQ_2015__SID31071__bin.55	NielsenHB_2014__MH0006__bin.64	NielsenHB_2014__MH0102__bin.35	LiuW_2016__SRR3993008__bin.46	LiJ_2014__MH0368__bin.53	LiuW_2016__SRR3993056__bin.53	LiJ_2014__MH0397__bin.67	VogtmannE_2016__MMRS20257302ST-27-0-0__bin.48	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.52	FengQ_2015__SID530451__bin.74	CM_madagascar__A41_01_1FE__bin.16	XieH_2016__YSZC12003_37543__bin.35	ZeeviD_2015__PNP_Main_172__bin.22	SchirmerM_2016__G88798__bin.3	LeChatelierE_2013__MH0006__bin.72	LiuW_2016__SRR3993014__bin.71	Bengtsson-PalmeJ_2015__TRAVELRES13__bin.15	CosteaPI_2017__SID713A004-11-0-0__bin.50	LiuW_2016__SRR3993041__bin.8	CM_madagascar__A34_02_1FE__bin.7	LiuW_2016__SRR3993055__bin.42	ZeeviD_2015__PNP_Main_228__bin.15	QinJ_2012__T2D-040__bin.3	CosteaPI_2017__SID713B051-11-90-0__bin.34	QinJ_2012__DLM010__bin.5	LeChatelierE_2013__MH0102__bin.17	BackhedF_2015__SID587_M__bin.13	LiuW_2016__SRR3992993__bin.63	LiuW_2016__SRR3993000__bin.39	CosteaPI_2017__SID713B051-11-0-0__bin.11	FengQ_2015__SID31300__bin.38
LiuW_2016__SRR3993056__bin.53	73167.0	61904.0	58078.0	59712.0	62182.0	47546.0	63693.0	48040.0	2183.0	63297.0	0.0	62702.0	64601.0	67001.0	65932.0	77286.0	71001.0	54418.0	59113.0	60040.0	67146.0	45210.0	61616.0	48897.0	57932.0	57738.0	64036.0	61670.0	64085.0	74131.0	52146.0	64883.0	47125.0	63627.0	63278.0	60955.0
LiJ_2014__MH0397__bin.67	88545.0	71207.0	59314.0	58270.0	66724.0	43592.0	65663.0	49917.0	71723.0	73202.0	62702.0	0.0	65199.0	64728.0	66152.0	91488.0	84068.0	62374.0	56694.0	62074.0	79848.0	42284.0	62543.0	51844.0	66743.0	55957.0	77379.0	75377.0	64943.0	86609.0	53400.0	64891.0	45648.0	69868.0	64360.0	57356.0
VogtmannE_2016__MMRS20257302ST-27-0-0__bin.48	83376.0	69723.0	59124.0	61952.0	61703.0	45355.0	62682.0	49024.0	69986.0	69963.0	64601.0	65199.0	0.0	64061.0	64322.0	85102.0	76699.0	58639.0	56850.0	58776.0	75381.0	43863.0	63075.0	50658.0	62837.0	56939.0	72748.0	71615.0	47344.0	80860.0	52843.0	64723.0	46548.0	67764.0	47235.0	58376.0
Bengtsson-PalmeJ_2015__TRAVELRES14__bin.52	88873.0	76065.0	61767.0	63659.0	67181.0	39454.0	66813.0	48129.0	73503.0	74473.0	67001.0	64728.0	64061.0	0.0	67522.0	94462.0	86975.0	66533.0	58402.0	64147.0	82225.0	425.0	64243.0	54101.0	69952.0	60890.0	81307.0	74684.0	63303.0	88809.0	51170.0	65428.0	42220.0	72528.0	62290.0	58661.0
FengQ_2015__SID530451__bin.74	91903.0	72557.0	60360.0	63854.0	66329.0	46475.0	66604.0	48352.0	74215.0	76958.0	65932.0	66152.0	64322.0	67522.0	0.0	93373.0	85613.0	63841.0	57299.0	62441.0	80709.0	43346.0	65771.0	53404.0	67104.0	59784.0	81562.0	79351.0	67021.0	88999.0	51934.0	65220.0	48007.0	72227.0	64839.0	59883.0
CM_madagascar__A41_01_1FE__bin.16	84951.0	72022.0	77130.0	83423.0	90594.0	61213.0	88175.0	68961.0	88334.0	70856.0	77286.0	91488.0	85102.0	94462.0	93373.0	0.0	95996.0	73739.0	79068.0	82934.0	91400.0	60934.0	82721.0	65435.0	58584.0	79567.0	86736.0	69488.0	85807.0	86187.0	73996.0	92235.0	60766.0	89318.0	84775.0	80729.0
XieH_2016__YSZC12003_37543__bin.35	89204.0	71101.0	74464.0	76312.0	81818.0	55910.0	79563.0	62370.0	80184.0	74505.0	71001.0	84068.0	76699.0	86975.0	85613.0	95996.0	0.0	65307.0	72692.0	75430.0	83201.0	57223.0	75784.0	61564.0	66797.0	73413.0	77349.0	76929.0	78706.0	90021.0	67117.0	85533.0	55484.0	81088.0	77087.0	72735.0
ZeeviD_2015__PNP_Main_172__bin.22	70321.0	56119.0	54344.0	56100.0	61197.0	40490.0	61230.0	49695.0	61680.0	56183.0	54418.0	62374.0	58639.0	66533.0	63841.0	73739.0	65307.0	0.0	53750.0	59364.0	62550.0	49574.0	56149.0	47546.0	51676.0	54955.0	60495.0	67736.0	61601.0	69508.0	53074.0	62763.0	39612.0	61432.0	61012.0	55296.0
SchirmerM_2016__G88798__bin.3	75503.0	64078.0	55604.0	54481.0	57973.0	40007.0	55717.0	41532.0	64560.0	62983.0	59113.0	56694.0	56850.0	58402.0	57299.0	79068.0	72692.0	53750.0	0.0	53195.0	69067.0	39898.0	58667.0	47170.0	59844.0	54828.0	68528.0	63773.0	57930.0	76989.0	44545.0	55045.0	42700.0	62620.0	56766.0	53432.0
LeChatelierE_2013__MH0006__bin.72	81598.0	64979.0	54031.0	54671.0	58317.0	40978.0	235.0	47318.0	66797.0	66580.0	60040.0	62074.0	58776.0	64147.0	62441.0	82934.0	75430.0	59364.0	53195.0	0.0	72444.0	44260.0	59475.0	48351.0	60061.0	50426.0	70927.0	71601.0	61640.0	79307.0	51442.0	63165.0	43328.0	64615.0	61012.0	56108.0
LiuW_2016__SRR3993014__bin.71	88023.0	67222.0	72725.0	71274.0	77251.0	53879.0	77157.0	59941.0	75707.0	74677.0	67146.0	79848.0	75381.0	82225.0	80709.0	91400.0	83201.0	62550.0	69067.0	72444.0	0.0	53750.0	71727.0	60034.0	64503.0	67265.0	73997.0	73805.0	73051.0	85747.0	64303.0	79544.0	52253.0	76122.0	72148.0	70180.0
Bengtsson-PalmeJ_2015__TRAVELRES13__bin.15	60398.0	48784.0	41948.0	44244.0	45630.0	24982.0	44461.0	34332.0	49237.0	46416.0	45210.0	42284.0	43863.0	425.0	43346.0	60934.0	57223.0	49574.0	39898.0	44260.0	53750.0	0.0	45272.0	36200.0	46342.0	42156.0	54219.0	56613.0	43062.0	59974.0	36534.0	42684.0	28224.0	47044.0	42965.0	39269.0
CosteaPI_2017__SID713A004-11-0-0__bin.50	80550.0	65500.0	59823.0	59485.0	63663.0	43677.0	62862.0	50016.0	67119.0	67959.0	61616.0	62543.0	63075.0	64243.0	65771.0	82721.0	75784.0	56149.0	58667.0	59475.0	71727.0	45272.0	0.0	52941.0	61164.0	58103.0	68182.0	67180.0	61869.0	78646.0	53568.0	64203.0	45616.0	65634.0	60960.0	59461.0
LiuW_2016__SRR3993041__bin.8	64924.0	55307.0	44428.0	44771.0	40140.0	37771.0	50980.0	41897.0	52483.0	55845.0	48897.0	51844.0	50658.0	54101.0	53404.0	65435.0	61564.0	47546.0	47170.0	48351.0	60034.0	36200.0	52941.0	0.0	52988.0	42076.0	59247.0	54505.0	51586.0	64079.0	45127.0	54162.0	38220.0	55586.0	50951.0	48844.0
CM_madagascar__A34_02_1FE__bin.7	55100.0	54632.0	58476.0	62567.0	67765.0	45287.0	64055.0	50445.0	62505.0	44069.0	57932.0	66743.0	62837.0	69952.0	67104.0	58584.0	66797.0	51676.0	59844.0	60061.0	64503.0	46342.0	61164.0	52988.0	0.0	59979.0	61812.0	46316.0	63470.0	52977.0	54930.0	67653.0	46621.0	64222.0	61913.0	59812.0
LiuW_2016__SRR3993055__bin.42	75821.0	66354.0	54452.0	45233.0	47056.0	41540.0	53615.0	45027.0	61229.0	64701.0	57738.0	55957.0	56939.0	60890.0	59784.0	79567.0	73413.0	54955.0	54828.0	50426.0	67265.0	42156.0	58103.0	42076.0	59979.0	0.0	69496.0	64615.0	58299.0	77498.0	48844.0	56537.0	41933.0	59023.0	57543.0	55812.0
ZeeviD_2015__PNP_Main_228__bin.15	83014.0	62246.0	71359.0	71968.0	77750.0	55622.0	75284.0	58756.0	70863.0	72329.0	64036.0	77379.0	72748.0	81307.0	81562.0	86736.0	77349.0	60495.0	68528.0	70927.0	73997.0	54219.0	68182.0	59247.0	61812.0	69496.0	0.0	69294.0	74047.0	81503.0	63153.0	78252.0	52824.0	77496.0	73547.0	69576.0
QinJ_2012__T2D-040__bin.3	56453.0	55874.0	61772.0	70295.0	73665.0	46829.0	72953.0	59973.0	70173.0	48423.0	61670.0	75377.0	71615.0	74684.0	79351.0	69488.0	76929.0	67736.0	63773.0	71601.0	73805.0	56613.0	67180.0	54505.0	46316.0	64615.0	69294.0	0.0	69704.0	56708.0	64358.0	76392.0	47336.0	73585.0	69139.0	66290.0
CosteaPI_2017__SID713B051-11-90-0__bin.34	82684.0	68653.0	60173.0	63299.0	63365.0	45816.0	64842.0	50116.0	70267.0	68212.0	64085.0	64943.0	47344.0	63303.0	67021.0	85807.0	78706.0	61601.0	57930.0	61640.0	73051.0	43062.0	61869.0	51586.0	63470.0	58299.0	74047.0	69704.0	0.0	80919.0	53362.0	64803.0	44959.0	68895.0	1583.0	60138.0
QinJ_2012__DLM010__bin.5	68364.0	67309.0	76029.0	78851.0	86924.0	59013.0	83174.0	66403.0	84489.0	58347.0	74131.0	86609.0	80860.0	88809.0	88999.0	86187.0	90021.0	69508.0	76989.0	79307.0	85747.0	59974.0	78646.0	64079.0	52977.0	77498.0	81503.0	56708.0	80919.0	0.0	71727.0	88079.0	58323.0	84237.0	79653.0	79997.0
LeChatelierE_2013__MH0102__bin.17	72035.0	58023.0	50017.0	51947.0	54470.0	35995.0	53224.0	933.0	58126.0	60233.0	52146.0	53400.0	52843.0	51170.0	51934.0	73996.0	67117.0	53074.0	44545.0	51442.0	64303.0	36534.0	53568.0	45127.0	54930.0	48844.0	63153.0	64358.0	53362.0	71727.0	0.0	53739.0	36802.0	58740.0	53524.0	49089.0
BackhedF_2015__SID587_M__bin.13	90084.0	72714.0	60110.0	61175.0	68537.0	45008.0	66145.0	49875.0	73393.0	74423.0	64883.0	64891.0	64723.0	65428.0	65220.0	92235.0	85533.0	62763.0	55045.0	63165.0	79544.0	42684.0	64203.0	54162.0	67653.0	56537.0	78252.0	76392.0	64803.0	88079.0	53739.0	0.0	46485.0	73254.0	64327.0	56644.0
LiuW_2016__SRR3992993__bin.63	58106.0	52921.0	44752.0	45612.0	46129.0	32441.0	45914.0	33381.0	48256.0	50228.0	47125.0	45648.0	46548.0	42220.0	48007.0	60766.0	55484.0	39612.0	42700.0	43328.0	52253.0	28224.0	45616.0	38220.0	46621.0	41933.0	52824.0	47336.0	44959.0	58323.0	36802.0	46485.0	0.0	49466.0	44241.0	44486.0
LiuW_2016__SRR3993000__bin.39	87290.0	69880.0	62862.0	64355.0	69010.0	48212.0	69588.0	54731.0	72569.0	74960.0	63627.0	69868.0	67764.0	72528.0	72227.0	89318.0	81088.0	61432.0	62620.0	64615.0	76122.0	47044.0	65634.0	55586.0	64222.0	59023.0	77496.0	73585.0	68895.0	84237.0	58740.0	73254.0	49466.0	0.0	67587.0	62379.0
CosteaPI_2017__SID713B051-11-0-0__bin.11	81777.0	67579.0	59715.0	62146.0	63212.0	44577.0	63958.0	49743.0	69645.0	67038.0	63278.0	64360.0	47235.0	62290.0	64839.0	84775.0	77087.0	61012.0	56766.0	61012.0	72148.0	42965.0	60960.0	50951.0	61913.0	57543.0	73547.0	69139.0	1583.0	79653.0	53524.0	64327.0	44241.0	67587.0	0.0	58808.0
FengQ_2015__SID31300__bin.38	78160.0	66103.0	56431.0	56459.0	59997.0	42724.0	59077.0	45304.0	67180.0	66495.0	60955.0	57356.0	58376.0	58661.0	59883.0	80729.0	72735.0	55296.0	53432.0	56108.0	70180.0	39269.0	59461.0	48844.0	59812.0	55812.0	69576.0	66290.0	60138.0	79997.0	49089.0	56644.0	44486.0	62379.0	58808.0	0.0
