	YuJ_2015__SZAXPI017466-84__bin.1	ChengpingW_2017__AS38raw__bin.40	LiuW_2016__SRR3993022__bin.81	HeQ_2017__SZAXPI029467-166__bin.15	HeQ_2017__SZAXPI029567-80__bin.66	XieH_2016__YSZC12003_35506__bin.88	QinJ_2012__CON-108__bin.6	CosteaPI_2017__SID713B026-11-0-0__bin.6	YuJ_2015__SZAXPI017455-21__bin.42	CosteaPI_2017__SID713B058-11-90-0__bin.1	QinJ_2012__T2D-098__bin.29	QinJ_2012__T2D-039__bin.54	QinJ_2012__DLM018__bin.21	XieH_2016__YSZC12003_37254__bin.61	QinJ_2012__T2D-102__bin.23	ZellerG_2014__CCIS90164298ST-4-0__bin.20	HeQ_2017__RSZAXPI003104-142__bin.39	ZeeviD_2015__PNP_Main_110__bin.52	BritoIL_2016__M1.52.ST__bin.92	ZeeviD_2015__PNP_Main_412__bin.35	QinJ_2012__DLF014__bin.16	QinJ_2012__T2D-071__bin.20	QinJ_2012__T2D-103__bin.23	YuJ_2015__SZAXPI015249-37__bin.39	ZeeviD_2015__PNP_Main_667__bin.9	KarlssonFH_2013__S80__bin.16
QinJ_2012__T2D-098__bin.29	0.9455231619241469	0.9486326874184502	0.9247817153510856	0.957414818124709	0.9545364631567275	0.9402410093694542	0.5475931718240717	0.943483974761065	0.9442907223092245	0.8047887068499304	1.0	0.7559177540373792	0.9395089693694354	0.48200605272097585	0.894193438046064	0.898039232269526	0.924334409779829	0.8889070567622313	0.768583267670567	0.8212751121905334	0.9519752628742485	0.9521519297805431	0.9468213817701366	0.9199167974048759	0.8263749595334114	0.4860350918738392
QinJ_2012__T2D-039__bin.54	0.941283994467826	0.9380648716875407	0.9135419749907905	0.9436034675918871	0.9510692169778661	0.9391110574006839	0.569648120806427	0.933860863138242	0.9450688281610775	0.7721200848391226	0.9392429982328101	1.0	0.9444126268543964	0.48118529571968766	0.9024151594178023	0.8983932992739168	0.9099591392086703	0.8899788602764102	0.7554085524514431	0.8063377136521981	0.941832191111041	0.952979439998739	0.9448154550586757	0.9075088928704662	0.8105557336172979	0.5466226941734111
QinJ_2012__DLM018__bin.21	0.94860929161438	0.9317635864693795	0.9007212101989879	0.9541468437285969	0.9210801145478531	0.9367251816815368	0.5397552757744162	0.9370313167946825	0.9399901632260942	0.7889065092782841	0.9191205740263203	0.743583803338068	1.0	0.47413847787415364	0.8893877757399414	0.9022564823880377	0.8973445307077421	0.8925447366364668	0.7585205308180611	0.7995959568101273	0.9373103318302376	0.9432445725370143	0.9383781274275917	0.8901135825622498	0.8152148231908839	0.4820819026343248
XieH_2016__YSZC12003_37254__bin.61	0.7621572913127732	0.7727671717046526	0.7527707586359745	0.7677556745690944	0.783829063767182	0.7520847215681015	0.4809251074985819	0.756185633902625	0.7712500164036494	0.6830698299707066	0.7478992393081013	0.6008962953998335	0.7520110874088504	1.0	0.7389479501270736	0.739151355378866	0.7592432741392459	0.7082366733107522	0.8349246088276421	0.8495785355696733	0.7608814519198102	0.7712923013663876	0.7676922471249871	0.7444544729471015	0.8513071156843676	0.42282046533872447
QinJ_2012__T2D-102__bin.23	0.9123414175651237	0.8853543009912898	0.8870883131821945	0.9119482062612241	0.8938627435223968	0.8821797178810471	0.5257718182614372	0.8905441484650313	0.8970115940903637	0.7665634054356159	0.8591558642658054	0.6978200473659357	0.8734943076907797	0.45757651819742184	1.0	0.8833069838119737	0.8676679183817934	0.8622523468530003	0.7313025993479283	0.7790454942318475	0.9020032558437702	0.9124231296730522	0.9509935018559031	0.8554318688055675	0.7959662208466096	0.4593556751993369
ZellerG_2014__CCIS90164298ST-4-0__bin.20	0.9195739422972297	0.8944379047291884	0.9007831771145738	0.9061010297578527	0.8955736869036132	0.8863300566811958	0.5252012348820917	0.9038568932445691	0.9005079994856157	0.7670553925372907	0.8593887279689283	0.6919224574621249	0.882577389211778	0.45586591475428706	0.8797626637913902	1.0	0.8628459841602001	0.8834681194127026	0.7315300505661375	0.7721457290363657	0.9093811291095667	0.911064119085367	0.923722290017437	0.8525591969129747	0.7864918359473709	0.4634467886500918
HeQ_2017__RSZAXPI003104-142__bin.39	0.916714293089941	0.9129188450236935	0.8875372911527092	0.9110417728253282	0.9164345954148438	0.8990488932187904	0.5260094145429322	0.9012537010557128	0.9049719292180811	0.7732343242472742	0.8832071401473913	0.6997645241884615	0.8764378278759364	0.4675454172007336	0.8628722661572548	0.8615339374743254	1.0	0.8558474996688973	0.7461579730673137	0.7881480916133348	0.8937368821565903	0.9119239653318549	0.9054559004761146	0.857976434460729	0.8081628621647163	0.4622563027379395
ZeeviD_2015__PNP_Main_110__bin.52	0.9254065852728951	0.8946399605244504	0.9083638820815251	0.9189282866985442	0.8927807983856267	0.8865335717086984	0.5240204300699107	0.9239552512239446	0.9015509435282376	0.7781668357511494	0.8708280475253212	0.7017013704128546	0.893787940440528	0.44716094571927806	0.8791641273307421	0.9044250728658992	0.8774835625947073	1.0	0.7381674617626643	0.7808098931913883	0.9318982326221966	0.9204201273749313	0.9291327346944788	0.8616804542634146	0.7961550004510966	0.45240517306456574
BritoIL_2016__M1.52.ST__bin.92	0.8047391041397123	0.8070972040686334	0.7869158816586864	0.8124238692903742	0.8099654448210295	0.7833903258749294	0.46068555733594807	0.7902587710622381	0.8068629557313233	0.7050458511543474	0.77409610901681	0.6123256269573933	0.7809077667284073	0.5419517476818879	0.7665854921249968	0.7699132382016921	0.7865046456887421	0.7588969411426207	1.0	0.8714473518580388	0.799343347489189	0.8078467987480255	0.8091680540162469	0.7676881156117289	0.8739105086170262	0.4070573581898424
ZeeviD_2015__PNP_Main_412__bin.35	0.8247199930654087	0.8364622635053447	0.8030899991331761	0.8346702191239603	0.8251424556665191	0.8036593655761414	0.46702145617292684	0.8141702898385427	0.8278405591470452	0.7122244982686333	0.7974410445684358	0.6301203060344631	0.7936133326642062	0.5316463723419301	0.7872855181097764	0.7834564375362127	0.8009110775533668	0.7738898951143067	0.8401312097668244	1.0	0.8167625495572355	0.8280841822885064	0.8335990072585097	0.7922515066768252	0.8796894033057926	0.41903043464375817
QinJ_2012__DLF014__bin.16	0.920254965533267	0.9016183748780497	0.8948893124355657	0.9211282194098683	0.9051838686991636	0.8946679241288216	0.5240740016771043	0.919032058696014	0.9126719767647702	0.773666475880315	0.8899845072111531	0.7086420067620072	0.8957124903856417	0.4584407147152502	0.877656165510601	0.8883996480628744	0.8744460350628124	0.889301893265359	0.7419697321772529	0.7863984998306642	1.0	0.9219940058237424	0.9269963273261257	0.891590450960074	0.7963275896831291	0.4612814253892854
QinJ_2012__T2D-071__bin.20	0.948753145938366	0.9325722411454219	0.9212517943168236	0.9505745848526934	0.9473248652637298	0.9194460458681625	0.5429425630330835	0.9337261628204105	0.9568767724622464	0.7890067217954913	0.9084618233038383	0.7317800071189885	0.9199266224165649	0.47427346419480565	0.9060584922628072	0.9083537832402515	0.910595726634431	0.8964178218585223	0.7652890138945798	0.8137012732588739	0.9409612606885693	1.0	0.9566535195507685	0.8997867889865483	0.8245164870930229	0.4776648462737834
QinJ_2012__T2D-103__bin.23	0.9283891764159726	0.9087971943639455	0.9008808189329822	0.93005761885689	0.9085943110650371	0.8932868752394241	0.5252042140388262	0.9150425095049735	0.9149875346755919	0.769101353515204	0.8792128826095417	0.7061054347418233	0.8907017493339756	0.4594333753061793	0.9191006117913155	0.8963405961191261	0.8799537338816854	0.8806993845436958	0.7460376673569062	0.7972109436560356	0.9207616369933481	0.9310654907288877	1.0	0.867004980021449	0.805853335881373	0.4631271602708252
YuJ_2015__SZAXPI015249-37__bin.39	0.9046602213840994	0.9107292340212738	0.8892273537401384	0.915682716983344	0.9040191123754188	0.8889049674957733	0.5348213778714814	0.907083155501906	0.919815580414303	0.7744047302854401	0.896571715369581	0.7118425656083482	0.8867687006918482	0.46761025701144293	0.867723641718978	0.8682937708016978	0.875141730884419	0.8572483784521431	0.7428777368485645	0.7952242874073369	0.9294908312253057	0.9191273040999837	0.9099805102861361	1.0	0.7978139098674003	0.4711299454690994
ZeeviD_2015__PNP_Main_667__bin.9	0.810596986962607	0.8101931914612239	0.7910741797903879	0.8177083723646944	0.8079322011483485	0.779279912716693	0.4601258554755948	0.7979523688821785	0.8173654106833886	0.6922950440273752	0.7753107263690365	0.6120376023540044	0.7818062795490363	0.5147475727085377	0.7772358081971368	0.7710783676258279	0.7935313371317736	0.7624655330122659	0.8140698046044149	0.8499983469070631	0.7991597879632792	0.8107697902776094	0.8141954396676181	0.7680044964127883	1.0	0.41024300466172214
KarlssonFH_2013__S80__bin.16	0.9144671566927701	0.9067811739340902	0.8867358219152216	0.9104915595807428	0.9080746162587503	0.8877709190907623	0.5710037181102524	0.9031197107907594	0.9289919904420878	0.7750989607830346	0.887838723963787	0.8036199219299842	0.90015174558925	0.49777359695410206	0.8733233313993208	0.8846510366420967	0.8837223673685187	0.8435638584577567	0.7382749067039278	0.7883191944437768	0.9013130113259886	0.9145117877484319	0.9110468729079192	0.8830202865313773	0.7987465539675292	1.0
