	YuJ_2015__SZAXPI017466-84__bin.1	ChengpingW_2017__AS38raw__bin.40	LiuW_2016__SRR3993022__bin.81	HeQ_2017__SZAXPI029467-166__bin.15	HeQ_2017__SZAXPI029567-80__bin.66	XieH_2016__YSZC12003_35506__bin.88	QinJ_2012__CON-108__bin.6	CosteaPI_2017__SID713B026-11-0-0__bin.6	YuJ_2015__SZAXPI017455-21__bin.42	CosteaPI_2017__SID713B058-11-90-0__bin.1	QinJ_2012__T2D-098__bin.29	QinJ_2012__T2D-039__bin.54	QinJ_2012__DLM018__bin.21	XieH_2016__YSZC12003_37254__bin.61	QinJ_2012__T2D-102__bin.23	ZellerG_2014__CCIS90164298ST-4-0__bin.20	HeQ_2017__RSZAXPI003104-142__bin.39	ZeeviD_2015__PNP_Main_110__bin.52	BritoIL_2016__M1.52.ST__bin.92	ZeeviD_2015__PNP_Main_412__bin.35	QinJ_2012__DLF014__bin.16	QinJ_2012__T2D-071__bin.20	QinJ_2012__T2D-103__bin.23	YuJ_2015__SZAXPI015249-37__bin.39	ZeeviD_2015__PNP_Main_667__bin.9	KarlssonFH_2013__S80__bin.16
QinJ_2012__T2D-098__bin.29	0.9917045676868936	0.9900377092027127	0.9899053605548104	0.9925884610888118	0.9914352182848085	0.9923999684592492	0.9900732886086209	0.9906833094873946	0.991028765349426	0.9905933505137945	1.0	0.9975866723796142	0.9933722391160601	0.9439146048930491	0.9884791501756617	0.989005166247185	0.9881865280809814	0.9910219963446811	0.9361306276428869	0.9516669098575047	0.9929452977554825	0.9915357113324784	0.9888062942268409	0.992763657955438	0.9537235265537017	0.9903428864113967
QinJ_2012__T2D-039__bin.54	0.9914647382386491	0.9902045731301489	0.9894072203896307	0.9926242002385313	0.9913448495982776	0.9923534288964508	0.9886508366727629	0.9894541115603944	0.990293424034894	0.9897941390203361	0.9975866723796142	1.0	0.9938526000196599	0.9471352679376848	0.9890191240764759	0.9887474692568112	0.9885169952402546	0.9903397962067296	0.9378996161944905	0.9550212416402529	0.9912960337810975	0.9907410947904319	0.98984868752221	0.9911600011732254	0.9560644403816292	0.99029278188268
QinJ_2012__DLM018__bin.21	0.991943170560897	0.9909778266217424	0.9879675888742171	0.991257665122778	0.9895832510252297	0.9920677613941346	0.9894669696808829	0.9889319354049995	0.9905736144521119	0.9887424639146453	0.9933722391160601	0.9938526000196599	1.0	0.9441505745032764	0.9873009895604511	0.9872275448469342	0.9871480452549002	0.9888573145516953	0.9368747356438651	0.9536671852950754	0.9903467890300359	0.9903534029013149	0.9877021717389927	0.9900542153398122	0.9541868626789529	0.9901483087851406
XieH_2016__YSZC12003_37254__bin.61	0.9420679699052985	0.9441086012186551	0.9392470995759205	0.9438573345319518	0.9453648250944586	0.94189627576283	0.9389629060267031	0.9406960587987753	0.9440401931125568	0.9392998535304573	0.9439146048930491	0.9471352679376848	0.9441505745032764	1.0	0.9413857733559707	0.9409702113125733	0.9446034284304486	0.9413868121538663	0.9819754390598178	0.9782682789235801	0.9430276350125416	0.944450991104874	0.9415952721813224	0.9448362519963063	0.9762870238300277	0.947592866421038
QinJ_2012__T2D-102__bin.23	0.9893555722548729	0.9862423937641438	0.9908353288868921	0.9865572755296995	0.9880140318661085	0.9870319251837952	0.9888719072121182	0.9900410643609328	0.9872190884930558	0.9897366430056108	0.9884791501756617	0.9890191240764759	0.9873009895604511	0.9413857733559707	1.0	0.9896733676475349	0.9863772831548209	0.990376603100083	0.9348481849308546	0.9479226175304758	0.9880070712440198	0.9881941025273695	0.9972282646001339	0.9870471233424735	0.9529214207616604	0.9858036813738835
ZellerG_2014__CCIS90164298ST-4-0__bin.20	0.9901610819033528	0.9868716168851754	0.9920221602807471	0.9875787233813159	0.9885641992581942	0.9869971855358272	0.9895106820428671	0.9918356612907125	0.9885192837533551	0.9914480490044518	0.989005166247185	0.9887474692568112	0.9872275448469342	0.9409702113125733	0.9896733676475349	1.0	0.9862382963589585	0.9919752375874924	0.9344165410295068	0.9485493089145958	0.9888823587509987	0.9887178531276349	0.9890616461933615	0.9883294057796286	0.9518505659933807	0.987315557360655
HeQ_2017__RSZAXPI003104-142__bin.39	0.9888628503877445	0.9865101011718155	0.9871987575778761	0.9873932447371699	0.9881692009042896	0.9863995740230928	0.9848171680399832	0.9875183856987549	0.9877577641638596	0.9871000576565754	0.9881865280809814	0.9885169952402546	0.9871480452549002	0.9446034284304486	0.9863772831548209	0.9862382963589585	1.0	0.9880684524596248	0.9366803674816707	0.950867061415767	0.9879238608708081	0.9876294935589931	0.9867348686109603	0.9864548738400105	0.95213275757377	0.9851617965057313
ZeeviD_2015__PNP_Main_110__bin.52	0.9915827249066214	0.9878917136361303	0.9937992233543618	0.9890049842684183	0.9894810197681733	0.9882892156309363	0.9908006642320774	0.9908290664148556	0.9899664182574694	0.9926567515784813	0.9910219963446811	0.9903397962067296	0.9888573145516953	0.9413868121538663	0.990376603100083	0.9919752375874924	0.9880684524596248	1.0	0.9342494898104827	0.9477239611501209	0.9907964411209099	0.9899597896506621	0.9895462901683947	0.9899523370599587	0.9527690131410793	0.9879238925795366
BritoIL_2016__M1.52.ST__bin.92	0.9356649466781553	0.937437511439632	0.93276114103394	0.9365390920393193	0.9370384807421098	0.935221498713616	0.9334203955770846	0.9343451920021127	0.9365502755244632	0.9338819300927763	0.9361306276428869	0.9378996161944905	0.9368747356438651	0.9819754390598178	0.9348481849308546	0.9344165410295068	0.9366803674816707	0.9342494898104827	1.0	0.9722884702401349	0.9360611004464384	0.9369280021602481	0.9346576467154178	0.9383974806910051	0.9719544859085582	0.938407880195543
ZeeviD_2015__PNP_Main_412__bin.35	0.9506383386000146	0.9526900001974541	0.947536449692803	0.9531883101286828	0.952045016686494	0.9506727110823282	0.948237643682686	0.9483258317701386	0.9519111120437305	0.9479762327658708	0.9516669098575047	0.9550212416402529	0.9536671852950754	0.9782682789235801	0.9479226175304758	0.9485493089145958	0.950867061415767	0.9477239611501209	0.9722884702401349	1.0	0.9505638010870898	0.9509042330259849	0.9489249657235448	0.9529946542552754	0.974392508062666	0.95603383309948
QinJ_2012__DLF014__bin.16	0.9908848057392805	0.9885205660349189	0.9901854093932918	0.9898227513264976	0.9905387158937363	0.9893744559472735	0.9899821598971082	0.9895422988024085	0.990408788392732	0.9904669625027485	0.9929452977554825	0.9912960337810975	0.9903467890300359	0.9430276350125416	0.9880070712440198	0.9888823587509987	0.9879238608708081	0.9907964411209099	0.9360611004464384	0.9505638010870898	1.0	0.9904894170343913	0.9878384779865265	0.9935829939794982	0.9512813543241969	0.9882683209846103
QinJ_2012__T2D-071__bin.20	0.9909888817297751	0.9879498617746135	0.9893668033970766	0.9898429669852079	0.9916767172402142	0.9877266547585279	0.9883006624483661	0.9891182836958514	0.9896952962532776	0.9889623992214173	0.9915357113324784	0.9907410947904319	0.9903534029013149	0.944450991104874	0.9881941025273695	0.9887178531276349	0.9876294935589931	0.9899597896506621	0.9369280021602481	0.9509042330259849	0.9904894170343913	1.0	0.988105028032294	0.9901723404738154	0.9527364330925778	0.9882339956464115
QinJ_2012__T2D-103__bin.23	0.9893892494777158	0.9862918023083752	0.990359161985744	0.9876166441420676	0.9877567979843208	0.9867699749280181	0.9877562943773812	0.9897576243238371	0.9870481038825095	0.9889699776930984	0.9888062942268409	0.98984868752221	0.9877021717389927	0.9415952721813224	0.9972282646001339	0.9890616461933615	0.9867348686109603	0.9895462901683947	0.9346576467154178	0.9489249657235448	0.9878384779865265	0.988105028032294	1.0	0.9869760067866618	0.9523328773572015	0.9858191926162099
YuJ_2015__SZAXPI015249-37__bin.39	0.9901919162503527	0.9894255257013704	0.9889861951824471	0.9908098455110602	0.9898603199148792	0.9878191518595946	0.9882056493408143	0.9894027456159454	0.9893285760303249	0.9894315455172563	0.992763657955438	0.9911600011732254	0.9900542153398122	0.9448362519963063	0.9870471233424735	0.9883294057796286	0.9864548738400105	0.9899523370599587	0.9383974806910051	0.9529946542552754	0.9935829939794982	0.9901723404738154	0.9869760067866618	1.0	0.953823673367489	0.9897790921632651
ZeeviD_2015__PNP_Main_667__bin.9	0.9527061019086566	0.9544057653720406	0.9507046320131427	0.9552582303721434	0.9537978115629329	0.9525779428833775	0.9518539459045395	0.9522245146384394	0.9550749720561041	0.9506443444841339	0.9537235265537017	0.9560644403816292	0.9541868626789529	0.9762870238300277	0.9529214207616604	0.9518505659933807	0.95213275757377	0.9527690131410793	0.9719544859085582	0.974392508062666	0.9512813543241969	0.9527364330925778	0.9523328773572015	0.953823673367489	1.0	0.9580521591602814
KarlssonFH_2013__S80__bin.16	0.9905754051264887	0.9898930463746797	0.9874299313291185	0.991439100320473	0.9886474283140557	0.9885655630772053	0.9874007450613711	0.9876662799472861	0.9916090642993582	0.9878384409401963	0.9903428864113967	0.99029278188268	0.9901483087851406	0.947592866421038	0.9858036813738835	0.987315557360655	0.9851617965057313	0.9879238925795366	0.938407880195543	0.95603383309948	0.9882683209846103	0.9882339956464115	0.9858191926162099	0.9897790921632651	0.9580521591602814	1.0
