	YuJ_2015__SZAXPI017466-84__bin.1	ChengpingW_2017__AS38raw__bin.40	LiuW_2016__SRR3993022__bin.81	HeQ_2017__SZAXPI029467-166__bin.15	HeQ_2017__SZAXPI029567-80__bin.66	XieH_2016__YSZC12003_35506__bin.88	QinJ_2012__CON-108__bin.6	CosteaPI_2017__SID713B026-11-0-0__bin.6	YuJ_2015__SZAXPI017455-21__bin.42	CosteaPI_2017__SID713B058-11-90-0__bin.1	QinJ_2012__T2D-098__bin.29	QinJ_2012__T2D-039__bin.54	QinJ_2012__DLM018__bin.21	XieH_2016__YSZC12003_37254__bin.61	QinJ_2012__T2D-102__bin.23	ZellerG_2014__CCIS90164298ST-4-0__bin.20	HeQ_2017__RSZAXPI003104-142__bin.39	ZeeviD_2015__PNP_Main_110__bin.52	BritoIL_2016__M1.52.ST__bin.92	ZeeviD_2015__PNP_Main_412__bin.35	QinJ_2012__DLF014__bin.16	QinJ_2012__T2D-071__bin.20	QinJ_2012__T2D-103__bin.23	YuJ_2015__SZAXPI015249-37__bin.39	ZeeviD_2015__PNP_Main_667__bin.9	KarlssonFH_2013__S80__bin.16
QinJ_2012__T2D-098__bin.29	0.9534322949923859	0.9581783386638814	0.9342122511921492	0.964563719665329	0.962782484979789	0.9474415953773413	0.5530834718242127	0.9523567882144379	0.9528388633364016	0.8124309601235541	1.0	0.7577464444610461	0.9457773555313421	0.5106458256100295	0.9046153759410684	0.9080227919103472	0.9353845488815247	0.8969599666212313	0.8210213884421315	0.8629858868514245	0.9587388802043322	0.960280017046477	0.9575398005637366	0.9266221522445859	0.8664722390979839	0.49077455752222787
QinJ_2012__T2D-039__bin.54	0.9493872632727515	0.9473445156107605	0.9233225270288968	0.9506150135823161	0.9593727322669479	0.946347369852921	0.5761873653225632	0.9438142226378943	0.9543321254325294	0.7800814880590627	0.9415151828285429	1.0	0.9502542196254399	0.5080428445742836	0.9124344893335178	0.9086175461457222	0.9205295848125594	0.8986600999831279	0.8054258040071481	0.8443139047538982	0.9501018454786037	0.9618854461672648	0.9545049328940755	0.9156028207315243	0.8478044987153283	0.5519808930993193
QinJ_2012__DLM018__bin.21	0.9563141516242168	0.9402466548073785	0.9116910517533819	0.9625618820414523	0.9307757721178023	0.9442149197199737	0.5455010549250521	0.9475185129004233	0.9489351922078042	0.7978887709088903	0.925252929198211	0.7481831846325689	1.0	0.5021852347265698	0.9008273921976916	0.9139296073104697	0.9090273085391471	0.90260214846174	0.8096285468694697	0.8384433994787429	0.9464465803420807	0.9524323032300472	0.9500618245836608	0.8990553939076354	0.854355530427348	0.4868784790692757
XieH_2016__YSZC12003_37254__bin.61	0.8090257982015768	0.818515127080894	0.801461893229011	0.8134234343263496	0.829128652728182	0.7984793452538046	0.5121875469326633	0.8038575550834545	0.8169673516344597	0.7272116858139782	0.7923378189416219	0.6344355613620424	0.7964948682094359	1.0	0.7849576348416428	0.7855204622767099	0.8037693399025696	0.7523333279869587	0.8502499916159125	0.8684514809214623	0.806849580722723	0.8166567758736584	0.8153102185257712	0.7879190403354801	0.8719844624633469	0.4462047787840303
QinJ_2012__T2D-102__bin.23	0.9221572538230883	0.8977045669393714	0.8952933825833125	0.924374315491803	0.9047065271270655	0.8937701966598257	0.5316884971924442	0.8995022333138006	0.9086246452746475	0.7745125037583055	0.8691694347959951	0.7055677998315195	0.8847294968069075	0.486066956977898	1.0	0.892523748427832	0.8796511570163614	0.8706307723283978	0.7822688337379813	0.8218450323101413	0.9129522268580927	0.9233237957395939	0.953636730540555	0.8666575775113833	0.8352905113733322	0.4659707443566729
ZellerG_2014__CCIS90164298ST-4-0__bin.20	0.9287114582705716	0.9063366393617318	0.908027273160559	0.9174975202538829	0.9059337649245645	0.898006670809319	0.5307686358653572	0.9112970308693544	0.9109665479326157	0.7736717958217965	0.8689426074788963	0.6997969440894813	0.8939959119035907	0.4844637048800864	0.8889424456097028	1.0	0.8748859047004116	0.890615093942585	0.7828736098358916	0.8140280339457684	0.9196049672259847	0.9214601680382083	0.9339380346741798	0.8626265614756715	0.8262765858909416	0.4694008771511741
HeQ_2017__RSZAXPI003104-142__bin.39	0.9270388636103448	0.9254024301822076	0.8990461995012133	0.9226736942765236	0.92740655605963	0.9114449325560462	0.5341188513090345	0.9126449837366801	0.9161881202565317	0.7833393567851379	0.8937656151440803	0.7078932659305335	0.8878484155328734	0.4949647684188551	0.8747892727187018	0.8735555500683531	1.0	0.8661823961066802	0.7965982836529504	0.82887306080394	0.9046617027437758	0.9233462257649597	0.9176283612544642	0.8697574082845284	0.8487922043813316	0.4692186647690923
ZeeviD_2015__PNP_Main_110__bin.52	0.9332621091800907	0.905605288692575	0.9140315878045592	0.9291442422590914	0.9022717773755756	0.897038597292316	0.5288858283881492	0.9325072129414992	0.9106884101332852	0.7839233798729933	0.8787171735211858	0.708546069844473	0.9038593609895401	0.475002347543181	0.8877068829966066	0.9117415824466372	0.8880797280900573	1.0	0.7901181320552879	0.8238790251159502	0.9405546830264343	0.9297550637887322	0.938948227006505	0.8704262033690466	0.8356222646518916	0.45793524831483223
BritoIL_2016__M1.52.ST__bin.92	0.8600718740150922	0.8609610712389418	0.8436413643758914	0.8674745947030535	0.8643886686270965	0.8376521786041827	0.4935456301564211	0.8457888774157155	0.8615265798512357	0.7549625155337407	0.8269103543443839	0.6528690452416355	0.8335242023489193	0.5518994937396541	0.8200106760454338	0.823950780401885	0.8396723930526202	0.8123065085072371	1.0	0.8962847740473664	0.8539435589278903	0.8622293248631658	0.8657373711752452	0.8180841609319204	0.8991269872067282	0.4337744458252214
ZeeviD_2015__PNP_Main_412__bin.35	0.8675433754123116	0.8780004653475736	0.8475557846809404	0.8756614094556802	0.866705293556761	0.845358614176677	0.49251520363518575	0.8585343376324758	0.8696616193183114	0.751310500887354	0.8379413388323426	0.6597971632046936	0.8321701164737604	0.5434566200254572	0.8305377501813487	0.8259522516891661	0.8422955322070705	0.8165773229740272	0.8640760797660488	1.0	0.8592401147857348	0.8708386749455954	0.8784667253673737	0.8313283848333188	0.9028080532503615	0.43830084264408664
QinJ_2012__DLF014__bin.16	0.9287204326911462	0.9120886361470001	0.9037593403682689	0.9305991584608768	0.9138298727500425	0.9042763523465184	0.5293772180011534	0.9287445921293821	0.9215103777965099	0.7811128540071504	0.8963076910912731	0.7148641602640495	0.9044432721016031	0.4861370947089512	0.8883095992476312	0.8983875990921323	0.8851350490634264	0.8975626640920027	0.79265096244613	0.8272969146640322	1.0	0.9308469025184237	0.9384088066862782	0.8973487432479861	0.8371104784754779	0.4667572718810934
QinJ_2012__T2D-071__bin.20	0.9573802122606195	0.9439469321553231	0.9311529264511663	0.9603286749087936	0.9552758966652829	0.9308709463681951	0.5493698260689466	0.9439984865425117	0.9668397698612156	0.7978126594263386	0.9162169480340743	0.738618808654323	0.9288872232089782	0.5021684223550582	0.916883120376356	0.9187189048592924	0.9220013502766453	0.905509325964493	0.8168066405637091	0.8557131675284468	0.949996279118142	1.0	0.9681698730506838	0.9087173537446865	0.8654192895895105	0.48335196762922444
QinJ_2012__T2D-103__bin.23	0.9383457288484344	0.9214283158766434	0.9096506131438709	0.9417192636165235	0.919856297541229	0.905263534497578	0.5317143682388595	0.9245117057118848	0.9269938628892851	0.7776791721314265	0.8891659445766458	0.7133468414342671	0.9017918303913074	0.48793084340987053	0.9216551961248853	0.9062535177346182	0.8917833572866518	0.8900032199542923	0.7981935096541909	0.8401201069129539	0.9320973595502187	0.942273811300207	1.0	0.8784458528472162	0.8461887172452549	0.4697891497139127
YuJ_2015__SZAXPI015249-37__bin.39	0.9136210935854296	0.9204626425780642	0.8991301982492229	0.9241760375433435	0.9132794740708041	0.899866099804187	0.5412045339229093	0.9167987045934545	0.9297372002586417	0.7826764103024386	0.9031069058430675	0.7181913765343112	0.8956769103674653	0.49491142621110074	0.8791106535831582	0.8785469355905255	0.8871584033821248	0.8659491435699515	0.7916450673988742	0.8344477944934231	0.9354939012215874	0.9282498273585027	0.9219884820187241	1.0	0.836437522095364	0.4759950469749729
ZeeviD_2015__PNP_Main_667__bin.9	0.850836354819868	0.8488980482482725	0.8320924850395089	0.8560076703512272	0.8470686253981199	0.818074697759508	0.4833996407278017	0.8379876348648321	0.8558128257970663	0.7282376927230849	0.8129302725399222	0.6401635459945558	0.8193429506606862	0.5272502452087856	0.8156347325846659	0.8100834260902148	0.8334250983590298	0.8002627315707689	0.8375595940003747	0.8723367019693847	0.8400877241318507	0.8509906434939772	0.8549483683972713	0.8051849810996374	1.0	0.428205292101522
KarlssonFH_2013__S80__bin.16	0.9231676376782239	0.9160395431153163	0.8980240458395273	0.9183534916934739	0.9185019757825026	0.8980394950511026	0.5782897379470401	0.9143976352406815	0.936853064265287	0.7846414237993388	0.8964962904726429	0.8114973032542906	0.9091079968552271	0.5253032336916406	0.8858998479110949	0.8960165066242786	0.8970327214301164	0.8538753488946947	0.7867313588096554	0.8245724859841319	0.9120124486313715	0.9254000487508454	0.9241520957713791	0.8921387545188944	0.8337192775262036	1.0
