	BritoIL_2016__W1.9.ST__bin.22	BritoIL_2016__M2.51.ST__bin.46	BritoIL_2016__M2.3.ST__bin.28	BritoIL_2016__W1.2.ST__bin.104	BritoIL_2016__W1.13.ST__bin.14	BritoIL_2016__WL.12.ST__bin.35	BritoIL_2016__M2.39.ST__bin.56	BritoIL_2016__WL.20.ST__bin.58	QinJ_2012__CON-110__bin.49	BritoIL_2016__WL.14.ST__bin.31	BritoIL_2016__W1.11.ST__bin.50	BritoIL_2016__W1.27.ST__bin.36	BritoIL_2016__W1.26.ST__bin.16	BritoIL_2016__M1.61.ST__bin.86	BritoIL_2016__W2.4.ST__bin.57	BritoIL_2016__M1.27.ST__bin.15	BritoIL_2016__W2.15.ST__bin.36	BritoIL_2016__W3.17.ST__bin.58	BritoIL_2016__W2.17.ST__bin.4	BritoIL_2016__W1.40.ST__bin.48	BritoIL_2016__W1.41.ST__bin.53	BritoIL_2016__W2.61.ST__bin.99	BritoIL_2016__W1.37.ST__bin.8	BritoIL_2016__M1.48.ST__bin.84	BritoIL_2016__W1.36.ST__bin.47	BritoIL_2016__M1.26.ST__bin.18	BritoIL_2016__M1.22.ST__bin.77	BritoIL_2016__W1.39.ST__bin.59	BritoIL_2016__W1.33.ST__bin.72	BritoIL_2016__M1.38.ST__bin.20	BritoIL_2016__W1.4.ST__bin.43	BritoIL_2016__W2.65.ST__bin.28	ZeeviD_2015__PNP_Main_706__bin.20
BritoIL_2016__W1.11.ST__bin.50	0.9533108565806317	0.7752522195578656	0.9156972386562371	0.9273411924698586	0.8601484083831934	0.9271062940917392	0.80634122595318	0.9290890218491551	0.6778106028800808	0.917854594813176	1.0	0.9430175684411969	0.7521683026274105	0.805919336103005	0.9404857142121246	0.8889662153286646	0.9352288327456582	0.697976834692842	0.6466546298418815	0.9461140029825913	0.9340316752220845	0.6191828524183973	0.8038953981038137	0.9363827195153676	0.5090072710320332	0.7295392437405506	0.951635145124442	0.9263413289787844	0.8213597834401795	0.7210803264881405	0.9425251060519816	0.9373078894432239	0.9140833425627104
BritoIL_2016__W1.27.ST__bin.36	0.9476855584344184	0.7677855254061351	0.9432369974213322	0.9334839094819893	0.8649507345203001	0.9313657913145872	0.8032155392944256	0.9363487540541705	0.6840726745319112	0.9310042239276578	0.938868442808758	1.0	0.7530366531886653	0.8112146407610045	0.9443442654899571	0.8985129066735595	0.9672394304364862	0.7025813347119052	0.6432935147632324	0.9803235540894554	0.9388571598548396	0.6298180777539126	0.8077548768004005	0.9356728025421521	0.5135826250715442	0.7326093779810077	0.9225322641195911	0.9409480963605293	0.8249239426333594	0.7291214066356078	0.945153561002829	0.9406921784511991	0.9099327946235699
BritoIL_2016__W1.26.ST__bin.16	0.9626904279103624	0.7819067488171372	0.9348645557115375	0.9248797639473821	0.8875883897467893	0.94296521603494	0.8366609473301098	0.9440778869651121	0.7046573597462694	0.9366602974055009	0.9489926168564446	0.9542869027192845	1.0	0.8445087869807102	0.9536512764519316	0.9120944470441429	0.9487956896999948	0.7299010814745489	0.6789957364945667	0.9588233764883274	0.960103078042947	0.5865413612021005	0.8213487235480684	0.9550466645869079	0.5346091353403005	0.7637186086413976	0.9399957104975822	0.9432427338428743	0.8468381167784537	0.7566708261841626	0.9487553943742526	0.951682004887433	0.9270485623667655
BritoIL_2016__M1.61.ST__bin.86	0.9477156689197077	0.7736974333438957	0.9114309471111122	0.9162090301122867	0.8796592563296793	0.9342962959433349	0.8185144462260172	0.9459401185050353	0.7071241205635065	0.942314564874002	0.9318530528031183	0.9421209875896114	0.7739487860023968	1.0	0.9444641661643585	0.9091890243466618	0.9237758172535135	0.7131833873761403	0.6589412454226418	0.9466733296960658	0.9573075722668675	0.5825586271141617	0.8218439755175363	0.9430394373512433	0.5384641042196274	0.7523151843213121	0.9378950465657603	0.9293859847663611	0.8381026805391097	0.7452308513350281	0.9579919424199901	0.9420197317793148	0.9135966302066333
BritoIL_2016__W2.4.ST__bin.57	0.9605754727321124	0.7697581928924473	0.9281008773532221	0.9245711094525546	0.8780228498061055	0.9491427408285011	0.819997494767718	0.9424605556396433	0.695084003569956	0.9418269406416526	0.9528922384772364	0.9610300680066179	0.7658317632137954	0.8276013966669972	1.0	0.9062458572330754	0.9450064979462315	0.7130856632863428	0.6544914117505832	0.9666350033142136	0.9508139395299557	0.621869112051733	0.8224792404970799	0.957027959436114	0.5249709027708913	0.7491568327600875	0.9427966743041456	0.9441996043820688	0.8381312011023022	0.7334573771261854	0.9602315252167287	0.9912969274369908	0.9291488995245278
BritoIL_2016__M1.27.ST__bin.15	0.9434787000410555	0.7812488459942696	0.94007696267864	0.9184202123153319	0.8783922337858122	0.9306819983795044	0.8194896090608729	0.9679028919112073	0.683823609273753	0.9530805707793801	0.9371715835456704	0.9514220608967466	0.7621243914995667	0.8289573436037128	0.9429492150588787	1.0	0.9523268013893685	0.7105601570968365	0.6502472016039865	0.9627318601160414	0.9475429724580919	0.6258507058713639	0.8053966195506492	0.9387839331990885	0.5251600402299974	0.7485788080016856	0.9458812042063373	0.9261333150864662	0.8312137642200659	0.7583137288124547	0.9522773827910321	0.9398602811320877	0.9153714649410344
BritoIL_2016__W2.15.ST__bin.36	0.9575837113230172	0.7838598099137025	0.9669585196191982	0.9296485652820649	0.8730594330338254	0.9368102267204058	0.8255410045620921	0.9535265375760458	0.6860084132088322	0.9433951382076394	0.9519137349854947	0.9888461802637215	0.7654284544307242	0.813187020609373	0.9493424788398308	0.9194579179641356	1.0	0.7088351276373858	0.6470347974218229	0.9809494247967874	0.9463832272725128	0.6429021218630702	0.8125646549803145	0.9450808210192849	0.5180084929051891	0.7385644903444193	0.9475917805791513	0.9344240548772336	0.826635256514784	0.7435046158347224	0.9463381359126989	0.948906770467676	0.9270741632275766
BritoIL_2016__W3.17.ST__bin.58	0.9827678484311059	0.7939337718316488	0.9574824514581217	0.9497276604048648	0.9107829548128634	0.9737266904282246	0.8628372677652083	0.9663593160803761	0.7379886472556548	0.9668629577974069	0.9720988228271662	0.9828360050737239	0.8057227186895558	0.8590427363672366	0.9802108981754108	0.938720721341208	0.969917810263386	1.0	0.6939695002611476	0.9876514512342809	0.9803407545155569	0.602014710355792	0.8600815870884057	0.9788685710350052	0.5673940056591537	0.7847304727631708	0.9582802428959255	0.9722243745372523	0.8692597758148665	0.7724665817219668	0.9765117860771045	0.9794826982569118	0.9512292588574938
BritoIL_2016__W2.17.ST__bin.4	0.9759101868086106	0.7934149081169625	0.9353176914223547	0.9363095887506089	0.896306392551627	0.9519571340544245	0.8496841448554258	0.9453196429476945	0.7296768612096691	0.9483429705903594	0.9644899219850854	0.9637169950197688	0.8026838851642585	0.8499945449488532	0.9634688286084395	0.9199621066024558	0.9481416715198695	0.7431838751761367	1.0	0.9645721319108199	0.9624577233536118	0.574296259986201	0.8318192365079682	0.9567045651863245	0.5508518331276805	0.7775783568156638	0.9450269141467148	0.9534999147168061	0.8555279644361398	0.7516223014783957	0.9640435297715179	0.9625230303039616	0.9289744657507303
BritoIL_2016__W1.40.ST__bin.48	0.9542243380841333	0.7693364958728246	0.9401540382481768	0.9177690285626012	0.8653820086149704	0.9324603101123342	0.811361714687036	0.9483367766956918	0.6846563807405641	0.9452620476334919	0.9394819048281584	0.9777536114383399	0.7546329379135935	0.8129975462526515	0.9473618251747215	0.9068102870173389	0.9569998296648182	0.7041728027400946	0.6421764232578624	1.0	0.9372317412705777	0.6370157276151182	0.8077816067671661	0.9510130339662675	0.5168122870490529	0.7356264984252947	0.9283405516916124	0.9311467342960426	0.8232401639105275	0.725735804506363	0.9541332880470227	0.9456375011573074	0.9063448064905377
BritoIL_2016__W1.41.ST__bin.53	0.9597884949156429	0.7655478127622314	0.922245039429176	0.9246561348462184	0.8687375888003419	0.9379666741372751	0.815903535335109	0.9471351954259029	0.6914094953169709	0.9439011169428185	0.9450508956911963	0.9541313332951116	0.7699519969978579	0.8377013806726675	0.9495056368346164	0.9094077544914861	0.9407645038386766	0.7121988085248329	0.652904937377191	0.9549829826490778	1.0	0.618358933197125	0.8147063269103475	0.9447178455460407	0.5260482740288643	0.7413993318148887	0.9442284338303893	0.9405914637006614	0.8331033080896264	0.739501102349072	0.9629360533297197	0.9483605489333535	0.9197964172352147
BritoIL_2016__W2.61.ST__bin.99	0.9348235339372608	0.7218063970149828	0.9299505702690747	0.8874533110226377	0.8260858192448983	0.8986909776316042	0.7559479160656242	0.9326378550958783	0.6053838016656088	0.9174027272902121	0.9247383301598292	0.9447787202123363	0.6943057719308369	0.7524605235320139	0.9166580116554152	0.8866185832708249	0.94333314099975	0.64556151789664	0.5750566422403016	0.9580874348469987	0.9127397918950628	1.0	0.7548046852460908	0.9123089646683208	0.4324012847883369	0.6560113861481354	0.9069190083280442	0.8974092666320467	0.7704991056488374	0.6913138307079799	0.9254061123612795	0.9123181966803223	0.8829573211778509
BritoIL_2016__W1.37.ST__bin.8	0.9755121126802324	0.7920861434001985	0.9391030353046115	0.9467632600770162	0.8894669284110887	0.9621096534521972	0.8382760448259972	0.9504621090357419	0.7163202753505197	0.9492143343369066	0.9639825509209442	0.9728911681024311	0.7806375016832604	0.8523209227108585	0.9734261051762884	0.9161056828107299	0.9572995437592116	0.740525251377185	0.6687646165687184	0.975480609457638	0.9655552412096743	0.6060441712243387	1.0	0.967872890056224	0.5434108230247788	0.7721217482188325	0.9567244555193029	0.9585294048608854	0.866792638376361	0.7571218902921893	0.9714197822942006	0.971080041658379	0.9406429869502533
BritoIL_2016__M1.48.ST__bin.84	0.9755687251128661	0.7789162194196221	0.9393455765824554	0.9424043468417478	0.8924566847341155	0.9615783936395478	0.8317820186711768	0.9592915074112054	0.7080776145640506	0.9573530077641199	0.9683266523725179	0.9718685826152965	0.7827900225066254	0.8434172781632463	0.9767907416532382	0.9208741626603097	0.9601912397288551	0.7268143136810984	0.6633168639880674	0.9903985936688463	0.9655550080571056	0.6316994499860166	0.8346745861577595	1.0	0.5330895337532794	0.7616274021494494	0.9546351662693604	0.9584248025676197	0.8569217861471055	0.7436854932147186	0.9736962804139089	0.9748687557431848	0.9370991756449014
BritoIL_2016__W1.36.ST__bin.47	0.9657614068596321	0.812257948605121	0.9310251401988581	0.9302440425693405	0.8832782657903258	0.956883987306443	0.8393475288780344	0.9466855231768865	0.7351560225701667	0.9514182254192035	0.9493439452443836	0.9621105200303984	0.7902930605288213	0.8685613488297467	0.966369567744607	0.9290892094196723	0.9491979097712143	0.7598273706985588	0.6888253079475003	0.9707054762341679	0.9696870709607501	0.5399911417956407	0.8451975946420354	0.9614600857189797	1.0	0.7780635504105806	0.9461590268657233	0.9476914385743095	0.8618072081956645	0.7767703678652784	0.9654059257736277	0.9686878808811703	0.9313056820288939
BritoIL_2016__M1.26.ST__bin.18	0.9666499389292417	0.8017548714231061	0.9302011147507154	0.9243674000741023	0.8918112923617667	0.9687296277263253	0.855473688653703	0.9478724395004191	0.7181780478931425	0.9448105265485273	0.9488774437515871	0.9570816284552883	0.7873122903309882	0.8462631596931655	0.9617066580191634	0.9235600466589974	0.9437787221839948	0.7328457499375223	0.6780790482743742	0.9635491658129713	0.9530596014421141	0.5713114166472925	0.8374861225662985	0.9579338720602788	0.5425964351829208	1.0	0.9451026477842002	0.9563312252810829	0.8609395717743886	0.7551280341915846	0.956881967610723	0.9611023154627945	0.9278695048880057
BritoIL_2016__M1.22.ST__bin.77	0.9306944554221187	0.7741703848695103	0.9109868180087584	0.9234285265584811	0.8513266454758809	0.919832498771792	0.8037982236314973	0.9376881379643104	0.6717375772763693	0.9229553242236718	0.9543478564089212	0.929250568385228	0.747161173438471	0.8134570271838211	0.9331741183119489	0.8997854575003862	0.933636472121615	0.690016308949465	0.6354115491332287	0.9375589888554651	0.9358790172476051	0.6089824754991225	0.8001169574329703	0.9257743909715475	0.5087457193527873	0.7287083487666518	1.0	0.9200670335534551	0.81076607635192	0.7338960101707506	0.9420631931755544	0.9315509723119808	0.9089023513919949
BritoIL_2016__W1.39.ST__bin.59	0.9666440936306888	0.7729642606570027	0.9266128664182217	0.9333985757758774	0.8774055939379722	0.9530907191917862	0.8262771367342194	0.9476593919927992	0.6975174259945846	0.9408365326543024	0.9543692092467364	0.9737020592765094	0.7702310834951126	0.8281054465056197	0.9601025127185613	0.9050759610965401	0.9458225907972068	0.7191880712472947	0.6586288260499912	0.9660921510581907	0.9577514496453238	0.6190646271680994	0.8235333452920891	0.9548495054276122	0.5234952400260262	0.7575167679092097	0.9452106775413506	1.0	0.8379650514208806	0.7355929720727673	0.9574181612457768	0.9602972847609718	0.9234142530677923
BritoIL_2016__W1.33.ST__bin.72	0.9718436222036392	0.7917953303383206	0.9402885927663565	0.9430887245372633	0.8919285492771304	0.9577850420713614	0.8387344924829042	0.9508381088220139	0.7277362071940641	0.9525552333684482	0.9620223455462761	0.9704667851639474	0.7861480057583403	0.8489714749774047	0.9688848102655812	0.9234865954476289	0.9512308874867113	0.7310244463992875	0.6718319172787618	0.9710315176219454	0.9643995313203276	0.6042601099780261	0.8466371268150176	0.9705645273201393	0.5412055589946314	0.7752877661814553	0.9469151489481858	0.9526475454048516	1.0	0.746771793785771	0.9691551095617169	0.9672310371166788	0.9346943626909743
BritoIL_2016__M1.38.ST__bin.20	0.9349852549618645	0.7771145604599603	0.9266858670400662	0.9032515991471215	0.868390589695446	0.9178666900041371	0.8193003532444388	0.94930199747531	0.686141520542278	0.9382544898110726	0.9280675513689548	0.9425639658848614	0.7718894864695711	0.8295277344620182	0.9317067381641897	0.925786844031442	0.940155963254092	0.713848799711464	0.6485900720279201	0.9406532104933754	0.940678404353499	0.5957598733411832	0.8126286212858946	0.9255859561467715	0.5360298719621509	0.7472313273716704	0.9418771016983314	0.9189420700336272	0.820601152022404	1.0	0.9430267373155544	0.9301268179359068	0.9071294646172124
BritoIL_2016__W1.4.ST__bin.43	0.9500971831573934	0.7585115797687912	0.9156251240238518	0.9226838529578368	0.8664779184712943	0.9353689480870303	0.8063758954844237	0.9388697065331513	0.6851714119158766	0.939071237238751	0.9430662871085808	0.9498755509236136	0.7524120545256529	0.8290014540105384	0.9482736137548057	0.9038136722347899	0.930284807728883	0.7015479722970016	0.6467264661358832	0.9614205286083403	0.9522547471820493	0.6199857639946581	0.8105626830076628	0.9421158456223253	0.5179163889820947	0.736115900257248	0.9399247790507027	0.9298343273281306	0.8279247336934084	0.7331238651012215	1.0	0.9484622588654182	0.9163797044663019
BritoIL_2016__W2.65.ST__bin.28	0.9627142133598847	0.7737722554318365	0.9293137158878367	0.9265330472179434	0.8779878832192486	0.9484782792013421	0.8211300440538787	0.9430405504142196	0.695465189788886	0.9423963193982149	0.953023512337024	0.9606914327226408	0.7669470730175624	0.828372143450868	0.9947948228967036	0.9064644654218168	0.9479058039976892	0.7150702395125214	0.6561560987464731	0.9682802645851545	0.9530182746864874	0.6211088839457107	0.8233921853206464	0.9585151889246737	0.5280871628851703	0.7513278753522975	0.944477761721469	0.9477235337590146	0.8396529951766476	0.7347973264936601	0.9638115011473074	1.0	0.9289172257422144
ZeeviD_2015__PNP_Main_706__bin.20	0.9629397206376963	0.7761006541740273	0.9384585010893861	0.9380907621037924	0.878341312763092	0.9456722599513261	0.8201908229054743	0.9496007753977195	0.6985348476079881	0.9376584789599604	0.962455368256966	0.9623192288979926	0.7736588239186548	0.8319427411958242	0.9655806072466275	0.9142360005619139	0.9590242225005274	0.7191352818437283	0.6558028181389696	0.9610440749818707	0.9571784765300627	0.6224931509969903	0.8259428464190738	0.9541394772140138	0.5257598989856804	0.7511388789601774	0.954279955676062	0.9437261722222554	0.8402580898508921	0.7421097478492964	0.964319555415499	0.961945523645671	1.0
