	BritoIL_2016__W1.9.ST__bin.22	BritoIL_2016__M2.51.ST__bin.46	BritoIL_2016__M2.3.ST__bin.28	BritoIL_2016__W1.2.ST__bin.104	BritoIL_2016__W1.13.ST__bin.14	BritoIL_2016__WL.12.ST__bin.35	BritoIL_2016__M2.39.ST__bin.56	BritoIL_2016__WL.20.ST__bin.58	QinJ_2012__CON-110__bin.49	BritoIL_2016__WL.14.ST__bin.31	BritoIL_2016__W1.11.ST__bin.50	BritoIL_2016__W1.27.ST__bin.36	BritoIL_2016__W1.26.ST__bin.16	BritoIL_2016__M1.61.ST__bin.86	BritoIL_2016__W2.4.ST__bin.57	BritoIL_2016__M1.27.ST__bin.15	BritoIL_2016__W2.15.ST__bin.36	BritoIL_2016__W3.17.ST__bin.58	BritoIL_2016__W2.17.ST__bin.4	BritoIL_2016__W1.40.ST__bin.48	BritoIL_2016__W1.41.ST__bin.53	BritoIL_2016__W2.61.ST__bin.99	BritoIL_2016__W1.37.ST__bin.8	BritoIL_2016__M1.48.ST__bin.84	BritoIL_2016__W1.36.ST__bin.47	BritoIL_2016__M1.26.ST__bin.18	BritoIL_2016__M1.22.ST__bin.77	BritoIL_2016__W1.39.ST__bin.59	BritoIL_2016__W1.33.ST__bin.72	BritoIL_2016__M1.38.ST__bin.20	BritoIL_2016__W1.4.ST__bin.43	BritoIL_2016__W2.65.ST__bin.28	ZeeviD_2015__PNP_Main_706__bin.20
BritoIL_2016__W1.11.ST__bin.50	0.99990976041119	0.9958796520860881	0.9969982183953632	0.997954688745511	0.9967127327258267	0.9957894362522982	0.9970018948178074	0.9965602281648784	0.9936753786640928	0.9966618007979575	1.0	0.9967115451531617	0.9961723320353003	0.9962524840156906	0.9957764885536322	0.9968795615045092	0.9970383255109949	0.9968139233836031	0.9995451388003773	0.9966074250078131	0.9965365157679532	0.9962038206386367	0.9959111198828123	0.9958570047756395	0.9961178725617791	0.9957069089815277	0.9954378534743333	0.9970988848195548	0.9962219586735964	0.9966102494056328	0.9958014768613935	0.9957978921312425	0.9952955178931494
BritoIL_2016__W1.27.ST__bin.36	0.9966560939562376	0.9958558830562796	0.9994095146438737	0.9963041466957632	0.9969730551508759	0.996142108723592	0.9973476274546738	0.9962973795744615	0.9940007572150978	0.9964650724145092	0.9967115451531617	1.0	0.9958196667720036	0.9963192480189563	0.9962537826042565	0.9964902166716135	0.9993939445355855	0.9989795054324182	0.997059766152551	0.9986392728558738	0.9963613519972687	0.9959162800772283	0.9963326890988929	0.9963188220230473	0.996432016584682	0.9963072481543241	0.9960267823886448	0.997213716450955	0.9963176254745961	0.9965512463133224	0.9961034281801203	0.9961928968603803	0.9957829522377915
BritoIL_2016__W1.26.ST__bin.16	0.9962146426560557	0.995937071150296	0.9958266709306044	0.9963058401736543	0.9956644277315533	0.9957487986634356	0.9963878445141845	0.9958054407419544	0.9936608455526308	0.9958797737691882	0.9961723320353003	0.9958196667720036	1.0	0.9956410483340323	0.9957085201243623	0.9957695144240533	0.9960317976785366	0.9958203293694432	0.9959712078718903	0.9959723009264657	0.9968786660104938	0.995172170783489	0.9958552256757612	0.9959781499898263	0.9960915227986399	0.99619517857386	0.9956281999426128	0.9958472029771703	0.995920118436291	0.9960781416953834	0.9958774977000163	0.9957078350278905	0.9954739013203926
BritoIL_2016__M1.61.ST__bin.86	0.996313951990246	0.9961492656121412	0.9964011616660654	0.9960734294693019	0.9969997440539952	0.996151357416303	0.9967093988795074	0.9968919890640329	0.993479626887421	0.9969261731646005	0.9962524840156906	0.9963192480189563	0.9956410483340323	1.0	0.9962192780870746	0.9968672450886107	0.9963899359228133	0.9961490761039774	0.996505490790531	0.9962035630133668	0.9959651302637629	0.9948572030341479	0.9967473711903186	0.9970940147187743	0.9968397276214664	0.997178312592928	0.996058164147266	0.996025278765619	0.9982041128445375	0.99656564203392	0.9964044745422125	0.9962518304572918	0.9954943501719853
BritoIL_2016__W2.4.ST__bin.57	0.9959064425986428	0.9960002685020636	0.9962237773248935	0.9956318738854589	0.9960482273196603	0.995892877174537	0.996450273596897	0.9961229298710504	0.9932443492664671	0.9961713043444529	0.9957764885536322	0.9962537826042565	0.9957085201243623	0.9962192780870746	1.0	0.9960768459038977	0.9963106621312112	0.9962789063615038	0.9959098850956022	0.9962188111311548	0.9959176615891313	0.9948476493816591	0.9962585556349477	0.9965271566749706	0.9965083875252401	0.9970516456652154	0.9963319085756169	0.9956917256700516	0.9965463794586172	0.9964555535235612	0.9961946826655593	0.9999520879896173	0.9950366242753786
BritoIL_2016__M1.27.ST__bin.15	0.9968342280955925	0.9959981954690703	0.99655646308726	0.9960004493877093	0.9963801761008778	0.9960338878810389	0.9965911606090848	0.997567760454422	0.9937214154054833	0.9976205318020255	0.9968795615045092	0.9964902166716135	0.9957695144240533	0.9968672450886107	0.9960768459038977	1.0	0.9964296834102596	0.996466768671557	0.9968155286614948	0.9963515054834594	0.9962454515287277	0.995443616160021	0.9960359174602361	0.996510648538082	0.9968129418139552	0.9963052489694887	0.9957749559783597	0.9961398926816282	0.9969652562676115	0.9966899843021324	0.9960080637113031	0.9960812864382003	0.9957207506514094
BritoIL_2016__W2.15.ST__bin.36	0.9970870719104483	0.9961110575996918	0.9995488610096078	0.9965483440511387	0.9970212589624973	0.9963452603959991	0.9973102640577605	0.9964879635632405	0.9942822509022594	0.9966203147925837	0.9970383255109949	0.9993939445355855	0.9960317976785366	0.9963899359228133	0.9963106621312112	0.9964296834102596	1.0	0.9992832405515719	0.9972075685750172	0.9987759934363316	0.9965822317046348	0.9964409444709045	0.9965104161625548	0.996423291049351	0.9963652595332229	0.9964937289643261	0.9962070156101642	0.9973218043172088	0.9964975063285278	0.9966608863918603	0.9962463148784997	0.9962885237640569	0.9958137083237187
BritoIL_2016__W3.17.ST__bin.58	0.9968915828180014	0.9961847892190927	0.999313644316398	0.9963808076290853	0.9970830875002855	0.9960271936824128	0.9970748272169118	0.9963948393342629	0.9937548850719977	0.9964100737574759	0.9968139233836031	0.9989795054324182	0.9958203293694432	0.9961490761039774	0.9962789063615038	0.996466768671557	0.9992832405515719	1.0	0.9967114241053336	0.9984280521503143	0.9964462554685659	0.9963676102379049	0.9963589287159156	0.9962290951147542	0.9957754902568213	0.9964298611714261	0.9964220927351038	0.9972393853592231	0.9962133217124898	0.99662859048148	0.996033381602796	0.9962944515656473	0.9956375780714384
BritoIL_2016__W2.17.ST__bin.4	0.9994780316676534	0.9961371827870773	0.9972678560720379	0.9979895786320929	0.9969200674790671	0.9961566275173201	0.9971190963402757	0.9967530277305249	0.9937128043567075	0.9967974061663502	0.9995451388003773	0.997059766152551	0.9959712078718903	0.996505490790531	0.9959098850956022	0.9968155286614948	0.9972075685750172	0.9967114241053336	1.0	0.99694926459753	0.9963622081564131	0.9962754507520672	0.9958232154221444	0.996072101156847	0.9961476179251533	0.9959478446802246	0.9959926698948615	0.9969162562529008	0.9963673396443136	0.9965970574615828	0.9960023813565603	0.9958467968530486	0.995710042899571
BritoIL_2016__W1.40.ST__bin.48	0.9966030172411483	0.9959561949935806	0.9987121675411813	0.9961593124550638	0.9967017280462468	0.9960991392433395	0.9971869647147531	0.9963381264735279	0.9940992856086223	0.996391692884795	0.9966074250078131	0.9986392728558738	0.9959723009264657	0.9962035630133668	0.9962188111311548	0.9963515054834594	0.9987759934363316	0.9984280521503143	0.99694926459753	1.0	0.9963662342496339	0.9968402355650559	0.9964519740524878	0.9963602644361744	0.9963725513484409	0.9964029602392557	0.9959468327605673	0.9969632430454805	0.9963495916824127	0.9965949882681805	0.9959963566201916	0.9962730406146616	0.9957282563791146
BritoIL_2016__W1.41.ST__bin.53	0.9966163067838406	0.9961812441831887	0.9965254681264825	0.9963631710758238	0.995839897863313	0.9960863764446872	0.9967408045268449	0.9958623202043582	0.9939912208955651	0.995950849173135	0.9965365157679532	0.9963613519972687	0.9968786660104938	0.9959651302637629	0.9959176615891313	0.9962454515287277	0.9965822317046348	0.9964462554685659	0.9963622081564131	0.9963662342496339	1.0	0.9958656509345062	0.99618711295358	0.9961386191053115	0.9973218850441696	0.9961334888373823	0.9956006347892086	0.9963255971943543	0.9962012416034114	0.9963392346787386	0.9957948988859648	0.9959204266102719	0.9956923052513417
BritoIL_2016__W2.61.ST__bin.99	0.9961953967839869	0.9951972987203455	0.996167187718455	0.9957781911933241	0.994897403254151	0.9947454973329418	0.9960909831060452	0.9950621398273977	0.9917244148823283	0.9951302472277966	0.9962038206386367	0.9959162800772283	0.995172170783489	0.9948572030341479	0.9948476493816591	0.995443616160021	0.9964409444709045	0.9963676102379049	0.9962754507520672	0.9968402355650559	0.9958656509345062	1.0	0.9947865385673836	0.9948450130793141	0.9949790586535622	0.9949196669403073	0.9946048474936293	0.9965288583124371	0.9949796008842612	0.9950833920366086	0.9944623923196765	0.9949361388501451	0.9944549486359557
BritoIL_2016__W1.37.ST__bin.8	0.9959429826644353	0.9973742371094304	0.996473715333254	0.9961942926786621	0.9963963826320782	0.9961747419973266	0.9966914013278607	0.9964703649737503	0.9942964959754682	0.9963394778045457	0.9959111198828123	0.9963326890988929	0.9958552256757612	0.9967473711903186	0.9962585556349477	0.9960359174602361	0.9965104161625548	0.9963589287159156	0.9958232154221444	0.9964519740524878	0.99618711295358	0.9947865385673836	1.0	0.9967910588739859	0.9965250227913945	0.9968351341707907	0.9970429177233824	0.9957976369844034	0.9963534261901962	0.9973614883359673	0.9965020023985542	0.9962533331976307	0.9957183853321863
BritoIL_2016__M1.48.ST__bin.84	0.9959991525432984	0.9962918914704613	0.9964357877532873	0.99582500756032	0.9963816343170528	0.9962417573772963	0.9967139349396263	0.9971312845470306	0.9934352526780723	0.997250116433253	0.9958570047756395	0.9963188220230473	0.9959781499898263	0.9970940147187743	0.9965271566749706	0.996510648538082	0.996423291049351	0.9962290951147542	0.996072101156847	0.9963602644361744	0.9961386191053115	0.9948450130793141	0.9967910588739859	1.0	0.9965655037477679	0.9991921642025926	0.9963165398576502	0.9961237875719982	0.9975040950868282	0.9965288149190761	0.9967179966375741	0.9965776853940443	0.9955927478446929
BritoIL_2016__W1.36.ST__bin.47	0.9962057528506595	0.9959641982274172	0.9965657122277362	0.9958212753475901	0.9962005930251024	0.9961323980939109	0.9967709405250971	0.9965890327406173	0.9936433423682209	0.9966393241486978	0.9961178725617791	0.996432016584682	0.9960915227986399	0.9968397276214664	0.9965083875252401	0.9968129418139552	0.9963652595332229	0.9957754902568213	0.9961476179251533	0.9963725513484409	0.9973218850441696	0.9949790586535622	0.9965250227913945	0.9965655037477679	1.0	0.9966252676447999	0.9963302305131077	0.9961759857582841	0.9969743792126251	0.9963153806574182	0.9966472140727443	0.9965822036554354	0.996123147327623
BritoIL_2016__M1.26.ST__bin.18	0.995854459003781	0.996070677661861	0.9964555149479167	0.995808348077443	0.9967086283372	0.9958363851523558	0.9967489569798742	0.997091315721951	0.9942588088661007	0.9972691022785374	0.9957069089815277	0.9963072481543241	0.99619517857386	0.997178312592928	0.9970516456652154	0.9963052489694887	0.9964937289643261	0.9964298611714261	0.9959478446802246	0.9964029602392557	0.9961334888373823	0.9949196669403073	0.9968351341707907	0.9991921642025926	0.9966252676447999	1.0	0.9963221193893357	0.9959729681634689	0.9975143562657445	0.9966505538342507	0.9970892943166668	0.9970351522333954	0.9956580887503123
BritoIL_2016__M1.22.ST__bin.77	0.9959186029666034	0.9961023570030122	0.9960826566256862	0.9958999151899499	0.9959598362331935	0.9956553067765644	0.9963604228927665	0.9958432660634765	0.993465424505158	0.9960422207893393	0.9954378534743333	0.9960267823886448	0.9956281999426128	0.996058164147266	0.9963319085756169	0.9957749559783597	0.9962070156101642	0.9964220927351038	0.9959926698948615	0.9959468327605673	0.9956006347892086	0.9946048474936293	0.9970429177233824	0.9963165398576502	0.9963302305131077	0.9963221193893357	1.0	0.9956726971163106	0.9959214699784253	0.9962368993627506	0.995713414594022	0.9962728345035372	0.9948010833207818
BritoIL_2016__W1.39.ST__bin.59	0.997040742768075	0.9965409303784997	0.9972983561038137	0.9965902112852236	0.9962873240970086	0.9957535783591751	0.9966401527121566	0.9965860807748074	0.9933827893175075	0.9966109630381746	0.9970988848195548	0.997213716450955	0.9958472029771703	0.996025278765619	0.9956917256700516	0.9961398926816282	0.9973218043172088	0.9972393853592231	0.9969162562529008	0.9969632430454805	0.9963255971943543	0.9965288583124371	0.9957976369844034	0.9961237875719982	0.9961759857582841	0.9959729681634689	0.9956726971163106	1.0	0.9960764792053398	0.9961530802773938	0.9957561422579252	0.995670493256492	0.9954843452128139
BritoIL_2016__W1.33.ST__bin.72	0.9962502056489038	0.9956962339761296	0.9964073393200317	0.9959682578677189	0.9967104150572752	0.9963280825775109	0.9968348443354864	0.9969104153711436	0.9937106501095205	0.9968887486967835	0.9962219586735964	0.9963176254745961	0.995920118436291	0.9982041128445375	0.9965463794586172	0.9969652562676115	0.9964975063285278	0.9962133217124898	0.9963673396443136	0.9963495916824127	0.9962012416034114	0.9949796008842612	0.9963534261901962	0.9975040950868282	0.9969743792126251	0.9975143562657445	0.9959214699784253	0.9960764792053398	1.0	0.9965395938971461	0.9965348916982455	0.9965803968536158	0.995733880374365
BritoIL_2016__M1.38.ST__bin.20	0.996682129733762	0.9968450463901034	0.9967418460296883	0.9961787404083154	0.9962757587626174	0.9970341413239605	0.99652438915836	0.9966476607656184	0.9940226686378526	0.9967212489215099	0.9966102494056328	0.9965512463133224	0.9960781416953834	0.99656564203392	0.9964555535235612	0.9966899843021324	0.9966608863918603	0.99662859048148	0.9965970574615828	0.9965949882681805	0.9963392346787386	0.9950833920366086	0.9973614883359673	0.9965288149190761	0.9963153806574182	0.9966505538342507	0.9962368993627506	0.9961530802773938	0.9965395938971461	1.0	0.9964699786483273	0.9964523841090758	0.9956893117881755
BritoIL_2016__W1.4.ST__bin.43	0.9959649157069914	0.9957917325517948	0.9961034669686921	0.9960762976874512	0.9968859638165056	0.9961014064141921	0.9967331227856217	0.9961131981626626	0.9932793514957844	0.9961672722482628	0.9958014768613935	0.9961034281801203	0.9958774977000163	0.9964044745422125	0.9961946826655593	0.9960080637113031	0.9962463148784997	0.996033381602796	0.9960023813565603	0.9959963566201916	0.9957948988859648	0.9944623923196765	0.9965020023985542	0.9967179966375741	0.9966472140727443	0.9970892943166668	0.995713414594022	0.9957561422579252	0.9965348916982455	0.9964699786483273	1.0	0.9961878314929137	0.9953366724505952
BritoIL_2016__W2.65.ST__bin.28	0.995825501274438	0.995993439502561	0.996238505998157	0.9955923902167683	0.9960514251318826	0.9958644530160667	0.9964209740742276	0.996119973140839	0.993136112678008	0.9962123591028155	0.9957978921312425	0.9961928968603803	0.9957078350278905	0.9962518304572918	0.9999520879896173	0.9960812864382003	0.9962885237640569	0.9962944515656473	0.9958467968530486	0.9962730406146616	0.9959204266102719	0.9949361388501451	0.9962533331976307	0.9965776853940443	0.9965822036554354	0.9970351522333954	0.9962728345035372	0.995670493256492	0.9965803968536158	0.9964523841090758	0.9961878314929137	1.0	0.9951244348866503
ZeeviD_2015__PNP_Main_706__bin.20	0.9953249208193667	0.9954357269850499	0.99588553000026	0.9951056831315764	0.9955125271937642	0.9953944142216818	0.996190942245823	0.9954894338402699	0.9937541152646814	0.9955719706610519	0.9952955178931494	0.9957829522377915	0.9954739013203926	0.9954943501719853	0.9950366242753786	0.9957207506514094	0.9958137083237187	0.9956375780714384	0.995710042899571	0.9957282563791146	0.9956923052513417	0.9944549486359557	0.9957183853321863	0.9955927478446929	0.996123147327623	0.9956580887503123	0.9948010833207818	0.9954843452128139	0.995733880374365	0.9956893117881755	0.9953366724505952	0.9951244348866503	1.0
