	Bengtsson-PalmeJ_2015__TRAVELRES68__bin.21	NielsenHB_2014__O2_UC31_2__bin.25	ZellerG_2014__CCIS51667829ST-4-0__bin.50	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.113	LeChatelierE_2013__MH0140__bin.7	XieH_2016__YSZC12003_35734__bin.94	XieH_2016__YSZC12003_37097__bin.62	ZeeviD_2015__PNP_Main_61__bin.10	BackhedF_2015__SID326_M__bin.29	NielsenHB_2014__O2_UC31_0__bin.33	LiJ_2014__MH0323__bin.34	ZellerG_2014__CCMD86707194ST-21-0__bin.48	QinJ_2012__CON-024__bin.30	XieH_2016__YSZC12003_35992__bin.70	LiJ_2014__O2.UC31-1__bin.14	FengQ_2015__SID531248__bin.18	LiJ_2014__MH0385__bin.12	ZellerG_2014__CCIS51595129ST-4-0__bin.68	ZeeviD_2015__PNP_Main_154__bin.62	SchirmerM_2016__G88820__bin.24	Bengtsson-PalmeJ_2015__TRAVELRES13__bin.33	VatanenT_2016__G80467__bin.9	NielsenHB_2014__MH0140__bin.20	NielsenHB_2014__MH0126__bin.43	LeChatelierE_2013__MH0421__bin.47	ZeeviD_2015__PNP_Main_210__bin.30	LeChatelierE_2013__MH0126__bin.46	ZellerG_2014__CCIS09568613ST-4-0__bin.2	VatanenT_2016__G80479__bin.8	Bengtsson-PalmeJ_2015__TRAVELRES5__bin.93	XieH_2016__YSZC12003_37331__bin.3	ZeeviD_2015__PNP_Main_586__bin.23	SchirmerM_2016__G89108__bin.11	QinJ_2012__CON-100__bin.28	LeChatelierE_2013__MH0430__bin.55	Bengtsson-PalmeJ_2015__TRAVELRES67__bin.40	SchirmerM_2016__G88826__bin.5	QinJ_2012__CON-099__bin.31	ZellerG_2014__CCIS87290971ST-4-0__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.49	LeChatelierE_2013__MH0407__bin.66	SchirmerM_2016__G88895__bin.6
LiJ_2014__MH0323__bin.34	1571723.0	1065334.0	1551159.0	1282893.0	1403623.0	872243.0	1766516.0	1210334.0	1247760.0	1056599.0	2229544.0	1327254.0	1733778.0	1728047.0	1705275.0	1540277.0	1376294.0	1123548.0	1492449.0	1696310.0	1687142.0	1061615.0	1303319.0	1631192.0	1671018.0	1033375.0	1725008.0	1277288.0	1620132.0	1061599.0	1648673.0	1433847.0	1736986.0	1484728.0	1456360.0	1635642.0	1706608.0	1738062.0	1416089.0	1596188.0	1525056.0	1713543.0
ZellerG_2014__CCMD86707194ST-21-0__bin.48	1955136.0	1955946.0	1732998.0	2035339.0	2178336.0	1430356.0	2269589.0	1754777.0	1585401.0	2010532.0	1327254.0	2907237.0	2089718.0	2178406.0	2352686.0	1892379.0	2207171.0	1487363.0	1586364.0	2203876.0	2239244.0	1701973.0	2023468.0	2346149.0	2204741.0	1723285.0	2437805.0	1425473.0	2194396.0	1572700.0	2177714.0	2119568.0	2169076.0	2168952.0	1521416.0	2036503.0	2189926.0	2365135.0	2179814.0	2182867.0	2243531.0	2212316.0
QinJ_2012__CON-024__bin.30	2338116.0	1780629.0	2197383.0	2083371.0	2239506.0	1305715.0	2742749.0	1885628.0	1966687.0	1685478.0	1733778.0	2089718.0	3181899.0	2585398.0	2581249.0	2345882.0	2186610.0	1613112.0	2166451.0	2658902.0	2554837.0	1729109.0	2115503.0	2559476.0	2605216.0	1654127.0	2702536.0	1734000.0	2561312.0	1582743.0	2556071.0	2325634.0	2721014.0	2262355.0	1942996.0	2531575.0	2722950.0	2687995.0	2239021.0	2481059.0	2343630.0	2660358.0
XieH_2016__YSZC12003_35992__bin.70	2368450.0	1932516.0	2277763.0	2106224.0	2372800.0	1414143.0	2893137.0	1865795.0	1924530.0	1861558.0	1728047.0	2178406.0	2585398.0	3382921.0	2690263.0	2401821.0	2275603.0	1695133.0	2100887.0	2732187.0	2864482.0	1872803.0	2242913.0	2614496.0	2694444.0	1803648.0	2736589.0	1767433.0	2677525.0	1678091.0	2608126.0	2451091.0	2759880.0	2409981.0	2002427.0	2541977.0	2728851.0	2687842.0	2457800.0	2753854.0	2579381.0	2723813.0
LiJ_2014__O2.UC31-1__bin.14	2332274.0	2328549.0	2175246.0	2049345.0	2320621.0	1462082.0	2828188.0	1773747.0	1959233.0	2232219.0	1705275.0	2352686.0	2581249.0	2690263.0	3488301.0	2359099.0	2272374.0	1642524.0	2146125.0	2664885.0	2599912.0	1761070.0	2189746.0	2750555.0	2524702.0	1776476.0	2944547.0	1678830.0	2568523.0	1604102.0	2549722.0	2354752.0	2728222.0	2501253.0	1886085.0	2501413.0	2741542.0	2954196.0	2319653.0	2512193.0	2471539.0	2648544.0
FengQ_2015__SID531248__bin.18	2086347.0	1660669.0	1928220.0	1881758.0	2116811.0	1226078.0	2541910.0	1664984.0	1729835.0	1622281.0	1540277.0	1892379.0	2345882.0	2401821.0	2359099.0	3724348.0	2041484.0	1514267.0	1846295.0	2448932.0	2354327.0	1633935.0	1997354.0	2295479.0	2373897.0	1581278.0	2431698.0	1517570.0	2359646.0	1451207.0	2254671.0	2132919.0	2472777.0	2087425.0	1738133.0	2225712.0	2444794.0	2434598.0	2045791.0	2281045.0	2216587.0	2439671.0
LiJ_2014__MH0385__bin.12	2125905.0	1905186.0	1832270.0	2165195.0	2395498.0	1408813.0	2426804.0	1854012.0	1578570.0	1922322.0	1376294.0	2207171.0	2186610.0	2275603.0	2272374.0	2041484.0	2996688.0	1666864.0	1686100.0	2285502.0	2326514.0	1883728.0	2266212.0	2268777.0	2327457.0	1859530.0	2374879.0	1544148.0	2393756.0	1764868.0	2194460.0	2258735.0	2330677.0	2138756.0	1621529.0	2117189.0	2295073.0	2343688.0	2368672.0	2358410.0	2428116.0	2379095.0
ZellerG_2014__CCIS51595129ST-4-0__bin.68	1526930.0	1372196.0	1447711.0	1440363.0	1637565.0	1176138.0	1743170.0	1367858.0	999648.0	1421846.0	1123548.0	1487363.0	1613112.0	1695133.0	1642524.0	1514267.0	1666864.0	1858452.0	1111739.0	1652752.0	1658468.0	1453638.0	1535569.0	1580966.0	1693187.0	1392081.0	1680123.0	1163681.0	1709996.0	1334942.0	1595343.0	1594196.0	1671412.0	1454002.0	1272271.0	1557889.0	1619760.0	1674017.0	1618524.0	1668624.0	1684497.0	1700927.0
ZeeviD_2015__PNP_Main_154__bin.62	1878825.0	1325868.0	1822690.0	1586750.0	1686586.0	880536.0	2188350.0	1330465.0	1732001.0	1229085.0	1492449.0	1586364.0	2166451.0	2100887.0	2146125.0	1846295.0	1686100.0	1111739.0	2735345.0	2148445.0	2089119.0	1178837.0	1600153.0	1999523.0	2021578.0	1125034.0	2157627.0	1551397.0	1965144.0	1185691.0	2089165.0	1741841.0	2207286.0	1778461.0	1648902.0	2067796.0	2211303.0	2146838.0	1697093.0	1985206.0	1879499.0	2153942.0
SchirmerM_2016__G88820__bin.24	2346196.0	1902880.0	2225606.0	2159001.0	2386280.0	1436887.0	2831947.0	1850420.0	1976081.0	1858500.0	1696310.0	2203876.0	2658902.0	2732187.0	2664885.0	2448932.0	2285502.0	1652752.0	2148445.0	3288162.0	2674693.0	1820283.0	2243477.0	2606103.0	2710609.0	1772361.0	2736552.0	1725530.0	2640443.0	1639862.0	2646001.0	2419493.0	2778404.0	2391050.0	1928185.0	2514505.0	2949654.0	2728156.0	2391646.0	2596285.0	2542205.0	2784734.0
Bengtsson-PalmeJ_2015__TRAVELRES13__bin.33	2350475.0	1915286.0	2257489.0	2145058.0	2436944.0	1428017.0	2841722.0	1897332.0	1913689.0	1886282.0	1687142.0	2239244.0	2554837.0	2864482.0	2599912.0	2354327.0	2326514.0	1658468.0	2089119.0	2674693.0	3737394.0	1901431.0	2316780.0	2614275.0	2760945.0	1847213.0	2701667.0	1804606.0	2697274.0	1685653.0	2577027.0	2447755.0	2732268.0	2422148.0	1928721.0	2482894.0	2760300.0	2686230.0	2467923.0	3184332.0	2581674.0	2761657.0
VatanenT_2016__G80467__bin.9	1649189.0	1607134.0	1540347.0	1603860.0	2060539.0	1285476.0	2069364.0	1565007.0	1096896.0	1673949.0	1061615.0	1701973.0	1729109.0	1872803.0	1761070.0	1633935.0	1883728.0	1453638.0	1178837.0	1820283.0	1901431.0	2286860.0	1979147.0	1784605.0	1854962.0	1631244.0	1842279.0	1151832.0	2076053.0	1515086.0	1684245.0	1833752.0	1787323.0	1724054.0	1257163.0	1685660.0	1792922.0	1822686.0	1894985.0	1924962.0	1876641.0	1947229.0
NielsenHB_2014__MH0140__bin.20	1983319.0	1782347.0	1793308.0	1988782.0	2832020.0	1327738.0	2472782.0	1754496.0	1565292.0	1796661.0	1303319.0	2023468.0	2115503.0	2242913.0	2189746.0	1997354.0	2266212.0	1535569.0	1600153.0	2243477.0	2316780.0	1979147.0	2943880.0	2213242.0	2281985.0	1755101.0	2292828.0	1442762.0	2416999.0	1630855.0	2042713.0	2165368.0	2224807.0	2036157.0	1536376.0	2044820.0	2231745.0	2287139.0	2287132.0	2274737.0	2241503.0	2379282.0
NielsenHB_2014__MH0126__bin.43	2262167.0	1997244.0	2090935.0	2039844.0	2348477.0	1418348.0	2715289.0	1822213.0	1936871.0	1948302.0	1631192.0	2346149.0	2559476.0	2614496.0	2750555.0	2295479.0	2268777.0	1580966.0	1999523.0	2606103.0	2614275.0	1784605.0	2213242.0	3477282.0	2563960.0	1806639.0	3400903.0	1666458.0	2588199.0	1574690.0	2520737.0	2329448.0	2653783.0	2456197.0	1874761.0	2395027.0	2582674.0	2876537.0	2310816.0	2526067.0	2430712.0	2635384.0
LeChatelierE_2013__MH0421__bin.47	2359298.0	1866202.0	2250585.0	2210332.0	2404082.0	1399880.0	2829325.0	1914164.0	1908499.0	1865866.0	1671018.0	2204741.0	2605216.0	2694444.0	2524702.0	2373897.0	2327457.0	1693187.0	2021578.0	2710609.0	2760945.0	1854962.0	2281985.0	2563960.0	3511653.0	1786413.0	2663028.0	1810642.0	2700865.0	1682587.0	2543023.0	2445334.0	2735163.0	2388523.0	1920382.0	2468527.0	2705358.0	2704220.0	2377162.0	2638907.0	2583124.0	2733824.0
ZeeviD_2015__PNP_Main_210__bin.30	1636760.0	1567070.0	1479948.0	1565617.0	1854316.0	1316752.0	1858153.0	1589145.0	1143588.0	1612311.0	1033375.0	1723285.0	1654127.0	1803648.0	1776476.0	1581278.0	1859530.0	1392081.0	1125034.0	1772361.0	1847213.0	1631244.0	1755101.0	1806639.0	1786413.0	2042882.0	1836212.0	1098824.0	1816490.0	1499953.0	1709422.0	1824389.0	1735389.0	1709841.0	1247438.0	1635643.0	1777530.0	1823242.0	1850600.0	1869066.0	1860143.0	1806731.0
LeChatelierE_2013__MH0126__bin.46	2343540.0	2113586.0	2202711.0	2143303.0	2428256.0	1510686.0	2893636.0	1857662.0	2005832.0	2045050.0	1725008.0	2437805.0	2702536.0	2736589.0	2944547.0	2431698.0	2374879.0	1680123.0	2157627.0	2736552.0	2701667.0	1842279.0	2292828.0	3400903.0	2663028.0	1836212.0	3936643.0	1729173.0	2684157.0	1664176.0	2605834.0	2434725.0	2817244.0	2570983.0	1902631.0	2540293.0	2762233.0	3063914.0	2409374.0	2609641.0	2525770.0	2769019.0
ZellerG_2014__CCIS09568613ST-4-0__bin.2	1669543.0	1129785.0	1670082.0	1446738.0	1543154.0	888996.0	1803664.0	1295610.0	1347452.0	1100357.0	1277288.0	1425473.0	1734000.0	1767433.0	1678830.0	1517570.0	1544148.0	1163681.0	1551397.0	1725530.0	1804606.0	1151832.0	1442762.0	1666458.0	1810642.0	1098824.0	1729173.0	1950105.0	1806694.0	1221942.0	1680473.0	1526072.0	1753089.0	1554497.0	1462399.0	1695180.0	1727811.0	1731543.0	1594221.0	1670791.0	1716436.0	1755727.0
VatanenT_2016__G80479__bin.8	2339812.0	1926365.0	2182908.0	2113753.0	2544351.0	1420900.0	2891515.0	1890708.0	1882067.0	1930696.0	1620132.0	2194396.0	2561312.0	2677525.0	2568523.0	2359646.0	2393756.0	1709996.0	1965144.0	2640443.0	2697274.0	2076053.0	2416999.0	2588199.0	2700865.0	1816490.0	2684157.0	1806694.0	3263741.0	1723975.0	2468725.0	2427578.0	2652941.0	2370896.0	1881122.0	2389425.0	2642480.0	2676191.0	2392337.0	2611348.0	2548491.0	2750893.0
Bengtsson-PalmeJ_2015__TRAVELRES5__bin.93	1576578.0	1377904.0	1469313.0	1597875.0	1704902.0	1158889.0	1693967.0	1464179.0	1038924.0	1481112.0	1061599.0	1572700.0	1582743.0	1678091.0	1604102.0	1451207.0	1764868.0	1334942.0	1185691.0	1639862.0	1685653.0	1515086.0	1630855.0	1574690.0	1682587.0	1499953.0	1664176.0	1221942.0	1723975.0	1828680.0	1589001.0	1671320.0	1648654.0	1511991.0	1261407.0	1576332.0	1614083.0	1671034.0	1708952.0	1712321.0	1725298.0	1682435.0
XieH_2016__YSZC12003_37331__bin.3	2300517.0	1854608.0	2124946.0	2146530.0	2208801.0	1301902.0	2636183.0	1863679.0	2018418.0	1787783.0	1648673.0	2177714.0	2556071.0	2608126.0	2549722.0	2254671.0	2194460.0	1595343.0	2089165.0	2646001.0	2577027.0	1684245.0	2042713.0	2520737.0	2543023.0	1709422.0	2605834.0	1680473.0	2468725.0	1589001.0	3107280.0	2323431.0	2627535.0	2233437.0	1891690.0	2487140.0	2709929.0	2597643.0	2244883.0	2497766.0	2411501.0	2589420.0
ZeeviD_2015__PNP_Main_586__bin.23	2194988.0	1850494.0	1973436.0	2038864.0	2335054.0	1396489.0	2554558.0	1907600.0	1632586.0	1828364.0	1433847.0	2119568.0	2325634.0	2451091.0	2354752.0	2132919.0	2258735.0	1594196.0	1741841.0	2419493.0	2447755.0	1833752.0	2165368.0	2329448.0	2445334.0	1824389.0	2434725.0	1526072.0	2427578.0	1671320.0	2323431.0	2989723.0	2443473.0	2193821.0	1644984.0	2209785.0	2406612.0	2456988.0	2341406.0	2460344.0	2422095.0	2473647.0
SchirmerM_2016__G89108__bin.11	2360757.0	1935197.0	2232914.0	2170888.0	2359686.0	1318355.0	2886844.0	1846757.0	2016496.0	1851209.0	1736986.0	2169076.0	2721014.0	2759880.0	2728222.0	2472777.0	2330677.0	1671412.0	2207286.0	2778404.0	2732268.0	1787323.0	2224807.0	2653783.0	2735163.0	1735389.0	2817244.0	1753089.0	2652941.0	1648654.0	2627535.0	2443473.0	3395840.0	2398091.0	1960984.0	2573447.0	2808391.0	2826263.0	2403068.0	2617260.0	2525492.0	2800221.0
QinJ_2012__CON-100__bin.28	2182809.0	1876734.0	1980668.0	1991193.0	2152791.0	1373111.0	2486184.0	1714642.0	1689842.0	1918858.0	1484728.0	2168952.0	2262355.0	2409981.0	2501253.0	2087425.0	2138756.0	1454002.0	1778461.0	2391050.0	2422148.0	1724054.0	2036157.0	2456197.0	2388523.0	1709841.0	2570983.0	1554497.0	2370896.0	1511991.0	2233437.0	2193821.0	2398091.0	3115226.0	1653806.0	2208493.0	2406617.0	2641802.0	2203452.0	2309599.0	2371298.0	2381831.0
LeChatelierE_2013__MH0430__bin.55	1771619.0	1236588.0	1755361.0	1483187.0	1641757.0	952681.0	2002570.0	1414788.0	1508147.0	1218581.0	1456360.0	1521416.0	1942996.0	2002427.0	1886085.0	1738133.0	1621529.0	1272271.0	1648902.0	1928185.0	1928721.0	1257163.0	1536376.0	1874761.0	1920382.0	1247438.0	1902631.0	1462399.0	1881122.0	1261407.0	1891690.0	1644984.0	1960984.0	1653806.0	2277706.0	1904140.0	1917540.0	1928269.0	1634989.0	1848656.0	1799178.0	1940478.0
Bengtsson-PalmeJ_2015__TRAVELRES67__bin.40	2536369.0	1783901.0	2145835.0	2018078.0	2159412.0	1276457.0	2636007.0	1811217.0	1880182.0	1686697.0	1635642.0	2036503.0	2531575.0	2541977.0	2501413.0	2225712.0	2117189.0	1557889.0	2067796.0	2514505.0	2482894.0	1685660.0	2044820.0	2395027.0	2468527.0	1635643.0	2540293.0	1695180.0	2389425.0	1576332.0	2487140.0	2209785.0	2573447.0	2208493.0	1904140.0	2915207.0	2552813.0	2536341.0	2132674.0	2363082.0	2343610.0	2488518.0
SchirmerM_2016__G88826__bin.5	2358866.0	1883692.0	2243131.0	2161366.0	2352123.0	1382008.0	2873578.0	1831420.0	2057288.0	1822147.0	1706608.0	2189926.0	2722950.0	2728851.0	2741542.0	2444794.0	2295073.0	1619760.0	2211303.0	2949654.0	2760300.0	1792922.0	2231745.0	2582674.0	2705358.0	1777530.0	2762233.0	1727811.0	2642480.0	1614083.0	2709929.0	2406612.0	2808391.0	2406617.0	1917540.0	2552813.0	3469196.0	2752735.0	2383026.0	2624963.0	2544724.0	2745213.0
QinJ_2012__CON-099__bin.31	2361251.0	2128065.0	2181173.0	2179258.0	2419392.0	1491827.0	2939270.0	1822334.0	1968366.0	2065486.0	1738062.0	2365135.0	2687995.0	2687842.0	2954196.0	2434598.0	2343688.0	1674017.0	2146838.0	2728156.0	2686230.0	1822686.0	2287139.0	2876537.0	2704220.0	1823242.0	3063914.0	1731543.0	2676191.0	1671034.0	2597643.0	2456988.0	2826263.0	2641802.0	1928269.0	2536341.0	2752735.0	3695934.0	2383225.0	2611621.0	2536293.0	2749560.0
ZellerG_2014__CCIS87290971ST-4-0__bin.19	2112087.0	1890679.0	1901913.0	2114743.0	2452185.0	1440145.0	2470248.0	1892969.0	1607139.0	1913403.0	1416089.0	2179814.0	2239021.0	2457800.0	2319653.0	2045791.0	2368672.0	1618524.0	1697093.0	2391646.0	2467923.0	1894985.0	2287132.0	2310816.0	2377162.0	1850600.0	2409374.0	1594221.0	2392337.0	1708952.0	2244883.0	2341406.0	2403068.0	2203452.0	1634989.0	2132674.0	2383026.0	2383225.0	2964943.0	2507192.0	2456510.0	2478817.0
Bengtsson-PalmeJ_2015__TRAVELRES14__bin.49	2287197.0	1910247.0	2153028.0	2171315.0	2437685.0	1450351.0	2756794.0	1926096.0	1812221.0	1876610.0	1596188.0	2182867.0	2481059.0	2753854.0	2512193.0	2281045.0	2358410.0	1668624.0	1985206.0	2596285.0	3184332.0	1924962.0	2274737.0	2526067.0	2638907.0	1869066.0	2609641.0	1670791.0	2611348.0	1712321.0	2497766.0	2460344.0	2617260.0	2309599.0	1848656.0	2363082.0	2624963.0	2611621.0	2507192.0	3540621.0	2560782.0	2692974.0
LeChatelierE_2013__MH0407__bin.66	2313666.0	1940449.0	2091175.0	2189601.0	2381890.0	1451529.0	2633924.0	1920209.0	1754863.0	1954486.0	1525056.0	2243531.0	2343630.0	2579381.0	2471539.0	2216587.0	2428116.0	1684497.0	1879499.0	2542205.0	2581674.0	1876641.0	2241503.0	2430712.0	2583124.0	1860143.0	2525770.0	1716436.0	2548491.0	1725298.0	2411501.0	2422095.0	2525492.0	2371298.0	1799178.0	2343610.0	2544724.0	2536293.0	2456510.0	2560782.0	2997015.0	2591895.0
SchirmerM_2016__G88895__bin.6	2367554.0	1947879.0	2197655.0	2178548.0	2518825.0	1427677.0	2904312.0	1893169.0	1996986.0	1893746.0	1713543.0	2212316.0	2660358.0	2723813.0	2648544.0	2439671.0	2379095.0	1700927.0	2153942.0	2784734.0	2761657.0	1947229.0	2379282.0	2635384.0	2733824.0	1806731.0	2769019.0	1755727.0	2750893.0	1682435.0	2589420.0	2473647.0	2800221.0	2381831.0	1940478.0	2488518.0	2745213.0	2749560.0	2478817.0	2692974.0	2591895.0	3396888.0
