	Bengtsson-PalmeJ_2015__TRAVELRES68__bin.21	NielsenHB_2014__O2_UC31_2__bin.25	ZellerG_2014__CCIS51667829ST-4-0__bin.50	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.113	LeChatelierE_2013__MH0140__bin.7	XieH_2016__YSZC12003_35734__bin.94	XieH_2016__YSZC12003_37097__bin.62	ZeeviD_2015__PNP_Main_61__bin.10	BackhedF_2015__SID326_M__bin.29	NielsenHB_2014__O2_UC31_0__bin.33	LiJ_2014__MH0323__bin.34	ZellerG_2014__CCMD86707194ST-21-0__bin.48	QinJ_2012__CON-024__bin.30	XieH_2016__YSZC12003_35992__bin.70	LiJ_2014__O2.UC31-1__bin.14	FengQ_2015__SID531248__bin.18	LiJ_2014__MH0385__bin.12	ZellerG_2014__CCIS51595129ST-4-0__bin.68	ZeeviD_2015__PNP_Main_154__bin.62	SchirmerM_2016__G88820__bin.24	Bengtsson-PalmeJ_2015__TRAVELRES13__bin.33	VatanenT_2016__G80467__bin.9	NielsenHB_2014__MH0140__bin.20	NielsenHB_2014__MH0126__bin.43	LeChatelierE_2013__MH0421__bin.47	ZeeviD_2015__PNP_Main_210__bin.30	LeChatelierE_2013__MH0126__bin.46	ZellerG_2014__CCIS09568613ST-4-0__bin.2	VatanenT_2016__G80479__bin.8	Bengtsson-PalmeJ_2015__TRAVELRES5__bin.93	XieH_2016__YSZC12003_37331__bin.3	ZeeviD_2015__PNP_Main_586__bin.23	SchirmerM_2016__G89108__bin.11	QinJ_2012__CON-100__bin.28	LeChatelierE_2013__MH0430__bin.55	Bengtsson-PalmeJ_2015__TRAVELRES67__bin.40	SchirmerM_2016__G88826__bin.5	QinJ_2012__CON-099__bin.31	ZellerG_2014__CCIS87290971ST-4-0__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.49	LeChatelierE_2013__MH0407__bin.66	SchirmerM_2016__G88895__bin.6
LiJ_2014__MH0323__bin.34	0.6945106263881762	0.45903736369410064	0.6866883990627679	0.5671845902121689	0.6215679080565354	0.37578625943242205	0.7816208157363119	0.5355117458996099	0.5512207877485261	0.4552083295956482	1.0	0.5730176215405481	0.7670416013319316	0.7642778074799151	0.7359240275141464	0.6809154697103982	0.608125697452035	0.4970083568657986	0.6588907866361912	0.7492442400777918	0.7465351659352764	0.46955117279587216	0.5770363805334184	0.7032891030632273	0.7387115930432411	0.4566256597761694	0.744640608124352	0.5651545786941187	0.7167506001227157	0.468972579146229	0.7278815757841066	0.6336901177998729	0.7674197055541402	0.6408435985116239	0.6432225603082963	0.7226849974703348	0.7535922143720869	0.7499932721668646	0.6268268309573616	0.706341296695647	0.6746554452390264	0.7569731747837226
ZellerG_2014__CCMD86707194ST-21-0__bin.48	0.6480544929773526	0.662817995230523	0.5750535646044681	0.6742219502572373	0.7204273335816791	0.48253547956358567	0.7511224575086242	0.5806096991748523	0.5252186182275472	0.6815171931287336	0.4394440494531406	1.0	0.6920089418234564	0.7225162585644033	0.797030995409043	0.6262664516171197	0.7311485097362204	0.4927118084972088	0.5260056197688733	0.7302779236780489	0.7416952935037633	0.5625936241180199	0.6690489973813624	0.7935906154193828	0.7296711620002084	0.5705771493689713	0.824856040288425	0.4736576343793093	0.7258678944991412	0.5212075933265846	0.7217089628399749	0.7023944040337957	0.7187993273338225	0.7310714606342723	0.5046103912408929	0.6748920022688208	0.7264856631915457	0.7996375940454804	0.7218843871345886	0.7231415945793205	0.7435909077932071	0.732737991433103
QinJ_2012__CON-024__bin.30	0.72766451732126	0.5377483697628366	0.6825376921140488	0.6474655543749188	0.6944664176958477	0.39369162880405695	0.8515166571911931	0.5871107159592432	0.6107079451610501	0.5089727863769403	0.5374630055825153	0.6322746259387869	1.0	0.8030041179811176	0.7817589433228396	0.7297604355135094	0.679465313009621	0.501400578711015	0.6736706601938025	0.8271698755994455	0.7939768044177392	0.5372247830619388	0.6559950520113932	0.7743759308513565	0.8102827902456993	0.5148004383545801	0.8181812181970578	0.539419698739652	0.7958696991953547	0.4922522682209586	0.7946829864807148	0.7237486167851337	0.846955230194296	0.6844591861652428	0.6031583654918021	0.7876670503997769	0.8470253141284497	0.813361140627028	0.6957474137299771	0.770858220201207	0.7296256103666396	0.8272195314810433
XieH_2016__YSZC12003_35992__bin.70	0.6920794189400226	0.5496081640688624	0.6668491519606873	0.6157143486353953	0.6944093580665939	0.40137975436021117	0.8466490940817122	0.544885322477232	0.5620444580290228	0.5296990381980543	0.5037040474784957	0.6209207959630154	0.7552875163209546	1.0	0.7667849766518343	0.7017908487960552	0.6651089398776975	0.4956887849287643	0.6132085260045977	0.7974599465964474	0.8382096419041414	0.5480045203538598	0.6562677638644236	0.7451755450393314	0.7879507088696425	0.5268293288551521	0.7801550789982976	0.5168296865342111	0.7835636717499462	0.4905917105365452	0.7616746001458503	0.7159921854515668	0.8056998670675432	0.6859524653398645	0.5855829917399785	0.7426871629576924	0.796639353978411	0.7657001153736667	0.7185163354391072	0.8061784475605549	0.7537947235539937	0.7953738795555675
LiJ_2014__O2.UC31-1__bin.14	0.6439197764183767	0.6666474596085602	0.6015851269715543	0.5656255007810392	0.6399373219226208	0.410900894160223	0.7805186536368278	0.48903090644987346	0.5411849493492678	0.6396351690980795	0.4703650860404535	0.6642654977308438	0.7130915594726488	0.7436207483241842	1.0	0.6514885040023782	0.6257579262798709	0.4536171047165941	0.5934327341591222	0.7361236888674458	0.7179492251385416	0.48501175787295886	0.6036666560597839	0.7743357009615855	0.6967036388201592	0.4898777370416142	0.8290245021860213	0.46395422872051467	0.7084033172596057	0.44259712679611074	0.7036967280059834	0.6505315911671614	0.753417207976032	0.7026910808442276	0.52056115570302	0.691045870181501	0.7587590635097143	0.8322151672117745	0.6402770288458479	0.6940943456427642	0.6822782781646423	0.7314271331516403
FengQ_2015__SID531248__bin.18	0.5541289374677124	0.42840357560571674	0.5123020190379632	0.499893672664316	0.5619442651438588	0.31580077908938686	0.6750529220148063	0.44280905006728694	0.4591383511959677	0.41867945745134455	0.40762329406382003	0.4888654336275772	0.6234712760461697	0.6374546632054793	0.610197543301539	1.0	0.5419294867182122	0.40241674515915266	0.4903803296577012	0.6502531449800072	0.6257782570264648	0.4338727208091188	0.5300855344344836	0.5928465868388239	0.6304357165334711	0.42003674200155305	0.6284404679691586	0.40307592093971883	0.6264323312429451	0.38539497383166127	0.5986331030290403	0.5665493664931419	0.6570650755514792	0.5389662834944533	0.46149742183061304	0.5911305817823683	0.6490376302107107	0.6287586444660918	0.5429382538903453	0.6063893599631399	0.5893662461187837	0.6483706678323292
LiJ_2014__MH0385__bin.12	0.7022109075085561	0.6102857554740434	0.6044366313743706	0.7171040161671819	0.7890401002706988	0.4505273822299819	0.7999448057321951	0.6114673933355759	0.5217957291516502	0.6159276507931424	0.45244716834051457	0.7093237600978147	0.7214598249801114	0.7508325858414356	0.7284148366463242	0.6735215678108631	1.0	0.5496404697452655	0.5560298569620862	0.7544499127036249	0.7674249037604182	0.6207990287944557	0.7463439637359645	0.7280611128018666	0.7681433636067552	0.6135453540708942	0.7624103677126214	0.509375016685087	0.7888822593476532	0.5849934994901037	0.7239949570993044	0.7448312937482982	0.7689462499933261	0.6864465036066484	0.5353360109560955	0.699324721158826	0.756956346473173	0.7517075518038582	0.7812711900604934	0.7779612025008943	0.8022533543698911	0.7850533655822695
ZellerG_2014__CCIS51595129ST-4-0__bin.68	0.811685747062609	0.7110304705206268	0.7711643884264969	0.7664782302690627	0.871140067109616	0.6077030776151334	0.9286169349544674	0.7279795227425836	0.5311404330055336	0.7361777436274921	0.5962499973095888	0.7707651314104427	0.8584596212331553	0.9022971806643378	0.8514360338604388	0.8064453642063395	0.8862757822101405	1.0	0.5907954577250314	0.8792973937449017	0.8827497293446372	0.7746000434770443	0.8165822953727081	0.8189202626702223	0.9011354611257111	0.7408940343899116	0.8705723903549836	0.625858510200963	0.9108241697929245	0.7102421800509241	0.8478744675676315	0.8484071689771918	0.8894536958716178	0.7533673186070989	0.6760432876393901	0.8280305329381658	0.8616509869504296	0.8676705128784602	0.8620480916375564	0.8880767434402396	0.8967118870974338	0.9050726088163696
ZeeviD_2015__PNP_Main_154__bin.62	0.6798838903319325	0.4658582372607477	0.6578464508133344	0.5737627246288859	0.6089601128925236	0.3085504753513725	0.7903332120811086	0.4814416463005581	0.6266065158142757	0.4318069567092999	0.5370532784712715	0.5590603744683029	0.7836495944752856	0.7583818494559187	0.7567864382737827	0.6676843323237105	0.6091546038982286	0.4013990922534452	1.0	0.7767327338964556	0.7536350990460069	0.42496942798806003	0.577518009611219	0.7045937532559878	0.7302490179483758	0.4075091076262775	0.760732924000446	0.5607548590762774	0.7092827412995436	0.42878393767513784	0.7553741849748387	0.6298697239287915	0.7990213300333231	0.6265728820313343	0.5959917304764115	0.7482357801301116	0.7988509676110326	0.7554703337238995	0.6125987763883532	0.7165044994324299	0.6804088698134971	0.7794183183474114
SchirmerM_2016__G88820__bin.24	0.7062054728447077	0.556482314435846	0.6691349148855805	0.6496954833733861	0.7163050360657413	0.4200179309900181	0.8508513266682116	0.5565747673016112	0.5940832598880469	0.5436636029490031	0.5080263685305042	0.6456771290465615	0.800438360397085	0.8204413286206701	0.7809289809930289	0.7365114614182635	0.6875728750590756	0.49697429749507477	0.6461457799220355	1.0	0.8037885602959952	0.5463870089125779	0.6732362943188323	0.7634490028167712	0.8158101699368827	0.5333113149534603	0.8019495389825684	0.5189288119016033	0.7931406664270191	0.49350731502888245	0.7974555389910839	0.7274638536665774	0.8371676942924344	0.7008036708653649	0.5794036303564118	0.7563991676809111	0.8969916932316595	0.7987739046920438	0.7190837921002675	0.7802805944475971	0.765211689691688	0.8380338316664447
Bengtsson-PalmeJ_2015__TRAVELRES13__bin.33	0.6217425832010219	0.49258627803223315	0.5983674720941917	0.5672979621629403	0.6452469287423269	0.36743356467099797	0.7532323324755164	0.5020118296331615	0.505869062774757	0.48568601544284606	0.44534587469236586	0.5769485368682028	0.675966729758757	0.7587096784550947	0.6700987372484677	0.6235938731640281	0.6153306287750234	0.4389550579896045	0.5515747068679406	0.7071737686741083	1.0	0.5032683201182429	0.6132872263400648	0.6735974317933833	0.7295655743012377	0.4879121655356647	0.6958583975893363	0.47774278012968396	0.7143276839423406	0.44581973428544064	0.6806892717224889	0.6474433789961668	0.7225885202362929	0.6235845083499358	0.510956564921975	0.6567517366378819	0.7297764164013749	0.6918438355709887	0.6527371746195343	0.8518938597322091	0.6834577783343153	0.730428207462205
VatanenT_2016__G80467__bin.9	0.7112940888379701	0.6746320281958669	0.6670906832949983	0.6935155628241344	0.8930686618332562	0.5387518256473942	0.8985058114620047	0.6761730057808524	0.4730866778027513	0.7025825804815337	0.4577827239096403	0.7152134367648216	0.7474856353252932	0.810655658851001	0.7398209772351608	0.7065990047488696	0.8134914249232573	0.6294906553090264	0.5083118336933612	0.78562264414962	0.8224867285273256	1.0	0.8574346483824984	0.7494022371286393	0.80174475044384	0.7044012313827694	0.7739332534567048	0.4985281127834673	0.9073340737955101	0.6547370630471475	0.7257400977759897	0.7922338927612534	0.7712273597859074	0.7250080896950403	0.543770934818922	0.7270904209265107	0.7738274314999606	0.7659987931049561	0.819035271070376	0.8324501718513595	0.8109875549880622	0.840448475201805
NielsenHB_2014__MH0140__bin.20	0.6644156691169477	0.5813674470426784	0.6030357895022895	0.6676314931315135	0.9619570091172194	0.43183247958476567	0.8320165903501501	0.5884815277796649	0.5250550294169599	0.5861020150277865	0.4370178132260826	0.660721225049934	0.709033656263163	0.7541414731578733	0.7153046319822819	0.6706193866597824	0.7597320542956914	0.5155030096335448	0.5366084894764731	0.7519701890022691	0.7785969536801772	0.6660709675666128	1.0	0.7231677242278898	0.765593366577442	0.5883575417476256	0.7490879383670529	0.48454760384254797	0.8131187412530402	0.5476551353995408	0.6837075560145114	0.7260340095384322	0.745207345408101	0.6652614916368873	0.5160244303436281	0.6850540782912348	0.7481354538907836	0.7471676834653587	0.767417489843336	0.7644024212943462	0.7524039702705273	0.797495142465046
NielsenHB_2014__MH0126__bin.43	0.627159085745706	0.5639792803689778	0.5795799707932805	0.5644304948520137	0.6496617185491427	0.3994533661635726	0.7513325062505715	0.5039565384688386	0.5371827766629224	0.5504989241597317	0.45093092823647896	0.6634940738197248	0.7085953914580411	0.7249541452203185	0.7767894579732102	0.6349692087095612	0.6274360261836688	0.43767632305921694	0.5542567442042377	0.7219270683252035	0.7239847098969827	0.49284987527614954	0.6122365111601533	1.0	0.709512774632601	0.4993716356625663	0.9778763988655507	0.46198927783251403	0.7157665095899614	0.4354032833690221	0.6979068709411546	0.6447394833090903	0.7350143013997714	0.6924644017942749	0.5199641559125777	0.6639012884200937	0.7159936985266079	0.8128647604652139	0.6397735357673032	0.6998975061556698	0.6729894210478184	0.7305386793478355
LeChatelierE_2013__MH0421__bin.47	0.6643552196074043	0.5106575165598651	0.6340313237099451	0.6229496479293369	0.676345869025214	0.3820448660502618	0.7967643727896805	0.5390706314091968	0.5376046551296497	0.510799045349868	0.46900704596951914	0.6040821801015077	0.7341949788319062	0.7590656024385097	0.6920706573229188	0.6686201626413544	0.655499276266761	0.4769027577610886	0.5688155976686762	0.7638898262442217	0.7764645310911984	0.5221125207986096	0.6418102813689166	0.7025682776743603	1.0	0.5033840188651897	0.7299639229730273	0.5100318852688464	0.7602425410483324	0.4741775454465461	0.7158005076241872	0.688663145248121	0.7712675483597041	0.6542682320832952	0.5409808429249701	0.6950766490880506	0.7621456334096791	0.7406252838762828	0.6691341655909624	0.7424497807727585	0.728175306614862	0.7697232613814633
ZeeviD_2015__PNP_Main_210__bin.30	0.7929258762865402	0.7372148758469651	0.7159997493736789	0.7583825203805212	0.896141333664891	0.6182398200189733	0.8986970368332582	0.7699632186293677	0.5535767606743807	0.7589209753671529	0.4983484117046407	0.8119915883540998	0.801829474242761	0.8724057483496355	0.8364854161914393	0.7657627802291077	0.9000049929462396	0.6740066239753446	0.5456399341714303	0.8584020026609466	0.8926213065659202	0.7885266990457599	0.8478482849229667	0.8500030838785598	0.8653020585623643	1.0	0.8640734021837776	0.532080169094446	0.8782176356735241	0.7267017869852492	0.8277864311301387	0.8837069395099668	0.8415307394161777	0.8047880396420352	0.6036706965943212	0.7924177705809733	0.8608040014058571	0.8578077441575187	0.8949405790447026	0.9029121603695172	0.9016051832656022	0.8751107504006594
LeChatelierE_2013__MH0126__bin.46	0.5740444332899884	0.5271809000714568	0.5396034133651438	0.5241074692320334	0.5933540328650578	0.37611106722148796	0.7077296569691486	0.45396547261207076	0.4914674762227614	0.510637870896599	0.42173217129417123	0.6091616638846854	0.6613172695619084	0.6704196951565078	0.7346073799427584	0.5945499757026482	0.5803691114485108	0.41098900763925	0.5285892065904884	0.6698448398800704	0.6606382646330896	0.4495904251414213	0.5601790662755043	0.8637694604260534	0.651158868101578	0.4484023570336451	1.0	0.4235784144002898	0.6558031805271649	0.406660700500401	0.6376183971978155	0.5954652225258932	0.6895855174065821	0.6401974982237403	0.4659950114856745	0.6223312604165528	0.6767065238072134	0.7650246669560841	0.5893300459299967	0.6388003687405741	0.6178342816455544	0.6782677524987661
ZellerG_2014__CCIS09568613ST-4-0__bin.2	0.8468774758282246	0.5576833042323361	0.8483830357852525	0.7336404962809695	0.782674266257458	0.4382748621228088	0.9155589058025081	0.6573666546160335	0.6831314211286059	0.5434856071852542	0.6461380284651339	0.7061337722840565	0.8801469664453966	0.8965640311675526	0.8299101843234082	0.7698021388591897	0.7827465700564841	0.5964437812322926	0.7865514933811257	0.8749898082410947	0.9155983908558769	0.5846167257660485	0.7314734334817868	0.8237848731222165	0.9184402891126375	0.5573940890362314	0.8550703680058253	1.0	0.917181895333841	0.6198830319393058	0.8512069862904817	0.7742177985287972	0.8895746639283525	0.7685914348201763	0.7410313803615703	0.8597008879009079	0.8760774419838933	0.8553436866220024	0.8092389896954266	0.847887165050087	0.8712730852954071	0.8905366634104317
VatanenT_2016__G80479__bin.8	0.7081772113657303	0.5664781611040827	0.6625130486763503	0.6405106900333084	0.7724794951560189	0.4176486430755382	0.8793709427310561	0.5725966000365837	0.5698427050430779	0.5679387549440963	0.48963045780899894	0.6465801054679278	0.7759123655951866	0.8121765789626075	0.7571446386217534	0.7148398111247185	0.7243325986957911	0.518645015030298	0.5944506625985335	0.7990753555505783	0.817995055367445	0.6357569427230898	0.7334295215214687	0.7625978899673718	0.8179901530176568	0.5497050777007121	0.7910134413239286	0.5480217333421984	1.0	0.5219571651059322	0.7460037423312696	0.7350227852026248	0.803207730025146	0.698890322485761	0.5701212197904184	0.7231734993677501	0.7996568967942003	0.7888230101592008	0.7244818139674686	0.7917628880477954	0.7722996401981653	0.833020451071332
Bengtsson-PalmeJ_2015__TRAVELRES5__bin.93	0.8528042085001203	0.724844149878601	0.7948624144191438	0.8737690574622132	0.9217162105999956	0.6080555373274712	0.9153990856792877	0.7915594855305466	0.5665983113502636	0.7791483474418707	0.5717758164358991	0.8286162696589889	0.8565178161296673	0.9075579106240567	0.8442767460682021	0.7849076929807292	0.9586384714657566	0.7218053459325853	0.6413762932825864	0.8873788743793337	0.9111512128967343	0.8187829472625062	0.8816364809589431	0.8279305291248332	0.9105732003412298	0.8118238292101406	0.8754281777019489	0.6610434849180831	0.9315642977448214	1.0	0.8589802480477722	0.9038065708598552	0.8928555023295492	0.796507863595599	0.6821609029463875	0.8526833563007197	0.8733917361156681	0.879370365509548	0.924128879847759	0.9257043331802175	0.9335876151103528	0.9102385327121202
