	Bengtsson-PalmeJ_2015__TRAVELRES68__bin.21	NielsenHB_2014__O2_UC31_2__bin.25	ZellerG_2014__CCIS51667829ST-4-0__bin.50	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.113	LeChatelierE_2013__MH0140__bin.7	XieH_2016__YSZC12003_35734__bin.94	XieH_2016__YSZC12003_37097__bin.62	ZeeviD_2015__PNP_Main_61__bin.10	BackhedF_2015__SID326_M__bin.29	NielsenHB_2014__O2_UC31_0__bin.33	LiJ_2014__MH0323__bin.34	ZellerG_2014__CCMD86707194ST-21-0__bin.48	QinJ_2012__CON-024__bin.30	XieH_2016__YSZC12003_35992__bin.70	LiJ_2014__O2.UC31-1__bin.14	FengQ_2015__SID531248__bin.18	LiJ_2014__MH0385__bin.12	ZellerG_2014__CCIS51595129ST-4-0__bin.68	ZeeviD_2015__PNP_Main_154__bin.62	SchirmerM_2016__G88820__bin.24	Bengtsson-PalmeJ_2015__TRAVELRES13__bin.33	VatanenT_2016__G80467__bin.9	NielsenHB_2014__MH0140__bin.20	NielsenHB_2014__MH0126__bin.43	LeChatelierE_2013__MH0421__bin.47	ZeeviD_2015__PNP_Main_210__bin.30	LeChatelierE_2013__MH0126__bin.46	ZellerG_2014__CCIS09568613ST-4-0__bin.2	VatanenT_2016__G80479__bin.8	Bengtsson-PalmeJ_2015__TRAVELRES5__bin.93	XieH_2016__YSZC12003_37331__bin.3	ZeeviD_2015__PNP_Main_586__bin.23	SchirmerM_2016__G89108__bin.11	QinJ_2012__CON-100__bin.28	LeChatelierE_2013__MH0430__bin.55	Bengtsson-PalmeJ_2015__TRAVELRES67__bin.40	SchirmerM_2016__G88826__bin.5	QinJ_2012__CON-099__bin.31	ZellerG_2014__CCIS87290971ST-4-0__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.49	LeChatelierE_2013__MH0407__bin.66	SchirmerM_2016__G88895__bin.6
FengQ_2015__SID531248__bin.18	0.5601912066219376	0.44589522783585206	0.5177335737691537	0.5052583700556447	0.5683708933751626	0.3292060784867579	0.6825114087083162	0.44705381989008547	0.4644665321285766	0.4355879203554555	0.41356956976093534	0.5081101443796336	0.6298772295177572	0.6448970396966127	0.6334260385978968	1.0	0.5481453398017586	0.4065857970307823	0.4957364349410957	0.6575465020991593	0.6321447405022302	0.43871705866369093	0.5362962859539442	0.616343854011494	0.6373993515106536	0.4245784765548225	0.6529191149699223	0.40747266367160107	0.6335729099428947	0.3896539743332256	0.6053867683685843	0.57269594570647	0.6639489650268987	0.5604806532579663	0.4666945731172275	0.597611179191633	0.6564354351419363	0.6536977747514464	0.5493017838290084	0.6124682763264873	0.5951610859135612	0.6550598923623678
LiJ_2014__MH0385__bin.12	0.70941819769025	0.6357638833271932	0.61143168724939	0.7225293390569856	0.7993818508967233	0.47012334951119367	0.8098287175708649	0.6186870304816517	0.5267715557976006	0.6414821963447647	0.4592717026263662	0.7365368032975071	0.7296755618202495	0.7593726807729066	0.7582951578542712	0.6812467630931215	1.0	0.5562354172339596	0.5626545039056452	0.7626759942977047	0.7763617700608139	0.6286033113891069	0.7562388877320562	0.7570948326952956	0.776676450801685	0.6205283966832716	0.7925012547185426	0.5152848745014496	0.7988005424655487	0.5889395225662465	0.7322951204796763	0.7537437998216698	0.7777509704046601	0.7137065987516885	0.5411070488485955	0.7065096533239363	0.7658698536517649	0.7820927637445073	0.7904299680180252	0.7870055207615875	0.8102665342538162	0.7939081412546117
ZellerG_2014__CCIS51595129ST-4-0__bin.68	0.8216139023230086	0.7383542862554427	0.7789875659957858	0.7750337377559389	0.8811446300469423	0.6328589600377088	0.9379688041445245	0.7360200855335516	0.5378928269333833	0.7650700690682353	0.604561215463192	0.8003236026542521	0.867986905230805	0.9121209479717528	0.8838129798348303	0.8148001670207248	0.8969099013587652	1.0	0.5982070023869328	0.8893164849024887	0.8923921629399091	0.7821767793841325	0.8262623947242114	0.8506897138048225	0.9110738399485163	0.7490540514363567	0.9040443336712489	0.626156069675192	0.9201184641841705	0.7183085707890222	0.858425722052547	0.8578085417325817	0.8993570993493509	0.7823726413165366	0.6845864192349331	0.8382723901397507	0.8715640759083366	0.9007588035633958	0.8708990062697342	0.8978569260868723	0.9063979053534877	0.9152385964232598
ZeeviD_2015__PNP_Main_154__bin.62	0.6868694808150343	0.484716918706781	0.6663473894517876	0.5800913595908377	0.6165898634358737	0.32191039887107475	0.8000270532601921	0.48639751110006235	0.6331928879172463	0.44933454463696537	0.545616366491247	0.5799502439363224	0.7920211161663336	0.7680519276361848	0.7845902436438548	0.6749770138684517	0.6164121893216395	0.4064346544951368	1.0	0.7854383999093351	0.7637497280964558	0.43096464979737475	0.5849912899469719	0.730994810526643	0.7390577788176629	0.41129510171477457	0.7887951976807314	0.5671668473263884	0.7184263776598564	0.4334703666265133	0.7637665449879266	0.6367902403535934	0.8069497631925772	0.6501779483026822	0.6028131734753751	0.7559543677305788	0.8084183165194884	0.784850905461651	0.6204310607985465	0.7257607358486772	0.6871158848335402	0.787448018440087
SchirmerM_2016__G88820__bin.24	0.7135281047588288	0.5787062802866769	0.6768541209344309	0.6565981238150675	0.7257185017039914	0.43698789779822284	0.8612553152794783	0.5627520785168127	0.6009682612961283	0.5652093783700438	0.5158839497567334	0.6702455657598378	0.8086286502915611	0.8309161774876055	0.8104482078437741	0.7447723074471392	0.6950697684603131	0.502637035523189	0.6533878196998809	1.0	0.8134310292497754	0.5535867758340374	0.6822890721320908	0.792571351411518	0.8243538487458951	0.539012676382733	0.8322436668266344	0.5247703732358685	0.8030148757877501	0.4987169123662399	0.8047051818006534	0.7358192814101009	0.8449717501753259	0.7271691601569509	0.586402068997817	0.7647144514169314	0.8970525174854523	0.8296902646524107	0.7273504164332536	0.7895854887928271	0.7731386105672409	0.8468968378078696
Bengtsson-PalmeJ_2015__TRAVELRES13__bin.33	0.6289074686800482	0.5124656378214338	0.6040275657316301	0.5739448396395992	0.652043643244464	0.3820889635933487	0.7603485209212623	0.5076617557581566	0.5120383347327041	0.5047051501661318	0.45142203364162303	0.5991458219283275	0.683587815467141	0.7664383257424826	0.6956483581875499	0.6299381333624445	0.6224963169524005	0.4437498428049063	0.5589774586249135	0.7156572199773426	1.0	0.5087585092714335	0.6198918283702495	0.6994914103249483	0.7387353326943854	0.49425160954397634	0.7228745484152862	0.48285142000013914	0.7216991304636332	0.4510236276935212	0.6895251076017139	0.6549363005345435	0.731062339159318	0.6480847349784369	0.5160603886023256	0.6643383063171825	0.7385627525489686	0.71874413026831	0.6603325739806934	0.8520193482410471	0.6907684873470659	0.7389258397696363
VatanenT_2016__G80467__bin.9	0.7211587066982675	0.7027688621078685	0.6735641884505391	0.701337204726131	0.9010341691227273	0.5621139903623309	0.904893172297386	0.6843475332989339	0.47965157464820757	0.7319857796279615	0.46422387028501966	0.7442401371312629	0.7561061892726271	0.8189408184147696	0.77008212133668	0.71448842517688	0.8237181112967126	0.6356480064367735	0.515482801745625	0.7959748301164041	0.8314592935291185	1.0	0.8654430091916427	0.7803735252704582	0.8111392914301706	0.7133117025091174	0.8055932588789869	0.5036740333907629	0.9078181436554927	0.6625180378335359	0.7364880228785321	0.8018645653866	0.7815620545201718	0.75389573476295	0.5497332587040746	0.7371067752289165	0.7840103897921167	0.7970256159100251	0.828640581408569	0.8417489483396448	0.8206191021750348	0.8514858802025485
NielsenHB_2014__MH0140__bin.20	0.6737091865157547	0.6054414582116119	0.6091647757381415	0.6755649007432368	0.962002527276927	0.45101634577496363	0.8399737761050042	0.595980814435371	0.5317105316792804	0.6103037487941084	0.4427215103876517	0.6873473103523241	0.7186104732529859	0.7618900906286941	0.7438299115453075	0.6784767042134869	0.7698044757259127	0.5216139924181692	0.5435523866461948	0.7620816745247768	0.7869818063236274	0.672292009185157	1.0	0.7518112151310515	0.7751623707488077	0.5961863255295732	0.7788456051197739	0.49008859056755033	0.8210249738440426	0.5539814802233787	0.6938846012745085	0.7355490033561151	0.7557397040640244	0.6916576083264263	0.5218881204396918	0.6946003233827466	0.7580964577360491	0.7769131214587551	0.776910743644442	0.7727003138714893	0.7614111308884873	0.8082129706373901
NielsenHB_2014__MH0126__bin.43	0.6505560952491055	0.5743692918779667	0.6013130370214438	0.5866202396009297	0.6753772055300663	0.4078898403983341	0.7808653425290212	0.5240337136878747	0.5570071682423225	0.5602945058813177	0.4690997163876844	0.6747077171192903	0.7360564946990207	0.7518791976031854	0.7910071716932938	0.6601359912713436	0.652457005212692	0.4546556764737516	0.575024688823052	0.7494655308370158	0.751815642217111	0.5132183699797715	0.6364861981283083	1.0	0.7373460076001889	0.5195549282456815	0.9780348559593384	0.47924154555195697	0.7443166818221818	0.4528508185416081	0.7249158969563009	0.6699048279662104	0.7631773896968954	0.7063554235750796	0.5391455165269886	0.6887640979362617	0.7427277971703187	0.8272371927269632	0.6645466200325426	0.7264487033263336	0.6990264235112367	0.7578861881204918
LeChatelierE_2013__MH0421__bin.47	0.6718482720245993	0.5314312091769887	0.6408904866169863	0.629427793691461	0.6846012404984205	0.3986384759542016	0.805696063933424	0.5450891645615327	0.5434759641684415	0.5313355277414938	0.47584940767211337	0.6278356659954728	0.7418774007568515	0.767286517204291	0.7189497367763842	0.6760055734436176	0.6627810321805714	0.48216238905153785	0.575677038705134	0.7718897624565981	0.7862237527455019	0.5282304373467424	0.6498321445769272	0.7301290873557268	1.0	0.5087100006748958	0.758340302985517	0.5156096003790808	0.7691150008272457	0.47914386757461513	0.7241669379064504	0.696348414834837	0.7788819111683302	0.6801705635494167	0.5468598406505426	0.7029529967795793	0.7703944552608131	0.7700703913513095	0.6769353350117452	0.7514714580284555	0.7355863463730613	0.7785006092572359
ZeeviD_2015__PNP_Main_210__bin.30	0.8012014399265351	0.7670878690007548	0.724441255050463	0.7663766189138678	0.9076960881734726	0.6445560732337943	0.9095743170677504	0.777893681573385	0.5597915102291763	0.7892335435918472	0.5058417471004198	0.843555819670446	0.809702665156382	0.882893872480153	0.8695930553012852	0.7740427494099023	0.9102483648101065	0.6814299602228616	0.5507092431183005	0.8675787441467495	0.9042191374734322	0.7985013329208441	0.859129895901966	0.8843579805392577	0.874457261848702	1.0	0.8988340981025825	0.5378793293004687	0.8891800896968107	0.7342337932391592	0.8367698183252875	0.8930466860053591	0.8494807825415271	0.8369749207247408	0.6106265560125352	0.8006546633628374	0.8701089930793849	0.8924852243056624	0.9058770893277243	0.9149162800396694	0.9105484310890203	0.8844030149563216
LeChatelierE_2013__MH0126__bin.46	0.5953143325417113	0.5369006028740732	0.5595404510899261	0.5444494204833915	0.6168341909591497	0.38374980916481377	0.7350516671184052	0.4718898818104664	0.509528550086965	0.5194908453725674	0.43819264281775105	0.6192598617654687	0.6865077681669381	0.6951580318560764	0.7479842596852191	0.6177085399920694	0.6032751763367925	0.42679079611740256	0.5480880537046412	0.6951486329850077	0.6862870217085979	0.46798223765782165	0.5824322906598338	0.8639094273979124	0.6764718060540414	0.4664410768261181	1.0	0.4392506508718215	0.6818390694812814	0.42273988268684765	0.661943183570367	0.6184774692548956	0.7156463006678533	0.6530902090943984	0.483313066488376	0.6452942265783308	0.7016722115772246	0.7783062878701472	0.6120377184316688	0.6629102511962603	0.6416050426721448	0.7033960153359093
ZellerG_2014__CCIS09568613ST-4-0__bin.2	0.8561297981390745	0.5793457275377479	0.856406193512657	0.7418769758551462	0.7913184161878463	0.45587083772412257	0.9249060948000236	0.6643796103286747	0.6909638198968774	0.5642552580502076	0.6549842187984749	0.7309724348176124	0.8891828901520688	0.906327095207694	0.8608921058096872	0.7781991226113466	0.791828132331336	0.5967273557064876	0.7955453680699245	0.8848395342814874	0.9253891457126667	0.5906512726237818	0.7398381112811874	0.8545478320398132	0.9284843636624694	0.5634691465331354	0.8867076388194481	1.0	0.9264598572897357	0.6266031829055358	0.8617346245458578	0.7825588878547566	0.8989715938372549	0.7971350260626991	0.7499078254760642	0.8692762697393217	0.8860092148884291	0.8879229579945696	0.8175052112578554	0.8567697636793916	0.8801761956407476	0.9003243415098161
VatanenT_2016__G80479__bin.8	0.7169110539102215	0.5902321906058109	0.6688361607125075	0.6476472857374406	0.7795811616179102	0.4353593008758967	0.8859511217342307	0.5793069977060067	0.5766594224235317	0.5915591954140969	0.49640336043822103	0.6723560478604154	0.7847779587902349	0.8203852572860407	0.7869873865603919	0.7229881292663848	0.7334393262210451	0.5239374080234921	0.6021139545080324	0.8090234488582274	0.8264362889089545	0.636096124049059	0.740560908478951	0.793016051212397	0.8275365600395375	0.5565668354198449	0.8224172812732383	0.5535653717620362	1.0	0.5282205297540461	0.7564095925503893	0.7438022808795183	0.8128527968365137	0.7264350939611937	0.5763698773891678	0.7321123214127592	0.8096475792656341	0.8199765238724519	0.7330045490742065	0.8001088321652974	0.7808496446255999	0.842864982239706
Bengtsson-PalmeJ_2015__TRAVELRES5__bin.93	0.8621399041931885	0.7534965111446508	0.8034828400813702	0.8737860095806812	0.932312925170068	0.6337297941684712	0.9263332020911258	0.8006753505260625	0.5681278299100991	0.8099350351072905	0.5805274843056194	0.8600192488570991	0.8655111883981889	0.9176515300654023	0.8771911980226174	0.7935817092110156	0.9651048843974889	0.7300030623181749	0.6483862676903559	0.896746286939213	0.9217867532865236	0.8285134632631187	0.891820876260472	0.8611074654942363	0.9201101340857887	0.8202380952380952	0.9100422162434105	0.6682098562897828	0.9427428527681169	1.0	0.8689333289585931	0.9139488592864798	0.9015541264737407	0.8268209856289783	0.6897909967845659	0.8620053809305073	0.8826492333267713	0.9137924623225496	0.9345276374215281	0.9363699499092242	0.9434663254369272	0.9200270140210425
