	FerrettiP_2018__CA_C10007MS2097SA_t0M15__bin.35	HMP_2012__SRS057205__bin.57	BritoIL_2016__WL.28.SA__bin.2	HMP_2012__SRS017120__bin.71	BritoIL_2016__W3.22.SA__bin.20	HMP_2012__SRS024318__bin.50	CM_cf__CF_TNFC017SA_t1M16__bin.25	BritoIL_2016__W3.19.SA__bin.2	FerrettiP_2018__CA_C10043MS2741SA_t0M16__bin.15	HMP_2012__SRS022719__bin.3	BritoIL_2016__W1.44.SA__bin.1	CM_cf__CF_TNFC039SA_t1M16__bin.3	HMP_2012__SRS064329__bin.23	HMP_2012__SRS015762__bin.29	HMP_2012__SRS017076__bin.31	BritoIL_2016__M1.52.SA__bin.4	BritoIL_2016__WL.10.SA__bin.8	FerrettiP_2018__CA_C10029MS2491SA_t0M15__bin.10	HMP_2012__SRS022721__bin.1	BritoIL_2016__WL.2.SA__bin.2	HMP_2012__SRS024138__bin.20	FerrettiP_2018__CA_C10032MS2543SA_t0M15__bin.27	HMP_2012__SRS020220__bin.43	BritoIL_2016__M1.38.SA__bin.2	HMP_2012__SRS023352__bin.53	CM_cf__CF_TNFC039IS_t1M15__bin.16	CM_cf__CF_TNFC039IS_t2M15__bin.3	HMP_2012__SRS020856__bin.51	BritoIL_2016__W2.61.SA__bin.13	BritoIL_2016__W1.9.SA__bin.2	BritoIL_2016__WL.25.SA__bin.7	BackhedF_2015__SID589_12M__bin.44	HMP_2012__SRS016342__bin.54
BritoIL_2016__W1.44.SA__bin.1	0.9620823340780316	0.9674640273108116	0.9683967523183672	0.9712584344811277	0.9679807215955856	0.9690436470784809	0.9682045209657726	0.9698844749026023	0.967948900149093	0.9689214892558597	1.0	0.9690943517196084	0.9680478296057315	0.9688100599871872	0.9671152367794341	0.9745832431262178	0.9680509361802138	0.965552992559399	0.9683735557632589	0.9754487218605771	0.9666428248437466	0.9667780374233782	0.968049337997893	0.9684014982892617	0.9674623615302093	0.9690961381086167	0.9695035432592646	0.9662754248382392	0.9678199622012466	0.9724887789200298	0.9720686798428259	0.9673728526458626	0.9667820012429061
CM_cf__CF_TNFC039SA_t1M16__bin.3	0.9601715487407064	0.9651690447090178	0.9665183769099194	0.9690789071008928	0.9652438093754035	0.9667151132926511	0.9662548328356664	0.9674026881134353	0.965406657315935	0.9663704172871284	0.9690943517196084	1.0	0.9659153800839386	0.9666781248033154	0.9656023688401816	0.9724554623274454	0.9651889410654163	0.9639447163912341	0.9656955206140531	0.9728310767352562	0.9653453798699541	0.9653088120893126	0.9656686140778202	0.9654073661637183	0.965994908124982	0.9999600120690846	0.9993452845839779	0.9646781049586661	0.9647273082468059	0.9689002488576468	0.96905080977323	0.964982458689381	0.9648603594050104
HMP_2012__SRS064329__bin.23	0.9598670349735474	0.9651488651374289	0.9659516692476681	0.967482837605347	0.9645819063564948	0.9651982258402624	0.9877409595130746	0.9669165053186667	0.9649243693148143	0.9654156969027231	0.9680478296057315	0.9659153800839386	1.0	0.966384019905733	0.9641229152719187	0.9712838199531988	0.9646040476755211	0.9628911008724742	0.9647723613942716	0.9720715549338947	0.9637946332147724	0.9637345104559593	0.96427745779367	0.965025269197988	0.9642264194011017	0.9659078074010911	0.9661949918425161	0.9634197518620783	0.9642066323299701	0.9681133444611383	0.9678247844895309	0.9640759493670886	0.9632936920681704
HMP_2012__SRS015762__bin.29	0.9617046139693314	0.9997824171182195	0.9653979403083601	0.966546442058811	0.965035992816962	0.9652002051088022	0.9670303164252312	0.9674964708867987	0.966620026995674	0.965556344822053	0.9688100599871872	0.9666781248033154	0.966384019905733	1.0	0.9646784937711294	0.9718401572711041	0.9650856792453257	0.9644191871048281	0.9651086588871977	0.9727402414819716	0.9646309597045541	0.964685519694334	0.9663868453674286	0.9651000781595134	0.9654534516777435	0.9666724461419097	0.9657948864473285	0.9652462568236562	0.9650270268096299	0.9678770062694503	0.9693665656692948	0.9641489479920639	0.9645316607397192
HMP_2012__SRS017076__bin.31	0.9719885668165973	0.9636407595661369	0.9647543917483427	0.9669131780069948	0.963488653682012	0.965220577549061	0.9644421991861677	0.9665610688710659	0.9645287015439482	0.9650098403172479	0.9671152367794341	0.9656023688401816	0.9641229152719187	0.9646784937711294	1.0	0.970519484112711	0.9639677244058282	0.9626258452954782	0.9644539519694184	0.9716048123600918	0.9802064195197018	0.9637981828601254	0.964789655774639	0.9642603762750075	0.981548043339762	0.965577441168025	0.9663700466033062	0.9627209846852787	0.9637847001954221	0.9668126986714484	0.9673764545915516	0.9631296079270296	0.9633613805778493
BritoIL_2016__M1.52.SA__bin.4	0.9655385926294113	0.9708779190996588	0.9726514076599824	0.9736498608426346	0.9715375794170558	0.9727508757597139	0.9715157937627232	0.9748714462669238	0.9720899221815499	0.9730032311201701	0.9745832431262178	0.9724554623274454	0.9712838199531988	0.9718401572711041	0.970519484112711	1.0	0.971455659031798	0.9684554257161038	0.9720264913025178	0.9785563200277649	0.9709044869364023	0.9706894226613909	0.9718488231420652	0.9714050683421797	0.9715271401027221	0.9723608451164917	0.9723787019725584	0.9693966882402881	0.9715956138228133	0.974566569212416	0.9742359832999441	0.9710222457182657	0.9699137562187646
BritoIL_2016__WL.10.SA__bin.8	0.9600389935201944	0.9637612292282797	0.9652996238621891	0.966780474479153	0.9662351160111516	0.9651479791422262	0.9642900515022024	0.9664888747149029	0.9642865759683358	0.9648567293980457	0.9680509361802138	0.9651889410654163	0.9646040476755211	0.9650856792453257	0.9639677244058282	0.971455659031798	1.0	0.962812207203244	0.9640666385011618	0.973676885573801	0.9636842431560333	0.9638361126118506	0.964304796664048	0.990054842688079	0.9637698514440841	0.9651481424042109	0.9651202857544977	0.9633190343265347	0.9647983765694349	0.9677958815247725	0.9683909580333699	0.9637741583124185	0.9635118460704567
FerrettiP_2018__CA_C10029MS2491SA_t0M15__bin.10	0.9600845730739735	0.9622904853192019	0.9638697902765613	0.9648387484338259	0.9618732630675668	0.9632578684322909	0.9625985362068584	0.9648587269913966	0.9633294690535205	0.9620006974352535	0.965552992559399	0.9639447163912341	0.9628911008724742	0.9644191871048281	0.9626258452954782	0.9684554257161038	0.962812207203244	1.0	0.9618708183037283	0.9707176426226192	0.9621244161959421	0.9628731383222993	0.9622717426881566	0.9626910069457071	0.9624434266162394	0.9640452982724419	0.9649160074672534	0.9613464277269753	0.9617741321339802	0.9655037280635936	0.9669133511554345	0.9620480953683206	0.9627166630768708
HMP_2012__SRS022721__bin.1	0.9586779980828948	0.9635900189999369	0.9815128008419771	0.9675427070964193	0.9642153158572415	0.9654832508127534	0.9647543859871369	0.9668167825420751	0.9658027954173999	0.9987401649408891	0.9683735557632589	0.9656955206140531	0.9647723613942716	0.9651086588871977	0.9644539519694184	0.9720264913025178	0.9640666385011618	0.9618708183037283	1.0	0.9723763133529246	0.9636568840419086	0.9638388083734932	0.9647613556503578	0.9645966865546816	0.9643975519659838	0.9655559208499825	0.9662361712179434	0.9627223355722023	0.9646918778112648	0.9677786655709917	0.9680079982948276	0.963991166221475	0.9637579180930237
BritoIL_2016__WL.2.SA__bin.2	0.9669480019716532	0.9716562097296163	0.9729301624919166	0.9745046693107561	0.9725083715082629	0.9728998495529981	0.9720477298961989	0.9742819941899727	0.9729834738308872	0.9731102248123391	0.9754487218605771	0.9728310767352562	0.9720715549338947	0.9727402414819716	0.9716048123600918	0.9785563200277649	0.973676885573801	0.9707176426226192	0.9723763133529246	1.0	0.9717864274978809	0.9714585985713938	0.971816505272357	0.9728640775986891	0.9717717927024857	0.9728287031894015	0.973128639581671	0.9706680094927627	0.9727867391498084	0.9751169992256167	0.9749766238423999	0.971291847589943	0.9709467231131479
HMP_2012__SRS024138__bin.20	0.9765633646568326	0.9635831158420591	0.9639562778999219	0.9666823993261902	0.9632390183936085	0.964806836336457	0.9641881484922015	0.9662178953061732	0.9644848964432036	0.9643651614325531	0.9666428248437466	0.9653453798699541	0.9637946332147724	0.9646309597045541	0.9802064195197018	0.9709044869364023	0.9636842431560333	0.9621244161959421	0.9636568840419086	0.9717864274978809	1.0	0.9637567398401257	0.9643938633783106	0.9638989009132004	0.987163426559709	0.9653636400178115	0.9660987380877983	0.9629696106372626	0.9637535501958394	0.9667896556286899	0.9673039907609393	0.9631205832447651	0.9631665160782886
FerrettiP_2018__CA_C10032MS2543SA_t0M15__bin.27	0.9595571649213687	0.9630809099095259	0.9643153021005555	0.9663658842984346	0.9630598165328454	0.964309063972061	0.9647439738409915	0.966212522652858	0.963808904851847	0.9642066391997121	0.9667780374233782	0.9653088120893126	0.9637345104559593	0.964685519694334	0.9637981828601254	0.9706894226613909	0.9638361126118506	0.9628731383222993	0.9638388083734932	0.9714585985713938	0.9637567398401257	1.0	0.9642553637113348	0.9636993125161688	0.9638720876617213	0.9652755779781526	0.9655925147935167	0.9640630576114447	0.9632695066790206	0.9670706903679206	0.9760613900423815	0.9624597788644378	0.9910589286085204
HMP_2012__SRS020220__bin.43	0.9594106366334431	0.9640124945725633	0.9653885096491437	0.9669563860979241	0.9638261737201329	0.9648059479007394	0.9648001656412045	0.9678966828487476	0.9648255331110174	0.9651868402561208	0.968049337997893	0.9656686140778202	0.96427745779367	0.9663868453674286	0.964789655774639	0.9718488231420652	0.964304796664048	0.9622717426881566	0.9647613556503578	0.971816505272357	0.9643938633783106	0.9642553637113348	1.0	0.9643810359722556	0.9646062889246984	0.9657082925186165	0.9663958600576698	0.9672306524997594	0.9637247848215951	0.9694190293259204	0.9678785550545381	0.9638698738104444	0.9635316932421667
BritoIL_2016__M1.38.SA__bin.2	0.9598238481435992	0.9637450713151946	0.9654750143057245	0.9672050150883618	0.9667577242258336	0.965291505852082	0.9646687265309539	0.966398914481403	0.9643353851272667	0.9652829467723019	0.9684014982892617	0.9654073661637183	0.965025269197988	0.9651000781595134	0.9642603762750075	0.9714050683421797	0.990054842688079	0.9626910069457071	0.9645966865546816	0.9728640775986891	0.9638989009132004	0.9636993125161688	0.9643810359722556	1.0	0.9640973347520131	0.9653870018857174	0.9655467188412489	0.9633681328889376	0.9647741975146497	0.9678376578699275	0.968483585750361	0.9643105907583932	0.9635383779667942
HMP_2012__SRS023352__bin.53	0.9821169365377425	0.9639225525000248	0.9647305304750936	0.9677495057274007	0.9638609367434031	0.9654368059651979	0.9648231377998213	0.9669516280136734	0.9650894364710848	0.9648968779318394	0.9674623615302093	0.965994908124982	0.9642264194011017	0.9654534516777435	0.981548043339762	0.9715271401027221	0.9637698514440841	0.9624434266162394	0.9643975519659838	0.9717717927024857	0.987163426559709	0.9638720876617213	0.9646062889246984	0.9640973347520131	1.0	0.965978737389925	0.9664111671266702	0.9630993444341619	0.96386097747483	0.9672732175438933	0.9679811684817088	0.9635680830092377	0.9634007024707495
CM_cf__CF_TNFC039IS_t1M15__bin.16	0.9601081404634175	0.9651528965899733	0.9665281931465292	0.9690262148423354	0.9652302469181876	0.9666569067990263	0.9662582063737495	0.9673978685612789	0.9652814956048761	0.9662911257556238	0.9690961381086167	0.9999600120690846	0.9659078074010911	0.9666724461419097	0.965577441168025	0.9723608451164917	0.9651481424042109	0.9640452982724419	0.9655559208499825	0.9728287031894015	0.9653636400178115	0.9652755779781526	0.9657082925186165	0.9653870018857174	0.965978737389925	1.0	0.9993266897362078	0.9646731104341394	0.9647321920737439	0.9689045995832382	0.9690518575486456	0.9649855354968668	0.9648703496628671
CM_cf__CF_TNFC039IS_t2M15__bin.3	0.9611773610697651	0.9650687237470316	0.9673161769300953	0.9689281334002707	0.9659628832705756	0.9673207598800898	0.9665072577543138	0.9676647166305833	0.9663972096341842	0.9668904514446649	0.9695035432592646	0.9993452845839779	0.9661949918425161	0.9657948864473285	0.9663700466033062	0.9723787019725584	0.9651202857544977	0.9649160074672534	0.9662361712179434	0.973128639581671	0.9660987380877983	0.9655925147935167	0.9663958600576698	0.9655467188412489	0.9664111671266702	0.9993266897362078	1.0	0.9649567204517336	0.9658921305418032	0.9692629227005884	0.9687454877479085	0.9652783421663109	0.9647725191789199
HMP_2012__SRS020856__bin.51	0.9589718193672714	0.9631971362833799	0.9636347034384439	0.9661611216916849	0.9621501529042112	0.9638928396457915	0.9644839079649371	0.9680902288754094	0.9634079648779088	0.9632838932621521	0.9662754248382392	0.9646781049586661	0.9634197518620783	0.9652462568236562	0.9627209846852787	0.9693966882402881	0.9633190343265347	0.9613464277269753	0.9627223355722023	0.9706680094927627	0.9629696106372626	0.9640630576114447	0.9672306524997594	0.9633681328889376	0.9630993444341619	0.9646731104341394	0.9649567204517336	1.0	0.9630340663127844	0.9664966761312197	0.9669382135760786	0.9625846549376195	0.9632862666555998
BritoIL_2016__W2.61.SA__bin.13	0.9586730997178584	0.9634658907209829	0.9651306627608098	0.9673071172636466	0.9635708004937037	0.9648150729927205	0.964518336555056	0.969227196806127	0.9653613498558627	0.9650794780068659	0.9678199622012466	0.9647273082468059	0.9642066323299701	0.9650270268096299	0.9637847001954221	0.9715956138228133	0.9647983765694349	0.9617741321339802	0.9646918778112648	0.9727867391498084	0.9637535501958394	0.9632695066790206	0.9637247848215951	0.9647741975146497	0.96386097747483	0.9647321920737439	0.9658921305418032	0.9630340663127844	1.0	0.967759293695867	0.9675087866670788	0.96386526670079	0.9628383998705077
BritoIL_2016__W1.9.SA__bin.2	0.9621076638047675	0.9671927308801089	0.9683881172265499	0.9706658054793046	0.9682729819513087	0.9685251353719365	0.9682993378364889	0.9696260886571436	0.9682976513193012	0.9689578685105973	0.9724887789200298	0.9689002488576468	0.9681133444611383	0.9678770062694503	0.9668126986714484	0.974566569212416	0.9677958815247725	0.9655037280635936	0.9677786655709917	0.9751169992256167	0.9667896556286899	0.9670706903679206	0.9694190293259204	0.9678376578699275	0.9672732175438933	0.9689045995832382	0.9692629227005884	0.9664966761312197	0.967759293695867	1.0	0.9828991982857804	0.9669433729082326	0.9665840547333148
BritoIL_2016__WL.25.SA__bin.7	0.9637045069725853	0.967699621314002	0.9685432266942055	0.9702331419539295	0.9680603195469172	0.9685990574925206	0.9684438248793382	0.9696529184720722	0.9682693260561707	0.9683866406399763	0.9720686798428259	0.96905080977323	0.9678247844895309	0.9693665656692948	0.9673764545915516	0.9742359832999441	0.9683909580333699	0.9669133511554345	0.9680079982948276	0.9749766238423999	0.9673039907609393	0.9760613900423815	0.9678785550545381	0.968483585750361	0.9679811684817088	0.9690518575486456	0.9687454877479085	0.9669382135760786	0.9675087866670788	0.9828991982857804	1.0	0.966164447102085	0.9764596701720946
BackhedF_2015__SID589_12M__bin.44	0.9592114842715576	0.9637371141164335	0.964926333573505	0.9667659247545185	0.9642361336654678	0.964550501014971	0.9639715757743794	0.9659849614490378	0.9649064749283613	0.9642928319936226	0.9673728526458626	0.964982458689381	0.9640759493670886	0.9641489479920639	0.9631296079270296	0.9710222457182657	0.9637741583124185	0.9620480953683206	0.963991166221475	0.971291847589943	0.9631205832447651	0.9624597788644378	0.9638698738104444	0.9643105907583932	0.9635680830092377	0.9649855354968668	0.9652783421663109	0.9625846549376195	0.96386526670079	0.9669433729082326	0.966164447102085	1.0	0.9618148117540111
HMP_2012__SRS016342__bin.54	0.9592265940634997	0.9629648575659125	0.9636094917852587	0.965969320674693	0.9626562138490892	0.9640969269180276	0.9642818484382709	0.9656436903390212	0.9639119910885533	0.9639505891279415	0.9667820012429061	0.9648603594050104	0.9632936920681704	0.9645316607397192	0.9633613805778493	0.9699137562187646	0.9635118460704567	0.9627166630768708	0.9637579180930237	0.9709467231131479	0.9631665160782886	0.9910589286085204	0.9635316932421667	0.9635383779667942	0.9634007024707495	0.9648703496628671	0.9647725191789199	0.9632862666555998	0.9628383998705077	0.9665840547333148	0.9764596701720946	0.9618148117540111	1.0
