	FerrettiP_2018__CA_C10007MS2097SA_t0M15__bin.35	HMP_2012__SRS057205__bin.57	BritoIL_2016__WL.28.SA__bin.2	HMP_2012__SRS017120__bin.71	BritoIL_2016__W3.22.SA__bin.20	HMP_2012__SRS024318__bin.50	CM_cf__CF_TNFC017SA_t1M16__bin.25	BritoIL_2016__W3.19.SA__bin.2	FerrettiP_2018__CA_C10043MS2741SA_t0M16__bin.15	HMP_2012__SRS022719__bin.3	BritoIL_2016__W1.44.SA__bin.1	CM_cf__CF_TNFC039SA_t1M16__bin.3	HMP_2012__SRS064329__bin.23	HMP_2012__SRS015762__bin.29	HMP_2012__SRS017076__bin.31	BritoIL_2016__M1.52.SA__bin.4	BritoIL_2016__WL.10.SA__bin.8	FerrettiP_2018__CA_C10029MS2491SA_t0M15__bin.10	HMP_2012__SRS022721__bin.1	BritoIL_2016__WL.2.SA__bin.2	HMP_2012__SRS024138__bin.20	FerrettiP_2018__CA_C10032MS2543SA_t0M15__bin.27	HMP_2012__SRS020220__bin.43	BritoIL_2016__M1.38.SA__bin.2	HMP_2012__SRS023352__bin.53	CM_cf__CF_TNFC039IS_t1M15__bin.16	CM_cf__CF_TNFC039IS_t2M15__bin.3	HMP_2012__SRS020856__bin.51	BritoIL_2016__W2.61.SA__bin.13	BritoIL_2016__W1.9.SA__bin.2	BritoIL_2016__WL.25.SA__bin.7	BackhedF_2015__SID589_12M__bin.44	HMP_2012__SRS016342__bin.54
BritoIL_2016__W1.44.SA__bin.1	0.7122533881673967	0.8694202816549087	0.6595835033248859	0.555275296976483	0.8832737246166629	0.8704560141274147	0.8600254317289109	0.5981298447592474	0.8924404632505561	0.8874434560945322	1.0	0.8858431035047544	0.8883660263072475	0.47556141881650144	0.8571737427821834	0.6568723738166355	0.8095568506347509	0.6783630781325846	0.7731894782922027	0.6949723199156643	0.8797787975616511	0.9035708648872398	0.8805596171542074	0.8538259266648998	0.8604488968168648	0.8858585888666205	0.4325907308197414	0.8726281339245565	0.8686305281997374	0.7212271553688048	0.4731123492782928	0.6292560177009598	0.8422327509447559
CM_cf__CF_TNFC039SA_t1M16__bin.3	0.6578670781239363	0.8335726441424065	0.6103029202877175	0.5245181638719338	0.8208359238501509	0.8113721041047401	0.8129704340722925	0.5436890472192598	0.8364906627941276	0.8461164938394864	0.6749722039436364	1.0	0.8609330398674865	0.45305620476050007	0.8223752581062376	0.5774577386489983	0.750781693176919	0.6539810759910145	0.7167761112749881	0.6198239204919335	0.8413677928796715	0.8469397109210138	0.835175058428445	0.7947266910213066	0.8063588300696604	0.9986503596469334	0.4488643325542874	0.8729422976560551	0.8202246375167344	0.6783022849492865	0.4197159129586349	0.5786925642712895	0.8113693812257493
HMP_2012__SRS064329__bin.23	0.651803224484939	0.8355919624957647	0.6090891088929038	0.5240946180768451	0.8289196276827183	0.8176609994286436	0.9086356571825134	0.5473031341034382	0.8503541228952237	0.8522875603262454	0.6774393240372099	0.8616259223227772	1.0	0.4554537287592118	0.8143127962946309	0.576856068141293	0.7591423840187339	0.6389885810467721	0.71720355094837	0.6199121800653835	0.8451138125642095	0.8466171430543861	0.8392253896623547	0.803245831323594	0.8134757455111279	0.8622513259738267	0.3999594872870925	0.8383165786923114	0.8298443348966155	0.6962241424884797	0.4196572043139681	0.5880492947063691	0.7992013727087834
HMP_2012__SRS015762__bin.29	0.6688327070951945	0.9494666456863923	0.7029988535778573	0.7877493641074766	0.8061128681130376	0.8381106686425013	0.7868285951919436	0.6328431787882508	0.8457526183555499	0.8531965811374651	0.6903346065593329	0.8631296459924506	0.8669994691529445	1.0	0.8089452051715224	0.6103305949464053	0.7374952664696596	0.6385363837730257	0.710473076371081	0.6508426980863569	0.8432349854146746	0.8591811468025543	0.8452010215779818	0.8102766456691007	0.8130899621490487	0.8628270458793647	0.4705077284068882	0.8273510731929155	0.8298029986806635	0.7378359077398193	0.4588852903491314	0.6676084734948238	0.8308188704888807
HMP_2012__SRS017076__bin.31	0.7246671769238676	0.8650595893261113	0.6468672569550817	0.5383890375198707	0.8718662341122572	0.8582579340171578	0.8687148803174105	0.5780279390764878	0.8733535972633716	0.8822129129665535	0.7180850586113886	0.9041656147185585	0.8945813279792917	0.4668454230028869	1.0	0.6125641023082319	0.7939166298276934	0.6800687350378053	0.7603319598965781	0.6512006178968556	0.9292906260696192	0.8936837210323428	0.8847809968775853	0.8361455689949896	0.90554021568512	0.9043272737795988	0.43640362475539085	0.8932147101762383	0.8656797813411515	0.7102116636014646	0.4483374563046535	0.6199919370048567	0.8562596484015212
BritoIL_2016__M1.52.SA__bin.4	0.7697898039795865	0.9331248004432331	0.7290647496133411	0.6345508906553463	0.9445271816130755	0.9490938707483558	0.9286713350055216	0.6635686146929638	0.9585616363390703	0.9617235967998454	0.8324900683946616	0.9604819102498393	0.9587095819705603	0.5328563847975296	0.9267072812650258	1.0	0.8739948566248317	0.740988714616651	0.8489452457746803	0.7874587393975443	0.9527676023221425	0.9562413053635574	0.9580642068944174	0.9261238018102205	0.9367789065761079	0.9603935957657357	0.4820838595090168	0.9403077118170063	0.9485790803367423	0.7948499823748444	0.5417995472561746	0.6987608043713406	0.9051713791627637
BritoIL_2016__WL.10.SA__bin.8	0.6950442562658675	0.8587386831166204	0.6410297898160026	0.53306738768276	0.8896765540256435	0.8613088996875715	0.8579206208118882	0.5742286422933421	0.8721619305631696	0.8772496713380135	0.7234555547867556	0.880540016925427	0.8896297163660363	0.4540155309421289	0.8469004646508731	0.6162760867135398	1.0	0.6639823720081114	0.7578711219216214	0.6609480368101425	0.8686996694751521	0.8764145771570606	0.8741333702357319	0.923755741605148	0.8502999206953263	0.881078650010911	0.42337837909762993	0.8623664727516592	0.865429016994619	0.6973510110015275	0.44403325473832117	0.6231761255675073	0.8316372423263414
FerrettiP_2018__CA_C10029MS2491SA_t0M15__bin.10	0.6592403190012295	0.827465472713178	0.613008689872733	0.5039851245922979	0.8227150009832066	0.8129373252118677	0.8059819604003833	0.5482461566783037	0.8274445534239796	0.8425608317987541	0.6807584975646959	0.8613248365157549	0.8409022310123083	0.44143166833722136	0.8146604769478398	0.5867382464973638	0.7456292133689798	1.0	0.7215182383328642	0.6308486597011411	0.8253197513353977	0.8333802523105356	0.8276328270267654	0.7911388281731424	0.8043006472428078	0.8621257464450657	0.4099571035032637	0.835956313351826	0.8182562039140587	0.6729597865515269	0.44598011950293376	0.5761178222183173	0.8121382083644881
HMP_2012__SRS022721__bin.1	0.6968798799920053	0.8462727019149886	0.6800224246271164	0.5292777556923631	0.8519727522111649	0.844359690140412	0.8363293235493726	0.57442351576862	0.8802742349600156	0.9955073873881789	0.7128159709028933	0.8672532357572869	0.8670725868267944	0.45121765066340436	0.8367345482019667	0.6175513888553337	0.7818480220863908	0.6628388128345301	1.0	0.6631517912247449	0.8593612385598162	0.8716190097583367	0.8562989920997666	0.827082184830761	0.8416219528533746	0.8692008398802556	0.4200043707157651	0.8518799568638907	0.87438529945992	0.7009738569699738	0.45135547097207795	0.6245977953143291	0.821620437379064
BritoIL_2016__WL.2.SA__bin.2	0.7569921489167103	0.9024914005013808	0.7048285143871085	0.6051501535757734	0.9274263922860754	0.9031663621328246	0.8927589547504909	0.6377818743352779	0.9222778634925641	0.9344143099989777	0.7899569500399763	0.9246453066471874	0.9240333053284057	0.50963462031885	0.8835755500057206	0.7062617077409366	0.8406955151270613	0.7145460663005943	0.8176310539217843	1.0	0.9135405968773038	0.9205318995532525	0.9214769812357959	0.8979135764774856	0.8872536508518938	0.9248531433782337	0.46564837951664084	0.895215760929538	0.9237259506837965	0.7646753380393346	0.5153091723697653	0.6825202539263879	0.8732256869951751
HMP_2012__SRS024138__bin.20	0.7081184018777223	0.8562944723414079	0.6267271425206213	0.5250135603317926	0.8492874747853361	0.8555518996030328	0.8525735833878973	0.5616569049587148	0.8527185101715471	0.8673141007151451	0.6973258412008435	0.8752237041680848	0.878413509631022	0.4604238943195782	0.8792386953568196	0.5958695394585591	0.7704907353075162	0.6518589574429817	0.7388334385272041	0.6370216649018959	1.0	0.8896998599355808	0.8620679399767079	0.8185785751006344	0.8980069498765761	0.8729912652108213	0.41305785599942596	0.8763255253831944	0.8451596578594928	0.686387881666101	0.4270307806549652	0.6096026504134662	0.8393923271889727
FerrettiP_2018__CA_C10032MS2543SA_t0M15__bin.27	0.6775212485290921	0.8572259052173197	0.6297757661837342	0.5239509709865763	0.8501594576565907	0.849150902031914	0.844733962419709	0.5622001971203933	0.8669840205065169	0.8720961280458098	0.7106733572675965	0.8742411239609957	0.8732053987003545	0.4655212635192361	0.8390437974531746	0.593440594059406	0.7713525232159855	0.653160859235053	0.7436062351503886	0.6369579189183112	0.882854367003695	1.0	0.8626635799461854	0.8201576213639532	0.8489981899401143	0.875028106519963	0.41193290411554406	0.8731697971084013	0.8488599995502957	0.6849043628814054	0.43811646967119117	0.6076920050067081	0.8940224927110424
HMP_2012__SRS020220__bin.43	0.7087893235403432	0.8896723171629208	0.6585196799228112	0.5553880726696317	0.8939821845686563	0.8787516891185078	0.8808418886621688	0.5887894219953382	0.8921676590109703	0.902706281674818	0.7278108285726241	0.9059582501593741	0.9096197914230931	0.48124555414163245	0.8729482594387574	0.6248219810621817	0.8084868205682331	0.6816580805706453	0.7677038079930688	0.670051713486119	0.8989571154655568	0.9065534106040952	1.0	0.8600093039970267	0.8722452907745207	0.9060872262028123	0.4339108539247853	0.8954929764667947	0.8901734530874256	0.718273985482811	0.4539390612808502	0.6245950422987272	0.8567986866103668
BritoIL_2016__M1.38.SA__bin.2	0.6974031392302017	0.8742476277697219	0.6498379505965555	0.5458083390572133	0.9026431605993538	0.8765020733165434	0.8676369279299906	0.5783357500826783	0.8847775318629322	0.8894344806532855	0.7293891984024015	0.8910020605968099	0.8998290467831793	0.47683736548881933	0.852638327100664	0.6242534788470834	0.8830445953852808	0.6734600218779414	0.7663853061639827	0.674821033351141	0.8822427433920985	0.8907985448624997	0.888860057493195	1.0	0.8639385382482383	0.8913388791370933	0.4298577933806507	0.8758986491643135	0.8783006436185097	0.7114080744867587	0.4484072349843547	0.633239207306215	0.8447154595639675
HMP_2012__SRS023352__bin.53	0.7345541576863315	0.8789093278532405	0.6478597564031877	0.5353360733797805	0.8759911783870482	0.881041050573906	0.8728469750889679	0.5788967971530249	0.8800942308656207	0.8912941707182598	0.7241231015989174	0.8906079895744574	0.8977459776452308	0.47138188561976846	0.9096787128464738	0.6220515262392863	0.8007463285048367	0.6744889980452108	0.768268257230214	0.6568999047666784	0.9534649892235977	0.9084191268608091	0.8881088667234726	0.8510991930229062	1.0	0.8912656007217684	0.4331416971580372	0.8951190416520475	0.873759711292667	0.7084050924765676	0.44355671394917545	0.6320931281640019	0.8618710841561826
CM_cf__CF_TNFC039IS_t1M15__bin.16	0.6562353196746907	0.8316846111722084	0.6097733063600034	0.5231572373155201	0.8193669413782647	0.8098316882317533	0.810844998393367	0.5422811471811513	0.8372168592363288	0.8472893161174697	0.6731389081232265	0.9959205101398901	0.859202838535656	0.4516593576183817	0.8202738969673106	0.5758262845143217	0.7491874058083173	0.6527998406944274	0.7164220511497608	0.6182685475585968	0.8369276653134744	0.845384890409533	0.8330106490344362	0.7928538778687448	0.8047483922356637	1.0	0.44802927239895185	0.870626224774732	0.8197959802497297	0.6778008589828882	0.41856905579768194	0.5771382926244235	0.8099244656248444
CM_cf__CF_TNFC039IS_t2M15__bin.3	0.7258470031291332	0.8611356414723056	0.7021859576115358	0.6148242685247911	0.8689272234588212	0.8695119197393465	0.8662970982934932	0.6353138407690571	0.8820617197328946	0.8828823107197006	0.732203054937256	0.9971037372173296	0.8877524274976613	0.5486154795315977	0.8817300558082519	0.6438413335914062	0.8018968353817866	0.6914517403787218	0.7711105600180651	0.6933882947837028	0.8820697845091777	0.8864882738152844	0.8885770508726089	0.8517048937062486	0.8711581421981355	0.9979767492499758	1.0	0.8947869286106003	0.8722569679667086	0.7241927158940611	0.45991503758185753	0.6824786686667312	0.844466756992161
HMP_2012__SRS020856__bin.51	0.6502236649109561	0.8178243027152305	0.59702403627911	0.49344106355459544	0.8155956375647555	0.8150262672253916	0.8175761156442257	0.5375074992187125	0.8085305181133221	0.8271559540945164	0.6684384972820322	0.8775840083580646	0.8420964507880168	0.43658523788776377	0.8167348344697168	0.568334705813919	0.7391959925087653	0.6380944342680649	0.7078140148136659	0.6032871100121129	0.8469064439674345	0.8503997682370734	0.8299170352594444	0.7854094288275669	0.8147525314853129	0.8776547234242515	0.40494640482322375	1.0	0.8044395374778446	0.6648206232506576	0.4178352521448336	0.5753053864350254	0.8153967229269651
BritoIL_2016__W2.61.SA__bin.13	0.6808330926496875	0.8394855867250758	0.6412485766467149	0.5308191258844235	0.8497095434503934	0.8434802238666171	0.8388761709911471	0.5641629402198735	0.8912754905322404	0.8877944699197611	0.6916678878694019	0.8571686023322839	0.8665242009184393	0.45518138536083813	0.8228350209643754	0.5959886691356303	0.7711333283062464	0.6492634606182274	0.7552207009751126	0.6470975449319611	0.8490612389303307	0.8593909541837932	0.8575854711495003	0.8186829316643404	0.826736704421987	0.8590689360644643	0.4103483059902484	0.8362260424921643	1.0	0.6848993420681341	0.4304277244795898	0.6019282198373596	0.8124607258829059
BritoIL_2016__W1.9.SA__bin.2	0.6940361758581373	0.8512800015702257	0.6503761701601215	0.5792205613913627	0.8630049479951966	0.8501225549236984	0.8654173856099524	0.5927245021224812	0.8804118511592607	0.8854728550211831	0.7202482384030805	0.8890052679881544	0.9117604549371999	0.5075944797051307	0.8466246393387922	0.6263213835591426	0.779286344330266	0.6696816189026621	0.7593123601146027	0.6718174826784481	0.8648035701221742	0.869625471439439	0.8678417188736961	0.831646827698067	0.8406292322488664	0.890783072729403	0.4272774368683039	0.8667270965635254	0.8589628064690918	1.0	0.4801791722650565	0.6328889713653886	0.8234971185764239
BritoIL_2016__WL.25.SA__bin.7	0.7269592638445332	0.8674405432763052	0.672078636528022	0.5990218271090896	0.8637896162891044	0.8508850819066717	0.8454479178426619	0.6273251219367517	0.8693750753434225	0.8989661447320836	0.7599955607177095	0.8848570723315992	0.8840218366765084	0.5078060569414493	0.859695717814725	0.6867320950542186	0.7981743451580251	0.7138901698599521	0.786455213956185	0.7282470384055323	0.8654533904061752	0.8948052743265972	0.8822355995996992	0.843197660957469	0.8466591530538243	0.8848580290734721	0.43648573402193236	0.8762330010887722	0.8683293564762814	0.7723958921330943	1.0	0.661623361340357	0.8586844416550105
BackhedF_2015__SID589_12M__bin.44	0.6867001266564586	0.8685581417958211	0.655516712441229	0.5819600964641514	0.8618931494789261	0.8655213574115632	0.8426847118363026	0.5943874175315224	0.8661586905504559	0.8820008749827839	0.7133027089358966	0.8609249972319217	0.8741415581715021	0.5213331064859449	0.8389295773887164	0.6249956115832598	0.7904834819993896	0.6507691206693078	0.767989808070906	0.6806535635294214	0.8718285249788681	0.8758348118922042	0.8566142217109154	0.8402805346036788	0.8514129351621553	0.8609661808351765	0.4570684566005839	0.8513589238791984	0.8568971058054028	0.7183959729187428	0.4668856824190573	1.0	0.8250419262583953
HMP_2012__SRS016342__bin.54	0.6884522933504882	0.8710934376038962	0.6424268457131993	0.5317662905569519	0.8664046825181664	0.865067265679188	0.8513405101498319	0.565694126381113	0.8683014101976652	0.884383105794752	0.7112668440835526	0.8992697271498636	0.8850711788431621	0.48334113786559546	0.8631750647960603	0.6031609110127399	0.7859046626505599	0.6834386148807868	0.7526276795490908	0.6487703963612604	0.8943410518564643	0.9599333253192271	0.8754260847084315	0.8350661742182851	0.8648791521410991	0.900128812505627	0.421336099038257	0.8989533543812599	0.8616686475592268	0.6963897792985578	0.451426720471833	0.6146529380668869	1.0
