	FerrettiP_2018__CA_C10007MS2097SA_t0M15__bin.35	HMP_2012__SRS057205__bin.57	BritoIL_2016__WL.28.SA__bin.2	HMP_2012__SRS017120__bin.71	BritoIL_2016__W3.22.SA__bin.20	HMP_2012__SRS024318__bin.50	CM_cf__CF_TNFC017SA_t1M16__bin.25	BritoIL_2016__W3.19.SA__bin.2	FerrettiP_2018__CA_C10043MS2741SA_t0M16__bin.15	HMP_2012__SRS022719__bin.3	BritoIL_2016__W1.44.SA__bin.1	CM_cf__CF_TNFC039SA_t1M16__bin.3	HMP_2012__SRS064329__bin.23	HMP_2012__SRS015762__bin.29	HMP_2012__SRS017076__bin.31	BritoIL_2016__M1.52.SA__bin.4	BritoIL_2016__WL.10.SA__bin.8	FerrettiP_2018__CA_C10029MS2491SA_t0M15__bin.10	HMP_2012__SRS022721__bin.1	BritoIL_2016__WL.2.SA__bin.2	HMP_2012__SRS024138__bin.20	FerrettiP_2018__CA_C10032MS2543SA_t0M15__bin.27	HMP_2012__SRS020220__bin.43	BritoIL_2016__M1.38.SA__bin.2	HMP_2012__SRS023352__bin.53	CM_cf__CF_TNFC039IS_t1M15__bin.16	CM_cf__CF_TNFC039IS_t2M15__bin.3	HMP_2012__SRS020856__bin.51	BritoIL_2016__W2.61.SA__bin.13	BritoIL_2016__W1.9.SA__bin.2	BritoIL_2016__WL.25.SA__bin.7	BackhedF_2015__SID589_12M__bin.44	HMP_2012__SRS016342__bin.54
BritoIL_2016__W1.44.SA__bin.1	0.7403247756855995	0.8986590272214794	0.6811087519096132	0.5717070526889437	0.9124910289129574	0.8982629593122117	0.8882683494093228	0.6167021539542765	0.9219912984178129	0.9159085291586386	1.0	0.9140937638660993	0.9176881545915587	0.4908716769753515	0.8863201717683985	0.6740033531764349	0.8362750557621925	0.702564316365943	0.7984413387690924	0.7124642273251122	0.9101384450909914	0.9346208022013037	0.9096226634226818	0.881685879434546	0.8893874645995694	0.9141080580462834	0.4461981947641609	0.9030842671701395	0.8975125148525466	0.7416303108090804	0.4867067102242102	0.650479301729298	0.8711713187274606
CM_cf__CF_TNFC039SA_t1M16__bin.3	0.6851557713689274	0.8636545574187107	0.6314447142111592	0.5412543395883914	0.8503923214812462	0.8393083887363573	0.84136234712169	0.5620090308819858	0.8664645685371333	0.8755612534319621	0.6964979238047696	1.0	0.8913131083932745	0.46867327721177193	0.851670713167389	0.5938140727462504	0.7778598171132944	0.6784425132173084	0.7422382065303714	0.6371341698622677	0.8715717818973928	0.8773769599056068	0.8648671461959111	0.8232034671325815	0.8347443897347462	0.9986902952054639	0.44915840348528513	0.9049052665017813	0.850213972907354	0.7000744253590797	0.4331206462299471	0.5996923146740487	0.8409189716593678
HMP_2012__SRS064329__bin.23	0.6790557449479466	0.865764850043919	0.6305585758418878	0.541709472980473	0.8593563928788461	0.8471430816367499	0.9199129067508168	0.5660293635416468	0.8812650503365916	0.8828192488071005	0.6997994348204042	0.8920304408528017	1.0	0.47129683374073134	0.844615124685595	0.5939109210828702	0.7869989617481872	0.6636145878467311	0.7433914772515667	0.6377227858576114	0.8768608824322888	0.8784754866294422	0.8703152633916771	0.8323573039607082	0.8436563540920111	0.8926849119211837	0.41395317784081775	0.8701467632068265	0.8606498929501522	0.7191556096936204	0.43360865627688167	0.6099615855912812	0.8296549425055568
HMP_2012__SRS015762__bin.29	0.6954658399055196	0.9496732783350423	0.7281959327086515	0.8150144988682756	0.8353189664563452	0.8683283159352678	0.813654527502892	0.6541038627336722	0.8749587166988576	0.8836321005116535	0.712559288007871	0.8928821536828163	0.8971583255665971	1.0	0.8385645688121303	0.6280154101269019	0.7641759507263267	0.6620942348626455	0.7361586385415712	0.6690817037596767	0.8741529358262972	0.8906334025567115	0.8745990548501611	0.8395778469050925	0.8421845307363903	0.8925743661392203	0.4871714843486576	0.8571398928968514	0.8598753979191487	0.7623240380342405	0.47338675233996347	0.6924329222006463	0.8613702424777935
HMP_2012__SRS017076__bin.31	0.7455511326612175	0.8976992522769479	0.6704994167301161	0.5568121831058298	0.9049055541862212	0.8891832126046169	0.9007433323121536	0.5980252647167125	0.9054718598475815	0.9142009501960365	0.7425020631488192	0.9363746857876738	0.927870620860605	0.483938872917018	1.0	0.6311713596025981	0.8235925433261252	0.7064725493933295	0.7883548596011013	0.6702319807525928	0.9480560497909908	0.9272519256887225	0.9170713964249398	0.8671367086813909	0.9225633139708355	0.9365662817118696	0.4515905954342292	0.9278022650230664	0.8982086778983125	0.7345907481122314	0.4634570690413917	0.6437263810623395	0.8888249681421881
BritoIL_2016__M1.52.SA__bin.4	0.7972646664316646	0.9611144533069246	0.7495642774705222	0.6517239062779521	0.972198298474273	0.975680304586843	0.9558993697968994	0.6806729412723778	0.9860832979194768	0.9884074030182418	0.8542010898158303	0.9876873003017034	0.9870540024199679	0.5482963230226802	0.9548569569546147	1.0	0.8996755008827674	0.7651242328150959	0.8733766552361054	0.8047147857317006	0.9813195995504265	0.9851156127175876	0.9858160899932141	0.9533858037108689	0.9642333887626235	0.9876925840742566	0.49577788831765435	0.96999270084563	0.9763105831699767	0.815593318594124	0.5561276287711983	0.7196135901649368	0.9332493465105589
BritoIL_2016__WL.10.SA__bin.8	0.7239750270114912	0.8910284592006728	0.6640733860966666	0.5513841060660092	0.9207661150822586	0.8924112346513522	0.8896914569173369	0.5941389055955035	0.9044634160621238	0.9092020033744405	0.7473321162638451	0.91229807912371	0.9222745006200668	0.47044064657260104	0.8785568678379629	0.6343841646130837	1.0	0.6896281196276406	0.7861190208800157	0.6788166039503308	0.9014360000638696	0.9092983399243146	0.9064907415785356	0.9330349206687141	0.882264494392787	0.9128947270375712	0.43867939089752667	0.895203397859306	0.8970050510157918	0.7205558778601576	0.45852684915612374	0.6465997455863489	0.8631313104432013
FerrettiP_2018__CA_C10029MS2491SA_t0M15__bin.10	0.6866481740150153	0.8598915663586749	0.6359870348222488	0.5223516628145289	0.8553257820676267	0.8439456887436891	0.8372981363304101	0.5682139170651791	0.858942428323044	0.8758422255254776	0.7050451946300782	0.8935417372692677	0.8733097961445152	0.4577176338251757	0.8462898445218657	0.6058495114150584	0.7744284999614487	1.0	0.7501196882189138	0.6498786382379503	0.8578097982364441	0.8655140736012318	0.8600822307373691	0.8217993338102931	0.8356861556741779	0.8942792916370061	0.4248629935980998	0.8695682318478845	0.8507779285958913	0.6970038198622076	0.46124103982016584	0.5988451356974521	0.843590060827316
HMP_2012__SRS022721__bin.1	0.7269175691792059	0.8782497589517311	0.6928309279754361	0.547032964860763	0.8835918058962933	0.8745461813341885	0.8668831525379802	0.5941389580125762	0.9114430390311506	0.9967631445433042	0.7360960722859283	0.898060741967437	0.8987328218790563	0.46753041381234034	0.8675733522511383	0.6353236196554821	0.8109896047247657	0.6891141723204108	1.0	0.6819908939760995	0.8917709744939084	0.9043203097717344	0.887575965895239	0.8574383432571276	0.8726919216433892	0.9002076639073321	0.43468086087726193	0.8848656828529573	0.906388163486733	0.7243121613518909	0.46627246031763464	0.6479289615926097	0.8525174444271177
BritoIL_2016__WL.2.SA__bin.2	0.7828674834356834	0.9288176120981287	0.7244389592998813	0.620982302736201	0.9536436080727306	0.9283240844859697	0.9184311914866825	0.6546173265426461	0.9478864629234842	0.9602348081165998	0.8098395459816765	0.9504685127352465	0.9505815705009948	0.5239164564040454	0.9093980791011704	0.7217384357814965	0.8634235110055304	0.7361008339871954	0.8408586703458958	1.0	0.9400631363307407	0.9475770773010471	0.9482005874941863	0.9229589180574915	0.9130267594868667	0.9506844733776041	0.47850650014453794	0.9222677086034252	0.9495667585796966	0.7841882960163724	0.5285348999844969	0.7026932796974655	0.899354893742625
HMP_2012__SRS024138__bin.20	0.7251126015018569	0.8886565759229877	0.6501613785700022	0.543108637022609	0.8816996182335832	0.8867597817317665	0.8842398495782725	0.5812942481061563	0.884118054431101	0.8993627470187333	0.7213893521772771	0.9066430755446202	0.9114114971786484	0.47730574028081807	0.8969934065394553	0.6137262186713849	0.7995261319041443	0.6775204396332739	0.7666976189992877	0.6555161163776235	1.0	0.923158119841704	0.8938961276224313	0.8492369628444548	0.9096841776301969	0.9043133892993049	0.42755242266126176	0.9100240710641638	0.8769458309001842	0.709966100350704	0.4414649218174291	0.6329453040653615	0.8714924295818697
FerrettiP_2018__CA_C10032MS2543SA_t0M15__bin.27	0.706077004369627	0.8900871114742057	0.653080755653158	0.5421869495806507	0.8827691105598069	0.8805796126546795	0.8756042901792072	0.5818597709505999	0.8995393341378044	0.9044701546233351	0.7350946440215558	0.9056595288597747	0.9060642627472437	0.48256271501487774	0.8705596382878258	0.6113599058618958	0.8002942752640139	0.6783457064480104	0.7715047668657857	0.6556717083517587	0.9160551937101356	1.0	0.8946422414762294	0.8510513712234206	0.8808203918423636	0.9065060035526641	0.42661153416628567	0.9057185525516973	0.881227936381829	0.7082257478208078	0.4488615922530936	0.6313947017336101	0.9020881270564604
HMP_2012__SRS020220__bin.43	0.7387757613647832	0.9228846328982443	0.6821291877216775	0.5743672420540665	0.927534662311674	0.9108066663877108	0.9129785835772145	0.6083184625267982	0.9246932511562308	0.9352658407933504	0.7518323705255282	0.9381668172207632	0.9433174902837227	0.49798438011504464	0.9048068189929531	0.642920962791396	0.8384141853956784	0.7083841812359548	0.7957447751164846	0.6894837758475129	0.9321472788270072	0.9401590540444081	1.0	0.891773346756031	0.9042500559962784	0.9382618262909296	0.4489990819071717	0.9258318831733029	0.9236801492577724	0.7409324180300633	0.4690041523394137	0.6480076401076114	0.8892273005855611
BritoIL_2016__M1.38.SA__bin.2	0.7265949273703223	0.9071357704342516	0.6730758859294309	0.5643150423567121	0.933680836449668	0.9080180111424865	0.8994143834745224	0.5984441222111985	0.9174998092039991	0.9214235925614999	0.753188837161973	0.9229285914167239	0.932440916838383	0.4940807448675876	0.8842407591136889	0.6426294232872879	0.8919148286651912	0.6995598972245541	0.7945137245923325	0.6936436948281564	0.915285558014704	0.9243532015568954	0.9216896893841106	1.0	0.8961113231066676	0.9232969548958254	0.4451962654862754	0.9092045078735149	0.9103691266631051	0.7350489709735684	0.4629993131343967	0.6566755704800428	0.8766806583734005
HMP_2012__SRS023352__bin.53	0.7479294270963861	0.9118049220590446	0.6715447847225703	0.5531762818906321	0.9088356473359731	0.9125828279284246	0.9046704425843316	0.598682271565335	0.9119302290611999	0.9237196130519774	0.7484767680818004	0.9219593002857	0.931053080046113	0.48824921056588644	0.9267796100446093	0.6402821913688537	0.8308480777905869	0.7008089820059145	0.7966302440980402	0.6759816550548845	0.9658633652448498	0.942468547942459	0.9206957044759662	0.8827938449200541	1.0	0.9226555059896747	0.44819608039697256	0.9294150669139392	0.9065204751641521	0.732373314620821	0.45822866021753295	0.6559921808430655	0.8946133025913489
CM_cf__CF_TNFC039IS_t1M15__bin.16	0.6835014640725202	0.8617128064482551	0.6308903461728194	0.5398793441317168	0.8488823718427401	0.837765377287189	0.8391597536194497	0.5605564833294865	0.8673292330251313	0.8768468358383229	0.6946048814485946	0.995960336533022	0.8895288266148924	0.46723102476024964	0.8495164261243036	0.5921940269461755	0.7762408410610113	0.6771464389321096	0.7419788286514692	0.6355369095624075	0.8669558605895211	0.8757964147194729	0.8625903448151014	0.8212808711118352	0.8330912069659983	1.0	0.4483311383559846	0.9025090627673007	0.8497653410813771	0.6995537633678647	0.4319366941378265	0.5980797342493404	0.8394127417303663
CM_cf__CF_TNFC039IS_t2M15__bin.3	0.755164481112294	0.8923049937094745	0.7259115213393981	0.6345406303429143	0.8995451466176329	0.8988868592535243	0.8963172199103197	0.656543356237298	0.9127320639375464	0.9131151408109939	0.7552350479047711	0.9977569840962611	0.9188129052550082	0.5680455417916707	0.9124145133713991	0.6621302300074196	0.8308776089551276	0.7165926723442692	0.7980559856769573	0.7125350817768316	0.9130223958837382	0.9180769944191748	0.9194752250072583	0.8820959950320978	0.9014363366560212	0.9986491499725798	1.0	0.9272819284493048	0.9030583647859608	0.7471581744572405	0.474753217845737	0.7070278476725056	0.8753014210135811
HMP_2012__SRS020856__bin.51	0.6780425157226966	0.8490726061239248	0.6195543125925284	0.5107233695044698	0.8476802036593906	0.8455569267688461	0.847682484790558	0.5552245887690788	0.8392400183402946	0.858683467958091	0.6917680819564805	0.9097169344334468	0.8740701539079199	0.4523045127617883	0.8483608931997199	0.5862767148973833	0.7673428699823669	0.663750772733183	0.7352213495628213	0.6215174540751268	0.8794736974170752	0.8820997356168977	0.8580342580278708	0.8152744542963964	0.8459693552838982	0.9097949491193693	0.4196524012327233	1.0	0.835317841411199	0.6878664352078909	0.4321219766457791	0.5976673152682952	0.8464739414981101
BritoIL_2016__W2.61.SA__bin.13	0.7101827440970854	0.8713184294431743	0.6644163338592805	0.5487596611363967	0.8818340520644966	0.8742403051916056	0.8697358455489176	0.5820750202624804	0.9232558260855543	0.9199185042803749	0.7146658623327485	0.8885086956748556	0.898691392346592	0.47167734448398135	0.8537539772083258	0.6134122680841155	0.7992688908206814	0.6750685414855612	0.7828620913535527	0.665199800623833	0.8809941491347008	0.892160447543533	0.8898655349081395	0.8485746548501667	0.8577343867451841	0.8904740021350892	0.4248386471065557	0.8683244671643483	1.0	0.7077166259520046	0.44488249658418927	0.6244941493718276	0.8438183666045869
BritoIL_2016__W1.9.SA__bin.2	0.7213705928850934	0.8801554999235705	0.6716069296913615	0.5967250088771281	0.891282689986897	0.877749604915758	0.8937498475869974	0.6112918258453197	0.9092367930044067	0.9138404091627426	0.7406237007720871	0.9175405507804438	0.9417910208072744	0.5244410978018625	0.8756863045987984	0.6426666000510324	0.8052176695590937	0.6936085272770205	0.7845929933437896	0.6889608972174293	0.8945105743397767	0.8992367156826884	0.8952183654545595	0.859283394209317	0.8690711341966005	0.919371291159689	0.44082717584802594	0.8967719372123855	0.8875789796744994	1.0	0.4885334865492923	0.6545253725271176	0.8519663805168303
BritoIL_2016__WL.25.SA__bin.7	0.7543383460229197	0.8963944225775774	0.6939067023595168	0.6173998817467045	0.8922890432007226	0.8784698635877437	0.8729963433325616	0.6469584219116851	0.897864934836311	0.9283132449431408	0.7818331939679338	0.9131173137749782	0.9134110335299757	0.523853488376543	0.8886878667909155	0.7048929692866724	0.8242273831004943	0.7383186601021418	0.812447020418785	0.7469379476356038	0.8947067299136827	0.9167510194084656	0.9115147711377766	0.8706370178738516	0.8746649011589971	0.9131173137749782	0.45056801764997406	0.9061933728403944	0.8974898920221123	0.7858342884806365	1.0	0.6847937360196094	0.8793854655601628
BackhedF_2015__SID589_12M__bin.44	0.7159006516461289	0.9012396939720707	0.6793437899177138	0.6019658756714278	0.8938610775791063	0.8973313025090941	0.8741800412106089	0.6153174648184006	0.8976607713351319	0.9146608226458507	0.7373606846470228	0.89216647357633	0.9067144126408007	0.5407184310802526	0.8710453613759914	0.6436470578703891	0.8201957638950776	0.6764413585998115	0.7966772258724848	0.7007714161488335	0.9052122238335588	0.9099962732214759	0.8887239294288577	0.871379556189288	0.8836043349455701	0.8922063068975109	0.47350949113269764	0.8844509618059213	0.8890216666261582	0.742955578420332	0.4832362480522181	1.0	0.8577970688076739
HMP_2012__SRS016342__bin.54	0.7177160199802732	0.9045952515917977	0.6666879593755234	0.5505001858501399	0.9000146366416	0.8972824635429425	0.8828751796257949	0.585820766024482	0.9008098438707932	0.9174568860368953	0.7357055087590995	0.9320205959175338	0.9187968177627466	0.5011148493507317	0.896003392079414	0.6218706633919486	0.8156668398585426	0.7099062902853441	0.780930216416075	0.6681833111101163	0.9285425073723909	0.9685935897545521	0.9085597192581486	0.866666230752942	0.8977356461574288	0.9329013093004037	0.4367206679941916	0.9332151671821346	0.8949255115657132	0.7204647913322915	0.46230964192537727	0.6390553883714649	1.0
