	LiJ_2017__H1M414905__bin.7	LeChatelierE_2013__MH0006__bin.33	YuJ_2015__SZAXPI015237-23__bin.22	QinN_2014__HD-19__bin.23	LiJ_2017__H2M514818__bin.18	LiJ_2017__nHM511825__bin.51	QinN_2014__LD-36__bin.31	LiJ_2017__H1M512853__bin.15	YuJ_2015__SZAXPI015233-19__bin.50	WenC_2017__RA058__bin.32	WenC_2017__N253__bin.168	ChengpingW_2017__AS45raw__bin.36	LiJ_2017__nHM511738__bin.28	ZellerG_2014__CCIS63448910ST-4-0__bin.32	LiJ_2017__H1M412949__bin.25	QinJ_2012__CON-016__bin.30	YuJ_2015__SZAXPI017582-94__bin.21	LiJ_2017__H3M516804__bin.42	Bengtsson-PalmeJ_2015__TRAVELRES54__bin.28	LiJ_2017__nHF512818__bin.22	HeQ_2017__SZAXPI029491-89__bin.1	YuJ_2015__SZAXPI015273-95__bin.73	QinJ_2012__CON-015__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES8__bin.55	ZellerG_2014__CCMD26709089ST-21-0__bin.19	NielsenHB_2014__MH0006__bin.62	LeChatelierE_2013__MH0316__bin.8	LiJ_2017__nHF411719__bin.6	HeQ_2017__SZAXPI029561-52__bin.9	ZeeviD_2015__PNP_Validation_2__bin.26
WenC_2017__N253__bin.168	0.8557632548129324	0.6672940061264724	0.8648708959366476	0.8633392778434522	0.5407059090397741	0.8319194374415616	0.8901209249829872	0.5583019970972102	0.7167294928232489	0.5979165936666071	1.0	0.8553390860454008	0.6527150489546084	0.8330448678345447	0.6925790752014341	0.8777195211687878	0.7404787943279415	0.8899046911221477	0.8513177817079985	0.6670413490779862	0.5968169822420824	0.6438407006530354	0.6234958145607916	0.7897469187827463	0.8736345915162559	0.6201683950007101	0.5490795537744565	0.7480377583971585	0.7875117337990584	0.8519148453536
ChengpingW_2017__AS45raw__bin.36	0.8345205224263493	0.6549333074425073	0.8856722695045537	0.8751347822723621	0.5172201620071074	0.8520974726449214	0.9061836448915348	0.5409655225763267	0.7048733954397415	0.5875137545012937	0.7321996624720372	1.0	0.6513200374469751	0.811016704318874	0.6836646253960585	0.897404839374263	0.735552840176247	0.9074296408910865	0.8403013597419757	0.6686471569820769	0.5863459045923063	0.6238216911445482	0.6213679828362769	0.7814135443751391	0.8744125229504807	0.6107491920957203	0.5444836753606166	0.7322292632639175	0.7721761239223339	0.8481779331227335
LiJ_2017__nHM511738__bin.28	0.8348351191394654	0.6562951300713712	0.8602232933281376	0.8568516634542207	0.6530092816587205	0.8293131990992946	0.8686199384361099	0.6393595681635706	0.7011468039867458	0.6038015832956296	0.7404953879388128	0.8631811845687519	1.0	0.8058289549045813	0.7232182693590189	0.85845745056451	0.744177191023284	0.8887911352182589	0.8210337189140277	0.8136654052258694	0.6062385090763586	0.6164480721401168	0.6284789220827112	0.7672492657577669	0.8557406889192843	0.6131146254776171	0.5385381060604079	0.8179581396930173	0.7700507627488773	0.8321654326863982
ZellerG_2014__CCIS63448910ST-4-0__bin.32	0.7620648054251165	0.6261013757283596	0.7582933762795407	0.7396321582694056	0.4582013691974356	0.7205916442928696	0.7781879341539332	0.45820172803940945	0.6003013554896722	0.5013908714907946	0.648366802524238	0.7373793483573291	0.5528362510774231	1.0	0.5791178372450697	0.7695287184820123	0.6303019798747067	0.780018745904716	0.8359823047845836	0.5611538491902013	0.49780173406795464	0.5424980138096746	0.5070673926757482	0.6922036557384932	0.7850967186772224	0.5846554865861281	0.5160854503215583	0.6286419769034952	0.679181998190001	0.8408675794171114
LiJ_2017__H1M412949__bin.25	0.8096221261173709	0.6378342509815483	0.8466283090192968	0.8476399867670438	0.5360475618182159	0.8125721726679915	0.852663324496958	0.5708781814192201	0.7047984831075744	0.5854930116450975	0.7212671755945108	0.8317229875559315	0.6638920352104188	0.7748923381855773	1.0	0.8377541618271467	0.7281582999588511	0.8604484896616328	0.7924274456121179	0.6750161690783841	0.588854067285453	0.6182349752410237	0.614915212569964	0.767365494154404	0.8198997541147723	0.6045089041566175	0.5425862554911247	0.7659456882217567	0.7604503622497755	0.8154607599154742
QinJ_2012__CON-016__bin.30	0.8145337437156179	0.6365960859777199	0.8776773087540857	0.843999871910683	0.48808024646767645	0.8203632970488073	0.8954348073782425	0.5126316918290186	0.6786845971851628	0.5674811012404557	0.7088581954449353	0.8466439481893607	0.6111159930682828	0.7985020996966815	0.6496708774788448	1.0	0.7095719955049586	0.8917336218818257	0.8296795607430074	0.6257542934124112	0.5608718414254256	0.598938943844005	0.5834706694081753	0.756151824565297	0.8653434990575753	0.5910074597133033	0.5216500733907105	0.7082929640985006	0.7594851256280658	0.8355284764148099
YuJ_2015__SZAXPI017582-94__bin.21	0.7547719547887926	0.5847937118982335	0.8896478748850652	0.7721140878109013	0.4726777422129192	0.7450439846874851	0.8055842147053629	0.5031352192796383	0.6423609104970625	0.5367324552353251	0.6628077236087748	0.7691261994885923	0.5871547214413178	0.7248885319563735	0.6258553036668488	0.7864439836970248	1.0	0.8051079684175252	0.7524584047977892	0.591216433715926	0.5288644868838305	0.5574636129677655	0.5774692585910043	0.7182528611919529	0.7822518608271333	0.5626420691374248	0.4991420138367292	0.6769927646881123	0.7085244783988881	0.7586054485216556
LiJ_2017__H3M516804__bin.42	0.7710801523274972	0.5857716588508514	0.8280070807086491	0.8089162260731743	0.4659641957398701	0.7884056494195457	0.8564583237227839	0.49036076224338115	0.6331743318114813	0.5301067820988339	0.6644729368072227	0.7915084512017031	0.584971602117052	0.748318469399207	0.6169242982462784	0.8244519232689135	0.6716035629376816	1.0	0.769737888469888	0.5932162487253829	0.5193342453888297	0.5707089728221691	0.5511220417007197	0.7109309644677041	0.8042208845102269	0.5525128460056031	0.4888659918741226	0.6600640183090436	0.7068742224061327	0.7816767729484432
Bengtsson-PalmeJ_2015__TRAVELRES54__bin.28	0.7352798901213907	0.6159962146560038	0.7538698017569261	0.729783573366096	0.44077883180002586	0.7030127642863158	0.7670741888560755	0.4531156306003336	0.5889093920779813	0.4942771557694281	0.6294579806021574	0.7258032350646123	0.5351028952904443	0.7941814653822041	0.5626103874011862	0.7595945209327409	0.6215593476417791	0.7622266031548851	1.0	0.544720341690021	0.47908771300656333	0.5259057775244518	0.5016903483614171	0.6759048059619168	0.7709225991922736	0.5755168286562541	0.5135389796002549	0.611638160112824	0.6628688230355091	0.8363960279796374
LiJ_2017__nHF512818__bin.22	0.765820757925894	0.6052051622414687	0.7891955244908961	0.7924425330646284	0.5986618762157333	0.7691516183405294	0.8036635200908062	0.5923431425775014	0.6544404050280785	0.5674358296547484	0.685395472758574	0.8025909745099878	0.736945879084698	0.7408291194230234	0.666002484288439	0.7961386464133678	0.6786721658314645	0.816333675373046	0.7569845741037091	1.0	0.5569074493596466	0.5776629118096553	0.5806346778999709	0.7100592837252577	0.7910345801201972	0.5690034327143456	0.498363704754352	0.748952325727924	0.7110214480691811	0.7703838140365139
HeQ_2017__SZAXPI029491-89__bin.1	0.7677146696615792	0.6321526799490172	0.8098463159762571	0.8066501556965011	0.5058140038128872	0.782434967767903	0.8240970360320006	0.533104711577371	0.6868471620823298	0.5605203876940255	0.7002907272400712	0.8037109649720742	0.6270208626819614	0.7504836437525562	0.6634650965015353	0.8148867061804694	0.6932768108509316	0.816113127195061	0.760286356052688	0.6359628622188753	1.0	0.6175070382608734	0.6055019616244371	0.7338525741316593	0.7872881759381283	0.5871640731676178	0.5301227827584789	0.7361366277371315	0.7393046566129358	0.775700742452669
YuJ_2015__SZAXPI015273-95__bin.73	0.729931916279598	0.5822361890762868	0.75025519075597	0.756732225465198	0.4333845357452438	0.7356674311829728	0.7612029328516271	0.47626690770753516	0.6312384460185314	0.5164788697360894	0.6553800781787147	0.7417952945405839	0.5531113560942369	0.7095133705876638	0.6042846703920998	0.7549075235631998	0.633952033054888	0.7780288620158357	0.7240152452717553	0.5722697874325534	0.5356973735650066	1.0	0.5692309641775537	0.6973632400473259	0.7489387584424141	0.542532965952508	0.5095067062957379	0.636196303758426	0.6842322383713972	0.7370805426610892
QinJ_2012__CON-015__bin.44	0.7956782412786074	0.6342085500349617	0.8517197487941354	0.859959038068503	0.5214354682453382	0.8363388076832464	0.8544077744646186	0.5753852108989574	0.7066073353018207	0.6329529520031614	0.7290609215733738	0.8487659395986723	0.6477721356434036	0.7618045892674132	0.6904285045013379	0.8447840387558743	0.754369659058501	0.8630664949406786	0.793397786287403	0.6607615641441312	0.6034046168700835	0.6538889305205207	1.0	0.7766054430093812	0.826159244765062	0.5910626650701685	0.557052077936571	0.7384663158467901	0.7582685362444087	0.8001550493748156
Bengtsson-PalmeJ_2015__TRAVELRES8__bin.55	0.7683685851230594	0.616048844239659	0.8116575531371657	0.7926805740592624	0.4651703126726985	0.7564019524068155	0.8216608451793371	0.49891513146974437	0.6555719695484119	0.5328909082193697	0.6785806108619962	0.784337960811625	0.5811005087017271	0.7641788573246353	0.633124282713134	0.8044867642870074	0.6894708923652748	0.8181013988604225	0.7854598697682378	0.5937718999044872	0.5373844863602097	0.5886508133641858	0.5706681815606816	1.0	0.7998390821263502	0.5733937230936956	0.5208446484903153	0.6779919255832084	0.7229673224208673	0.7889567237089232
ZellerG_2014__CCMD26709089ST-21-0__bin.19	0.8410615325639127	0.6320681685381131	0.849065641434085	0.8313740523359894	0.4937168526947713	0.8080911990531734	0.8553923338308143	0.5063691209474221	0.6623282853282816	0.5533367822038282	0.7052324824051779	0.8245702248341007	0.6088999467782216	0.814279068209478	0.6355305615828083	0.8649428517196589	0.7054628619918344	0.8694488382392896	0.8416629758789969	0.6214547038003327	0.5416253856718041	0.5939282510876969	0.5703428152459925	0.7514353132083056	1.0	0.5923516954672164	0.5251005817177609	0.6885621559658637	0.7432752608053236	0.8428695843118572
NielsenHB_2014__MH0006__bin.62	0.7955043235863011	0.8375643052191863	0.8000097524503031	0.7869328340620582	0.47693596297319707	0.7702972871934074	0.81352045170099	0.49820595549631846	0.6658399094647531	0.5367626741218732	0.6832368585732166	0.7860195577263788	0.5953942021682949	0.8275787104009883	0.6394955951432798	0.8062152568957951	0.6924986387204786	0.8152113843603206	0.8575207645921038	0.6100817986769176	0.5512948409537896	0.58718233424898	0.5568842140337761	0.7351925296230678	0.8084232725972401	1.0	0.6008540505176926	0.6834181931960405	0.7221176429953026	0.8826069112364482
LeChatelierE_2013__MH0316__bin.8	0.6813324845715466	0.6023104568653512	0.6801937670558016	0.6768448270907618	0.41075557170389254	0.6454847999719461	0.6887375577577688	0.4401050659292115	0.5562815272062408	0.48880252992055767	0.5800372786307336	0.6719149303010393	0.5014623607104467	0.7004705367801374	0.5503799702608677	0.6823328805413243	0.5890739616021335	0.6916345174599294	0.7337008270556943	0.5123639493139203	0.4772653440724104	0.5287565136541387	0.5032527480448687	0.6403469338155755	0.687164393696239	0.5761399229587953	1.0	0.5667072702096789	0.6039172272179787	0.7635222704994722
LiJ_2017__nHF411719__bin.6	0.8049106577057009	0.633267629825729	0.8470953229678959	0.8249771116040844	0.5616892123644311	0.8134823952119159	0.8469318027724871	0.5778271932755532	0.6894583094404773	0.5827753409772747	0.7189814597345922	0.822148079280263	0.692989282115322	0.7763278593212272	0.7069119853656072	0.8429532544950328	0.7269478623168818	0.8496624570925667	0.7950852653680179	0.7005834436023721	0.602997338476169	0.6007178049119871	0.6070082362773764	0.7584119840361747	0.819850819949641	0.5962371743001204	0.5156230473960406	1.0	0.7617426555502477	0.8101242487598611
HeQ_2017__SZAXPI029561-52__bin.9	0.8295906198588104	0.668306334380794	0.8958078359345758	0.8573998311296036	0.5079900070507744	0.8533909001488498	0.9023689731113065	0.5416870500779066	0.7374322124633317	0.5897981389437766	0.7434092669806147	0.8515224449647897	0.6407543458013074	0.8237676378165232	0.6893106780059366	0.887741663112264	0.7472240840521931	0.8936743238655652	0.8462983435032774	0.6532285582472298	0.5947811213342503	0.634540959775768	0.6121582333022867	0.7942845205038257	0.8691968210583125	0.6187528834184939	0.5396693099816332	0.7481437313393859	1.0	0.846297473037317
ZeeviD_2015__PNP_Validation_2__bin.26	0.7275537174377128	0.6089763759334569	0.7395181417693868	0.7104895353206969	0.4308941886565158	0.7149669063168149	0.7463611086178378	0.4426725216396949	0.5711856945070503	0.4837161850484478	0.6075123038930902	0.7065691232368584	0.5230820672710361	0.7704316628840148	0.5583868181568605	0.7377624389408313	0.6043658477003416	0.7465386516005007	0.8066698295620245	0.5346598424404664	0.4714285667316671	0.5163676546933651	0.48798083324867164	0.6547847669436008	0.744589295407522	0.5713004398791788	0.5154184573027211	0.6010579589066903	0.6393092657381169	1.0
