	LiJ_2017__H1M414905__bin.7	LeChatelierE_2013__MH0006__bin.33	YuJ_2015__SZAXPI015237-23__bin.22	QinN_2014__HD-19__bin.23	LiJ_2017__H2M514818__bin.18	LiJ_2017__nHM511825__bin.51	QinN_2014__LD-36__bin.31	LiJ_2017__H1M512853__bin.15	YuJ_2015__SZAXPI015233-19__bin.50	WenC_2017__RA058__bin.32	WenC_2017__N253__bin.168	ChengpingW_2017__AS45raw__bin.36	LiJ_2017__nHM511738__bin.28	ZellerG_2014__CCIS63448910ST-4-0__bin.32	LiJ_2017__H1M412949__bin.25	QinJ_2012__CON-016__bin.30	YuJ_2015__SZAXPI017582-94__bin.21	LiJ_2017__H3M516804__bin.42	Bengtsson-PalmeJ_2015__TRAVELRES54__bin.28	LiJ_2017__nHF512818__bin.22	HeQ_2017__SZAXPI029491-89__bin.1	YuJ_2015__SZAXPI015273-95__bin.73	QinJ_2012__CON-015__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES8__bin.55	ZellerG_2014__CCMD26709089ST-21-0__bin.19	NielsenHB_2014__MH0006__bin.62	LeChatelierE_2013__MH0316__bin.8	LiJ_2017__nHF411719__bin.6	HeQ_2017__SZAXPI029561-52__bin.9	ZeeviD_2015__PNP_Validation_2__bin.26
WenC_2017__N253__bin.168	0.9893955223880597	0.9779824448784048	0.9856134877296149	0.9873401569588537	0.985753695011902	0.98707560546516	0.9863045190795705	0.9848001574472722	0.9858653747977756	0.9859383006448493	1.0	0.9871681013312928	0.9868572850611234	0.9774849076171428	0.9865141133891507	0.987297105831175	0.9848470447414137	0.9879303161426967	0.9780238289704093	0.9866216219902401	0.986635660545473	0.9875584314557476	0.9868205497555077	0.986531744134815	0.9866771086420191	0.9785479568252897	0.9770129087038382	0.9879969503692075	0.986384654164903	0.9780839335112606
ChengpingW_2017__AS45raw__bin.36	0.9851195759179305	0.9750378694845402	0.9854763529625657	0.9874505850084814	0.9837324345423973	0.9858796882955575	0.9855850356693208	0.9852526903632844	0.9855936964350952	0.985247689760021	0.9871681013312928	1.0	0.9918763102725366	0.9746565745774594	0.9859939959631561	0.9866485169695618	0.9848438169632359	0.9864968420691312	0.975122320524429	0.9920915494648547	0.9847054667268506	0.9858489653989491	0.9863923628318972	0.9860308805739645	0.9869362568986016	0.975655658584041	0.9732800165932832	0.9860599769650527	0.98657007081813	0.9748538881802297
LiJ_2017__nHM511738__bin.28	0.984370991138566	0.9748132886142764	0.9861255684325652	0.9883807152937372	0.9834883402158174	0.9864007580088953	0.9866650981342783	0.9864088857900954	0.9852579942875371	0.9849985067622339	0.9868572850611234	0.9918763102725366	1.0	0.9741017165200193	0.9851375171531291	0.9870261161581475	0.984621091430525	0.987255665810847	0.9750074072141607	0.9984909608490672	0.9845366079073623	0.9853330435000711	0.9862140741859442	0.985812828804998	0.9858637632917022	0.9758512663786724	0.9725813368700065	0.9862319882545256	0.986693600274519	0.9753275024843536
ZellerG_2014__CCIS63448910ST-4-0__bin.32	0.9796678865165911	0.9856061016887877	0.9721248232327182	0.9748950214781468	0.9785009931460661	0.9736814033481673	0.9725894694731687	0.9731043407088346	0.9724622541864384	0.973980429033288	0.9774849076171428	0.9746565745774594	0.9741017165200193	1.0	0.973713361730883	0.9737212880950511	0.9726224313110523	0.9743943181762149	0.9848110287546743	0.9742833325441663	0.9722178420575701	0.9739423417619585	0.9738365161299215	0.9770842767372054	0.9771612122922844	0.9855239726690281	0.9830921737989189	0.974566389739105	0.9742095345352687	0.9857895888198026
LiJ_2017__H1M412949__bin.25	0.9839808267109547	0.9733102486681501	0.9855877932230656	0.9859889815286453	0.9827129696299648	0.9859080835832582	0.9852519354684793	0.9849199774677756	0.9846123815995208	0.9846996909574988	0.9865141133891507	0.9859939959631561	0.9851375171531291	0.973713361730883	1.0	0.9858148494897109	0.9850973911665244	0.9867257368075033	0.9742639766512708	0.9852310857822044	0.9899782775230079	0.985695912789852	0.986872989721863	0.9852056652334058	0.9845688675475726	0.9742786921274442	0.9732501817254792	0.9909854447640287	0.985475232979304	0.9736725784212834
QinJ_2012__CON-016__bin.30	0.9843682431170636	0.9743712057484549	0.9866790068884222	0.9873907372929421	0.9823355106372136	0.9857840919819183	0.9872991318035307	0.9852908129307445	0.986531549158709	0.9849011830120861	0.987297105831175	0.9866485169695618	0.9870261161581475	0.9737212880950511	0.9858148494897109	1.0	0.9854232576322477	0.9864610261758712	0.9746049130701593	0.9864153370985029	0.985434619340083	0.9853960358130688	0.9863533132241934	0.9858746104667505	0.9853502652699274	0.9752942058408585	0.9728064139144057	0.9865952994079525	0.9870388104972859	0.9744349023878881
YuJ_2015__SZAXPI017582-94__bin.21	0.9820003296780592	0.9745412956030813	0.9986051990729738	0.9857552169226084	0.9801480637130943	0.98406647047056	0.9866311106438599	0.9845416729589105	0.9846288051598733	0.9823733043482858	0.9848470447414137	0.9848438169632359	0.984621091430525	0.9726224313110523	0.9850973911665244	0.9854232576322477	1.0	0.9849242527127611	0.9728790334887484	0.9848781299369853	0.9839549691837435	0.9835172636240322	0.9843748021436722	0.984831508994939	0.9831812862827763	0.9740287018851911	0.9717688025865006	0.985622118265137	0.9862492201744741	0.9726948496922938
LiJ_2017__H3M516804__bin.42	0.9850741082969363	0.9749264742535267	0.9858030975954043	0.9882394652306559	0.9839539460149477	0.9865192071682753	0.9863828116946451	0.9847591538409421	0.9853022242198302	0.9846941972878642	0.9879303161426967	0.9864968420691312	0.987255665810847	0.9743943181762149	0.9867257368075033	0.9864610261758712	0.9849242527127611	1.0	0.9752034972345834	0.9866966635440597	0.9848462988266523	0.9897962960972773	0.9865886711802487	0.986025431918624	0.9854678987321481	0.975596353251692	0.9733797795722916	0.9860471765987943	0.9868685014173483	0.9750241865566116
Bengtsson-PalmeJ_2015__TRAVELRES54__bin.28	0.9802877483347392	0.9881032256794465	0.9730377134087183	0.9754910694553364	0.9797954309166356	0.9742361818754733	0.9737562067410596	0.9735684819932262	0.9731070378423442	0.9745258676603332	0.9780238289704093	0.975122320524429	0.9750074072141607	0.9848110287546743	0.9742639766512708	0.9746049130701593	0.9728790334887484	0.9752034972345834	1.0	0.975465223679142	0.9731063110846452	0.974287852521291	0.9746223148793235	0.9776912975793818	0.9783828450660962	0.9880392281945772	0.986262347715869	0.9749210066590775	0.9744914604852932	0.9882000018527491
LiJ_2017__nHF512818__bin.22	0.9844004428308535	0.9750056477512792	0.985831694113247	0.9879793891885379	0.9831631573378479	0.9863029676397207	0.9861370921143957	0.9863403259357895	0.9852206490134143	0.9849824389433597	0.9866216219902401	0.9920915494648547	0.9984909608490672	0.9742833325441663	0.9852310857822044	0.9864153370985029	0.9848781299369853	0.9866966635440597	0.975465223679142	1.0	0.9846228712907775	0.9851759327859276	0.9861329801742248	0.9859570000552563	0.9858589293737627	0.9758120731649852	0.9731985753272584	0.9857819846109719	0.9863859157484361	0.9751180088170815
HeQ_2017__SZAXPI029491-89__bin.1	0.9832021677483006	0.9729192807227742	0.9848305924937156	0.9850361824329235	0.9811324912562004	0.9846251250944591	0.9846343681585222	0.9854033503195924	0.9840374822703281	0.9831486635359624	0.986635660545473	0.9847054667268506	0.9845366079073623	0.9722178420575701	0.9899782775230079	0.985434619340083	0.9839549691837435	0.9848462988266523	0.9731063110846452	0.9846228712907775	1.0	0.9834447213948652	0.9841844751797558	0.9845084508596014	0.9835664156064645	0.9733479332743238	0.9720877494414971	0.9968403810003824	0.9851774367728755	0.9729263556160509
YuJ_2015__SZAXPI015273-95__bin.73	0.9846251729082455	0.9738988926517481	0.9841694437142275	0.98717310582754	0.9826746080477249	0.9869591661724095	0.9844604871985054	0.9835040815792508	0.9841484589307966	0.9838989862324665	0.9875584314557476	0.9858489653989491	0.9853330435000711	0.9739423417619585	0.985695912789852	0.9853960358130688	0.9835172636240322	0.9897962960972773	0.974287852521291	0.9851759327859276	0.9834447213948652	1.0	0.9861632376950547	0.9850895383464907	0.9841760480947488	0.9748357293683507	0.9734873381796857	0.9844744832634813	0.9849348143604322	0.9743203044787786
QinJ_2012__CON-015__bin.44	0.9852673657029828	0.9744950620372472	0.9849346701462706	0.9876146652665782	0.9824457154930121	0.996783448187236	0.9858949467779029	0.9850481504931341	0.9851596294417198	0.9932590429329932	0.9868205497555077	0.9863923628318972	0.9862140741859442	0.9738365161299215	0.986872989721863	0.9863533132241934	0.9843748021436722	0.9865886711802487	0.9746223148793235	0.9861329801742248	0.9841844751797558	0.9861632376950547	1.0	0.9852363645317097	0.9854431364681038	0.9748593317636347	0.973525751127551	0.9861754469833216	0.9857116326008571	0.9741287197595201
Bengtsson-PalmeJ_2015__TRAVELRES8__bin.55	0.9844513484143512	0.9775273553374574	0.9857528720866567	0.9864014426252783	0.9833028235889173	0.9849840337998524	0.9864926953348693	0.9849527152371746	0.9845391584023817	0.9840781199247361	0.986531744134815	0.9860308805739645	0.985812828804998	0.9770842767372054	0.9852056652334058	0.9858746104667505	0.984831508994939	0.986025431918624	0.9776912975793818	0.9859570000552563	0.9845084508596014	0.9850895383464907	0.9852363645317097	1.0	0.9849391330818067	0.9778619724247518	0.9766263710632305	0.9859836855607591	0.9859324917355617	0.9773911259629555
ZellerG_2014__CCMD26709089ST-21-0__bin.19	0.9899412340627786	0.9783812869027791	0.9840105176028803	0.9869754938867268	0.9865084647447935	0.9855770060054199	0.9836711634595631	0.9844804181777661	0.9840687900906879	0.9848778329221792	0.9866771086420191	0.9869362568986016	0.9858637632917022	0.9771612122922844	0.9845688675475726	0.9853502652699274	0.9831812862827763	0.9854678987321481	0.9783828450660962	0.9858589293737627	0.9835664156064645	0.9841760480947488	0.9854431364681038	0.9849391330818067	1.0	0.9782069168976602	0.9771374234012611	0.985147260073377	0.9852188850179029	0.9784304542544173
NielsenHB_2014__MH0006__bin.62	0.9802576235541536	0.9974479210143954	0.9741514101929738	0.9758780466603425	0.9797162148203101	0.9755914295308835	0.9741104043732598	0.975592191968171	0.9734417919735755	0.9749217428848991	0.9785479568252897	0.975655658584041	0.9758512663786724	0.9855239726690281	0.9742786921274442	0.9752942058408585	0.9740287018851911	0.975596353251692	0.9880392281945772	0.9758120731649852	0.9733479332743238	0.9748357293683507	0.9748593317636347	0.9778619724247518	0.9782069168976602	1.0	0.9881861051822582	0.9757510840107418	0.9749196287010572	0.989768635130686
LeChatelierE_2013__MH0316__bin.8	0.9789459540976173	0.9881042935765743	0.9711086881846641	0.9737191151606961	0.9783077240742503	0.9734517369412646	0.9714788788030967	0.9725671774802875	0.971149096023148	0.9741212212391958	0.9770129087038382	0.9732800165932832	0.9725813368700065	0.9830921737989189	0.9732501817254792	0.9728064139144057	0.9717688025865006	0.9733797795722916	0.986262347715869	0.9731985753272584	0.9720877494414971	0.9734873381796857	0.973525751127551	0.9766263710632305	0.9771374234012611	0.9881861051822582	1.0	0.97452781437374	0.9731136214168107	0.9889076592915386
LiJ_2017__nHF411719__bin.6	0.9845911917297859	0.9748961510569772	0.9860761837848824	0.9864948432302791	0.9830093755549989	0.9856171348739915	0.9861976866109098	0.9859747715266992	0.9851053308403357	0.984505786467773	0.9879969503692075	0.9860599769650527	0.9862319882545256	0.974566389739105	0.9909854447640287	0.9865952994079525	0.985622118265137	0.9860471765987943	0.9749210066590775	0.9857819846109719	0.9968403810003824	0.9844744832634813	0.9861754469833216	0.9859836855607591	0.985147260073377	0.9757510840107418	0.97452781437374	1.0	0.9865789222961843	0.975303293818888
HeQ_2017__SZAXPI029561-52__bin.9	0.9840946134810891	0.9745465115614879	0.9870001702364368	0.9873675748039152	0.9818703999851941	0.9858668987574395	0.9877932576818005	0.9857365753207666	0.994294805174228	0.9845581108787796	0.986384654164903	0.98657007081813	0.986693600274519	0.9742095345352687	0.985475232979304	0.9870388104972859	0.9862492201744741	0.9868685014173483	0.9744914604852932	0.9863859157484361	0.9851774367728755	0.9849348143604322	0.9857116326008571	0.9859324917355617	0.9852188850179029	0.9749196287010572	0.9731136214168107	0.9865789222961843	1.0	0.9744992490050632
ZeeviD_2015__PNP_Validation_2__bin.26	0.9802941502203911	0.989955136434624	0.9724216585309334	0.9750665997660887	0.9794487736450458	0.9744287858759214	0.9734200207885231	0.9734470278109957	0.9729318482709493	0.9744832770880043	0.9780839335112606	0.9748538881802297	0.9753275024843536	0.9857895888198026	0.9736725784212834	0.9744349023878881	0.9726948496922938	0.9750241865566116	0.9882000018527491	0.9751180088170815	0.9729263556160509	0.9743203044787786	0.9741287197595201	0.9773911259629555	0.9784304542544173	0.989768635130686	0.9889076592915386	0.975303293818888	0.9744992490050632	1.0
