	LiJ_2017__H1M414905__bin.7	LeChatelierE_2013__MH0006__bin.33	YuJ_2015__SZAXPI015237-23__bin.22	QinN_2014__HD-19__bin.23	LiJ_2017__H2M514818__bin.18	LiJ_2017__nHM511825__bin.51	QinN_2014__LD-36__bin.31	LiJ_2017__H1M512853__bin.15	YuJ_2015__SZAXPI015233-19__bin.50	WenC_2017__RA058__bin.32	WenC_2017__N253__bin.168	ChengpingW_2017__AS45raw__bin.36	LiJ_2017__nHM511738__bin.28	ZellerG_2014__CCIS63448910ST-4-0__bin.32	LiJ_2017__H1M412949__bin.25	QinJ_2012__CON-016__bin.30	YuJ_2015__SZAXPI017582-94__bin.21	LiJ_2017__H3M516804__bin.42	Bengtsson-PalmeJ_2015__TRAVELRES54__bin.28	LiJ_2017__nHF512818__bin.22	HeQ_2017__SZAXPI029491-89__bin.1	YuJ_2015__SZAXPI015273-95__bin.73	QinJ_2012__CON-015__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES8__bin.55	ZellerG_2014__CCMD26709089ST-21-0__bin.19	NielsenHB_2014__MH0006__bin.62	LeChatelierE_2013__MH0316__bin.8	LiJ_2017__nHF411719__bin.6	HeQ_2017__SZAXPI029561-52__bin.9	ZeeviD_2015__PNP_Validation_2__bin.26
WenC_2017__N253__bin.168	0.8649354433577937	0.6823169573452199	0.877494988353801	0.8744091605700091	0.5485202964755264	0.8428122758129748	0.9024808340264497	0.5669190778202151	0.7270054422697086	0.6064442301060238	1.0	0.8664573793378172	0.6614077423709559	0.8522329719292486	0.702046798724543	0.8890125535513069	0.7518718752132371	0.9007767821081926	0.8704468710176546	0.6760862869925881	0.6049010856876237	0.6519520062260599	0.6318228929416473	0.8005286433791866	0.8854310937837145	0.6337639261061123	0.561998259063841	0.7571255742415217	0.7983819805730704	0.8710038230515439
ChengpingW_2017__AS45raw__bin.36	0.8471261183179173	0.6717003799952322	0.898725034692128	0.8862567864748851	0.5257732121516382	0.8643016817985915	0.9194373007866706	0.5490627205258996	0.7151764444002406	0.5963107151709189	0.7417173037546434	1.0	0.6566544948210454	0.83210509780891	0.6933760531961751	0.9095486629124969	0.7468725776685311	0.9198505278413208	0.8617394372534254	0.6739772729066714	0.5954530815608379	0.632776128026977	0.6299399774876111	0.7924838458611778	0.885986827252936	0.6259884691101923	0.5594316805829856	0.7425808575231004	0.7826875624576709	0.8700564704173632
LiJ_2017__nHM511738__bin.28	0.8480899240781762	0.6732521373444884	0.8723263252320415	0.8669247084607197	0.6639725708547024	0.840746717159169	0.8803594452450133	0.6481689057894641	0.7116377720880724	0.6129974605549119	0.7503571176382899	0.8702508323155502	1.0	0.8272533979135229	0.734129252785936	0.8697413741248591	0.7558005790248635	0.9002644056626226	0.8420794681549402	0.8148951138565829	0.6157602512769146	0.6256240732071544	0.6372641990548348	0.7782910136073459	0.8680110992841955	0.6282869599102433	0.5537203785891565	0.8293770121375537	0.7804355501390026	0.8532164125042172
ZellerG_2014__CCIS63448910ST-4-0__bin.32	0.777880765424284	0.6352450280650308	0.7800370468453843	0.7586787725594978	0.4682686807748977	0.7400692277936027	0.8001196379140947	0.4708659789819079	0.6173004174767525	0.5147853658501577	0.6633010877935597	0.756552992706178	0.5675344183279256	1.0	0.5947518643634754	0.7902966977208511	0.6480438447477377	0.8005165171372162	0.8488758557483972	0.5759657693464267	0.5120269475968712	0.5570124539695458	0.5206904693724786	0.7084380254792155	0.8034464618540217	0.593243292705245	0.5249614065457082	0.6450478731077366	0.6971621341336944	0.8529889024531155
LiJ_2017__H1M412949__bin.25	0.822802745886428	0.6553247043831527	0.8590085173951435	0.8596850498804665	0.5454772434926362	0.8241865405086429	0.8654266932158052	0.5796188466873675	0.7158131425918253	0.5945904289619284	0.7311270723908966	0.843537578282587	0.6739079810186783	0.7958115484911501	1.0	0.8498088279566847	0.7391739197447135	0.8720239652870173	0.8133601001402521	0.6851348671590773	0.5948151395390264	0.6272065930467441	0.623094581546172	0.77888863334196	0.832750030129463	0.6204681566386371	0.5574992593673821	0.7729131565642137	0.7716585225087496	0.837510245217818
QinJ_2012__CON-016__bin.30	0.8274685306144638	0.6533404129986826	0.8895266876326041	0.8547779921701681	0.4968569711493708	0.8321936859413783	0.9069539094423423	0.520284656165825	0.6879502209168366	0.5761807489203634	0.7179786016370112	0.8581008673582994	0.6191487571240374	0.8200520102203359	0.6590191635022896	1.0	0.7200682447965576	0.9039724816485989	0.8512983565098045	0.6343720235058791	0.5691619011731343	0.6078154590400897	0.5915432751991528	0.7669857977246274	0.8782090283606131	0.6059786433405098	0.5362321484823278	0.7179164187418501	0.769458219424447	0.8574492501934372
YuJ_2015__SZAXPI017582-94__bin.21	0.7686066205662461	0.6000707353671884	0.8908904897660698	0.7832716221592363	0.48225136559702464	0.7571073774429289	0.816499911683964	0.5110349648964392	0.6523889075058726	0.5463630300819275	0.6730057496215617	0.7809626117775624	0.5963255576703715	0.7452928378170917	0.6353232779611047	0.7980773516414402	1.0	0.8174313569800208	0.7734347014340213	0.6002940016078471	0.5374885065345613	0.5668061289678249	0.5866355552107286	0.729315476436126	0.7956333910551537	0.5776442398960677	0.5136427641103438	0.6868684784385064	0.7184030809915828	0.7799007558862225
LiJ_2017__H3M516804__bin.42	0.7827635970055019	0.6008367546889728	0.8399315063305693	0.8185427262656148	0.4735630134185075	0.7991792189050239	0.8682818816067508	0.49794994068426196	0.6426194077790026	0.5383466090882865	0.6725908962907524	0.8023426101816514	0.592522912123889	0.7679832029396921	0.6252236819547272	0.83576735561971	0.6818834657466244	1.0	0.7893100164762114	0.6012144062539374	0.5273251734890667	0.5765923504386198	0.5586137949885603	0.7210067219913012	0.8160802452772898	0.5663334473976468	0.502235614642553	0.669404095436716	0.7162800529056449	0.8016998795783797
Bengtsson-PalmeJ_2015__TRAVELRES54__bin.28	0.7500653674091563	0.623412816239344	0.7747590780587431	0.748119174246843	0.44986822543932525	0.7216040395183914	0.7877476760053712	0.4654173167897256	0.6051845985861549	0.5071975738890353	0.6436018857176558	0.7443201942852351	0.5488193128905212	0.8064303122056549	0.5774722260952152	0.7793871247169258	0.6388865688808861	0.7816077416829986	1.0	0.5584210779298832	0.4923282354140339	0.5397848040119737	0.5147536032186333	0.6913274237331932	0.7879559653769203	0.5824837842803909	0.520692066152159	0.6273720187944511	0.6802202481132085	0.8463833499408029
LiJ_2017__nHF512818__bin.22	0.7779565353745809	0.6207196477654195	0.8005377887558945	0.8020840735508554	0.6089140665489898	0.779833016401799	0.8149612528696752	0.6005464108095919	0.6642577027627523	0.5760872551834176	0.6946892886616204	0.8089888225969816	0.7380596399771469	0.7603836529651811	0.6759860644872768	0.8071028667854805	0.6890925335857416	0.8273400585352173	0.7760241531200939	1.0	0.5656048275920877	0.5863550789107409	0.5887995732557159	0.7201726684687706	0.8023811080381228	0.5831075965977944	0.5120884035272727	0.7597545272888	0.7208349558901418	0.7900416227273546
HeQ_2017__SZAXPI029491-89__bin.1	0.7808309367541121	0.6497483321323387	0.8223204296747361	0.8189040870602033	0.5155409777177641	0.7946526528995904	0.8369574155462794	0.5410015212597675	0.6979888210128604	0.5701278031321072	0.7097764202572076	0.8161942754756912	0.6368690180192462	0.7719295113575133	0.6701814691950307	0.8269312749801457	0.7045818483197978	0.8286705531283203	0.7812983508505422	0.6458948707794779	1.0	0.6279021330096058	0.6152321814605393	0.745399974465341	0.8004423122282885	0.6032417115146165	0.5453445772390975	0.7384699112995193	0.7504279219331901	0.7972861851003101
YuJ_2015__SZAXPI015273-95__bin.73	0.741329732738428	0.5978404878261689	0.7623231909380648	0.7665648719540783	0.4410254749598617	0.7453879110683095	0.7732183696044461	0.48425514100843875	0.6414057150527113	0.5249307875738176	0.6636367604219905	0.7524431434995699	0.5613445725208717	0.7284962776175062	0.6130538460708133	0.7660955556212599	0.644576416197233	0.7860494781437037	0.7431225211297946	0.5808808035071071	0.544715286900114	1.0	0.5772177895294588	0.7079186336887466	0.760980476909871	0.5565378346401446	0.5233829823081823	0.6462293483214198	0.6946979925932496	0.756507422941778
QinJ_2012__CON-015__bin.44	0.8075759626026946	0.6508073511517916	0.8647474544353771	0.8707434876297446	0.5307524477153129	0.8390376156468324	0.8666316601550601	0.5841188683120805	0.7172516150527282	0.6372486175752455	0.7387978713596957	0.8604749707934636	0.6568271053909848	0.7822715380348084	0.6996123226514953	0.8564720444791155	0.7663439346636167	0.8747987080656404	0.8140566598720249	0.6700532052253149	0.6131011330572707	0.6630635837215408	1.0	0.78824277195504	0.8383631832132635	0.6063055928293438	0.5722006606310984	0.7488183954546165	0.7692600058332205	0.8214058708507714
Bengtsson-PalmeJ_2015__TRAVELRES8__bin.55	0.7805043757222387	0.6302113601997251	0.8233884740493188	0.8036084902203371	0.47306923311263577	0.7679332115555038	0.8329112309345795	0.5065371400591617	0.665866831149929	0.5415128102432823	0.687844678994196	0.7954496925644612	0.5894633258182864	0.7821012736756661	0.6426315895809837	0.8160132695841845	0.7000902043324225	0.829696042695925	0.8033822861192685	0.6022290017426827	0.5458403997355274	0.5975607195588108	0.5792195681205133	1.0	0.8120695536014585	0.5863749069532606	0.533310039460929	0.6876299633676126	0.733282784045599	0.8072067596599253
ZellerG_2014__CCMD26709089ST-21-0__bin.19	0.8496075359060915	0.6460346053214335	0.8628623640146341	0.8423451823125049	0.5004689471392364	0.8199168549278528	0.8695917554626759	0.5143516433619788	0.6730507988849479	0.5618329133899296	0.7147550867738298	0.8354847834096923	0.6176309237142102	0.8333108784570895	0.6454912221283501	0.8778024243822738	0.717530807221786	0.8822700763341732	0.8602593352116031	0.6303687934287852	0.5506749489182581	0.6034776524357338	0.5787678600006699	0.7629256346604041	1.0	0.6055484634537585	0.5373866245854843	0.6989433802156413	0.7544265260321489	0.861450684253425
NielsenHB_2014__MH0006__bin.62	0.811525770849926	0.8397073045852771	0.8212375859434683	0.8063844009557402	0.48681031890512494	0.7895695512247453	0.8351419387871203	0.5106702980998976	0.6840058799148286	0.5505700104026137	0.6982149968304536	0.8056321416380866	0.6101280212278335	0.8397347333517546	0.6563785088503487	0.8266380052988314	0.7109632779610877	0.8356031484160396	0.8679015368236269	0.625204191928222	0.5663903133787364	0.6023397753685613	0.5712457129853876	0.7518367114737577	0.8264338133706094	1.0	0.6080373396940981	0.7004021869869804	0.7406945370024218	0.8917305316710824
LeChatelierE_2013__MH0316__bin.8	0.695985801585535	0.6095616229792999	0.7004301118212808	0.6951130121123892	0.4198633636390645	0.6630886519347726	0.7089578299492447	0.45251893763208123	0.5728075426154559	0.5017881956197853	0.5936843551025796	0.6903613747797935	0.5155994071655431	0.7125176615671149	0.5655071846841033	0.7014066424539022	0.6061873565340127	0.710549501823263	0.7439205488832726	0.5264742081456779	0.4909694051248133	0.5431570529133488	0.5169383012847831	0.6556723766515179	0.7032423252241515	0.5830277514907313	1.0	0.5815198518206086	0.6206029942718321	0.7720865172047163
LiJ_2017__nHF411719__bin.6	0.8175074736262753	0.649574448662192	0.8590566701615969	0.83627108369132	0.5713976146436102	0.825353340996773	0.8587850227909042	0.5860466311737736	0.6998828326838317	0.5919470956774833	0.7277162742920551	0.8337708643349603	0.7026635622941041	0.7965879672179675	0.7133424502858723	0.8544063153360673	0.737552302089602	0.8616854013246465	0.815538140974793	0.7106880167614847	0.6049086192425602	0.6101913407858364	0.6155174904568905	0.7691932383291338	0.8322114400324027	0.6110545856114636	0.5291003907645212	1.0	0.7721051386110621	0.8306382782608541
HeQ_2017__SZAXPI029561-52__bin.9	0.8429988422802727	0.6857613530522889	0.9076065667952055	0.8683694431629251	0.5173697130073729	0.8656248639896937	0.9135200772973773	0.5495251608185862	0.7416635474969752	0.5990485807052516	0.7536707549551275	0.8631140049268373	0.6493954613904823	0.8455754215231414	0.6994703214630792	0.899398943254324	0.757642255899583	0.9055657593509806	0.8684512669632054	0.6622444094323692	0.6037299466404367	0.644246655234547	0.621031763302896	0.8056175520756261	0.8822372716114937	0.6346706592038718	0.5545799566507952	0.7583212193487173	1.0	0.8684434327695616
ZeeviD_2015__PNP_Validation_2__bin.26	0.7421789850262221	0.6151555292967292	0.7604912285546982	0.7286574429799341	0.4399354006569748	0.7337292541846716	0.7667410703277345	0.45474741716058137	0.587076777805286	0.4963822329449416	0.6211249189138184	0.7247948967571116	0.5363142800122439	0.7815376340161834	0.5734852049158364	0.7571182406674039	0.6213313948269893	0.7656616747498042	0.8163021939380908	0.5483027055249075	0.4845470204506501	0.5299773106643823	0.5009408134164629	0.6699311560645559	0.7610038017213121	0.5772060455358297	0.5211997828715079	0.6162779954871204	0.6560387464544831	1.0
