	LiJ_2014__O2.UC20-1__bin.46	ZellerG_2014__CCIS22275061ST-4-0__bin.88	FengQ_2015__SID530168__bin.25	HMP_2012__SRS018313__bin.11	HeQ_2017__SZAXPI029499-101__bin.12	FengQ_2015__SID531155__bin.32	ZellerG_2014__CCIS81735969ST-20-0__bin.63	LiJ_2014__O2.UC18-1__bin.41	LiJ_2014__O2.UC8-1__bin.4	KarlssonFH_2013__S312__bin.44	XieH_2016__YSZC12003_37399__bin.8	NielsenHB_2014__V1_CD20_4__bin.46	BackhedF_2015__SID10_4M__bin.10	LiJ_2014__V1.FI29__bin.10	HMP_2012__SRS014923__bin.60	ZeeviD_2015__PNP_Main_454__bin.8	YuJ_2015__SZAXPI015211-166__bin.60	CosteaPI_2017__SID713A068-11-0-0__bin.28	IjazUZ_2017__S58_a_WGS__bin.15	YuJ_2015__SZAXPI017590-136__bin.13	ZellerG_2014__CCMD25963797ST-21-0__bin.46	NielsenHB_2014__V1_UC4_0__bin.35	FengQ_2015__SID530315__bin.10	ZellerG_2014__CCIS78100604ST-4-0__bin.51	SchirmerM_2016__G89021__bin.21	LiJ_2014__V1.FI20__bin.59	FengQ_2015__SID31256__bin.39	FengQ_2015__SID530403__bin.30	ZellerG_2014__CCIS27927933ST-4-0__bin.36	ZeeviD_2015__PNP_Main_433__bin.17	NielsenHB_2014__O2_UC11_2__bin.52	FengQ_2015__SID531281__bin.22	XieH_2016__YSZC12003_37353__bin.57	HMP_2012__SRS011134__bin.53	FengQ_2015__SID31233__bin.14	GeversD_2014__SKBSTL064__bin.11	LiJ_2014__V1.FI37__bin.84	SchirmerM_2016__G88908__bin.27	ZellerG_2014__CCIS82146115ST-4-0__bin.67	XieH_2016__YSZC12003_37097__bin.8	XieH_2016__YSZC12003_35577__bin.17	FengQ_2015__SID31237__bin.67	QinJ_2012__T2D-102__bin.42	IjazUZ_2017__S56_a_WGS__bin.5	YuJ_2015__SZAXPI015257-56__bin.4	QinJ_2012__T2D-107__bin.61	CosteaPI_2017__alien3-11-0-0__bin.38
XieH_2016__YSZC12003_37399__bin.8	0.5854269417789599	0.5835209330717366	0.4916828078918425	0.7175912471686229	0.5921186557337387	0.5967573170850408	0.6275656205113372	0.6055848175612822	0.6326207324246044	0.5151465641785774	1.0	0.6351986934993389	0.3905315549944172	0.5225495117308352	0.7061145232092975	0.624819410628597	0.3715611542702521	0.38978173540997785	0.47265226864746035	0.5356155612071087	0.6910819788840794	0.42110903774196196	0.5700029756400754	0.6734148111789514	0.32087689610149434	0.541145524095037	0.358539252725005	0.6450287343935325	0.582710279724072	0.3499495253575982	0.5398673198242983	0.4655454946167334	0.6202506211996278	0.6926212469044305	0.6519384070314097	0.44606652363200505	0.6622839706162494	0.39311646849923454	0.5015333584547808	0.6047425306567404	0.5246811267942484	0.6284743031231707	0.6538190393688307	0.3293564274520873	0.6304786887160669	0.3590033274330377	0.5465440860543986
NielsenHB_2014__V1_CD20_4__bin.46	0.598095970069713	0.5926274485199737	0.5319000824965109	0.7296239406443392	0.5973038691199761	0.6166470415346965	0.6521336122305466	0.6225017169656372	0.6573776865050422	0.5160229586034824	0.6824059851610849	1.0	0.39870238851487233	0.537948581780782	0.700013705848588	0.6352559987362236	0.38917252899795307	0.4136010567321298	0.4712985712679852	0.5673194310466974	0.715659286795442	0.4279141453693838	0.5981187509079657	0.6779155458307518	0.32953976357971365	0.5770651483424699	0.37039887753955	0.6601543345773165	0.5887244560514683	0.3707159419932636	0.5560843697681098	0.4849920957960391	0.6235649472362175	0.7055035144111209	0.6725019223666379	0.4544594237792365	0.669459746818992	0.40269314322910543	0.5040428518771224	0.6278985348933352	0.535950216772747	0.6329667112200109	0.65167388744548	0.34697420051395067	0.6288474875162874	0.3756160629557801	0.5646678908566305
BackhedF_2015__SID10_4M__bin.10	0.6600169724711661	0.6085671236687656	0.5271226401310106	0.7287963922978646	0.6346418422845974	0.6254507582089134	0.6565535129625496	0.565011461093649	0.5993181788959244	0.6786031141913003	0.6565955934695729	0.6239609913699894	1.0	0.38417223551524654	0.7108882143019956	0.6888999804793204	0.347779610357883	0.36696656820607293	0.4328278217609991	0.6599392404234702	0.7048432325777935	0.32094685816414437	0.5659512590838373	0.6660087691101025	0.2986365915724434	0.5302909516389773	0.5924134690351758	0.6662448875106224	0.667480417952947	0.34634945757057545	0.49963647117543714	0.6570561412408841	0.5766408767707419	0.692082903274448	0.6531788900798712	0.40441412829645246	0.8160970797297029	0.38627216970600925	0.6716797018829858	0.5921557259296577	0.5197439401147629	0.6294139237384323	0.6602799756400621	0.36638211671963744	0.6717586028336545	0.3599759439768183	0.5482341967240325
LiJ_2014__V1.FI29__bin.10	0.6332034944124441	0.6350526807066758	0.5538420918576421	0.7848078156585052	0.656891531580696	0.6562118280197855	0.6961577854521845	0.7423005781651734	0.7479399092976086	0.4770728872874822	0.7377183455671795	0.706920658227873	0.3225873100081319	1.0	0.746200162638094	0.6947110229268673	0.462393744175284	0.4630297700344465	0.5478651173678737	0.553963800509704	0.7671512274170331	0.5219853429411191	0.6347739286325983	0.7336445410479606	0.3713875718780381	0.6423807193864706	0.2678890861201588	0.7084032462838374	0.6413442328011688	0.41701702890531406	0.6124492246717179	0.4354122119909523	0.6900453610109277	0.7696271151172452	0.7101292516439257	0.5021595924330591	0.6978322609394239	0.4346981551814759	0.47491108643130114	0.6731195154425214	0.5972866822761285	0.680338605248293	0.6979117641718192	0.3607930300203224	0.6630098451502783	0.41935157752571217	0.5886596000398497
HMP_2012__SRS014923__bin.60	0.6078812284548132	0.5980667459435107	0.49924131922012044	0.756241669539934	0.6066171059713982	0.6040550036655752	0.6545252406462191	0.6417751886510199	0.6455703199656728	0.549538123709189	0.7017707388293238	0.6475799948730315	0.42022278129057267	0.5253059425157661	1.0	0.6399503471759178	0.3837383891783653	0.4009994133697795	0.47196335944954876	0.5506706171501933	0.7285208004980483	0.41844734389175603	0.5807815379385303	0.7109357132048458	0.31887532829526916	0.5606239838479764	0.3798081739907922	0.6626731129197533	0.6071988994291929	0.36225072534166547	0.5472803919712503	0.48047986213844335	0.6317644717667796	0.728197082879311	0.6806154296876349	0.45269473324908155	0.6723072532784615	0.4035259309213549	0.5129787617749261	0.6205545832127022	0.5394185796639003	0.6377803681329198	0.6838570971546707	0.338563716402637	0.6428520593208218	0.37166375654776757	0.5539737806002976
ZeeviD_2015__PNP_Main_454__bin.8	0.6456804853623089	0.6309360163147976	0.47281170782051973	0.7136134973170671	0.6568728562411534	0.5786454286643061	0.6130446951398172	0.5993803962956431	0.617215595267076	0.4855335909609725	0.655031027561104	0.6199018080095859	0.4295578882308095	0.5158796681647164	0.6750462461534426	1.0	0.369240732183387	0.3838088171626072	0.46860873786266244	0.5261963140102885	0.6853096852346127	0.4050904296336897	0.5611571669511649	0.6520273963816484	0.3081622820891454	0.5354470024183567	0.36861063289810686	0.6403714706786997	0.6461651771202167	0.3462284421496699	0.5347115828939524	0.44281001686581545	0.5927918682571359	0.6807984075871388	0.6438780151107211	0.44711065403504063	0.7291305577380857	0.3867526818395838	0.46740429706575626	0.5965866767346498	0.5377356221474251	0.6220042040632475	0.6483943947766992	0.3376971383507069	0.6315045269481329	0.3646962914156352	0.5373642680862911
YuJ_2015__SZAXPI015211-166__bin.60	0.8027539648773103	0.8010881718509186	0.5954880985121475	0.8922296161702586	0.7671055239921991	0.8243747987297348	0.800723045063384	0.7857645997826477	0.8390409858736676	0.5862894107746878	0.8374935064629793	0.8165073350524066	0.46624418519920174	0.73824405356551	0.8702945852324236	0.7938773095640496	1.0	0.6219119950417976	0.6170533014591753	0.6664128016899259	0.8765597221275452	0.6221392198666582	0.7993307053607038	0.8401974818788202	0.4861247903067457	0.7803221734602971	0.3877732672344153	0.8193092522031014	0.7784620640319556	0.54291297524268	0.7108133160015639	0.5707464492203446	0.8205331321218332	0.8851480369733967	0.8590837824941294	0.5817605849550526	0.8479928604392961	0.5151555040512619	0.5745512897359413	0.8343225448553557	0.6869993708222953	0.7511966521164425	0.8744394794514322	0.4611802057403259	0.8316796850820634	0.5782354660341981	0.7407497949100071
CosteaPI_2017__SID713A068-11-0-0__bin.28	0.7892903297034022	0.7917804407186462	0.6198818690729422	0.9118857619036457	0.763409962410137	0.7997037274534551	0.8269459805464331	0.8022974355561839	0.8387439495898084	0.621562864149434	0.8478945215289114	0.8374690248489336	0.4747937699585082	0.7134542369318323	0.8776956983010834	0.7963939139357743	0.6002029595494963	1.0	0.6407116893055289	0.6969702010917772	0.8855017766522412	0.6196618197849265	0.7996326462401441	0.8521230975377921	0.5126717386389158	0.7789366704198555	0.4270347564447597	0.85756307890544	0.7792391436679872	0.5336406965656431	0.7267343248910529	0.5734416389210476	0.8370039722299311	0.895067493124405	0.8770166458590278	0.5748375529611752	0.8243190003864096	0.55019732598525	0.6364082511677358	0.8266177970722103	0.7081193650179102	0.79144469541322	0.8296342115392031	0.46194470637787527	0.8068231915313541	0.5552917316669074	0.7672112949560317
IjazUZ_2017__S58_a_WGS__bin.15	0.43303639958300344	0.43345239888777176	0.3445289858556675	0.5188351877000973	0.45174853269423304	0.4307491157343545	0.44176490554358255	0.4433936425476111	0.46357067732023793	0.32277165235422484	0.4842669988962484	0.4494754953971173	0.26376457288660426	0.39760665057518674	0.48655428274489737	0.4579796181710491	0.28048824356759294	0.30177650935980627	1.0	0.3622253398425827	0.5061468527408762	0.31750862005408703	0.42007702398086405	0.47888536405459703	0.23687349454018722	0.4021477388763816	0.2211200140186067	0.4850904495748651	0.44794505959866754	0.2693955223800859	0.3974460207066503	0.2974786809260401	0.44246227424113077	0.5019651337021053	0.4695987494377064	0.38658373749019215	0.4781641323832308	0.30700819924657113	0.33161519921843424	0.44074022232455995	0.49203528728349244	0.4530474620302689	0.46551426311314936	0.3141514201852978	0.4434819711671167	0.27463896567186563	0.3987948129730523
YuJ_2015__SZAXPI017590-136__bin.13	0.6852130143387819	0.6745884556807952	0.6318915697546581	0.8634118182861296	0.6746728698439753	0.745596942084302	0.7950009629280291	0.7117544447595233	0.7296911907502296	0.7258996300435567	0.7788348924679821	0.7678681278909956	0.5707610568653231	0.5705720095777219	0.8056826401515209	0.7298483931738765	0.4299167838102734	0.4658928870199829	0.5140766935528304	1.0	0.8358447810564509	0.4648354353470913	0.6666146028414717	0.7852437977072709	0.3624102214936657	0.6476936989123715	0.5378435770173089	0.7668789152122916	0.6854298626980889	0.38470314268369304	0.6071809662742672	0.7086366809361986	0.6992323365890915	0.8186505764173112	0.7833245128114921	0.4926481329558453	0.7651618199289202	0.4531958848348187	0.6647190752251508	0.7266168976935725	0.6013932886191006	0.7323105571789696	0.7418837298524369	0.4024892574131558	0.7445531382102478	0.4133417848591319	0.6423644862033391
ZellerG_2014__CCMD25963797ST-21-0__bin.46	0.6100982948706297	0.6011566775494795	0.5300708198463356	0.7847628968323325	0.6108687141269165	0.6198868839966722	0.6832790357874426	0.6336097148330175	0.671318661344109	0.5334636008361356	0.694925859381008	0.6698568222652563	0.42156020386048565	0.5464202070763917	0.7371073623277568	0.6573375093505966	0.39105628534875103	0.40933416760463925	0.4967550807821643	0.5780192814547082	1.0	0.4297590167716497	0.601993162703878	0.702974713190109	0.3253696544299107	0.5781493159208327	0.39311796083585593	0.6876673494641322	0.6101458343528687	0.3713973112228134	0.554378875691245	0.5066314082173393	0.6319835848964269	0.7410206307370717	0.6929690503988422	0.46409335915379724	0.6832573633764217	0.40945686141541815	0.5256276260320613	0.6383129775795412	0.555233887261516	0.6668995868259705	0.6613035605673977	0.3501436671117667	0.644965009542852	0.37273505827082126	0.5589017680492733
NielsenHB_2014__V1_UC4_0__bin.35	0.7928337397356736	0.8006778383663208	0.6228372896940634	0.9241756531050497	0.7805907479936915	0.805329884248078	0.8347916290817247	0.830400010475287	0.8772565514191104	0.5743156145792717	0.8812342506968975	0.8335280475810816	0.39947361682563887	0.7737345271280837	0.8810843958960154	0.8086143232091624	0.577608055495743	0.5961165783056805	0.6484988331694145	0.6689656526976774	0.8943610947838889	1.0	0.8162016318169385	0.8580504035895317	0.4988178929542055	0.8154465382086096	0.34302491372437194	0.8434206467907794	0.7615679176875222	0.5393805322609743	0.739513801190691	0.5264981115385287	0.8447955282163496	0.9293587378443022	0.8837075823619445	0.6018481607141817	0.8325372600140833	0.5393696205036285	0.5840023453003789	0.8609478388900851	0.7130877072506445	0.7764260939400465	0.8241031990362737	0.44240192512497595	0.8142680684152636	0.5513769182869414	0.7342696106103018
FengQ_2015__SID530315__bin.10	0.7110867885225173	0.7149331094339875	0.5737008643004808	0.8315279937030696	0.6997707386530431	0.7185102165214233	0.7494282786210333	0.6966313426944007	0.7490034553880712	0.5794846655519432	0.7826881191261624	0.7644794316342473	0.4622200880291018	0.6174013324174972	0.8024247382683155	0.7350024272203817	0.4869529147885741	0.504756349556012	0.5629857722403316	0.6294978159789861	0.8220425023711342	0.5355651032057924	1.0	0.775828417237513	0.3998536507828919	0.6956122442647671	0.42021843551445853	0.773260384660731	0.699452359893059	0.4536553652549011	0.6487709482006826	0.544465865930561	0.7365341775064214	0.8072405153439947	0.7872031786324414	0.5253917801000386	0.7737501247023254	0.4824679270392351	0.5715662468872151	0.7436392267453433	0.6349331667135245	0.7261532160789388	0.7555218667019254	0.4029429271466342	0.7339527797043326	0.45495704273387594	0.6552211013995778
ZellerG_2014__CCIS78100604ST-4-0__bin.51	0.6820555106537207	0.683761462566716	0.5896198853109981	0.8446374269913872	0.6954612281055884	0.6942505130114076	0.7390592298331967	0.7210080112319056	0.752330514188208	0.6180302159837275	0.7915645479084418	0.7417303214871488	0.4656308916632684	0.6108382496075289	0.8408410199917135	0.731075374880379	0.4381611840572971	0.4604533786837325	0.5494043674003417	0.6347693839041496	0.8217400791234798	0.4819696205717779	0.6641370907043396	1.0	0.36957619659757596	0.640731430458045	0.43281041991342345	0.7676730489017756	0.6951159516106229	0.4200437704356695	0.6405916854151121	0.5561109036274055	0.725817365487224	0.8270965638246665	0.7756511832972802	0.5238485948268182	0.7679905398326491	0.4724424409781499	0.5901580263096604	0.7191594539973211	0.6261395145861953	0.7249572388340849	0.7609003176543754	0.38811897451655164	0.7338821254648975	0.42944632360212054	0.6392865811252663
SchirmerM_2016__G89021__bin.21	0.665361953787253	0.6652614503277355	0.5068452278130761	0.7486965957593822	0.6180829279170343	0.6537938485601309	0.6877357512790635	0.6502550275285258	0.6823698087607609	0.5075440409300339	0.7247744168443798	0.6928496499652949	0.40120431411099977	0.5941945118829638	0.7247116021821813	0.6639517646208978	0.48714812011419706	0.5323330621833748	0.5222010571707648	0.5629536396385645	0.7308572316950223	0.53840566965141	0.657739394529471	0.7101739337996275	1.0	0.6503775161198126	0.3639787749256431	0.6870298715126085	0.6393072170906133	0.45636658008712394	0.5842242546255146	0.4736578862238024	0.7006677198591694	0.7336320693976388	0.7201975835199452	0.47148528409501345	0.7018627688074951	0.46805560353897807	0.508023002729297	0.7033656096005929	0.5533280778399294	0.6336601789589726	0.6877208327967914	0.38661717918196464	0.6760200315957751	0.47468961705041196	0.6436500657983587
LiJ_2014__V1.FI20__bin.59	0.7144751536483781	0.7168045067898113	0.5744324381954956	0.8437299326054903	0.6950070480005934	0.7089291215326858	0.7527210588558411	0.6956899842728128	0.7509817823064477	0.5600386964466186	0.7648439146693238	0.7591897919206182	0.4457908279202036	0.6431142090541628	0.797278965710212	0.721884766541429	0.4893071341291752	0.5061049098204762	0.5547550297765127	0.6295586610321968	0.8126243963506637	0.5507537110707901	0.7160021795002184	0.7704263045433932	0.40696762046823876	1.0	0.3956353002389294	0.7530934802186772	0.6941860505107528	0.47040060845199966	0.6523859287613945	0.5340713958283895	0.7271821902011911	0.8507631935672316	0.7743455726322379	0.5245830035340724	0.7667910200267377	0.4847235999683589	0.5592191729199555	0.7484200343040364	0.6202211043030389	0.7129039089012146	0.7494616349494356	0.40146580724787	0.7205557430764264	0.4608439225304607	0.6562580300285605
FengQ_2015__SID31256__bin.39	0.7004856302661987	0.6626240589112156	0.6103295649134165	0.8492890701041397	0.6258089834578264	0.7416980578484605	0.7747040655922346	0.6343051112012753	0.67542589648707	0.8060797273198249	0.7622621457452476	0.7330001692426281	0.7491188667099751	0.40342195291211874	0.8124784289554182	0.7475291684865792	0.3657584471656294	0.41735971153370033	0.45883080688824884	0.7863781116809192	0.8311542421145129	0.3484949600432197	0.6506255695310058	0.7828195821850332	0.3425936395811947	0.5951191608521846	1.0	0.7688507834307772	0.6805002191285556	0.37136266921491373	0.5600002069342178	0.8075637412819723	0.6530252674070477	0.7993831882207131	0.7670681929543334	0.45561593600411504	0.7929120596088796	0.4314681908849911	0.770945253335521	0.6891478522814867	0.5698872282417907	0.7117051601264368	0.7403537244833481	0.40439232658358254	0.7746870674243416	0.40098086819251094	0.6123545640450319
