	LiJ_2014__O2.UC20-1__bin.46	ZellerG_2014__CCIS22275061ST-4-0__bin.88	FengQ_2015__SID530168__bin.25	HMP_2012__SRS018313__bin.11	HeQ_2017__SZAXPI029499-101__bin.12	FengQ_2015__SID531155__bin.32	ZellerG_2014__CCIS81735969ST-20-0__bin.63	LiJ_2014__O2.UC18-1__bin.41	LiJ_2014__O2.UC8-1__bin.4	KarlssonFH_2013__S312__bin.44	XieH_2016__YSZC12003_37399__bin.8	NielsenHB_2014__V1_CD20_4__bin.46	BackhedF_2015__SID10_4M__bin.10	LiJ_2014__V1.FI29__bin.10	HMP_2012__SRS014923__bin.60	ZeeviD_2015__PNP_Main_454__bin.8	YuJ_2015__SZAXPI015211-166__bin.60	CosteaPI_2017__SID713A068-11-0-0__bin.28	IjazUZ_2017__S58_a_WGS__bin.15	YuJ_2015__SZAXPI017590-136__bin.13	ZellerG_2014__CCMD25963797ST-21-0__bin.46	NielsenHB_2014__V1_UC4_0__bin.35	FengQ_2015__SID530315__bin.10	ZellerG_2014__CCIS78100604ST-4-0__bin.51	SchirmerM_2016__G89021__bin.21	LiJ_2014__V1.FI20__bin.59	FengQ_2015__SID31256__bin.39	FengQ_2015__SID530403__bin.30	ZellerG_2014__CCIS27927933ST-4-0__bin.36	ZeeviD_2015__PNP_Main_433__bin.17	NielsenHB_2014__O2_UC11_2__bin.52	FengQ_2015__SID531281__bin.22	XieH_2016__YSZC12003_37353__bin.57	HMP_2012__SRS011134__bin.53	FengQ_2015__SID31233__bin.14	GeversD_2014__SKBSTL064__bin.11	LiJ_2014__V1.FI37__bin.84	SchirmerM_2016__G88908__bin.27	ZellerG_2014__CCIS82146115ST-4-0__bin.67	XieH_2016__YSZC12003_37097__bin.8	XieH_2016__YSZC12003_35577__bin.17	FengQ_2015__SID31237__bin.67	QinJ_2012__T2D-102__bin.42	IjazUZ_2017__S56_a_WGS__bin.5	YuJ_2015__SZAXPI015257-56__bin.4	QinJ_2012__T2D-107__bin.61	CosteaPI_2017__alien3-11-0-0__bin.38
XieH_2016__YSZC12003_37399__bin.8	1712622.0	1707583.0	1431271.0	2090476.0	1739475.0	1738687.0	1826499.0	1764179.0	1838465.0	1498725.0	2876692.0	1845875.0	1143159.0	1520274.0	2054151.0	1832357.0	1091812.0	1135531.0	1380231.0	1562239.0	2014440.0	1224893.0	1661434.0	1961427.0	932278.0	1577150.0	1045125.0	1884208.0	1707250.0	1019613.0	1573587.0	1355717.0	1804925.0	2018942.0	1897932.0	1305592.0	1941892.0	1147690.0	1456377.0	1762626.0	1533644.0	1832944.0	1922766.0	961575.0	1853466.0	1055630.0	1586585.0
NielsenHB_2014__V1_CD20_4__bin.46	1627953.0	1613941.0	1437058.0	1978215.0	1632955.0	1672409.0	1764581.0	1686351.0	1775095.0	1397136.0	1845875.0	2677689.0	1088226.0	1454636.0	1897827.0	1734549.0	1065691.0	1121930.0	1282435.0	1540379.0	1941831.0	1158769.0	1622889.0	1838338.0	891947.0	1566180.0	1005214.0	1794920.0	1606215.0	1005938.0	1507072.0	1313867.0	1690679.0	1913477.0	1821927.0	1237648.0	1825621.0	1095265.0	1364766.0	1703681.0	1459416.0	1718269.0	1783995.0	944332.0	1720124.0	1028603.0	1530292.0
BackhedF_2015__SID10_4M__bin.10	1137465.0	1050297.0	919836.0	1270000.0	1097649.0	1088285.0	1143865.0	984431.0	1043972.0	1182319.0	1143159.0	1088226.0	1711006.0	670433.0	1239194.0	1187892.0	607986.0	638767.0	753767.0	1149401.0	1228805.0	557221.0	985805.0	1161290.0	519607.0	923708.0	1032255.0	1158859.0	1149792.0	602644.0	869872.0	1144762.0	1003276.0	1204875.0	1137101.0	705170.0	1406852.0	671285.0	1169717.0	1030937.0	905674.0	1097945.0	1156806.0	637999.0	1176039.0	631027.0	953338.0
LiJ_2014__V1.FI29__bin.10	1312424.0	1317455.0	1140380.0	1622289.0	1367705.0	1357121.0	1437120.0	1531240.0	1539607.0	985582.0	1520274.0	1454636.0	670433.0	2037653.0	1541869.0	1444583.0	963684.0	956852.0	1133964.0	1147653.0	1586363.0	1075477.0	1311728.0	1516619.0	765599.0	1327445.0	554279.0	1468034.0	1331559.0	861061.0	1264753.0	899647.0	1422763.0	1589711.0	1466309.0	1040856.0	1449863.0	900150.0	978858.0	1391780.0	1237698.0	1406635.0	1455933.0	746805.0	1382749.0	873375.0	1214360.0
HMP_2012__SRS014923__bin.60	1789752.0	1761500.0	1464849.0	2217499.0	1793734.0	1772111.0	1917216.0	1878709.0	1890591.0	1603277.0	2054151.0	1897827.0	1239194.0	1541869.0	2894498.0	1888579.0	1134058.0	1175566.0	1386682.0	1617284.0	2137669.0	1225476.0	1703768.0	2081020.0	931907.0	1643201.0	1113871.0	1946647.0	1790977.0	1061346.0	1604715.0	1409233.0	1847619.0	2133746.0	1992166.0	1333506.0	1983525.0	1185948.0	1497889.0	1819803.0	1587168.0	1871311.0	2023020.0	994713.0	1900370.0	1098251.0	1619258.0
ZeeviD_2015__PNP_Main_454__bin.8	1786958.0	1749202.0	1324453.0	1997368.0	1822959.0	1617747.0	1716352.0	1677927.0	1726965.0	1358528.0	1832357.0	1734549.0	1187892.0	1444583.0	1888579.0	2744012.0	1036614.0	1072854.0	1309769.0	1474522.0	1918945.0	1130994.0	1569335.0	1824352.0	860610.0	1498552.0	1030661.0	1788754.0	1790094.0	967886.0	1495829.0	1238062.0	1657191.0	1904523.0	1799533.0	1252944.0	2016554.0	1080977.0	1306005.0	1669173.0	1504523.0	1742842.0	1822561.0	943913.0	1775670.0	1024922.0	1500647.0
YuJ_2015__SZAXPI015211-166__bin.60	1047992.0	1045843.0	777423.0	1163920.0	1003681.0	1074836.0	1043617.0	1025485.0	1094382.0	763572.0	1091812.0	1065691.0	607986.0	963684.0	1134058.0	1036614.0	1276269.0	810362.0	805186.0	868467.0	1142480.0	810762.0	1043078.0	1096452.0	632933.0	1018305.0	504843.0	1069185.0	1017000.0	708186.0	927275.0	743394.0	1069399.0	1154522.0	1120762.0	760175.0	1107802.0	672533.0	748662.0	1087985.0	897324.0	980108.0	1135385.0	600928.0	1078280.0	748887.0	964978.0
CosteaPI_2017__SID713A068-11-0-0__bin.28	1061156.0	1064768.0	830671.0	1221882.0	1030126.0	1071275.0	1107094.0	1075401.0	1123699.0	832249.0	1135531.0	1121930.0	638767.0	956852.0	1175566.0	1072854.0	810362.0	1322431.0	859638.0	934404.0	1186050.0	829864.0	1070866.0	1140945.0	685968.0	1044631.0	571385.0	1150507.0	1048926.0	714836.0	973371.0	767177.0	1119467.0	1199962.0	1173689.0	771980.0	1109262.0	737949.0	852405.0	1107509.0	951540.0	1060999.0	1120153.0	620099.0	1089215.0	749785.0	1026987.0
IjazUZ_2017__S58_a_WGS__bin.15	1236681.0	1238754.0	983339.0	1481175.0	1296581.0	1227677.0	1259436.0	1264340.0	1321955.0	919559.0	1380231.0	1282435.0	753767.0	1133964.0	1386682.0	1309769.0	805186.0	859638.0	2807697.0	1033701.0	1443359.0	903989.0	1197889.0	1365212.0	673549.0	1146542.0	629667.0	1378995.0	1280439.0	766591.0	1133684.0	847621.0	1260597.0	1431254.0	1337835.0	1096436.0	1367814.0	871537.0	945031.0	1257234.0	1383671.0	1292631.0	1335962.0	883241.0	1272271.0	787441.0	1136290.0
YuJ_2015__SZAXPI017590-136__bin.13	1380044.0	1359885.0	1267658.0	1731716.0	1363377.0	1496997.0	1590747.0	1429938.0	1464506.0	1454926.0	1562239.0	1540379.0	1149401.0	1147653.0	1617284.0	1474522.0	868467.0	934404.0	1033701.0	1978341.0	1676803.0	930124.0	1338005.0	1576950.0	725007.0	1297964.0	1076476.0	1542486.0	1382400.0	771651.0	1218963.0	1409481.0	1401305.0	1641154.0	1570542.0	991669.0	1543631.0	910278.0	1332712.0	1455913.0	1210094.0	1469475.0	1499149.0	808782.0	1503192.0	834953.0	1287252.0
ZellerG_2014__CCMD25963797ST-21-0__bin.46	1774724.0	1750486.0	1537129.0	2278520.0	1784448.0	1797768.0	1980342.0	1837633.0	1947600.0	1546891.0	2014440.0	1941831.0	1228805.0	1586363.0	2137669.0	1918945.0	1142480.0	1186050.0	1443359.0	1676803.0	2860780.0	1245218.0	1745890.0	2038670.0	941552.0	1676568.0	1137629.0	1994885.0	1778052.0	1075446.0	1607531.0	1466682.0	1829776.0	2148999.0	2005778.0	1350496.0	1990594.0	1188960.0	1522525.0	1849981.0	1615064.0	1933004.0	1934514.0	1017752.0	1885572.0	1089604.0	1618790.0
NielsenHB_2014__V1_UC4_0__bin.35	1105736.0	1118247.0	866074.0	1285123.0	1092942.0	1119833.0	1159953.0	1154924.0	1219533.0	797916.0	1224893.0	1158769.0	557221.0	1075477.0	1225476.0	1130994.0	810762.0	829864.0	903989.0	930124.0	1245218.0	1374664.0	1137148.0	1194689.0	692124.0	1124962.0	476753.0	1176143.0	1063880.0	750572.0	1028537.0	730101.0	1174173.0	1283972.0	1229167.0	840731.0	1162483.0	752113.0	811713.0	1196726.0	994927.0	1081174.0	1155466.0	617026.0	1142015.0	773095.0	1020486.0
FengQ_2015__SID530315__bin.10	1515124.0	1525418.0	1219196.0	1766274.0	1497338.0	1525794.0	1590804.0	1480704.0	1589303.0	1229779.0	1661434.0	1622889.0	985805.0	1311728.0	1703768.0	1569335.0	1043078.0	1070866.0	1197889.0	1338005.0	1745890.0	1137148.0	2094989.0	1647899.0	847126.0	1478690.0	892150.0	1644022.0	1491954.0	963447.0	1377544.0	1154763.0	1562925.0	1715464.0	1670880.0	1119390.0	1651954.0	1024960.0	1213379.0	1578747.0	1352584.0	1543493.0	1617153.0	856945.0	1570863.0	974558.0	1391096.0
ZellerG_2014__CCIS78100604ST-4-0__bin.51	1696732.0	1702639.0	1463287.0	2094831.0	1737427.0	1722614.0	1831661.0	1785042.0	1864701.0	1528124.0	1961427.0	1838338.0	1161290.0	1516619.0	2081020.0	1824352.0	1096452.0	1140945.0	1365212.0	1576950.0	2038670.0	1194689.0	1647899.0	2447314.0	914711.0	1589662.0	1071887.0	1908469.0	1731705.0	1041673.0	1589307.0	1377185.0	1795941.0	2050372.0	1921329.0	1304197.0	1914853.0	1173010.0	1460095.0	1784873.0	1557833.0	1798510.0	1904181.0	965287.0	1836517.0	1074246.0	1581838.0
SchirmerM_2016__G89021__bin.21	860421.0	859787.0	652722.0	964538.0	801091.0	842082.0	885087.0	836933.0	878595.0	652696.0	932278.0	891947.0	519607.0	765599.0	931907.0	860610.0	632933.0	685968.0	673549.0	725007.0	941552.0	692124.0	847126.0	914711.0	1273588.0	837104.0	468775.0	886107.0	827305.0	587665.0	752363.0	608166.0	901217.0	944681.0	927049.0	609443.0	908459.0	604508.0	653865.0	905966.0	714940.0	816717.0	893669.0	498535.0	878484.0	616866.0	827776.0
LiJ_2014__V1.FI20__bin.59	1478677.0	1484803.0	1184288.0	1737739.0	1444316.0	1462308.0	1549430.0	1435226.0	1548688.0	1152409.0	1577150.0	1566180.0	923708.0	1327445.0	1643201.0	1498552.0	1018305.0	1044631.0	1146542.0	1297964.0	1676568.0	1124962.0	1478690.0	1589662.0	837104.0	2035329.0	814999.0	1556194.0	1439192.0	970868.0	1345698.0	1098389.0	1498724.0	1736155.0	1595206.0	1086312.0	1589549.0	1002211.0	1151459.0	1542508.0	1283150.0	1471117.0	1559802.0	829589.0	1498775.0	959121.0	1352637.0
FengQ_2015__SID31256__bin.39	964567.0	911917.0	837369.0	1163758.0	864033.0	1017419.0	1060603.0	869175.0	925787.0	1104701.0	1045125.0	1005214.0	1032255.0	554279.0	1113871.0	1030661.0	504843.0	571385.0	629667.0	1076476.0	1137629.0	476753.0	892150.0	1071887.0	468775.0	814999.0	1353087.0	1054527.0	937117.0	508805.0	767114.0	1104521.0	893584.0	1094965.0	1049916.0	626462.0	1092689.0	591752.0	1055526.0	943821.0	783435.0	975277.0	1023860.0	555121.0	1071044.0	555257.0	838331.0
FengQ_2015__SID530403__bin.30	1687292.0	1672444.0	1389687.0	2002700.0	1687214.0	1723309.0	1787995.0	1678982.0	1795717.0	1428090.0	1884208.0	1794920.0	1158859.0	1468034.0	1946647.0	1788754.0	1069185.0	1150507.0	1378995.0	1542486.0	1994885.0	1176143.0	1644022.0	1908469.0	886107.0	1556194.0	1054527.0	2612785.0	1695141.0	1036351.0	1567528.0	1330479.0	1738973.0	1973875.0	1883505.0	1292088.0	1873845.0	1175016.0	1414014.0	1764837.0	1563599.0	1761994.0	1826506.0	984770.0	1801635.0	1034637.0	1539093.0
ZellerG_2014__CCIS27927933ST-4-0__bin.36	1704415.0	1665681.0	1250840.0	1862726.0	1680008.0	1552680.0	1599541.0	1522283.0	1629981.0	1276251.0	1707250.0	1606215.0	1149792.0	1331559.0	1790977.0	1790094.0	1017000.0	1048926.0	1280439.0	1382400.0	1778052.0	1063880.0	1491954.0	1731705.0	827305.0	1439192.0	937117.0	1695141.0	2535184.0	972825.0	1424648.0	1199038.0	1576922.0	1773304.0	1701068.0	1179542.0	1881226.0	1062340.0	1249938.0	1609090.0	1470019.0	1629884.0	1694910.0	914987.0	1649686.0	1004036.0	1431915.0
ZeeviD_2015__PNP_Main_433__bin.17	983871.0	986061.0	735309.0	1082240.0	925811.0	978093.0	961927.0	944066.0	979873.0	730229.0	1019613.0	1005938.0	602644.0	861061.0	1061346.0	967886.0	708186.0	714836.0	766591.0	771651.0	1075446.0	750572.0	963447.0	1041673.0	587665.0	970868.0	508805.0	1036351.0	972825.0	1395171.0	893271.0	685310.0	1011199.0	1065434.0	1040792.0	702551.0	1046853.0	669488.0	717527.0	1000961.0	855736.0	979113.0	986119.0	528525.0	996949.0	662184.0	872076.0
NielsenHB_2014__O2_UC11_2__bin.52	1419730.0	1443303.0	1182344.0	1657038.0	1454316.0	1441626.0	1473354.0	1447839.0	1502234.0	1153657.0	1573587.0	1507072.0	869872.0	1264753.0	1604715.0	1495829.0	927275.0	973371.0	1133684.0	1218963.0	1607531.0	1028537.0	1377544.0	1589307.0	752363.0	1345698.0	767114.0	1567528.0	1424648.0	893271.0	2128066.0	1055173.0	1433330.0	1609345.0	1531537.0	1080375.0	1554822.0	938201.0	1131191.0	1474517.0	1329337.0	1507112.0	1524579.0	788588.0	1496619.0	902764.0	1348594.0
FengQ_2015__SID531281__bin.22	1191669.0	1183946.0	1127522.0	1490829.0	1153152.0	1303215.0	1387335.0	1165968.0	1235197.0	1403370.0	1355717.0	1313867.0	1144762.0	899647.0	1409233.0	1238062.0	743394.0	767177.0	847621.0	1409481.0	1466682.0	730101.0	1154763.0	1377185.0	608166.0	1098389.0	1104521.0	1330479.0	1199038.0	685310.0	1055173.0	1962116.0	1193290.0	1422651.0	1391972.0	816544.0	1339668.0	765160.0	1297550.0	1214760.0	1049205.0	1272980.0	1300582.0	701856.0	1301314.0	722248.0	1121303.0
XieH_2016__YSZC12003_37353__bin.57	1595867.0	1593278.0	1303750.0	1892559.0	1576758.0	1592820.0	1699688.0	1645627.0	1722431.0	1287933.0	1804925.0	1690679.0	1003276.0	1422763.0	1847619.0	1657191.0	1069399.0	1119467.0	1260597.0	1401305.0	1829776.0	1174173.0	1562925.0	1795941.0	901217.0	1498724.0	893584.0	1738973.0	1576922.0	1011199.0	1433330.0	1193290.0	2461390.0	1838968.0	1752463.0	1188720.0	1731373.0	1061221.0	1280562.0	1638729.0	1423863.0	1643552.0	1718001.0	882824.0	1662426.0	1000396.0	1495003.0
HMP_2012__SRS011134__bin.53	1787482.0	1741457.0	1497806.0	2252538.0	1781617.0	1808857.0	1913682.0	1837162.0	1948137.0	1521180.0	2018942.0	1913477.0	1204875.0	1589711.0	2133746.0	1904523.0	1154522.0	1199962.0	1431254.0	1641154.0	2148999.0	1283972.0	1715464.0	2050372.0	944681.0	1736155.0	1094965.0	1973875.0	1773304.0	1065434.0	1609345.0	1422651.0	1838968.0	2603145.0	1999630.0	1348293.0	1983994.0	1195334.0	1539908.0	1858154.0	1603396.0	1881962.0	1977397.0	1003984.0	1920697.0	1096627.0	1623337.0
FengQ_2015__SID31233__bin.14	1703295.0	1693857.0	1397572.0	2048259.0	1683795.0	1766996.0	1813185.0	1711089.0	1811323.0	1460039.0	1897932.0	1821927.0	1137101.0	1466309.0	1992166.0	1799533.0	1120762.0	1173689.0	1337835.0	1570542.0	2005778.0	1229167.0	1670880.0	1921329.0	927049.0	1595206.0	1049916.0	1883505.0	1701068.0	1040792.0	1531537.0	1391972.0	1752463.0	1999630.0	2392226.0	1277545.0	1859607.0	1142378.0	1421408.0	1796117.0	1521435.0	1792064.0	1834405.0	957318.0	1806922.0	1040265.0	1577240.0
GeversD_2014__SKBSTL064__bin.11	1179584.0	1154534.0	918666.0	1429194.0	1198402.0	1156914.0	1202078.0	1200941.0	1212867.0	878677.0	1305592.0	1237648.0	705170.0	1040856.0	1333506.0	1252944.0	760175.0	771980.0	1096436.0	991669.0	1350496.0	840731.0	1119390.0	1304197.0	609443.0	1086312.0	626462.0	1292088.0	1179542.0	702551.0	1080375.0	816544.0	1188720.0	1348293.0	1277545.0	2285589.0	1293588.0	821870.0	839555.0	1186897.0	1185468.0	1212369.0	1299942.0	715473.0	1239817.0	738652.0	1074738.0
LiJ_2014__V1.FI37__bin.84	1861344.0	1792818.0	1386691.0	2050257.0	1910861.0	1717646.0	1797739.0	1722968.0	1803164.0	1450470.0	1941892.0	1825621.0	1406852.0	1449863.0	1983525.0	2016554.0	1107802.0	1109262.0	1367814.0	1543631.0	1990594.0	1162483.0	1651954.0	1914853.0	908459.0	1589549.0	1092689.0	1873845.0	1881226.0	1046853.0	1554822.0	1339668.0	1731373.0	1983994.0	1859607.0	1293588.0	3178447.0	1155773.0	1432532.0	1737830.0	1581511.0	1788182.0	1921958.0	979278.0	1849143.0	1107911.0	1572752.0
SchirmerM_2016__G88908__bin.27	1052152.0	1034441.0	866847.0	1221277.0	1051675.0	1048413.0	1062714.0	996809.0	1092342.0	839598.0	1147690.0	1095265.0	671285.0	900150.0	1185948.0	1080977.0	672533.0	737949.0	871537.0	910278.0	1188960.0	752113.0	1024960.0	1173010.0	604508.0	1002211.0	591752.0	1175016.0	1062340.0	669488.0	938201.0	765160.0	1061221.0	1195334.0	1142378.0	821870.0	1155773.0	1907261.0	824366.0	1079438.0	998300.0	1050977.0	1115834.0	593510.0	1079471.0	672037.0	986407.0
ZellerG_2014__CCIS82146115ST-4-0__bin.67	1263849.0	1228707.0	1132727.0	1548573.0	1229641.0	1340168.0	1407710.0	1272637.0	1390180.0	1384198.0	1456377.0	1364766.0	1169717.0	978858.0	1497889.0	1306005.0	748662.0	852405.0	945031.0	1332712.0	1522525.0	811713.0	1213379.0	1460095.0	653865.0	1151459.0	1055526.0	1414014.0	1249938.0	717527.0	1131191.0	1297550.0	1280562.0	1539908.0	1421408.0	839555.0	1432532.0	824366.0	1849488.0	1300841.0	1101970.0	1292728.0	1374277.0	737398.0	1418042.0	760268.0	1176063.0
XieH_2016__YSZC12003_37097__bin.8	1611869.0	1620273.0	1302826.0	1914395.0	1564796.0	1624003.0	1752892.0	1572619.0	1708972.0	1317039.0	1762626.0	1703681.0	1030937.0	1391780.0	1819803.0	1669173.0	1087985.0	1107509.0	1257234.0	1455913.0	1849981.0	1196726.0	1578747.0	1784873.0	905966.0	1542508.0	943821.0	1764837.0	1609090.0	1000961.0	1474517.0	1214760.0	1638729.0	1858154.0	1796117.0	1186897.0	1737830.0	1079438.0	1300841.0	2051905.0	1401955.0	1595514.0	1707866.0	900119.0	1704213.0	1019223.0	1489854.0
