	LiJ_2014__O2.UC20-1__bin.46	ZellerG_2014__CCIS22275061ST-4-0__bin.88	FengQ_2015__SID530168__bin.25	HMP_2012__SRS018313__bin.11	HeQ_2017__SZAXPI029499-101__bin.12	FengQ_2015__SID531155__bin.32	ZellerG_2014__CCIS81735969ST-20-0__bin.63	LiJ_2014__O2.UC18-1__bin.41	LiJ_2014__O2.UC8-1__bin.4	KarlssonFH_2013__S312__bin.44	XieH_2016__YSZC12003_37399__bin.8	NielsenHB_2014__V1_CD20_4__bin.46	BackhedF_2015__SID10_4M__bin.10	LiJ_2014__V1.FI29__bin.10	HMP_2012__SRS014923__bin.60	ZeeviD_2015__PNP_Main_454__bin.8	YuJ_2015__SZAXPI015211-166__bin.60	CosteaPI_2017__SID713A068-11-0-0__bin.28	IjazUZ_2017__S58_a_WGS__bin.15	YuJ_2015__SZAXPI017590-136__bin.13	ZellerG_2014__CCMD25963797ST-21-0__bin.46	NielsenHB_2014__V1_UC4_0__bin.35	FengQ_2015__SID530315__bin.10	ZellerG_2014__CCIS78100604ST-4-0__bin.51	SchirmerM_2016__G89021__bin.21	LiJ_2014__V1.FI20__bin.59	FengQ_2015__SID31256__bin.39	FengQ_2015__SID530403__bin.30	ZellerG_2014__CCIS27927933ST-4-0__bin.36	ZeeviD_2015__PNP_Main_433__bin.17	NielsenHB_2014__O2_UC11_2__bin.52	FengQ_2015__SID531281__bin.22	XieH_2016__YSZC12003_37353__bin.57	HMP_2012__SRS011134__bin.53	FengQ_2015__SID31233__bin.14	GeversD_2014__SKBSTL064__bin.11	LiJ_2014__V1.FI37__bin.84	SchirmerM_2016__G88908__bin.27	ZellerG_2014__CCIS82146115ST-4-0__bin.67	XieH_2016__YSZC12003_37097__bin.8	XieH_2016__YSZC12003_35577__bin.17	FengQ_2015__SID31237__bin.67	QinJ_2012__T2D-102__bin.42	IjazUZ_2017__S56_a_WGS__bin.5	YuJ_2015__SZAXPI015257-56__bin.4	QinJ_2012__T2D-107__bin.61	CosteaPI_2017__alien3-11-0-0__bin.38
XieH_2016__YSZC12003_37399__bin.8	28529.0	28973.0	16851.0	26187.0	36132.0	22000.0	21186.0	22098.0	18610.0	16807.0	0.0	18604.0	19720.0	17060.0	22877.0	34944.0	22945.0	14249.0	20556.0	21438.0	26410.0	13492.0	21711.0	24220.0	9214.0	20441.0	13718.0	28659.0	30972.0	12916.0	20555.0	16486.0	20655.0	26484.0	22506.0	22396.0	36705.0	16815.0	13620.0	22968.0	24298.0	25017.0	41930.0	14118.0	39773.0	22888.0	14346.0
NielsenHB_2014__V1_CD20_4__bin.46	26438.0	27069.0	12795.0	24509.0	33561.0	21220.0	18370.0	19485.0	14842.0	15387.0	18604.0	0.0	20625.0	14177.0	23408.0	33531.0	23608.0	14435.0	20444.0	21274.0	25518.0	12948.0	21313.0	23091.0	9542.0	20979.0	13401.0	27232.0	29794.0	13276.0	18051.0	15209.0	20966.0	24358.0	21176.0	20747.0	33016.0	16978.0	15096.0	22364.0	24308.0	23381.0	39015.0	15243.0	36266.0	22820.0	18287.0
BackhedF_2015__SID10_4M__bin.10	8172.0	9035.0	17926.0	23025.0	11773.0	18135.0	20498.0	17693.0	18535.0	21225.0	19720.0	20625.0	0.0	13112.0	22860.0	9180.0	12933.0	10885.0	13196.0	20241.0	22814.0	8079.0	17459.0	21745.0	8638.0	16377.0	18632.0	18910.0	7729.0	10038.0	14991.0	20535.0	16640.0	20717.0	19508.0	13215.0	10505.0	10371.0	20469.0	17755.0	16389.0	21014.0	27063.0	11117.0	26656.0	15106.0	15306.0
LiJ_2014__V1.FI29__bin.10	22175.0	23438.0	11842.0	23123.0	29188.0	19989.0	18592.0	18689.0	15565.0	13473.0	17060.0	14177.0	13112.0	0.0	21372.0	29003.0	21486.0	13358.0	17605.0	18867.0	23175.0	11852.0	18279.0	21706.0	8840.0	18496.0	8414.0	24554.0	24722.0	11325.0	16794.0	12428.0	16690.0	21478.0	19312.0	17629.0	27923.0	14386.0	11154.0	20196.0	20635.0	20341.0	33831.0	11634.0	31765.0	18882.0	14876.0
HMP_2012__SRS014923__bin.60	30241.0	30397.0	19796.0	28559.0	37882.0	23675.0	22694.0	21092.0	21989.0	12640.0	22877.0	23408.0	22860.0	21372.0	0.0	36244.0	23328.0	14874.0	20585.0	23369.0	28967.0	14281.0	22697.0	23218.0	8923.0	20476.0	14517.0	28541.0	33441.0	12812.0	20613.0	18485.0	18978.0	25981.0	22126.0	23182.0	37533.0	17943.0	13073.0	23609.0	25822.0	25257.0	43597.0	14741.0	39636.0	22471.0	15782.0
ZeeviD_2015__PNP_Main_454__bin.8	15203.0	17906.0	27052.0	39204.0	20492.0	29937.0	34150.0	33220.0	33318.0	26218.0	34944.0	33531.0	9180.0	29003.0	36244.0	0.0	23413.0	19678.0	23901.0	30633.0	38447.0	19421.0	29513.0	35181.0	15009.0	29279.0	19189.0	31567.0	17009.0	17831.0	28574.0	22986.0	30563.0	36404.0	32724.0	26067.0	15811.0	19723.0	23442.0	32132.0	28970.0	36055.0	43359.0	17268.0	42814.0	24191.0	26113.0
YuJ_2015__SZAXPI015211-166__bin.60	23462.0	23439.0	17420.0	25195.0	24648.0	22712.0	21679.0	22638.0	23540.0	15309.0	22945.0	23608.0	12933.0	21486.0	23328.0	23413.0	0.0	16635.0	17660.0	17945.0	23754.0	16745.0	22917.0	24134.0	12507.0	22404.0	9940.0	23526.0	23473.0	15283.0	20086.0	14968.0	22178.0	24835.0	24340.0	17692.0	25535.0	15056.0	15380.0	23165.0	20528.0	21379.0	19365.0	12338.0	16833.0	10903.0	19582.0
CosteaPI_2017__SID713A068-11-0-0__bin.28	17374.0	17693.0	10920.0	15976.0	20569.0	13722.0	13515.0	14418.0	14518.0	10275.0	14249.0	14435.0	10885.0	13358.0	14874.0	19678.0	16635.0	0.0	12341.0	12709.0	15035.0	10404.0	13407.0	14071.0	7995.0	14541.0	6661.0	16439.0	18436.0	9133.0	12315.0	8840.0	12587.0	16297.0	13895.0	11797.0	19157.0	10351.0	10799.0	14364.0	15101.0	14368.0	23019.0	9209.0	22247.0	15450.0	12403.0
IjazUZ_2017__S58_a_WGS__bin.15	20846.0	21751.0	16006.0	24443.0	28208.0	18264.0	19094.0	19425.0	20389.0	13314.0	20556.0	20444.0	13196.0	17605.0	20585.0	23901.0	17660.0	12341.0	0.0	16682.0	22252.0	12521.0	18440.0	20647.0	8480.0	17433.0	8829.0	17008.0	22745.0	10210.0	17776.0	12391.0	18297.0	21888.0	19344.0	11026.0	25274.0	9551.0	13956.0	19769.0	2185.0	20611.0	28939.0	1199.0	27108.0	16338.0	16595.0
YuJ_2015__SZAXPI017590-136__bin.13	24459.0	25319.0	17561.0	23593.0	28644.0	21952.0	17964.0	21845.0	20928.0	18849.0	21438.0	21274.0	20241.0	18867.0	23369.0	30633.0	17945.0	12709.0	16682.0	0.0	23217.0	10521.0	19214.0	23470.0	8036.0	16605.0	12438.0	25338.0	26386.0	10577.0	17752.0	7556.0	17985.0	21584.0	20859.0	17043.0	29880.0	13702.0	17671.0	18417.0	20333.0	20715.0	31450.0	12521.0	30212.0	17222.0	16436.0
ZellerG_2014__CCMD25963797ST-21-0__bin.46	29367.0	30709.0	20713.0	33486.0	36887.0	24408.0	25631.0	25015.0	27105.0	20769.0	26410.0	25518.0	22814.0	23175.0	28967.0	38447.0	23754.0	15035.0	22252.0	23217.0	0.0	15772.0	23720.0	27614.0	10741.0	22610.0	13005.0	27620.0	32559.0	12960.0	21575.0	17321.0	21810.0	29102.0	23346.0	22827.0	35945.0	17594.0	18820.0	23908.0	26662.0	25151.0	42670.0	16068.0	40469.0	23291.0	19895.0
NielsenHB_2014__V1_UC4_0__bin.35	15856.0	17584.0	9882.0	14692.0	19892.0	12775.0	12395.0	13403.0	13600.0	8425.0	13492.0	12948.0	8079.0	11852.0	14281.0	19421.0	16745.0	10404.0	12521.0	10521.0	15772.0	0.0	15145.0	15158.0	6417.0	3997.0	5209.0	16723.0	16980.0	9105.0	11954.0	6343.0	12863.0	6416.0	14366.0	13392.0	18024.0	10661.0	8906.0	13212.0	14671.0	13849.0	22601.0	8872.0	22670.0	15137.0	11112.0
FengQ_2015__SID530315__bin.10	25405.0	27641.0	17299.0	24232.0	31326.0	20523.0	20760.0	21269.0	20149.0	15765.0	21711.0	21313.0	17459.0	18279.0	22697.0	29513.0	22917.0	13407.0	18440.0	19214.0	23720.0	15145.0	0.0	22547.0	9437.0	21390.0	11797.0	24050.0	26609.0	13044.0	18376.0	14113.0	19894.0	24304.0	21698.0	18700.0	30956.0	14195.0	15954.0	20831.0	22406.0	22210.0	34343.0	12784.0	33240.0	21428.0	18415.0
ZellerG_2014__CCIS78100604ST-4-0__bin.51	27528.0	29260.0	20302.0	27738.0	35415.0	23565.0	22951.0	20509.0	23512.0	15610.0	24220.0	23091.0	21745.0	21706.0	23218.0	35181.0	24134.0	14071.0	20647.0	23470.0	27614.0	15158.0	22547.0	0.0	10242.0	21591.0	12664.0	29732.0	30538.0	13694.0	21578.0	16207.0	19638.0	26207.0	23067.0	22175.0	35339.0	16795.0	15793.0	24864.0	25473.0	24312.0	42019.0	15438.0	40477.0	23256.0	17303.0
SchirmerM_2016__G89021__bin.21	13024.0	12518.0	7210.0	11007.0	13908.0	9418.0	9195.0	8776.0	9537.0	6294.0	9214.0	9542.0	8638.0	8840.0	8923.0	15009.0	12507.0	7995.0	8480.0	8036.0	10741.0	6417.0	9437.0	10242.0	0.0	8791.0	5216.0	11114.0	13091.0	6442.0	8302.0	4921.0	8855.0	10336.0	9814.0	8965.0	14575.0	8398.0	6853.0	10168.0	10228.0	9695.0	17796.0	6144.0	17513.0	12307.0	8031.0
LiJ_2014__V1.FI20__bin.59	24485.0	25870.0	15129.0	20471.0	29748.0	19404.0	17395.0	19268.0	20193.0	12546.0	20441.0	20979.0	16377.0	18496.0	20476.0	29279.0	22404.0	14541.0	17433.0	16605.0	22610.0	3997.0	21390.0	21591.0	8791.0	0.0	9751.0	23401.0	26295.0	13448.0	17878.0	11378.0	18669.0	4572.0	19158.0	18613.0	28877.0	15639.0	13264.0	19227.0	20796.0	20123.0	34401.0	12474.0	32207.0	21152.0	16936.0
FengQ_2015__SID31256__bin.39	16749.0	15329.0	11540.0	14596.0	17259.0	13837.0	12361.0	10905.0	11877.0	14005.0	13718.0	13401.0	18632.0	8414.0	14517.0	19189.0	9940.0	6661.0	8829.0	12438.0	13005.0	5209.0	11797.0	12664.0	5216.0	9751.0	0.0	14205.0	16341.0	6319.0	9385.0	11817.0	9984.0	13330.0	12006.0	9974.0	19810.0	7938.0	12370.0	11344.0	12328.0	12278.0	22097.0	7943.0	22825.0	12695.0	9762.0
FengQ_2015__SID530403__bin.30	26768.0	28299.0	22091.0	29781.0	32806.0	26423.0	25565.0	25392.0	26758.0	21007.0	28659.0	27232.0	18910.0	24554.0	28541.0	31567.0	23526.0	16439.0	17008.0	25338.0	27620.0	16723.0	24050.0	29732.0	11114.0	23401.0	14205.0	0.0	28270.0	14631.0	23198.0	17358.0	24328.0	29846.0	26011.0	16900.0	33209.0	6676.0	19879.0	26509.0	20571.0	25456.0	41429.0	11897.0	39183.0	22769.0	21419.0
ZellerG_2014__CCIS27927933ST-4-0__bin.36	13550.0	16885.0	23668.0	33691.0	21016.0	27729.0	29804.0	27498.0	29388.0	22431.0	30972.0	29794.0	7729.0	24722.0	33441.0	17009.0	23473.0	18436.0	22745.0	26386.0	32559.0	16980.0	26609.0	30538.0	13091.0	26295.0	16341.0	28270.0	0.0	16932.0	25917.0	20396.0	27031.0	32271.0	29287.0	22797.0	17257.0	17805.0	21076.0	30077.0	27500.0	30253.0	40777.0	15449.0	38732.0	23663.0	23267.0
ZeeviD_2015__PNP_Main_433__bin.17	16062.0	16112.0	9409.0	14719.0	16431.0	12064.0	11827.0	12526.0	11807.0	8101.0	12916.0	13276.0	10038.0	11325.0	12812.0	17831.0	15283.0	9133.0	10210.0	10577.0	12960.0	9105.0	13044.0	13694.0	6442.0	13448.0	6319.0	14631.0	16932.0	0.0	11707.0	8164.0	11956.0	13949.0	13108.0	10808.0	18282.0	9286.0	8615.0	12233.0	13020.0	12116.0	20440.0	7363.0	20078.0	13259.0	10067.0
NielsenHB_2014__O2_UC11_2__bin.52	23506.0	25893.0	15815.0	21459.0	28752.0	16219.0	19335.0	19242.0	18617.0	13623.0	20555.0	18051.0	14991.0	16794.0	20613.0	28574.0	20086.0	12315.0	17776.0	17752.0	21575.0	11954.0	18376.0	21578.0	8302.0	17878.0	9385.0	23198.0	25917.0	11707.0	0.0	12249.0	17421.0	21483.0	19051.0	18277.0	27406.0	13505.0	13157.0	19337.0	21491.0	19877.0	31751.0	12524.0	32228.0	19354.0	17378.0
FengQ_2015__SID531281__bin.22	19467.0	19828.0	13229.0	17451.0	22518.0	16751.0	12622.0	14180.0	13346.0	17250.0	16486.0	15209.0	20535.0	12428.0	18485.0	22986.0	14968.0	8840.0	12391.0	7556.0	17321.0	6343.0	14113.0	16207.0	4921.0	11378.0	11817.0	17358.0	20396.0	8164.0	12249.0	0.0	13072.0	17032.0	15428.0	12822.0	24006.0	10201.0	15773.0	11884.0	16460.0	16441.0	28484.0	10216.0	26796.0	15657.0	13831.0
XieH_2016__YSZC12003_37353__bin.57	25345.0	26750.0	16664.0	24096.0	31133.0	19707.0	18790.0	17852.0	19811.0	12659.0	20655.0	20966.0	16640.0	16690.0	18978.0	30563.0	22178.0	12587.0	18297.0	17985.0	21810.0	12863.0	19894.0	19638.0	8855.0	18669.0	9984.0	24328.0	27031.0	11956.0	17421.0	13072.0	0.0	22422.0	19503.0	18662.0	30505.0	14413.0	13126.0	20790.0	22325.0	20220.0	36555.0	12472.0	34346.0	20814.0	15445.0
HMP_2012__SRS011134__bin.53	28991.0	30055.0	19649.0	26851.0	36108.0	23241.0	21959.0	24566.0	24506.0	17415.0	26484.0	24358.0	20717.0	21478.0	25981.0	36404.0	24835.0	16297.0	21888.0	21584.0	29102.0	6416.0	24304.0	26207.0	10336.0	4572.0	13330.0	29846.0	32271.0	13949.0	21483.0	17032.0	22422.0	0.0	24175.0	22565.0	36016.0	17862.0	18511.0	23104.0	26347.0	25073.0	42927.0	15528.0	41844.0	23870.0	19731.0
FengQ_2015__SID31233__bin.14	27221.0	28240.0	16053.0	25730.0	33684.0	21990.0	20185.0	21035.0	21264.0	15850.0	22506.0	21176.0	19508.0	19312.0	22126.0	32724.0	24340.0	13895.0	19344.0	20859.0	23346.0	14366.0	21698.0	23067.0	9814.0	19158.0	12006.0	26011.0	29287.0	13108.0	19051.0	15428.0	19503.0	24175.0	0.0	20581.0	33578.0	15723.0	15173.0	21673.0	23458.0	24361.0	38921.0	13590.0	39209.0	22152.0	18145.0
GeversD_2014__SKBSTL064__bin.11	21581.0	22192.0	15761.0	25498.0	26383.0	18916.0	18848.0	20264.0	19345.0	14103.0	22396.0	20747.0	13215.0	17629.0	23182.0	26067.0	17692.0	11797.0	11026.0	17043.0	22827.0	13392.0	18700.0	22175.0	8965.0	18613.0	9974.0	16900.0	22797.0	10808.0	18277.0	12822.0	18662.0	22565.0	20581.0	0.0	26097.0	10288.0	12789.0	20542.0	11314.0	21454.0	31484.0	7132.0	28421.0	17895.0	17358.0
LiJ_2014__V1.FI37__bin.84	13560.0	17103.0	27267.0	38458.0	21684.0	30651.0	33313.0	32900.0	33800.0	25829.0	36705.0	33016.0	10505.0	27923.0	37533.0	15811.0	25535.0	19157.0	25274.0	29880.0	35945.0	18024.0	30956.0	35339.0	14575.0	28877.0	19810.0	33209.0	17257.0	18282.0	27406.0	24006.0	30505.0	36016.0	33578.0	26097.0	0.0	20212.0	25386.0	32481.0	28829.0	34821.0	46486.0	17359.0	44747.0	26388.0	26141.0
SchirmerM_2016__G88908__bin.27	16383.0	16921.0	13071.0	18747.0	19737.0	15257.0	14965.0	15464.0	16177.0	11676.0	16815.0	16978.0	10371.0	14386.0	17943.0	19723.0	15056.0	10351.0	9551.0	13702.0	17594.0	10661.0	14195.0	16795.0	8398.0	15639.0	7938.0	6676.0	17805.0	9286.0	13505.0	10201.0	14413.0	17862.0	15723.0	10288.0	20212.0	0.0	12307.0	15156.0	12441.0	16092.0	24813.0	6596.0	22983.0	14898.0	13861.0
ZellerG_2014__CCIS82146115ST-4-0__bin.67	20434.0	19940.0	13950.0	19113.0	23896.0	16537.0	15912.0	13147.0	15316.0	13196.0	13620.0	15096.0	20469.0	11154.0	13073.0	23442.0	15380.0	10799.0	13956.0	17671.0	18820.0	8906.0	15954.0	15793.0	6853.0	13264.0	12370.0	19879.0	21076.0	8615.0	13157.0	15773.0	13126.0	18511.0	15173.0	12789.0	25386.0	12307.0	0.0	16611.0	17512.0	15657.0	31015.0	10795.0	30186.0	16345.0	12941.0
XieH_2016__YSZC12003_37097__bin.8	27820.0	30033.0	18109.0	21740.0	32819.0	21195.0	14657.0	22337.0	21422.0	16683.0	22968.0	22364.0	17755.0	20196.0	23609.0	32132.0	23165.0	14364.0	19769.0	18417.0	23908.0	13212.0	20831.0	24864.0	10168.0	19227.0	11344.0	26509.0	30077.0	12233.0	19337.0	11884.0	20790.0	23104.0	21673.0	20542.0	32481.0	15156.0	16611.0	0.0	23195.0	22733.0	37343.0	13598.0	36283.0	21344.0	19224.0
XieH_2016__YSZC12003_35577__bin.17	23929.0	25277.0	20921.0	28649.0	30231.0	22563.0	23946.0	23259.0	23933.0	17560.0	24298.0	24308.0	16389.0	20635.0	25822.0	28970.0	20528.0	15101.0	2185.0	20333.0	26662.0	14671.0	22406.0	25473.0	10228.0	20796.0	12328.0	20571.0	27500.0	13020.0	21491.0	16460.0	22325.0	26347.0	23458.0	11314.0	28829.0	12441.0	17512.0	23195.0	0.0	24938.0	34568.0	950.0	32466.0	20615.0	19670.0
FengQ_2015__SID31237__bin.67	27045.0	29430.0	20598.0	29294.0	33810.0	22288.0	22124.0	23695.0	23038.0	17672.0	25017.0	23381.0	21014.0	20341.0	25257.0	36055.0	21379.0	14368.0	20611.0	20715.0	25151.0	13849.0	22210.0	24312.0	9695.0	20123.0	12278.0	25456.0	30253.0	12116.0	19877.0	16441.0	20220.0	25073.0	24361.0	21454.0	34821.0	16092.0	15657.0	22733.0	24938.0	0.0	38134.0	13818.0	37554.0	19981.0	19602.0
QinJ_2012__T2D-102__bin.42	39271.0	39776.0	32103.0	46387.0	43517.0	35410.0	37807.0	37470.0	38588.0	28696.0	41930.0	39015.0	27063.0	33831.0	43597.0	43359.0	19365.0	23019.0	28939.0	31450.0	42670.0	22601.0	34343.0	42019.0	17796.0	34401.0	22097.0	41429.0	40777.0	20440.0	31751.0	28484.0	36555.0	42927.0	38921.0	31484.0	46486.0	24813.0	31015.0	37343.0	34568.0	38134.0	0.0	21664.0	29749.0	18116.0	32213.0
IjazUZ_2017__S56_a_WGS__bin.5	14948.0	14933.0	10868.0	17358.0	18267.0	14033.0	13904.0	14090.0	13475.0	10856.0	14118.0	15243.0	11117.0	11634.0	14741.0	17268.0	12338.0	9209.0	1199.0	12521.0	16068.0	8872.0	12784.0	15438.0	6144.0	12474.0	7943.0	11897.0	15449.0	7363.0	12524.0	10216.0	12472.0	15528.0	13590.0	7132.0	17359.0	6596.0	10795.0	13598.0	950.0	13818.0	21664.0	0.0	19939.0	12418.0	12035.0
YuJ_2015__SZAXPI015257-56__bin.4	37074.0	38185.0	30019.0	43266.0	40385.0	34830.0	36497.0	36249.0	36383.0	29199.0	39773.0	36266.0	26656.0	31765.0	39636.0	42814.0	16833.0	22247.0	27108.0	30212.0	40469.0	22670.0	33240.0	40477.0	17513.0	32207.0	22825.0	39183.0	38732.0	20078.0	32228.0	26796.0	34346.0	41844.0	39209.0	28421.0	44747.0	22983.0	30186.0	36283.0	32466.0	37554.0	29749.0	19939.0	0.0	6499.0	29518.0
QinJ_2012__T2D-107__bin.61	21781.0	22847.0	16687.0	24668.0	23370.0	21042.0	21581.0	20370.0	20929.0	16897.0	22888.0	22820.0	15106.0	18882.0	22471.0	24191.0	10903.0	15450.0	16338.0	17222.0	23291.0	15137.0	21428.0	23256.0	12307.0	21152.0	12695.0	22769.0	23663.0	13259.0	19354.0	15657.0	20814.0	23870.0	22152.0	17895.0	26388.0	14898.0	16345.0	21344.0	20615.0	19981.0	18116.0	12418.0	6499.0	0.0	19409.0
