	LiJ_2014__O2.UC20-1__bin.46	ZellerG_2014__CCIS22275061ST-4-0__bin.88	FengQ_2015__SID530168__bin.25	HMP_2012__SRS018313__bin.11	HeQ_2017__SZAXPI029499-101__bin.12	FengQ_2015__SID531155__bin.32	ZellerG_2014__CCIS81735969ST-20-0__bin.63	LiJ_2014__O2.UC18-1__bin.41	LiJ_2014__O2.UC8-1__bin.4	KarlssonFH_2013__S312__bin.44	XieH_2016__YSZC12003_37399__bin.8	NielsenHB_2014__V1_CD20_4__bin.46	BackhedF_2015__SID10_4M__bin.10	LiJ_2014__V1.FI29__bin.10	HMP_2012__SRS014923__bin.60	ZeeviD_2015__PNP_Main_454__bin.8	YuJ_2015__SZAXPI015211-166__bin.60	CosteaPI_2017__SID713A068-11-0-0__bin.28	IjazUZ_2017__S58_a_WGS__bin.15	YuJ_2015__SZAXPI017590-136__bin.13	ZellerG_2014__CCMD25963797ST-21-0__bin.46	NielsenHB_2014__V1_UC4_0__bin.35	FengQ_2015__SID530315__bin.10	ZellerG_2014__CCIS78100604ST-4-0__bin.51	SchirmerM_2016__G89021__bin.21	LiJ_2014__V1.FI20__bin.59	FengQ_2015__SID31256__bin.39	FengQ_2015__SID530403__bin.30	ZellerG_2014__CCIS27927933ST-4-0__bin.36	ZeeviD_2015__PNP_Main_433__bin.17	NielsenHB_2014__O2_UC11_2__bin.52	FengQ_2015__SID531281__bin.22	XieH_2016__YSZC12003_37353__bin.57	HMP_2012__SRS011134__bin.53	FengQ_2015__SID31233__bin.14	GeversD_2014__SKBSTL064__bin.11	LiJ_2014__V1.FI37__bin.84	SchirmerM_2016__G88908__bin.27	ZellerG_2014__CCIS82146115ST-4-0__bin.67	XieH_2016__YSZC12003_37097__bin.8	XieH_2016__YSZC12003_35577__bin.17	FengQ_2015__SID31237__bin.67	QinJ_2012__T2D-102__bin.42	IjazUZ_2017__S56_a_WGS__bin.5	YuJ_2015__SZAXPI015257-56__bin.4	QinJ_2012__T2D-107__bin.61	CosteaPI_2017__alien3-11-0-0__bin.38
XieH_2016__YSZC12003_37399__bin.8	0.9833419166634552	0.983032742771508	0.9882265482916932	0.9874731879246641	0.979228215409822	0.9873467737436353	0.9884007601427649	0.9874740601718986	0.9898774249169824	0.9887858012644081	1.0	0.9899213110313537	0.9827495562734493	0.9887783386415869	0.988863038793156	0.9809294804451316	0.9789844771810532	0.9874516855990721	0.9851068408114294	0.986277387774854	0.9868896566787793	0.9889851603364539	0.9869323728778874	0.9876518473539928	0.9901166819339295	0.9870392797134071	0.9868742973328549	0.9847898958076815	0.9818585444428174	0.9873324486839614	0.9869374874093393	0.987839644999657	0.9885563112040666	0.9868822383208631	0.9881418301604061	0.9828460958706855	0.9810983309061472	0.9853488311303575	0.990648025888901	0.9869694421845587	0.9841566882535974	0.9863514651838791	0.9781928742239046	0.985317837922159	0.9785412842749746	0.9783181607191914	0.9909579379610925
NielsenHB_2014__V1_CD20_4__bin.46	0.9837599734144659	0.9832280114328839	0.9910963927691158	0.9876105478929237	0.9794476883931278	0.9873117162129599	0.9895895966237878	0.9884454659795024	0.991638757362282	0.9889867557632185	0.9899213110313537	1.0	0.9810471354295891	0.9902539191935302	0.9876658936773478	0.9806687502053848	0.9778472371447258	0.9871337783997219	0.9840584513055243	0.9861891131987647	0.9868587946118895	0.9888260731862865	0.9868672472362559	0.9874391977971406	0.9893020549427264	0.9866049879324216	0.986668510386843	0.984828293182983	0.9814508020408227	0.9868023675415384	0.9880224700611517	0.9884242468986587	0.9875990652276393	0.9872702938159174	0.9883771413453997	0.9832367522914431	0.9819151948843708	0.9844987286181883	0.9889387631286243	0.9868731294180072	0.9833440225405231	0.9863927010264399	0.9781305440878478	0.9838584311449787	0.9789166362425035	0.9778145698583418	0.9880499930732174
BackhedF_2015__SID10_4M__bin.10	0.9928156031174585	0.991397671325349	0.9805117433977362	0.9818700787401575	0.9892743490860921	0.9833361665372582	0.9820800531531256	0.9820271811838513	0.9822456924132065	0.982047992123953	0.9827495562734493	0.9810471354295891	1.0	0.9804424901518869	0.9815525252704581	0.9922720247295209	0.9787281286082246	0.9829593576374483	0.9824932638335189	0.9823899578998104	0.9814339948161018	0.985501264309852	0.9822896008845563	0.9812751336875372	0.9833758975533432	0.9822703711562528	0.9819501964146456	0.9836822253613252	0.9932779146141215	0.9833434000836314	0.9827664300034947	0.982061773538954	0.9834143346397203	0.9828056852370578	0.9828440921255016	0.9812598380532354	0.9925329743285007	0.9845505262295449	0.9825008955157529	0.9827778031053304	0.981904084692726	0.9808606077717918	0.9766054117976567	0.9825752077981313	0.9773340850090856	0.9760612461907335	0.9839448338364777
LiJ_2014__V1.FI29__bin.10	0.9831037835333704	0.9822096390389046	0.9896157421210474	0.9857466826194347	0.9786591406772659	0.9852710259438915	0.9870630149187264	0.9877948590684674	0.9898902771941152	0.9863299045640038	0.9887783386415869	0.9902539191935302	0.9804424901518869	1.0	0.9861389002567663	0.9799229258547276	0.9777043097114821	0.9860396383139712	0.9844748157789842	0.983560361886389	0.9853911116182109	0.9889797736260283	0.986064946391325	0.9856879018395523	0.9884534854408117	0.9860664660306077	0.9848199192103616	0.9832742293434621	0.9814337930200614	0.9868476217132119	0.9867215179564706	0.9861856928328555	0.9882693041637995	0.9864893681933383	0.9868295154704773	0.9830629789327247	0.9807409389714752	0.9840182191856913	0.9886050887871377	0.9854890859187515	0.9833279200580433	0.985539247921458	0.9767633538081766	0.9844216361700846	0.9770276456536942	0.9783804207814513	0.9877499258868869
HMP_2012__SRS014923__bin.60	0.983103245589333	0.9827436843599205	0.9864859791009176	0.98712107649203	0.9788809266033871	0.9866402273898193	0.9881630447482183	0.9887731415562495	0.9883692453841153	0.9921161471161877	0.988863038793156	0.9876658936773478	0.9815525252704581	0.9861389002567663	1.0	0.9808088515227587	0.9794296235289554	0.9873473713938647	0.9851552122260187	0.9855504660900621	0.9864492585147654	0.9883465690066554	0.9866783505735522	0.9888429712352597	0.990425010220977	0.9875389559767794	0.9869670724886455	0.9853383792747221	0.9813280684229893	0.9879285360287785	0.9871547284097176	0.9868829356110735	0.9897284017971237	0.9878237615911172	0.9888934958231392	0.9826157512602118	0.9810776269520173	0.984870331582835	0.9912723840017518	0.9870266177163133	0.9837307707816689	0.9865030451913124	0.978449545728663	0.9851806500970631	0.9791430089929856	0.9795392856459954	0.9902535605814515
ZeeviD_2015__PNP_Main_454__bin.8	0.9914922454808675	0.9897633320794282	0.9795749641550134	0.9803721697754244	0.9887589353353531	0.9814946342042359	0.9801031490044	0.9802017608632557	0.9807071944133204	0.9807011706788524	0.9809294804451316	0.9806687502053848	0.9922720247295209	0.9799229258547276	0.9808088515227587	1.0	0.9774139650824705	0.9816582685062459	0.9817517440098216	0.979225131941063	0.9799645117499459	0.9828283792840634	0.9811939452060905	0.9807158925470523	0.9825600446195141	0.9804618057965289	0.981381851064511	0.9823525202459366	0.9904982643369566	0.9815773758479821	0.9808975491182481	0.9814338861866369	0.98155734613572	0.9808855025641591	0.9818152820759608	0.9791953989962839	0.9921593966737315	0.9817544684114463	0.9820506047067201	0.9807497485281633	0.9807447277309819	0.979312525174399	0.9762098497663453	0.9817059411195735	0.9758885378476857	0.9763972282768835	0.9825988390340966
YuJ_2015__SZAXPI015211-166__bin.60	0.9776124245223246	0.9775884143222262	0.977592636183905	0.9783533232524572	0.9754423965383423	0.9788693344845167	0.979227053602998	0.9779245917785243	0.9784901432954854	0.9799508101397117	0.9789844771810532	0.9778472371447258	0.9787281286082246	0.9777043097114821	0.9794296235289554	0.9774139650824705	1.0	0.9794721371436469	0.978067179508834	0.9793371538584655	0.9792083887682935	0.9793465899980512	0.9780294474622224	0.9779890045346262	0.9802396146195569	0.9779987331889758	0.9803107104584989	0.9779963243030907	0.9769193706981317	0.9784195112583417	0.9783386805424497	0.9798653204088276	0.9792612486078629	0.9784889330822626	0.9782826327088178	0.9767264116815207	0.9769498520493735	0.9776129944552907	0.9794566840576923	0.9787083461628607	0.9771230904333329	0.9781870977484114	0.9829441114687969	0.9794684221737047	0.9843890269688763	0.9854410612014897	0.9797073093894368
CosteaPI_2017__SID713A068-11-0-0__bin.28	0.9836272894842982	0.9833832346576907	0.9868540011629153	0.9869250876925922	0.9800325397087346	0.9871909640381789	0.9877923645146663	0.9865929081338031	0.987080170045537	0.9876539353006132	0.9874516855990721	0.9871337783997219	0.9829593576374483	0.9860396383139712	0.9873473713938647	0.9816582685062459	0.9794721371436469	1.0	0.9856439571075266	0.986398816785887	0.9873234686564647	0.9874630059865231	0.9874802262841476	0.9876672407521835	0.988344937373172	0.9860802522613248	0.9883423611050343	0.9857115167487029	0.9824239269500422	0.9872236429055056	0.9873480923512207	0.9884772353707163	0.988756256325555	0.9864187365933255	0.988161259072889	0.9847185160237312	0.9827299591980975	0.9859732854167429	0.9873311395404767	0.987030353703672	0.9841299367341363	0.9864580456720505	0.9794501286877775	0.9851491455396638	0.9795751986522404	0.979394092973319	0.9879229240486977
IjazUZ_2017__S58_a_WGS__bin.15	0.9831435915971863	0.9824412272331714	0.9837228056651877	0.9834975610579438	0.9782443210258364	0.985123122775779	0.9848392455035428	0.9846362529066549	0.9845766308232883	0.9855213205460444	0.9851068408114294	0.9840584513055243	0.9824932638335189	0.9844748157789842	0.9851552122260187	0.9817517440098216	0.978067179508834	0.9856439571075266	1.0	0.9838618710826438	0.9845831840865648	0.9861491677442977	0.9846062531670297	0.9848763415498838	0.9874099731422659	0.9847951492400627	0.9859783028172033	0.9876663802261793	0.9822365610544509	0.9866812941972969	0.9843201456490521	0.9853814381663503	0.985485448561277	0.984707116975743	0.9855408178138559	0.989943781488386	0.9815223414879508	0.989041199627784	0.9852322304770955	0.9842757990954747	0.9984208673882736	0.9840550010018327	0.9783384557345194	0.9986424996122236	0.9786932186617474	0.9792517788634323	0.9853954536253949
YuJ_2015__SZAXPI017590-136__bin.13	0.9822766520487752	0.9813815138780118	0.9861468945094024	0.986375941551617	0.978990403974836	0.9853359759571997	0.9887071922813622	0.9847231138692727	0.9857098571122276	0.9870447019298576	0.986277387774854	0.9861891131987647	0.9823899578998104	0.983560361886389	0.9855504660900621	0.979225131941063	0.9793371538584655	0.986398816785887	0.9838618710826438	1.0	0.9861540085507958	0.9886886049601988	0.9856398144999459	0.9851168394685944	0.988915969087195	0.987206887093941	0.9884456318580256	0.983573270681225	0.9809129050925925	0.9862930262515048	0.9854368016092367	0.9946391615069661	0.9871655349834618	0.9868482787111995	0.9867185977834404	0.982813821950671	0.9806430422814779	0.9849474556124612	0.9867405711061354	0.9873502056784986	0.9831971731121715	0.985903128668402	0.9790214314921332	0.9845186960145008	0.9799014364099862	0.9793736892974814	0.9872317153129302
ZellerG_2014__CCMD25963797ST-21-0__bin.46	0.9834526382693872	0.982456871977268	0.9865248785235332	0.9853036181380896	0.9793286215120867	0.9864231647242581	0.9870572860647302	0.9863873798522338	0.9860828712261245	0.9865737146314769	0.9868896566787793	0.9868587946118895	0.9814339948161018	0.9853911116182109	0.9864492585147654	0.9799645117499459	0.9792083887682935	0.9873234686564647	0.9845831840865648	0.9861540085507958	1.0	0.9873339447389935	0.9864138061389893	0.9864548946126641	0.9885922391965606	0.9865141169341178	0.9885683293938533	0.9861545903648581	0.981688387066295	0.9879491857331749	0.9865787969252225	0.9881903507372423	0.9880805082152132	0.9864578810878926	0.9883606261510496	0.9830973212804777	0.9819425759346205	0.985202193513659	0.987638955025369	0.9870766240301927	0.9834916758716682	0.9869886456520525	0.9779427804606221	0.9842122638913998	0.9785375472270483	0.9786243442571797	0.9877099562018544
NielsenHB_2014__V1_UC4_0__bin.35	0.9856602299283012	0.9842753881745268	0.9885898895475445	0.9885676312695361	0.9817995831434788	0.9885920489930194	0.9893142222141759	0.9883949073705283	0.9888481902498744	0.9894412444417708	0.9889851603364539	0.9888260731862865	0.985501264309852	0.9889797736260283	0.9883465690066554	0.9828283792840634	0.9793465899980512	0.9874630059865231	0.9861491677442977	0.9886886049601988	0.9873339447389935	1.0	0.9866815928973186	0.9873121791529009	0.990728539972606	0.996446991098366	0.9890740068756778	0.9857814908561289	0.9840395533330827	0.9878692517173568	0.988377666530227	0.9913121609202015	0.9890450555412192	0.9950030062960874	0.9883124099491769	0.984071004875519	0.984495257134943	0.9858252682775062	0.9890281417200415	0.9889598788695156	0.9852541945288449	0.9871907759528069	0.9804399264019885	0.985621351450344	0.9801491223845571	0.9804202588297687	0.989111070607534
FengQ_2015__SID530315__bin.10	0.9832323955003023	0.9818797208371738	0.9858111411126677	0.9862807242817366	0.9790788719714587	0.9865492982670007	0.986949995096819	0.9856358867133471	0.9873221154178907	0.987180623510403	0.9869323728778874	0.9868672472362559	0.9822896008845563	0.986064946391325	0.9866783505735522	0.9811939452060905	0.9780294474622224	0.9874802262841476	0.9846062531670297	0.9856398144999459	0.9864138061389893	0.9866815928973186	1.0	0.9863177294239514	0.9888599806876427	0.9855344933691308	0.9867768872947374	0.9853712419906789	0.9821649997251926	0.9864611130658978	0.9866603172022091	0.9877784445812691	0.9872713022058001	0.9858324045272883	0.9870140285358613	0.9832944728825521	0.9812609794219451	0.9861506790508898	0.9868515937724321	0.986805358933382	0.9834346702312019	0.9856105599442304	0.9787632957425797	0.9850818897362141	0.9788396569274341	0.9780125964796349	0.9867622363949001
ZellerG_2014__CCIS78100604ST-4-0__bin.51	0.9837758703201213	0.982814912615064	0.9861257566014049	0.9867588363930073	0.9796164097829722	0.9863202087060712	0.987469842945829	0.9885106344836704	0.9873910079953837	0.9897848603909107	0.9876518473539928	0.9874391977971406	0.9812751336875372	0.9856879018395523	0.9888429712352597	0.9807158925470523	0.9779890045346262	0.9876672407521835	0.9848763415498838	0.9851168394685944	0.9864548946126641	0.9873121791529009	0.9863177294239514	1.0	0.9888030208448352	0.9864178674460357	0.9881853217736571	0.9844210201999614	0.9823653566860406	0.9868538399286533	0.9864230133007656	0.9882317916619772	0.9890653423469925	0.9872184169506801	0.9879942477316482	0.9829972005762933	0.9815447974335366	0.9856821339971527	0.9891835805204456	0.9860695971085898	0.9836484398520252	0.9864821435521626	0.9779332952067057	0.9840068290570576	0.9779599099817753	0.9783513273496015	0.9890614588851703
SchirmerM_2016__G89021__bin.21	0.9848632239334001	0.9854405800506405	0.9889539497672822	0.9885883189672154	0.9826386765049164	0.988815816036918	0.9896111907642977	0.9895140949156026	0.9891451692759462	0.9903569196072903	0.9901166819339295	0.9893020549427264	0.9833758975533432	0.9884534854408117	0.990425010220977	0.9825600446195141	0.9802396146195569	0.988344937373172	0.9874099731422659	0.988915969087195	0.9885922391965606	0.990728539972606	0.9888599806876427	0.9888030208448352	1.0	0.9894983180106653	0.9888731267665725	0.9874574966680096	0.984176331582669	0.9890379723141586	0.9889654329093802	0.9919084592035727	0.9901743975091459	0.9890587404637121	0.9894137203103611	0.9852898466304478	0.9839563480575348	0.9861077107333567	0.9895192432688705	0.9887766207561873	0.9856939043835846	0.9881293030511181	0.9800865868682924	0.9876758903587511	0.9800645202416891	0.9800491516796193	0.9902980999690738
LiJ_2014__V1.FI20__bin.59	0.9834412789270408	0.9825768132203396	0.9872252357534653	0.9882197499164144	0.9794033992561184	0.9867305656537474	0.9887732908230769	0.9865749366301892	0.9869612213693139	0.9891132401777494	0.9870392797134071	0.9866049879324216	0.9822703711562528	0.9860664660306077	0.9875389559767794	0.9804618057965289	0.9779987331889758	0.9860802522613248	0.9847951492400627	0.987206887093941	0.9865141169341178	0.996446991098366	0.9855344933691308	0.9864178674460357	0.9894983180106653	1.0	0.9880355681418014	0.9849626717491521	0.9817293314582071	0.9861484774449256	0.9867147012182526	0.9896411926922065	0.9875434035886528	0.9973665945724892	0.9879902658340052	0.9828658801522951	0.9818332118103941	0.9843955015460816	0.9884807014405202	0.9875352348253623	0.9837930093909519	0.9863212783211669	0.9779452776698581	0.9849636386210521	0.9785111174125536	0.9779464739068376	0.987479271970233
FengQ_2015__SID31256__bin.39	0.982635731887987	0.983190356139868	0.9862187398864778	0.987457873544156	0.9800250684869675	0.9863999001394705	0.9883453092250352	0.9874536198118906	0.9871709151241053	0.9873223614353567	0.9868742973328549	0.986668510386843	0.9819501964146456	0.9848199192103616	0.9869670724886455	0.981381851064511	0.9803107104584989	0.9883423611050343	0.9859783028172033	0.9884456318580256	0.9885683293938533	0.9890740068756778	0.9867768872947374	0.9881853217736571	0.9888731267665725	0.9880355681418014	1.0	0.9865295056456591	0.9825624761902729	0.9875807038059767	0.9877658340220619	0.9893012446119177	0.9888270157030564	0.9878260948980104	0.9885647994696719	0.9840788427709901	0.9818704132648906	0.9865855966688748	0.9882807244918648	0.9879807717776994	0.9842641699694294	0.9874107561236449	0.9784179477662962	0.9856914078191962	0.9786890174446615	0.9771367132697112	0.9883554347864985
