	LiJ_2014__MH0385__bin.62	LiJ_2014__MH0402__bin.66	ZeeviD_2015__PNP_Main_215__bin.47	NielsenHB_2014__MH0174__bin.35	VogtmannE_2016__MMRS33294861ST-27-0-0__bin.30	LiJ_2014__O2.UC28-0__bin.25	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.39	ZeeviD_2015__PNP_Main_133__bin.23	ZeeviD_2015__PNP_Main_643__bin.33	ZeeviD_2015__PNP_Validation_33__bin.10	BritoIL_2016__M1.3.ST__bin.28	NielsenHB_2014__MH0079__bin.2	ZeeviD_2015__PNP_Main_694__bin.34	KarlssonFH_2013__S643__bin.3	LeChatelierE_2013__MH0079__bin.18	LeChatelierE_2013__MH0124__bin.52	XieH_2016__YSZC12003_35740__bin.87	ZeeviD_2015__PNP_Main_131__bin.53	CosteaPI_2017__SID713B072-11-0-0__bin.99	ZeeviD_2015__PNP_Main_666__bin.31	CosteaPI_2017__SID713B072-11-90-0__bin.36	NielsenHB_2014__MH0124__bin.40	XieH_2016__YSZC12003_37101__bin.85	ZeeviD_2015__PNP_Main_473__bin.19	ZeeviD_2015__PNP_Main_132__bin.25	Obregon-TitoAJ_2015__SM20__bin.28	LeChatelierE_2013__MH0447__bin.108	BritoIL_2016__M1.1.ST__bin.12	Bengtsson-PalmeJ_2015__TRAVELRES40__bin.82	ZeeviD_2015__PNP_Main_553__bin.1	ZeeviD_2015__PNP_Main_519__bin.3
BritoIL_2016__M1.3.ST__bin.28	1087780.0	990640.0	743119.0	1222363.0	828350.0	1114561.0	1264568.0	1252633.0	1251884.0	886216.0	1329791.0	1203290.0	1257603.0	1201127.0	1243039.0	1280368.0	1160318.0	909134.0	1169885.0	1267514.0	1246922.0	1218317.0	1219058.0	1283974.0	1236037.0	1113543.0	1045831.0	1246926.0	927702.0	1243099.0	1209828.0
NielsenHB_2014__MH0079__bin.2	1167150.0	1093193.0	802378.0	1342978.0	907817.0	1221092.0	1406107.0	1351953.0	1377770.0	940451.0	1203290.0	1443036.0	1359882.0	1315360.0	1439664.0	1397282.0	1274305.0	970229.0	1278851.0	1385824.0	1361330.0	1343558.0	1311899.0	1398961.0	1366253.0	1212408.0	1160866.0	1373852.0	1036759.0	1326203.0	1304454.0
ZeeviD_2015__PNP_Main_694__bin.34	1217624.0	1127545.0	818466.0	1393330.0	935550.0	1252609.0	1465271.0	1461631.0	1427013.0	1056383.0	1257603.0	1359882.0	1569329.0	1361082.0	1413869.0	1456837.0	1313266.0	1003520.0	1325200.0	1453442.0	1429083.0	1390134.0	1420848.0	1457740.0	1404218.0	1248323.0	1178832.0	1414731.0	1089416.0	1376657.0	1370055.0
KarlssonFH_2013__S643__bin.3	1187511.0	1079080.0	794429.0	1349985.0	921288.0	1218799.0	1403511.0	1366355.0	1352299.0	933881.0	1201127.0	1315360.0	1361082.0	1455914.0	1368008.0	1413640.0	1265359.0	981329.0	1267206.0	1366351.0	1352121.0	1326921.0	1357308.0	1403844.0	1361751.0	1197556.0	1129561.0	1371352.0	1054116.0	1329128.0	1308578.0
LeChatelierE_2013__MH0079__bin.18	1200090.0	1118785.0	810104.0	1392507.0	934147.0	1268001.0	1464992.0	1404505.0	1426862.0	970963.0	1243039.0	1439664.0	1413869.0	1368008.0	1570106.0	1454917.0	1317339.0	1018541.0	1318700.0	1447478.0	1414028.0	1396673.0	1364025.0	1454786.0	1418731.0	1243640.0	1183540.0	1427656.0	1082310.0	1381636.0	1355698.0
LeChatelierE_2013__MH0124__bin.52	1224711.0	1133288.0	824373.0	1466549.0	958195.0	1307372.0	1503749.0	1475355.0	1475159.0	1018313.0	1280368.0	1397282.0	1456837.0	1413640.0	1454917.0	1601827.0	1335009.0	1074866.0	1343983.0	1486520.0	1444957.0	1475132.0	1440821.0	1532169.0	1471147.0	1267730.0	1198450.0	1500407.0	1123081.0	1433643.0	1413099.0
XieH_2016__YSZC12003_35740__bin.87	1132761.0	1045813.0	770551.0	1282767.0	880697.0	1150381.0	1331596.0	1298194.0	1303636.0	896039.0	1160318.0	1274305.0	1313266.0	1265359.0	1317339.0	1335009.0	1366075.0	917859.0	1256106.0	1319894.0	1307392.0	1274794.0	1269541.0	1336624.0	1284421.0	1154687.0	1117186.0	1302158.0	977490.0	1270368.0	1262430.0
ZeeviD_2015__PNP_Main_131__bin.53	846086.0	785834.0	549270.0	1059069.0	711287.0	945443.0	1074660.0	1068925.0	1022827.0	801237.0	909134.0	970229.0	1003520.0	981329.0	1018541.0	1074866.0	917859.0	1211216.0	940680.0	1043391.0	1040515.0	976275.0	1047955.0	1085442.0	1200581.0	938242.0	853017.0	1118836.0	685662.0	997036.0	1011122.0
CosteaPI_2017__SID713B072-11-0-0__bin.99	1190570.0	1098859.0	775264.0	1320792.0	924141.0	1153439.0	1338451.0	1334344.0	1316207.0	914318.0	1169885.0	1278851.0	1325200.0	1267206.0	1318700.0	1343983.0	1256106.0	940680.0	1387432.0	1326928.0	1379509.0	1286611.0	1311094.0	1343299.0	1287259.0	1185522.0	1132328.0	1339926.0	970199.0	1272489.0	1283290.0
ZeeviD_2015__PNP_Main_666__bin.31	1211913.0	1124731.0	827712.0	1421449.0	939804.0	1278830.0	1465922.0	1456701.0	1465528.0	997815.0	1267514.0	1385824.0	1453442.0	1366351.0	1447478.0	1486520.0	1319894.0	1043391.0	1326928.0	1569295.0	1432113.0	1423265.0	1395572.0	1510165.0	1453355.0	1253780.0	1185009.0	1456072.0	1080917.0	1439576.0	1418961.0
CosteaPI_2017__SID713B072-11-90-0__bin.36	1233545.0	1131580.0	802659.0	1431423.0	942934.0	1248954.0	1440618.0	1460598.0	1418664.0	990924.0	1246922.0	1361330.0	1429083.0	1352121.0	1414028.0	1444957.0	1307392.0	1040515.0	1379509.0	1432113.0	1553392.0	1385503.0	1430087.0	1448759.0	1398956.0	1243725.0	1177265.0	1451126.0	1059893.0	1371982.0	1381750.0
NielsenHB_2014__MH0124__bin.40	1167097.0	1109766.0	782760.0	1374922.0	904513.0	1238204.0	1405507.0	1382728.0	1412950.0	950082.0	1218317.0	1343558.0	1390134.0	1326921.0	1396673.0	1475132.0	1274794.0	976275.0	1286611.0	1423265.0	1385503.0	1556475.0	1337163.0	1430847.0	1399066.0	1198698.0	1160709.0	1400354.0	1053142.0	1365050.0	1334394.0
XieH_2016__YSZC12003_37101__bin.85	1220191.0	1109689.0	792625.0	1430592.0	933268.0	1233454.0	1482778.0	1477832.0	1374757.0	1010082.0	1219058.0	1311899.0	1420848.0	1357308.0	1364025.0	1440821.0	1269541.0	1047955.0	1311094.0	1395572.0	1430087.0	1337163.0	1577736.0	1436505.0	1392790.0	1219926.0	1143666.0	1450782.0	1125006.0	1347081.0	1385608.0
ZeeviD_2015__PNP_Main_473__bin.19	1225285.0	1119376.0	828468.0	1454484.0	965193.0	1318116.0	1498840.0	1488211.0	1477618.0	1012195.0	1283974.0	1398961.0	1457740.0	1403844.0	1454786.0	1532169.0	1336624.0	1085442.0	1343299.0	1510165.0	1448759.0	1430847.0	1436505.0	1640402.0	1490492.0	1265603.0	1197894.0	1487749.0	1113943.0	1431238.0	1427850.0
ZeeviD_2015__PNP_Main_132__bin.25	1169011.0	1087073.0	799464.0	1396829.0	952216.0	1266523.0	1474469.0	1432793.0	1426484.0	984298.0	1236037.0	1366253.0	1404218.0	1361751.0	1418731.0	1471147.0	1284421.0	1200581.0	1287259.0	1453355.0	1398956.0	1399066.0	1392790.0	1490492.0	1704471.0	1248415.0	1177364.0	1472929.0	1085321.0	1373025.0	1366390.0
Obregon-TitoAJ_2015__SM20__bin.28	1101245.0	1022763.0	747097.0	1238129.0	873250.0	1094791.0	1280970.0	1264295.0	1230196.0	877620.0	1113543.0	1212408.0	1248323.0	1197556.0	1243640.0	1267730.0	1154687.0	938242.0	1185522.0	1253780.0	1243725.0	1198698.0	1219926.0	1265603.0	1248415.0	1411991.0	1046234.0	1282618.0	928324.0	1207918.0	1191014.0
LeChatelierE_2013__MH0447__bin.108	1059072.0	1008982.0	699534.0	1152181.0	824061.0	1031677.0	1172767.0	1168669.0	1191359.0	814957.0	1045831.0	1160866.0	1178832.0	1129561.0	1183540.0	1198450.0	1117186.0	853017.0	1132328.0	1185009.0	1177265.0	1160709.0	1143666.0	1197894.0	1177364.0	1046234.0	1214415.0	1181826.0	819903.0	1155165.0	1150222.0
BritoIL_2016__M1.1.ST__bin.12	1226540.0	1123752.0	800377.0	1475689.0	975713.0	1278257.0	1486565.0	1486494.0	1434819.0	1004402.0	1246926.0	1373852.0	1414731.0	1371352.0	1427656.0	1500407.0	1302158.0	1118836.0	1339926.0	1456072.0	1451126.0	1400354.0	1450782.0	1487749.0	1472929.0	1282618.0	1181826.0	1624466.0	1101783.0	1397095.0	1407870.0
Bengtsson-PalmeJ_2015__TRAVELRES40__bin.82	908706.0	782216.0	610271.0	1070581.0	672243.0	941222.0	1267231.0	1114551.0	1064527.0	714963.0	927702.0	1036759.0	1089416.0	1054116.0	1082310.0	1123081.0	977490.0	685662.0	970199.0	1080917.0	1059893.0	1053142.0	1125006.0	1113943.0	1085321.0	928324.0	819903.0	1101783.0	1523997.0	1053647.0	1039359.0
ZeeviD_2015__PNP_Main_553__bin.1	1180711.0	1063802.0	800820.0	1366594.0	886209.0	1238782.0	1397286.0	1380461.0	1408093.0	952498.0	1243099.0	1326203.0	1376657.0	1329128.0	1381636.0	1433643.0	1270368.0	997036.0	1272489.0	1439576.0	1371982.0	1365050.0	1347081.0	1431238.0	1373025.0	1207918.0	1155165.0	1397095.0	1053647.0	1484810.0	1368632.0
ZeeviD_2015__PNP_Main_519__bin.3	1188685.0	1080279.0	774259.0	1396137.0	906588.0	1217566.0	1380342.0	1409101.0	1384169.0	931516.0	1209828.0	1304454.0	1370055.0	1308578.0	1355698.0	1413099.0	1262430.0	1011122.0	1283290.0	1418961.0	1381750.0	1334394.0	1385608.0	1427850.0	1366390.0	1191014.0	1150222.0	1407870.0	1039359.0	1368632.0	1528301.0
