	LiJ_2014__MH0385__bin.62	LiJ_2014__MH0402__bin.66	ZeeviD_2015__PNP_Main_215__bin.47	NielsenHB_2014__MH0174__bin.35	VogtmannE_2016__MMRS33294861ST-27-0-0__bin.30	LiJ_2014__O2.UC28-0__bin.25	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.39	ZeeviD_2015__PNP_Main_133__bin.23	ZeeviD_2015__PNP_Main_643__bin.33	ZeeviD_2015__PNP_Validation_33__bin.10	BritoIL_2016__M1.3.ST__bin.28	NielsenHB_2014__MH0079__bin.2	ZeeviD_2015__PNP_Main_694__bin.34	KarlssonFH_2013__S643__bin.3	LeChatelierE_2013__MH0079__bin.18	LeChatelierE_2013__MH0124__bin.52	XieH_2016__YSZC12003_35740__bin.87	ZeeviD_2015__PNP_Main_131__bin.53	CosteaPI_2017__SID713B072-11-0-0__bin.99	ZeeviD_2015__PNP_Main_666__bin.31	CosteaPI_2017__SID713B072-11-90-0__bin.36	NielsenHB_2014__MH0124__bin.40	XieH_2016__YSZC12003_37101__bin.85	ZeeviD_2015__PNP_Main_473__bin.19	ZeeviD_2015__PNP_Main_132__bin.25	Obregon-TitoAJ_2015__SM20__bin.28	LeChatelierE_2013__MH0447__bin.108	BritoIL_2016__M1.1.ST__bin.12	Bengtsson-PalmeJ_2015__TRAVELRES40__bin.82	ZeeviD_2015__PNP_Main_553__bin.1	ZeeviD_2015__PNP_Main_519__bin.3
BritoIL_2016__M1.3.ST__bin.28	0.8180082434006547	0.7449591702756297	0.5588239054106999	0.9192143727848963	0.6229174358978216	0.8381474983662847	0.9509524429026817	0.9419773483201496	0.9414141019152634	0.6664325446630335	1.0	0.9048715174038627	0.9457147777357494	0.9032449460103129	0.9347626807520881	0.9628340092540858	0.872556664919525	0.6836668318555322	0.8797510285450871	0.9531678286287093	0.9376826884826263	0.9161717894014925	0.9167290198234158	0.9655457135745391	0.9294971916639532	0.8373819645342765	0.7864626847376768	0.9376856964741076	0.6976299283120431	0.9348078006243087	0.9097880794801589
NielsenHB_2014__MH0079__bin.2	0.8088155804844785	0.7575646068427954	0.5560346380824872	0.9306614665191998	0.6291021152625437	0.8461964912864267	0.9744088158576778	0.9368809925739898	0.9547717451262477	0.6517169356828243	0.8338600007207028	1.0	0.9423756579877425	0.9115226508555573	0.9976632599602505	0.9682932373135528	0.8830722171865428	0.672352595500043	0.8862225197430972	0.9603530334655546	0.9433790979573621	0.9310633968937712	0.9091242352928132	0.9694567564495965	0.9467906552573879	0.8401786234023267	0.8044608727710189	0.9520566361476775	0.7184567813969991	0.919036669909829	0.9039649738468063
ZeeviD_2015__PNP_Main_694__bin.34	0.7758882936592646	0.7184886024536601	0.521538823280523	0.8878507948301472	0.5961465059270554	0.7981812609083245	0.9336926801199749	0.9313732174706515	0.9093141081315645	0.6731431076593882	0.8013635126859951	0.8665372270569142	1.0	0.8673018850731746	0.9009385539934583	0.9283184086956909	0.8368328119852497	0.6394580103980746	0.8444373359569599	0.9261550637246875	0.9106331432096137	0.8858142556468401	0.9053856775730265	0.9288938138529269	0.8947887918976837	0.7954501573602476	0.7511694488536184	0.9014878333351388	0.6941922312019978	0.8772265089092217	0.8730196153897621
KarlssonFH_2013__S643__bin.3	0.8156463912016781	0.7411701515336757	0.5456565429001988	0.9272422684306902	0.6327901235924649	0.8371366715341703	0.9640068025996041	0.938486064424135	0.9288316480231662	0.6414396729477153	0.8249985919497992	0.9034599571128514	0.9348642845662587	1.0	0.939621433683583	0.9709639442989078	0.869116582435501	0.674029509984793	0.8703852013237046	0.938483317009109	0.9287093880545142	0.9114006733914228	0.9322720984893339	0.9642355249005092	0.9353237897293384	0.8225458371854382	0.7758432160141328	0.9419182726452249	0.7240235343571118	0.9129165596319563	0.8988017149364591
LeChatelierE_2013__MH0079__bin.18	0.7643369301180939	0.7125538020999856	0.5159549737406264	0.886887254745858	0.5949579200385197	0.8075894238987686	0.9330529276367328	0.8945287770379834	0.9087679430560739	0.6184060184471621	0.7916911342291539	0.9169215326863281	0.9004927055880304	0.8712838496254393	1.0	0.926636163418266	0.8390127800288643	0.6487084311505084	0.8398796004855723	0.9218982667412264	0.9005939726362424	0.889540578788948	0.8687470782227442	0.9265527295609342	0.9035893118044259	0.792073910933402	0.7537962405086026	0.9092736413974598	0.6893228864802758	0.8799635183866567	0.8634436146349355
LeChatelierE_2013__MH0124__bin.52	0.7645713301124278	0.7074971267184283	0.5146454642105546	0.9155476839883459	0.5981888181432826	0.8161755295671754	0.9387711656751946	0.9210451565618509	0.9209227962819955	0.6357197125532282	0.799317279581378	0.872305186515148	0.9094846072640803	0.8825172755859403	0.9082859759512107	1.0	0.8334289533139346	0.6710250233015176	0.8390313061273159	0.9280153225036162	0.9020680760156996	0.9209059405291583	0.899486024395893	0.9565134062542334	0.9184181562678116	0.7914275386792706	0.7481769254732252	0.936684798046231	0.7011250278588137	0.8950048912897585	0.8821795362420536
XieH_2016__YSZC12003_35740__bin.87	0.8292084988013103	0.7655604560510952	0.5640620024522812	0.9390165254469923	0.6446915432900829	0.8421067657339458	0.9747605365737606	0.9503094632432334	0.9542931391029043	0.6559222590267738	0.8493808905074758	0.9328221364127153	0.9613425324378236	0.9262734476511173	0.9643240671266219	0.9772589352707575	1.0	0.6718950277254178	0.9195000274509086	0.966194389034277	0.9570426221107918	0.9331800962611863	0.9293347729809857	0.9784411544022107	0.9402272935234156	0.8452588620683344	0.817807221419029	0.9532112072909613	0.7155463645846678	0.9299401570191973	0.9241293486814414
ZeeviD_2015__PNP_Main_131__bin.53	0.6985426216298332	0.6487975720267896	0.4534864136537166	0.8743849156550112	0.5872503335490945	0.7805734072205123	0.8872571036049722	0.8825221925734138	0.8444629199085877	0.6615145440615051	0.7505960951638684	0.8010371395358054	0.8285227407828166	0.8102014834678538	0.8409243272876183	0.8874271806184859	0.7577995997410867	1.0	0.776640995495436	0.8614408990634206	0.8590664258067925	0.8060288173207751	0.8652090130909763	0.896158901467616	0.9912195677732131	0.7746281422966671	0.7042649700796555	0.9237295412213842	0.5660939089311898	0.8231694429399876	0.8347990779514142
CosteaPI_2017__SID713B072-11-0-0__bin.99	0.8581105236148511	0.792009266039705	0.5587762138973298	0.9519688172105011	0.6660802114986536	0.831348130935426	0.9646966481960918	0.9617365031223152	0.9486641507475682	0.6590002248758858	0.8432016848393291	0.9217395879581847	0.9551459098536	0.9133463838227748	0.9504609955659088	0.9686838706329391	0.9053459917314867	0.6780007957146729	1.0	0.9563913762980817	0.9942894498613265	0.9273326548616436	0.9449789250932659	0.9681908734986652	0.9277997047783243	0.8544721471034256	0.8161322500850492	0.9657597633613756	0.6992767933851893	0.9171541380046013	0.9249390240386556
ZeeviD_2015__PNP_Main_666__bin.31	0.7722658900971455	0.7167110071720103	0.5274419404892006	0.9057882679802076	0.5988701933033623	0.8149073309989517	0.9341277452614072	0.9282518583185443	0.9338766771065988	0.6358364743403885	0.8076964496796332	0.8830869912922682	0.9261751295964111	0.8706782344938332	0.9223746969180429	0.9472533844815666	0.8410744952351215	0.6648788150092876	0.8455567627501521	1.0	0.9125836761093358	0.9069454755160757	0.8892986978229077	0.9623206599141653	0.9261196906891311	0.7989447490752217	0.7551218859424136	0.927851041391198	0.6887914636827365	0.9173393147878506	0.904202842677763
CosteaPI_2017__SID713B072-11-90-0__bin.36	0.7940976907309939	0.7284574659841173	0.5167137464336111	0.9214821500303851	0.6070161298629064	0.8040172731673654	0.927401454365672	0.9402636295281551	0.9132685117471958	0.6379098128482701	0.8027091680657554	0.8763596053024607	0.9199757691554997	0.8704312884320249	0.9102840751078929	0.9301946965093164	0.8416368823838413	0.6698341436031601	0.8880623821932906	0.9219263392627232	1.0	0.8919210347420355	0.920622096676177	0.9326422435547499	0.9005814372676053	0.800651091289256	0.7578672994324678	0.9341660057474224	0.6823087797542411	0.8832168570457425	0.8895050315696231
NielsenHB_2014__MH0124__bin.40	0.7498334377359097	0.7129995663277598	0.5029056040090589	0.8833563019001269	0.581129154017893	0.7955180777076407	0.9030064729597327	0.8883714804285324	0.9077884321945422	0.6104062063316147	0.7827411297964952	0.863205640951509	0.8931296679998073	0.8525167445670505	0.8973308276715013	0.9477389614352945	0.819026325511171	0.6272346166819255	0.8266184808622047	0.91441558650155	0.8901543551936266	1.0	0.859096998024382	0.9192868500939623	0.8988682760725357	0.7701363658266275	0.7457292921505324	0.8996957869544966	0.6766199264363385	0.8770137650781413	0.8573179781236447
XieH_2016__YSZC12003_37101__bin.85	0.773380971214449	0.7033426378050573	0.5023812602361866	0.9067372488172927	0.5915235502010476	0.7817873205656714	0.9398137584488153	0.9366788867085495	0.8713479314663544	0.6402097689347267	0.7726628536079547	0.8315072990665104	0.9005613106375211	0.8602884132706613	0.8645457795220494	0.9132205895029333	0.8046599684611367	0.6642144186353104	0.8309970742887276	0.8845408864347394	0.9064171699194289	0.8475201174340954	1.0	0.9104850241104976	0.8827776003082899	0.7732130090205206	0.724877926345092	0.9195340665358464	0.7130508526141256	0.85380634022422	0.8782255079430272
ZeeviD_2015__PNP_Main_473__bin.19	0.7469419081420287	0.6823790753729878	0.5050396183374563	0.886663147204161	0.5883880902364177	0.8035323048862413	0.9137028606402577	0.9072233513492425	0.9007657878983323	0.6170408229202354	0.7827191139732822	0.8528159560888123	0.8886480265203286	0.8557926654563942	0.8868472484183755	0.9340204413308445	0.814814905126914	0.6616926826473023	0.8188840296463915	0.9206066561733038	0.8831731490207888	0.8722538743551885	0.8757030288916985	1.0	0.9086138641625651	0.7715200298463425	0.7302441718554354	0.9069417130678943	0.6790670823371344	0.8724922305629962	0.8704268831664433
ZeeviD_2015__PNP_Main_132__bin.25	0.6858497445835101	0.6377773514480446	0.4690393676395785	0.8195088094781313	0.5586577888388832	0.7430592834961698	0.8650595991366237	0.840608611117467	0.8369071694384944	0.5774800509952941	0.7251733822400029	0.8015701059155598	0.8238438788339608	0.7989288172107357	0.8323585440878725	0.8631106073379952	0.7535599021631931	0.7043716202857074	0.7552249348918227	0.8526721780540707	0.8207567039861634	0.8208212401384359	0.8171391593051451	0.8744601697535481	1.0	0.7324354594475353	0.6907503853101636	0.8641560930048091	0.6367494665500323	0.80554318612637	0.8016504827597536
Obregon-TitoAJ_2015__SM20__bin.28	0.7799235264247435	0.7243410191708021	0.5291088965864513	0.876867487115711	0.6184529504791462	0.7753526757606812	0.9072083320644395	0.89539876670602	0.8712491793502933	0.6215478710558353	0.7886332136677925	0.8586513653415638	0.884087079875155	0.8481328846996901	0.8807704864974352	0.897831501758864	0.8177722095962368	0.664481572474612	0.8396101674869032	0.8879518353870528	0.8808306851814212	0.8489416717245365	0.8639757618851678	0.896325118219592	0.8841522360978221	1.0	0.7409636463688508	0.9083754783139553	0.6574574483831696	0.8554714583874826	0.843499710692207
LeChatelierE_2013__MH0447__bin.108	0.8720840898704314	0.8308378931419654	0.576025493756253	0.9487539267877949	0.67856622324329	0.8495259034185184	0.9657052984358724	0.9623308341876541	0.9810147272555099	0.6710696096474434	0.8611808977985285	0.9559055182948168	0.9706994725855659	0.9301276746416999	0.9745762362948416	0.9868537526298671	0.9199375831161506	0.7024098022504662	0.9324061379347258	0.9757858722100765	0.9694091393798661	0.9557762379417251	0.9417423203764775	0.9863959190227394	0.9694906601120704	0.8615127448195221	1.0	0.9731648571534443	0.6751423524907054	0.9512110769382789	0.9471408044202353
BritoIL_2016__M1.1.ST__bin.12	0.7550419645594306	0.6917670175922426	0.4927016016340139	0.9084148267800003	0.600636147509397	0.7868782726138928	0.9151099499774079	0.9150662433070313	0.8832557899026511	0.6182967202760784	0.7675913192396763	0.8457253029610962	0.8708898801206058	0.8441863356943143	0.8788463408898678	0.9236309039401256	0.8015914152712338	0.6887407923588429	0.8248409015639601	0.8963388584310167	0.8932941655904155	0.8620395871627968	0.8930824036945064	0.9158388048749558	0.9067158069174732	0.789562847114067	0.7275166116126777	1.0	0.6782431888386706	0.8600333894338201	0.8666663383536497
Bengtsson-PalmeJ_2015__TRAVELRES40__bin.82	0.5962649532774671	0.51326610222986	0.40044107698374737	0.7024823539678884	0.44110519902598233	0.6176009532827165	0.8315180410460126	0.7313341167994425	0.6985099052032254	0.46913675026919344	0.6087295447431983	0.6802893968951382	0.714841302181041	0.6916785269262341	0.7101785633436286	0.7369312406782953	0.6413989003915362	0.44991033446916234	0.636614770239049	0.7092645195495791	0.6954692168029202	0.6910394180565972	0.7381943665243436	0.7309351658828724	0.7121542890176293	0.6091376820295578	0.5379951535337668	0.7229561475514715	1.0	0.6913707835382878	0.6819954369988918
ZeeviD_2015__PNP_Main_553__bin.1	0.7951933243984078	0.7164566510193223	0.5393417339592271	0.9203830793165455	0.5968501020332568	0.8343033788834935	0.9410537375152377	0.929722321374452	0.9483321098322345	0.6414948713976872	0.8372108215866003	0.8931802722233821	0.9271603774220271	0.8951502212404281	0.9305136684154875	0.9655396986819863	0.8555761343202161	0.6714906284305736	0.8570045999151407	0.9695354961240832	0.9240118264289707	0.9193432156302827	0.9072413305406078	0.9639199628235262	0.9247142732066729	0.8135168809477307	0.7779884294960298	0.9409251015281417	0.7096173921242449	1.0	0.9217556455034651
ZeeviD_2015__PNP_Main_519__bin.3	0.7777819945154782	0.7068496323695398	0.5066142075415773	0.9135222708092189	0.5931998997579665	0.796679449925113	0.9031872648123636	0.9220048930151848	0.9056913526851059	0.6095108228025762	0.7916163111847732	0.8535321248890108	0.8964562609067193	0.8562305462078478	0.8870621690360734	0.9246208698417393	0.8260349237486595	0.6615987295696332	0.8396840674710021	0.9284565016969825	0.9041085492975532	0.8731225066266396	0.9066329211326827	0.9342727643311102	0.8940581730954832	0.7793059089799719	0.7526148317641617	0.9211994234120111	0.6800748020187123	0.8955251616010197	1.0
