	LiJ_2014__MH0385__bin.62	LiJ_2014__MH0402__bin.66	ZeeviD_2015__PNP_Main_215__bin.47	NielsenHB_2014__MH0174__bin.35	VogtmannE_2016__MMRS33294861ST-27-0-0__bin.30	LiJ_2014__O2.UC28-0__bin.25	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.39	ZeeviD_2015__PNP_Main_133__bin.23	ZeeviD_2015__PNP_Main_643__bin.33	ZeeviD_2015__PNP_Validation_33__bin.10	BritoIL_2016__M1.3.ST__bin.28	NielsenHB_2014__MH0079__bin.2	ZeeviD_2015__PNP_Main_694__bin.34	KarlssonFH_2013__S643__bin.3	LeChatelierE_2013__MH0079__bin.18	LeChatelierE_2013__MH0124__bin.52	XieH_2016__YSZC12003_35740__bin.87	ZeeviD_2015__PNP_Main_131__bin.53	CosteaPI_2017__SID713B072-11-0-0__bin.99	ZeeviD_2015__PNP_Main_666__bin.31	CosteaPI_2017__SID713B072-11-90-0__bin.36	NielsenHB_2014__MH0124__bin.40	XieH_2016__YSZC12003_37101__bin.85	ZeeviD_2015__PNP_Main_473__bin.19	ZeeviD_2015__PNP_Main_132__bin.25	Obregon-TitoAJ_2015__SM20__bin.28	LeChatelierE_2013__MH0447__bin.108	BritoIL_2016__M1.1.ST__bin.12	Bengtsson-PalmeJ_2015__TRAVELRES40__bin.82	ZeeviD_2015__PNP_Main_553__bin.1	ZeeviD_2015__PNP_Main_519__bin.3
BritoIL_2016__M1.3.ST__bin.28	0.987010241041387	0.9873203181781475	0.9922731083446931	0.9866242679138685	0.9896649966801473	0.9876525376358943	0.9799662809750049	0.9891939618387828	0.9865338961117803	0.9843864249799146	1.0	0.9822303850277156	0.9855407469606863	0.9856518086763515	0.9819691900254135	0.9873973732551892	0.9860745071609679	0.9803098333139009	0.9844933476367336	0.9879922430837056	0.9843502640902959	0.9874745242822681	0.9878676814392753	0.9862684135348535	0.9803654744963136	0.9800456740332435	0.9921459585726565	0.9854722734147816	0.9787862912875039	0.9920891256448602	0.9952290738848828
NielsenHB_2014__MH0079__bin.2	0.9817358522897657	0.9800776258172161	0.9830229642388002	0.9792431447127206	0.9831320629598256	0.9807107081202727	0.986023823222557	0.9804645575696789	0.9791714146773409	0.977343848855496	0.9822303850277156	1.0	0.9778480779950025	0.9827416068604793	0.9999333177741473	0.9804692252530269	0.9794013207199218	0.9797336505093127	0.9783602624543438	0.9805870009467291	0.9772795721830857	0.9804459502306562	0.980098315495324	0.98032754308376	0.9808915332665327	0.9833686349809635	0.982260657130108	0.9813415127684787	0.9846405963198777	0.980964452651668	0.9807084036692747
ZeeviD_2015__PNP_Main_694__bin.34	0.991627957399	0.9944135267328577	0.986480806777557	0.9840762776944443	0.9843621399176955	0.9824933399009588	0.9764862609032732	0.983722293793714	0.9846266291897832	0.9978899698310177	0.9855407469606863	0.9778480779950025	1.0	0.9822876211719793	0.977385457917247	0.9857719154579407	0.9851629449022513	0.9750478316326531	0.9846725022638092	0.9822786186170483	0.9838588801350237	0.9859229398029254	0.9887862741123611	0.9821936696530246	0.9761625331679269	0.9772735101412054	0.9871067293728029	0.9815887260546351	0.9765277910366655	0.9853413014280246	0.9850049815518355
KarlssonFH_2013__S643__bin.3	0.9826822656800653	0.9843783593431441	0.9859710559408078	0.9823538780060519	0.9847810890839781	0.9850598827206126	0.9813624545871034	0.9840444101276754	0.9844139498735117	0.9813241729942037	0.9856518086763515	0.9827416068604793	0.9822876211719793	1.0	0.9828348957023643	0.9842604906482556	0.9843348804568506	0.9791395138633424	0.9818174787682508	0.9840904716284469	0.9811584909930399	0.9844414249228101	0.9822273205492047	0.9823513153883195	0.9800712465054184	0.9808777209583518	0.9862238515671132	0.9835016830106348	0.9805628602544691	0.9850368060863965	0.9843096857810539
LeChatelierE_2013__MH0079__bin.18	0.9809889258305627	0.9800578305930093	0.9830614340874752	0.9791203922134682	0.9829373749527643	0.9804250943019761	0.9859787630239619	0.9800420788818837	0.9788830314354157	0.9767169294813499	0.9819691900254135	0.9999333177741473	0.977385457917247	0.9828348957023643	1.0	0.980411253700383	0.9794722542944527	0.9794853619049209	0.9777803897778115	0.9801924450665226	0.976774858772245	0.9803468671621776	0.9800069646817324	0.9798533942449268	0.9805727794768705	0.9832933968029334	0.9819144262128867	0.9808112038194075	0.9845617244597205	0.980445645596959	0.9802515014405864
LeChatelierE_2013__MH0124__bin.52	0.9861853122900015	0.9879377528042298	0.9875578166679404	0.986722571151731	0.9850072271301771	0.9847312012189339	0.9780754633918294	0.9844518776836761	0.9871329124521492	0.984571541363019	0.9873973732551892	0.9804692252530269	0.9857719154579407	0.9842604906482556	0.980411253700383	1.0	0.9873274262570515	0.9763384459086063	0.9850675194552312	0.9828007695826494	0.9844292944357513	0.9999796628369529	0.9855304718629171	0.9824653807771858	0.9774189798844031	0.9786957790696758	0.9892419375026076	0.9828339910437635	0.9783470649044904	0.986266455456484	0.9864503477817195
XieH_2016__YSZC12003_35740__bin.87	0.9847920258554099	0.9860041900416231	0.9857725186262817	0.9851446131682526	0.984474796666731	0.9841139587667043	0.9786211433497848	0.9846509843675136	0.9857889779048753	0.9837373150052621	0.9860745071609679	0.9794013207199218	0.9851629449022513	0.9843348804568506	0.9794722542944527	0.9873274262570515	1.0	0.9773995788024087	0.9836415079619076	0.9837691511591082	0.9832705110632465	0.9875736785708122	0.9829993674879346	0.983328146135338	0.9780134395186625	0.9790124942949907	0.9879769349060944	0.9835434716831598	0.9776826361395001	0.986026883548704	0.9856245494799711
ZeeviD_2015__PNP_Main_131__bin.53	0.9790151355772345	0.9771592982741902	0.9809692865075463	0.9752074699571038	0.9796959595774982	0.9777966519398843	0.9788705264920998	0.9786327384989593	0.9772610617435793	0.9746941292027202	0.9803098333139009	0.9797336505093127	0.9750478316326531	0.9791395138633424	0.9794853619049209	0.9763384459086063	0.9773995788024087	1.0	0.9752306841859081	0.9790442892453548	0.9736572754837749	0.9759350592814524	0.9764799061028384	0.9786851807834965	0.9998783922117708	0.9815825767765672	0.9802747190267017	0.9779654927084934	0.9759181637599867	0.978878395564453	0.9793526399386029
CosteaPI_2017__SID713B072-11-0-0__bin.99	0.9857236449767758	0.9858780789892061	0.9860666818012961	0.9846069630948704	0.9830729293473615	0.9822114563492305	0.9772871774909951	0.9830366082509457	0.9852166110649768	0.9846060123501889	0.9844933476367336	0.9783602624543438	0.9846725022638092	0.9818174787682508	0.9777803897778115	0.9850675194552312	0.9836415079619076	0.9752306841859081	1.0	0.9823969348751401	0.999827474847935	0.9850584209213197	0.9854030298361521	0.981758342707022	0.9763109055753348	0.9771113484186713	0.986639030386955	0.980786998685002	0.9780086353418216	0.9842112584077347	0.9834947673557809
ZeeviD_2015__PNP_Main_666__bin.31	0.9842760990269104	0.983555178971683	0.9884271340756206	0.9821703064971026	0.9868653463913752	0.9850277206509075	0.9780697745173345	0.9867810895990323	0.9846164658744152	0.9808311159884348	0.9879922430837056	0.9805870009467291	0.9822786186170483	0.9840904716284469	0.9801924450665226	0.9828007695826494	0.9837691511591082	0.9790442892453548	0.9823969348751401	1.0	0.9819511449166372	0.9828197840879949	0.9839592654481459	0.9869146748865191	0.9789975608161805	0.9785137743463765	0.9862017925602253	0.9835811690630684	0.9760388632984771	0.9908702284561566	0.9886621267251179
CosteaPI_2017__SID713B072-11-90-0__bin.36	0.9855838254786002	0.9858613619894308	0.9858408116024364	0.984235267981582	0.9830157784107901	0.9810065062444253	0.9760991463385853	0.9823962513983998	0.9845678751275848	0.9838433623567499	0.9843502640902959	0.9772795721830857	0.9838588801350237	0.9811584909930399	0.976774858772245	0.9844292944357513	0.9832705110632465	0.9736572754837749	0.999827474847935	0.9819511449166372	1.0	0.9844605172273174	0.985069439831283	0.9813481745411072	0.9749992136993587	0.9761908782086072	0.9863972852331463	0.9800458402647324	0.9767391614059155	0.9837701952357976	0.9826669079066401
NielsenHB_2014__MH0124__bin.40	0.9863156190102451	0.9880488319159174	0.9877599775154581	0.9868108881812931	0.9847000540622413	0.9847367638935103	0.9779111736903481	0.9845023750151873	0.9872302629250859	0.9848339406493334	0.9874745242822681	0.9804459502306562	0.9859229398029254	0.9844414249228101	0.9803468671621776	0.9999796628369529	0.9875736785708122	0.9759350592814524	0.9850584209213197	0.9828197840879949	0.9844605172273174	1.0	0.9856711560221155	0.9825648724147306	0.9760568836638157	0.9785842639263601	0.9893341052753102	0.9830592835811516	0.9784207637716471	0.9864700926705982	0.9864732605212554
XieH_2016__YSZC12003_37101__bin.85	0.9887493023633185	0.9904991398490929	0.9879249329758714	0.9849356070773498	0.9873423282486917	0.9835802551209855	0.978124844042736	0.9859402151259412	0.9841375603106586	0.988375201221287	0.9878676814392753	0.980098315495324	0.9887862741123611	0.9822273205492047	0.9800069646817324	0.9855304718629171	0.9829993674879346	0.9764799061028384	0.9854030298361521	0.9839592654481459	0.985069439831283	0.9856711560221155	1.0	0.982274339455832	0.9772751096719534	0.9789520020066791	0.9871334812786251	0.982086212814882	0.9766481245433357	0.9848836113047397	0.9845547947182753
ZeeviD_2015__PNP_Main_473__bin.19	0.9838943592715165	0.9836265919583768	0.9863362254184833	0.9811259525714962	0.9852723755766981	0.9833565482855834	0.9780570307704625	0.985217821935196	0.984056095689143	0.9814136604112844	0.9862684135348535	0.98032754308376	0.9821936696530246	0.9823513153883195	0.9798533942449268	0.9824653807771858	0.983328146135338	0.9786851807834965	0.981758342707022	0.9869146748865191	0.9813481745411072	0.9825648724147306	0.982274339455832	1.0	0.978598342023976	0.9791443288298147	0.9859795607958634	0.9825111628372797	0.9759018190338284	0.9859401441269726	0.986726897083027
ZeeviD_2015__PNP_Main_132__bin.25	0.9794287649987896	0.9779904385446055	0.9813875296448621	0.976348572373569	0.9801242575214028	0.9787449576517757	0.9798890312376862	0.9787666466823889	0.9785136040782791	0.975581582000573	0.9803654744963136	0.9808915332665327	0.9761625331679269	0.9800712465054184	0.9805727794768705	0.9774189798844031	0.9780134395186625	0.9998783922117708	0.9763109055753348	0.9789975608161805	0.9749992136993587	0.9760568836638157	0.9772751096719534	0.978598342023976	1.0	0.9823480172859186	0.9809396244491932	0.9789052968608806	0.9783870394104601	0.9791700806613135	0.9798615329444741
Obregon-TitoAJ_2015__SM20__bin.28	0.9795204518522218	0.9789687346922015	0.9807213788838665	0.9778399504413514	0.9801568851989694	0.9804081326938201	0.9847334441868272	0.9796012797646119	0.9773117454454412	0.9769980173651467	0.9800456740332435	0.9833686349809635	0.9772735101412054	0.9808777209583518	0.9832933968029334	0.9786957790696758	0.9790124942949907	0.9815825767765672	0.9771113484186713	0.9785137743463765	0.9761908782086072	0.9785842639263601	0.9789520020066791	0.9791443288298147	0.9823480172859186	1.0	0.9804154711087577	0.9807861732799633	0.983725509628104	0.9793396571621583	0.9792445764701339
LeChatelierE_2013__MH0447__bin.108	0.987222776166304	0.9881841301430551	0.9893929387277817	0.9884323730386111	0.987102896508875	0.9872605476326408	0.9803498904727026	0.9875294031072955	0.9898091171510854	0.9861256483470907	0.9921459585726565	0.982260657130108	0.9871067293728029	0.9862238515671132	0.9819144262128867	0.9892419375026076	0.9879769349060944	0.9802747190267017	0.986639030386955	0.9862017925602253	0.9863972852331463	0.9893341052753102	0.9871334812786251	0.9859795607958634	0.9809396244491932	0.9804154711087577	1.0	0.9859048624755251	0.9792987707082423	0.9910904502819944	0.9929517953925416
BritoIL_2016__M1.1.ST__bin.12	0.9839687250313891	0.9838968028532986	0.9858966462054757	0.9817678386164023	0.9856392197295721	0.9836691682502032	0.9791331021516045	0.9844049151897014	0.9824451725269877	0.9804221815567871	0.9854722734147816	0.9813415127684787	0.9815887260546351	0.9835016830106348	0.9808112038194075	0.9828339910437635	0.9835434716831598	0.9779654927084934	0.980786998685002	0.9835811690630684	0.9800458402647324	0.9830592835811516	0.982086212814882	0.9825111628372797	0.9789052968608806	0.9807861732799633	0.9859048624755251	1.0	0.9776426029445	0.9845715574101976	0.9842996867608516
Bengtsson-PalmeJ_2015__TRAVELRES40__bin.82	0.978457278811849	0.9802356382380314	0.9802776143713203	0.9772086371792512	0.9782950510455297	0.9777002662496201	0.9999850066799186	0.9773271927439839	0.976542633488864	0.9762253431296445	0.9787862912875039	0.9846405963198777	0.9765277910366655	0.9805628602544691	0.9845617244597205	0.9783470649044904	0.9776826361395001	0.9759181637599867	0.9780086353418216	0.9760388632984771	0.9767391614059155	0.9784207637716471	0.9766481245433357	0.9759018190338284	0.9783870394104601	0.983725509628104	0.9792987707082423	0.9776426029445	1.0	0.9770387995220411	0.9755647471181758
ZeeviD_2015__PNP_Main_553__bin.1	0.9857382543230307	0.987158324575438	0.9901913039134886	0.985292632632662	0.9871001084394313	0.986364832553266	0.9784074269691387	0.9873629171704235	0.9869355220145261	0.983918076468402	0.9920891256448602	0.980964452651668	0.9853413014280246	0.9850368060863965	0.980445645596959	0.986266455456484	0.986026883548704	0.978878395564453	0.9842112584077347	0.9908702284561566	0.9837701952357976	0.9864700926705982	0.9848836113047397	0.9859401441269726	0.9791700806613135	0.9793396571621583	0.9910904502819944	0.9845715574101976	0.9770387995220411	1.0	0.9925626464966477
ZeeviD_2015__PNP_Main_519__bin.3	0.9854561973945999	0.9869265254624037	0.9916539555885047	0.9853187760226969	0.988528416436132	0.9862011587051543	0.9776091722196383	0.987496283091134	0.9870413222662839	0.9832735025485337	0.9952290738848828	0.9807084036692747	0.9850049815518355	0.9843096857810539	0.9802515014405864	0.9864503477817195	0.9856245494799711	0.9793526399386029	0.9834947673557809	0.9886621267251179	0.9826669079066401	0.9864732605212554	0.9845547947182753	0.986726897083027	0.9798615329444741	0.9792445764701339	0.9929517953925416	0.9842996867608516	0.9755647471181758	0.9925626464966477	1.0
