	LiJ_2014__MH0385__bin.62	LiJ_2014__MH0402__bin.66	ZeeviD_2015__PNP_Main_215__bin.47	NielsenHB_2014__MH0174__bin.35	VogtmannE_2016__MMRS33294861ST-27-0-0__bin.30	LiJ_2014__O2.UC28-0__bin.25	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.39	ZeeviD_2015__PNP_Main_133__bin.23	ZeeviD_2015__PNP_Main_643__bin.33	ZeeviD_2015__PNP_Validation_33__bin.10	BritoIL_2016__M1.3.ST__bin.28	NielsenHB_2014__MH0079__bin.2	ZeeviD_2015__PNP_Main_694__bin.34	KarlssonFH_2013__S643__bin.3	LeChatelierE_2013__MH0079__bin.18	LeChatelierE_2013__MH0124__bin.52	XieH_2016__YSZC12003_35740__bin.87	ZeeviD_2015__PNP_Main_131__bin.53	CosteaPI_2017__SID713B072-11-0-0__bin.99	ZeeviD_2015__PNP_Main_666__bin.31	CosteaPI_2017__SID713B072-11-90-0__bin.36	NielsenHB_2014__MH0124__bin.40	XieH_2016__YSZC12003_37101__bin.85	ZeeviD_2015__PNP_Main_473__bin.19	ZeeviD_2015__PNP_Main_132__bin.25	Obregon-TitoAJ_2015__SM20__bin.28	LeChatelierE_2013__MH0447__bin.108	BritoIL_2016__M1.1.ST__bin.12	Bengtsson-PalmeJ_2015__TRAVELRES40__bin.82	ZeeviD_2015__PNP_Main_553__bin.1	ZeeviD_2015__PNP_Main_519__bin.3
LeChatelierE_2013__MH0124__bin.52	0.7540090159549064	0.6989631214856535	0.508242150993834	0.9033915647569931	0.5892203090595926	0.8037135096361842	0.9181890428866538	0.9067246338087697	0.9090732020374235	0.6259115372633873	0.7892437822561362	0.8552683904067043	0.8965443833822254	0.8686268866737794	0.8904937924008024	1.0	0.8228672634435554	0.65514752841599	0.8265024874721179	0.9120541731410445	0.8880222396051508	0.9208872119148948	0.8864708860569838	0.9397413078940484	0.8976793374065988	0.7745667915449047	0.7401279913498774	0.9206056584137987	0.6859436131367495	0.8827133017485658	0.8702263103318898
XieH_2016__YSZC12003_35740__bin.87	0.8165979173910657	0.7548458173965558	0.5560368208187692	0.925067071720074	0.6346825759932654	0.8287290229306591	0.9539212707940633	0.9357231484362133	0.940731658217887	0.6452552019471844	0.8375528429991033	0.9136072323993925	0.9470790403162344	0.9117632633640174	0.9445286678989075	0.9648745493475834	1.0	0.656709917098256	0.9044583935728272	0.9505122339549439	0.9410317881521878	0.9215841004337244	0.9135354940248522	0.9621287264608459	0.9195549292681587	0.8275189868784656	0.8079746719616419	0.9375246600662482	0.6995772560071739	0.9169459949124316	0.9108445729553648
ZeeviD_2015__PNP_Main_131__bin.53	0.683883799421408	0.6339785802036961	0.4448562436427524	0.8527067013645792	0.5753267790385861	0.7632420641735248	0.8685098281396547	0.8636651101042259	0.8252607297129496	0.6447743424789633	0.7358167329361567	0.7848030409109523	0.807849301858628	0.7933002866540733	0.823673069047965	0.8664292743821086	0.740673009603572	1.0	0.7574041294038388	0.843388792750426	0.8364362756106261	0.7866317816145096	0.8448592158624061	0.8770574364935735	0.9910990277539267	0.7603614879592079	0.6903731456651828	0.9033756159099615	0.55246132811984	0.8057827835827797	0.817562680810029
CosteaPI_2017__SID713B072-11-0-0__bin.99	0.8458598331305607	0.7808245737448755	0.5509906071072312	0.9373151260746473	0.6548054246982915	0.8165596584192956	0.9427856644505821	0.9454221900604858	0.9346396796383534	0.6488555835529237	0.8301264494404051	0.9017933851893283	0.9405059130825871	0.8967394438069758	0.9293421227130411	0.9542190175806814	0.8905358965340283	0.6612071798834105	1.0	0.9395559566162522	0.9941179099227926	0.9134768406667858	0.9311850959182144	0.9505294673901135	0.9058209699646541	0.8349144318424254	0.8052279318914368	0.9472046197579412	0.6838987424248539	0.9026734283193698	0.9096726902651806
ZeeviD_2015__PNP_Main_666__bin.31	0.7601228577163631	0.7049248229300418	0.5213379256290245	0.8896383407836002	0.5910042407577926	0.802706310795612	0.9136421131782105	0.9159813801738997	0.9195103533752418	0.623648198713435	0.7979978270497261	0.8659436243663555	0.9097620268974285	0.8568261544196598	0.9041047094395891	0.930961355258253	0.8274231422390309	0.6509458068750616	0.8306723719886955	1.0	0.8961125855877958	0.8913639564262934	0.875033693473821	0.9497283812157689	0.9066689182084949	0.7817784419118139	0.7447025575178663	0.91261681200794	0.6722872372625924	0.9089642164156516	0.8939511054326943
CosteaPI_2017__SID713B072-11-90-0__bin.36	0.7826498398343753	0.7181580695664713	0.5093974991502467	0.9069552308754004	0.5967064334050902	0.7887461761100868	0.9052357679194949	0.9237114649747133	0.8991748380318683	0.627603335153007	0.790146981573228	0.8564483401485267	0.9051263299926869	0.854031049471093	0.8891425989061358	0.9157109087725442	0.8275567274712371	0.6521888872866605	0.8879091690957595	0.905286624367835	1.0	0.8780610431880684	0.906876693069103	0.9152467632123765	0.8780661932081535	0.7815882919443385	0.7475582467271622	0.9155255080494814	0.6664377053570509	0.8688824198914376	0.8740871589399198
NielsenHB_2014__MH0124__bin.40	0.7395724312950739	0.7044783886666988	0.4967500281083859	0.8717056168586068	0.5722379093785638	0.7833758974606082	0.8830601198220338	0.8746038323776482	0.8961962125957694	0.6011487495783742	0.7729369247819592	0.8463264748871648	0.8805570278995808	0.8392527987921425	0.8796954657158002	0.9477196871135097	0.8088488411314027	0.6121402528148541	0.8142674954625034	0.8987057292921505	0.8763218169260669	1.0	0.8467871311778217	0.9032589665751136	0.8773465683676256	0.7536433286753722	0.7377754220273374	0.8844542957644678	0.662018985206958	0.8651478501100243	0.8457212611831221
XieH_2016__YSZC12003_37101__bin.85	0.7646798957493521	0.6966602777651014	0.4963149728471684	0.8930778026235062	0.5840362392694343	0.7689505722123346	0.9192551859119651	0.9235093830653544	0.8575262274550369	0.6327674591946941	0.7632886617279444	0.8149589031371535	0.8904626629550191	0.8449987830663686	0.8472608852178058	0.9000067184877572	0.7909802400401588	0.6485920331411593	0.8188670347890902	0.8703522008751781	0.8928838538259887	0.8353761339032639	1.0	0.8943460756425663	0.8627165761572279	0.756938423158247	0.7155512709350614	0.903061728958457	0.6963997779096123	0.840899871714913	0.8646611346892003
ZeeviD_2015__PNP_Main_473__bin.19	0.7349119301244452	0.6712062043328403	0.49813887083775804	0.8699282249107231	0.5797225314282719	0.7901587537688932	0.8936535068842881	0.8938126142250498	0.8864040643695875	0.6055722926453394	0.7719711387818352	0.8360389709351732	0.8728244661979199	0.8406890506107649	0.868980286539519	0.9176427485457833	0.8012304301018897	0.6475888227397919	0.8039462278148892	0.9085602187756416	0.8667003575952723	0.8570460167690602	0.8601806142640644	1.0	0.8891680210094843	0.7554294618026557	0.7200058278397612	0.8910803571319713	0.6627028008988041	0.8602251155509443	0.8588736175644751
ZeeviD_2015__PNP_Main_132__bin.25	0.6717409683121626	0.6237401516364901	0.4603093863139942	0.8001262561815367	0.547554050494259	0.7272655269582176	0.8476624125608474	0.8227596714757834	0.8189250506462122	0.5633789017237606	0.7109349469718171	0.7862533302121304	0.8042055276974498	0.7830071617528254	0.8161881310975664	0.8436206893517109	0.7369917117979713	0.704285963210873	0.7373343400973088	0.8347639824907551	0.8002371410249867	0.8011682216945903	0.7985697615271835	0.8557452722868268	1.0	0.7195065213781872	0.6775844235542875	0.8459269767570113	0.6229874254240759	0.7887637865355291	0.7855064709226498
Obregon-TitoAJ_2015__SM20__bin.28	0.763951045013743	0.7091072110232998	0.5189084066399856	0.8574360601448593	0.6061809175837524	0.7601620690216865	0.8933583854288023	0.8771337777648723	0.8514820561887434	0.607251037719079	0.7728965694540546	0.8443708210604742	0.863994883820081	0.8319146510140646	0.8660558034718352	0.8787039010871883	0.8006092106819377	0.652243534130175	0.8203926228991545	0.8688731018823774	0.8598588801203407	0.8307609609409692	0.8457908017827309	0.8776316562924268	0.8685451961096069	1.0	0.7264522224291798	0.8909221092769005	0.6467576634695263	0.8377971247692089	0.8259925169494706
LeChatelierE_2013__MH0447__bin.108	0.8609412762523518	0.8210208207243817	0.5699155560496206	0.9377790952845608	0.6698146844365394	0.8387034086370804	0.9467290835505161	0.9503299942770799	0.9710173210969891	0.6617589538996143	0.854417147350782	0.9389483825545633	0.9581839815878427	0.9173140977343001	0.956950465862164	0.9762371182832887	0.908877113672015	0.6885545715426769	0.9199482878587633	0.9623217763285205	0.9562225433645006	0.9455820292074786	0.9296253751806426	0.9725662150088725	0.9510118040373348	0.8446404235784307	1.0	0.9594479646578805	0.6611660758472186	0.9427362145559797	0.9404651622386088
BritoIL_2016__M1.1.ST__bin.12	0.7429376792127382	0.6806273569283691	0.4857528566310406	0.8918524610548944	0.5920105437725383	0.7740278959362645	0.896014444131179	0.9007957076356169	0.8677503868963709	0.6061918193424793	0.7564399624245751	0.829945348194422	0.8548556879614593	0.8302586819299389	0.8619823375804726	0.9077758475708325	0.7884000034472867	0.6735647283476539	0.8089932322375475	0.8816220222522355	0.8754692311196418	0.8474360189748508	0.8770839155759493	0.8998218491491974	0.887588906139002	0.7743923233850385	0.717262164920657	1.0	0.663079436565616	0.8467644136596273	0.8530594053676716
Bengtsson-PalmeJ_2015__TRAVELRES40__bin.82	0.5834197836347447	0.5031217253052335	0.3925434236419101	0.6864718237634325	0.4315310331975719	0.6038286164605311	0.8315055738298698	0.7147527193295	0.6821247023452145	0.4579831850062697	0.5958161334963258	0.6698405574289188	0.6980623977606255	0.678234274739386	0.6992146309999298	0.7209745163540349	0.6270845677517738	0.4390756674717864	0.6226147426799397	0.6922697354391117	0.6792920196037131	0.6761273152112504	0.7209561436144559	0.7133209579808883	0.6967625264354195	0.5992242766882087	0.5268579925026099	0.7067927299069486	1.0	0.6754960803728617	0.6653307060315736
ZeeviD_2015__PNP_Main_553__bin.1	0.783852479441814	0.7072561472511635	0.534051494804049	0.9068466672503552	0.5891508004391135	0.8229275126110411	0.920733965961975	0.9179733433907369	0.9359426458604132	0.6311783999299574	0.8305877519682654	0.8761780968608779	0.9135694129215186	0.8817559148982025	0.9123180743664173	0.9522794162216042	0.8436210693624101	0.6573076689946862	0.8434735757436979	0.9606838585408234	0.9090152948862145	0.9069045871188907	0.8935271179477509	0.9503673870730935	0.9054525494844458	0.7967093432829789	0.7710569029034018	0.9264080926179108	0.6933237249210338	1.0	0.9149002229241452
ZeeviD_2015__PNP_Main_519__bin.3	0.7664700867172107	0.6976086516988473	0.5023859828659407	0.9001106457432142	0.5863949575378149	0.7856861966327314	0.8829641543125339	0.9104764048443337	0.8939547903194462	0.5993158415783277	0.7878395682525889	0.8370661276803457	0.8830138827364504	0.8427960198939868	0.8695440230687541	0.9120925786216197	0.8141602995744949	0.6479384623840461	0.8258248865897491	0.9179297795395017	0.8884375525501848	0.8613120059464726	0.8926297895506187	0.9218720657776185	0.8760532120308762	0.7631310847797652	0.74731024843928	0.9067363039087196	0.6634570022528284	0.8888648244030463	1.0
