	ZeeviD_2015__PNP_Main_484__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES29__bin.5	VogtmannE_2016__MMRS90191266ST-27-0-0__bin.5	ZeeviD_2015__PNP_Validation_26__bin.30	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.59	XieH_2016__YSZC12003_37265R1__bin.8	NielsenHB_2014__MH0132__bin.1	ZeeviD_2015__PNP_Main_612__bin.5	XieH_2016__YSZC12003_35992__bin.77	LeChatelierE_2013__MH0132__bin.16	CosteaPI_2017__SID713B072-11-0-0__bin.7	ZeeviD_2015__PNP_Main_380__bin.12	ZeeviD_2015__PNP_Validation_67__bin.1	NielsenHB_2014__O2_UC29_2__bin.1	XieH_2016__YSZC12003_37652__bin.82	Bengtsson-PalmeJ_2015__TRAVELRES7__bin.101	Bengtsson-PalmeJ_2015__TRAVELRES5__bin.48	XieH_2016__YSZC12003_36058__bin.26	ZeeviD_2015__PNP_Main_707__bin.38	ZeeviD_2015__PNP_Validation_73__bin.14	NielsenHB_2014__O2_UC29_0__bin.6	LiJ_2014__MH0356__bin.42	LeChatelierE_2013__MH0439__bin.16	ZeeviD_2015__PNP_Validation_38__bin.8	LiJ_2014__O2.UC29-1__bin.19	CosteaPI_2017__SID713B072-11-90-0__bin.68
CosteaPI_2017__SID713B072-11-0-0__bin.7	0.6568102197149349	0.8991710010044963	0.7476240437013784	0.8471196442726339	0.9232904946854371	0.5753918280011187	0.9406668729717698	0.4526389125624914	0.9278115551819264	0.9442591467904938	1.0	0.606458397803678	0.737552189950735	0.561086030882881	0.966680760504598	0.9657209453186669	0.9153008606894452	0.8982839993843945	0.9031860899611606	0.9259597738145868	0.6962445575996677	0.7810218887508006	0.9071511195913173	0.4589844493391342	0.937100249386463	0.6286446085691637
ZeeviD_2015__PNP_Main_380__bin.12	0.6737246433957795	0.9051045240963972	0.7608907635586399	0.8379687740997853	0.9223895757921508	0.6070103068832374	0.9361497263393753	0.47401724504000203	0.9169815436382376	0.9388066318737025	0.9460119634964284	1.0	0.7570393153611992	0.5821301322257408	0.9520576013505883	0.9556373572405354	0.9118684363881832	0.8994635206289322	0.8953255370763197	0.9221540230790031	0.7273687084031656	0.7943921675173454	0.8898762025288681	0.4865983413216895	0.9256085810885374	0.617067439709799
ZeeviD_2015__PNP_Validation_67__bin.1	0.6412410779256028	0.8562640256766314	0.7635345392550905	0.8527153098901166	0.8887738064139639	0.5670296856771713	0.8952291185140714	0.4775214901245488	0.8835054732919546	0.9055396935241665	0.9078077348662726	0.597343224315603	1.0	0.5730598036774452	0.9162810639934943	0.9190109628787728	0.8797276109845713	0.9178056521790052	0.9251515804235545	0.9428269246143592	0.7165223298192441	0.7425355520827126	0.8632484116326995	0.4834543481570764	0.9473589335826448	0.5951154109182716
NielsenHB_2014__O2_UC29_2__bin.1	0.6714301150977432	0.8755962913790599	0.8112763164867899	0.86157299102027	0.9094600668025292	0.5973568057571584	0.9130011652244175	0.47987837066800465	0.9093265443353094	0.9162697126307436	0.9334314792293413	0.6208368004437902	0.7745541967006185	1.0	0.9401069143301954	0.9327198182442622	0.9025850362609855	0.9372182865213199	0.934661400100073	0.9550387180741932	0.852559536222787	0.7891508177562857	0.8930230381316765	0.4830712094588968	0.9953776448976867	0.6317058045795454
XieH_2016__YSZC12003_37652__bin.82	0.6366565556530864	0.8847260625844997	0.7351844511531864	0.8294927049416232	0.9109759782595245	0.564151846427555	0.9271260571557675	0.44315538667940824	0.9281918450065045	0.931882584507596	0.9327020835553724	0.5888809187650113	0.7182695597018828	0.5452355091771519	1.0	0.9487052673470944	0.9023993798471891	0.8757339266618207	0.8848865295193297	0.912022605879237	0.6841715335649327	0.7626710000722501	0.8782574887563374	0.45152521426527104	0.920240349131343	0.5981065700033011
Bengtsson-PalmeJ_2015__TRAVELRES7__bin.101	0.6335636085953604	0.898801539916357	0.7230314828223359	0.8230263392168267	0.8992806865526369	0.551684530804262	0.9233939091797532	0.4430879833505446	0.9002211750368955	0.9322674200070428	0.9235838269216312	0.5858982120035926	0.7140756743068992	0.5361951563062582	0.9403642464024436	1.0	0.8896961711791914	0.8724108870345532	0.8841121939060145	0.9012890666729972	0.6860121626487194	0.7562168385817892	0.8804119632350905	0.44933944235403045	0.9185798900851069	0.5889000993111526
Bengtsson-PalmeJ_2015__TRAVELRES5__bin.48	0.6171629209592031	0.8790871615438709	0.7133395044274613	0.8327542500287234	0.9869971081144726	0.5388228909566039	0.8978766764420926	0.4299335004852403	0.9004381422507817	0.9091932462372487	0.9013829552315913	0.5756811901954569	0.7038701886448065	0.5342943888946381	0.9210525029191827	0.9161414310473939	1.0	0.8586174358940929	0.8752370180903778	0.8905671077966831	0.6647034330242083	0.7358438984800694	0.847133415415404	0.4372027342944704	0.895293617236257	0.5802357673030336
XieH_2016__YSZC12003_36058__bin.26	0.6398917243169774	0.8720812143980696	0.77075708135863	0.8591733140571736	0.9042818188142787	0.5645471375072327	0.9114399596829614	0.46589808069855715	0.8953776243829847	0.9190146760128892	0.921077615389706	0.5912491155195146	0.7645962611716036	0.5776573866210555	0.9306681836461467	0.9353603844372159	0.8939985135637311	1.0	0.926846040157535	0.9439472688430401	0.7257694768117638	0.7533716311262469	0.8747859854173134	0.4755463416869015	0.9620844214352255	0.5963557707155087
ZeeviD_2015__PNP_Main_707__bin.38	0.6256926315685172	0.8580407191601679	0.757976023315276	0.8644793388225025	0.8983325647175203	0.5353393311514828	0.8930028987206572	0.459284349179205	0.8797346768490026	0.9009443446459543	0.9013324371424336	0.5727869541468715	0.7501006356872519	0.5606722752913481	0.915241011633279	0.9225511879552604	0.8869271868289664	0.9020545369044999	1.0	0.9613810808210881	0.7087072680228711	0.7326847784755643	0.8524348469078317	0.46428785233328224	0.9533310515696484	0.5792606672796327
ZeeviD_2015__PNP_Validation_73__bin.14	0.6214086766156214	0.8533221585209751	0.7546550679821155	0.8635099427331006	0.8888355034706542	0.5502117956085074	0.8878777770954077	0.4606595627934944	0.8846694338777441	0.8964334928072181	0.8983870779993072	0.5735604902948922	0.7431940616148006	0.5569797019006413	0.9171008747582101	0.9143465082926019	0.8773897500799778	0.8931749753242963	0.9346719024515948	1.0	0.7039264774414496	0.7304522066039769	0.8486069817690803	0.46320600710387316	0.9515256388488498	0.5800727085312709
NielsenHB_2014__O2_UC29_0__bin.6	0.6120729629261751	0.8173307278331341	0.7539078643115608	0.7966397487685719	0.8535059743117718	0.5459852429327009	0.8624413234939161	0.46436848099578554	0.8558373377373629	0.8721553377672125	0.8661118056023744	0.580057630480441	0.7241703717160842	0.6375054102556316	0.8820988858347285	0.8923172568755922	0.8396428536505909	0.8804978104225841	0.883428226172102	0.9025433476628982	1.0	0.7292072489448393	0.8492951099523486	0.45420208958096703	0.9679018089424514	0.5780870365385893
LiJ_2014__MH0356__bin.42	0.6527639525344576	0.8711465894463984	0.7319532979571935	0.8161815427933107	0.9003974252658032	0.5619653586791458	0.9399164403117888	0.452753765946831	0.906220593027528	0.9389497034763461	0.9335231203396981	0.6086970711582596	0.7210709565057433	0.5669815113434576	0.9447985849544102	0.9451125889904746	0.8931041252218427	0.8781901697451424	0.8775488103202989	0.8998752390263007	0.7006493207870178	1.0	0.893155058159976	0.4444546639983741	0.9114825094806966	0.6111220724068583
LeChatelierE_2013__MH0439__bin.16	0.6336848615713325	0.8603171432851365	0.724190410173157	0.8096766843752531	0.8820818785396017	0.5573379299290495	0.908541116551479	0.4403848921602895	0.8858872454958915	0.9149845187987813	0.9200621178216131	0.5785907512253415	0.7113317189860914	0.5444364393782679	0.9232078710547483	0.9336815467186526	0.8724566373211291	0.8652801910697868	0.8663451399434292	0.8871003137361201	0.6924429331327079	0.7578835798562698	1.0	0.4457486594777722	0.9060293813435896	0.6008950941439142
ZeeviD_2015__PNP_Validation_38__bin.8	0.6622355210822043	0.891671189087949	0.7866771123567992	0.8659463331987637	0.8991282205706193	0.6141271616622215	0.9073256606595675	0.5232868847576755	0.9066084156744916	0.9205735974427363	0.9177972719872401	0.6237690189875512	0.7854221404509626	0.5806400108538111	0.9357738965843587	0.9395040668700654	0.887740818933282	0.9273828748039366	0.930311418341617	0.9546663114911416	0.7301057584762308	0.7435572042171027	0.8788228247705147	1.0	0.9591162085784816	0.6098385826511096
LiJ_2014__O2.UC29-1__bin.19	0.5987920852929114	0.8223100150730384	0.7283580669528331	0.8142103189507109	0.8548173684063131	0.5285254087540248	0.8606850732417698	0.44189207489638965	0.8578415669821814	0.8754826614021647	0.8689708325772517	0.5502384102759068	0.7137277438665317	0.5548224707583438	0.8844240537918341	0.8906588977922161	0.8430224952342881	0.8700611246427874	0.8858396687537715	0.9094278805558572	0.7215032679989305	0.7071403388498838	0.8283691540185242	0.4447762465180284	1.0	0.5615583427100241
CosteaPI_2017__SID713B072-11-90-0__bin.68	0.6710709656306167	0.8833542554578622	0.7926900824016383	0.8264739871092441	0.9190722848749658	0.6223062232028492	0.9357124047318943	0.46624038370579823	0.9303695929517581	0.9400958241825671	0.9712278176477055	0.6111572022815769	0.7469920717505298	0.5866482756504822	0.9577113155883037	0.9513336895633967	0.9102798792226685	0.8985428230295066	0.8967723255260999	0.9236915576031682	0.7179546343571112	0.7899180074296978	0.9153286733668599	0.47117476663948066	0.9356031068715757	1.0
