	ZeeviD_2015__PNP_Main_484__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES29__bin.5	VogtmannE_2016__MMRS90191266ST-27-0-0__bin.5	ZeeviD_2015__PNP_Validation_26__bin.30	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.59	XieH_2016__YSZC12003_37265R1__bin.8	NielsenHB_2014__MH0132__bin.1	ZeeviD_2015__PNP_Main_612__bin.5	XieH_2016__YSZC12003_35992__bin.77	LeChatelierE_2013__MH0132__bin.16	CosteaPI_2017__SID713B072-11-0-0__bin.7	ZeeviD_2015__PNP_Main_380__bin.12	ZeeviD_2015__PNP_Validation_67__bin.1	NielsenHB_2014__O2_UC29_2__bin.1	XieH_2016__YSZC12003_37652__bin.82	Bengtsson-PalmeJ_2015__TRAVELRES7__bin.101	Bengtsson-PalmeJ_2015__TRAVELRES5__bin.48	XieH_2016__YSZC12003_36058__bin.26	ZeeviD_2015__PNP_Main_707__bin.38	ZeeviD_2015__PNP_Validation_73__bin.14	NielsenHB_2014__O2_UC29_0__bin.6	LiJ_2014__MH0356__bin.42	LeChatelierE_2013__MH0439__bin.16	ZeeviD_2015__PNP_Validation_38__bin.8	LiJ_2014__O2.UC29-1__bin.19	CosteaPI_2017__SID713B072-11-90-0__bin.68
CosteaPI_2017__SID713B072-11-0-0__bin.7	0.9906235024559722	0.9912279621590141	0.9830230401209804	0.9851226086985807	0.9868260470447153	0.9905820496986868	0.9914802285311614	0.9833438190936707	0.9909645701388057	0.9914809231932095	1.0	0.9897727065562846	0.9848621367247038	0.9828671024596698	0.9908694446352739	0.9912100977717385	0.9870176395034939	0.9842851359762315	0.9846829995683509	0.9845388782460855	0.9829249773676372	0.9903183620112166	0.9906716106031082	0.9837953356389111	0.9844823404749135	0.998930410270165
ZeeviD_2015__PNP_Main_380__bin.12	0.9897513979244922	0.9891932990272417	0.9828174741111775	0.9844568463493946	0.9857104039569491	0.987937925058425	0.9900612215647331	0.9822200350892207	0.9895929168039258	0.9901187210012231	0.9897727065562846	1.0	0.9837204953370327	0.9822291524655962	0.989316578917897	0.989319818197731	0.9859529667563083	0.9834097005942394	0.9839536048182449	0.9836379406480391	0.9824746752301479	0.9890182996201238	0.9888770559697078	0.9827089149378189	0.9840935272875975	0.9896734675289188
ZeeviD_2015__PNP_Validation_67__bin.1	0.9839769460556143	0.9849695319643462	0.987995946375129	0.9916966275433187	0.9847690418009261	0.983839431574911	0.9848617598519284	0.9909942374532777	0.984938418499882	0.9848537041385513	0.9848621367247038	0.9837204953370327	1.0	0.9878365958970785	0.9844040376189406	0.9848504030506559	0.9849218814582128	0.9894641321001961	0.9914358136222623	0.9915700596538375	0.9885132325088657	0.9838144688797912	0.9837471123096126	0.9913852695418635	0.9895483282112163	0.9840755133230324
NielsenHB_2014__O2_UC29_2__bin.1	0.9825565584882552	0.983194647636315	0.986725185900135	0.9883215367063923	0.9840351854444501	0.9822844893931025	0.9835036718231593	0.9872996857843991	0.9832244083296	0.9835085072698353	0.9828671024596698	0.9822291524655962	0.9878365958970785	1.0	0.9829640520124266	0.9831729879808093	0.9841732395740306	0.9888050435032655	0.9883142184892542	0.9877212226387911	0.9982062028634675	0.9824475418418557	0.9824745788636379	0.986859181208601	0.9988721254047364	0.9820775107534936
XieH_2016__YSZC12003_37652__bin.82	0.9897294191235969	0.9909285839470362	0.9829038254124882	0.9849538814473547	0.9864534665337084	0.9899416320472492	0.9908632222190463	0.9830501270664908	0.9925569836596829	0.9910267948108402	0.9908694446352739	0.989316578917897	0.9844040376189406	0.9829640520124266	1.0	0.9909299377928987	0.9866230646628249	0.9839072510877842	0.9844263321547615	0.98414709210443	0.9828120466480194	0.990147420745867	0.9898847519485451	0.9833890162510661	0.9845474745671581	0.9901832179616382
Bengtsson-PalmeJ_2015__TRAVELRES7__bin.101	0.9898993208515752	0.9998019444652281	0.9831914552484131	0.9851194338176862	0.9864719056258192	0.9903692896898342	0.9908897222038237	0.9835386717816843	0.9909650466120667	0.9908710517130446	0.9912100977717385	0.989319818197731	0.9848504030506559	0.9831729879808093	0.9909299377928987	1.0	0.9865804556221819	0.9841650014260738	0.9846159404995182	0.9845756399190357	0.9827380888278507	0.98993372887106	0.9899437930816642	0.9830937633905964	0.9847262387185819	0.9906630635907403
Bengtsson-PalmeJ_2015__TRAVELRES5__bin.48	0.9866449727805995	0.9864203022515947	0.9837590826648926	0.9846461341468878	0.9999830758942945	0.9858655795067676	0.9869941245151348	0.9834227987773057	0.9869949379355619	0.9869164326050779	0.9870176395034939	0.9859529667563083	0.9849218814582128	0.9841732395740306	0.9866230646628249	0.9865804556221819	1.0	0.9851358078939434	0.984744956241279	0.9847200660968188	0.9840529385260957	0.9860577889008273	0.9858456414883484	0.9841756943654686	0.985422192724998	0.9862993396562888
XieH_2016__YSZC12003_36058__bin.26	0.9838429323264625	0.9841856871204766	0.987640617398371	0.9894679811090034	0.9848785371697653	0.9835798535586345	0.9844525778883144	0.9883808203891359	0.9841812951800628	0.9845442931953352	0.9842851359762315	0.9834097005942394	0.9894641321001961	0.9888050435032655	0.9839072510877842	0.9841650014260738	0.9851358078939434	1.0	0.9892045729798303	0.9892225791035487	0.9889599050155292	0.9835100965769162	0.9833439512921801	0.9886269533093044	0.990140666748162	0.9833547263385785
ZeeviD_2015__PNP_Main_707__bin.38	0.9842640322499986	0.984948964962908	0.9880017716155121	0.9919901078518926	0.9845934274883807	0.9838444723162453	0.9846830769510924	0.9905798062889744	0.9845675575395514	0.9845587717762646	0.9846829995683509	0.9839536048182449	0.9914358136222623	0.9883142184892542	0.9844263321547615	0.9846159404995182	0.984744956241279	0.9892045729798303	1.0	0.9913220726895614	0.9885957091946159	0.9840059484896725	0.9837295374479353	0.9911457704440071	0.9896036727004051	0.9839989507968614
ZeeviD_2015__PNP_Validation_73__bin.14	0.9843101774348091	0.9847522689552083	0.9877737007685372	0.9916465343627429	0.9844654790151481	0.9837758853072937	0.9845997232241142	0.990786664491104	0.9842325726789621	0.9844588363699199	0.9845388782460855	0.9836379406480391	0.9915700596538375	0.9877212226387911	0.98414709210443	0.9845756399190357	0.9847200660968188	0.9892225791035487	0.9913220726895614	1.0	0.9880423318579683	0.9841037907010826	0.9838293860387975	0.990876836868398	0.9889224756852638	0.9836385256295506
NielsenHB_2014__O2_UC29_0__bin.6	0.982942115263662	0.9829952036484211	0.986774921052348	0.9885007851549205	0.9838716853928585	0.9823582628278079	0.9836260234469052	0.9875383884616816	0.9833104301385545	0.9837037914196752	0.9829249773676372	0.9824746752301479	0.9885132325088657	0.9982062028634675	0.9828120466480194	0.9827380888278507	0.9840529385260957	0.9889599050155292	0.9885957091946159	0.9880423318579683	1.0	0.9820222491906582	0.9820174023986318	0.9867386994958671	0.998931859430364	0.9820827169431242
LiJ_2014__MH0356__bin.42	0.9897038227734976	0.9902202811549725	0.9823402342026062	0.9846040137298625	0.9859149896283254	0.9892892087733777	0.9912197492802197	0.9824601501177658	0.9901713357009441	0.9911849178417848	0.9903183620112166	0.9890182996201238	0.9838144688797912	0.9824475418418557	0.990147420745867	0.98993372887106	0.9860577889008273	0.9835100965769162	0.9840059484896725	0.9841037907010826	0.9820222491906582	1.0	0.9898228214091757	0.9825368038907673	0.9840224429983077	0.9895793463830387
LeChatelierE_2013__MH0439__bin.16	0.9894736980040255	0.9899767174389376	0.9826047252020264	0.9843745376893497	0.9856253235110988	0.9897356989038993	0.990897595894445	0.9821036891197916	0.9901108873095114	0.9907922692319576	0.9906716106031082	0.9888770559697078	0.9837471123096126	0.9824745788636379	0.9898847519485451	0.9899437930816642	0.9858456414883484	0.9833439512921801	0.9837295374479353	0.9838293860387975	0.9820174023986318	0.9898228214091757	1.0	0.9828150716678585	0.9838784640046075	0.9902719605235771
ZeeviD_2015__PNP_Validation_38__bin.8	0.9836570185732454	0.9837107656980559	0.9868636666953788	0.9908408074401874	0.9838445704105889	0.9831916857715388	0.983486133230032	0.9905912273530937	0.9839518753787794	0.9834634416651274	0.9837953356389111	0.9827089149378189	0.9913852695418635	0.986859181208601	0.9833890162510661	0.9830937633905964	0.9841756943654686	0.9886269533093044	0.9911457704440071	0.990876836868398	0.9867386994958671	0.9825368038907673	0.9828150716678585	1.0	0.9887283609175934	0.9834715705409995
LiJ_2014__O2.UC29-1__bin.19	0.984509223253511	0.9850491727941176	0.9873908695229333	0.9897949665988259	0.985191630698052	0.9838062260015867	0.9848888393309859	0.9884426793624423	0.9842538574153843	0.9847922807047828	0.9844823404749135	0.9840935272875975	0.9895483282112163	0.9988721254047364	0.9845474745671581	0.9847262387185819	0.985422192724998	0.990140666748162	0.9896036727004051	0.9889224756852638	0.998931859430364	0.9840224429983077	0.9838784640046075	0.9887283609175934	1.0	0.9834706523791256
CosteaPI_2017__SID713B072-11-90-0__bin.68	0.9898200262088601	0.9906272758029463	0.9824493165096043	0.9847232323386172	0.9861593760094479	0.9898586102178442	0.9906065227894337	0.9832757075169676	0.9901467813272493	0.9908441182672337	0.998930410270165	0.9896734675289188	0.9840755133230324	0.9820775107534936	0.9901832179616382	0.9906630635907403	0.9862993396562888	0.9833547263385785	0.9839989507968614	0.9836385256295506	0.9820827169431242	0.9895793463830387	0.9902719605235771	0.9834715705409995	0.9834706523791256	1.0
