	BackhedF_2015__SID39_M__bin.6	LeChatelierE_2013__MH0193__bin.54	SchirmerM_2016__G88846__bin.13	ZeeviD_2015__PNP_Main_47__bin.42	BackhedF_2015__SID640_M__bin.38	BritoIL_2016__WL.37.ST__bin.73	VogtmannE_2016__MMRS86178473ST-27-0-0__bin.45	VogtmannE_2016__MMRS38954404ST-27-0-0__bin.26	CosteaPI_2017__mickey3-11-7-0__bin.38	ZeeviD_2015__PNP_Main_38__bin.52	BritoIL_2016__WL.43.ST__bin.5	ZeeviD_2015__PNP_Validation_23__bin.3	LiSS_2016__FAT_DON_11-22-0-6__bin.56	ZeeviD_2015__PNP_Main_410__bin.16	VogtmannE_2016__MMRS84159866ST-27-0-0__bin.3	SchirmerM_2016__G89150__bin.3	FengQ_2015__SID31160__bin.56	ZeeviD_2015__PNP_Main_313__bin.32	SchirmerM_2016__G89113__bin.3	LeChatelierE_2013__MH0415__bin.73	ZellerG_2014__CCIS63468405ST-4-0__bin.18	LiSS_2016__FAT_008-22-0-0__bin.12	LeChatelierE_2013__MH0098__bin.1	NielsenHB_2014__V1_UC37_0__bin.20	XieH_2016__YSZC12003_36533__bin.98	XieH_2016__YSZC12003_36055__bin.38	XieH_2016__YSZC12003_37546__bin.46	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.129	XieH_2016__YSZC12003_37194__bin.23	ZeeviD_2015__PNP_Main_287__bin.47	RaymondF_2016__P7C7__bin.65	ZellerG_2014__CCIS35100175ST-4-0__bin.18	LeChatelierE_2013__MH0322__bin.16	LiJ_2014__MH0339__bin.62	HMP_2012__SRS014613__bin.25	LeChatelierE_2013__MH0408__bin.18	ZeeviD_2015__PNP_Main_463__bin.42	LiJ_2014__V1.UC64-0__bin.18	LeChatelierE_2013__MH0275__bin.19	NielsenHB_2014__V1_CD6_4__bin.23	NielsenHB_2014__MH0098__bin.13	XieH_2016__YSZC12003_35387__bin.3	LoombaR_2017__SID5443_cul__bin.35
BritoIL_2016__WL.43.ST__bin.5	1608152.0	1480179.0	1472409.0	1019703.0	1611794.0	1635977.0	1518858.0	1603499.0	1581465.0	1608141.0	1712556.0	1563520.0	1095678.0	1578536.0	1555480.0	1125269.0	950322.0	1545294.0	1567689.0	1586238.0	1604588.0	1172326.0	1487873.0	1577438.0	1561140.0	1610220.0	1592829.0	1150310.0	1602802.0	1612150.0	1095692.0	1607540.0	1443773.0	1320005.0	1260604.0	975219.0	1606768.0	1459356.0	1600802.0	1241373.0	1386908.0	1612948.0	1613785.0
ZeeviD_2015__PNP_Validation_23__bin.3	1805896.0	1579286.0	1613486.0	1122862.0	1761058.0	1622916.0	1627852.0	1808049.0	1715347.0	1646866.0	1563520.0	2000028.0	1211951.0	1795199.0	1692927.0	1203810.0	1084332.0	1689837.0	1703866.0	1739435.0	1746550.0	1259682.0	1641399.0	1675924.0	1801406.0	1804054.0	1667195.0	1236873.0	1728974.0	1724689.0	1178250.0	1780606.0	1559115.0	1436124.0	1411541.0	1037529.0	1682606.0	1619887.0	1669135.0	1408093.0	1545134.0	1771779.0	1798773.0
LiSS_2016__FAT_DON_11-22-0-6__bin.56	1228685.0	1141529.0	1145827.0	722369.0	1228116.0	1136700.0	1166368.0	1219510.0	1180919.0	1165232.0	1095678.0	1211951.0	1268268.0	1228526.0	1188612.0	897655.0	808764.0	1189198.0	1201642.0	1192103.0	1192921.0	960178.0	1155247.0	1190585.0	1190482.0	1249482.0	1137959.0	900390.0	1184890.0	1186686.0	881680.0	1221801.0	1140975.0	1036757.0	991649.0	779872.0	1194159.0	1142942.0	1173451.0	927819.0	1078302.0	1224786.0	1232489.0
ZeeviD_2015__PNP_Main_410__bin.16	1829938.0	1607025.0	1630664.0	1129232.0	1794274.0	1657082.0	1656235.0	1797569.0	1699752.0	1668335.0	1578536.0	1795199.0	1228526.0	1972944.0	1691300.0	1229910.0	1096998.0	1715435.0	1748128.0	1736446.0	1752988.0	1278112.0	1664070.0	1690097.0	1719024.0	1852855.0	1652312.0	1234267.0	1810496.0	1759466.0	1201819.0	1780689.0	1575020.0	1440805.0	1479810.0	1053944.0	1714269.0	1669120.0	1687157.0	1448936.0	1572497.0	1791354.0	1818088.0
VogtmannE_2016__MMRS84159866ST-27-0-0__bin.3	1729365.0	1572838.0	1588013.0	1087394.0	1722038.0	1602233.0	1598969.0	1745663.0	1661393.0	1624921.0	1555480.0	1692927.0	1188612.0	1691300.0	1821374.0	1203007.0	1043159.0	1654648.0	1675453.0	1685504.0	1702955.0	1247114.0	1577925.0	1634377.0	1663839.0	1750020.0	1616865.0	1204927.0	1656158.0	1670430.0	1154609.0	1750330.0	1539120.0	1401238.0	1356912.0	1036154.0	1654282.0	1578202.0	1642657.0	1398686.0	1470832.0	1703313.0	1753732.0
SchirmerM_2016__G89150__bin.3	1238533.0	1177829.0	1181917.0	745846.0	1236847.0	1158043.0	1180541.0	1235894.0	1203730.0	1189724.0	1125269.0	1203810.0	897655.0	1229910.0	1203007.0	1283898.0	811292.0	1190887.0	1212895.0	1215912.0	1214501.0	963655.0	1151387.0	1193433.0	1194333.0	1244439.0	1170686.0	909070.0	1200847.0	1214768.0	903591.0	1230105.0	1154293.0	1045493.0	984307.0	789610.0	1204576.0	1150682.0	1190589.0	924940.0	1092353.0	1238821.0	1238300.0
FengQ_2015__SID31160__bin.56	1132542.0	1018946.0	1032368.0	506842.0	1117348.0	1000301.0	1042608.0	1078240.0	1052440.0	1011423.0	950322.0	1084332.0	808764.0	1096998.0	1043159.0	811292.0	1247498.0	1053751.0	1063402.0	1060223.0	1061423.0	884630.0	1020717.0	1024229.0	1078368.0	1126239.0	1015738.0	845705.0	1061414.0	1055036.0	799918.0	1084504.0	1008007.0	947238.0	907980.0	704446.0	1033634.0	1034649.0	1046514.0	790443.0	978766.0	1140336.0	1099174.0
ZeeviD_2015__PNP_Main_313__bin.32	1720854.0	1558135.0	1587802.0	1082107.0	1722985.0	1605651.0	1593048.0	1738139.0	1645713.0	1647274.0	1545294.0	1689837.0	1189198.0	1715435.0	1654648.0	1190887.0	1053751.0	1806576.0	1681844.0	1704523.0	1684549.0	1235424.0	1584275.0	1636752.0	1651213.0	1757110.0	1603009.0	1201058.0	1681794.0	1658867.0	1142189.0	1765160.0	1531119.0	1400651.0	1379791.0	1026087.0	1668013.0	1573416.0	1651783.0	1361342.0	1494079.0	1735398.0	1775285.0
SchirmerM_2016__G89113__bin.3	1737503.0	1595211.0	1608958.0	1116536.0	1766707.0	1651624.0	1614410.0	1753356.0	1680314.0	1663432.0	1567689.0	1703866.0	1201642.0	1748128.0	1675453.0	1212895.0	1063402.0	1681844.0	1897696.0	1705706.0	1688692.0	1251608.0	1597666.0	1675778.0	1676457.0	1791513.0	1653103.0	1212578.0	1719348.0	1748407.0	1162166.0	1770278.0	1574490.0	1436363.0	1389002.0	1041170.0	1692184.0	1596470.0	1681855.0	1390916.0	1502244.0	1746446.0	1774940.0
LeChatelierE_2013__MH0415__bin.73	1776975.0	1589226.0	1595975.0	1135989.0	1757747.0	1651088.0	1627530.0	1781053.0	1693591.0	1674868.0	1586238.0	1739435.0	1192103.0	1736446.0	1685504.0	1215912.0	1060223.0	1704523.0	1705706.0	1867517.0	1740726.0	1269303.0	1603450.0	1681446.0	1735069.0	1789761.0	1694817.0	1211607.0	1705749.0	1713488.0	1168177.0	1809782.0	1562251.0	1409794.0	1380190.0	1039462.0	1699584.0	1611500.0	1671717.0	1416120.0	1506371.0	1751166.0	1806894.0
ZellerG_2014__CCIS63468405ST-4-0__bin.18	1811863.0	1578902.0	1598361.0	1136560.0	1755810.0	1661104.0	1627150.0	1765182.0	1667984.0	1675407.0	1604588.0	1746550.0	1192921.0	1752988.0	1702955.0	1214501.0	1061423.0	1684549.0	1688692.0	1740726.0	1923212.0	1267528.0	1613455.0	1675990.0	1713761.0	1771326.0	1675712.0	1206398.0	1778853.0	1725403.0	1169022.0	1753532.0	1551538.0	1404866.0	1389913.0	1032126.0	1701767.0	1597598.0	1676217.0	1425736.0	1504175.0	1786471.0	1783994.0
LiSS_2016__FAT_008-22-0-0__bin.12	1296857.0	1201998.0	1198929.0	740643.0	1291811.0	1206596.0	1220647.0	1280044.0	1231280.0	1228107.0	1172326.0	1259682.0	960178.0	1278112.0	1247114.0	963655.0	884630.0	1235424.0	1251608.0	1269303.0	1267528.0	1328946.0	1171430.0	1247257.0	1253410.0	1301561.0	1206918.0	939810.0	1258036.0	1251788.0	963179.0	1284815.0	1169430.0	1081815.0	1009914.0	808179.0	1251559.0	1196260.0	1243709.0	961185.0	1096631.0	1281354.0	1297042.0
LeChatelierE_2013__MH0098__bin.1	1738262.0	1499732.0	1529751.0	1042768.0	1674500.0	1534170.0	1542556.0	1649748.0	1612284.0	1560626.0	1487873.0	1641399.0	1155247.0	1664070.0	1577925.0	1151387.0	1020717.0	1584275.0	1597666.0	1603450.0	1613455.0	1171430.0	1782759.0	1582823.0	1584777.0	1651754.0	1535171.0	1176477.0	1604030.0	1612777.0	1095118.0	1637117.0	1479226.0	1368877.0	1370198.0	995096.0	1590339.0	1524351.0	1578943.0	1300227.0	1599315.0	1662242.0	1663458.0
NielsenHB_2014__V1_UC37_0__bin.20	1720263.0	1568018.0	1578668.0	1093177.0	1718470.0	1632814.0	1602017.0	1706931.0	1647788.0	1731348.0	1577438.0	1675924.0	1190585.0	1690097.0	1634377.0	1193433.0	1024229.0	1636752.0	1675778.0	1681446.0	1675990.0	1247257.0	1582823.0	1752459.0	1662491.0	1713311.0	1626536.0	1205484.0	1686803.0	1705392.0	1148309.0	1707063.0	1553876.0	1403522.0	1354230.0	1036602.0	1747693.0	1550432.0	1644935.0	1326170.0	1485945.0	1700330.0	1709753.0
XieH_2016__YSZC12003_36533__bin.98	1744252.0	1554703.0	1576830.0	1092454.0	1727894.0	1616161.0	1607157.0	1725030.0	1674046.0	1638253.0	1561140.0	1801406.0	1190482.0	1719024.0	1663839.0	1194333.0	1078368.0	1651213.0	1676457.0	1735069.0	1713761.0	1253410.0	1584777.0	1662491.0	1843837.0	1749915.0	1683276.0	1209531.0	1693223.0	1670977.0	1145072.0	1735691.0	1535165.0	1400471.0	1367076.0	1020875.0	1673828.0	1581286.0	1642794.0	1360591.0	1488033.0	1741861.0	1744804.0
XieH_2016__YSZC12003_36055__bin.38	1818819.0	1626597.0	1657297.0	1134838.0	1833194.0	1694116.0	1682143.0	1903865.0	1726556.0	1714608.0	1610220.0	1804054.0	1249482.0	1852855.0	1750020.0	1244439.0	1126239.0	1757110.0	1791513.0	1789761.0	1771326.0	1301561.0	1651754.0	1713311.0	1749915.0	2052378.0	1710956.0	1247901.0	1787928.0	1783953.0	1198607.0	1865739.0	1595468.0	1458976.0	1466559.0	1063488.0	1741164.0	1689001.0	1721847.0	1564721.0	1557102.0	1839898.0	1881310.0
XieH_2016__YSZC12003_37546__bin.46	1688894.0	1531337.0	1533089.0	1073768.0	1688112.0	1634292.0	1581817.0	1685786.0	1637153.0	1610753.0	1592829.0	1667195.0	1137959.0	1652312.0	1616865.0	1170686.0	1015738.0	1603009.0	1653103.0	1694817.0	1675712.0	1206918.0	1535171.0	1626536.0	1683276.0	1710956.0	1866934.0	1179158.0	1657925.0	1663633.0	1127110.0	1691604.0	1503873.0	1376084.0	1314582.0	1009224.0	1643026.0	1537527.0	1636949.0	1316896.0	1447157.0	1700200.0	1698989.0
Bengtsson-PalmeJ_2015__TRAVELRES11__bin.129	1253774.0	1156219.0	1165979.0	717491.0	1246040.0	1187526.0	1183387.0	1249068.0	1222863.0	1189520.0	1150310.0	1236873.0	900390.0	1234267.0	1204927.0	909070.0	845705.0	1201058.0	1212578.0	1211607.0	1206398.0	939810.0	1176477.0	1205484.0	1209531.0	1247901.0	1179158.0	1283393.0	1217181.0	1213594.0	883487.0	1250112.0	1148740.0	1073526.0	996023.0	788064.0	1206250.0	1152636.0	1205524.0	915891.0	1117111.0	1242694.0	1243275.0
XieH_2016__YSZC12003_37194__bin.23	1766172.0	1580235.0	1601703.0	1103756.0	1744129.0	1688297.0	1618278.0	1752704.0	1650798.0	1698629.0	1602802.0	1728974.0	1184890.0	1810496.0	1656158.0	1200847.0	1061414.0	1681794.0	1719348.0	1705749.0	1778853.0	1258036.0	1604030.0	1686803.0	1693223.0	1787928.0	1657925.0	1217181.0	1870509.0	1742739.0	1171206.0	1735401.0	1557451.0	1419805.0	1422374.0	1046104.0	1712380.0	1612506.0	1681383.0	1372215.0	1507998.0	1764883.0	1758171.0
ZeeviD_2015__PNP_Main_287__bin.47	1774533.0	1593144.0	1589964.0	1113116.0	1755715.0	1696526.0	1632677.0	1779017.0	1682634.0	1697610.0	1612150.0	1724689.0	1186686.0	1759466.0	1670430.0	1214768.0	1055036.0	1658867.0	1748407.0	1713488.0	1725403.0	1251788.0	1612777.0	1705392.0	1670977.0	1783953.0	1663633.0	1213594.0	1742739.0	1909814.0	1163142.0	1771491.0	1551219.0	1434686.0	1392435.0	1045170.0	1721997.0	1586175.0	1663613.0	1374133.0	1521722.0	1743701.0	1787832.0
RaymondF_2016__P7C7__bin.65	1188299.0	1124178.0	1110593.0	695340.0	1194769.0	1136855.0	1130685.0	1185525.0	1146769.0	1146641.0	1095692.0	1178250.0	881680.0	1201819.0	1154609.0	903591.0	799918.0	1142189.0	1162166.0	1168177.0	1169022.0	963179.0	1095118.0	1148309.0	1145072.0	1198607.0	1127110.0	883487.0	1171206.0	1163142.0	1231009.0	1192887.0	1097740.0	1001774.0	957782.0	757908.0	1161511.0	1116283.0	1154359.0	888769.0	1020398.0	1189935.0	1194392.0
ZellerG_2014__CCIS35100175ST-4-0__bin.18	1793233.0	1622423.0	1631389.0	1153403.0	1816675.0	1674218.0	1651311.0	1877217.0	1739134.0	1694085.0	1607540.0	1780606.0	1221801.0	1780689.0	1750330.0	1230105.0	1084504.0	1765160.0	1770278.0	1809782.0	1753532.0	1284815.0	1637117.0	1707063.0	1735691.0	1865739.0	1691604.0	1250112.0	1735401.0	1771491.0	1192887.0	1950759.0	1581129.0	1456790.0	1411011.0	1064129.0	1720667.0	1619192.0	1725875.0	1469392.0	1544781.0	1794820.0	1890348.0
LeChatelierE_2013__MH0322__bin.16	1596075.0	1497016.0	1499643.0	975575.0	1589867.0	1490740.0	1504817.0	1581582.0	1543983.0	1561561.0	1443773.0	1559115.0	1140975.0	1575020.0	1539120.0	1154293.0	1008007.0	1531119.0	1574490.0	1562251.0	1551538.0	1169430.0	1479226.0	1553876.0	1535165.0	1595468.0	1503873.0	1148740.0	1557451.0	1551219.0	1097740.0	1581129.0	1635450.0	1340083.0	1273339.0	989512.0	1562957.0	1479012.0	1535467.0	1218978.0	1393560.0	1590852.0	1591023.0
LiJ_2014__MH0339__bin.62	1466810.0	1369551.0	1363454.0	891598.0	1462550.0	1361868.0	1381169.0	1450430.0	1413566.0	1386840.0	1320005.0	1436124.0	1036757.0	1440805.0	1401238.0	1045493.0	947238.0	1400651.0	1436363.0	1409794.0	1404866.0	1081815.0	1368877.0	1403522.0	1400471.0	1458976.0	1376084.0	1073526.0	1419805.0	1434686.0	1001774.0	1456790.0	1340083.0	1497061.0	1164772.0	914861.0	1410253.0	1353191.0	1397713.0	1100057.0	1296623.0	1452178.0	1450446.0
HMP_2012__SRS014613__bin.25	1441842.0	1292895.0	1312679.0	867639.0	1419932.0	1331563.0	1329401.0	1415007.0	1353673.0	1330076.0	1260604.0	1411541.0	991649.0	1479810.0	1356912.0	984307.0	907980.0	1379791.0	1389002.0	1380190.0	1389913.0	1009914.0	1370198.0	1354230.0	1367076.0	1466559.0	1314582.0	996023.0	1422374.0	1392435.0	957782.0	1411011.0	1273339.0	1164772.0	1500841.0	866415.0	1359809.0	1361121.0	1350275.0	1113395.0	1283142.0	1426209.0	1434145.0
LeChatelierE_2013__MH0408__bin.18	1063096.0	1008445.0	1020254.0	632901.0	1064396.0	1009472.0	1005980.0	1063848.0	1034211.0	1027641.0	975219.0	1037529.0	779872.0	1053944.0	1036154.0	789610.0	704446.0	1026087.0	1041170.0	1039462.0	1032126.0	808179.0	995096.0	1036602.0	1020875.0	1063488.0	1009224.0	788064.0	1046104.0	1045170.0	757908.0	1064129.0	989512.0	914861.0	866415.0	1074565.0	1040589.0	1007905.0	1033481.0	790646.0	938350.0	1056812.0	1063882.0
ZeeviD_2015__PNP_Main_463__bin.42	1736744.0	1579108.0	1586097.0	1104253.0	1746432.0	1664301.0	1613692.0	1722042.0	1660920.0	1804633.0	1606768.0	1682606.0	1194159.0	1714269.0	1654282.0	1204576.0	1033634.0	1668013.0	1692184.0	1699584.0	1701767.0	1251559.0	1590339.0	1747693.0	1673828.0	1741164.0	1643026.0	1206250.0	1712380.0	1721997.0	1161511.0	1720667.0	1562957.0	1410253.0	1359809.0	1040589.0	1829320.0	1565882.0	1683605.0	1340629.0	1492853.0	1737740.0	1738965.0
LiJ_2014__V1.UC64-0__bin.18	1647010.0	1504860.0	1519273.0	991901.0	1627548.0	1529234.0	1519135.0	1629588.0	1584343.0	1534414.0	1459356.0	1619887.0	1142942.0	1669120.0	1578202.0	1150682.0	1034649.0	1573416.0	1596470.0	1611500.0	1597598.0	1196260.0	1524351.0	1550432.0	1581286.0	1689001.0	1537527.0	1152636.0	1612506.0	1586175.0	1116283.0	1619192.0	1479012.0	1353191.0	1361121.0	1007905.0	1565882.0	1736610.0	1561858.0	1296118.0	1439627.0	1626479.0	1629398.0
LeChatelierE_2013__MH0275__bin.19	1724012.0	1565814.0	1580778.0	1067938.0	1727348.0	1664199.0	1596032.0	1705507.0	1657554.0	1685239.0	1600802.0	1669135.0	1173451.0	1687157.0	1642657.0	1190589.0	1046514.0	1651783.0	1681855.0	1671717.0	1676217.0	1243709.0	1578943.0	1644935.0	1642794.0	1721847.0	1636949.0	1205524.0	1681383.0	1663613.0	1154359.0	1725875.0	1535467.0	1397713.0	1350275.0	1033481.0	1683605.0	1561858.0	1786308.0	1323673.0	1477780.0	1738088.0	1723343.0
NielsenHB_2014__V1_CD6_4__bin.23	1455913.0	1246753.0	1286279.0	1158981.0	1448605.0	1292998.0	1299241.0	1477163.0	1367933.0	1312470.0	1241373.0	1408093.0	927819.0	1448936.0	1398686.0	924940.0	790443.0	1361342.0	1390916.0	1416120.0	1425736.0	961185.0	1300227.0	1326170.0	1360591.0	1564721.0	1316896.0	915891.0	1372215.0	1374133.0	888769.0	1469392.0	1218978.0	1100057.0	1113395.0	790646.0	1340629.0	1296118.0	1323673.0	1640532.0	1201313.0	1431725.0	1490508.0
NielsenHB_2014__MH0098__bin.13	1633362.0	1413391.0	1438764.0	968975.0	1566353.0	1436036.0	1448151.0	1552641.0	1504803.0	1463038.0	1386908.0	1545134.0	1078302.0	1572497.0	1470832.0	1092353.0	978766.0	1494079.0	1502244.0	1506371.0	1504175.0	1096631.0	1599315.0	1485945.0	1488033.0	1557102.0	1447157.0	1117111.0	1507998.0	1521722.0	1020398.0	1544781.0	1393560.0	1296623.0	1283142.0	938350.0	1492853.0	1439627.0	1477780.0	1201313.0	1651312.0	1555257.0	1566943.0
XieH_2016__YSZC12003_35387__bin.3	1819523.0	1620424.0	1649582.0	1128156.0	1830399.0	1672529.0	1655688.0	1790203.0	1716242.0	1712654.0	1612948.0	1771779.0	1224786.0	1791354.0	1703313.0	1238821.0	1140336.0	1735398.0	1746446.0	1751166.0	1786471.0	1281354.0	1662242.0	1700330.0	1741861.0	1839898.0	1700200.0	1242694.0	1764883.0	1743701.0	1189935.0	1794820.0	1590852.0	1452178.0	1426209.0	1056812.0	1737740.0	1626479.0	1738088.0	1431725.0	1555257.0	2081181.0	1812686.0
LoombaR_2017__SID5443_cul__bin.35	1841123.0	1621815.0	1641101.0	1163642.0	1826668.0	1667651.0	1662318.0	1880250.0	1722107.0	1711715.0	1613785.0	1798773.0	1232489.0	1818088.0	1753732.0	1238300.0	1099174.0	1775285.0	1774940.0	1806894.0	1783994.0	1297042.0	1663458.0	1709753.0	1744804.0	1881310.0	1698989.0	1243275.0	1758171.0	1787832.0	1194392.0	1890348.0	1591023.0	1450446.0	1434145.0	1063882.0	1738965.0	1629398.0	1723343.0	1490508.0	1566943.0	1812686.0	1988689.0
