	VincentC_2016__MM081__bin.1	LiJ_2014__O2.UC36-0__bin.56	XieH_2016__YSZC12003_37127__bin.43	BackhedF_2015__SID521_12M__bin.15	LiJ_2014__MH0301__bin.14	BackhedF_2015__SID521_4M__bin.14	XieH_2016__YSZC12003_37176__bin.70	XieH_2016__YSZC12003_36389__bin.16	LiJ_2014__V1.FI04__bin.68	VogtmannE_2016__MMRS14379078ST-27-0-0__bin.24	CosteaPI_2017__SID713B041-11-0-0__bin.68	LiuW_2016__SRR3993027__bin.4	LeChatelierE_2013__MH0199__bin.45	NielsenHB_2014__V1_CD41_0__bin.62	LeChatelierE_2013__MH0251__bin.15	XieH_2016__YSZC12003_36212__bin.11	LiJ_2014__O2.UC36-1__bin.41	KarlssonFH_2013__S356__bin.18	VogtmannE_2016__MMRS48639115ST-27-0-0__bin.33	LiJ_2014__V1.FI21__bin.37	CosteaPI_2017__SID713B003-11-90-0__bin.6	XieH_2016__YSZC12003_35506__bin.40	LeChatelierE_2013__MH0191__bin.37	RaymondF_2016__P12E90__bin.8	VatanenT_2016__G80376__bin.4	RaymondF_2016__P12E0__bin.13	NielsenHB_2014__O2_UC51_2__bin.35	QinN_2014__LD-62__bin.3	ZeeviD_2015__PNP_Main_240__bin.26	VatanenT_2016__G80540__bin.10	BackhedF_2015__SID507_M__bin.62
LiuW_2016__SRR3993027__bin.4	0.9473738461727594	0.6044248524056253	0.9442422826795176	0.44636766059015054	0.6388734693259974	0.5367758939117261	0.5524578257880447	0.35854487029757176	0.5455681969702845	0.9562006659359843	0.5897235732070936	1.0	0.9534303457628145	0.5163552440331021	0.9395796905601068	0.9590797373704324	0.7971495821587409	0.482056987552236	0.9292421739282564	0.9645608009388544	0.9565406318353714	0.9162974640151532	0.8829964093170515	0.7932841840676566	0.42315872293866713	0.9559391900773458	0.680291623599591	0.9616722728729907	0.7279539915968374	0.9093496769141877	0.9262907592634797
LeChatelierE_2013__MH0199__bin.45	0.9709695194215151	0.5751068455120751	0.9667630780601592	0.40790080139817875	0.5996551677099407	0.5195459391264773	0.5200721576654912	0.3229406894248262	0.5041876330789323	0.9498885350910878	0.6283648740651147	0.8335280989538875	1.0	0.495989288786502	0.930104288825772	0.991125384278012	0.7698887252407564	0.44600762169475444	0.8888947219825831	0.9823855267993222	0.9518561707907787	0.9089373237756946	0.8599555959187267	0.8291455624647861	0.3909406910783016	0.9666134385384599	0.6581832356611648	0.9688282688071457	0.6803931303058475	0.9296987739893442	0.9185903130318248
NielsenHB_2014__V1_CD41_0__bin.62	1.0062060319986645	0.42924586381602375	0.9766401980641477	0.5079021545921745	0.6861764149298454	0.5614103806834568	0.6052955385158245	0.4024095270441686	0.5776964630575823	0.9668254121722517	0.37813658724433175	0.9024355576710605	0.9915363275991582	1.0	0.9474206127857481	0.9793184603421333	0.8501825862543415	0.5278655794954685	0.9020364213920518	0.9818603717173521	0.9898695411089707	0.9816099818777254	0.9208387976990579	0.8559233724453833	0.479519681219853	0.975647728765826	0.7854398721441717	0.9625068072155245	0.7275180086487791	0.9053295022861502	0.9081350254067182
LeChatelierE_2013__MH0251__bin.15	0.9604122212279735	0.5910414372246696	0.9634804343337005	0.4262312431167401	0.6124759085903084	0.5307539750825991	0.533492652120044	0.33502761908039647	0.5150855245044053	0.9702475392345816	0.6139312878579295	0.8548724876101321	0.9679838071310573	0.4932225702092511	1.0	0.9809355210627754	0.7937852767070485	0.465949373623348	0.8960967614262115	0.976892036068282	0.980567266657489	0.9166931958975771	0.8753063050660793	0.8281671599669603	0.4017233962004405	0.9548191423458149	0.6836350495594714	0.9727298148403084	0.6905299249724669	0.9294500275330397	0.926722965996696
XieH_2016__YSZC12003_36212__bin.11	0.9670463629584269	0.5660894372216219	0.9567183635894921	0.4024740031244231	0.5933947971280029	0.5111635914438625	0.5132682262758942	0.31945559244901256	0.49630753691853163	0.9464428174456987	0.6352085564628474	0.824765973226898	0.9749297980672816	0.4818727346509258	0.9271473496483195	1.0	0.7665489925321245	0.441428045153688	0.8793823856377377	0.964869350807983	0.9567634977599627	0.9081088619927185	0.8625408342258515	0.8230154993181081	0.3866591524372045	0.9561901718107423	0.6532272558343032	0.9634352227066352	0.6702196610952397	0.908693166523945	0.9098711277118114
LiJ_2014__O2.UC36-1__bin.41	0.969760048523637	0.5984888651848134	0.981952135196892	0.46209090861556	0.6538413674462867	0.5626205901269039	0.5640590440634363	0.3449241033846282	0.5412001234006285	0.981148985343561	0.5962551046552365	0.8815333050975963	0.9738578905812902	0.5379519678740058	0.9647931732262467	0.9857409527992596	1.0	0.49836598744032584	0.9268626435970237	0.9894356512781899	0.9893645390515929	0.9525613473675404	0.9183908767196348	0.8445795228160442	0.424723002190884	0.9773873577101863	0.7360831803897577	0.9917509817147457	0.7247057470182539	0.9446297196818775	0.9378724895031033
KarlssonFH_2013__S356__bin.18	0.9721760932564879	0.5851178911645846	0.9811938538127852	0.5159515772488323	0.7081637415475454	0.6142460718019963	0.5951305901975044	0.4042028010231586	0.5897090799894356	0.9863376857369237	0.5451738247967612	0.9221370193090423	0.9759062080542984	0.5777671048013922	0.9796435587683023	0.98193101277501	0.8620780104124833	1.0	0.940490920734156	0.9924438945148137	0.9892184848715082	0.9438556217641888	0.9203090459806293	0.8009010524640103	0.47072800552824	0.9801365055589926	0.7770342873888835	0.9902070919214613	0.7725109352783476	0.9355858740444067	0.9573686952557716
VogtmannE_2016__MMRS48639115ST-27-0-0__bin.33	0.9776262932090803	0.6194589315740034	0.9739144308362748	0.4380438995659149	0.6465845394702056	0.5419268487700002	0.5554294205899162	0.3487366655953624	0.5394591706633672	0.9935450469649674	0.6349900846882115	0.9036065251165676	0.9887113037313114	0.5018881162930666	0.9577179655886036	0.9943795608020345	0.8150174788118546	0.4780881494897051	1.0	1.0033688610932177	1.0002027661719817	0.9522533942643381	0.9076347211091539	0.8371773845370793	0.4193838942967531	0.9851934715729643	0.6975514950211938	1.004567526422823	0.7207647733087991	0.9489134997671178	0.9596766592227113
LiJ_2014__V1.FI21__bin.37	0.9530242062025343	0.5760696333933768	0.9794423470503318	0.4136505145669183	0.600229480395507	0.5212146298059508	0.5151121085982948	0.32228006863900566	0.5024090518816859	0.9608861865026638	0.6217187564738782	0.8368473971778917	0.9749163241621852	0.4874148832435417	0.9315271358311444	0.9734399209740733	0.7762566143806348	0.4501171400195514	0.8952139348831943	1.0	0.9798070379184151	0.9204707260712127	0.8650254073441112	0.8417368802562765	0.39008426451205064	0.9684790585806756	0.6660063396318058	0.9759291720286616	0.6743942295977201	0.9252170402936234	0.9192010767610692
CosteaPI_2017__SID713B003-11-90-0__bin.6	0.9489481071700198	0.5787675736283758	0.9674342966323353	0.40918847503880057	0.6014662810997314	0.5149507495264576	0.5155831012855209	0.3243807878839094	0.5039365339786015	0.9594111791051851	0.6373833663456128	0.8339314017886403	0.9492201750715724	0.4937842790097553	0.939586085787956	0.9699637036685884	0.7799815735830311	0.4508395974219505	0.8967358035175083	0.9845795211192708	1.0	0.9086985467039592	0.8699684442456608	0.8250562170607185	0.3919974936775129	0.9519462130003113	0.6679118582443788	1.0025928895466154	0.6767058348259279	0.9276192203605724	0.9223460497595704
XieH_2016__YSZC12003_35506__bin.40	0.9786792933350581	0.60099372799281	0.9796845690182628	0.42613170722755617	0.6334073787951283	0.54443376705802	0.5485967542038293	0.34338400143585235	0.5282092620533494	0.978838185974211	0.6398664764729235	0.8673720903065195	0.9841733979705606	0.5316677505680971	0.9537295683088407	0.9996106011378504	0.8153855518699425	0.4670651365827699	0.9269814471583506	1.004297262615516	0.9866471997074586	1.0	0.9037222502957417	0.8560276034558926	0.4008055633012609	0.9900967365242257	0.6916162424979176	0.9917872646878342	0.7102160805617012	0.9461063023086878	0.9518980509020402
LeChatelierE_2013__MH0191__bin.37	0.9597853751851722	0.595808750626961	0.9742151613768648	0.43672277239271673	0.6453796176412266	0.5479973405185988	0.5478643664485425	0.3451334989677013	0.5409067898426474	0.9713125940441615	0.6144927739090877	0.8713137604833724	0.9706449242397732	0.5199141500740689	0.9493098179188391	0.9897358015187039	0.8194911992161529	0.47473609312850656	0.9210353314437019	0.9838476163814723	0.9846734553428748	0.9420666969940861	1.0	0.821180669769395	0.41221261853938485	0.9723595898799734	0.7011997993724557	0.9862803419999766	0.7158124832324363	0.9244949901435887	0.9480654605685225
RaymondF_2016__P12E90__bin.8	0.9602847953977345	0.5379375483403099	0.9639073640050315	0.40785697262823617	0.5965356293975366	0.531539935248962	0.5104341965018063	0.300733140045198	0.48193613693728465	0.9611698464660583	0.5925256072663863	0.8176638843117386	0.9775647351986662	0.5047929706670877	0.9382018939897916	0.9864566717303674	0.7872046763447196	0.4315467095935929	0.887386998814246	1.0000131587989234	0.9754447064832428	0.9321049838219878	0.8577665424378575	1.0	0.3740953934943873	0.9719946643507181	0.6673606714691409	0.982639157953836	0.66407389591585	0.9694998535474416	0.926662114696965
VatanenT_2016__G80376__bin.4	0.9628271907330263	0.5921061546452923	0.9700305709938961	0.47257952256689584	0.6645505817522579	0.5713398472066241	0.5858040951581213	0.40426700447375385	0.5783235433609205	0.9711936648852407	0.5073388863452983	0.9187168805678114	0.9708631121641348	0.5956857737089453	0.958600838084601	0.9761817259779536	0.8338449030207591	0.5342584018905152	0.9363532027684303	0.9761581150693033	0.9761909650291646	0.9192701970792279	0.9069514621311822	0.7879791731254479	1.0	0.9639523018582811	0.73416477950491	0.9762782227350466	0.7410817491782377	0.9084030197325603	0.9292309208459686
RaymondF_2016__P12E0__bin.13	0.9799167029183601	0.5829792798297835	0.970110126155893	0.41818190281612183	0.6143155539230538	0.5294878609018293	0.5294218461449921	0.33103861524737765	0.5144348036568789	0.9681749628032237	0.6470030146738955	0.8555398229788905	0.9895358146982702	0.49961491391844975	0.939211411412428	0.9951263336250395	0.7910023579116994	0.45856346811064075	0.9067363827637164	0.9990415165113062	0.9772270247487631	0.9360922141518712	0.8819038317334629	0.8439715831862107	0.39736271046435456	1.0	0.6775572678015562	0.9765783028113822	0.6943965320247741	0.9386490164647575	0.9326171296445189
NielsenHB_2014__O2_UC51_2__bin.35	0.9675198142628495	0.5779047535300501	0.9780914921564281	0.4853659325970042	0.6970455848650114	0.6055845718965085	0.5636086842621107	0.35658284190786055	0.5618597652760197	0.9885856167290452	0.5550277451585661	0.8785881387386166	0.9723122431046244	0.5804108860436387	0.9703911191066347	0.9810214199829871	0.8596431448054846	0.5246060810352818	0.9264373164596847	0.9914068477750441	0.9894240475139275	0.9435967520424919	0.9177330248298865	0.8361896771033895	0.43672229132813417	0.9777464714765602	1.0	0.9910874746501398	0.7226748201465207	0.9451923963548717	0.9401398280270373
QinN_2014__LD-62__bin.3	0.9404507242728779	0.5768359766061542	0.9589841075664317	0.4084698971907215	0.6002716382005465	0.514479718145645	0.5152578185148531	0.3227599687447987	0.5021547394839613	0.9607317587118135	0.6356846340345529	0.8337964492713816	0.9608342482230368	0.47749535312556113	0.9269524456867085	0.9713582811935025	0.777564964001584	0.4488093588502153	0.8956980642601037	0.9752918286342576	0.9970815086784018	0.9084112731903017	0.8665980123594151	0.8265725785623099	0.3898774799387031	0.9460847776838518	0.665356987365913	1.0	0.67410262233763	0.919480550360476	0.9190865806793334
ZeeviD_2015__PNP_Main_240__bin.26	0.9786151683456774	0.6369014683975314	0.9763863453117084	0.4475522211798135	0.6611163897622808	0.5683139055657631	0.5848832085939771	0.3787986056368002	0.5785462294944385	0.9821939939273864	0.6154147271370295	0.922919170695593	0.9867073905445869	0.5277592775208391	0.9622203105845114	0.9880999553396138	0.8308498361952947	0.5119968587862566	0.9397294599690075	0.9855006609137695	0.9840853163244202	0.9512206672681331	0.9196940313941533	0.8168270743850204	0.43276034157702115	0.9836878688603209	0.7094347313932541	0.985718267896376	1.0	0.9347484780999253	0.9685045364761458
VatanenT_2016__G80540__bin.10	0.9707781499871694	0.5743394227254528	0.9786629477676804	0.41667962791840557	0.6041712139965835	0.5320922771416235	0.5198917092863121	0.31836973157792237	0.5025353951090553	0.9651213804887633	0.6277946746028739	0.8378850199733978	0.9798610466679126	0.4773012539085254	0.941264835187337	0.9736318037313592	0.7870751704676899	0.45065074197175714	0.899144905923096	0.9826083963642274	0.9803842891330686	0.9209254725846653	0.8632616260249736	0.8666729403481805	0.3855260068060731	0.9663774238085343	0.674347134125647	0.9771542144980423	0.6793421173587976	1.0	0.923291173322215
BackhedF_2015__SID507_M__bin.62	0.9747122738421514	0.6107198520271823	0.9765250475192021	0.41747302282566046	0.6272632450470925	0.5402363316464777	0.53859954678436	0.34414923851506324	0.5312942332998392	0.982649991578313	0.652421201674738	0.8706242225494113	0.9875839002232303	0.48838940458450864	0.9573387113619001	0.9944599076592021	0.7971284491696751	0.47039810358719425	0.9275939351410111	0.9958118217375518	0.9943754685813302	0.9451590410031718	0.9030381624634523	0.8450040730744667	0.40228021063550184	0.9794377512895847	0.6842040705857361	0.9963384549337532	0.718001478128279	0.9418214753462335	1.0
