	VincentC_2016__MM081__bin.1	LiJ_2014__O2.UC36-0__bin.56	XieH_2016__YSZC12003_37127__bin.43	BackhedF_2015__SID521_12M__bin.15	LiJ_2014__MH0301__bin.14	BackhedF_2015__SID521_4M__bin.14	XieH_2016__YSZC12003_37176__bin.70	XieH_2016__YSZC12003_36389__bin.16	LiJ_2014__V1.FI04__bin.68	VogtmannE_2016__MMRS14379078ST-27-0-0__bin.24	CosteaPI_2017__SID713B041-11-0-0__bin.68	LiuW_2016__SRR3993027__bin.4	LeChatelierE_2013__MH0199__bin.45	NielsenHB_2014__V1_CD41_0__bin.62	LeChatelierE_2013__MH0251__bin.15	XieH_2016__YSZC12003_36212__bin.11	LiJ_2014__O2.UC36-1__bin.41	KarlssonFH_2013__S356__bin.18	VogtmannE_2016__MMRS48639115ST-27-0-0__bin.33	LiJ_2014__V1.FI21__bin.37	CosteaPI_2017__SID713B003-11-90-0__bin.6	XieH_2016__YSZC12003_35506__bin.40	LeChatelierE_2013__MH0191__bin.37	RaymondF_2016__P12E90__bin.8	VatanenT_2016__G80376__bin.4	RaymondF_2016__P12E0__bin.13	NielsenHB_2014__O2_UC51_2__bin.35	QinN_2014__LD-62__bin.3	ZeeviD_2015__PNP_Main_240__bin.26	VatanenT_2016__G80540__bin.10	BackhedF_2015__SID507_M__bin.62
LeChatelierE_2013__MH0199__bin.45	2350249.0	1393340.0	2339943.0	989586.0	1454539.0	1260304.0	1261363.0	783415.0	1222181.0	2302379.0	1521146.0	2017652.0	2419147.0	1200445.0	2252818.0	2399911.0	1864679.0	1080641.0	2154107.0	2377391.0	2303647.0	2199973.0	2084361.0	2006865.0	946766.0	2339448.0	1596326.0	2345198.0	1646898.0	2249819.0	2225723.0
NielsenHB_2014__V1_CD41_0__bin.62	1218229.0	520149.0	1182966.0	616396.0	832457.0	681614.0	734494.0	488161.0	700406.0	1172398.0	458112.0	1092978.0	1200445.0	1210113.0	1147743.0	1185890.0	1030023.0	639311.0	1093211.0	1189546.0	1198528.0	1188625.0	1115738.0	1036714.0	580881.0	1181721.0	952282.0	1165419.0	880914.0	1096217.0	1100357.0
LeChatelierE_2013__MH0251__bin.15	2234762.0	1376666.0	2241733.0	994005.0	1427672.0	1237528.0	1243823.0	780852.0	1200000.0	2260352.0	1428749.0	1989221.0	2252818.0	1147743.0	2324480.0	2282515.0	1848270.0	1085234.0	2086992.0	2274164.0	2281505.0	2133419.0	2038446.0	1926781.0	934766.0	2221745.0	1593776.0	2263195.0	1607282.0	2162967.0	2158112.0
XieH_2016__YSZC12003_36212__bin.11	2379737.0	1393945.0	2353685.0	992658.0	1463073.0	1260601.0	1265318.0	787574.0	1222875.0	2331601.0	1562799.0	2029298.0	2399911.0	1185890.0	2282515.0	2459334.0	1887354.0	1087217.0	2165920.0	2374111.0	2353621.0	2234736.0	2125031.0	2024906.0	951611.0	2352735.0	1610328.0	2370046.0	1649506.0	2235659.0	2240844.0
LiJ_2014__O2.UC36-1__bin.41	1856737.0	1146942.0	1879970.0	886667.0	1254472.0	1079333.0	1082158.0	661755.0	1037783.0	1880469.0	1141837.0	1688013.0	1864679.0	1030023.0	1848270.0	1887354.0	1912470.0	955281.0	1776625.0	1894739.0	1894095.0	1824374.0	1760374.0	1617018.0	813551.0	1871423.0	1411641.0	1898707.0	1388056.0	1808660.0	1797708.0
KarlssonFH_2013__S356__bin.18	1076380.0	648770.0	1086365.0	572388.0	785691.0	681545.0	660146.0	448286.0	653637.0	1092857.0	604113.0	1021144.0	1080641.0	639311.0	1085234.0	1087217.0	955281.0	1105596.0	1042062.0	1099035.0	1095115.0	1045295.0	1019651.0	887062.0	521160.0	1085322.0	861545.0	1096301.0	856128.0	1035987.0	1060488.0
VogtmannE_2016__MMRS48639115ST-27-0-0__bin.33	2129581.0	1350696.0	2121344.0	956272.0	1411036.0	1182771.0	1212082.0	761101.0	1176560.0	2162244.0	1383366.0	1968639.0	2154107.0	1093211.0	2086992.0	2165920.0	1776625.0	1042062.0	2174919.0	2185961.0	2178291.0	2074682.0	1977737.0	1823836.0	913063.0	2146258.0	1521371.0	2187979.0	1570515.0	2066971.0	2091085.0
LiJ_2014__V1.FI21__bin.37	2323690.0	1406421.0	2388948.0	1011308.0	1467068.0	1274093.0	1258965.0	787805.0	1227166.0	2346832.0	1516485.0	2041777.0	2377391.0	1189546.0	2274164.0	2374111.0	1894739.0	1099035.0	2185961.0	2437681.0	2389426.0	2244970.0	2112157.0	2052993.0	951751.0	2362059.0	1627883.0	2380095.0	1644826.0	2256199.0	2244274.0
CosteaPI_2017__SID713B003-11-90-0__bin.6	2302754.0	1405707.0	2347528.0	995343.0	1462424.0	1252505.0	1253543.0	788754.0	1224693.0	2331046.0	1546668.0	2023719.0	2303647.0	1198528.0	2281505.0	2353621.0	1894095.0	1095115.0	2178291.0	2389426.0	2425865.0	2205614.0	2113442.0	2001964.0	951551.0	2310121.0	1624021.0	2432607.0	1642591.0	2251011.0	2240461.0
XieH_2016__YSZC12003_35506__bin.40	2187669.0	1344859.0	2190151.0	955012.0	1419099.0	1219814.0	1228892.0	769345.0	1182606.0	2191054.0	1430635.0	1939208.0	2199973.0	1188625.0	2133419.0	2234736.0	1824374.0	1045295.0	2074682.0	2244970.0	2205614.0	2234213.0	2022802.0	1913727.0	896403.0	2213363.0	1549445.0	2217107.0	1587973.0	2114906.0	2130474.0
LeChatelierE_2013__MH0191__bin.37	2060262.0	1280194.0	2091142.0	939678.0	1387542.0	1178685.0	1178459.0	742007.0	1162413.0	2085558.0	1319397.0	1870494.0	2084361.0	1115738.0	2038446.0	2125031.0	1760374.0	1019651.0	1977737.0	2112157.0	2113442.0	2022802.0	2143275.0	1762732.0	883997.0	2087429.0	1505032.0	2116871.0	1537190.0	1984579.0	2033629.0
RaymondF_2016__P12E90__bin.8	1971204.0	1105213.0	1978925.0	839589.0	1227175.0	1093968.0	1049881.0	618529.0	990709.0	1975659.0	1216221.0	1678675.0	2006865.0	1036714.0	1926781.0	2024906.0	1617018.0	887062.0	1823836.0	2052993.0	2001964.0	1913727.0	1762732.0	2051859.0	768198.0	1994512.0	1372903.0	2016893.0	1363477.0	1990177.0	1904128.0
VatanenT_2016__G80376__bin.4	938733.0	577734.0	945547.0	461792.0	648905.0	558275.0	572173.0	394737.0	564508.0	947108.0	494559.0	895690.0	946766.0	580881.0	934766.0	951611.0	813551.0	521160.0	913063.0	951751.0	951551.0	896403.0	883997.0	768198.0	974126.0	939787.0	716116.0	951644.0	722781.0	885656.0	905552.0
RaymondF_2016__P12E0__bin.13	2316525.0	1379633.0	2293872.0	991335.0	1455443.0	1255075.0	1254044.0	784352.0	1217963.0	2291973.0	1529665.0	2022876.0	2339448.0	1181721.0	2221745.0	2352735.0	1871423.0	1085322.0	2146258.0	2362059.0	2310121.0	2213363.0	2087429.0	1994512.0	939787.0	2363108.0	1605380.0	2308535.0	1641940.0	2219134.0	2207243.0
NielsenHB_2014__O2_UC51_2__bin.35	1588305.0	949302.0	1605545.0	798168.0	1145481.0	995926.0	927027.0	585914.0	923388.0	1623554.0	911530.0	1442422.0	1596326.0	952282.0	1593776.0	1610328.0	1411641.0	861545.0	1521371.0	1627883.0	1624021.0	1549445.0	1505032.0	1372903.0	716116.0	1605380.0	1637583.0	1626748.0	1186719.0	1551869.0	1542106.0
QinN_2014__LD-62__bin.3	2294798.0	1408746.0	2339873.0	999178.0	1467663.0	1258307.0	1259746.0	789158.0	1227146.0	2347156.0	1551086.0	2034552.0	2345198.0	1165419.0	2263195.0	2370046.0	1898707.0	1096301.0	2187979.0	2380095.0	2432607.0	2217107.0	2116871.0	2016893.0	951644.0	2308535.0	1626748.0	2439274.0	1645374.0	2243567.0	2244979.0
ZeeviD_2015__PNP_Main_240__bin.26	1633522.0	1064308.0	1629797.0	749177.0	1105825.0	950743.0	978220.0	633712.0	967283.0	1641633.0	1027485.0	1540838.0	1646898.0	880914.0	1607282.0	1649506.0	1388056.0	856128.0	1570515.0	1644826.0	1642591.0	1587973.0	1537190.0	1363477.0	722781.0	1641940.0	1186719.0	1645374.0	1668145.0	1560176.0	1618548.0
VatanenT_2016__G80540__bin.10	2228540.0	1320051.0	2247256.0	959224.0	1390339.0	1224751.0	1196238.0	732642.0	1155728.0	2218754.0	1441545.0	1924165.0	2249819.0	1096217.0	2162967.0	2235659.0	1808660.0	1035987.0	2066971.0	2256199.0	2251011.0	2114906.0	1984579.0	1990177.0	885656.0	2219134.0	1551869.0	2243567.0	1560176.0	2295303.0	2122320.0
BackhedF_2015__SID507_M__bin.62	2196556.0	1377395.0	2200443.0	942970.0	1415923.0	1219921.0	1216339.0	776746.0	1198775.0	2215349.0	1470334.0	1962040.0	2225723.0	1100357.0	2158112.0	2240844.0	1797708.0	1060488.0	2091085.0	2244274.0	2240461.0	2130474.0	2033629.0	1904128.0	905552.0	2207243.0	1542106.0	2244979.0	1618548.0	2122320.0	2250143.0
