	VincentC_2016__MM081__bin.1	LiJ_2014__O2.UC36-0__bin.56	XieH_2016__YSZC12003_37127__bin.43	BackhedF_2015__SID521_12M__bin.15	LiJ_2014__MH0301__bin.14	BackhedF_2015__SID521_4M__bin.14	XieH_2016__YSZC12003_37176__bin.70	XieH_2016__YSZC12003_36389__bin.16	LiJ_2014__V1.FI04__bin.68	VogtmannE_2016__MMRS14379078ST-27-0-0__bin.24	CosteaPI_2017__SID713B041-11-0-0__bin.68	LiuW_2016__SRR3993027__bin.4	LeChatelierE_2013__MH0199__bin.45	NielsenHB_2014__V1_CD41_0__bin.62	LeChatelierE_2013__MH0251__bin.15	XieH_2016__YSZC12003_36212__bin.11	LiJ_2014__O2.UC36-1__bin.41	KarlssonFH_2013__S356__bin.18	VogtmannE_2016__MMRS48639115ST-27-0-0__bin.33	LiJ_2014__V1.FI21__bin.37	CosteaPI_2017__SID713B003-11-90-0__bin.6	XieH_2016__YSZC12003_35506__bin.40	LeChatelierE_2013__MH0191__bin.37	RaymondF_2016__P12E90__bin.8	VatanenT_2016__G80376__bin.4	RaymondF_2016__P12E0__bin.13	NielsenHB_2014__O2_UC51_2__bin.35	QinN_2014__LD-62__bin.3	ZeeviD_2015__PNP_Main_240__bin.26	VatanenT_2016__G80540__bin.10	BackhedF_2015__SID507_M__bin.62
LiJ_2014__O2.UC36-1__bin.41	0.9988689835986464	0.9979510733759859	0.9989276424623798	0.9966932343258518	0.9967954645460401	0.9969073492610714	0.9968470408202869	0.9968296423903106	0.9973462660305671	0.9978457501825343	0.9986714390933207	0.9987517868642007	0.9988174908389058	0.9988291523587337	0.9983054423866643	0.9988587196678524	1.0	0.9977273702711558	0.9977327798494336	0.9986948070420253	0.9989625652356402	0.9985589577575651	0.9977396848624213	0.9988961161842355	0.998425421393373	0.9988249583338454	0.9972344243330988	0.998939804825073	0.9985029422444052	0.9988477657492287	0.9977443500279245
KarlssonFH_2013__S356__bin.18	0.9985637042680094	0.9971237880913113	0.9985630980379523	0.9965862317169473	0.9965024417996388	0.9964243006698017	0.9967098187370672	0.9968747629861294	0.9974649537893356	0.9978350323967362	0.9977305570315488	0.9984008132055812	0.9984425910177386	0.9991647257750923	0.998024389210069	0.9985301922247353	0.9977273702711558	1.0	0.9978321827300103	0.998368568789893	0.99868598275067	0.9983047847736763	0.9978806473979822	0.9982086934171456	0.9986088725151585	0.998445622589425	0.9971458252325763	0.9986025735632823	0.9976136745907154	0.9984488222342558	0.9980905017312784
VogtmannE_2016__MMRS48639115ST-27-0-0__bin.33	0.9984395991511945	0.9974657509906004	0.9985108497254571	0.9962751183763615	0.996621631198637	0.9965132726453387	0.9966437914266526	0.9965484213001954	0.9972122118718978	0.9993691738767687	0.9983272684163121	0.9982891733832359	0.9982637816970095	0.9984952584633707	0.9980675536849207	0.9985110253379627	0.9977327798494336	0.9978321827300103	1.0	0.998300518627734	0.9986544497498269	0.9982609383028339	0.9981266467685036	0.9983315385813198	0.9989737838462406	0.9983496858252829	0.9972044951560138	0.9985712842764944	0.9981471046121814	0.99847070907139	0.9981511990186912
LiJ_2014__V1.FI21__bin.37	0.9997757876480942	0.9984734300753473	0.999422339875125	0.9970730974144375	0.9973416365158261	0.9972231226448933	0.9973899194973649	0.9972213936189793	0.9980010854277254	0.9980833736714004	0.999384761471429	0.9991135172940042	0.9996399414315945	0.9988365309117933	0.9985058245579475	0.9995050779007384	0.9986948070420253	0.998368568789893	0.998300518627734	1.0	0.9995944632727692	0.9994850710699921	0.9983424527627445	0.9994607872506142	0.9991069092651335	0.9994851949083405	0.9973143033006672	0.9995416149355383	0.999472284606396	0.9996387729983038	0.9984159688166419
CosteaPI_2017__SID713B003-11-90-0__bin.6	0.9996812512322202	0.9987942010675055	0.9997175752536285	0.9972803345178496	0.9977106502628512	0.9973620863788967	0.9977599491999876	0.997654528534879	0.9981946495978993	0.9984367532858639	0.999701293360954	0.9996471842187576	0.9995802308252957	0.9994376435093715	0.9990374774545749	0.9997365761097475	0.9989625652356402	0.99868598275067	0.9986544497498269	0.9995944632727692	1.0	0.9994405186038899	0.9985729440410477	0.9997557398634541	0.9993505340228742	0.9996415772160853	0.9976866062692539	0.9998141911126622	0.9993948584888143	0.9996748127841223	0.9986725946133408
XieH_2016__YSZC12003_35506__bin.40	0.9995012956713287	0.9984303187174269	0.9993941057032141	0.996918363329466	0.9972292278410456	0.9971856364986793	0.9973878908805656	0.9972028153819158	0.9979080099373756	0.998119170043276	0.9992751470500861	0.9993224037854629	0.9994909028428985	0.9993555578925228	0.9987887986373047	0.9993766601513557	0.9985589577575651	0.9983047847736763	0.9982609383028339	0.9994850710699921	0.9994405186038899	1.0	0.9981738202750442	0.9993839246663709	0.9989759070418104	0.9994235017030645	0.9972719263994527	0.9994393594896412	0.9992449493788622	0.9994784638182501	0.9982487465230742
LeChatelierE_2013__MH0191__bin.37	0.9984574777382682	0.9974910052695138	0.9985027320000268	0.9961039845564119	0.9968894635261492	0.9964570686824724	0.996406323851742	0.9969124280498701	0.9973322734690683	0.9981932892779775	0.9982037248834127	0.9983806416914462	0.9980799871039614	0.9987281960460251	0.9981289668698606	0.9982329669543645	0.9977396848624213	0.9978806473979822	0.9981266467685036	0.9983424527627445	0.9985729440410477	0.9981738202750442	1.0	0.9984592099082561	0.9994208125140697	0.9983735973774437	0.9985594990671295	0.9985823415786791	0.998043833228163	0.9984218315320277	0.9991817583246502
RaymondF_2016__P12E90__bin.8	0.9995764010219135	0.998696178926596	0.9994325201814116	0.9967555553967477	0.9974184610996801	0.9969624340017258	0.9975787732133451	0.9976282437848508	0.9981387067241743	0.998241599385319	0.9996365792072329	0.9994376517193619	0.9994817787942886	0.9990836431262624	0.9991057624089089	0.9995871413290296	0.9988961161842355	0.9982086934171456	0.9983315385813198	0.9994607872506142	0.9997557398634541	0.9993839246663709	0.9984592099082561	1.0	0.9992098391300159	0.9999418404100853	0.9973974854742105	0.999674747247375	0.9993465236303949	0.9995477789161467	0.9985568197095993
VatanenT_2016__G80376__bin.4	0.9991286127152236	0.9983591064399879	0.9993495828340633	0.9968817129790035	0.9976129017344604	0.9969226635618647	0.9973329744675125	0.9976440009423996	0.9979663707157383	0.998898752834946	0.9992983648058169	0.999169355468968	0.9989194795757347	0.9989533140178453	0.9989644467171463	0.9992780663527429	0.998425421393373	0.9986088725151585	0.9989737838462406	0.9991069092651335	0.9993505340228742	0.9989759070418104	0.9994208125140697	0.9992098391300159	1.0	0.9991742809806903	0.9986775885471069	0.9993421909873861	0.9987907817167302	0.9991452663336555	0.9995980352315493
RaymondF_2016__P12E0__bin.13	0.9996218473791563	0.9985575874163636	0.9993909860707136	0.9968466764514519	0.9974241519592316	0.9969420154174053	0.9976372439882493	0.997358328913549	0.9981132431773378	0.9982238010657194	0.9995247325394776	0.9994349628944137	0.9995434820521764	0.9990886173639971	0.9989706289425654	0.9995137573929915	0.9988249583338454	0.998445622589425	0.9983496858252829	0.9994851949083405	0.9996415772160853	0.9994235017030645	0.9983735973774437	0.9999418404100853	0.9991742809806903	1.0	0.9973595036689132	0.9996642892570397	0.9993873101331352	0.9995471206335445	0.9984741145401752
NielsenHB_2014__O2_UC51_2__bin.35	0.9975376265893515	0.9969082546966087	0.9976089116156819	0.9958141644365597	0.996498414203291	0.9957516923948165	0.9956085421460217	0.9966206644661162	0.9964305362426196	0.9971279058164989	0.9971191293758845	0.9974619078189323	0.997441625332169	0.9980982524084252	0.9970635773157583	0.9976253285045035	0.9972344243330988	0.9971458252325763	0.9972044951560138	0.9973143033006672	0.9976866062692539	0.9972719263994527	0.9985594990671295	0.9973974854742105	0.9986775885471069	0.9973595036689132	1.0	0.9976886401581561	0.9972369196077588	0.9973979762467063	0.9983470656362143
QinN_2014__LD-62__bin.3	0.999659665033698	0.9988039007741637	0.9997230618926753	0.9971896899251185	0.9976588631041322	0.997337692629859	0.9977050929314322	0.997645591884008	0.9981640326415928	0.9984372576854713	0.9996924735314483	0.9996588929651343	0.9993774512855631	0.9994190930472217	0.9990703408234819	0.9997312288453473	0.998939804825073	0.9986025735632823	0.9985712842764944	0.9995416149355383	0.9998141911126622	0.9994393594896412	0.9985823415786791	0.999674747247375	0.9993421909873861	0.9996642892570397	0.9976886401581561	1.0	0.9993600239216129	0.9996871053995713	0.9986302767197377
ZeeviD_2015__PNP_Main_240__bin.26	0.9993572171051263	0.9982486272770664	0.9993600429992201	0.9965361990557638	0.9972988492754279	0.9971464423088048	0.9973932244280428	0.997126454919585	0.9977421292424244	0.9980562037921996	0.999139646807496	0.9991725281956961	0.9994371236105697	0.9993926762430839	0.9986567385188162	0.9992652345611353	0.9985029422444052	0.9976136745907154	0.9981471046121814	0.999472284606396	0.9993948584888143	0.9992449493788622	0.998043833228163	0.9993465236303949	0.9987907817167302	0.9993873101331352	0.9972369196077588	0.9993600239216129	1.0	0.9994359610710587	0.9981823214387217
VatanenT_2016__G80540__bin.10	0.9998608954741669	0.998660657807918	0.9995870519424578	0.9970622086186334	0.9974229306665496	0.9971928988014707	0.9975514905896653	0.9974243900841065	0.9980471183531073	0.9984189324278401	0.9996073657083199	0.9994984837578897	0.9996706401714982	0.9993924560556897	0.9988538891254467	0.9996068273381584	0.9988477657492287	0.9984488222342558	0.99847070907139	0.9996387729983038	0.9996748127841223	0.9994784638182501	0.9984218315320277	0.9995477789161467	0.9991452663336555	0.9995471206335445	0.9973979762467063	0.9996871053995713	0.9994359610710587	1.0	0.998545459685627
BackhedF_2015__SID507_M__bin.62	0.9984912745224798	0.9976854860080079	0.9985811947866862	0.9961865170684115	0.9968282173536273	0.9964653448870869	0.9963718996102238	0.9969603963200325	0.9972580342432901	0.9980833719653202	0.998440490391979	0.9984653727752747	0.9984193900139415	0.998717688895513	0.998163672691686	0.9985866932280872	0.9977443500279245	0.9980905017312784	0.9981511990186912	0.9984159688166419	0.9986725946133408	0.9982487465230742	0.9991817583246502	0.9985568197095993	0.9995980352315493	0.9984741145401752	0.9983470656362143	0.9986302767197377	0.9981823214387217	0.998545459685627	1.0
