	VincentC_2016__MM081__bin.1	LiJ_2014__O2.UC36-0__bin.56	XieH_2016__YSZC12003_37127__bin.43	BackhedF_2015__SID521_12M__bin.15	LiJ_2014__MH0301__bin.14	BackhedF_2015__SID521_4M__bin.14	XieH_2016__YSZC12003_37176__bin.70	XieH_2016__YSZC12003_36389__bin.16	LiJ_2014__V1.FI04__bin.68	VogtmannE_2016__MMRS14379078ST-27-0-0__bin.24	CosteaPI_2017__SID713B041-11-0-0__bin.68	LiuW_2016__SRR3993027__bin.4	LeChatelierE_2013__MH0199__bin.45	NielsenHB_2014__V1_CD41_0__bin.62	LeChatelierE_2013__MH0251__bin.15	XieH_2016__YSZC12003_36212__bin.11	LiJ_2014__O2.UC36-1__bin.41	KarlssonFH_2013__S356__bin.18	VogtmannE_2016__MMRS48639115ST-27-0-0__bin.33	LiJ_2014__V1.FI21__bin.37	CosteaPI_2017__SID713B003-11-90-0__bin.6	XieH_2016__YSZC12003_35506__bin.40	LeChatelierE_2013__MH0191__bin.37	RaymondF_2016__P12E90__bin.8	VatanenT_2016__G80376__bin.4	RaymondF_2016__P12E0__bin.13	NielsenHB_2014__O2_UC51_2__bin.35	QinN_2014__LD-62__bin.3	ZeeviD_2015__PNP_Main_240__bin.26	VatanenT_2016__G80540__bin.10	BackhedF_2015__SID507_M__bin.62
CosteaPI_2017__SID713B041-11-0-0__bin.68	0.9967693784824605	0.7298364883157221	0.9845591244399207	0.3625103621234221	0.5578396677824531	0.4967490477339741	0.46771739472607265	0.2816562870544287	0.46396604371504424	0.9751413970765695	1.0	0.8182896725044334	0.9976140882905382	0.3004438661475986	0.9370173086810984	1.0249314001196235	0.7488516406258198	0.3961957890429071	0.9072537487276886	0.9945572618810271	1.0143521967701654	0.9382542051857837	0.8653009213108217	0.7976349437035016	0.32434692389217096	1.0032011091407045	0.597809263476007	1.0172496563447675	0.6738561002738749	0.9454093169917838	0.964290024029633
LiuW_2016__SRR3993027__bin.4	0.9478320199648402	0.6053038462956957	0.9446248034202744	0.4477984489233152	0.6406702292949419	0.5385613059229719	0.5538985435841957	0.3595898280689842	0.5466003882892859	0.9578484839601347	0.5899590433293395	1.0	0.9540095644370137	0.5167945045623519	0.9405664900483139	0.9595161609102575	0.7981458382783635	0.4828291215073114	0.930834670658626	0.9654166260819569	0.9568782335769046	0.9169187646991515	0.8844286161449285	0.793730537070468	0.4235105096273236	0.9564796365627415	0.6820226599801978	0.9620004179831085	0.7285568518495753	0.9098059593799854	0.9277144551230828
LeChatelierE_2013__MH0199__bin.45	0.9715197133535085	0.5759633457578229	0.9672595340423711	0.4090640213265254	0.6012611056707178	0.5209704081645308	0.5214081657708275	0.3238393532927102	0.5052115477066916	0.9517317467685924	0.628794364294522	0.8340344757883668	1.0	0.49622656250322944	0.9312447734676726	0.9920484369077199	0.770800203542819	0.44670332146000225	0.8904407214609117	0.982739370530191	0.952255898463384	0.9094002968815041	0.8616098980343071	0.8295754660630379	0.3913635674061973	0.967054916464357	0.659871434021992	0.9694317873200761	0.6807763232246739	0.9300050803030986	0.9200445446266804
NielsenHB_2014__V1_CD41_0__bin.62	1.0067068116779176	0.42983506498979845	0.9775665578338552	0.5093706124965189	0.687916748270616	0.5632647529610871	0.6069631513751195	0.40340116997338266	0.5787938812325791	0.9688334891039101	0.3785696046567552	0.9032032545720937	0.9920106634669655	1.0	0.9484593587540998	0.9799828611047068	0.8511791873982016	0.5283068605989688	0.9033957985741827	0.9830040665623789	0.990426513887546	0.9822429806142071	0.9220114154628535	0.8567084230976777	0.48002211363732145	0.9765377282947956	0.7869364265981772	0.9630662591014227	0.727960116121387	0.9058798641118639	0.9093010322176523
LeChatelierE_2013__MH0251__bin.15	0.9614029804515418	0.5922468681167401	0.9644019307544053	0.42762467304515417	0.6141898403083701	0.5323891795154185	0.5350973120870044	0.3359254542951542	0.5162444933920705	0.9724118942731278	0.6146531697411894	0.8557703228248899	0.9691707392621145	0.49376333631607927	1.0	0.9819464998623348	0.7951326748348018	0.46687173045154184	0.8978317731277533	0.9783538683920705	0.9815119940803965	0.917804842373348	0.8769471021475771	0.8289084010187224	0.4021398334251101	0.9558030183094713	0.6856484030837005	0.9736349635187225	0.6914587348568282	0.9305165026156388	0.9284278634361234
XieH_2016__YSZC12003_36212__bin.11	0.9676347336311375	0.5667977590681055	0.9570416218374568	0.40362878730583157	0.5949061819175435	0.5125782020660878	0.5144962010040116	0.32023873129879876	0.4972382767041809	0.9480619549845608	0.6354561844792127	0.8251412780858558	0.9758377674606215	0.482199652426226	0.9281028928970201	1.0	0.7674248394077421	0.4420778145628044	0.8806937162662737	0.9653471224323333	0.9570155985319603	0.9086752755014162	0.8640676703530306	0.8233554287461565	0.38693849635714384	0.9566553383964927	0.6547821483377207	0.9636942359191554	0.6707124774430802	0.909050580360374	0.9111588747197412
LiJ_2014__O2.UC36-1__bin.41	0.970858104963738	0.5997176426296883	0.983006269379389	0.46362400455954866	0.6559433612030515	0.5643659769826455	0.5658431243365909	0.34602111405669106	0.5426401459892182	0.9832671885049177	0.5970483197122046	0.882635021725831	0.9750108498433963	0.5385825660010353	0.9664308459740545	0.9868672449763918	1.0	0.4995011686457827	0.9289688204259413	0.9907287434574137	0.990392006149116	0.953936009453743	0.9204714322316168	0.84551287079013	0.42539281661934564	0.9785371796681778	0.7381245196003074	0.9928035472451855	0.7257923000099348	0.9457194099776729	0.9399927842005364
KarlssonFH_2013__S356__bin.18	0.9735744340609047	0.5868056686167461	0.982605761960065	0.5177189497791237	0.7106492787600533	0.6164503127724774	0.5970951414440718	0.40546999084656604	0.5912078191310388	0.9884777079511865	0.5464138799344426	0.9236140507020648	0.9774284639235309	0.5782501022073162	0.9815827843081921	0.9833763870346853	0.8640416571695266	1.0	0.9425341625693291	0.9940656442317085	0.9905200452968353	0.9454583772010753	0.9222636478424306	0.8023382863179679	0.47138376043328667	0.981662379386322	0.779258427128897	0.9915927698725393	0.7743588073762929	0.9370393887098	0.9592002865422813
VogtmannE_2016__MMRS48639115ST-27-0-0__bin.33	0.979154166201132	0.6210327832898604	0.9753668987212857	0.4396816617078613	0.6487763452340064	0.5438230113397327	0.5572998350743177	0.34994452666972886	0.5409672728041826	0.9941721967576723	0.6360540323570671	0.9051550885343316	0.9904309080016314	0.5026444662996645	0.9595722875196732	0.9958623746447569	0.8168695018067339	0.47912680886046793	1.0	1.0050769706825864	1.0015504025667163	0.953912306619235	0.909338232826142	0.838576517102476	0.41981471493880923	0.9868220379701497	0.6995069701446353	1.0060048213289783	0.7221027541715347	0.9503668872266048	0.961454196685026
LiJ_2014__V1.FI21__bin.37	0.9532379339216247	0.5769503885044844	0.980008458859055	0.4148647833740346	0.6018293615940724	0.5226660092112134	0.5164601110645732	0.32317805323994403	0.5034153361329887	0.9627313828183425	0.6221014972836889	0.8375899061444053	0.9752674775739729	0.48798263595605823	0.932921083603638	0.9739219364633847	0.7772711031509045	0.4508526751449431	0.8967379242813149	1.0	0.9802045468623664	0.9209449472675054	0.8664616083892848	0.8421910003811	0.3904329565681482	0.9689778933338694	0.6677998474779924	0.9763767285383116	0.674750305720888	0.9255513744415287	0.9206594300074538
CosteaPI_2017__SID713B003-11-90-0__bin.6	0.9492506796544737	0.5794662934664543	0.9677076012061677	0.4103043656592597	0.6028464073639712	0.5163127379305938	0.5167406265393993	0.32514340245644335	0.5048479614488028	0.9609133237010303	0.6375738138766996	0.8342257297912291	0.9496187957697564	0.4940621180486136	0.9404913298967584	0.9702192826064105	0.7807915939262902	0.4514327878921539	0.8979440323348579	0.9849789662656413	1.0	0.909207231235044	0.8712117121109377	0.8252577946423234	0.3922522481671486	0.9522875345495319	0.6694605841627626	1.0027792148367696	0.67711558557463	0.9279209683968399	0.9235720042129303
XieH_2016__YSZC12003_35506__bin.40	0.9791676084598917	0.6019385797146467	0.9802785141792658	0.4274489495853797	0.6351672826180852	0.5459703260163646	0.5500335017296918	0.344347204138549	0.5293165870935314	0.9806826833430832	0.64033062201321	0.8679602168638353	0.9846746930574659	0.5320106006007485	0.9548861276879151	1.0002340869021888	0.816562252569473	0.46785825702383793	0.9285963334740241	1.0048146707587862	0.9871995194728524	1.0	0.9053756289127313	0.8565553060518402	0.4012164462385637	0.9906678548553786	0.6935081838660861	0.9923436127173193	0.7107527348556293	0.9465999884523096	0.9535679901602936
LeChatelierE_2013__MH0191__bin.37	0.9612681527102215	0.5973073917252802	0.9756760098447469	0.43843090597333517	0.6473933582951324	0.5499457605766875	0.5498403144720113	0.3462024238606805	0.5423536410399972	0.9730706512230115	0.6155985582811352	0.8727270182314448	0.9725121601287748	0.5205762209702441	0.951089337579172	0.9914877932136567	0.8213477038644131	0.47574436318251273	0.9227639943544342	0.9854810978525854	0.9860806476070499	0.94379022757229	1.0	0.8224478893282476	0.41245150528980185	0.9739436143285393	0.7022113354562527	0.9876805356288857	0.7172154763154518	0.9259563051871552	0.9488418425073777
RaymondF_2016__P12E90__bin.8	0.9606917434385112	0.5386398383124766	0.9644546725676569	0.409184549230722	0.5980795951378726	0.5331594422423763	0.5116730730522906	0.301448101453365	0.482834834167455	0.9628629452608586	0.5927410216783902	0.8181239549111318	0.9780715926386755	0.5052559654440193	0.9390416203062686	0.9868641071340672	0.7880746191624278	0.43232112927837635	0.8888700441891962	1.0005526695547793	0.9756830269526318	0.932679584708306	0.8590902201369587	1.0	0.3743912227887004	0.972051198449796	0.6691020191933267	0.9829588680313803	0.6645081362803195	0.9699384801782188	0.928001388009605
VatanenT_2016__G80376__bin.4	0.9636669178319848	0.5930793347061879	0.9706619061599834	0.47405777076066136	0.6661407251218014	0.573103479426686	0.5873706276190144	0.40522170643222744	0.5795020356709502	0.972264368264475	0.507695103097546	0.9194806421345904	0.9719132843184557	0.5963099229463129	0.95959454937041	0.9768869735537292	0.835159927976463	0.5350026587936263	0.9373150906556236	0.9770306921281231	0.976825379878989	0.9202125803027534	0.9074770614889655	0.7886022958015698	1.0	0.9647489133849214	0.73513693300456	0.9769208500748363	0.7419789637069537	0.9091801265955328	0.9296045891393927
RaymondF_2016__P12E0__bin.13	0.9802874011682919	0.5838213911509758	0.9707012967668003	0.4195047369819746	0.6159020239447371	0.5311119931886312	0.5306757033533803	0.33191542663306123	0.5154072518056728	0.9698976940537631	0.6473106603676175	0.8560235080241784	0.9899877618796941	0.5000706696435372	0.9401792046745219	0.9956104418418456	0.7919329120801927	0.4592773584618223	0.9082352562811349	0.9995560930774218	0.9775774107658219	0.9366321810090779	0.883340499037708	0.8440206710823204	0.39769109156246774	1.0	0.6793510918671513	0.9769062607379773	0.6948222425720704	0.9390743038405355	0.934042371317773
NielsenHB_2014__O2_UC51_2__bin.35	0.9699080901548196	0.5796970290971512	0.9804358008113176	0.48740613452875364	0.6994949263640378	0.6081682577310585	0.5660946651253708	0.3577919409275744	0.5638724876845937	0.9914331059860783	0.5566313279998633	0.880823750612946	0.9748061624968017	0.5815167841874275	0.9732489895168672	0.9833565687968182	0.8620271461049608	0.5261076843127951	0.9290344367277872	0.9940766361155434	0.991718282371031	0.9461779952527597	0.9190569271908661	0.8383715512435095	0.4373005826269569	0.9803350425596749	1.0	0.9933835414754549	0.7246771614018953	0.9476582255678033	0.9416963903509012
QinN_2014__LD-62__bin.3	0.9407709015059399	0.5775267559118	0.9592497603795228	0.40962105938078297	0.6016802540428012	0.5158530775960388	0.5164430072226408	0.3235216707922111	0.5030783749591067	0.9622354848204835	0.6358801840219672	0.8340809601545378	0.9614327869685816	0.47777289472195417	0.9278149974131648	0.9716194244680999	0.7783902095459551	0.4494374145749924	0.8969795931084413	0.9757390928612366	0.9972668097146938	0.9089208510401046	0.8678282964521411	0.8268415110397602	0.3901341136748065	0.9464024951686444	0.6668984296147132	1.0	0.674534308158903	0.9197683409079914	0.9203472016673814
ZeeviD_2015__PNP_Main_240__bin.26	0.9792446100309026	0.638018877255874	0.9770115907190322	0.44910784134472725	0.6629070014896786	0.5699402629867307	0.586411852686667	0.37989023735946215	0.5798554681997069	0.9841068971821993	0.6159446570891619	0.923683492741938	0.9872630976324	0.528079993046168	0.9635145625829888	0.9888265108848452	0.832095531263769	0.5132215724652234	0.9414739126394888	0.9860209993735557	0.9846811877864334	0.9519394297258332	0.921496632486984	0.8173612006150545	0.4332842768464372	0.9842909339415938	0.7114003878559717	0.9863495079864161	1.0	0.9352760101789712	0.9702681721313196
VatanenT_2016__G80540__bin.10	0.9709132084086501	0.5751096914002204	0.9790672516874679	0.4179073525368982	0.6057322279455044	0.5335901186030777	0.5211677935331414	0.31919184525964545	0.5035187075519005	0.9666497190131325	0.628041265140158	0.8383054437692976	0.9801838798624843	0.4775914116785453	0.9423448668868555	0.9740147597071062	0.7879831115979024	0.4513508674018202	0.9005220661498722	0.9829634693110234	0.9807032012766942	0.9214060191617403	0.8646261517542564	0.867065045442802	0.3858558107578825	0.9668152744975282	0.6761063789835154	0.9774600564718471	0.6797255090068719	1.0	0.9246360937967667
BackhedF_2015__SID507_M__bin.62	0.9761850691267178	0.6121366508706335	0.9779125148934978	0.4190711434784367	0.6292591181982656	0.5421526542979713	0.5405607554719856	0.34519850516167194	0.5327550293470237	0.9845369827606512	0.6534402480197925	0.8719623597255819	0.9891473564124591	0.4890164758417576	0.9590999327598291	0.9958673737624676	0.7989305568579419	0.4712980463908294	0.9293120481676054	0.9973917213261557	0.9956971623581257	0.9468171578428571	0.9037776710191308	0.8462253287902146	0.4024419781320565	0.9809345450489146	0.6853368874778181	0.9977050347466806	0.7193089505866961	0.9431933881535529	1.0
