	ZeeviD_2015__PNP_DietIntervention_8__bin.59	ZeeviD_2015__PNP_Main_740__bin.7	LiuW_2016__SRR3992977__bin.5	BritoIL_2016__W3.23.ST__bin.37	CM_madagascar__V31_01_2FE__bin.4	BritoIL_2016__M2.11.ST__bin.54	CM_madagascar__A09_02_1FE__bin.52	BritoIL_2016__WL.33.ST__bin.20	BackhedF_2015__SID377_M__bin.20	CM_madagascar__A93_01_1FE__bin.13	CosteaPI_2017__SID713B033-11-90-0__bin.37	CM_madagascar__A83_02_1FE__bin.23	SchirmerM_2016__G89002__bin.6	CM_madagascar__A92_01_1FE__bin.11	FengQ_2015__SID530026__bin.77	LiSS_2016__FAT_012-22-84-0__bin.14	LiuW_2016__SRR3993030__bin.34	CM_madagascar__V30_01_1FE__bin.15	CM_madagascar__A95_01_1FE__bin.37	FengQ_2015__SID31449__bin.44	LiuW_2016__SRR3993011__bin.58	CM_madagascar__V18_02_1FE__bin.4	CM_madagascar__A39_04_1FE__bin.29	CM_madagascar__A36_01_1FE__bin.6	LiSS_2016__FAT_023-22-42-0__bin.7	CosteaPI_2017__SID713A078-11-0-0__bin.40	CM_madagascar__V40_01_1FE__bin.60	BritoIL_2016__M1.15.ST__bin.56	XieH_2016__YSZC12003_37210__bin.7	LiSS_2016__FAT_006-22-0-0__bin.79	ZellerG_2014__CCIS11362406ST-4-0__bin.21	LiuW_2016__SRR3993002__bin.18	CosteaPI_2017__SID713B074-11-0-0__bin.52	FengQ_2015__SID530450__bin.62	XieH_2016__YSZC12003_35515__bin.28	CM_madagascar__A13_01_1FE__bin.33	ZeeviD_2015__PNP_DietIntervention_28__bin.20	CM_madagascar__A90_03_1FE__bin.26	CM_madagascar__A28_02_1FE__bin.38	LiuW_2016__SRR3993015__bin.93	BackhedF_2015__SID503_M__bin.48	YuJ_2015__SZAXPI003411-6__bin.52	FengQ_2015__SID31477__bin.4	CosteaPI_2017__SID713B058-11-90-0__bin.16
CosteaPI_2017__SID713B033-11-90-0__bin.37	1424564.0	1676222.0	1113548.0	1214764.0	953298.0	1179557.0	1578172.0	1516861.0	1366184.0	1478943.0	1908540.0	1555084.0	1417801.0	1504062.0	823968.0	1546181.0	1553201.0	1173423.0	1570019.0	1112741.0	1127255.0	1202518.0	1354668.0	1567444.0	1673199.0	1545286.0	843250.0	1143592.0	1361703.0	1593799.0	1561677.0	1194065.0	1464516.0	888423.0	1625481.0	1119502.0	1295996.0	1588114.0	1367021.0	1158281.0	1345387.0	1371936.0	1368096.0	1638702.0
CM_madagascar__A83_02_1FE__bin.23	1330935.0	1544797.0	1088079.0	1288729.0	1057930.0	1228405.0	1697484.0	1610882.0	1507810.0	1615930.0	1555084.0	2044945.0	1329386.0	1682002.0	802866.0	1462667.0	1487253.0	1299807.0	1707923.0	1074621.0	1052764.0	1336771.0	1493469.0	1688955.0	1582778.0	1464316.0	913065.0	1202827.0	1286267.0	1690112.0	1644152.0	1150345.0	1381669.0	924091.0	1550939.0	1257115.0	1216944.0	1707586.0	1510973.0	1111211.0	1424145.0	1498723.0	1281782.0	1545565.0
SchirmerM_2016__G89002__bin.6	1251280.0	1403736.0	950967.0	1049306.0	830130.0	1041733.0	1332151.0	1307641.0	1183656.0	1279020.0	1417801.0	1329386.0	1690362.0	1272600.0	761945.0	1332164.0	1340462.0	1033535.0	1351173.0	1024061.0	954814.0	1047627.0	1159943.0	1307911.0	1471977.0	1325359.0	758504.0	993618.0	1172609.0	1381347.0	1362348.0	1032176.0	1290962.0	786193.0	1405532.0	978102.0	1123988.0	1336034.0	1169310.0	991007.0	1169286.0	1202021.0	1163956.0	1392542.0
CM_madagascar__A92_01_1FE__bin.11	1278624.0	1469281.0	1053673.0	1250841.0	1034299.0	1204631.0	1638584.0	1546202.0	1430139.0	1553284.0	1504062.0	1682002.0	1272600.0	1970411.0	780448.0	1402409.0	1436302.0	1271953.0	1645748.0	1052895.0	1021168.0	1308687.0	1481885.0	1669578.0	1501256.0	1420781.0	905473.0	1166258.0	1234219.0	1609450.0	1587212.0	1093612.0	1338639.0	928061.0	1495249.0	1237070.0	1182405.0	1676849.0	1511915.0	1073418.0	1382429.0	1443263.0	1242806.0	1472126.0
FengQ_2015__SID530026__bin.77	720001.0	797314.0	551496.0	628423.0	513424.0	624212.0	788981.0	762593.0	721689.0	755581.0	823968.0	802866.0	761945.0	780448.0	923573.0	793620.0	804796.0	650099.0	774752.0	762024.0	525964.0	640382.0	693697.0	782719.0	840041.0	796060.0	479291.0	596236.0	703288.0	795632.0	791767.0	584707.0	774082.0	627519.0	841990.0	614398.0	658044.0	793970.0	704724.0	588251.0	724704.0	729435.0	718589.0	807400.0
LiSS_2016__FAT_012-22-84-0__bin.14	1337116.0	1550653.0	1069065.0	1149965.0	887008.0	1136838.0	1474238.0	1410351.0	1298016.0	1398991.0	1546181.0	1462667.0	1332164.0	1402409.0	793620.0	1670112.0	1461207.0	1112672.0	1446976.0	1078434.0	1044896.0	1144118.0	1259174.0	1450604.0	1573464.0	1437879.0	808758.0	1071535.0	1273179.0	1501629.0	1457872.0	1134289.0	1377743.0	834262.0	1533024.0	1064125.0	1241895.0	1474199.0	1278552.0	1094049.0	1254258.0	1296998.0	1274227.0	1518717.0
LiuW_2016__SRR3993030__bin.34	1317040.0	1556162.0	1160420.0	1151481.0	912287.0	1111642.0	1488185.0	1446574.0	1332896.0	1419285.0	1553201.0	1487253.0	1340462.0	1436302.0	804796.0	1461207.0	1692790.0	1132096.0	1486980.0	1080970.0	1074651.0	1148012.0	1291737.0	1464007.0	1588261.0	1456161.0	812832.0	1069019.0	1282584.0	1531982.0	1474043.0	1166879.0	1386817.0	854594.0	1547421.0	1086929.0	1216669.0	1485530.0	1309985.0	1115027.0	1291754.0	1345840.0	1286295.0	1560264.0
CM_madagascar__V30_01_1FE__bin.15	1030103.0	1157497.0	856631.0	1023976.0	831900.0	988110.0	1285516.0	1223138.0	1131330.0	1243283.0	1173423.0	1299807.0	1033535.0	1271953.0	650099.0	1112672.0	1132096.0	1508599.0	1277734.0	849333.0	825520.0	1050559.0	1152047.0	1282784.0	1190268.0	1117470.0	789474.0	943777.0	1010988.0	1294345.0	1249941.0	876026.0	1063274.0	731586.0	1174853.0	1020433.0	947650.0	1281127.0	1190916.0	875018.0	1091592.0	1157068.0	993181.0	1172294.0
CM_madagascar__A95_01_1FE__bin.37	1340029.0	1540108.0	1086635.0	1300434.0	1030093.0	1221383.0	1731638.0	1635499.0	1470690.0	1619377.0	1570019.0	1707923.0	1351173.0	1645748.0	774752.0	1446976.0	1486980.0	1277734.0	1933555.0	1067590.0	1052502.0	1330366.0	1483029.0	1720228.0	1595801.0	1491898.0	912188.0	1211509.0	1265340.0	1704078.0	1688451.0	1119640.0	1405332.0	950776.0	1555418.0	1240785.0	1222378.0	1739434.0	1517815.0	1104722.0	1429311.0	1501901.0	1285585.0	1528224.0
FengQ_2015__SID31449__bin.44	977950.0	1113378.0	749393.0	859013.0	686450.0	854389.0	1066213.0	1023489.0	970284.0	1026859.0	1112741.0	1074621.0	1024061.0	1052895.0	762024.0	1078434.0	1080970.0	849333.0	1067590.0	1231729.0	722152.0	870537.0	932900.0	1051656.0	1148935.0	1069898.0	625891.0	784428.0	939314.0	1090871.0	1082184.0	791150.0	1026767.0	793606.0	1123891.0	828139.0	899408.0	1063085.0	962366.0	789380.0	982192.0	975012.0	958076.0	1094744.0
LiuW_2016__SRR3993011__bin.58	980970.0	1113220.0	857353.0	849390.0	679348.0	811407.0	1065085.0	1033302.0	929932.0	1017304.0	1127255.0	1052764.0	954814.0	1021168.0	525964.0	1044896.0	1074651.0	825520.0	1052502.0	722152.0	1326500.0	845263.0	932599.0	1060724.0	1119594.0	1040297.0	613522.0	800885.0	955012.0	1088697.0	1058206.0	947317.0	1009256.0	526505.0	1112994.0	792482.0	930201.0	1067078.0	957837.0	866799.0	892512.0	963397.0	971151.0	1107218.0
CM_madagascar__V18_02_1FE__bin.4	1038121.0	1202605.0	867260.0	1036598.0	860141.0	986160.0	1316539.0	1258231.0	1169006.0	1266896.0	1202518.0	1336771.0	1047627.0	1308687.0	640382.0	1144118.0	1148012.0	1050559.0	1330366.0	870537.0	845263.0	1479924.0	1181819.0	1307481.0	1210150.0	1140112.0	784506.0	956364.0	1000864.0	1287708.0	1264033.0	885647.0	1096332.0	758747.0	1205405.0	1030120.0	981445.0	1310828.0	1203030.0	880784.0	1136425.0	1175267.0	1008618.0	1199134.0
CM_madagascar__A39_04_1FE__bin.29	1172937.0	1336029.0	962876.0	1120962.0	957584.0	1094628.0	1482351.0	1431009.0	1293082.0	1412296.0	1354668.0	1493469.0	1159943.0	1481885.0	693697.0	1259174.0	1291737.0	1152047.0	1483029.0	932900.0	932599.0	1181819.0	1740540.0	1506302.0	1355621.0	1285858.0	841698.0	1063023.0	1124040.0	1469756.0	1405259.0	977878.0	1211633.0	825652.0	1340793.0	1141893.0	1073690.0	1514600.0	1360413.0	977196.0	1232440.0	1321004.0	1129597.0	1325295.0
CM_madagascar__A36_01_1FE__bin.6	1352594.0	1544811.0	1081644.0	1288460.0	1044203.0	1227422.0	1691627.0	1622174.0	1461333.0	1602121.0	1567444.0	1688955.0	1307911.0	1669578.0	782719.0	1450604.0	1464007.0	1282784.0	1720228.0	1051656.0	1060724.0	1307481.0	1506302.0	2019015.0	1585978.0	1472977.0	917094.0	1220095.0	1262866.0	1676266.0	1641038.0	1125890.0	1377330.0	948378.0	1554402.0	1252063.0	1241273.0	1858390.0	1526257.0	1100217.0	1398364.0	1482206.0	1286196.0	1544216.0
LiSS_2016__FAT_023-22-42-0__bin.7	1445509.0	1681606.0	1127866.0	1235197.0	957638.0	1187637.0	1584553.0	1532979.0	1388434.0	1510142.0	1673199.0	1582778.0	1471977.0	1501256.0	840041.0	1573464.0	1588261.0	1190268.0	1595801.0	1148935.0	1119594.0	1210150.0	1355621.0	1585978.0	1957517.0	1570778.0	841504.0	1150948.0	1361398.0	1632237.0	1603045.0	1195194.0	1490132.0	901466.0	1647430.0	1134907.0	1316604.0	1614871.0	1370979.0	1159679.0	1356863.0	1413949.0	1358655.0	1658693.0
CosteaPI_2017__SID713A078-11-0-0__bin.40	1334307.0	1525089.0	1075810.0	1133005.0	888672.0	1105005.0	1483951.0	1410917.0	1297366.0	1398466.0	1545286.0	1464316.0	1325359.0	1420781.0	796060.0	1437879.0	1456161.0	1117470.0	1491898.0	1069898.0	1040297.0	1140112.0	1285858.0	1472977.0	1570778.0	1804344.0	809676.0	1069925.0	1267892.0	1475749.0	1480784.0	1122828.0	1368960.0	828138.0	1533069.0	1053814.0	1199182.0	1488175.0	1290393.0	1076884.0	1255000.0	1300137.0	1251788.0	1497875.0
CM_madagascar__V40_01_1FE__bin.60	736660.0	830694.0	625797.0	743722.0	620526.0	703189.0	918730.0	873839.0	813419.0	880758.0	843250.0	913065.0	758504.0	905473.0	479291.0	808758.0	812832.0	789474.0	912188.0	625891.0	613522.0	784506.0	841698.0	917094.0	841504.0	809676.0	1033282.0	711423.0	727768.0	908956.0	885736.0	642426.0	779948.0	553079.0	840886.0	757675.0	684134.0	919951.0	875478.0	641016.0	796843.0	833239.0	727017.0	833171.0
BritoIL_2016__M1.15.ST__bin.56	986575.0	1119160.0	804404.0	976921.0	768607.0	953955.0	1212055.0	1182556.0	1067034.0	1158478.0	1143592.0	1202827.0	993618.0	1166258.0	596236.0	1071535.0	1069019.0	943777.0	1211509.0	784428.0	800885.0	956364.0	1063023.0	1220095.0	1150948.0	1069925.0	711423.0	1369798.0	951294.0	1241395.0	1197554.0	856455.0	1029052.0	675232.0	1131074.0	922950.0	930567.0	1231801.0	1102646.0	841503.0	1035843.0	1111281.0	958069.0	1128258.0
XieH_2016__YSZC12003_37210__bin.7	1209346.0	1340615.0	969911.0	1022060.0	809774.0	1012853.0	1295787.0	1249838.0	1148191.0	1248501.0	1361703.0	1286267.0	1172609.0	1234219.0	703288.0	1273179.0	1282584.0	1010988.0	1265340.0	939314.0	955012.0	1000864.0	1124040.0	1262866.0	1361398.0	1267892.0	727768.0	951294.0	1521725.0	1305974.0	1277258.0	1023388.0	1219312.0	742233.0	1334399.0	956806.0	1077199.0	1296006.0	1145682.0	988616.0	1092924.0	1148483.0	1122344.0	1336560.0
LiSS_2016__FAT_006-22-0-0__bin.79	1368954.0	1589787.0	1109868.0	1309583.0	1035278.0	1249119.0	1679226.0	1671714.0	1486856.0	1622482.0	1593799.0	1690112.0	1381347.0	1609450.0	795632.0	1501629.0	1531982.0	1294345.0	1704078.0	1090871.0	1088697.0	1287708.0	1469756.0	1676266.0	1632237.0	1475749.0	908956.0	1241395.0	1305974.0	2021398.0	1694708.0	1134852.0	1407797.0	957507.0	1572808.0	1258560.0	1252315.0	1702935.0	1509542.0	1135216.0	1456816.0	1510898.0	1311672.0	1591149.0
ZellerG_2014__CCIS11362406ST-4-0__bin.21	1373526.0	1557455.0	1082817.0	1293299.0	1000981.0	1205961.0	1661319.0	1645689.0	1455898.0	1565352.0	1561677.0	1644152.0	1362348.0	1587212.0	791767.0	1457872.0	1474043.0	1249941.0	1688451.0	1082184.0	1058206.0	1264033.0	1405259.0	1641038.0	1603045.0	1480784.0	885736.0	1197554.0	1277258.0	1694708.0	1905004.0	1123774.0	1411704.0	919901.0	1543498.0	1205849.0	1234616.0	1651872.0	1459519.0	1101572.0	1428168.0	1461773.0	1281514.0	1528934.0
LiuW_2016__SRR3993002__bin.18	1030824.0	1171764.0	874555.0	901727.0	718346.0	878027.0	1131835.0	1091096.0	1018220.0	1070574.0	1194065.0	1150345.0	1032176.0	1093612.0	584707.0	1134289.0	1166879.0	876026.0	1119640.0	791150.0	947317.0	885647.0	977878.0	1125890.0	1195194.0	1122828.0	642426.0	856455.0	1023388.0	1134852.0	1123774.0	1403597.0	1082984.0	591727.0	1190464.0	855976.0	954841.0	1119632.0	1010496.0	895265.0	963494.0	1027409.0	1032178.0	1185820.0
CosteaPI_2017__SID713B074-11-0-0__bin.52	1280486.0	1450389.0	1011985.0	1083747.0	858167.0	1076140.0	1403348.0	1357433.0	1231971.0	1335100.0	1464516.0	1381669.0	1290962.0	1338639.0	774082.0	1377743.0	1386817.0	1063274.0	1405332.0	1026767.0	1009256.0	1096332.0	1211633.0	1377330.0	1490132.0	1368960.0	779948.0	1029052.0	1219312.0	1407797.0	1411704.0	1082984.0	1640294.0	815585.0	1451205.0	999796.0	1170460.0	1398936.0	1226491.0	1056666.0	1224841.0	1255262.0	1205516.0	1451572.0
FengQ_2015__SID530450__bin.62	749335.0	867344.0	575735.0	724987.0	604282.0	711798.0	918258.0	910466.0	840791.0	877007.0	888423.0	924091.0	786193.0	928061.0	627519.0	834262.0	854594.0	731586.0	950776.0	793606.0	526505.0	758747.0	825652.0	948378.0	901466.0	828138.0	553079.0	675232.0	742233.0	957507.0	919901.0	591727.0	815585.0	1096052.0	858133.0	739514.0	696948.0	956333.0	858116.0	595886.0	887713.0	853526.0	729089.0	864414.0
XieH_2016__YSZC12003_35515__bin.28	1394785.0	1626144.0	1117209.0	1205759.0	940110.0	1155689.0	1570450.0	1489866.0	1371697.0	1474490.0	1625481.0	1550939.0	1405532.0	1495249.0	841990.0	1533024.0	1547421.0	1174853.0	1555418.0	1123891.0	1112994.0	1205405.0	1340793.0	1554402.0	1647430.0	1533069.0	840886.0	1131074.0	1334399.0	1572808.0	1543498.0	1190464.0	1451205.0	858133.0	1846426.0	1113443.0	1278962.0	1581030.0	1349491.0	1154203.0	1304733.0	1369596.0	1334591.0	1612829.0
CM_madagascar__A13_01_1FE__bin.33	964499.0	1115943.0	817877.0	978507.0	809116.0	947521.0	1252735.0	1178088.0	1100684.0	1183913.0	1119502.0	1257115.0	978102.0	1237070.0	614398.0	1064125.0	1086929.0	1020433.0	1240785.0	828139.0	792482.0	1030120.0	1141893.0	1252063.0	1134907.0	1053814.0	757675.0	922950.0	956806.0	1258560.0	1205849.0	855976.0	999796.0	739514.0	1113443.0	1427559.0	909722.0	1265867.0	1160601.0	830334.0	1085307.0	1145392.0	970783.0	1109143.0
ZeeviD_2015__PNP_DietIntervention_28__bin.20	1241138.0	1294004.0	913370.0	984746.0	762942.0	969803.0	1240859.0	1209108.0	1085622.0	1181710.0	1295996.0	1216944.0	1123988.0	1182405.0	658044.0	1241895.0	1216669.0	947650.0	1222378.0	899408.0	930201.0	981445.0	1073690.0	1241273.0	1316604.0	1199182.0	684134.0	930567.0	1077199.0	1252315.0	1234616.0	954841.0	1170460.0	696948.0	1278962.0	909722.0	1465055.0	1253507.0	1090384.0	945885.0	1060340.0	1088475.0	1080038.0	1288158.0
CM_madagascar__A90_03_1FE__bin.26	1360856.0	1568332.0	1085955.0	1294959.0	1042388.0	1243618.0	1735505.0	1617474.0	1476221.0	1601959.0	1588114.0	1707586.0	1336034.0	1676849.0	793970.0	1474199.0	1485530.0	1281127.0	1739434.0	1063085.0	1067078.0	1310828.0	1514600.0	1858390.0	1614871.0	1488175.0	919951.0	1231801.0	1296006.0	1702935.0	1651872.0	1119632.0	1398936.0	956333.0	1581030.0	1265867.0	1253507.0	2044985.0	1518098.0	1109136.0	1416817.0	1488482.0	1299981.0	1561353.0
CM_madagascar__A28_02_1FE__bin.38	1178293.0	1345361.0	982967.0	1165082.0	961260.0	1118218.0	1504661.0	1428111.0	1321825.0	1456472.0	1367021.0	1510973.0	1169310.0	1511915.0	704724.0	1278552.0	1309985.0	1190916.0	1517815.0	962366.0	957837.0	1203030.0	1360413.0	1526257.0	1370979.0	1290393.0	875478.0	1102646.0	1145682.0	1509542.0	1459519.0	1010496.0	1226491.0	858116.0	1349491.0	1160601.0	1090384.0	1518098.0	1682955.0	1002653.0	1274860.0	1342452.0	1164518.0	1354100.0
LiuW_2016__SRR3993015__bin.93	1003834.0	1157323.0	873558.0	896457.0	700341.0	863265.0	1112862.0	1086549.0	1010910.0	1073847.0	1158281.0	1111211.0	991007.0	1073418.0	588251.0	1094049.0	1115027.0	875018.0	1104722.0	789380.0	866799.0	880784.0	977196.0	1100217.0	1159679.0	1076884.0	641016.0	841503.0	988616.0	1135216.0	1101572.0	895265.0	1056666.0	595886.0	1154203.0	830334.0	945885.0	1109136.0	1002653.0	1271716.0	956281.0	1018075.0	974049.0	1161039.0
BackhedF_2015__SID503_M__bin.48	1154437.0	1333251.0	930754.0	1126374.0	890923.0	1070400.0	1425154.0	1409581.0	1344393.0	1360258.0	1345387.0	1424145.0	1169286.0	1382429.0	724704.0	1254258.0	1291754.0	1091592.0	1429311.0	982192.0	892512.0	1136425.0	1232440.0	1398364.0	1356863.0	1255000.0	796843.0	1035843.0	1092924.0	1456816.0	1428168.0	963494.0	1224841.0	887713.0	1304733.0	1085307.0	1060340.0	1416817.0	1274860.0	956281.0	1751417.0	1315510.0	1110608.0	1322468.0
YuJ_2015__SZAXPI003411-6__bin.52	1183421.0	1359181.0	985021.0	1157087.0	931279.0	1110244.0	1466386.0	1440076.0	1391612.0	1413842.0	1371936.0	1498723.0	1202021.0	1443263.0	729435.0	1296998.0	1345840.0	1157068.0	1501901.0	975012.0	963397.0	1175267.0	1321004.0	1482206.0	1413949.0	1300137.0	833239.0	1111281.0	1148483.0	1510898.0	1461773.0	1027409.0	1255262.0	853526.0	1369596.0	1145392.0	1088475.0	1488482.0	1342452.0	1018075.0	1315510.0	1665677.0	1177095.0	1366436.0
FengQ_2015__SID31477__bin.4	1176658.0	1341003.0	952969.0	1020509.0	791027.0	1007952.0	1290324.0	1235612.0	1142209.0	1238111.0	1368096.0	1281782.0	1163956.0	1242806.0	718589.0	1274227.0	1286295.0	993181.0	1285585.0	958076.0	971151.0	1008618.0	1129597.0	1286196.0	1358655.0	1251788.0	727017.0	958069.0	1122344.0	1311672.0	1281514.0	1032178.0	1205516.0	729089.0	1334591.0	970783.0	1080038.0	1299981.0	1164518.0	974049.0	1110608.0	1177095.0	1498266.0	1319081.0
