	ZeeviD_2015__PNP_DietIntervention_8__bin.59	ZeeviD_2015__PNP_Main_740__bin.7	LiuW_2016__SRR3992977__bin.5	BritoIL_2016__W3.23.ST__bin.37	CM_madagascar__V31_01_2FE__bin.4	BritoIL_2016__M2.11.ST__bin.54	CM_madagascar__A09_02_1FE__bin.52	BritoIL_2016__WL.33.ST__bin.20	BackhedF_2015__SID377_M__bin.20	CM_madagascar__A93_01_1FE__bin.13	CosteaPI_2017__SID713B033-11-90-0__bin.37	CM_madagascar__A83_02_1FE__bin.23	SchirmerM_2016__G89002__bin.6	CM_madagascar__A92_01_1FE__bin.11	FengQ_2015__SID530026__bin.77	LiSS_2016__FAT_012-22-84-0__bin.14	LiuW_2016__SRR3993030__bin.34	CM_madagascar__V30_01_1FE__bin.15	CM_madagascar__A95_01_1FE__bin.37	FengQ_2015__SID31449__bin.44	LiuW_2016__SRR3993011__bin.58	CM_madagascar__V18_02_1FE__bin.4	CM_madagascar__A39_04_1FE__bin.29	CM_madagascar__A36_01_1FE__bin.6	LiSS_2016__FAT_023-22-42-0__bin.7	CosteaPI_2017__SID713A078-11-0-0__bin.40	CM_madagascar__V40_01_1FE__bin.60	BritoIL_2016__M1.15.ST__bin.56	XieH_2016__YSZC12003_37210__bin.7	LiSS_2016__FAT_006-22-0-0__bin.79	ZellerG_2014__CCIS11362406ST-4-0__bin.21	LiuW_2016__SRR3993002__bin.18	CosteaPI_2017__SID713B074-11-0-0__bin.52	FengQ_2015__SID530450__bin.62	XieH_2016__YSZC12003_35515__bin.28	CM_madagascar__A13_01_1FE__bin.33	ZeeviD_2015__PNP_DietIntervention_28__bin.20	CM_madagascar__A90_03_1FE__bin.26	CM_madagascar__A28_02_1FE__bin.38	LiuW_2016__SRR3993015__bin.93	BackhedF_2015__SID503_M__bin.48	YuJ_2015__SZAXPI003411-6__bin.52	FengQ_2015__SID31477__bin.4	CosteaPI_2017__SID713B058-11-90-0__bin.16
CosteaPI_2017__SID713B033-11-90-0__bin.37	0.7314114453980529	0.8601129659320738	0.5719565741352028	0.6107092332358767	0.4787151435128423	0.5940362790405231	0.7934111938969055	0.7631304557410377	0.6820721598708961	0.7442689176019366	1.0	0.7814889915851908	0.7286637953618996	0.7550221635386212	0.42251564022760857	0.7933132132415355	0.797371289048173	0.5900012575057374	0.7886321481341758	0.572168778228384	0.5766654091609292	0.6039464721724459	0.6802754985486289	0.788844876188081	0.8585389879174657	0.7921248703197209	0.4239717270793381	0.575819736552548	0.6989075418906598	0.803234933509384	0.7873075754241463	0.6127238622192881	0.7518218114370147	0.44850147232963417	0.8341040795581963	0.5630675804541692	0.6654971863309127	0.7982635941609817	0.6878011464260639	0.594075052134092	0.6726780680520188	0.6879462835465854	0.7015021953954331	0.8422773428903769
CM_madagascar__A83_02_1FE__bin.23	0.6242920958754392	0.7242649557812069	0.5112871006310683	0.6127734486746588	0.5070972568944397	0.5837633774991503	0.8132140473215661	0.7659227998797034	0.7105755900525442	0.7751254923726555	0.7293609363577015	1.0	0.6230666350439743	0.8047302005677414	0.3760717280904865	0.6851753959152935	0.6972466252148591	0.6221409377758326	0.8163608312203996	0.5038624510683662	0.49215504573472635	0.6393453124656165	0.7158114276912093	0.807969407490177	0.7417950116017791	0.685704016489441	0.43689439080268666	0.572961130983963	0.6027746467508907	0.8036020528669475	0.7812053624914117	0.5383675355571911	0.6474022528723266	0.43988566929672923	0.7260151251011641	0.601025944463054	0.5717767470518768	0.8180977972512709	0.7237265549929216	0.5215279628547467	0.6727202932108198	0.7097286235082116	0.5999745714432417	0.7241373239867087
SchirmerM_2016__G89002__bin.6	0.7263367255061343	0.8150550000532429	0.551988272334565	0.5946667045283791	0.47001115737339105	0.5911402409661363	0.7553086261995952	0.7418813248286461	0.6671381633046649	0.7262728338663552	0.8227137145771142	0.7537657614167853	1.0	0.7205734629623713	0.442164459447148	0.7730391478275067	0.7785580840080409	0.586189230472526	0.7651319658156063	0.596137395421809	0.5532601892375716	0.5938112664624501	0.6574940752335889	0.7414612964560254	0.8540732695126843	0.7682431337192862	0.4303084191433551	0.5642034073174859	0.6809931837085784	0.7861138620011571	0.7752493252924522	0.5985374730383196	0.7497873236620322	0.44771889098311485	0.8178467097580282	0.555077551435728	0.6525892087020414	0.7576868150135888	0.6635087632116671	0.5750762262757918	0.6604106102716459	0.6806003684417894	0.6759901133603334	0.8088598773517153
CM_madagascar__A92_01_1FE__bin.11	0.6220671727878092	0.7145646263647534	0.5137608346685032	0.6174412343414648	0.5147682387075591	0.5935112014701501	0.8141164457567481	0.7634051982048415	0.699535782128703	0.7724510267147311	0.7313144313546768	0.8351704289105166	0.6181603736479343	1.0	0.37911329159246476	0.6813989568673744	0.698686213180905	0.6316915607961994	0.8164961523255808	0.5115526659158927	0.49490943767569295	0.6497390645910929	0.7365437972077906	0.8289986200848454	0.7296244286090567	0.6896073966294342	0.44979600702594535	0.5762493205732205	0.5998114099038221	0.794840264290039	0.7825524725552181	0.5305989461081978	0.650416080706005	0.4585124626283552	0.7258845997104157	0.6150031643144501	0.5760595124570458	0.8335814203229681	0.755487053208696	0.5219733344972192	0.6770694032869284	0.7091880830953543	0.6032167908116631	0.7155867481454377
FengQ_2015__SID530026__bin.77	0.764186480115811	0.8454491415405171	0.5855833810646263	0.6520632370153739	0.532131190496041	0.6484230266584233	0.8185102855973486	0.7914761475270499	0.7447424296725869	0.7848345501654985	0.8731177719573873	0.8326856675108518	0.8092679192657213	0.8088250739248548	1.0	0.8419150408251432	0.8540321122423458	0.6747133144862398	0.8042515318226063	0.81016660296479	0.5556290623480764	0.6638522347448442	0.7195922791159984	0.8117614958427758	0.8898202957427297	0.8448882762921827	0.4969937406138985	0.6199639876869506	0.7470811727930549	0.827790548229539	0.8237009960230539	0.6204555568428267	0.8209887036541779	0.653612654332684	0.8930642190709343	0.6373280726049809	0.698605307864132	0.8231574547978341	0.7320764032729411	0.6237817692808257	0.7476701895789505	0.7556966260382232	0.7632542311219579	0.8575423924259371
LiSS_2016__FAT_012-22-84-0__bin.14	0.7854862428388036	0.9114436636584853	0.6274130118219616	0.6605323475311835	0.5089748471958766	0.6533573796248395	0.8457624398842711	0.8099684332547756	0.73999947308923	0.8038071698185512	0.9065679427487499	0.838953315705773	0.782412197505317	0.8039197371194267	0.46557955394608264	1.0	0.8566808693069686	0.6389278084344044	0.8300509187407791	0.63378444080397	0.6105590523270296	0.6567182320706635	0.7221611484738748	0.8335554741238912	0.9234302849150237	0.8429925657680443	0.46467422544116804	0.6164909898258321	0.746806800981012	0.863363654653101	0.8394670537065778	0.664924867314288	0.8078997097200666	0.4807665593684735	0.8998276762277021	0.6106428790404476	0.7298031509264049	0.8466510030465023	0.734238182828457	0.641738398382863	0.7156717633308425	0.7424651759881972	0.7470427133030599	0.891203104941465
LiuW_2016__SRR3993030__bin.34	0.7627898321705586	0.9004926777686542	0.6845787132485424	0.6524914490279361	0.5167256422828586	0.630177990181889	0.84357008252648	0.8206227588773563	0.750570360174623	0.8047820462077397	0.8989981037222574	0.8422964455130287	0.7774413837510855	0.8132721719764413	0.4659532487786435	0.8452040713851098	1.0	0.6417937251519681	0.8422090158850182	0.6269165106126572	0.6218609514470195	0.6506217546181157	0.7316235327477124	0.8295854772298986	0.918930877427206	0.8422172862552355	0.46031935443853045	0.606537136915979	0.7433869529002415	0.8698893542613082	0.8373188641237248	0.676676374505993	0.8031321073494054	0.48577850767076836	0.8966853537650861	0.6160510163694256	0.7049840795373319	0.8419544066304739	0.7430360529067398	0.6489091972424222	0.7282758050319295	0.7608894192427885	0.7443988917703909	0.9041918962186686
CM_madagascar__V30_01_1FE__bin.15	0.6556222031169316	0.7365701554886356	0.5463035571414273	0.6607388709657105	0.5408673875562691	0.6373562490761296	0.8345849360897097	0.7889372855212021	0.7229522225588112	0.8081822936380045	0.7464150513158235	0.8433281475063951	0.6568160259949795	0.8250648449322848	0.4130633786712042	0.7073324322765692	0.7201529365987913	1.0	0.8283321147634328	0.5401813205497286	0.5239894763286996	0.6811889706940015	0.7485461676694735	0.8323603555351686	0.7569698773497795	0.7102583257711294	0.5134379646281086	0.6105439550205191	0.6429607867962261	0.8356839690335205	0.8065390471556723	0.556538881439004	0.6763493811145308	0.4730673956432425	0.746247346047558	0.6617537198420521	0.6044939708961758	0.831735935129216	0.7734096337065052	0.5566721176402741	0.698589220859884	0.7428640745486375	0.6307978462136061	0.7452921551717852
CM_madagascar__A95_01_1FE__bin.37	0.664600696644264	0.7636472714766324	0.5403306345048369	0.6544370343745071	0.5216205383348288	0.6142943955563716	0.8761002402310769	0.8227286009448916	0.7321601919779888	0.8199787438164418	0.7784293697360561	0.8633904905730635	0.6688974453791074	0.8320596000630962	0.38415509256266306	0.7169581418682168	0.7373377017979835	0.6462815901280284	1.0	0.5295463537370285	0.5201460522198749	0.6723630825086433	0.7503618981616763	0.8696525312184035	0.7904760919653178	0.7389978562802713	0.4612891797750775	0.6104734543367011	0.6270755163416608	0.8577982007235377	0.8483167016195556	0.5536222140047736	0.6964373912301434	0.4788883688335734	0.7696879581910006	0.6264673102135703	0.6073186436382725	0.8793031488631045	0.7679657418589075	0.5480118227823879	0.7131211680040134	0.7530791728189785	0.6358769210081948	0.7581620383180204
FengQ_2015__SID31449__bin.44	0.7796577006792891	0.8874898618121356	0.5972490702094373	0.6688143252290073	0.534549401694691	0.6656082628565212	0.8308588983453341	0.7982632543359781	0.7512358643825061	0.8007443195702951	0.886564333550643	0.836524105545944	0.8181085287429296	0.8183366633407186	0.6074777812327224	0.8593538026627611	0.8615840010261998	0.6616041353252217	0.8312761979299018	1.0	0.5732868187726359	0.6777968205668617	0.7265453683399514	0.8196072350330308	0.9157209093883476	0.8521939485065302	0.48740185544060416	0.6121663125573888	0.7491883360706779	0.8520234564583606	0.8456567962595668	0.630262013803361	0.8189033464341587	0.6204506023646436	0.8971583846771489	0.644959240222484	0.71740212335668	0.8282601124110904	0.7499141450757432	0.6285627763899364	0.760771241076568	0.7573370441062928	0.7635673106665509	0.8732886860664968
LiuW_2016__SRR3993011__bin.58	0.7228782510365623	0.8199057670561628	0.6332649830380701	0.6120799095363739	0.4900934790802865	0.5850606860158312	0.7677165473049378	0.7457165473049379	0.6666460610629477	0.7336856388993592	0.8296939313984169	0.7587108933283075	0.7050207312476443	0.7351488880512627	0.38685563513004145	0.7687161703731624	0.7935770825480588	0.5959215981907275	0.7581839427063702	0.532328684508104	1.0	0.6100120618168112	0.6724824726724463	0.7651127026008292	0.8241100640784018	0.766238974745571	0.443008669430833	0.5782676215604976	0.7040882020354315	0.7865261967583866	0.7651111948737279	0.7009249905767057	0.7432589521296645	0.38055333584621187	0.8215024500565398	0.572114587259706	0.6850817941952506	0.7691601960045231	0.6913554466641538	0.6386792310591783	0.6404462872220129	0.6933856012061816	0.7161628345269506	0.8164673954014323
CM_madagascar__V18_02_1FE__bin.4	0.6731034836924058	0.7794569180579544	0.5637032712490642	0.6820904316708155	0.5699637278671066	0.6480690900343532	0.871097434733135	0.8269154361980751	0.7613762598619929	0.8390707901216549	0.7788616172181814	0.8834413118511492	0.6782483424824518	0.8650802338498463	0.41428884185944687	0.7411144085777377	0.7442044321194873	0.694387684773002	0.8784579478405647	0.5641249145226376	0.5467719963998151	1.0	0.7826530281284715	0.8655910708928296	0.7839382292604214	0.7387575307921217	0.5192009859965782	0.629385022474127	0.6487231776766915	0.8469847100256499	0.8299649171173655	0.573324711268957	0.7101506563850576	0.4993013154729567	0.7797319321803012	0.6810174035964008	0.6373151594271057	0.8682385041394017	0.7956726156208022	0.5715597557712423	0.742201626570013	0.7691090893856711	0.6528091983101835	0.7768277289914887
CM_madagascar__A39_04_1FE__bin.29	0.6466240362186447	0.7357693589345835	0.5318711434382433	0.6263245889206798	0.5404328541716938	0.6110804692796489	0.835007526399853	0.798940558677192	0.7157726912337551	0.7964304181460926	0.7459368931481035	0.8410004940995323	0.6385391889873258	0.8338182403162238	0.3818332241718087	0.6929401220310938	0.7115521619727211	0.6487963505578729	0.833572339618739	0.5141548025325474	0.5125122088547233	0.6654641662932194	1.0	0.8478179185769933	0.7460081354062532	0.7078395210681743	0.4739040757466074	0.5943712870718283	0.6188320865938157	0.8207205809691245	0.7842433957277627	0.5381956174520551	0.6672607351741413	0.46140565571604214	0.7366903374814713	0.6429349512220345	0.5925477150769302	0.8529347214082986	0.7653165109678606	0.5387776207383915	0.6839429142679859	0.7349655853930389	0.6213956588185277	0.7299499006055592
CM_madagascar__A36_01_1FE__bin.6	0.6437614381270075	0.7342223807153488	0.5149981550409481	0.6209329796955446	0.5069818698721902	0.5912056126378457	0.8205060388357689	0.7811908282008801	0.696863074320894	0.7782260161514402	0.7456814337684465	0.8183460746948389	0.6207670572036365	0.809042032872465	0.3713300792713279	0.6895099838287482	0.6955441143329792	0.621935944012303	0.8328422522863872	0.5000131252120464	0.5026817532311547	0.6344722550352523	0.7308816427812572	1.0	0.7533485387676664	0.6988179879792868	0.44531070843951137	0.5885354987456755	0.5997919777713391	0.8073342694333623	0.789424546127691	0.5338860781123469	0.6537326369541583	0.45728139711691096	0.7370044303781794	0.6071921209104439	0.5915661845008581	0.908490526321003	0.7396591902487104	0.5232402929151095	0.6686512977862968	0.7107673791427999	0.6107002672095057	0.7340381324556776
LiSS_2016__FAT_023-22-42-0__bin.7	0.7241173384445704	0.8416606343648612	0.5645708313133424	0.6048463436077438	0.46909477669925725	0.5826488352336148	0.7757919854591301	0.7506795598709999	0.6756978355743526	0.7401330358816807	0.8370583754828183	0.7749255817446286	0.7375123689858121	0.734430403414121	0.4198247065031875	0.7878511399900997	0.7946582328531502	0.5833737331527645	0.7807998602310988	0.576199338243295	0.5584533876334151	0.592673780099994	0.6633183773116658	0.7770159850463623	1.0	0.7852810473676601	0.412669213089848	0.5651491149246723	0.6810827185664288	0.801308494383446	0.7874797511337066	0.5977025997730799	0.7457876483320451	0.4434980641292004	0.8242135317343349	0.5562383366274725	0.6599227490744654	0.7910919802995325	0.6722168951789436	0.5798192301778222	0.6609643747666049	0.690993743604781	0.6797948625733519	0.831072220573308
CosteaPI_2017__SID713A078-11-0-0__bin.40	0.723990547257064	0.8269969584513818	0.5841862749010166	0.6017206253353019	0.4719338441006815	0.587000039903699	0.7878497670067348	0.7499806023685063	0.6842991136945061	0.7433926124951783	0.8378679453585348	0.7771395033319588	0.7197125381856232	0.753077018572955	0.4324652061912806	0.7802791485437366	0.7901470007936402	0.5938418616405742	0.791918281658043	0.5817471612951853	0.5633160860678452	0.6059293571514078	0.6828093755957845	0.7819595376491401	0.8519445294245444	1.0	0.43028269553920984	0.5689641221407891	0.6882894836017965	0.7850908695902776	0.7881473820956536	0.609272400384849	0.7436303720354878	0.44165968351932894	0.8320752583764516	0.5597624399781861	0.6512954292529585	0.7897584939457222	0.6859883702885924	0.5843752632535704	0.6634499851469565	0.6892117024248148	0.6789509095826516	0.8130206878510972
CM_madagascar__V40_01_1FE__bin.60	0.6840252709328141	0.7713479959972205	0.5816640568595989	0.7005580277213771	0.5892224968595214	0.6615986729663345	0.8710661755454948	0.8228799108084724	0.7595651525914513	0.8360466939325373	0.7831037412826314	0.8646477921806438	0.7039481961361952	0.8577358359092677	0.4442252937726584	0.7510611817490289	0.7541252049295352	0.7496230457900166	0.863199010531491	0.5810098308109499	0.568722768808515	0.7436285544507695	0.79828062426327	0.87012935481311	0.7817875468652313	0.7513708745531229	1.0	0.6710104308407578	0.6754148431889843	0.8557557375430909	0.8337104488416521	0.5954947439324405	0.723730791787721	0.5213339630420349	0.77899547267832	0.718027605242325	0.6366829190869482	0.8734740370973267	0.8297105727187738	0.5954473222218136	0.7449118440077346	0.7818901326065876	0.6741102622517378	0.7734403580048815
BritoIL_2016__M1.15.ST__bin.56	0.6929306364880077	0.7852471678305851	0.565185523704955	0.6987650733903831	0.5464944466264369	0.6820896219734588	0.8628987631753003	0.8453100384144231	0.7512450740912164	0.8250311359777135	0.802289826675174	0.8553626155097321	0.696239883544873	0.8289163803714125	0.418004698502991	0.751650243320548	0.7495557739170301	0.672410092582994	0.8617212172889727	0.5504629149699445	0.5599891370844461	0.6799849320848766	0.7552405537166794	0.8674724302415393	0.8076293000865821	0.74945867930892	0.5061644125630202	1.0	0.6669370228311036	0.8856875247299237	0.8538689646210609	0.5987189352006645	0.7212231292497142	0.4811147337052617	0.7912633833601743	0.655409775747957	0.6543037732570787	0.876348191485168	0.7847624248246823	0.5903549282448944	0.7308194346903705	0.7877197951814793	0.6720976377538879	0.7916678225548585
XieH_2016__YSZC12003_37210__bin.7	0.7789718904532685	0.8630021850202895	0.6256984672000526	0.6437174916624226	0.5100652220342046	0.6383801278154726	0.8165706681562043	0.7884630928715766	0.71878887446812	0.7871330233780742	0.8765663966879692	0.8100287502669667	0.7564605957055316	0.7766679262021718	0.4534222674924839	0.819629696561468	0.82695493601012	0.6374147759943485	0.7967832558445185	0.6064150881401041	0.6137593849085742	0.6309030869572361	0.7078164582956842	0.7958001610014951	0.8761313640769521	0.8161205211191247	0.4586203157600749	0.6003509175442343	1.0	0.8248487735957548	0.8066720333831671	0.6592505216119864	0.7859146692076427	0.46948758809903235	0.8605490479554453	0.6032804876045278	0.6944027337396704	0.8167881844617129	0.7227159966485404	0.6372419458180684	0.6854201646158143	0.7213957843894264	0.7229519131249076	0.8620098900918366
