	ZeeviD_2015__PNP_DietIntervention_8__bin.59	ZeeviD_2015__PNP_Main_740__bin.7	LiuW_2016__SRR3992977__bin.5	BritoIL_2016__W3.23.ST__bin.37	CM_madagascar__V31_01_2FE__bin.4	BritoIL_2016__M2.11.ST__bin.54	CM_madagascar__A09_02_1FE__bin.52	BritoIL_2016__WL.33.ST__bin.20	BackhedF_2015__SID377_M__bin.20	CM_madagascar__A93_01_1FE__bin.13	CosteaPI_2017__SID713B033-11-90-0__bin.37	CM_madagascar__A83_02_1FE__bin.23	SchirmerM_2016__G89002__bin.6	CM_madagascar__A92_01_1FE__bin.11	FengQ_2015__SID530026__bin.77	LiSS_2016__FAT_012-22-84-0__bin.14	LiuW_2016__SRR3993030__bin.34	CM_madagascar__V30_01_1FE__bin.15	CM_madagascar__A95_01_1FE__bin.37	FengQ_2015__SID31449__bin.44	LiuW_2016__SRR3993011__bin.58	CM_madagascar__V18_02_1FE__bin.4	CM_madagascar__A39_04_1FE__bin.29	CM_madagascar__A36_01_1FE__bin.6	LiSS_2016__FAT_023-22-42-0__bin.7	CosteaPI_2017__SID713A078-11-0-0__bin.40	CM_madagascar__V40_01_1FE__bin.60	BritoIL_2016__M1.15.ST__bin.56	XieH_2016__YSZC12003_37210__bin.7	LiSS_2016__FAT_006-22-0-0__bin.79	ZellerG_2014__CCIS11362406ST-4-0__bin.21	LiuW_2016__SRR3993002__bin.18	CosteaPI_2017__SID713B074-11-0-0__bin.52	FengQ_2015__SID530450__bin.62	XieH_2016__YSZC12003_35515__bin.28	CM_madagascar__A13_01_1FE__bin.33	ZeeviD_2015__PNP_DietIntervention_28__bin.20	CM_madagascar__A90_03_1FE__bin.26	CM_madagascar__A28_02_1FE__bin.38	LiuW_2016__SRR3993015__bin.93	BackhedF_2015__SID503_M__bin.48	YuJ_2015__SZAXPI003411-6__bin.52	FengQ_2015__SID31477__bin.4	CosteaPI_2017__SID713B058-11-90-0__bin.16
CosteaPI_2017__SID713B033-11-90-0__bin.37	0.9798984110226006	0.9793213548086113	0.9802918239716654	0.959497482638603	0.9584065003807833	0.9611591470357091	0.9595006121005822	0.9601835632928791	0.9528452975587476	0.9604609508277195	1.0	0.9591141057331951	0.9808739026139776	0.9580655584676696	0.9786642199697075	0.9792320562728426	0.9797926990775824	0.9596206994408666	0.9586737485342534	0.9813667331391581	0.9763443054144803	0.9585353400115424	0.9584141649466881	0.9605076800191905	0.9792953498059704	0.978331519213919	0.9595813815594426	0.9609852115089997	0.9795770443334559	0.9618565452732747	0.9621759172991599	0.9793503703734722	0.9797653286136854	0.9634858620274351	0.9793538035818321	0.9599241448429748	0.9800400618520427	0.9593253381054508	0.9602603032433299	0.9788781824099678	0.9542481085368002	0.9570220476756933	0.9786191904661661	0.9809715250240739
CM_madagascar__A83_02_1FE__bin.23	0.959207624714956	0.9587550985663489	0.9609173598608189	0.9723440692341059	0.9802028489597611	0.971800017095339	0.979672267897665	0.9723058548050074	0.9637076289452915	0.9809143960443831	0.9591141057331951	1.0	0.9584402122483613	0.9783751743458093	0.9578759095540227	0.9579391618187871	0.9587010414502442	0.9787945441130875	0.9774521450908501	0.9588226919071934	0.9559882366798257	0.9780478481355446	0.9801308229363984	0.9782694032700694	0.9583971978382313	0.9575986330819304	0.9784900308302257	0.9741001823204833	0.9583088114676035	0.9723154441835807	0.9716388752378126	0.957045060394925	0.9581904204263105	0.9734344344875125	0.9572658886003899	0.9776870055643279	0.9608100290563905	0.9797251792881881	0.9794887135640412	0.9597601175654309	0.9659662464145153	0.9683950936897612	0.9571947491851188	0.9581098174454002
SchirmerM_2016__G89002__bin.6	0.9812128380538329	0.9814794234813383	0.9811696935855818	0.957968409596438	0.9570657607844555	0.9592102774895295	0.9584086188427589	0.959015509608524	0.9527303540893638	0.9598473831527263	0.9808739026139776	0.9584402122483613	1.0	0.9571192833569071	0.9809343194062563	0.9808972468855186	0.9817846384306307	0.9587212818143556	0.957205331959712	0.984011694615848	0.9794682524554521	0.9581234542446883	0.9581531161445002	0.9582746838278752	0.9807850258529854	0.979816789262381	0.9589626422536994	0.9598336584079596	0.9816784623007329	0.9619719013397792	0.9619069430130921	0.980205895118662	0.9817577899272015	0.962622409510133	0.9835827288172735	0.9592884995634402	0.9814268479734659	0.9586320408013569	0.959172503442201	0.9809083084175995	0.954713389196484	0.9571055746946184	0.9817106488561423	0.9818490214298743
CM_madagascar__A92_01_1FE__bin.11	0.9586305278174037	0.9582823163166202	0.9607534785460006	0.9726360104921409	0.9806690328425339	0.9708043375938358	0.9789818526239729	0.9728496017984714	0.9638035183992605	0.9798890608542932	0.9580655584676696	0.9783751743458093	0.9571192833569071	1.0	0.9571540961089016	0.9573783396997595	0.9585024597890973	0.978567604306134	0.9775694699309979	0.9573309779227748	0.954960398289018	0.9782728796113968	0.9793566977194587	0.9783717801743914	0.957638137666061	0.9563824403620262	0.978806656852275	0.9735821747846531	0.9575893743330802	0.9731038553543135	0.9714833305191745	0.9560045061685497	0.9573805932742135	0.9734898891344427	0.95655706842138	0.9795799752641322	0.9599705684600455	0.9795145537851053	0.9845923877995787	0.9581560957613903	0.9650441360822147	0.9682171579261715	0.9563721127834915	0.9577984493175177
FengQ_2015__SID530026__bin.77	0.9802514163174774	0.9793306024978866	0.9806580646097162	0.9583162933247191	0.9572244382810309	0.959395205475063	0.958139676367365	0.9585532518656741	0.953075355173766	0.9593306343065799	0.9786642199697075	0.9578759095540227	0.9809343194062563	0.9571540961089016	1.0	0.9797762153171543	0.9800756962012733	0.9585416990335318	0.958739054561976	0.981921829233725	0.9756637336395647	0.9574222885715089	0.9580494077385371	0.9578418308486187	0.9783022495330586	0.980222596286712	0.9576854144976643	0.9603277896671788	0.9810831409038687	0.9609027791742917	0.9608230704234958	0.9800395753770692	0.9795383434829902	0.9619772469040778	0.9795959571966413	0.9580418556049988	0.9805013038641793	0.9575248435079411	0.959419574187909	0.9793574511560541	0.9528414359517817	0.9568241172962635	0.9809793915576219	0.9809301461481298
LiSS_2016__FAT_012-22-84-0__bin.14	0.9811041076466066	0.9816593396459428	0.9801555564909523	0.9593013700416969	0.9583284479959594	0.9598377253399341	0.9581343039590622	0.9591498853831422	0.9521315607819935	0.9595830137577726	0.9792320562728426	0.9579391618187871	0.9808972468855186	0.9573783396997595	0.9797762153171543	1.0	0.9791583259592925	0.9590256607517759	0.9580518267061789	0.9815074450545884	0.9758885094784553	0.9586362595466551	0.9578422044927866	0.9596905840601571	0.9801508010351683	0.9791449767330909	0.9595676333340752	0.9608729532866402	0.9796352280394194	0.9602331867591796	0.961678391518597	0.979026509117165	0.9793430269651161	0.9624482476727935	0.9802931982800008	0.9583855280159755	0.9814460964896388	0.9591662998007732	0.9591006075623049	0.9796407656329835	0.9529554525464458	0.9560539029358565	0.9791387248896782	0.9800436816075675
LiuW_2016__SRR3993030__bin.34	0.9804128955840369	0.9795541852326429	0.9986453180744903	0.9592264223204725	0.9588079189991746	0.9596245913702433	0.9595493839811583	0.960297917700719	0.9532311598204211	0.9598685253490313	0.9797926990775824	0.9587010414502442	0.9817846384306307	0.9585024597890973	0.9800756962012733	0.9791583259592925	1.0	0.9596553649160495	0.9587775222262572	0.9817460244040075	0.9795552230445047	0.9593680205433393	0.9587748899350255	0.9592262878524488	0.9794089258629407	0.979079236430587	0.9586532026298177	0.960450656162332	0.9811427555622088	0.9611992830202966	0.9615764261965221	0.9816536247545804	0.9803268924450739	0.9622358687283085	0.9809224509684178	0.9594416930636683	0.9808666120366345	0.9594232361514072	0.9601667194662534	0.985148341699349	0.9543752138565083	0.9570424418950246	0.9796438608561799	0.9809923192485375
CM_madagascar__V30_01_1FE__bin.15	0.9601670900871078	0.9599929848630278	0.9620863592375247	0.9734505496222567	0.9808294266137757	0.9730849804171601	0.9794152698216125	0.9730627288171899	0.9640379022919926	0.9806480101473277	0.9596206994408666	0.9787945441130875	0.9587212818143556	0.978567604306134	0.9585416990335318	0.9590256607517759	0.9596553649160495	1.0	0.9779977679235271	0.959478791004235	0.9575661401298575	0.9781849472518916	0.9802169529541763	0.9788849876518572	0.9594175429399093	0.9588579559182797	0.9811241408836769	0.9759360526904131	0.9594278072538942	0.9740154286531025	0.9734411464221111	0.9584121932454059	0.9596209443661746	0.9755093727873415	0.9582373284147038	0.9783307674291207	0.9623162560016884	0.9794157800124421	0.9797206520023243	0.9597459709400263	0.9654623705560319	0.9685550028174662	0.9581546566033784	0.9590998503788298
CM_madagascar__A95_01_1FE__bin.37	0.9589658134264258	0.958734062805985	0.9614626806609395	0.9730520733847315	0.979117419495133	0.9724811954972356	0.9782575803949787	0.9726640004059923	0.9625903487478666	0.9790641709743932	0.9586737485342534	0.9774521450908501	0.957205331959712	0.9775694699309979	0.958739054561976	0.9580518267061789	0.9587775222262572	0.9779977679235271	1.0	0.9590826066186457	0.9555620796920101	0.9772130376152126	0.978312629085473	0.9774989129347971	0.9577817033577495	0.9577685605852411	0.977789666165308	0.9743088990671964	0.9582286183950559	0.9733122544860036	0.9714626009283065	0.9560742738737451	0.9582077402350476	0.9738960596397048	0.9568064661717943	0.9762440712935763	0.9606553782872401	0.9774334639888608	0.9783168567974357	0.959165292263574	0.9647018738399131	0.9695179642333283	0.9563762800592727	0.9592494294030195
FengQ_2015__SID31449__bin.44	0.9819796513114167	0.9818291721230346	0.981659823350365	0.959005276986495	0.9591667273654308	0.9595734495645426	0.9598391690966064	0.9606786198972339	0.9536578980999377	0.9605018800049472	0.9813667331391581	0.9588226919071934	0.984011694615848	0.9573309779227748	0.981921829233725	0.9815074450545884	0.9817460244040075	0.959478791004235	0.9590826066186457	1.0	0.9778190741007433	0.9590195477044628	0.9592743059277522	0.9599469788600075	0.9817091480370952	0.9810953941403759	0.959187781898126	0.9612392724380058	0.9824158907457996	0.9620404245781582	0.9625165406252542	0.9812450230676862	0.9823718526208964	0.9629803706121174	0.9832412573817212	0.9592773676882745	0.9824740273602192	0.9596523325980519	0.9598125868952145	0.9807937875294535	0.9540537898903677	0.9567410452384175	0.9816632500970696	0.9825630467031562
LiuW_2016__SRR3993011__bin.58	0.9774998216051459	0.9769901726523059	0.9797901214552233	0.9558906980303512	0.9569602030181881	0.9564657440717174	0.956145284179197	0.9573125765749027	0.9509361974854076	0.9566796159260162	0.9763443054144803	0.9559882366798257	0.9794682524554521	0.954960398289018	0.9756637336395647	0.9758885094784553	0.9795552230445047	0.9575661401298575	0.9555620796920101	0.9778190741007433	1.0	0.9573126943921596	0.9565182892111186	0.9568200587523239	0.9764093055161067	0.977044055687943	0.9578319929847666	0.9577804553712456	0.9779699103257341	0.9583263295480744	0.9590949210267188	0.9814845505781064	0.976890897849505	0.958782917541144	0.9790915314907358	0.9576368926991402	0.976951218070073	0.9561540955768931	0.9574520508186675	0.9773984510826617	0.9518661933957191	0.9547216775638704	0.9782103915868902	0.9781669011883839
CM_madagascar__V18_02_1FE__bin.4	0.9595625172788144	0.9591985730975674	0.9619237598874617	0.9738027663568712	0.9806566597801988	0.9725531353938509	0.9792022872091142	0.9726131370153811	0.9638778586251909	0.9801601710006188	0.9585353400115424	0.9780478481355446	0.9581234542446883	0.9782728796113968	0.9574222885715089	0.9586362595466551	0.9593680205433393	0.9781849472518916	0.9772130376152126	0.9590195477044628	0.9573126943921596	1.0	0.9800713984121088	0.9797534342755267	0.9586985084493658	0.9589452615181666	0.979441839832965	0.9739408844331238	0.9592322233590178	0.9734140037958916	0.97171909277685	0.9580306826534726	0.9586229353881853	0.9738793036413983	0.9573081246551989	0.9783850425193181	0.9610095318637315	0.9802407333380123	0.9788076772815308	0.9603546385947065	0.9665415667553952	0.9684803538259816	0.9578532209419225	0.958730216973249
CM_madagascar__A39_04_1FE__bin.29	0.9595357636428896	0.9585390736278928	0.9614353250055043	0.9725066505376632	0.9823106902370967	0.9716634326912887	0.9804452521703699	0.9717534970080551	0.9634586205669865	0.9815357403830358	0.9584141649466881	0.9801308229363984	0.9581531161445002	0.9793566977194587	0.9580494077385371	0.9578422044927866	0.9587748899350255	0.9802169529541763	0.978312629085473	0.9592743059277522	0.9565182892111186	0.9800713984121088	1.0	0.9796581296446529	0.9578318718874965	0.9581330131320877	0.9799821313582782	0.9731934304337724	0.9582416995836447	0.9719279934900759	0.9713561699302407	0.9579426063373959	0.9585361243875001	0.9726797730763082	0.9563288292823724	0.9799990016577735	0.9605686930119495	0.9801710022448171	0.9791614752284784	0.9596478086279518	0.9659131479017234	0.9683823818852934	0.9574777553410642	0.9586597700889236
CM_madagascar__A36_01_1FE__bin.6	0.9609417164352348	0.9596034725283547	0.9613042738645987	0.9730011020908682	0.9802729928950596	0.972487864809332	0.9793021747702064	0.9722976696704546	0.962803823632259	0.9807311682450951	0.9605076800191905	0.9782694032700694	0.9582746838278752	0.9783717801743914	0.9578418308486187	0.9596905840601571	0.9592262878524488	0.9788849876518572	0.9774989129347971	0.9599469788600075	0.9568200587523239	0.9797534342755267	0.9796581296446529	1.0	0.9590435680696706	0.9578723904039235	0.9803673342100155	0.9739094086935853	0.9589212157109306	0.9724112998772271	0.9712511227649817	0.9573972590572791	0.9583004799140366	0.9735126711079337	0.9572961177353091	0.9791280470711138	0.9622226536789248	0.9870134901716001	0.9784610324473533	0.9602014875247338	0.9654260264137234	0.9681852589990865	0.9586509365602132	0.9597323172405933
LiSS_2016__FAT_023-22-42-0__bin.7	0.980604064035575	0.9797568514860199	0.9798655159389502	0.9585491221238394	0.9588811220941524	0.9603481535182888	0.958393944538302	0.9585702087243204	0.9526488115387551	0.9593952091922482	0.9792953498059704	0.9583971978382313	0.9807850258529854	0.957638137666061	0.9783022495330586	0.9801508010351683	0.9794089258629407	0.9594175429399093	0.9577817033577495	0.9817091480370952	0.9764093055161067	0.9586985084493658	0.9578318718874965	0.9590435680696706	1.0	0.9786239685047792	0.9599562212419668	0.9611980732404939	0.9793102384460679	0.9609970855948002	0.9616105599031842	0.9789314538058257	0.9797064958003721	0.9630479685312591	0.9793508677151684	0.9594142956206985	0.9811682176265605	0.9589471852550452	0.9598075535803248	0.978724284909876	0.9535590549672296	0.9566342208948131	0.9794318646013889	0.980795120013167
CosteaPI_2017__SID713A078-11-0-0__bin.40	0.9790310625665608	0.9784261770952384	0.9797947592976455	0.9582579070701365	0.958206177307263	0.9585024502151573	0.9579507679161913	0.9591088632428414	0.9517059950700111	0.9591480951270892	0.978331519213919	0.9575986330819304	0.979816789262381	0.9563824403620262	0.980222596286712	0.9791449767330909	0.979079236430587	0.9588579559182797	0.9577685605852411	0.9810953941403759	0.977044055687943	0.9589452615181666	0.9581330131320877	0.9578723904039235	0.9786239685047792	1.0	0.9588749079878865	0.9595130499801388	0.9795085070337222	0.9599017177040269	0.96036221353013	0.979078719091437	0.9801345546984572	0.9622864788235778	0.9793101288983079	0.9584271987276692	0.9799688454296346	0.9575459875350681	0.9592108760664386	0.9791342428710985	0.9538581673306773	0.9564953539511605	0.9786489405554295	0.9793667695902528
CM_madagascar__V40_01_1FE__bin.60	0.9594534792170065	0.9594628106137759	0.9604120825123802	0.9733126087435897	0.9811563093246697	0.9721682221991527	0.9796752038139606	0.9730247791641252	0.9648717327724088	0.9808278778052542	0.9595813815594426	0.9784900308302257	0.9589626422536994	0.978806656852275	0.9576854144976643	0.9595676333340752	0.9586532026298177	0.9811241408836769	0.977789666165308	0.959187781898126	0.9578319929847666	0.979441839832965	0.9799821313582782	0.9803673342100155	0.9599562212419668	0.9588749079878865	1.0	0.9745861463573711	0.9589512042299194	0.9728050642715379	0.9725900268251488	0.9577974739503071	0.958804945970757	0.9739747847956621	0.9572308255815889	0.9792127231332696	0.9616142451624974	0.981079427056441	0.9792650414973306	0.9598278358106506	0.96594184801774	0.9696053593266758	0.958087637565559	0.9592052531833201
BritoIL_2016__M1.15.ST__bin.56	0.9620910726503307	0.961104757139283	0.9624392718086932	0.979779327089908	0.9739528783890857	0.9794225094475106	0.9752007953434456	0.9791536299338044	0.9644060076811048	0.9755265097826631	0.9609852115089997	0.9741001823204833	0.9598336584079596	0.9735821747846531	0.9603277896671788	0.9608729532866402	0.960450656162332	0.9759360526904131	0.9743088990671964	0.9612392724380058	0.9577804553712456	0.9739408844331238	0.9731934304337724	0.9739094086935853	0.9611980732404939	0.9595130499801388	0.9745861463573711	1.0	0.9603434900251657	0.977298120259869	0.9766808010327718	0.9575797911157037	0.9600389484690763	0.9760052841097578	0.9582670983507711	0.9727276667208408	0.9631375279802529	0.9745242941027	0.9748967483671097	0.9609793429138102	0.9664350678626008	0.9709668391702908	0.9609307889097758	0.9611498433868849
XieH_2016__YSZC12003_37210__bin.7	0.9801835041419081	0.9795892183811161	0.9816787313475154	0.9584182924681526	0.9585131160052064	0.9591115393842937	0.9589508152188593	0.9599836138763583	0.9526280906225533	0.9593905010889058	0.9795770443334559	0.9583088114676035	0.9816784623007329	0.9575893743330802	0.9810831409038687	0.9796352280394194	0.9811427555622088	0.9594278072538942	0.9582286183950559	0.9824158907457996	0.9779699103257341	0.9592322233590178	0.9582416995836447	0.9589212157109306	0.9793102384460679	0.9795085070337222	0.9589512042299194	0.9603434900251657	1.0	0.9611163775082812	0.9610689461330444	0.9802714122112044	0.9808367341582794	0.9625427594838818	0.9813549020945009	0.9594703628530757	0.9809608066847444	0.9590441710918005	0.9599304169918005	0.9808732612055642	0.9543399175057004	0.9558400080802241	0.9802110582851603	0.9814314359250613
