	ZeeviD_2015__PNP_DietIntervention_8__bin.59	ZeeviD_2015__PNP_Main_740__bin.7	LiuW_2016__SRR3992977__bin.5	BritoIL_2016__W3.23.ST__bin.37	CM_madagascar__V31_01_2FE__bin.4	BritoIL_2016__M2.11.ST__bin.54	CM_madagascar__A09_02_1FE__bin.52	BritoIL_2016__WL.33.ST__bin.20	BackhedF_2015__SID377_M__bin.20	CM_madagascar__A93_01_1FE__bin.13	CosteaPI_2017__SID713B033-11-90-0__bin.37	CM_madagascar__A83_02_1FE__bin.23	SchirmerM_2016__G89002__bin.6	CM_madagascar__A92_01_1FE__bin.11	FengQ_2015__SID530026__bin.77	LiSS_2016__FAT_012-22-84-0__bin.14	LiuW_2016__SRR3993030__bin.34	CM_madagascar__V30_01_1FE__bin.15	CM_madagascar__A95_01_1FE__bin.37	FengQ_2015__SID31449__bin.44	LiuW_2016__SRR3993011__bin.58	CM_madagascar__V18_02_1FE__bin.4	CM_madagascar__A39_04_1FE__bin.29	CM_madagascar__A36_01_1FE__bin.6	LiSS_2016__FAT_023-22-42-0__bin.7	CosteaPI_2017__SID713A078-11-0-0__bin.40	CM_madagascar__V40_01_1FE__bin.60	BritoIL_2016__M1.15.ST__bin.56	XieH_2016__YSZC12003_37210__bin.7	LiSS_2016__FAT_006-22-0-0__bin.79	ZellerG_2014__CCIS11362406ST-4-0__bin.21	LiuW_2016__SRR3993002__bin.18	CosteaPI_2017__SID713B074-11-0-0__bin.52	FengQ_2015__SID530450__bin.62	XieH_2016__YSZC12003_35515__bin.28	CM_madagascar__A13_01_1FE__bin.33	ZeeviD_2015__PNP_DietIntervention_28__bin.20	CM_madagascar__A90_03_1FE__bin.26	CM_madagascar__A28_02_1FE__bin.38	LiuW_2016__SRR3993015__bin.93	BackhedF_2015__SID503_M__bin.48	YuJ_2015__SZAXPI003411-6__bin.52	FengQ_2015__SID31477__bin.4	CosteaPI_2017__SID713B058-11-90-0__bin.16
CosteaPI_2017__SID713B033-11-90-0__bin.37	0.7464155846877718	0.8782744925440389	0.583455416182003	0.6364886248126841	0.4994907101763652	0.6180415396061911	0.8269001435652383	0.7947755876219519	0.7158267576262484	0.7749080448929548	1.0	0.8148029383717397	0.7428720383120081	0.7880694143167029	0.4317268697538433	0.8101381160468212	0.8138163203286282	0.6148275645257631	0.8226282917832479	0.5830325798778123	0.590637345824557	0.630072201787754	0.7097928259297683	0.8212790929191948	0.8766905592756767	0.8096691711989269	0.4418298804321628	0.5991972921709788	0.7134788896224339	0.8350880777976882	0.8182574114244396	0.6256431617885924	0.7673488635291899	0.46549875821308434	0.8516882014524191	0.5865750783321282	0.6790510023368649	0.8321093610822933	0.7162653127521561	0.6068937512444067	0.704929946451214	0.7188405797101449	0.7168285705303531	0.8586154861831558
CM_madagascar__A83_02_1FE__bin.23	0.65084146517388	0.7554222729706667	0.5320822809415412	0.6302022792789048	0.5173390971395319	0.600703197396507	0.8300878507734927	0.7877385455354545	0.7373352339549475	0.7902070715838323	0.7604527261124382	1.0	0.6500839875889083	0.8225169870094305	0.39261007019748695	0.715259823613838	0.7272826408534215	0.6356195398898259	0.8351926335427114	0.5255011748482233	0.514812867827741	0.6536953316592867	0.7303223314074462	0.8259170784544327	0.773995388629034	0.7160662022694987	0.446498561085995	0.5881952815356892	0.6289983349185431	0.8264828638423038	0.8040079317536657	0.5625310216167183	0.6756509343772081	0.45189039314015783	0.7584257767323815	0.6147426947913025	0.5950986456848473	0.8350278369344897	0.7388819748208387	0.5433940766133074	0.6964221531630435	0.7328915936614432	0.626805121898144	0.7557978331935578
SchirmerM_2016__G89002__bin.6	0.7402438057646824	0.83043513756225	0.5625818611634668	0.620758157128473	0.4910959900896968	0.6162780516836038	0.7880862205847031	0.7735863678904282	0.7002381738349537	0.7566544917597532	0.8387558404649418	0.786450476288511	1.0	0.7528564887284499	0.45075847658667195	0.7880939112450469	0.7930029189013951	0.611428202952977	0.7993394314353967	0.605823486330147	0.5648577050359627	0.6197648787656135	0.686209817778677	0.7737460969898755	0.8708057800636787	0.7840681463497168	0.4487228179526042	0.5878137345728311	0.6937028873105288	0.8171900456825224	0.8059504413847448	0.6106242331524253	0.7637192506693833	0.4651033328955573	0.8314976318682034	0.5786346356579242	0.6649392260356066	0.7903833616704588	0.6917512343509852	0.5862690950222497	0.6917370362088121	0.7111027105436587	0.6885838654678702	0.8238128874170149
CM_madagascar__A92_01_1FE__bin.11	0.6489123335182355	0.7456723495757992	0.5347478267224453	0.6348122295297783	0.5249153602979277	0.6113602695072247	0.8315950327114495	0.7847103979829589	0.725807458443949	0.7883045719903107	0.7633239968717186	0.8536300294710089	0.6458551033261588	1.0	0.396083862706816	0.7117342523970888	0.7289352322941762	0.6455267454353432	0.8352308224020268	0.5343529852401352	0.5182512683901987	0.6641695565036939	0.7520689845925546	0.8473247459540167	0.761899928492076	0.7210581954729242	0.4595350919173716	0.5918856522826964	0.6263764260349745	0.8168092849664359	0.8055233146790187	0.5550172019949138	0.6793704460642983	0.47099869012099504	0.7588513259416436	0.6278233322895579	0.6000803893197917	0.8510148390361199	0.7673094598030563	0.5447685787381414	0.7015942359233682	0.7324679977933538	0.6307344000820133	0.7471162107803905
FengQ_2015__SID530026__bin.77	0.7795821229074474	0.8632928853485323	0.5971330907248263	0.6804259111082719	0.5559105777236883	0.675866444774804	0.8542703175601712	0.8256986724384537	0.7814098073460355	0.8181064193084899	0.8921525423545297	0.8693043213692908	0.8249970495023133	0.8450311994828779	1.0	0.8592932015119541	0.8713940316574867	0.7038956314227462	0.8388638472540882	0.8250825868664415	0.5694882808397387	0.6933745356349742	0.7511014289070815	0.8474901280137033	0.9095556063245678	0.8619351150369272	0.5189530226630705	0.6455753903589646	0.7614860980128263	0.8614716974186123	0.857286863084997	0.6330923489534666	0.8381384037861652	0.6794471038022982	0.9116658888902123	0.6652403220968998	0.7124980916505788	0.8596721645175855	0.7630409290873597	0.6369296200733456	0.7846743029516887	0.7897968000363804	0.778053277867586	0.8742135164193843
LiSS_2016__FAT_012-22-84-0__bin.14	0.8006145695618019	0.9284724617271177	0.6401157527159855	0.6885556178268284	0.5311068958249506	0.6806956659194114	0.882718045256845	0.8444649221130079	0.7772029660286256	0.8376629830813742	0.9257947969956506	0.8757897673928455	0.7976494989557587	0.8397095524132513	0.4751896878772202	1.0	0.8749155745243433	0.6662259776589834	0.8663945891054013	0.6457255561303673	0.6256442681688413	0.6850546550171486	0.753945843153034	0.8685668985074055	0.942130827154107	0.8609476490199459	0.4842537506466632	0.6415946954455749	0.7623315083060298	0.8991187417370811	0.8729187024582783	0.6791694209729647	0.8249404830334732	0.4995245827824721	0.9179168822210726	0.6371578672568067	0.743599830430534	0.8826946935295358	0.7655486578145657	0.6550752284876703	0.751002327987584	0.7765934260696289	0.7629590111321876	0.9093503908719894
LiuW_2016__SRR3993030__bin.34	0.7780291707772375	0.9192882755687356	0.6855073576757896	0.6802267262920977	0.538925088168054	0.6566922063575518	0.8791314929790465	0.8545501804712929	0.7873959557889638	0.8384294566957508	0.9175390922677946	0.8785809226188718	0.7918655001506388	0.8484820916947761	0.47542577638100414	0.8631944895704724	1.0	0.6687752172449034	0.8784196503996361	0.6385730066930925	0.6348401160214794	0.6781774467004177	0.7630816580910804	0.8648485636139155	0.938250462254621	0.8602136118478961	0.4801729688856858	0.6315130642312395	0.7576746081912109	0.9050041647221451	0.8707772375781994	0.6893229520495749	0.8192492866805687	0.5048434832436391	0.9141246108495442	0.6420932307019772	0.7187359329863716	0.8775630763414245	0.7738614949284909	0.6586918637279284	0.763091700683487	0.7950425037955092	0.7598668470395028	0.9217114940423797
CM_madagascar__V30_01_1FE__bin.15	0.6828209484428931	0.767266185381271	0.5678321409466665	0.6787595643375078	0.5514387852570497	0.6549851882441922	0.8521257139902652	0.8107774166627447	0.7499209531492464	0.8241308657900476	0.777823000015246	0.861598741613908	0.685095906864581	0.8431352533045561	0.43092896124152275	0.7375531867646737	0.7504287090207536	1.0	0.8469672855410881	0.5629945399672146	0.5472096958833991	0.6963805491054945	0.7636535620134973	0.8503147622396674	0.788988989121695	0.7407336210616605	0.5233160037889459	0.625598320030704	0.6701502519887658	0.8579781638460585	0.8285442320987884	0.5806884400692298	0.7048088988525115	0.4849439778231326	0.7787708993576159	0.6764110277151185	0.6281656026551787	0.8492163921625296	0.7894185267257899	0.5800202704628599	0.723579957298129	0.7669818155785599	0.6583465851429041	0.7770746235414447
CM_madagascar__A95_01_1FE__bin.37	0.6930389877712296	0.7965162614976041	0.561988151358508	0.6725611632459382	0.5327456420944839	0.6316774025047128	0.8955721456074432	0.8458507774539643	0.7606145157494874	0.8375127679326422	0.8119856947436199	0.8833071725397001	0.6988024648898015	0.851151376609406	0.40068785216867375	0.748350059863826	0.7690394118605367	0.6608211299911303	1.0	0.5521384186123488	0.5443351753635144	0.6880414573156698	0.7669960254557021	0.8896710980551368	0.8253196831742567	0.7715829133383845	0.47176728875051394	0.6265707466299123	0.6544111752704216	0.8813186074355268	0.8732366030446509	0.5790577459653333	0.7268125292531115	0.4917243109195239	0.8044343191685781	0.6417117692540424	0.6321919986760138	0.8996040971164513	0.7849867213500521	0.5713424236703896	0.7392140383904259	0.7767562857017256	0.6648815265146324	0.7903700696385673
FengQ_2015__SID31449__bin.44	0.79396523098831	0.9039147409860449	0.6084073688286953	0.6974042179732717	0.5573060307908639	0.6936501454459544	0.8656230388340292	0.8309368375673545	0.7877414593632203	0.83367282900703	0.9033975817732635	0.8724492156959851	0.8314012254318929	0.854810595512487	0.6186620595926539	0.875544864170609	0.877603758618982	0.6895453464195452	0.8667409795498847	1.0	0.5862913027135027	0.7067601720833073	0.7573906273214319	0.8538046924282857	0.932782292208757	0.8686147683459592	0.5081401834332064	0.6368511255316713	0.7625979415926718	0.8856420527567347	0.8785893650307819	0.6423084948068934	0.8335981372525937	0.6443024399035827	0.9124498976641777	0.6723386394247436	0.730199581239055	0.8630835191831969	0.781313097280327	0.6408714904008918	0.7974091703613376	0.7915799660477264	0.7778301882962892	0.8887864132451213
LiuW_2016__SRR3993011__bin.58	0.7395175273275537	0.8392159819072748	0.6463271767810026	0.6403241613267998	0.5121356954391255	0.6116901620806634	0.8029287598944591	0.7789687146626461	0.7010418394270637	0.7669084055785903	0.8497964568413118	0.7936404070863173	0.7197994722955146	0.7698213343384848	0.3965050885789672	0.7877090086694308	0.8101402186204297	0.6223294383716548	0.7934428948360347	0.5444040708631738	1.0	0.637212966453072	0.7030523935167735	0.799641160949868	0.8440211081794196	0.7842419901997738	0.4625118733509235	0.6037580098002262	0.7199487372785526	0.8207289860535243	0.7977429325292122	0.7141477572559367	0.7608413117225782	0.3969129287598945	0.8390456087448172	0.5974232943837166	0.7012446287222013	0.8044312099509988	0.7220784018092725	0.6534481718808896	0.6728322653599699	0.7262698831511496	0.7321153411232567	0.8346912928759894
CM_madagascar__V18_02_1FE__bin.4	0.701469129495839	0.8126126747049173	0.5860165792297443	0.7004400225957549	0.5812061970749849	0.6663585427359784	0.8895990604922955	0.850199739986648	0.7899094818382566	0.8560547703801006	0.8125538879023517	0.9032700327854674	0.7078924323140918	0.8842933826331623	0.43271276092556105	0.773092402042267	0.7757236182398556	0.7098736151315879	0.89894210783797	0.5882308821263794	0.5711529781259037	1.0	0.7985673588643741	0.8834784759217366	0.8177109094791354	0.770385506282755	0.530098842913555	0.6462250764228433	0.6762941880799285	0.8701176546903759	0.8541202115784324	0.598440865882302	0.7408029060951778	0.5126932193815358	0.8145046637530036	0.6960627707909325	0.663172568321076	0.8857400785445739	0.8128998516140018	0.5951548863320009	0.76789416213265	0.7941401044918522	0.6815336463223787	0.8102672839956646
CM_madagascar__A39_04_1FE__bin.29	0.673892585059809	0.7675945396256334	0.5532053270823997	0.6440311627425971	0.5501648913555564	0.6289013754352097	0.8516615533110414	0.8221638112309972	0.7429200133291967	0.8114125501281212	0.7783032851873557	0.8580492261022441	0.6664270858469211	0.8513938203086399	0.3985527479977478	0.7234387029312742	0.7421472646420076	0.6618905626989325	0.8520510875935055	0.5359830857090329	0.5358101508727177	0.6789955990669563	1.0	0.8654222252864053	0.778850816413297	0.7387695772576327	0.4835844048398773	0.6107432176221173	0.6457995794408632	0.8444252932997806	0.8073695519781218	0.561824491249842	0.6961247658772565	0.47436542682156113	0.7703316212210004	0.6560567410114102	0.6168717754260172	0.8701897112390408	0.7816039849701817	0.5614326588300182	0.7080791018879199	0.758962161168373	0.6489922667677848	0.761427488020959
CM_madagascar__A36_01_1FE__bin.6	0.6699276627464382	0.7651310168572298	0.5357285607090586	0.6381626684299027	0.5171843696059713	0.6079310951132112	0.8378476633407874	0.8034482160855665	0.7237851130377931	0.7935161452490447	0.776340938526955	0.836524245733687	0.6477965740720104	0.8269269916271053	0.3876736923697942	0.7184711356775457	0.725109521226935	0.6353513965968554	0.8520134818215813	0.5208757735826628	0.525367072557658	0.6475835989331431	0.7460578549441188	1.0	0.7855206623031528	0.7295522816819092	0.45422842326580043	0.6043020978051178	0.6254861900481176	0.8302394979730215	0.8127913858985694	0.557643207207475	0.6821791814325302	0.4697231075549216	0.7698813530360101	0.6201355611523441	0.6147913710398387	0.9204438798126809	0.7559413872606197	0.5449276008350606	0.6925971327602817	0.7341233225112246	0.6370413295592158	0.7648363186999602
LiSS_2016__FAT_023-22-42-0__bin.7	0.7384400748499247	0.8590505216557506	0.5761717522759701	0.631001927441754	0.4892105662428474	0.606705842145943	0.8094708756041454	0.7831242334038478	0.7092832399412112	0.7714579234816351	0.854755795224256	0.80856411464115	0.7519612856491157	0.7669184993029434	0.4291359921778457	0.8038060461288459	0.8113651120271241	0.6080498917761634	0.8152169304276795	0.5869348771939146	0.5719459907627877	0.6182066362642061	0.6925206779813406	0.8101988386307756	1.0	0.8024338996800539	0.4298833675518527	0.5879632207536384	0.6954718656338617	0.8338303064545545	0.8189175368591946	0.6105663450176934	0.7612357900340073	0.46051503000995647	0.8415916694465488	0.5797686559043932	0.6725887948865834	0.8249588637033548	0.7003663314290501	0.5924234629890825	0.6931551552298141	0.7223176095022419	0.6940706006640045	0.8473453870387844
CosteaPI_2017__SID713A078-11-0-0__bin.40	0.739497013873186	0.8452318404916136	0.5962333124947349	0.6279318134457731	0.4925180564238305	0.6124137082507548	0.8224324186518757	0.7819556581228413	0.7190236451585729	0.7750550892734424	0.8564253822996059	0.8115503473838691	0.7345378708272924	0.7874224648958291	0.4411908150552223	0.7968984849895585	0.80703069924582	0.6193220361527514	0.8268367894370475	0.5929567754264153	0.5765513671450677	0.6318706410750943	0.7126457039234204	0.8163504298515138	0.8705535086435846	1.0	0.4487370479243426	0.5929717393135677	0.7026886225686454	0.8178867222658207	0.8206772101107106	0.6222915364254267	0.7587023317061492	0.4589690214282864	0.8496545004721938	0.5840427324279628	0.6646083008561561	0.8247734356641527	0.7151590827469706	0.5968285426725725	0.6955436435624249	0.720559383354837	0.6937634952093392	0.8301493506781412
CM_madagascar__V40_01_1FE__bin.60	0.7129321908249635	0.8039373568880519	0.605640086636562	0.719766723895316	0.6005388654791238	0.6805392913067294	0.8891377184544006	0.8456926569900569	0.7872187844170323	0.8523887960885799	0.8160889282886956	0.8836551880319216	0.7340725958644397	0.8763077262547881	0.4638530430221372	0.7827079151673987	0.7866506916795222	0.7640450525606756	0.8828064361907011	0.6057310588977646	0.5937604642295133	0.7592370717771141	0.8145869181888391	0.8875544139934693	0.8143991669263569	0.7835963463991437	1.0	0.6885080742720767	0.7043266020311977	0.8796785388693503	0.8572064547722693	0.6217334667593164	0.7548258848987982	0.5352643324861944	0.8138010726984501	0.7332702979438334	0.6620980526129363	0.8903193900600224	0.8472788648210265	0.6203688828412767	0.771176697164956	0.8064003824706131	0.7035997917315893	0.8063345727497431
BritoIL_2016__M1.15.ST__bin.56	0.720233932302427	0.8170255760338385	0.5872427905428391	0.7131861778159991	0.5611097402682731	0.6964202021027918	0.8848421446081831	0.8633068525432217	0.7789717900011535	0.8457290783020562	0.8348617825401994	0.8781053848815665	0.7253755663243777	0.8514087478591734	0.43527293805364003	0.7822576759493005	0.7804209087763305	0.6889899094611031	0.8844435456906785	0.5726596184254905	0.5846737986184825	0.6981788555684852	0.7760436210302541	0.8907116231736358	0.8402319174068001	0.7810823201669151	0.5193634389888144	1.0	0.6944775799059424	0.9062613611642009	0.8742559121855923	0.6252418239769659	0.7512436140219215	0.4929427550631553	0.8257232088234908	0.6737854778587792	0.6793461517683629	0.8992574087566196	0.8049697838659423	0.6143263459283778	0.7562012793127162	0.8112736330466244	0.699423564642378	0.8236674312562874
XieH_2016__YSZC12003_37210__bin.7	0.7947204652614631	0.8809837519919828	0.6373760042057534	0.6716456652811776	0.5321421413198837	0.6655952948134518	0.851525078447157	0.8213297409190228	0.7545325206591204	0.8204511327605185	0.894841709244443	0.845269020355189	0.7705787839458509	0.811065731324648	0.4621649772462173	0.8366682547766515	0.8428487407383068	0.6643697120044686	0.8315168640851665	0.6172692174998767	0.6275851418620316	0.6577167359411195	0.738661716144507	0.8298910775600059	0.8946412788118747	0.8331939082291479	0.4782519837684207	0.625141862031576	1.0	0.8582194548949383	0.8393487653813928	0.6725183590990488	0.8012696117892524	0.48775764346383216	0.8768989140613449	0.6287640670949087	0.7078802017447305	0.8516689940692307	0.7528837339203864	0.6496679754883439	0.7182138691287848	0.7547244081552186	0.7375471915096354	0.8783190129622632
