	LiJ_2014__V1.FI09__bin.34	HMP_2012__SRS011134__bin.88	RampelliS_2015__H10__bin.7	LiJ_2014__MH0303__bin.72	QinN_2014__HD-40__bin.75	CosteaPI_2017__SID713A005-11-0-0__bin.72	ZeeviD_2015__PNP_Main_25__bin.24	ZeeviD_2015__PNP_Main_531__bin.11	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.84	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.51	CosteaPI_2017__SID713B014-11-0-0__bin.12	LiuW_2016__SRR3993055__bin.4	ZellerG_2014__CCIS74726977ST-3-0__bin.72	LiuW_2016__SRR3993034__bin.118	BritoIL_2016__M1.16.ST__bin.117	NielsenHB_2014__MH0126__bin.28	BritoIL_2016__M1.20.ST__bin.55	LiJ_2014__V1.FI14__bin.47	LeChatelierE_2013__MH0126__bin.27	CosteaPI_2017__SID713B066-11-0-0__bin.77	BritoIL_2016__WL.37.ST__bin.22	CosteaPI_2017__SID713A051-11-90-0__bin.31	CosteaPI_2017__SID713B066-11-90-0__bin.4	ZeeviD_2015__PNP_Main_683__bin.4	XieH_2016__YSZC12003_35980__bin.54	LiuW_2016__SRR3993041__bin.58	CosteaPI_2017__SID713B072-11-0-0__bin.26	CosteaPI_2017__SID713A051-11-0-0__bin.2	NielsenHB_2014__MH0117__bin.3	Bengtsson-PalmeJ_2015__TRAVELRES2__bin.63	Bengtsson-PalmeJ_2015__TRAVELRES49__bin.8	BackhedF_2015__SID566_M__bin.39	CosteaPI_2017__SID713B063-11-0-0__bin.36	LeChatelierE_2013__MH0437__bin.18	LeChatelierE_2013__MH0117__bin.21	LeChatelierE_2013__MH0409__bin.6	FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.35
CosteaPI_2017__SID713B014-11-0-0__bin.12	0.7498630093928933	0.8224151208293825	0.6785770788259146	0.8293338013190912	0.7262702408205816	0.8927539041013364	0.881141920173504	0.864466260496938	0.8626500217403832	0.7021960406309425	1.0	0.8713461750022264	0.7836543750556606	0.8384443315225079	0.909173393961936	0.7285406702324387	0.5738277218697777	0.8083294480038138	0.7787415723273735	0.9089916129268842	0.6237137813074614	0.6155624472861192	0.9230374720387241	0.8493972937151958	0.49257893330679087	0.7928675827313255	0.795550817490793	0.30344755329013195	0.603180906181079	0.8359240186705362	0.5927413313496325	0.856452702879684	0.6916501212746675	0.8590762170685582	0.6802953548921101	0.7152376512004358	0.8756706777237033
LiuW_2016__SRR3993055__bin.4	0.7396749117147603	0.8233894179929544	0.6644034199818488	0.815030905204783	0.6850056167410871	0.8706679123912517	0.8714355893711112	0.8606718796771364	0.8254881170000826	0.6846819320443553	0.7940797209627853	1.0	0.7642587166904338	0.8380970204298513	0.8883736562669033	0.6977921170841069	0.5623644450979671	0.8368290166621233	0.7500313897770061	0.9126853369400147	0.5995967786211509	0.6512063461297002	0.9198636895949692	0.8391826531737571	0.4756403395156474	0.7432941649388365	0.7949175773680424	0.3303546066109019	0.5559380148579869	0.8257616735358161	0.5715016153203117	0.8460129731680663	0.6867930437389688	0.8189113022771075	0.6577206200041916	0.7057247792093213	0.8607964839630464
ZellerG_2014__CCIS74726977ST-3-0__bin.72	0.7525845298133093	0.8036683477265771	0.6733616319144123	0.8391584942316137	0.6888818512062381	0.8876917140157815	0.8625338318851379	0.8509108328565156	0.806571303109739	0.7202645340714029	0.7962156192199704	0.8520658407739086	1.0	0.7975798059906056	0.896840760601988	0.7100823675000998	0.603572540618222	0.8468874665673112	0.7668315790874373	0.8891618208673204	0.5883535814560019	0.6361661188806537	0.9080794666737635	0.8621335710768985	0.49271732911072375	0.7528655639978177	0.8231331585740709	0.3295264201407832	0.6439632207156258	0.8194435203789704	0.5472448803076473	0.8482835890407313	0.6908320581229791	0.8764801532913734	0.7227560511503506	0.7350337320860667	0.8456036513153518
LiuW_2016__SRR3993034__bin.118	0.7836549279330913	0.8641353032329279	0.7294492559808105	0.8656042369823176	0.7164321042688234	0.9024130208665011	0.9068325585344627	0.8909030121632809	0.8712745972107241	0.7220212698210533	0.849358933537116	0.931618162134624	0.7952158823154811	1.0	0.9402757434885054	0.7339436201150523	0.5934598484366045	0.8604794200683521	0.7870279564414443	0.9414177757965569	0.651800080663992	0.6724171602029336	0.9411911736610838	0.8855208134326774	0.5127778131567217	0.8184725848563968	0.851926914177758	0.33727631662739604	0.6008926107537838	0.8700014859156424	0.5995600628330043	0.8829507100554034	0.7467936063172642	0.8668656732259229	0.7053816680464455	0.7484429726803795	0.907227918232185
BritoIL_2016__M1.16.ST__bin.117	0.7324571367299242	0.8066600271155391	0.6539692823832596	0.8335756527175513	0.6748756901558962	0.8609433554207452	0.8489444567623464	0.8303156997517438	0.8032764912637804	0.6604064968250103	0.7885278733929681	0.8454591467692162	0.7655605392575576	0.805023462574377	1.0	0.6719219683118941	0.6017718696273249	0.8123920921492155	0.723732730200386	0.8788983130936068	0.5946722145689683	0.6268619215684849	0.8940085926453644	0.8204404275967854	0.4650087780196933	0.7292167207644692	0.7564494818605767	0.313964593503175	0.5717444087831084	0.8468898912834083	0.550748039939081	0.8233627993704542	0.6521459804666344	0.8198379610277734	0.6506507184163943	0.6872644201236556	0.8506923367706338
NielsenHB_2014__MH0126__bin.28	0.7957227467875027	0.8452551024204409	0.6985374177499002	0.8703176658209136	0.7366961316100806	0.9181603756036221	0.9043927071784836	0.9105312370563827	0.8676359343338517	0.7486079798408198	0.862310914678155	0.9062807701560799	0.8272041042582796	0.8575427030861303	0.9169773134816998	1.0	0.5950325032056767	0.8439337683628851	0.9789907264795097	0.9504843858121833	0.6392913036253289	0.6449666535215319	0.9539424243100665	0.8793809881668986	0.5133590531534682	0.8066983141984816	0.8670382027376603	0.3183720618763812	0.6387834797899755	0.8558183342386114	0.5875682988955606	0.9005068317497167	0.7293826003060584	0.8786995493450994	0.7444604418253383	0.7890751529672041	0.8805132058999333
BritoIL_2016__M1.20.ST__bin.55	0.7110363723779043	0.8357471327303397	0.6649012891181388	0.9003463000201765	0.7207315728561389	0.9173447781602221	0.8933895473947993	0.8851472018853362	0.8833410713924081	0.697592401050976	0.8215898598673754	0.883523334560922	0.8505442018185814	0.8387796018262319	0.9934250249580532	0.7197872546291469	1.0	0.8357088799665776	0.7762393332918304	0.9110413227355676	0.5870449139950361	0.8809296471670078	0.9317885717243071	0.8805913727266795	0.5071093886533302	0.7413258107898296	0.8333634605100219	0.5194770322155776	0.5971248922734668	0.8762688104215529	0.7602721796649808	0.8720640066244786	0.7086444495614809	0.8775086499999625	0.6739574434252875	0.7538547160032313	0.891341149398044
LiJ_2014__V1.FI14__bin.47	0.7295798941710236	0.8321652632238143	0.6576939026789593	0.8086330843017393	0.6551569066696121	0.8612655196847715	0.8614800178896433	0.8428280429528957	0.8009052317344917	0.6937927178105996	0.7608581703352434	0.8643281595708853	0.7845757546022193	0.7995373742165268	0.8816793384973982	0.6711407211774817	0.5494102778663987	1.0	0.7234442593130436	0.8955309915389087	0.5780672380372872	0.6530434829774717	0.9029659431091589	0.8331987994017719	0.48679751221530293	0.7406701910118841	0.7773281807741561	0.31481482394628374	0.5699192648480835	0.8195803823393519	0.5442963448026592	0.8335350931390654	0.6780465771757145	0.8276977833706198	0.666781723175027	0.7007873316867104	0.8854845859617582
LeChatelierE_2013__MH0126__bin.27	0.7924808531959058	0.8457409472617242	0.7009075250345762	0.8689474279671485	0.73026788208755	0.9238122285563876	0.9101837677585598	0.9117024666301856	0.873995326725175	0.7379571970510342	0.8580746754221301	0.9068548675713055	0.8316212615533097	0.8560612882445434	0.9194743258500904	0.9113815253255014	0.5973843283668243	0.8468792498747405	1.0	0.9520498682755293	0.6328454563716085	0.6477905846442285	0.9533977063086901	0.8785150576886223	0.5143511559659294	0.7998278692498978	0.867071999371971	0.3293585099087742	0.6275880221934376	0.8570443152982792	0.589705403589463	0.8960588869570839	0.7200485568031475	0.8837488253317356	0.739100694757112	0.782014472374804	0.8838602312162752
CosteaPI_2017__SID713B066-11-0-0__bin.77	0.7485370055615295	0.8290388150820355	0.6618788950940604	0.8234264109056852	0.6827495461745696	0.8793871911385526	0.8728775422895927	0.8652024003607478	0.8349883797564952	0.6885709991096928	0.8025090476025298	0.884174037716651	0.7726178500815152	0.8204562535409946	0.8946607004520911	0.7089652780186617	0.5617648895209685	0.8399537502746077	0.762812908298357	1.0	0.5970742423716859	0.6450833073178628	0.9981153236902656	0.8416636026223594	0.47769491368645	0.7496571739105299	0.7874214621850683	0.32340074230809257	0.574906286493924	0.8381291986078833	0.5777413946604693	0.8512160209048759	0.670994715968874	0.817569808179264	0.6760035612288552	0.6977321447153908	0.8694735625007226
BritoIL_2016__WL.37.ST__bin.22	0.8114366764248481	0.8570711703526844	0.7354523363310116	0.8774733771354252	0.7554514877934952	0.9293073154174878	0.9083184473519046	0.9047999426505678	0.8665967354713553	0.7129448787103401	0.870922082311065	0.9187130319269555	0.8085860292686924	0.8984446892523945	0.9574173151395186	0.7541933114761773	0.5725214292297767	0.8575451809652553	0.8019732886241842	0.9443483743923081	1.0	0.658931808306597	0.9597880997002322	0.8932086275783471	0.5324368095574584	0.8138418413849303	0.8288170655524492	0.29278201802703324	0.6542246195845385	0.8778252276055588	0.5824632166301649	0.8881620238497562	0.7363996260582946	0.8816670543605318	0.7434351724652501	0.7524896529627858	0.9056609156305
CosteaPI_2017__SID713A051-11-90-0__bin.31	0.7330942999254961	0.8425258665015688	0.6787366076581635	0.8208521779279515	0.6860951813803162	0.8786045206040064	0.8850744252180026	0.8719044146195578	0.8372974752615507	0.6944945801022068	0.770644012928004	0.8945959736403035	0.7838737053632329	0.8310046486248256	0.9048638729445838	0.6821955308141914	0.7702813309967785	0.8685773161799427	0.7360114956399467	0.9147605643409551	0.5907832880363495	1.0	0.9159968309600512	0.8555279809437862	0.4830936440811358	0.7218911665634805	0.798901067189943	0.49497229713422247	0.5472804757757327	0.8237949515724524	0.719938717902977	0.8586858715384534	0.706172544781053	0.8102432395563344	0.6486215463235988	0.7327132543521832	0.8934075836595066
CosteaPI_2017__SID713B066-11-90-0__bin.4	0.7034790482243446	0.7813414708468644	0.6220627029662456	0.7882747542639236	0.6609146867028269	0.8434654663543998	0.8282394065767593	0.8173900173255905	0.7857486135174431	0.6483727875046796	0.7670173865347948	0.8387566494571606	0.7426832028835355	0.7720522553739803	0.8565589113608859	0.6697272307786069	0.5407913180508276	0.7971534664240504	0.7189989465344466	0.9394562028225911	0.5711724810419732	0.6079924080829539	1.0	0.7942969205721798	0.4492242662743015	0.704026676185584	0.7399685701599352	0.3039465779782168	0.5540667252892677	0.8053561323013434	0.5441288884632463	0.8032666138482836	0.6316396625427698	0.7849489373928034	0.635217092260946	0.6572079680303676	0.8191325886521735
ZeeviD_2015__PNP_Main_683__bin.4	0.7638021748155718	0.821095671127008	0.6807955162392616	0.8386802206751189	0.6845808849359691	0.895554562003002	0.897869395299077	0.8860182871331396	0.8318375155686136	0.7107845583304059	0.8090719110273689	0.8771207246191678	0.8082480718870757	0.8326413949477852	0.9010584661322774	0.7076902963625331	0.5858374516973781	0.8431591910708013	0.7594404680164788	0.9080813080829049	0.6093056398301026	0.6509217417685945	0.9104859603040271	1.0	0.50078391961805	0.7611380456998691	0.8109865511129563	0.33356054194743395	0.6042233856545205	0.8356039224922556	0.5542117091942643	0.874253504934053	0.70383257353176	0.836191238463258	0.7008226415546259	0.728218910676077	0.8711677258646569
XieH_2016__YSZC12003_35980__bin.54	0.7848620472340017	0.8545149310859262	0.7061609644765842	0.8705426604998273	0.7274093221817508	0.9144582474355277	0.9176805278130864	0.9096506407175182	0.906142627742944	0.7445817622491161	0.8369730859476531	0.8868311987951164	0.824000291963526	0.8600978433864921	0.9110169944135271	0.736964896726804	0.6018160487365456	0.878756805064499	0.7931652050687716	0.919382461537366	0.6479026693299437	0.655669967278722	0.9185715506467704	0.8933256069814888	1.0	0.8031783078221302	0.8517902348882171	0.3327636484047042	0.6315536020109878	0.8528165578924506	0.610625692078175	0.898146565690013	0.7444847377847089	0.8758985889616424	0.742064466970736	0.7873286049484257	0.8974851970931826
LiuW_2016__SRR3993041__bin.58	0.795703806542162	0.8513943375742511	0.734101232776019	0.8684065064022783	0.732082443722238	0.9215815853716968	0.9222482824224534	0.9071175899339847	0.883422089934569	0.7334538179361958	0.8843505576064816	0.9097271158136333	0.8264852269048779	0.9011786689665086	0.9377996776949227	0.7601947386442386	0.5775098134767462	0.8776742381481598	0.8096337431679621	0.9471012993872931	0.6500845495733957	0.6431523025881402	0.9449896051353787	0.8912734556409816	0.5272299876944435	1.0	0.8489215400994027	0.3056020081546223	0.6191512087609018	0.8641837022078716	0.587341403815073	0.9005078817497963	0.7701139753958989	0.9081261079967419	0.7244098766990257	0.7548003940582744	0.9058175014695382
CosteaPI_2017__SID713B072-11-0-0__bin.26	0.7946317390483457	0.8617283567826092	0.7197409662936155	0.8744541406137101	0.7125049208320483	0.9385963212385603	0.9192064435077407	0.9146989336674608	0.8709288593026842	0.7596236525502229	0.8408291470502415	0.92191006352372	0.8562563361768498	0.8888431795191509	0.9218270115060265	0.7742264119811948	0.6151779223375046	0.8728285357873913	0.8316934251039673	0.9426642090651831	0.6273422745289982	0.6744521473652855	0.941168165386466	0.8998647359471833	0.5298303468750571	0.8044213572139259	1.0	0.36463711528229104	0.6420009556518836	0.8563692869209129	0.5836862582685205	0.9041219823741471	0.7613566713194253	0.8816270665418302	0.7413666043407414	0.7946804628987258	0.9122029436957151
CosteaPI_2017__SID713A051-11-0-0__bin.2	0.6974768304647242	0.8656296221709082	0.6245861732541036	0.9172196829811582	0.67492301767974	0.9547454174598488	0.9476030365664321	0.9367581564520233	0.8954346728642594	0.679620197874839	0.7881901024480582	0.9415737186508806	0.8424253887215968	0.8648009481446002	0.9402810415983476	0.6986701754911152	0.9424105569533099	0.8687347685223613	0.7763981663035832	0.9514769855859705	0.5446252529224707	1.0269434719128492	0.9500768122311742	0.9095901669458396	0.5086833880113047	0.7116717852142238	0.8961245541965059	1.0	0.5837770390619791	0.9390999429861384	0.6656103000507546	0.921013349952171	0.7432811409303737	0.8614032485654687	0.6721308352462686	0.756882824948395	0.936087325097393
NielsenHB_2014__MH0117__bin.3	0.7832484025447658	0.834397813904268	0.679295026720335	0.9038369035108398	0.7536963068876557	0.910975055390443	0.8826662612901401	0.8812114589369	0.8222791120197812	0.7326284775541108	0.8455669653381038	0.8551718921316563	0.8884957519918161	0.8315344749970074	0.9241277611686006	0.756561114550447	0.5846447484278808	0.8487864774615792	0.7984419441329459	0.9128668125140909	0.6568003013886349	0.6128140107527592	0.9347094103901235	0.8892455516902806	0.521044696433935	0.778167977163789	0.8515227690154271	0.31506495204146	1.0	0.8533623853177322	0.5316263456554579	0.8786594962021654	0.7081494635003235	0.9038104659112857	0.9330152008853658	0.749404603226709	0.8621198401700232
Bengtsson-PalmeJ_2015__TRAVELRES2__bin.63	0.7287357942083644	0.8024802284558431	0.6533234824729931	0.8397861725858903	0.6755741707681798	0.8695536456233495	0.8582486497782571	0.8445157684410373	0.7895945933957177	0.6539972379475644	0.7864688017207133	0.8525032455594733	0.7588004688194641	0.8080117264010614	0.91869491543802	0.6802776444286287	0.5758090733718233	0.8192018831638019	0.7317896266300495	0.893173038346396	0.5914646468131415	0.6190876355273677	0.9118361142791802	0.8253514420930088	0.4722094349424277	0.7289487147387337	0.7623176005433416	0.3401568120276442	0.5727271472690477	1.0	0.5223665131207348	0.8343916929449374	0.6613607396228349	0.8244800451076086	0.6617565155160908	0.6856277656257547	0.8432269092120659
Bengtsson-PalmeJ_2015__TRAVELRES49__bin.8	0.7089359707708859	0.8082098587898607	0.6461849827970046	0.8013826308333067	0.6674421329583826	0.8272201450803695	0.8294244009132323	0.8200385602743958	0.9600308198141579	0.6607022514797416	0.80350096045619	0.8500907196142552	0.7301242379374869	0.8023001239183772	0.8608030905030234	0.6729293381196363	0.719808121802178	0.7838650461409545	0.7254785415268591	0.8870837283453523	0.5654519825165017	0.779533939077607	0.8876404733753023	0.7887159712679797	0.4871476404023619	0.7138188519264159	0.7486189669681186	0.3473712615884987	0.5140759204223877	0.7526305137464183	1.0	0.8141863462542208	0.6552846394472317	0.7656046613193579	0.6243604355961753	0.6991787300674273	0.8623696460337242
BackhedF_2015__SID566_M__bin.39	0.7751186303910588	0.8318083005142658	0.6776093667826876	0.837240006744469	0.7004984082250404	0.9326366056051354	0.9412528653956554	0.9180622297696042	0.853317335292441	0.7226638243547591	0.8204134600329998	0.8892687670869917	0.7997685603369022	0.8349276173959124	0.9093902678919119	0.7287965739703645	0.5834507593549397	0.8482775509548642	0.7789941909246747	0.923589783735392	0.6092950223410534	0.657025187379814	0.9259834680219837	0.8792057584918083	0.5063384960637192	0.7733803238148	0.8194389244177878	0.3396627966261597	0.6004122958091958	0.849541637059251	0.5753498693259144	1.0	0.7094273022525723	0.8497227942977121	0.689979746520376	0.739521483943748	0.8797176155090669
CosteaPI_2017__SID713B063-11-0-0__bin.36	0.8259061779328836	0.8944561447896745	0.7840728001719445	0.8714463025152049	0.7242162292645177	0.9335515772230315	0.9255365359505389	0.9197133999898021	0.8661614613218428	0.7849176776905218	0.8521606338711333	0.9285120022306316	0.8377247816324015	0.9082775406512592	0.9264233668982281	0.7592421790740168	0.6098034191399289	0.8875222111135279	0.8051282580871689	0.9364057012773851	0.6497624467756208	0.6949669439250467	0.9365231708788985	0.9103913480411299	0.539827681130703	0.8506800005421674	0.8875306017993503	0.35256629125877714	0.6223855752492841	0.8660814270878446	0.5955850792952082	0.9124593293776628	1.0	0.8757778327116695	0.7259763369751061	0.8107629263355874	0.9373461035268634
LeChatelierE_2013__MH0437__bin.18	0.7254848231656978	0.8001346633964125	0.644044913087705	0.841548399462145	0.7100813870030357	0.8820726982691411	0.8698566618451381	0.8494819601959357	0.8127834394968041	0.703906735865085	0.8185028904215293	0.8561542370055812	0.8219104034211889	0.8153109985755028	0.9006295938036869	0.7073247304486018	0.5839375217742426	0.8378089696403419	0.76416236672167	0.8823142738208967	0.6015880098666643	0.616626587086489	0.9000031943874612	0.836407432141727	0.49114156427157485	0.7757305414386922	0.7947556143855247	0.3159713383585041	0.6142787123024845	0.8349375147865201	0.5381110389046445	0.8451550625550907	0.6772475760089522	1.0	0.6923405576402262	0.7163244179975783	0.8539056877066993
LeChatelierE_2013__MH0117__bin.21	0.7976247965969426	0.8513409253597014	0.693924838812373	0.8836404764330936	0.72238512751022	0.8968873873332189	0.8827423700514749	0.8807151433141075	0.839201615705406	0.7364003972174525	0.8219091121405122	0.8719555997470871	0.8594327436042357	0.8412661844276328	0.90636655525253	0.7599024298239674	0.5687026065338346	0.8558441155677469	0.8103976541638528	0.9250926112870264	0.6432435374631881	0.6259447047483182	0.9235546278428168	0.888910759618251	0.5276333852534603	0.7846696595107188	0.8474605235093111	0.3126315276479423	0.804108377832532	0.8497864861255539	0.5564683596298966	0.8702283747185902	0.7118913968497289	0.8779252540046114	1.0	0.7442327203129638	0.8800853928914785
