	ZeeviD_2015__PNP_Main_25__bin.48	BritoIL_2016__W1.31.ST__bin.11	BritoIL_2016__W2.4.ST__bin.23	BritoIL_2016__W1.15.ST__bin.6	BritoIL_2016__M1.63.ST__bin.48	BritoIL_2016__W1.2.ST__bin.4	LiSS_2016__FAT_DON_19-22-0-0__bin.12	Obregon-TitoAJ_2015__SM40__bin.4	Obregon-TitoAJ_2015__SM24__bin.27	BritoIL_2016__M1.15.ST__bin.93	BritoIL_2016__M2.3.ST__bin.58	BritoIL_2016__W2.65.ST__bin.32	BritoIL_2016__W2.46.ST__bin.68	SchirmerM_2016__G89062__bin.1	BritoIL_2016__W2.40.ST__bin.21	ZeeviD_2015__PNP_Main_37__bin.8	CosteaPI_2017__SID713A049-11-0-0__bin.49	BritoIL_2016__W3.19.ST__bin.44	BritoIL_2016__M1.20.ST__bin.14	Bengtsson-PalmeJ_2015__TRAVELRES20__bin.89	Obregon-TitoAJ_2015__SM29__bin.35	BritoIL_2016__W1.1.ST__bin.12	CM_madagascar__A56_01_1FE__bin.9	ZeeviD_2015__PNP_Main_455__bin.55	CM_madagascar__A32_01_1FE__bin.54	SmitsSA_2017__TZ_12739__bin.2	Obregon-TitoAJ_2015__SM42__bin.6	Obregon-TitoAJ_2015__HCO64__bin.33	BritoIL_2016__M1.59.ST__bin.3	ZeeviD_2015__PNP_Validation_30__bin.18	BritoIL_2016__M1.52.ST__bin.60	BritoIL_2016__W1.26.ST__bin.71	RampelliS_2015__H10__bin.28	Obregon-TitoAJ_2015__SM01__bin.19
BritoIL_2016__M2.3.ST__bin.58	1527129.0	1017114.0	1314310.0	958794.0	1148384.0	1574444.0	1220945.0	1439571.0	1061159.0	1531116.0	1973915.0	1613816.0	1625038.0	1033167.0	1626903.0	1627677.0	1406850.0	1350739.0	907806.0	919286.0	1540015.0	1444682.0	1593038.0	1585369.0	1155421.0	1353275.0	1370601.0	1563576.0	841352.0	1565885.0	1360793.0	1620798.0	846309.0	1653290.0
BritoIL_2016__W2.65.ST__bin.32	1528272.0	1004993.0	1473827.0	1002583.0	1192246.0	1579646.0	1230420.0	1445171.0	1092707.0	1558909.0	1613816.0	1875846.0	1835834.0	1053495.0	1542584.0	1649114.0	1422172.0	1341904.0	899339.0	923323.0	1554825.0	1461185.0	1604486.0	1592982.0	1157801.0	1381179.0	1376331.0	1578817.0	863937.0	1602306.0	1363086.0	1827739.0	843636.0	1658604.0
BritoIL_2016__W2.46.ST__bin.68	1536423.0	1009712.0	1493179.0	1016907.0	1205463.0	1591090.0	1236908.0	1466306.0	1110662.0	1572490.0	1625038.0	1835834.0	1879392.0	1071100.0	1564657.0	1671425.0	1430762.0	1360655.0	919856.0	949319.0	1558791.0	1474791.0	1624611.0	1616613.0	1171726.0	1381321.0	1384009.0	1595505.0	871103.0	1623431.0	1374305.0	1852475.0	848542.0	1679821.0
SchirmerM_2016__G89062__bin.1	983620.0	690861.0	917429.0	635885.0	782844.0	1019215.0	836236.0	970533.0	651211.0	1047619.0	1033167.0	1053495.0	1071100.0	1265994.0	1020617.0	1086939.0	959102.0	925170.0	613886.0	664492.0	990947.0	964364.0	1055702.0	1082389.0	790304.0	880456.0	900547.0	1036496.0	582898.0	1028943.0	930094.0	1070609.0	597974.0	1078401.0
BritoIL_2016__W2.40.ST__bin.21	1455632.0	1005382.0	1341969.0	922158.0	1113176.0	1506750.0	1181784.0	1488121.0	1004561.0	1482409.0	1626903.0	1542584.0	1564657.0	1020617.0	1703243.0	1568078.0	1364007.0	1367571.0	889898.0	949065.0	1444784.0	1391637.0	1550546.0	1511006.0	1140433.0	1282484.0	1307363.0	1502376.0	828560.0	1507291.0	1338550.0	1567404.0	847231.0	1594213.0
ZeeviD_2015__PNP_Main_37__bin.8	1556764.0	1016452.0	1343735.0	976163.0	1166859.0	1600153.0	1257837.0	1487909.0	1120761.0	1596664.0	1627677.0	1649114.0	1671425.0	1086939.0	1568078.0	1828862.0	1448447.0	1376940.0	928180.0	959237.0	1555050.0	1474988.0	1643113.0	1637759.0	1173565.0	1380354.0	1411264.0	1598167.0	852370.0	1635136.0	1392091.0	1680459.0	852511.0	1710821.0
CosteaPI_2017__SID713A049-11-0-0__bin.49	1355445.0	917916.0	1185452.0	861934.0	1025142.0	1384336.0	1106191.0	1282228.0	926051.0	1363251.0	1406850.0	1422172.0	1430762.0	959102.0	1364007.0	1448447.0	1586028.0	1214340.0	814342.0	845561.0	1363719.0	1287630.0	1412046.0	1396883.0	1058241.0	1214202.0	1208796.0	1386370.0	768542.0	1409638.0	1218106.0	1433844.0	793316.0	1462761.0
BritoIL_2016__W3.19.ST__bin.44	1281997.0	973691.0	1346296.0	837162.0	988226.0	1371700.0	1055066.0	1296026.0	802424.0	1295352.0	1350739.0	1341904.0	1360655.0	925170.0	1367571.0	1376940.0	1214340.0	1645110.0	793007.0	965361.0	1273808.0	1279411.0	1355624.0	1315819.0	1007912.0	1138584.0	1172112.0	1323678.0	789255.0	1304361.0	1179280.0	1365514.0	810953.0	1405769.0
BritoIL_2016__M1.20.ST__bin.14	853781.0	607078.0	765489.0	573629.0	667952.0	901470.0	713805.0	845344.0	567571.0	881912.0	907806.0	899339.0	919856.0	613886.0	889898.0	928180.0	814342.0	793007.0	1005952.0	535732.0	859126.0	836148.0	908898.0	898111.0	681256.0	786131.0	788592.0	884079.0	505523.0	879438.0	788108.0	917791.0	513940.0	941067.0
Bengtsson-PalmeJ_2015__TRAVELRES20__bin.89	890601.0	662416.0	928607.0	607314.0	713106.0	904675.0	734622.0	889648.0	443038.0	917475.0	919286.0	923323.0	949319.0	664492.0	949065.0	959237.0	845561.0	965361.0	535732.0	1028300.0	855013.0	854275.0	932706.0	914913.0	720439.0	761745.0	789161.0	907769.0	577763.0	947785.0	831144.0	945486.0	609348.0	982507.0
Obregon-TitoAJ_2015__SM29__bin.35	1474208.0	946789.0	1245198.0	922165.0	1096850.0	1498896.0	1152985.0	1409409.0	1103919.0	1464560.0	1540015.0	1554825.0	1558791.0	990947.0	1444784.0	1555050.0	1363719.0	1273808.0	859126.0	855013.0	2049836.0	1375406.0	1520939.0	1538857.0	1104380.0	1338432.0	1354774.0	1532591.0	791712.0	1526201.0	1297508.0	1581904.0	812650.0	1584588.0
BritoIL_2016__W1.1.ST__bin.12	1374203.0	951156.0	1216100.0	867052.0	1056435.0	1471405.0	1112779.0	1311979.0	959257.0	1390227.0	1444682.0	1461185.0	1474791.0	964364.0	1391637.0	1474988.0	1287630.0	1279411.0	836148.0	854275.0	1375406.0	1633886.0	1438452.0	1425398.0	1058306.0	1238597.0	1242472.0	1417420.0	795146.0	1418521.0	1245658.0	1485706.0	790993.0	1494810.0
CM_madagascar__A56_01_1FE__bin.9	1518183.0	1002893.0	1323637.0	948043.0	1142500.0	1559579.0	1237180.0	1483374.0	1097033.0	1550279.0	1593038.0	1604486.0	1624611.0	1055702.0	1550546.0	1643113.0	1412046.0	1355624.0	908898.0	932706.0	1520939.0	1438452.0	1814485.0	1596557.0	1169736.0	1347539.0	1387293.0	1565341.0	835787.0	1571528.0	1371543.0	1628226.0	845901.0	1660500.0
ZeeviD_2015__PNP_Main_455__bin.55	1503117.0	986269.0	1294467.0	945554.0	1136422.0	1559972.0	1235242.0	1415273.0	1072342.0	1557139.0	1585369.0	1592982.0	1616613.0	1082389.0	1511006.0	1637759.0	1396883.0	1315819.0	898111.0	914913.0	1538857.0	1425398.0	1596557.0	1820558.0	1149496.0	1325772.0	1354939.0	1562873.0	825886.0	1589267.0	1358919.0	1618919.0	839009.0	1628063.0
CM_madagascar__A32_01_1FE__bin.54	1105252.0	796144.0	992029.0	709539.0	865924.0	1145448.0	904371.0	1081673.0	746919.0	1117853.0	1155421.0	1157801.0	1171726.0	790304.0	1140433.0	1173565.0	1058241.0	1007912.0	681256.0	720439.0	1104380.0	1058306.0	1169736.0	1149496.0	1479602.0	988378.0	995011.0	1144188.0	668363.0	1132474.0	1025648.0	1171509.0	681074.0	1191240.0
SmitsSA_2017__TZ_12739__bin.2	1310263.0	857419.0	1095569.0	824648.0	984996.0	1347269.0	1039050.0	1221048.0	925838.0	1305281.0	1353275.0	1381179.0	1381321.0	880456.0	1282484.0	1380354.0	1214202.0	1138584.0	786131.0	761745.0	1338432.0	1238597.0	1347539.0	1325772.0	988378.0	2062292.0	1176475.0	1327894.0	704997.0	1342666.0	1154348.0	1390839.0	731465.0	1423425.0
Obregon-TitoAJ_2015__SM42__bin.6	1308018.0	875727.0	1130397.0	828115.0	986115.0	1352064.0	1059541.0	1537395.0	897486.0	1325495.0	1370601.0	1376331.0	1384009.0	900547.0	1307363.0	1411264.0	1208796.0	1172112.0	788592.0	789161.0	1354774.0	1242472.0	1387293.0	1354939.0	995011.0	1176475.0	1696663.0	1381964.0	745993.0	1349315.0	1181689.0	1393871.0	781552.0	1437707.0
Obregon-TitoAJ_2015__HCO64__bin.33	1502273.0	981924.0	1277588.0	937265.0	1127385.0	1530793.0	1187208.0	1436035.0	1067728.0	1504498.0	1563576.0	1578817.0	1595505.0	1036496.0	1502376.0	1598167.0	1386370.0	1323678.0	884079.0	907769.0	1532591.0	1417420.0	1565341.0	1562873.0	1144188.0	1327894.0	1381964.0	1937616.0	818144.0	1551899.0	1324978.0	1604348.0	831954.0	1644038.0
BritoIL_2016__M1.59.ST__bin.3	799416.0	608712.0	799769.0	555749.0	657049.0	847493.0	671912.0	791745.0	466473.0	820140.0	841352.0	863937.0	871103.0	582898.0	828560.0	852370.0	768542.0	789255.0	505523.0	577763.0	791712.0	795146.0	835787.0	825886.0	668363.0	704997.0	745993.0	818144.0	945817.0	821227.0	756559.0	872171.0	537142.0	854972.0
ZeeviD_2015__PNP_Validation_30__bin.18	1503432.0	972605.0	1286567.0	945685.0	1124903.0	1551945.0	1189130.0	1417488.0	1083974.0	1515721.0	1565885.0	1602306.0	1623431.0	1028943.0	1507291.0	1635136.0	1409638.0	1304361.0	879438.0	947785.0	1526201.0	1418521.0	1571528.0	1589267.0	1132474.0	1342666.0	1349315.0	1551899.0	821227.0	1781159.0	1330199.0	1633223.0	821783.0	1647317.0
BritoIL_2016__M1.52.ST__bin.60	1284737.0	914184.0	1171069.0	828590.0	1001468.0	1336769.0	1065272.0	1269407.0	883353.0	1332539.0	1360793.0	1363086.0	1374305.0	930094.0	1338550.0	1392091.0	1218106.0	1179280.0	788108.0	831144.0	1297508.0	1245658.0	1371543.0	1358919.0	1025648.0	1154348.0	1181689.0	1324978.0	756559.0	1330199.0	1475509.0	1377741.0	756258.0	1394464.0
BritoIL_2016__W1.26.ST__bin.71	1541415.0	1010251.0	1506491.0	1036271.0	1203043.0	1593483.0	1239400.0	1468701.0	1115714.0	1571148.0	1620798.0	1827739.0	1852475.0	1070609.0	1567404.0	1680459.0	1433844.0	1365514.0	917791.0	945486.0	1581904.0	1485706.0	1628226.0	1618919.0	1171509.0	1390839.0	1393871.0	1604348.0	872171.0	1633223.0	1377741.0	2115214.0	849010.0	1685025.0
RampelliS_2015__H10__bin.28	806110.0	630600.0	793782.0	545108.0	650709.0	833596.0	671924.0	824717.0	432307.0	818426.0	846309.0	843636.0	848542.0	597974.0	847231.0	852511.0	793316.0	810953.0	513940.0	609348.0	812650.0	790993.0	845901.0	839009.0	681074.0	731465.0	781552.0	831954.0	537142.0	821783.0	756258.0	849010.0	996769.0	867540.0
Obregon-TitoAJ_2015__SM01__bin.19	1648296.0	1030938.0	1344011.0	978574.0	1177094.0	1624540.0	1257547.0	1522335.0	1136817.0	1598228.0	1653290.0	1658604.0	1679821.0	1078401.0	1594213.0	1710821.0	1462761.0	1405769.0	941067.0	982507.0	1584588.0	1494810.0	1660500.0	1628063.0	1191240.0	1423425.0	1437707.0	1644038.0	854972.0	1647317.0	1394464.0	1685025.0	867540.0	1948982.0
