	ZeeviD_2015__PNP_Main_25__bin.48	BritoIL_2016__W1.31.ST__bin.11	BritoIL_2016__W2.4.ST__bin.23	BritoIL_2016__W1.15.ST__bin.6	BritoIL_2016__M1.63.ST__bin.48	BritoIL_2016__W1.2.ST__bin.4	LiSS_2016__FAT_DON_19-22-0-0__bin.12	Obregon-TitoAJ_2015__SM40__bin.4	Obregon-TitoAJ_2015__SM24__bin.27	BritoIL_2016__M1.15.ST__bin.93	BritoIL_2016__M2.3.ST__bin.58	BritoIL_2016__W2.65.ST__bin.32	BritoIL_2016__W2.46.ST__bin.68	SchirmerM_2016__G89062__bin.1	BritoIL_2016__W2.40.ST__bin.21	ZeeviD_2015__PNP_Main_37__bin.8	CosteaPI_2017__SID713A049-11-0-0__bin.49	BritoIL_2016__W3.19.ST__bin.44	BritoIL_2016__M1.20.ST__bin.14	Bengtsson-PalmeJ_2015__TRAVELRES20__bin.89	Obregon-TitoAJ_2015__SM29__bin.35	BritoIL_2016__W1.1.ST__bin.12	CM_madagascar__A56_01_1FE__bin.9	ZeeviD_2015__PNP_Main_455__bin.55	CM_madagascar__A32_01_1FE__bin.54	SmitsSA_2017__TZ_12739__bin.2	Obregon-TitoAJ_2015__SM42__bin.6	Obregon-TitoAJ_2015__HCO64__bin.33	BritoIL_2016__M1.59.ST__bin.3	ZeeviD_2015__PNP_Validation_30__bin.18	BritoIL_2016__M1.52.ST__bin.60	BritoIL_2016__W1.26.ST__bin.71	RampelliS_2015__H10__bin.28	Obregon-TitoAJ_2015__SM01__bin.19
BritoIL_2016__M2.3.ST__bin.58	0.7736548939544002	0.5152775068835285	0.6658392078686266	0.48573216171922295	0.5817798638745842	0.7976250243804824	0.6185398054120872	0.7292973608286071	0.5375910310221058	0.7756747377673304	1.0	0.8175711720109529	0.8232563205609157	0.523410075915123	0.8242011434129636	0.8245932575617491	0.7127206591975845	0.6842944098403426	0.4599012622124053	0.46571711547863004	0.7801830372635093	0.7318866313899028	0.807044882885028	0.803159710524516	0.5853448603409974	0.6855791662761568	0.6943566465627953	0.7921192148598091	0.4262351722338601	0.7932889714096099	0.6893878409151356	0.8211083050688606	0.4287464252513406	0.8375689935990152
BritoIL_2016__W2.65.ST__bin.32	0.8147108024859183	0.5357545342208262	0.7856865648885889	0.5344697805683409	0.6355777606477291	0.8420979120887322	0.655928045265976	0.7704102575584563	0.5825142362432737	0.8310431666565379	0.8603136931283272	1.0	0.9786698908119323	0.5616106012966949	0.8223404266661549	0.8791308028484215	0.7581496562084521	0.7153593631886626	0.47943114733299	0.4922168450928274	0.8288660156537371	0.7789472056874605	0.8553399372869628	0.8492072376943524	0.6172153790876224	0.7362965829817586	0.7337121490783358	0.8416559781559894	0.46055859596150217	0.8541777949789056	0.7266513349176852	0.9743545045808665	0.4497362789909193	0.8841898535380837
BritoIL_2016__W2.46.ST__bin.68	0.8175106630229351	0.5372546014881409	0.7945010939708161	0.541082967257496	0.6414111585023241	0.8465982615654425	0.6581426333622789	0.7802023207505406	0.5909687813931314	0.8367014438712094	0.8646615501183361	0.9768233556384193	1.0	0.5699183565748923	0.8325336066132025	0.8893434685259913	0.761289821389045	0.7239867999863786	0.48944339445948476	0.5051202729393336	0.8294123844307095	0.7847170787148184	0.8644343489809471	0.8601787173724268	0.623460140300693	0.7349829093664334	0.7364131591493419	0.8489474255503907	0.46350255827416526	0.8638064863530334	0.7312497871652108	0.985677814952921	0.4514981440806388	0.8938108707496892
SchirmerM_2016__G89062__bin.1	0.7769547091060464	0.5457063777553448	0.7246708910152813	0.5022812114433401	0.6183631202043611	0.8050709561024776	0.6605370957524285	0.7666173773335418	0.5143871139989605	0.8275070813921709	0.8160915454575615	0.8321484935947564	0.8460545626598547	1.0	0.8061783863114675	0.8585656804060683	0.7575881086324264	0.7307854539594975	0.48490435183737046	0.5248776850443209	0.7827422562824152	0.7617445264353544	0.8338917877967826	0.8549716665323849	0.624255723170884	0.6954661712456773	0.7113359147041771	0.8187210997840432	0.4604271426246886	0.8127550367537287	0.7346748878746661	0.8456667251187604	0.4723355718905461	0.8518215726140882
BritoIL_2016__W2.40.ST__bin.21	0.8546237970741697	0.5902751398361831	0.787890512393123	0.5414130573265236	0.6535626449073914	0.8846359562317297	0.6938434504060783	0.873698585580566	0.5897931181868941	0.8703449830705308	0.9551796191148297	0.9056746453676897	0.9186340410616688	0.5992198412087999	1.0	0.9206425624529206	0.8008293590521142	0.8029218379291739	0.522472718220477	0.5572105683099828	0.8482547704584724	0.817051354386896	0.9103492572698082	0.8871347188862658	0.6695656462407302	0.7529659596428695	0.7675728008275977	0.8820679139735199	0.48646024084643236	0.884953585601115	0.7858831652324418	0.9202468467505811	0.4974222703395816	0.935986820436074
ZeeviD_2015__PNP_Main_37__bin.8	0.8512200483141976	0.5557838699694126	0.7347383236132633	0.5337543237269953	0.6380246295237147	0.8749446377036649	0.6877703183728461	0.8135709528657712	0.6128187911389705	0.8730368939810659	0.8899944336970204	0.9017159304529264	0.9139153200186783	0.5943253236165441	0.8574064090128178	1.0	0.7919936003919377	0.7528944228706157	0.5075177897512223	0.5244993881441027	0.8502828534903125	0.8065059036712448	0.898434654993105	0.8955071514417162	0.641691390602462	0.7547611574848184	0.771662378025242	0.873858716513329	0.46606578298417267	0.8940729262240672	0.7611788095547942	0.9188550038220489	0.46614288010795785	0.935456584477123
CosteaPI_2017__SID713A049-11-0-0__bin.49	0.8546160597416943	0.5787514470110238	0.7474344715225708	0.5434544661254405	0.6463580718625396	0.8728320054879233	0.6974599439606363	0.8084523097952874	0.583880612448204	0.8595377887401736	0.8870272151563529	0.8966878264444259	0.9021038720627883	0.6047194627080985	0.8600144511950608	0.9132543687753306	1.0	0.7656485257511216	0.5134474296796778	0.5331311931441312	0.8598328654979609	0.8118583026276963	0.890303323774864	0.8807429629237314	0.6672271864052841	0.765561515937928	0.7621530010819482	0.8741144544736915	0.48457025979364804	0.888785065585223	0.7680230109430602	0.9040470912241145	0.5001904127795979	0.922279430123554
BritoIL_2016__W3.19.ST__bin.44	0.7792773735494891	0.5918698445696641	0.8183622979618385	0.5088790415230593	0.6007051200223693	0.8338044264517266	0.6413346220009605	0.7878050707855402	0.48776312830145097	0.7873953717380601	0.8210630292199306	0.815692567670247	0.8270905896870118	0.562375768185714	0.8312945638893448	0.8369896237941535	0.7381512482447983	1.0	0.4820388910164062	0.5868063533745463	0.7742995909088146	0.7777054421892761	0.824032435521029	0.7998364850982609	0.6126714930916474	0.6921020478873753	0.7124824479822018	0.804613673249813	0.47975819246129436	0.7928716012910991	0.7168396034307736	0.8300441915738157	0.49294758405213024	0.854513679936296
BritoIL_2016__M1.20.ST__bin.14	0.8487293628324214	0.6034860510243033	0.7609597674640539	0.5702349615090978	0.6639998727573483	0.8961361973533528	0.7095815704924291	0.8403422827331721	0.5642128053823642	0.876693917801247	0.9024347086143275	0.8940178060185774	0.914413411375493	0.6102537695635577	0.8846326663697671	0.9226881600712559	0.8095237148492175	0.788314949421046	1.0	0.5325621898460364	0.8540427376256521	0.831200693472452	0.9035202474869576	0.8927970718284769	0.6772251558722484	0.7814796332230564	0.7839260720193408	0.8788480961318234	0.5025319299529202	0.8742345559231455	0.7834449357424609	0.9123606295330194	0.5108991283878356	0.9354989104847945
Bengtsson-PalmeJ_2015__TRAVELRES20__bin.89	0.8660906350286881	0.64418554896431	0.9030506661480113	0.590600019449577	0.6934805017990858	0.879777302343674	0.7144043567052416	0.8651638626859866	0.4308450841194204	0.8922250316055625	0.8939861908003501	0.8979120879120879	0.9231926480599048	0.6462044150539725	0.9229456384323641	0.9328376932801712	0.8222901876884178	0.9387931537489059	0.5209880385101624	1.0	0.8314820577652436	0.8307643683749878	0.9070368569483613	0.8897335407954877	0.70061168919576	0.7407809005154138	0.7674423806282213	0.8827861519011961	0.5618622969950403	0.9217008655061752	0.8082699601283672	0.9194651366332782	0.592578041427599	0.9554672760867451
Obregon-TitoAJ_2015__SM29__bin.35	0.7191833883296029	0.461885243502407	0.6074622555170267	0.4498725751718674	0.53509158781483	0.7312272786700985	0.5624767054535095	0.6875715910931411	0.5385401563832424	0.7144766703287483	0.7512869322228705	0.7585119004642322	0.7604466893936881	0.48342745468417964	0.7048290692523694	0.7586216653429836	0.6652820030480487	0.6214194696551334	0.41911938320919334	0.41711288122562	1.0	0.6709834347723428	0.7419808218803846	0.7507220089802306	0.5387650524237061	0.652945894208122	0.6609182393128036	0.747665179067984	0.38623187415968885	0.7445478565114477	0.6329813702169345	0.7717222255829247	0.3964463498543298	0.773031598625451
BritoIL_2016__W1.1.ST__bin.12	0.8410641868526935	0.582143429835374	0.7442991738713717	0.5306686023382292	0.6465781578396534	0.9005554855112291	0.6810628158880118	0.8029807465147507	0.5871015480884223	0.8508714806296155	0.8841999992655546	0.8943004591507608	0.9026278455167619	0.5902272251552434	0.8517344539337506	0.902748416964219	0.7880782380166058	0.7830478993026442	0.5117541860325628	0.5228485953120352	0.8418004683313279	1.0	0.8803870037444473	0.872397462246448	0.6477232805715943	0.7580681883558583	0.7604398348477188	0.867514624643335	0.4866594119785591	0.8681884782659255	0.7623897872923815	0.9093082381512542	0.484117618977089	0.9148802303220666
CM_madagascar__A56_01_1FE__bin.9	0.8367018740854844	0.5527149576877185	0.7294835724737322	0.5224859946486193	0.6296552465300072	0.8595160610310915	0.6818353417085289	0.8175179183073985	0.6045974477606594	0.8543906397683089	0.877956004045225	0.8842652322835405	0.8953565336720888	0.5818190836518351	0.8545377889594017	0.9055533663821966	0.778207590583554	0.7471122660148748	0.5009123800968319	0.5140334585295552	0.8382207623650788	0.7927604802464611	1.0	0.8798953973165939	0.6446655662626034	0.7426564562396493	0.7645657032160641	0.8626916177317531	0.46061940440400445	0.8661014006729182	0.7558855543032872	0.8973488345177832	0.46619343780742195	0.9151356996613365
ZeeviD_2015__PNP_Main_455__bin.55	0.8256353271908943	0.5417399500592676	0.7110276080190798	0.5193759276002192	0.6242163117022363	0.8568647634406594	0.6784963730900087	0.777384186606524	0.589018311968089	0.8553086471290671	0.8708148820306741	0.8749965669866052	0.8879766533117869	0.5945369496604888	0.8299686140183394	0.8995917735111982	0.767282887993681	0.7227558803399837	0.49331633488194276	0.5025453734514364	0.8452666709876862	0.7829456683060908	0.8769602506484275	1.0	0.6313976264420029	0.7282228855109257	0.7442437977806804	0.8584582309379871	0.45364443209169936	0.8729559838247395	0.7464299407104855	0.8892432979339302	0.46085266165648114	0.89426593385105
CM_madagascar__A32_01_1FE__bin.54	0.7469927723806807	0.5380798349826508	0.6704701669773357	0.4795472025585259	0.5852411662055066	0.7741595374972459	0.6112258566830809	0.7310567301206676	0.504810753161999	0.7555092518123117	0.7808998636119713	0.7825084042870988	0.7919197189514477	0.5341328276117496	0.7707701125032272	0.7931626207588257	0.7152200389023534	0.681204810482819	0.46043192696414303	0.4869140485076392	0.7464034247047516	0.7152639696350775	0.7905747626726647	0.7768954083598156	1.0	0.668002611513096	0.6724855738232308	0.7733079571398255	0.45171809716396705	0.7653909632455215	0.6931918177996516	0.791773057889892	0.4603089209125157	0.8051084007726402
SmitsSA_2017__TZ_12739__bin.2	0.6353431036923967	0.4157602318197423	0.5312385442992554	0.39986965958263915	0.4776219856353998	0.653287216359274	0.5038326289390639	0.5920829833990531	0.4489364260735143	0.632927344915269	0.6561995100596811	0.6697300867190485	0.6697989421478626	0.4269308129013738	0.6218731392062812	0.669330046375586	0.5887633758943932	0.552096405358698	0.38119286696549276	0.3693681593101268	0.649002178159058	0.6005924476262333	0.6534181386534982	0.642863377252106	0.47926190859490314	1.0	0.5704696522121988	0.6438923295052301	0.34185120244853784	0.6510552336914462	0.5597403277518411	0.6744141954679551	0.3546854664615874	0.6902150616886454
Obregon-TitoAJ_2015__SM42__bin.6	0.7709356542813747	0.516146695012504	0.6662472158584233	0.4880845518526661	0.5812085252050643	0.7968960247261831	0.6244852395555275	0.906128677291837	0.5289712806844966	0.78123646239707	0.8078215886124704	0.811198806127086	0.8157241597182233	0.5307754103201402	0.7705496023665277	0.831788045121512	0.7124549778005415	0.6908337130001656	0.4647900024931292	0.4651253666756451	0.7984932776868476	0.7323033507538032	0.8176597238225859	0.7985905274058549	0.5864517585401462	0.6934052313276119	1.0	0.8145188525947699	0.4396824826144025	0.7952757854682987	0.696478322448241	0.821536745953675	0.4606406811488198	0.8473733440288378
Obregon-TitoAJ_2015__HCO64__bin.33	0.7753202905013171	0.5067691431119479	0.6593607814964368	0.48372071659193566	0.5818412936309362	0.7900394092534331	0.6127158322392053	0.7411349823700878	0.551052427312739	0.7764686088471606	0.806958654346372	0.8148245059908671	0.8234371516337603	0.5349336504240262	0.7753734486090124	0.8248110048637088	0.7155029685964608	0.6831477444447197	0.4562715212921446	0.4684978860620474	0.7909673536965013	0.7315278156249742	0.8078695675510524	0.8065958373588987	0.59051329055912	0.6853236141732933	0.7132290402226241	1.0	0.42224259089520316	0.8009321764477585	0.6838186720175721	0.8280010074235555	0.42936990611142767	0.8484849423208727
BritoIL_2016__M1.59.ST__bin.3	0.8452121287733251	0.6435832724512247	0.8455853510774283	0.5875861821049949	0.6946893532258355	0.8960433149330156	0.710403809616448	0.837101680346198	0.49319582963723424	0.8671233441564278	0.8895505155859961	0.9134293420397391	0.9210058605417327	0.6162904663375685	0.8760257005319211	0.9011997035367306	0.8125694505385291	0.8344690357648467	0.5344828862242907	0.6108612976928941	0.8370667898758428	0.8406975133667507	0.8836667135397228	0.8731985151461646	0.7066514981227869	0.7453841493650463	0.7887286864160826	0.8650129993434248	1.0	0.8682726151041903	0.7998999806516482	0.9221350430368666	0.5679132432595312	0.9039507642598938
ZeeviD_2015__PNP_Validation_30__bin.18	0.8440751218728929	0.5460517561879652	0.722320129758208	0.5309380016045732	0.6315567560223427	0.8713118817578891	0.667615861357689	0.7958233936442507	0.6085778978743616	0.8509745620688551	0.8791382465012949	0.8995861683319681	0.9114464233681552	0.5776817229680226	0.8462416886982016	0.9180179871645372	0.7914161509444132	0.7323102541659672	0.49374480324328146	0.5321170092058036	0.8568583714311861	0.7964033530976179	0.8823064083554585	0.8922656539927093	0.635807359140874	0.7538159142446014	0.7575488768829733	0.8712860558771003	0.4610632739693649	1.0	0.7468165391186301	0.9169439673830354	0.4613754302675954	0.9248567926838648
BritoIL_2016__M1.52.ST__bin.60	0.8707076676590926	0.6195719578802976	0.7936712009211736	0.5615621456731202	0.6787271375504995	0.9059714308757182	0.7219691645391523	0.8603180326246739	0.5986767956007045	0.9031046235570234	0.9222532698885605	0.9238073098842501	0.9314107877349443	0.6303546776061685	0.9071784719713671	0.9434649331179952	0.8255496916657235	0.7992360602341294	0.5341261896742073	0.5632930737799634	0.8793629859255349	0.8442225699741581	0.9295388913249597	0.9209831996958338	0.695114702790698	0.7823388403594963	0.8008687171681095	0.8979802901913848	0.5127444156558856	0.9015187301466816	1.0	0.9337394756656855	0.5125404182556663	0.9450731916918161
BritoIL_2016__W1.26.ST__bin.71	0.7287276842910457	0.4776117215563059	0.7122168253424949	0.48991307735292977	0.5687571092097538	0.7533436333155888	0.5859454409813853	0.6943510207477825	0.527470979295712	0.7427844180305161	0.7662572203096235	0.8640917656558628	0.8757860906745133	0.5061468957750846	0.741014384360164	0.7944628770422284	0.6778718370812599	0.6455677770665285	0.43389983235738794	0.4469930702047169	0.7478694827095509	0.7023903964327014	0.7697689217261232	0.7653688941166237	0.5538489249787492	0.6575405609077852	0.6589739856109121	0.7584802294235949	0.4123322746540066	0.7721313304469429	0.6513482796539736	1.0	0.40138255514572047	0.7966215238741801
RampelliS_2015__H10__bin.28	0.8087229839611786	0.6326440729998626	0.7963550230795701	0.546874952973056	0.6528182557844395	0.8362980790935512	0.6741020236383756	0.8273902980530092	0.433708311554633	0.8210789059451087	0.8490522879423417	0.8463706234844783	0.8512925261519971	0.5999123166952424	0.849977276580632	0.8552743915591275	0.7958875125530589	0.8135816824158857	0.5156059227363612	0.611323185211418	0.815284183195906	0.7935569826108155	0.8486429654212762	0.8417286251879824	0.6832816831181547	0.7338360241941714	0.7840853798623352	0.834650756594557	0.5388831313975455	0.8244467875706407	0.7587093900392167	0.8517620431614547	1.0	0.8703521076598489
Obregon-TitoAJ_2015__SM01__bin.19	0.8457215099985531	0.5289622992926564	0.6895964149489323	0.502094939819865	0.6039532432829036	0.8335325826508403	0.6452327420160884	0.7810923856659527	0.5832875829535624	0.8200322014261804	0.8482838733246382	0.8510104249295273	0.8618966209026045	0.5533150126578901	0.8179721516155614	0.8778023604117432	0.7505256590363585	0.721283726581364	0.482850534278921	0.5041129163840405	0.8130336760421595	0.7669696282469515	0.851983240481441	0.8353401929827982	0.6112113913827835	0.7303428148643754	0.7376707429827469	0.8435367797137172	0.43867619095507293	0.8452191964830871	0.715483262544241	0.8645667327866547	0.4451246856051005	1.0
