	ZeeviD_2015__PNP_Main_25__bin.48	BritoIL_2016__W1.31.ST__bin.11	BritoIL_2016__W2.4.ST__bin.23	BritoIL_2016__W1.15.ST__bin.6	BritoIL_2016__M1.63.ST__bin.48	BritoIL_2016__W1.2.ST__bin.4	LiSS_2016__FAT_DON_19-22-0-0__bin.12	Obregon-TitoAJ_2015__SM40__bin.4	Obregon-TitoAJ_2015__SM24__bin.27	BritoIL_2016__M1.15.ST__bin.93	BritoIL_2016__M2.3.ST__bin.58	BritoIL_2016__W2.65.ST__bin.32	BritoIL_2016__W2.46.ST__bin.68	SchirmerM_2016__G89062__bin.1	BritoIL_2016__W2.40.ST__bin.21	ZeeviD_2015__PNP_Main_37__bin.8	CosteaPI_2017__SID713A049-11-0-0__bin.49	BritoIL_2016__W3.19.ST__bin.44	BritoIL_2016__M1.20.ST__bin.14	Bengtsson-PalmeJ_2015__TRAVELRES20__bin.89	Obregon-TitoAJ_2015__SM29__bin.35	BritoIL_2016__W1.1.ST__bin.12	CM_madagascar__A56_01_1FE__bin.9	ZeeviD_2015__PNP_Main_455__bin.55	CM_madagascar__A32_01_1FE__bin.54	SmitsSA_2017__TZ_12739__bin.2	Obregon-TitoAJ_2015__SM42__bin.6	Obregon-TitoAJ_2015__HCO64__bin.33	BritoIL_2016__M1.59.ST__bin.3	ZeeviD_2015__PNP_Validation_30__bin.18	BritoIL_2016__M1.52.ST__bin.60	BritoIL_2016__W1.26.ST__bin.71	RampelliS_2015__H10__bin.28	Obregon-TitoAJ_2015__SM01__bin.19
BritoIL_2016__W2.46.ST__bin.68	0.9763515646407271	0.9774054383824299	0.9999772297895966	0.9998269261594226	0.9998307704176735	0.9773765154705265	0.975779928660822	0.9546793097757221	0.9760080024345841	0.9778281578897163	0.9768940787846192	0.9999842033647922	1.0	0.9772495565306694	0.9767725450370273	0.9775377297814739	0.9764901500039839	0.9770639875648125	0.9772888365135413	0.9781401193908476	0.9741177617781986	0.9777026032841264	0.974914610328257	0.9765299425403606	0.9769852337491871	0.9757862220294921	0.9537965432305715	0.9758916455918346	0.9998450240671883	0.9770757118719552	0.977393664434023	0.9998391341313648	0.9763606279948429	0.976982666605549
SchirmerM_2016__G89062__bin.1	0.977536040340782	0.9765799487885407	0.9773519258711029	0.9770493092304426	0.9776098430849569	0.977032323896332	0.9826974681788395	0.9558016059216946	0.9767417933665126	0.9849525447705703	0.9768275603072881	0.9772338739149213	0.9772495565306694	1.0	0.9770207629306586	0.977828562596429	0.977054578136632	0.977144740966525	0.9768768142619314	0.978436158749842	0.9749451787027964	0.9773021390263428	0.974875485695774	0.984811375577542	0.9764963862007531	0.9759613200432503	0.9551639170415315	0.9764244145659993	0.9773648219757145	0.9776314139850313	0.981653467283952	0.9772297823014752	0.9759471147574978	0.9776057329323693
BritoIL_2016__W2.40.ST__bin.21	0.9767482440616859	0.981587098237287	0.9772341984054773	0.9767903114216869	0.9776028229138968	0.9812709474033516	0.9747720395605288	0.9547483033973716	0.9762254357873738	0.9763445850639061	0.9986747827006281	0.9765108415489854	0.9767725450370273	0.9770207629306586	1.0	0.9771414432190235	0.9771100881447089	0.9809911149037235	0.9808955633117503	0.9783882031262348	0.9747623174121529	0.9816309856665208	0.9753860898032048	0.9761655479859114	0.9775541395241982	0.9760807932106755	0.9550989281477295	0.9755194438675804	0.9775248624118953	0.9779173364665482	0.9773546001270031	0.9766786355017596	0.9771195813184361	0.9765928392253733
ZeeviD_2015__PNP_Main_37__bin.8	0.9779536268824305	0.9774588470483604	0.9779778006824262	0.9773080930131546	0.9778216562583826	0.9770959402007183	0.9763943976842786	0.955688822367497	0.9772547403059172	0.9774467264245953	0.9771809763239266	0.9773817941027727	0.9775377297814739	0.977828562596429	0.9771414432190235	1.0	0.9781186332672165	0.9771275436838206	0.9776982912797086	0.9794472064776484	0.9757621941416674	0.97746422343775	0.9745909137107429	0.9769233446435037	0.9767537375432975	0.9758945893589616	0.9546633372636162	0.9771413125161513	0.9776810540023698	0.9782807057027673	0.9775036258405521	0.9774210498441199	0.9762102776386463	0.9781490874848976
CosteaPI_2017__SID713A049-11-0-0__bin.49	0.9770879674202937	0.9766667102436388	0.9766359160893904	0.9761014184380706	0.9769183196084055	0.9767166352677384	0.9756642388159007	0.9560842533465187	0.976263726295852	0.9767834389998613	0.9769342858158296	0.9764065106049057	0.9764901500039839	0.977054578136632	0.9771100881447089	0.9781186332672165	1.0	0.976359174531021	0.9764411021413607	0.9785550658083805	0.9750901762019888	0.97706872315805	0.973925778621943	0.9763795536204536	0.9760782279272869	0.9751128724874444	0.9558759294372251	0.9761246997554766	0.9767442768254695	0.9824082494938416	0.9768263188917877	0.9763628400300172	0.9754334968663181	0.9772990939736567
BritoIL_2016__W3.19.ST__bin.44	0.976276075529038	0.9977785560306093	0.9770875052737288	0.9769841440485831	0.9776285991261108	0.9943580957935408	0.9753181317566864	0.9552717306597244	0.9764825080007578	0.9766017267893206	0.9807875540722523	0.9767367859399778	0.9770639875648125	0.977144740966525	0.9809911149037235	0.9771275436838206	0.976359174531021	1.0	0.9973430247147882	0.978407041510896	0.9745267732656727	0.9939128239478948	0.9758244173900728	0.9761912542682543	0.9793364896935447	0.9773639889547017	0.9556236946639911	0.9761573434022474	0.9770821850986057	0.9773160957740994	0.9777296316396445	0.9765297170149848	0.9785745906359554	0.9768468361444874
BritoIL_2016__M1.20.ST__bin.14	0.9766075843805379	0.9995321853205025	0.9774235815276249	0.9764569085593651	0.9773606486693655	0.9938356240362962	0.9758071181905422	0.9552726464019381	0.9760717161377167	0.9766972214914866	0.980492528139272	0.9770275724726716	0.9772888365135413	0.9768768142619314	0.9808955633117503	0.9776982912797086	0.9764411021413607	0.9973430247147882	1.0	0.9787823015985605	0.9745252733592046	0.9938778780790004	0.9764219967477099	0.9755509062910932	0.9793513745200042	0.9785073988940775	0.9544466593625094	0.9767611265509077	0.9774035998362093	0.9777801277634125	0.9775919036477234	0.9771189737097008	0.9781725493248239	0.9769187528624423
Bengtsson-PalmeJ_2015__TRAVELRES20__bin.89	0.9785975987002036	0.9787112630129707	0.9782394489811083	0.9777742650424657	0.9786693703320404	0.9785856799403101	0.9768942394864297	0.9564468194162186	0.9773292584383281	0.9776713261941742	0.9782015607765157	0.9777867550142257	0.9781401193908476	0.978436158749842	0.9783882031262348	0.9794472064776484	0.9785550658083805	0.978407041510896	0.9787823015985605	1.0	0.9769945018379838	0.978659096895028	0.9759570539912898	0.9774218969453926	0.9784728478052965	0.9774806529744205	0.9572812138460973	0.9778699206516195	0.9780255918084059	0.9792368522396957	0.9780098274185941	0.9780472688120184	0.9778976873641991	0.9794220295631482
Obregon-TitoAJ_2015__SM29__bin.35	0.975748334020708	0.9750430138077227	0.9742185580124607	0.9743429863419236	0.975133336372339	0.9745232491113459	0.9732936681743475	0.9609325610947568	0.9954090834563043	0.9743745561806959	0.9744041454141681	0.9740646053414371	0.9741177617781986	0.9749451787027964	0.9747623174121529	0.9757621941416674	0.9750901762019888	0.9745267732656727	0.9745252733592046	0.9769945018379838	1.0	0.9748983209321466	0.972220450655812	0.973774691215623	0.9751380865281878	0.9737446504566537	0.960800842059266	0.9745855221647524	0.9754014085930237	0.9751330263838118	0.9750760688951436	0.9735748819144524	0.9749584692056851	0.9767567342425918
BritoIL_2016__W1.1.ST__bin.12	0.9772922923323556	0.9942333329127925	0.977523229997533	0.9773162393950997	0.9778386744096892	0.9992429004930662	0.9759179495659066	0.9555259649735247	0.9765057747819406	0.9769231931188216	0.9814547422893066	0.9775230378083541	0.9777026032841264	0.9773021390263428	0.9816309856665208	0.97746422343775	0.97706872315805	0.9939128239478948	0.9938778780790004	0.978659096895028	0.9748983209321466	1.0	0.9763217681229543	0.9760403760914496	0.979283874418174	0.978930192790714	0.9550919457339884	0.9764593416206911	0.9774934414560345	0.9777557047093416	0.9776872945864756	0.9777015102584226	0.9786862842022622	0.9774272315545119
CM_madagascar__A56_01_1FE__bin.9	0.9741157686523957	0.9766435701515516	0.975018075197354	0.9748365844165297	0.9752691466083151	0.9760057041034792	0.9732464152346465	0.9541538411755902	0.9729807580993461	0.9749012919609954	0.9755460949456322	0.9747227461006204	0.974914610328257	0.974875485695774	0.9753860898032048	0.9745909137107429	0.973925778621943	0.9758244173900728	0.9764219967477099	0.9759570539912898	0.972220450655812	0.9763217681229543	1.0	0.9740604312905834	0.978086508408735	0.9756823364666997	0.9532759121541016	0.9735616712269084	0.9747316002761469	0.974900860818261	0.9752184218795911	0.974642340805269	0.9765492652213439	0.9742722071665161
ZeeviD_2015__PNP_Main_455__bin.55	0.9763790842629017	0.9762032467815576	0.9767719068929529	0.9763207601046582	0.9769055861290964	0.9759271320254466	0.9829450423479772	0.9547211032783074	0.9750723183461992	0.9835910602714337	0.9761279550691353	0.9764473170443859	0.9765299425403606	0.984811375577542	0.9761655479859114	0.9769233446435037	0.9763795536204536	0.9761912542682543	0.9755509062910932	0.9774218969453926	0.973774691215623	0.9760403760914496	0.9740604312905834	1.0	0.9754214020753443	0.975584037074248	0.9539425760126471	0.9757101184805164	0.9765936218800173	0.9767012087962564	0.9817663893138591	0.9765028392402585	0.9747988400601185	0.9765285495708704
CM_madagascar__A32_01_1FE__bin.54	0.9768903381310325	0.9787437950923451	0.9771599418968598	0.9764988252936061	0.9771585035176297	0.9787497992052018	0.9758461958643079	0.9559016449518477	0.9760268516398699	0.976320679015935	0.9775527708082162	0.9768371248599717	0.9769852337491871	0.9764963862007531	0.9775541395241982	0.9767537375432975	0.9760782279272869	0.9793364896935447	0.9793513745200042	0.9784728478052965	0.9751380865281878	0.979283874418174	0.978086508408735	0.9754214020753443	1.0	0.9786013043592634	0.9554818991950843	0.9763439225022461	0.9771157290274896	0.9770696722397159	0.9768478074349094	0.9769528018990892	0.9776808393801555	0.9766864779557436
SmitsSA_2017__TZ_12739__bin.2	0.9753919632928656	0.9783734673479361	0.9760225052004939	0.9758866813476781	0.9765217320679475	0.9784645827967541	0.9744891968625187	0.9546545262757893	0.9744037293781418	0.9749149799928138	0.9760699044909571	0.9759082638817995	0.9757862220294921	0.9759613200432503	0.9760807932106755	0.9758945893589616	0.9751128724874444	0.9773639889547017	0.9785073988940775	0.9774806529744205	0.9737446504566537	0.978930192790714	0.9756823364666997	0.975584037074248	0.9786013043592634	1.0	0.9538910729084766	0.9752163952845634	0.9760183376666851	0.9762755592232171	0.9763944668332253	0.9755392248851233	0.9791486947427424	0.9755343625410542
Obregon-TitoAJ_2015__SM42__bin.6	0.95518410297106	0.957555265510827	0.954729179217567	0.9557839189001528	0.9549362903920943	0.9544134005490864	0.9535223271208948	0.9992363706139281	0.9535001103081273	0.9545022802801972	0.9544462611657222	0.9537916387845656	0.9537965432305715	0.9551639170415315	0.9550989281477295	0.9546633372636162	0.9558759294372251	0.9556236946639911	0.9544466593625094	0.9572812138460973	0.960800842059266	0.9550919457339884	0.9532759121541016	0.9539425760126471	0.9554818991950843	0.9538910729084766	1.0	0.9545530853191545	0.9557596384952673	0.9533518859569485	0.9550016967239265	0.9537790799865985	0.9614715335639855	0.9551987991990023
Obregon-TitoAJ_2015__HCO64__bin.33	0.9770234837476277	0.976626500625303	0.975931990594777	0.9760814710887529	0.9764667793167374	0.9761483100589041	0.9752865546728122	0.9552573579334765	0.9766279426970165	0.9763615504972423	0.9756897010442729	0.9756653241002599	0.9758916455918346	0.9764244145659993	0.9755194438675804	0.9771413125161513	0.9761246997554766	0.9761573434022474	0.9767611265509077	0.9778699206516195	0.9745855221647524	0.9764593416206911	0.9735616712269084	0.9757101184805164	0.9763439225022461	0.9752163952845634	0.9545530853191545	1.0	0.976226678922048	0.9764875162623341	0.9767271607528578	0.9758069944924668	0.9758736660921157	0.9774080647770915
BritoIL_2016__M1.59.ST__bin.3	0.9767017422718585	0.9774967472302173	0.9998724631737415	0.9997228964874431	0.9997427893505659	0.9775337377417866	0.9760668063675005	0.956978572646496	0.9761143731791551	0.9776196746896871	0.9777168176934268	0.9998726759011363	0.9998450240671883	0.9773648219757145	0.9775248624118953	0.9776810540023698	0.9767442768254695	0.9770821850986057	0.9774035998362093	0.9780255918084059	0.9754014085930237	0.9774934414560345	0.9747316002761469	0.9765936218800173	0.9771157290274896	0.9760183376666851	0.9557596384952673	0.976226678922048	1.0	0.9773217392998526	0.9774399617214256	0.999869291687066	0.9761254938172774	0.9769431045695064
ZeeviD_2015__PNP_Validation_30__bin.18	0.9775546882067163	0.977483150919438	0.9772790690263313	0.9767988283625098	0.977456722935222	0.9771699383676612	0.9763987116631487	0.9545308320070435	0.9764117958548821	0.9770637208298889	0.9775717884774424	0.976888933824126	0.9770757118719552	0.9776314139850313	0.9779173364665482	0.9782807057027673	0.9824082494938416	0.9773160957740994	0.9777801277634125	0.9792368522396957	0.9751330263838118	0.9777557047093416	0.974900860818261	0.9767012087962564	0.9770696722397159	0.9762755592232171	0.9533518859569485	0.9764875162623341	0.9773217392998526	1.0	0.9773079065613491	0.9767882279394792	0.976790709956278	0.9776879616977182
BritoIL_2016__M1.52.ST__bin.60	0.9769143412231452	0.9775953199793477	0.977535909498074	0.9771262023437406	0.9779523659268194	0.9775129435227777	0.9814197688477685	0.9547379209347356	0.9756258256891639	0.9815720215318275	0.9773462973427994	0.9771357053039941	0.977393664434023	0.981653467283952	0.9773546001270031	0.9775036258405521	0.9768263188917877	0.9777296316396445	0.9775919036477234	0.9780098274185941	0.9750760688951436	0.9776872945864756	0.9752184218795911	0.9817663893138591	0.9768478074349094	0.9763944668332253	0.9550016967239265	0.9767271607528578	0.9774399617214256	0.9773079065613491	1.0	0.977109630910309	0.9764233899013299	0.9767702859306515
BritoIL_2016__W1.26.ST__bin.71	0.9762380669709325	0.977292771796316	0.9998672411584271	0.999719185425434	0.9997672568644679	0.9773238873586979	0.9756753267710182	0.954731425933529	0.9759311077928573	0.9777156575955925	0.9767114717565051	0.9998725200917636	0.9998391341313648	0.9772297823014752	0.9766786355017596	0.9774210498441199	0.9763628400300172	0.9765297170149848	0.9771189737097008	0.9780472688120184	0.9735748819144524	0.9777015102584226	0.974642340805269	0.9765028392402585	0.9769528018990892	0.9755392248851233	0.9537790799865985	0.9758069944924668	0.999869291687066	0.9767882279394792	0.977109630910309	1.0	0.9762982768165275	0.9768092461536179
RampelliS_2015__H10__bin.28	0.9757985882819963	0.9784348239771646	0.9765250408802417	0.9762982748372799	0.9765548040675632	0.9785867494565713	0.9738378149909811	0.9621809663193556	0.9756330570636145	0.9758817535122296	0.9771785482607417	0.9763760674034774	0.9763606279948429	0.9759471147574978	0.9771195813184361	0.9762102776386463	0.9754334968663181	0.9785745906359554	0.9781725493248239	0.9778976873641991	0.9749584692056851	0.9786862842022622	0.9765492652213439	0.9747988400601185	0.9776808393801555	0.9791486947427424	0.9614715335639855	0.9758736660921157	0.9761254938172774	0.976790709956278	0.9764233899013299	0.9762982768165275	1.0	0.9763423012195404
Obregon-TitoAJ_2015__SM01__bin.19	0.9803621436926377	0.9771014357798432	0.9771289074270969	0.976463711482218	0.9773229665600198	0.9769534760609158	0.9753551954718194	0.9559623867282825	0.9784046156945225	0.9768875279371905	0.976613298332416	0.976738269050358	0.976982666605549	0.9776057329323693	0.9765928392253733	0.9781490874848976	0.9772990939736567	0.9768468361444874	0.9769187528624423	0.9794220295631482	0.9767567342425918	0.9774272315545119	0.9742722071665161	0.9765285495708704	0.9766864779557436	0.9755343625410542	0.9551987991990023	0.9774080647770915	0.9769431045695064	0.9776879616977182	0.9767702859306515	0.9768092461536179	0.9763423012195404	1.0
