	VatanenT_2016__G78518__bin.7	XieH_2016__YSZC12003_37222__bin.70	XieH_2016__YSZC12003_37198R1__bin.35	FengQ_2015__SID31875__bin.81	BackhedF_2015__SID244_12M__bin.30	ZeeviD_2015__PNP_Main_120__bin.33	KarlssonFH_2013__S195__bin.50	KarlssonFH_2013__S347__bin.23	NielsenHB_2014__V1_UC12_0__bin.18	LiSS_2016__FAT_024-22-42-0__bin.42	XieH_2016__YSZC12003_35551__bin.38	VogtmannE_2016__MMRS61683006ST-27-0-0__bin.32	KarlssonFH_2013__S131__bin.18	HMP_2012__SRS062427__bin.9	CosteaPI_2017__daisy-11-7-0__bin.15	BackhedF_2015__SID637_12M__bin.11	LeChatelierE_2013__MH0067__bin.22	XieH_2016__YSZC12003_36697__bin.29	NielsenHB_2014__O2_UC56_2__bin.28	CosteaPI_2017__daisy-11-60-0__bin.48	CosteaPI_2017__daisy-11-2-0__bin.19	ZeeviD_2015__PNP_Main_318__bin.41	HMP_2012__SRS019397__bin.17	HMP_2012__SRS015960__bin.17	HMP_2012__SRS056259__bin.14	VogtmannE_2016__MMRS91297590ST-27-0-0__bin.21	VogtmannE_2016__MMRS64281211ST-27-0-0__bin.35	CosteaPI_2017__daisy-11-0-0__bin.59	HMP_2012__SRS043001__bin.11	Obregon-TitoAJ_2015__NO16__bin.20	NielsenHB_2014__MH0067__bin.16	LoombaR_2017__SID1015_aao__bin.28	NielsenHB_2014__O2_UC59_2__bin.8	HMP_2012__SRS053335__bin.28
XieH_2016__YSZC12003_35551__bin.38	0.6420499633673229	0.8592217715550214	0.7918580379674861	0.8970121531003549	0.8488185883959859	0.8594846319860753	0.8378163568787095	0.8935937246577377	0.8434743810506836	0.8124605787030852	1.0	0.8780862020644797	0.8841301277203414	0.8725331977810354	0.7239449695784104	0.8643714746097331	0.8880127564986493	0.9230471427443996	0.8899229999148656	0.8851598197635002	0.883022758244838	0.6162287420170903	0.8684691145207706	0.8587625425750006	0.8590086246806681	0.5821053566978764	0.870338344252709	0.6532740416313753	0.7937421817664345	0.6486979087370954	0.8104739006934419	0.7256501445732371	0.8720012627243402	0.87492876979454
VogtmannE_2016__MMRS61683006ST-27-0-0__bin.32	0.65407363326292	0.8340263527718471	0.7675549896770508	0.9016331773672642	0.8232888500825962	0.8515093145586924	0.8009174277299199	0.8988269204396909	0.8183683072250579	0.7937718835827994	0.8888889587849492	1.0	0.8767788372622608	0.8437623847081959	0.7380160059182392	0.8526284203811879	0.895159474152367	0.9027025870908407	0.9075904185921284	0.8945234898991107	0.8927797229851377	0.6094025019155015	0.8392765254500643	0.8431987428774167	0.8435736653452117	0.5738377088966082	0.8410423096230519	0.6662693075634947	0.77424383296575	0.6271572195850439	0.8194672829821685	0.7176525575877136	0.894914768045031	0.862479571128957
KarlssonFH_2013__S131__bin.18	0.6571761994480703	0.8700350030574385	0.791472514550671	0.8966700327123647	0.8573999237708365	0.867005561929196	0.811354454792861	0.9060287850992983	0.8523387654566082	0.8219234565026086	0.9053065805875246	0.8868684130653477	1.0	0.8742256981363306	0.739937018676145	0.8695679562630403	0.8984745895364974	0.9070303268627626	0.9175178817200812	0.9107584292719988	0.9091530354541967	0.6195579344823703	0.876594019892121	0.8738725496746262	0.8749059066148207	0.578272652246756	0.8776776448115492	0.6698411850007986	0.8010444286216966	0.6535219082488481	0.818573954696461	0.7317573367388298	0.8857822429317813	0.8759838048024373
HMP_2012__SRS062427__bin.9	0.60650829500458	0.8931070038627629	0.8288764545943614	0.8314863640108758	0.8466042097814656	0.7979252795292955	0.7622649991033738	0.8489954150894929	0.8497914738112432	0.827095318641587	0.8506420571029764	0.8125960238260255	0.8323557279878253	1.0	0.7034875126618169	0.8815290143411736	0.8316184346359455	0.8495588356459829	0.8377239748169186	0.8471446088528515	0.8465745241822527	0.6194506104328524	0.8738325683738107	0.8943792438290303	0.8951934774074415	0.6437709919594434	0.8849719380213155	0.6250860276548619	0.7981252029525661	0.6850630546360424	0.7574450271168861	0.7372824469657683	0.8217404000407117	0.8698122900804056
CosteaPI_2017__daisy-11-7-0__bin.15	0.6825653313377147	0.8513395666056698	0.7860275829511223	0.8921174328471037	0.8472008336666532	0.8540734224733274	0.8111043730309141	0.8981862589208935	0.8385742357233447	0.8170661825368695	0.8842042786893582	0.8904355270717762	0.8825967532235894	0.8813300110128397	1.0	0.8766372206658859	0.8955829480863389	0.9082617549350956	0.9041791867196234	0.9511328956026817	0.9500946071998622	0.6184426736533559	0.8637003596819255	0.8622696771970464	0.8628032420707175	0.643659116559258	0.8593620142795014	0.7571004733775415	0.7878529364663129	0.6529558962713454	0.8261079440447557	0.7423245971888797	0.9042087870468968	0.8617998668744256
BackhedF_2015__SID637_12M__bin.11	0.5728303725050748	0.8350886286071476	0.7397503242298855	0.7823760928148811	0.8245580113207743	0.7525475205287876	0.7088453144957741	0.814437190596381	0.8204040594101123	0.7896191027533135	0.8028335989315276	0.7823022139980734	0.7887677648252563	0.8398405371913467	0.6666501208899858	1.0	0.788957079293326	0.809251243963437	0.7998553591289688	0.8041916993686247	0.8037715135980311	0.6057884052968803	0.8312578965200191	0.8153364343197117	0.8146519009077282	0.5661218296319853	0.8380934186094968	0.5955613837733259	0.7797135695185237	0.632799193335669	0.7160998679993328	0.6926745112887409	0.7757824084147973	0.8875627897795583
LeChatelierE_2013__MH0067__bin.22	0.6717617734613621	0.8810203989384028	0.8015200728395141	0.9337250824933327	0.865563311614932	0.8889513822072698	0.8236573443281394	0.9288090610289227	0.8636176958691988	0.834779576523463	0.9227675140932836	0.9188891974092896	0.9117996138472566	0.8864052279140648	0.7619594345897288	0.8826760772563783	1.0	0.92619381251574	0.9368885645837235	0.9350591821052427	0.9346342849393973	0.6410581101762225	0.8832197906509709	0.8826896378042244	0.8832972794958059	0.5911656259484311	0.8862844744641969	0.6858460167505053	0.8163624153272935	0.6627827535661012	0.9005521080194497	0.7469356390569608	0.9115406719574328	0.8987472636751668
XieH_2016__YSZC12003_36697__bin.29	0.6370979591259598	0.8464798196491223	0.7803876412679891	0.888739566471803	0.829733303742084	0.8488012162741215	0.8040442467049509	0.9005912307029295	0.8256167593032613	0.7998238050125199	0.913180012135691	0.8821995724843186	0.8763444396833409	0.8621068272791154	0.735692764140324	0.8619672729798901	0.8817821391399397	1.0	0.8866376451103432	0.9062520940829591	0.9032489101546962	0.6082594013182041	0.8519611682477698	0.8465462155271679	0.8495254231661367	0.5799255751389242	0.8495426369122966	0.6662199289687061	0.7887301603890798	0.6470973013149458	0.7999486046721795	0.7174099213885099	0.8819745642309421	0.857348456019186
NielsenHB_2014__O2_UC56_2__bin.28	0.6422427689791511	0.8259498991510853	0.7565723541999491	0.874356775558586	0.8145097091561896	0.8300398996512622	0.7708316133476115	0.8700293417009509	0.8208511081930779	0.7808188799292279	0.8630045684829515	0.869441181911917	0.8689518522513684	0.8332910493047843	0.7179068742983211	0.835116393568087	0.8743302601582608	0.8691091367851161	1.0	0.878868611973029	0.8780363899764555	0.593573149059336	0.8274492245149339	0.8301387297797475	0.8307895623331865	0.5548697039254242	0.8268924011081027	0.6410748861193687	0.7651247760503262	0.6188519675330976	0.7978176620286812	0.6966849120743299	0.8591604380585183	0.8454706573951151
CosteaPI_2017__daisy-11-60-0__bin.48	0.6664869280207634	0.8775268133299822	0.800931221436302	0.9209141409219375	0.8637046763678518	0.8839672700413933	0.8220523289512154	0.9337597905200581	0.8569077344467299	0.8313215855641443	0.9132792022938157	0.9117237470442503	0.9177102621576845	0.8965500438553747	0.8034817577029016	0.8933391123261814	0.9284272590647265	0.9451448766150832	0.9350722459594069	1.0	1.0052748270149108	0.6278845808605912	0.8810634543673285	0.8829818064310958	0.8830561810431937	0.5985508491528988	0.8793996430018619	0.7225262747552049	0.8110051344128766	0.6701973235398212	0.8450251078431875	0.7423951959129869	0.926128698854631	0.8843667130011951
CosteaPI_2017__daisy-11-2-0__bin.19	0.6680325916350025	0.8776532529186587	0.804442464407622	0.9229167659188737	0.8672855283200346	0.8867778033866355	0.8244813240609239	0.9372123027241673	0.8587275201798514	0.8331017806167843	0.9148222924105217	0.9136898515530342	0.9198613001373865	0.8996325200446539	0.8059064612864889	0.8965455081562781	0.93182306883103	0.9458881259166075	0.9380299263108695	1.0094103968242727	1.0	0.6300626673070312	0.8820079032654727	0.8850009206312827	0.8875432793272567	0.6013409026821916	0.8811098049162998	0.7264019025521444	0.8133713002532702	0.671183339535255	0.8483044289446475	0.7446355523337037	0.9298034741920655	0.8852957801609753
ZeeviD_2015__PNP_Main_318__bin.41	0.6568840143023583	0.9408028093396299	0.8470887615457942	0.8819124108385287	0.9186334235448373	0.8479634844284718	0.8133991475560718	0.907755997969328	0.9412913028075135	0.9085512835964806	0.9054450129838825	0.884532927198951	0.8890425893258243	0.9336023243158352	0.7439992914562036	0.9583319637254795	0.9064512182205324	0.9033924273468688	0.8993603018250481	0.8941658357712353	0.8935915135445086	1.0	0.9360027903477343	0.9164046150306244	0.9174473431433778	0.6455235736903809	0.935268680538055	0.6691191777970131	0.9186854686432847	0.7247535618934919	0.8343687568708661	0.7838302270627208	0.8703702689179368	0.9704402102256748
HMP_2012__SRS019397__bin.17	0.6393241488729438	0.9294662010667306	0.8262137185331051	0.891804131731792	0.8886526595568298	0.8418575702927514	0.7847943699478879	0.8719030504618163	0.8991114404434253	0.8555048094704863	0.8912104407979818	0.8507865288912583	0.878506347582766	0.9197911432280972	0.7256746140052392	0.9184099030963756	0.8722110555327404	0.883716926122146	0.875601662079538	0.8762967459870064	0.8736420356138037	0.6537066465326153	1.0	0.9068562056326028	0.9073242713097421	0.6099010557623094	0.926761113052528	0.6440137333275516	0.8544864158922965	0.6875310874683386	0.7951326271110782	0.7768040934702924	0.8628644088980943	0.9246898905466038
HMP_2012__SRS015960__bin.17	0.6093451780872867	0.8901782830408441	0.8545106637042548	0.8412770752380859	0.8458828020240974	0.807083728919731	0.7526640908690503	0.8440616772210748	0.8421194295725709	0.8126400865233094	0.8453744531120007	0.8199655717487692	0.8401264082060116	0.9030937711047382	0.6949796415742544	0.8641472706985485	0.8362015386271765	0.8423531110219342	0.8426865047127798	0.8424534349949593	0.8409204357486126	0.6139643629672406	0.8699385332145758	1.0	0.9792849347649483	0.5922778680421654	0.8808909747575097	0.6174708081707758	0.7928377247501689	0.6605256976186514	0.762248700682203	0.7402630690326811	0.8118313774236804	0.8642102790474606
HMP_2012__SRS056259__bin.14	0.6336622909397872	0.925561193800429	0.8990063943159378	0.8740757396464738	0.8837266025011957	0.8393633758837679	0.7809545042547259	0.8781611911326902	0.8750088130658227	0.8449961158992789	0.8780246283109339	0.8517689966824762	0.8733554501586988	0.9385581633761378	0.7220609934024278	0.8965120584971611	0.8688463363370802	0.8777140272884276	0.8756681256657437	0.8748138140598729	0.8756566924992711	0.6382196781309568	0.9037448066429238	1.016815647177564	1.0	0.6181360508699687	0.9137043649924065	0.6407870591799751	0.8232864382955182	0.6852341290182022	0.791910653615072	0.770383271498958	0.8438991670938225	0.8947513508603775
VogtmannE_2016__MMRS91297590ST-27-0-0__bin.21	0.7184942672804775	0.8672139045925458	0.8122033040633717	0.8212651191000631	0.841266608467683	0.7835670713380174	0.8062682638190436	0.8433185263873774	0.8400356371577482	0.8381147118118516	0.8404474562767424	0.8184416010881356	0.8153839114203094	0.9534007376855765	0.760882925835773	0.8800224661236157	0.8213817563233076	0.8463475053540972	0.8261127415399881	0.8375835638413841	0.838040243430857	0.634309108380205	0.8581090235041949	0.86867725313956	0.8731399727427781	1.0	0.8692218592511711	0.7612265570396396	0.7728256802866046	0.6497267548743144	0.7627114386124836	0.7911134996819392	0.8257646242890737	0.8573697229507065
VogtmannE_2016__MMRS64281211ST-27-0-0__bin.35	0.6512426355402557	0.945671863448505	0.8553807372764608	0.8988226634836785	0.9307465583669056	0.8605577611391015	0.8014297392272894	0.8939674123674072	0.928217320362548	0.8932730606515572	0.9122745880950598	0.8708531862992551	0.8984481304286938	0.9514852678237024	0.7375076942116731	0.9458119062429775	0.893999980459145	0.9000986813179656	0.8937700497314761	0.8933916085054828	0.8914616233891007	0.6671964409589349	0.9466280626219268	0.9379584366013242	0.9369879074675378	0.631043253682637	1.0	0.6557246563252119	0.8683018019925158	0.7117534986272549	0.8128617907890923	0.7928011490022765	0.8668798791072435	0.9442792518457966
CosteaPI_2017__daisy-11-0-0__bin.59	0.7539159974543632	0.8664477095338259	0.7965328704482436	0.9160494769132593	0.85991194316363	0.8764958650743142	0.8654731537630511	0.9272187184071389	0.8517218597021189	0.8353590336291105	0.9114879663171329	0.918321995307566	0.9127417097731296	0.8946031806587095	0.8648922352875893	0.894657804336253	0.9208927763221098	0.9395948830619779	0.9223667485732816	0.9770736621967736	0.9782901228252406	0.6353878194401333	0.8756383600411325	0.8751770934307658	0.8747019541403881	0.7356318051998273	0.8728499513589157	1.0	0.7950016733920263	0.6535983130821107	0.8610668437745481	0.7934245230832725	0.9382596376109165	0.8735574580394782
HMP_2012__SRS043001__bin.11	0.6389417918598169	0.951880406930839	0.8458702101650122	0.8878740220267799	0.9272941121188584	0.8557643907749243	0.8018372974369964	0.9096338149303378	0.9408207392619626	0.9001169758850261	0.909396730513334	0.8762768206196518	0.8962951466043175	0.93795080747535	0.7390469491222537	0.9617980823928867	0.9000856494155122	0.9134186220198026	0.9039523325048432	0.9005662259364656	0.899493294355611	0.7163423783767621	0.9540106068577914	0.9227460783175977	0.9228172748392205	0.6132626304409272	0.9490895032832276	0.6528094503414941	1.0	0.7632900767000127	0.8199532523639025	0.7855019675158751	0.8666510508962574	0.9734429854695019
Obregon-TitoAJ_2015__NO16__bin.20	0.6196453734943024	0.9237945950706611	0.8318996179017113	0.8609262157364876	0.8834456255165779	0.8541226305163747	0.7798327981247375	0.8898190114222999	0.8840663658658862	0.8345638049943769	0.8840231765646382	0.8442813977751582	0.8697647792095172	0.9576058900044714	0.7285476200154465	0.928457345907348	0.8691990840480739	0.8913704388710486	0.8696555356828313	0.8852011435849492	0.8828714618646939	0.6721889692830915	0.9130353779656654	0.9143971112285408	0.9135892172404916	0.6132575911548311	0.9253655000474236	0.638375980651193	0.9078975448152514	1.0	0.7860232646369388	0.7578367410538867	0.857411792203569	0.9140634527051746
NielsenHB_2014__MH0067__bin.16	0.6769583782944044	0.8699487898648999	0.7959803053014176	0.9257774941323178	0.8519706594896901	0.8778346468264132	0.822728818611994	0.912598476991828	0.8529209650850167	0.8288869108350233	0.9126782522774445	0.911590789173514	0.9002375064205109	0.87491305193651	0.7616727337870728	0.8682147270775514	0.9759204598415411	0.9105593087261566	0.9264492860111937	0.9222876752781988	0.9220735416168071	0.639464693837849	0.8725540827451655	0.871965565067942	0.8724603117954057	0.594880805926324	0.8732888551126861	0.6949603012986577	0.8059235248919885	0.6495205785247731	1.0	0.7431025868186036	0.9069757189222779	0.8856372295862742
LoombaR_2017__SID1015_aao__bin.28	0.6408563383531567	0.8945058352291368	0.800596321840738	0.8346371414047092	0.843563942357959	0.8002220884243619	0.7636474418369885	0.8302588267530023	0.8501011295503791	0.8257709100217402	0.842010765520051	0.8226104763724595	0.829235633655049	0.8775247235612023	0.7052403494287353	0.8653552873990057	0.8340660568849214	0.8414440073981404	0.8336161115056946	0.8349176362004131	0.8340062083809537	0.6190022605428909	0.8783669290146269	0.8725702769255175	0.8745568146174563	0.6357995003010452	0.8776415363038862	0.6598427354371644	0.7955430891201909	0.6452750327183839	0.7657032018949622	1.0	0.8162030811163549	0.8665450468152304
NielsenHB_2014__O2_UC59_2__bin.8	0.6375630329316041	0.8103520470555442	0.7518249255506845	0.8929280396257214	0.8016777536379799	0.8409531979133841	0.7810718358038768	0.870781642269574	0.7967233050870975	0.7752281272566822	0.8653578963142579	0.8773037044894063	0.858471989851829	0.8364661967114647	0.7346835449282888	0.82888343602169	0.8705257179294426	0.8847125599649229	0.8792092616243611	0.8907751917428324	0.8906456878598743	0.5878446422085222	0.834440385970906	0.8184053385200666	0.8193322163109524	0.5675785178958949	0.8207296248765859	0.6673384423642968	0.7506698742517296	0.6243770709058427	0.799273914896215	0.6980499798652297	1.0	0.8273670072207665
HMP_2012__SRS053335__bin.28	0.6234055323185048	0.8997770279725716	0.8015244196352215	0.8558145320541726	0.8954090152846237	0.8177332732107039	0.7680767496462613	0.8704056722591078	0.8999947133549983	0.860031408890893	0.8756873415950119	0.8527364607466609	0.8562349758213736	0.8929703170432105	0.7062130517935721	0.9564237401458492	0.865647069799263	0.8673636745292553	0.8725980750392611	0.8578806773125185	0.8552634770575156	0.6610358714412328	0.9018755150591637	0.8786578141277813	0.8761320417333976	0.5943408020151447	0.9016528540108532	0.6266316296860666	0.8503798609923343	0.671323060656477	0.7871428793556513	0.7474414193086935	0.8344415592492964	1.0
