	NielsenHB_2014__O2_UC40_2__bin.23	XieH_2016__YSZC12003_36525__bin.8	HMP_2012__SRS011134__bin.15	BritoIL_2016__W1.27.ST__bin.1	ZeeviD_2015__PNP_Main_396__bin.77	LiJ_2014__MH0378__bin.31	ZeeviD_2015__PNP_Main_100__bin.9	ZellerG_2014__CCIS25399172ST-4-0__bin.32	LiJ_2014__O2.UC40-1__bin.93	ZellerG_2014__CCIS38765456ST-20-0__bin.8	NielsenHB_2014__V1_UC37_0__bin.17	ZeeviD_2015__PNP_Validation_3__bin.20	NielsenHB_2014__O2_UC40_0__bin.26	XieH_2016__YSZC12003_35391__bin.11	HMP_2012__SRS022609__bin.67	ZeeviD_2015__PNP_Main_473__bin.12	NielsenHB_2014__V1_CD29_0__bin.45	ZeeviD_2015__PNP_Validation_29__bin.13	XieH_2016__YSZC12003_35740__bin.120	ZeeviD_2015__PNP_Main_619__bin.16	HMP_2012__SRS011061__bin.29	XieH_2016__YSZC12003_35520__bin.90	LeChatelierE_2013__MH0198__bin.6	QinJ_2012__T2D-033__bin.32	XieH_2016__YSZC12003_37331__bin.7	ZellerG_2014__CCIS09568613ST-4-0__bin.28	ZeeviD_2015__PNP_Main_575__bin.29	ZellerG_2014__CCIS90443472ST-4-0__bin.80	ZeeviD_2015__PNP_Main_215__bin.8
NielsenHB_2014__V1_UC37_0__bin.17	0.902468696555542	0.753658791093432	0.8767441149021535	0.781580554169134	0.8827518953466102	0.8572309814733562	0.565460542720155	0.8916416167869187	0.7829140333386555	0.8954815506745133	1.0	0.8714676107464507	0.8713171647936355	0.8700599562742877	0.8649049822754552	0.8793968248779774	0.818113776532862	0.8916147963385059	0.8287702950123605	0.757999093971727	0.8620096310553972	0.7997882860853418	0.8743189596683316	0.8451781233983686	0.8617766284098114	0.9094545852280513	0.8089558506084261	0.8965992090482136	0.8157468719604364
ZeeviD_2015__PNP_Validation_3__bin.20	0.8871387310684512	0.7242590140177417	0.8458424243697835	0.7482298494205109	0.8481539959272696	0.8115729719091519	0.5358635073572231	0.8786816929594461	0.7766060067722581	0.8802201812320595	0.8403815386256737	1.0	0.8491158036732166	0.8376537225394796	0.8336670698446196	0.9080725978952575	0.7541748720048074	0.8448098954660463	0.7798236173912622	0.7114613133040237	0.8156202427392608	0.7732182612536558	0.8499276825646482	0.7989482349413439	0.8303140787235598	0.8671505071515256	0.7899379553179684	0.8620044315898077	0.7937520483878203
NielsenHB_2014__O2_UC40_0__bin.26	1.0177600914911187	0.753471082518217	0.8899187014342131	0.802834998116969	0.8841076506338386	0.8760240060533399	0.5718592252968797	0.9276060975651892	0.9111788119283964	0.9151042404475048	0.8979686587636951	0.9074580982423892	1.0	0.8777096642676737	0.8730681657205444	0.9038578812619418	0.8076790520580319	0.8990738597297419	0.8247891523596623	0.7559034747967536	0.8755644773984459	0.8090451132755411	0.8920954161152898	0.8415356031054463	0.8832628780314207	0.9198286614586754	0.8159168805951068	0.9081301157113884	0.8318116485331362
XieH_2016__YSZC12003_35391__bin.11	0.8697620216097943	0.7417817890118418	0.8427375504008426	0.7465243187632168	0.8406726036264149	0.8129107678862869	0.5500988044015241	0.8554887801569457	0.7655270464820905	0.8545533176920206	0.8462658131879419	0.8448836113497887	0.828368520852457	1.0	0.8388644504698101	0.8500158152259866	0.7657732422680664	0.8584154121822892	0.7934087192438691	0.7290301516468215	0.837188362602371	0.7726467514384519	0.8681894664073186	0.8234197409889896	0.8622163653349811	0.8627173166941938	0.7810300440380674	0.8634823986317384	0.7833925453220355
HMP_2012__SRS022609__bin.67	0.8938795872500147	0.7683463442016685	0.9899676580309515	0.7932106936292143	0.8731375534411625	0.8361794917666296	0.5648651738056822	0.890562952531542	0.799918752010484	0.8894347443089226	0.8770151052420676	0.8766092902316714	0.859017315765297	0.8745262481573661	1.0	0.8862171199542428	0.7988797805964334	0.8716982912001033	0.8139174576518227	0.74626405851555	0.8560763255171804	0.8204474673531384	0.8755805173100287	0.8374865985435703	0.8811212732477822	0.8915309594359213	0.8190354010918336	0.8898669054247056	0.807783064468495
ZeeviD_2015__PNP_Main_473__bin.12	0.9143722764752187	0.7552397119406008	0.8863894230668846	0.7837704544932548	0.8871202203249333	0.8397136109945315	0.5575419321026708	0.9002574494340497	0.8017681117660447	0.9132096824372715	0.876309849685444	0.9383570424843766	0.8739529241286288	0.8708476621795715	0.8709119723382799	1.0	0.7890760425866883	0.8834286501757046	0.8159238634536643	0.7438793641646256	0.853335671884559	0.8124615548442462	0.8905386810988685	0.8337866364325401	0.8677991936174255	0.9049136719639027	0.8092564868696612	0.8961583032140463	0.8218182653378685
NielsenHB_2014__V1_CD29_0__bin.45	0.9060490594668278	0.8189634337606507	0.8877418649104625	0.828146014391637	0.8979267085803346	0.8391250954230143	0.572503493195223	0.8931271588507446	0.8727037120662839	0.8859519091381239	0.9126086466690883	0.8724040615961693	0.8742281429290669	0.8782404673986366	0.8788477153872153	0.8833176963470224	1.0	0.9026963400102563	0.8183786244968233	0.7544441530526717	0.8585434743279953	0.8693229442037735	0.8870785201100059	0.8455575298516846	0.8713957214026634	0.916602272201365	0.8950760555900708	0.8942986472721289	0.7982235074625121
ZeeviD_2015__PNP_Validation_29__bin.13	0.8994309905863235	0.7388997219730682	0.8623839122698166	0.7749178067619693	0.8850441213053399	0.829236744257856	0.5556627136372272	0.8775547371989438	0.7831410627607407	0.8760203530449475	0.8806487543424893	0.8652850448663528	0.8616599743455274	0.8716965934353855	0.8490885377323152	0.8756370674429511	0.7992750686789023	1.0	0.8247072687258402	0.7610578517048966	0.8524379406387459	0.7917500878535303	0.8682830336517309	0.8273604660355561	0.8511084445765295	0.9165803308259722	0.8035172869670891	0.8815308079254853	0.8096324721548805
XieH_2016__YSZC12003_35740__bin.120	0.8860037477812357	0.7149673677021411	0.8506076472062929	0.7448406755456619	0.8509664121623071	0.823352886023436	0.5370326375480778	0.8655414572594995	0.7618968865764592	0.8478154058047295	0.8652553203311664	0.8442697579955364	0.8355417066448958	0.8516270647032599	0.8380149972501978	0.8548441363149327	0.7659378050322473	0.8717349654513722	1.0	0.7293980317804498	0.8190083299097531	0.7666343340688015	0.8590040597317401	0.8050759991057127	0.8287873000705718	0.8782176731992515	0.7774694732586666	0.8644065349474256	0.8202154427312688
ZeeviD_2015__PNP_Main_619__bin.16	0.9063703660993394	0.7654291041344924	0.8877127353142485	0.7853179516569733	0.8934507918408654	0.856698201787327	0.5848349090952472	0.8961468433481738	0.7837979432666065	0.8910375672708096	0.8990650805162064	0.8750814556491077	0.8699691972138812	0.8890175168789028	0.8729237197359022	0.8854257638936869	0.8021926295001915	0.9139336256375411	0.8286610555260356	1.0	0.8831064835962861	0.8121069811529895	0.8791633094429899	0.8550837520646615	0.8790479916056567	0.9071184408630745	0.8009981951764338	0.8968367621335988	0.81120829731722
HMP_2012__SRS011061__bin.29	0.9341795614100202	0.7910581450014734	0.9223449650329202	0.8315497760712254	0.9196281275235568	0.8793852812100028	0.6023006966423057	0.9302493920969226	0.8214715190941175	0.9266125458598483	0.9253897665337265	0.9079779827740175	0.9120440164566843	0.924013127557298	0.9063300649404693	0.9193051122343165	0.8262357696694042	0.9265095228776253	0.8421525954818347	0.7992878367648083	1.0	0.8336957132991872	0.9167070435778217	0.8787617447324438	0.9059350685282784	0.9446496656251898	0.834801073418496	0.9340891351243137	0.844809148800727
XieH_2016__YSZC12003_35520__bin.90	0.9331602743975219	0.8354653603385322	0.928295374247096	0.8537780643034021	0.9131084043651639	0.859409626975085	0.5793962663678159	0.9213901702333865	0.9003100480438669	0.9192702935664673	0.9093627647880338	0.9116727585127414	0.8925857682849488	0.9032032580060009	0.9199712013158579	0.9270264977436108	0.8860789047732723	0.911433087134126	0.8349112096162066	0.778489803483764	0.8829927188502253	1.0	0.9191202011524239	0.8700790534362348	0.9050148496193132	0.93991681544875	0.8965296251453871	0.929701954584418	0.8281865929832035
LeChatelierE_2013__MH0198__bin.6	0.8248600765816394	0.6905503590954984	0.7967149905701713	0.7152271731468958	0.8093060027051227	0.7627047415845922	0.5123231668984436	0.8131278456175108	0.724751490674947	0.8046745280323091	0.7948998914140933	0.8013076029184844	0.7869895033623531	0.8115203931952832	0.7850547692073229	0.8124984283618769	0.7229923989865316	0.7992421846722421	0.7480448821747662	0.6738909949898082	0.7763553235669518	0.7349414207608634	1.0	0.7721642885718095	0.8020825633894043	0.8188943287676452	0.7431688034595089	0.8116084049301813	0.7404514887699312
QinJ_2012__T2D-033__bin.32	0.9086743695136027	0.7817605829045887	0.8927401630595683	0.8060712658906489	0.8975451486352057	0.869949625584667	0.5874910029690762	0.9055445000875628	0.8004896355547434	0.9023846218962762	0.9033072794546108	0.8854838644660835	0.8727198377197638	0.9047965204164858	0.8827270890915452	0.8942715058711925	0.810139021203656	0.8952752318848953	0.8241647597663975	0.7705014733407951	0.8748746462212919	0.8178691895528291	0.9077252863261702	1.0	0.8971698151236115	0.9095302911611645	0.8337178486313092	0.9053528023035982	0.8296962261962189
XieH_2016__YSZC12003_37331__bin.7	0.8916615025952356	0.7578824933976417	0.8793734699990268	0.7718345435726163	0.8698236941780026	0.8408487247938198	0.5648480288553286	0.879974201408475	0.7837560710312232	0.8877302084066168	0.8663022959651155	0.8655494859870763	0.8615486822033951	0.8911142725104717	0.8735178132028631	0.875429537702215	0.7852705376630369	0.8662319438295067	0.7980089081811951	0.7450147929056401	0.8483191105467962	0.8001443271955658	0.8868522811574653	0.8438439564355985	1.0	0.8849885814692474	0.8028733160247421	0.8846010128179905	0.7957239382198719
ZellerG_2014__CCIS09568613ST-4-0__bin.28	0.9071969425905625	0.7506621429263671	0.872727889823997	0.7825157464682644	0.898791193018599	0.836711485608691	0.5612653441936905	0.8912413119937321	0.7925502224726627	0.8851508647216546	0.8874273196675158	0.8774472299587524	0.8709110604141783	0.8654912411484259	0.857925412262433	0.886106918550184	0.8017922124549525	0.9055175101381371	0.8208122859050758	0.7462654402897766	0.8586377500593955	0.8066387265591999	0.8788952139650922	0.8303891809710121	0.8590425803802869	1.0	0.8144932526235255	0.9050856911291862	0.8262034808047045
ZeeviD_2015__PNP_Main_575__bin.29	0.8756883220886722	0.78846232211702	0.8592895134085496	0.8053022947613109	0.8562430016158294	0.8130239929413766	0.5527102350039687	0.8645976549211929	0.8372804810636126	0.8593320352364213	0.8550262572287107	0.8658095270155346	0.8367883794931398	0.8487206245039121	0.8537262409286768	0.8583571337453226	0.8480934275428054	0.8598533705635559	0.7870963083966437	0.713778932560381	0.8219114979022565	0.8334070083059304	0.8639717867672071	0.8244920413312167	0.8441641448860415	0.8822473140378728	1.0	0.8757104688740219	0.7758439696961106
ZellerG_2014__CCIS90443472ST-4-0__bin.80	0.8936824460075413	0.7420757619420644	0.8647645681212126	0.7734772320468225	0.8617512998372412	0.835686772710115	0.5526197656437086	0.8764052651018561	0.7791644512271844	0.8761114065030421	0.8683846300588124	0.8657610085356994	0.8534477650105327	0.8598241718991626	0.8499632676751483	0.8710151515766488	0.7764714238747935	0.8644220036772914	0.801902775015525	0.7323264752797541	0.8427320732048852	0.7919456767474236	0.8646050564784863	0.8204353490788507	0.8522881600149365	0.8983626718403098	0.8024531510652374	1.0	0.8174862101576039
ZeeviD_2015__PNP_Main_215__bin.8	0.8655474249171314	0.6944165054036558	0.8219401511766395	0.7268426882869535	0.8441188413528764	0.7972809272439062	0.5266453499336543	0.8491869455964579	0.7429364252790176	0.8299470932731662	0.8268022521887313	0.8342684888962134	0.8180621934374591	0.8163343147865296	0.8074252059607565	0.8358901803144162	0.7252702677447361	0.8308233503176273	0.7962768207712421	0.6931962017251603	0.7976130809078753	0.738265036536903	0.8254681157967525	0.78682488281177	0.8022946636243317	0.8581861011955833	0.7439881036319431	0.8554859722418078	1.0
