	NielsenHB_2014__O2_UC40_2__bin.23	XieH_2016__YSZC12003_36525__bin.8	HMP_2012__SRS011134__bin.15	BritoIL_2016__W1.27.ST__bin.1	ZeeviD_2015__PNP_Main_396__bin.77	LiJ_2014__MH0378__bin.31	ZeeviD_2015__PNP_Main_100__bin.9	ZellerG_2014__CCIS25399172ST-4-0__bin.32	LiJ_2014__O2.UC40-1__bin.93	ZellerG_2014__CCIS38765456ST-20-0__bin.8	NielsenHB_2014__V1_UC37_0__bin.17	ZeeviD_2015__PNP_Validation_3__bin.20	NielsenHB_2014__O2_UC40_0__bin.26	XieH_2016__YSZC12003_35391__bin.11	HMP_2012__SRS022609__bin.67	ZeeviD_2015__PNP_Main_473__bin.12	NielsenHB_2014__V1_CD29_0__bin.45	ZeeviD_2015__PNP_Validation_29__bin.13	XieH_2016__YSZC12003_35740__bin.120	ZeeviD_2015__PNP_Main_619__bin.16	HMP_2012__SRS011061__bin.29	XieH_2016__YSZC12003_35520__bin.90	LeChatelierE_2013__MH0198__bin.6	QinJ_2012__T2D-033__bin.32	XieH_2016__YSZC12003_37331__bin.7	ZellerG_2014__CCIS09568613ST-4-0__bin.28	ZeeviD_2015__PNP_Main_575__bin.29	ZellerG_2014__CCIS90443472ST-4-0__bin.80	ZeeviD_2015__PNP_Main_215__bin.8
NielsenHB_2014__V1_UC37_0__bin.17	0.9100337392859642	0.7603777324903331	0.8833297921960038	0.7879202376626985	0.8893157810261252	0.8664509296847466	0.5695711955089159	0.899052861008474	0.7896748816862016	0.9028240674970109	1.0	0.8786911118291169	0.8786466904614333	0.8766963409784183	0.8715979413629565	0.8864560507141154	0.8228174126732486	0.8977868520294907	0.8356962567454476	0.7624001619284573	0.8667941476105285	0.8047856899497494	0.8813999771188049	0.8528068646937712	0.8694908598845296	0.9154761949662209	0.8152322546065168	0.9019029527218355	0.822722702964791
ZeeviD_2015__PNP_Validation_3__bin.20	0.895594960935653	0.7315501633254624	0.853338462974645	0.7552736767364165	0.8554237268272024	0.8204478710304719	0.5407501373000764	0.887346045091002	0.7841598346660568	0.8846744018101383	0.8473473706075594	1.0	0.8561774123087953	0.8461034864722549	0.841344154613424	0.9084876300612607	0.7605478586239602	0.8524000942409943	0.7881121370842757	0.7171238553780611	0.8217058993973345	0.7792752253277118	0.858518888813004	0.8075147898146985	0.8388062753510093	0.8749738836867303	0.7981488837978635	0.8688320542233261	0.8023687142529805
NielsenHB_2014__O2_UC40_0__bin.26	1.017893112943851	0.7608684573312096	0.8977069347365657	0.8100406147318667	0.8913033338285647	0.8860209137364516	0.5772293186192028	0.9327615426342394	0.9112988767461225	0.9229335030940444	0.9055223769724318	0.9150049062457891	1.0	0.8855147411955346	0.8807993898288687	0.9115562818949166	0.8146756349614929	0.9066958162161789	0.8327034969094107	0.7618371817418554	0.8822794694344342	0.8155229988909121	0.9002010869752994	0.8501526291603755	0.8921956140926728	0.9274139074792608	0.8236221914334184	0.9156302798287651	0.8390125143818649
XieH_2016__YSZC12003_35391__bin.11	0.8785101241902848	0.7467762210740332	0.8493334778986293	0.7524644035132628	0.8477315748541168	0.8231959636934585	0.5547398395325215	0.8632859311336583	0.7737774585747057	0.8632093006572287	0.8527207080003848	0.8534063061990794	0.8357348292037116	1.0	0.8457061661446555	0.858040819587402	0.7722309903429295	0.8660360684978633	0.8016974465746992	0.7341619479141022	0.8431834745562362	0.7786198525107894	0.874654551442691	0.8297327878982543	0.8687821297728966	0.8704076741346055	0.789000836413498	0.8710141962033675	0.7916515172019115
HMP_2012__SRS022609__bin.67	0.9017264772834955	0.7755099352438226	0.9901044878040903	0.7998745585433833	0.8802930706768272	0.8450283836791826	0.5690580289968635	0.8985288249764478	0.8073258320588759	0.8970700156249403	0.8838017770023147	0.8846818219096761	0.8666241162900095	0.8816588187851131	1.0	0.8936607446004294	0.8051476040554305	0.8786336909746316	0.8212259522736052	0.7512634444813195	0.8615546156889358	0.826665998098831	0.8837822298918663	0.845824715961363	0.8900504782880471	0.8985997894861192	0.8268691180726209	0.8967300658780116	0.8156427026174856
ZeeviD_2015__PNP_Main_473__bin.12	0.9219362368952392	0.7628132771245842	0.8939471195104076	0.7910095233322685	0.8944632711738065	0.8488761382167294	0.5623025542408165	0.9079654813135141	0.8085428111473726	0.9176905136251928	0.883344295292204	0.9387859160752429	0.8813966161998961	0.8790693401318358	0.8782270440921306	1.0	0.7953563054231421	0.8905403514926012	0.8233621267453004	0.749465996003583	0.8596835856671866	0.8188048750441088	0.8993880094961884	0.8423511626984376	0.8765700135093093	0.912224985331855	0.8163882329113501	0.9031493185837567	0.8291525466196451
NielsenHB_2014__V1_CD29_0__bin.45	0.9138750321972327	0.8260933385503368	0.8947605110232573	0.8346167816417573	0.9042193684527424	0.8483721873876603	0.5766364258103301	0.9007993328219174	0.8804506817866273	0.894014890898713	0.9178555684734048	0.8797761176237952	0.8818012125325887	0.8856466489868214	0.8857429485138786	0.8903480292956251	1.0	0.9093316579085519	0.8252864794061592	0.7587397664222248	0.8631728637282222	0.874427754084666	0.8949432931352929	0.8536471575979158	0.8794521585352001	0.9234156974773731	0.9019086472768036	0.8995666053808997	0.8053150794307482
ZeeviD_2015__PNP_Validation_29__bin.13	0.9075193101852561	0.7452587032943108	0.8689779975024349	0.780978355125286	0.891271891464776	0.8385697072749345	0.5586644276606374	0.8859050652061526	0.7907417900927708	0.8839476595778146	0.8867448994247819	0.8730592027245563	0.8689647522116531	0.879435154574613	0.8558440499463359	0.8826860456308546	0.8051501829712747	1.0	0.8320447459035833	0.7648203421175825	0.8571333962208701	0.7969078868670044	0.875223152106022	0.8348610258560494	0.8586412897933031	0.923715403403957	0.8098915831557981	0.8878959979767819	0.8174335345099842
XieH_2016__YSZC12003_35740__bin.120	0.8960426037760449	0.721615019826139	0.8577851339177702	0.7512791939513979	0.8587371736059247	0.8314832874595459	0.541589827525935	0.8753046767637126	0.771025704634062	0.8557804253464816	0.8724861842678067	0.8532432570782794	0.8435592283753329	0.8605239980941706	0.8455398734434741	0.8626372111887415	0.7724030120505648	0.8794908512748625	1.0	0.7353040904892723	0.8249734535808462	0.7728899698506182	0.8683118227491109	0.8135209761556935	0.8370699578538681	0.8857836761069977	0.7853273008318534	0.8726043141923479	0.8282285892793155
ZeeviD_2015__PNP_Main_619__bin.16	0.9139664315740239	0.7720211091289477	0.8935671037974859	0.7909019196940499	0.8991570365502868	0.8664823238134813	0.5881368763081989	0.9033552023007897	0.790758269457027	0.8986624622048274	0.9042852008941109	0.8820462553763214	0.8767982996583709	0.8952754977928067	0.8787716264437718	0.8920754278068088	0.8067601105659471	0.9184518977985725	0.8353708636560426	1.0	0.8867380013529963	0.8164130088461705	0.8857329467534798	0.8621494548995418	0.886576456968801	0.9120681607948182	0.8062068831825338	0.9026091157756293	0.8181919853108934
HMP_2012__SRS011061__bin.29	0.941474848221054	0.7978765568729601	0.928237519710456	0.8375485029051132	0.9250060171719966	0.8890294020393152	0.6059316944131402	0.9373381830614921	0.8282435931177049	0.9341287247419364	0.9305260695382636	0.9147527560897155	0.9190387820793997	0.9306299922845234	0.9121299439222064	0.9261437687966331	0.8306909512980221	0.9316129844948162	0.8482862869212549	0.8025746747915359	1.0	0.8383812345212468	0.9237647926831188	0.8864272844446544	0.9134053594444856	0.9497526773603623	0.8408096976567895	0.9396892664898631	0.8514251137639154
XieH_2016__YSZC12003_35520__bin.90	0.9406506005840739	0.8427231624042804	0.9353435234170373	0.8603606887478814	0.9187275784566402	0.8687053504848461	0.5829293941460146	0.9284044890496863	0.9077317605554277	0.9268654462009227	0.9150448347482522	0.9188142985180876	0.8997325496126901	0.9101856524040755	0.9269440660368503	0.9342642874874864	0.8912821084601138	0.9173705524401453	0.8417239757622194	0.7826175831118874	0.8879552981907431	1.0	0.926942636585288	0.8780939883461579	0.9130621854313156	0.9459257533328854	0.9022116951056055	0.9357089865331368	0.8352066296057525
LeChatelierE_2013__MH0198__bin.6	0.8332063322728744	0.6953788124130836	0.8037894576419713	0.7211399615186787	0.8163480845065056	0.7726047282494809	0.5165050578172328	0.8214638142228488	0.7323700302897529	0.8127239822452518	0.8013377021698131	0.8094073495513687	0.7941401710704284	0.8175634846550969	0.792408511611072	0.8205722667784277	0.7294023965100108	0.8056304650143828	0.7561503438553712	0.6789267140380623	0.7823325014763873	0.7411963499895224	1.0	0.7782656735183738	0.8081229878269484	0.8261833006305602	0.7506718991103576	0.8191092145619416	0.7493147657782943
QinJ_2012__T2D-033__bin.32	0.9179448385147722	0.7877829389868055	0.901537210197068	0.8125719706487402	0.9063883286506222	0.8817457576787727	0.5923027069249929	0.9148033238962485	0.808947628434156	0.9122924412399264	0.9114607057613694	0.8949782794765575	0.8816561792750509	0.9117334720007023	0.8915156262806913	0.9034573232808448	0.8178897925856851	0.9033914831541093	0.8328099715095887	0.7768682583853224	0.8825062783263709	0.8254031811978514	0.914897829112175	1.0	0.9049949365807296	0.9185369517633732	0.842531915665516	0.9133700694366996	0.8391050938311384
XieH_2016__YSZC12003_37331__bin.7	0.9004896424384303	0.7638009194644981	0.8882323625721583	0.7781409595610027	0.8778295144480959	0.8519698387335267	0.5695350819138982	0.8883806497082914	0.791863838707408	0.8971342247131465	0.8740570391524379	0.8744020595061112	0.8702618152620322	0.897900094069652	0.8823699654516249	0.8842774772482457	0.7925307095497337	0.8738986415297503	0.8059839757213516	0.7513953524620931	0.8553143034317098	0.8072591608380414	0.8935311000672769	0.8512039693770213	1.0	0.8930415840099285	0.8104599723730955	0.8925790292500588	0.8041278588980496
ZellerG_2014__CCIS09568613ST-4-0__bin.28	0.9152035867148592	0.7577528073347076	0.8792215317389016	0.7885587590764798	0.9049352087472792	0.8460990509386952	0.565742195055427	0.8990590353016129	0.8000236355480278	0.8929088857801919	0.8933030841936659	0.8853635028700017	0.8780929138745983	0.8732063256577777	0.864727788411957	0.8932662814372212	0.8077522144014093	0.9125664647558402	0.8278837310961619	0.7503374608306218	0.8632761241299726	0.8117956105761308	0.8867182532266816	0.8386121435193004	0.8668594858491356	1.0	0.8224303804300934	0.9118627142687149	0.8338821714771277
ZeeviD_2015__PNP_Main_575__bin.29	0.8851255102619344	0.7954071110670144	0.8669394560040821	0.812148309048645	0.8623944927145935	0.8212094448066675	0.5556557574554938	0.8732056674509582	0.8464036278206146	0.8680405941716748	0.8616601053123937	0.8748090947102846	0.84469079544166	0.8573822322542238	0.8618917606871528	0.8659215897494047	0.8545673758362626	0.8666745804512983	0.7950514336942964	0.7184204558339948	0.8278273472048985	0.8386890166118608	0.8726945196450845	0.833208573109196	0.8521409740333371	0.8908446961106702	1.0	0.8836567354575349	0.7839576659768681
ZellerG_2014__CCIS90443472ST-4-0__bin.80	0.9020594454839534	0.7486644451389537	0.871397492460741	0.7791368512482902	0.8677157364526721	0.8447509304845826	0.5563461686764593	0.8835763890298202	0.7869906687718415	0.8831303246650458	0.8735214731894617	0.8726183856447639	0.8604963125616434	0.8673240602816009	0.8565186685445476	0.8778100228511589	0.7810453086124111	0.8706636577277912	0.8095077868469865	0.7370399834400126	0.8477844928706819	0.7970626316579875	0.8725956562503805	0.8277006376406889	0.8599747541369527	0.9050893549316698	0.809734674908778	1.0	0.8260787329986159
ZeeviD_2015__PNP_Main_215__bin.8	0.8741638817295097	0.7012099398045815	0.8295257423337066	0.7334836378216836	0.8518407769167645	0.8043020270717979	0.5313838490068521	0.8581211146091545	0.7509110864567954	0.8374592028651864	0.8338726228926082	0.8433249856010112	0.8251440323624706	0.8249405776245661	0.8152813621868114	0.8433500457879347	0.7317137090265944	0.8388285934184304	0.8040560974408028	0.6991639242044028	0.8038594386857928	0.744522862535955	0.8353490501764407	0.7957475836033321	0.8107679800469942	0.8661620366201538	0.7517686545482966	0.8644779071091078	1.0
