	ZellerG_2014__CCIS32452666ST-4-0__bin.6	XieH_2016__YSZC12003_35697__bin.54	XieH_2016__YSZC12003_36703__bin.13	QinJ_2012__T2D-012__bin.17	RaymondF_2016__P25C7__bin.100	XieH_2016__YSZC12003_35698__bin.37	BritoIL_2016__W2.44.ST__bin.2	YuJ_2015__SZAXPI017454-20__bin.20	BritoIL_2016__WL.35.ST__bin.27	HMP_2012__SRS011586__bin.30	HMP_2012__SRS055982__bin.27	LeChatelierE_2013__MH0117__bin.29	ZeeviD_2015__PNP_Main_517__bin.12	FengQ_2015__SID31009__bin.69	BritoIL_2016__W2.4.ST__bin.34	Bengtsson-PalmeJ_2015__TRAVELRES35__bin.52	BritoIL_2016__W1.11.ST__bin.39	ZeeviD_2015__PNP_Main_536__bin.21	NielsenHB_2014__V1_UC10_0__bin.17	LoombaR_2017__SID1009_aai__bin.30	LeChatelierE_2013__MH0137__bin.2	XieH_2016__YSZC12003_35666__bin.97	LiJ_2014__MH0346__bin.54	QinJ_2012__T2D-042__bin.53	YuJ_2015__SZAXPI015255-46__bin.60	LiJ_2014__V1.CD4-0-PN__bin.30	XieH_2016__YSZC12003_35658__bin.68	BritoIL_2016__WL.5.ST__bin.18	QinJ_2012__NLM004__bin.41	XieH_2016__YSZC12003_37316__bin.112	HMP_2012__SRS022609__bin.55	HMP_2012__SRS011134__bin.62
HMP_2012__SRS055982__bin.27	0.9876132946706616	0.9869552178627058	0.9863366099280922	0.9856823427934523	0.9868844250528479	0.98750808486893	0.9855133785667551	0.9830764190892943	0.9851832066970782	0.9861809662324793	1.0	0.9878220874928134	0.9867846446036527	0.9861885200176501	0.9843455874211051	0.9863073415803729	0.9843825305941883	0.9823302945187686	0.9910673519852087	0.9875198154134299	0.9871574904212017	0.9869612072164612	0.9870861248664919	0.981369756847524	0.9813728429826049	0.9870567119591404	0.9864513099327373	0.9857382978342013	0.981553928067551	0.98697469701722	0.9865746700307227	0.9842606651740141
LeChatelierE_2013__MH0117__bin.29	0.9888679266099581	0.9892668308911293	0.9887591526985308	0.9876402648136074	0.9908235958363598	0.9897479770046045	0.9877120036727305	0.9842899930163596	0.9877709512379527	0.9880895110348102	0.9878220874928134	1.0	0.9892335680901193	0.988278395181944	0.9873181609588503	0.988093217708053	0.9862604102849328	0.9834479570855305	0.9868132582782948	0.9892860023738462	0.9888294924139219	0.9891288434913186	0.9889335131671182	0.9827706732043466	0.9827222711999257	0.9904147227909827	0.9882048835734252	0.9876184459886291	0.9825647758793019	0.9899101277273444	0.9888182504526208	0.985549226382522
ZeeviD_2015__PNP_Main_517__bin.12	0.9896980716235507	0.9894627927790268	0.9900049135076872	0.9870543181698218	0.9915256283140061	0.989095026483101	0.9862492015752005	0.9842042464133913	0.9866588042529056	0.9891682536111114	0.9867846446036527	0.9892335680901193	1.0	0.9895671236560805	0.9861173316877835	0.9891059458761402	0.9854826720752254	0.9820715976216975	0.986831875659781	0.9880669086643221	0.9895324555195055	0.9888114014117431	0.9887496122129108	0.9826754262770572	0.9820916225083007	0.9916788632015883	0.9895149067397914	0.9872621328408656	0.9828489927358487	0.9905451252067912	0.9898633044387567	0.9849296644363427
FengQ_2015__SID31009__bin.69	0.9885018830525273	0.9913705166528956	0.9981966444343695	0.9863511480637402	0.9878823753782822	0.9914475508434996	0.9863905512419225	0.983893774639345	0.9863321445547657	0.9984633571675342	0.9861885200176501	0.988278395181944	0.9895671236560805	1.0	0.9852912109888707	0.998560708933795	0.9854385166212116	0.9822335485821653	0.9872603447162869	0.9891994837960995	0.9926852519318481	0.9898859369928655	0.9894139528775082	0.9823770556626794	0.9826880604095218	0.9879911552894395	0.9982579135755564	0.9874344397488619	0.9828390903423845	0.9880701248553816	0.9977463818643345	0.9847513289603895
BritoIL_2016__W2.4.ST__bin.34	0.9871322236843427	0.9867553188994658	0.9853249247999454	0.9862338732246004	0.98650919107942	0.9866075678712728	0.9870654958481649	0.9828399330170423	0.98830253584584	0.9848176530390069	0.9843455874211051	0.9873181609588503	0.9861173316877835	0.9852912109888707	1.0	0.985351996988261	0.9945858522958235	0.9821441643688539	0.9860452596209182	0.9874728054642044	0.9864449925776245	0.986836501546544	0.9853534861382762	0.9832323159002649	0.9831374401984525	0.9855995236729553	0.9859486052851044	0.9945159973092879	0.9821484232816575	0.9863715647516678	0.9862637503306907	0.9844350392604555
Bengtsson-PalmeJ_2015__TRAVELRES35__bin.52	0.9886030598616289	0.9916024733717501	0.9975310176588951	0.9861945434491308	0.9876152448023015	0.991082724946815	0.9858797352806937	0.9841228813820979	0.9859865319014073	0.9983972626523706	0.9863073415803729	0.988093217708053	0.9891059458761402	0.998560708933795	0.985351996988261	1.0	0.9854423595065579	0.982813190667993	0.9874071439171083	0.9889456063329206	0.9922257857601027	0.9904413812186627	0.9894172100804268	0.9826218859200014	0.9822255096106999	0.9876427480942807	0.9978305338907769	0.9872672719362148	0.982868821204254	0.9881760539150096	0.9976209756125843	0.9856419586363373
BritoIL_2016__W1.11.ST__bin.39	0.9849388195098773	0.9858269277935199	0.9841767962881616	0.985689004747372	0.9821746849769537	0.9869873646092843	0.9868526151533636	0.9830016207228983	0.9870616899363933	0.9855335006858	0.9843825305941883	0.9862604102849328	0.9854826720752254	0.9854385166212116	0.9945858522958235	0.9854423595065579	1.0	0.9838108103515658	0.9855299316994777	0.986562920025315	0.9861005424348834	0.98531966210658	0.9856009672092475	0.9834900731452456	0.9833564360617592	0.9855409850628499	0.9851316545965024	0.9982733679767314	0.9835595958316177	0.9864464622401083	0.9862831322048954	0.9850790349564769
ZeeviD_2015__PNP_Main_536__bin.21	0.9845189718482252	0.982981799522582	0.9826511294470565	0.9826174433629467	0.9826711341810943	0.9838424589084311	0.9822531979164516	0.9823667622596051	0.9825486984702234	0.9822165787231553	0.9823302945187686	0.9834479570855305	0.9820715976216975	0.9822335485821653	0.9821441643688539	0.982813190667993	0.9838108103515658	1.0	0.9832119273362625	0.9831454706108048	0.9832858499525167	0.9824491072914769	0.9830817471755462	0.9838478552070029	0.9847380310128584	0.9824100917399031	0.9827235781357795	0.9852325709347224	0.9845672264732187	0.9831333619006809	0.9830112565725053	0.9845161446357589
NielsenHB_2014__V1_UC10_0__bin.17	0.9881491906062423	0.9877307657868817	0.9874839941836491	0.9860749689229944	0.9868693988095175	0.9876442360162583	0.9861160002156492	0.9847673712090015	0.9862311536461925	0.9871748709771445	0.9910673519852087	0.9868132582782948	0.986831875659781	0.9872603447162869	0.9860452596209182	0.9874071439171083	0.9855299316994777	0.9832119273362625	1.0	0.9878761185723937	0.9874359626785382	0.987875763084068	0.9872648174093047	0.982252945026178	0.9830848773904164	0.9868314439734798	0.9875221855949619	0.9868347982749046	0.9818232124988173	0.9873190209155965	0.9876261975662219	0.9858320345699949
LoombaR_2017__SID1009_aai__bin.30	0.9887045732656213	0.9895823082183312	0.9887808973787213	0.9879715235985929	0.988899695162559	0.9899689552835164	0.9881848407095881	0.9845590485296115	0.9884956009984663	0.9883598202708	0.9875198154134299	0.9892860023738462	0.9880669086643221	0.9891994837960995	0.9874728054642044	0.9889456063329206	0.986562920025315	0.9831454706108048	0.9878761185723937	1.0	0.9891462185184843	0.9896504913842326	0.9880381077474715	0.9820419671805143	0.9832770081830053	0.9888157285320739	0.9886892552980413	0.9883823454785344	0.9832508367903976	0.9893015175170821	0.9893636852089432	0.9862130975573206
LeChatelierE_2013__MH0137__bin.2	0.9878626771018325	0.9900991468119529	0.9919938762785212	0.9878888083323019	0.9883474068989736	0.9903189631665532	0.9870871200824582	0.9844771884211427	0.9872173765103508	0.9925088258086737	0.9871574904212017	0.9888294924139219	0.9895324555195055	0.9926852519318481	0.9864449925776245	0.9922257857601027	0.9861005424348834	0.9832858499525167	0.9874359626785382	0.9891462185184843	1.0	0.989725226184698	0.9892084331008102	0.982466051622266	0.9828810162698278	0.9885064493044525	0.9926375267248108	0.9868734444519465	0.9833259021939481	0.9885792525483755	0.9920386625538887	0.9859576680736527
XieH_2016__YSZC12003_35666__bin.97	0.988563422130981	0.9967522620529706	0.9895876046343652	0.9879841969736823	0.9879930161501528	0.9937922084290758	0.9874746524623854	0.984027105517909	0.987144392980142	0.9902696227459593	0.9869612072164612	0.9891288434913186	0.9888114014117431	0.9898859369928655	0.986836501546544	0.9904413812186627	0.98531966210658	0.9824491072914769	0.987875763084068	0.9896504913842326	0.989725226184698	1.0	0.9883880822014651	0.9828545878738199	0.98237083527563	0.98764063568365	0.9906007898189321	0.9879032556944386	0.9828342088621465	0.988263761536638	0.9906916094993165	0.987052082442487
LiJ_2014__MH0346__bin.54	0.992700471531131	0.9884427024518678	0.989263005387433	0.9859689373419362	0.9877027664589385	0.988828516582573	0.986043604360436	0.9835035865390364	0.9860566084996243	0.9889509065066427	0.9870861248664919	0.9889335131671182	0.9887496122129108	0.9894139528775082	0.9853534861382762	0.9894172100804268	0.9856009672092475	0.9830817471755462	0.9872648174093047	0.9880381077474715	0.9892084331008102	0.9883880822014651	1.0	0.9824613041725587	0.9828359581259112	0.9876746646979205	0.9892781000789402	0.9870538109602608	0.9826882387790222	0.9881753393711121	0.9901322983944759	0.9857755010327636
QinJ_2012__T2D-042__bin.53	0.983119837439242	0.9825742905226272	0.9826993567320719	0.9829955758733387	0.9826873634931885	0.9833165077584596	0.9822681182562676	0.9832955747726299	0.9828248444633555	0.9819050823397106	0.981369756847524	0.9827706732043466	0.9826754262770572	0.9823770556626794	0.9832323159002649	0.9826218859200014	0.9834900731452456	0.9838478552070029	0.982252945026178	0.9820419671805143	0.982466051622266	0.9828545878738199	0.9824613041725587	1.0	0.9868235032948545	0.9825616978118697	0.9823598396059848	0.9843677403471491	0.984150075865557	0.9828213567790306	0.9825742299936892	0.982547575529513
YuJ_2015__SZAXPI015255-46__bin.60	0.984506707227188	0.982970947581233	0.9824692572744173	0.9831013839442314	0.982618163678399	0.9830696856646547	0.9827706777590829	0.9829494254521131	0.982660882195405	0.982399066587652	0.9813728429826049	0.9827222711999257	0.9820916225083007	0.9826880604095218	0.9831374401984525	0.9822255096106999	0.9833564360617592	0.9847380310128584	0.9830848773904164	0.9832770081830053	0.9828810162698278	0.98237083527563	0.9828359581259112	0.9868235032948545	1.0	0.9820896293871363	0.9824853486330809	0.9846328194630677	0.983616291057144	0.9826947275477518	0.9836326475909669	0.9827899255570254
LiJ_2014__V1.CD4-0-PN__bin.30	0.9895810980042983	0.988780548678894	0.9881704716012323	0.9866972404047336	0.9961584446209583	0.9895043637480976	0.9868393741833623	0.9837365771064475	0.9874396076800791	0.9877634181770404	0.9870567119591404	0.9904147227909827	0.9916788632015883	0.9879911552894395	0.9855995236729553	0.9876427480942807	0.9855409850628499	0.9824100917399031	0.9868314439734798	0.9888157285320739	0.9885064493044525	0.98764063568365	0.9876746646979205	0.9825616978118697	0.9820896293871363	1.0	0.9875111905718283	0.9877756489447481	0.9830890068357087	0.9935548145389517	0.9884678967440154	0.9866275294089275
XieH_2016__YSZC12003_35658__bin.68	0.988481383127188	0.992147500431456	0.9975797276831327	0.9865767127443373	0.9877869466305571	0.9914669469197915	0.9864440327376306	0.9839728340552341	0.986401530801605	0.9980416012623923	0.9864513099327373	0.9882048835734252	0.9895149067397914	0.9982579135755564	0.9859486052851044	0.9978305338907769	0.9851316545965024	0.9827235781357795	0.9875221855949619	0.9886892552980413	0.9926375267248108	0.9906007898189321	0.9892781000789402	0.9823598396059848	0.9824853486330809	0.9875111905718283	1.0	0.9871701242758826	0.982684563590053	0.988319369602126	0.9976328425750035	0.9855949442901251
BritoIL_2016__WL.5.ST__bin.18	0.9867509000803037	0.9871854161201169	0.9872233438819995	0.9873655592033376	0.9879131752188632	0.9882996574054623	0.9881085380403194	0.9847610095831151	0.9880183256362386	0.9870455317154665	0.9857382978342013	0.9876184459886291	0.9872621328408656	0.9874344397488619	0.9945159973092879	0.9872672719362148	0.9982733679767314	0.9852325709347224	0.9868347982749046	0.9883823454785344	0.9868734444519465	0.9879032556944386	0.9870538109602608	0.9843677403471491	0.9846328194630677	0.9877756489447481	0.9871701242758826	1.0	0.9846207035927894	0.9874434412248358	0.987900674200244	0.9854406838621474
QinJ_2012__NLM004__bin.41	0.9837696356591377	0.9826914039405134	0.9830439086842282	0.9836798322103232	0.9828234167480577	0.9832149918516822	0.9821448418712742	0.9826398378498034	0.9823503306769819	0.9819890617110856	0.981553928067551	0.9825647758793019	0.9828489927358487	0.9828390903423845	0.9821484232816575	0.982868821204254	0.9835595958316177	0.9845672264732187	0.9818232124988173	0.9832508367903976	0.9833259021939481	0.9828342088621465	0.9826882387790222	0.984150075865557	0.983616291057144	0.9830890068357087	0.982684563590053	0.9846207035927894	1.0	0.9830765684175861	0.9828946436187282	0.9852567233046495
XieH_2016__YSZC12003_37316__bin.112	0.9888280832888414	0.9887828238713889	0.9886119960113307	0.9872063780079067	0.9929069027734505	0.98983178544487	0.9869472761904076	0.9839860443391387	0.9873452878990401	0.988019626819558	0.98697469701722	0.9899101277273444	0.9905451252067912	0.9880701248553816	0.9863715647516678	0.9881760539150096	0.9864464622401083	0.9831333619006809	0.9873190209155965	0.9893015175170821	0.9885792525483755	0.988263761536638	0.9881753393711121	0.9828213567790306	0.9826947275477518	0.9935548145389517	0.988319369602126	0.9874434412248358	0.9830765684175861	1.0	0.9887250171122949	0.9864745300667168
HMP_2012__SRS022609__bin.55	0.9891883250058944	0.9917446584867903	0.9968224762376898	0.9872634760590132	0.9885831867854178	0.9920691839373492	0.9866597988617123	0.9847883888378726	0.9870603708818754	0.9974459938261583	0.9865746700307227	0.9888182504526208	0.9898633044387567	0.9977463818643345	0.9862637503306907	0.9976209756125843	0.9862831322048954	0.9830112565725053	0.9876261975662219	0.9893636852089432	0.9920386625538887	0.9906916094993165	0.9901322983944759	0.9825742299936892	0.9836326475909669	0.9884678967440154	0.9976328425750035	0.987900674200244	0.9828946436187282	0.9887250171122949	1.0	0.9861580226648569
HMP_2012__SRS011134__bin.62	0.9867761906449746	0.9871466125066228	0.9853180332585405	0.9861566073462364	0.9859523919385187	0.9860946125358117	0.9858841623914861	0.9832384241890361	0.9857122421732378	0.9848855979036804	0.9842606651740141	0.985549226382522	0.9849296644363427	0.9847513289603895	0.9844350392604555	0.9856419586363373	0.9850790349564769	0.9845161446357589	0.9858320345699949	0.9862130975573206	0.9859576680736527	0.987052082442487	0.9857755010327636	0.982547575529513	0.9827899255570254	0.9866275294089275	0.9855949442901251	0.9854406838621474	0.9852567233046495	0.9864745300667168	0.9861580226648569	1.0
