	ZellerG_2014__CCIS32452666ST-4-0__bin.6	XieH_2016__YSZC12003_35697__bin.54	XieH_2016__YSZC12003_36703__bin.13	QinJ_2012__T2D-012__bin.17	RaymondF_2016__P25C7__bin.100	XieH_2016__YSZC12003_35698__bin.37	BritoIL_2016__W2.44.ST__bin.2	YuJ_2015__SZAXPI017454-20__bin.20	BritoIL_2016__WL.35.ST__bin.27	HMP_2012__SRS011586__bin.30	HMP_2012__SRS055982__bin.27	LeChatelierE_2013__MH0117__bin.29	ZeeviD_2015__PNP_Main_517__bin.12	FengQ_2015__SID31009__bin.69	BritoIL_2016__W2.4.ST__bin.34	Bengtsson-PalmeJ_2015__TRAVELRES35__bin.52	BritoIL_2016__W1.11.ST__bin.39	ZeeviD_2015__PNP_Main_536__bin.21	NielsenHB_2014__V1_UC10_0__bin.17	LoombaR_2017__SID1009_aai__bin.30	LeChatelierE_2013__MH0137__bin.2	XieH_2016__YSZC12003_35666__bin.97	LiJ_2014__MH0346__bin.54	QinJ_2012__T2D-042__bin.53	YuJ_2015__SZAXPI015255-46__bin.60	LiJ_2014__V1.CD4-0-PN__bin.30	XieH_2016__YSZC12003_35658__bin.68	BritoIL_2016__WL.5.ST__bin.18	QinJ_2012__NLM004__bin.41	XieH_2016__YSZC12003_37316__bin.112	HMP_2012__SRS022609__bin.55	HMP_2012__SRS011134__bin.62
HMP_2012__SRS055982__bin.27	0.48062392946884264	0.8555737177536452	0.8514115795605715	0.8773303887386643	0.8499786980602193	0.8124229434933442	0.8525757957796075	0.8532078982375906	0.8530696529957483	0.8029709684992132	1.0	0.7230486988427395	0.8330232234616957	0.8530826949996957	0.4946710371871006	0.8399841757018771	0.8435316007755645	0.8416952866197733	0.7624703294410197	0.6087963969290429	0.4527253440915375	0.8671602340604976	0.7601540695399651	0.5416787667481067	0.7854225174545487	0.8549450931633814	0.8474511576952171	0.6215697355951066	0.6018763096345631	0.834470016432925	0.7496648204985523	0.3990375001086834
LeChatelierE_2013__MH0117__bin.29	0.4960145803088354	0.8982265297426125	0.9027330700367644	0.8592919031693356	0.9096506001649138	0.8376372668561762	0.8731195847268314	0.8553756587794525	0.8688131916377206	0.8695363041204499	0.7670157406092223	1.0	0.8566079014796135	0.8705748559770227	0.5218907546748669	0.8806790616508732	0.8700998522415564	0.8752289702472418	0.7277675193368025	0.6334557582443124	0.4492197948352798	0.8724352104128198	0.7885384826812716	0.5472033809197917	0.790634955478776	0.900318390853365	0.857898251432851	0.6561019072091732	0.6129300628480671	0.8851717668847686	0.7465518418154551	0.4217701129494319
ZeeviD_2015__PNP_Main_517__bin.12	0.45649250756226056	0.850792413789479	0.8667915969377068	0.8142968580487303	0.863416077114411	0.7837279823535991	0.8277043386991786	0.8106488040404132	0.8228212468551582	0.8185665602807327	0.7193138144800492	0.6972790877687708	1.0	0.8398077094890697	0.4463171472052483	0.85105218466556	0.8142255336752398	0.8009689603834399	0.6871007242802433	0.5767071113403501	0.4240699489392564	0.840012673214995	0.7322152674701544	0.4990596444442442	0.7452683786017871	0.8846414598822923	0.8479807319081973	0.5791674268343315	0.577899354551959	0.814563385970721	0.7192207174030721	0.4370960318872504
FengQ_2015__SID31009__bin.69	0.47826577310966273	0.8791058803671921	0.9831195982829588	0.8400903786620428	0.8425117288947026	0.8257241609476716	0.8621855831456838	0.8712265182349309	0.8549069552441491	0.9357160667635923	0.7527637227108995	0.7241640165566343	0.8581952654777294	1.0	0.48572009467510097	0.9698282575254814	0.8884751861470532	0.8723374545900929	0.7040167868007258	0.6069080600427342	0.45219175927666383	0.8821532831314902	0.7860580556312122	0.5241663182203536	0.7755862529298261	0.8566754002017791	0.9575281666097645	0.6127297348099785	0.6060242211745389	0.8308338544044254	0.809100011124708	0.4313540304049778
BritoIL_2016__W2.4.ST__bin.34	0.5556670747326131	0.8922522130273876	0.8969426153728715	0.8867631134772025	0.8980834094333916	0.8936276685675189	0.9117785926531167	0.8852717408206365	0.9178585867724434	0.8503891705140783	0.804261226290002	0.7998775802160581	0.8403552718256381	0.8949508200429176	1.0	0.8953918705347171	0.9753746808745241	0.9103564875417373	0.7508502944577482	0.6897563196032807	0.49410519054229424	0.8975108919680748	0.8004769565254269	0.6127435319662653	0.8470968416826641	0.8938863616444398	0.8957862714552688	0.7126768089431469	0.6903995182371551	0.8609588324601853	0.8168580241503417	0.5997438514451472
Bengtsson-PalmeJ_2015__TRAVELRES35__bin.52	0.4658200627384662	0.8572315887506217	0.9574006261916319	0.8067008022381242	0.8273394759466507	0.7885294637404623	0.82464621067568	0.8318275057545057	0.8142325498854318	0.9089986526217207	0.7203597283768901	0.7119660165398699	0.8452267241707135	0.9425526219444451	0.47229225059893837	1.0	0.842418629760283	0.8272820613769207	0.6747561558484941	0.5801473839461406	0.43253303388279823	0.8433902035831166	0.7563109423967823	0.49944412257488685	0.7455967871701552	0.8398118591657887	0.9129423624827849	0.5871169161963519	0.5823626915652031	0.8094917468420123	0.7698145509397721	0.4185007639120349
BritoIL_2016__W1.11.ST__bin.39	0.3887931936437942	0.7231306890823208	0.7446850860874424	0.7121065968474158	0.7252570374283243	0.6826701014879972	0.7472190961775491	0.718162191957006	0.7487470302575605	0.7045581559143489	0.6189383441915539	0.6018363279565365	0.6918778979710055	0.7387947247677157	0.44018664400603263	0.720768292465084	1.0	0.7387449632402665	0.5868472627332092	0.5062023278187354	0.3604571936029643	0.7190655550706997	0.6396978326940891	0.4383327081243988	0.6535257956102677	0.7219306707088338	0.7313107186330124	0.5366755216666794	0.4952541538116054	0.6852474934225469	0.6177096172445384	0.3553540851662163
ZeeviD_2015__PNP_Main_536__bin.21	0.43950715143320085	0.8262265844475271	0.8228745322717895	0.8005773019222027	0.823262848683367	0.778194102836094	0.8320017893153975	0.8507699301759007	0.8216920978703067	0.7827752165246482	0.7052780432932729	0.6913379941016704	0.7772484467343538	0.8283663317285835	0.4691765652138436	0.8083152167577837	0.8436337964959726	1.0	0.6690808339258861	0.5731164104118339	0.4035714910184527	0.8213103383962604	0.7295474547425601	0.5062065056477089	0.768904379451432	0.8166891545339037	0.8084419842167229	0.5805534346695886	0.5774592887034167	0.7822681466888923	0.6962848391947498	0.4151983983587257
NielsenHB_2014__V1_UC10_0__bin.17	0.44345552530103616	0.7812426053251658	0.758219545604522	0.778586354804414	0.7781389249017654	0.7464655537299156	0.7772507307188541	0.7710825304035702	0.774472832589561	0.7195747666198963	0.7306688618783057	0.6574361683336277	0.7625297036797568	0.7645627185074338	0.4425581658873443	0.7539910414035135	0.7664374248034475	0.7651926198228944	1.0	0.5531750025829286	0.41064566551240306	0.7833697720690426	0.6922332167960352	0.5002157995247412	0.7355705939402827	0.7722448483070986	0.7635370458628148	0.5759605995060774	0.5706264351918199	0.7437543118244808	0.6867082490409836	0.412671181514896
LoombaR_2017__SID1009_aai__bin.30	0.5933998614674013	0.9100187842778263	0.9209192345667839	0.9078038870344394	0.9131085021191775	0.8738993677854857	0.9124576077485437	0.8996729284793552	0.9055982717072112	0.8746175560482706	0.8123939105989041	0.7968455407934414	0.8912275450143927	0.9178039914559962	0.5661214701162908	0.9027231981770316	0.9206036494173858	0.9127082194848304	0.770299260579354	1.0	0.4963295822789657	0.9109736614026599	0.8238884035220231	0.6417145555528484	0.8692549289875402	0.9041247675170062	0.9076936642800539	0.7231378445766344	0.6833601928782178	0.8866341567553205	0.8374794492575047	0.4657677130866896
LeChatelierE_2013__MH0137__bin.2	0.545617837765081	0.8862072006423675	0.9082553194122771	0.8643199831672491	0.8621416271762287	0.8484479987127896	0.8756387704046822	0.871705971449303	0.8708179200722818	0.8559948882896348	0.805578633545754	0.7535208761694352	0.8738750446733162	0.9118601272667357	0.540769139131659	0.8974579142550813	0.8741396035330212	0.857014445532591	0.7625050475045602	0.66183343931159	1.0	0.8770311854557608	0.8258026885987507	0.5865378218606069	0.805846286661128	0.8762081134477898	0.905071330328811	0.655785716606406	0.6619401911321726	0.8511910563634141	0.8384133275780178	0.49871511033342153
XieH_2016__YSZC12003_35666__bin.97	0.450998683747057	0.9529063235757587	0.8554442817152074	0.8467332826606847	0.8392473257818729	0.8415587401049295	0.8843618027103688	0.8140894681225783	0.8701803822695167	0.8091715021968446	0.7395836191394302	0.7014300810144417	0.8296835431304573	0.8526375113549989	0.47081144213121745	0.8387608683561669	0.8358154279675941	0.8359681874640812	0.6971995328228991	0.5822361469012439	0.4203681800485716	1.0	0.7361012958602918	0.5085793737602194	0.7579340390426578	0.8483313249661668	0.8857915129493334	0.5930049498526168	0.5820114569622366	0.8068282011827738	0.731855175098719	0.4279342244303962
LiJ_2014__MH0346__bin.54	0.4658946668881874	0.8245622196378135	0.8462759594617046	0.8025236750290746	0.8330154510716067	0.7877845157002824	0.8190272470510052	0.8336193719887024	0.8142797806944675	0.7993603588635986	0.7262634989200863	0.7101968765575677	0.8101586642299384	0.8510981890679515	0.47039292241236086	0.8425868084399402	0.8329548097690647	0.8318416680511713	0.6901561721216148	0.5898837016115633	0.44340006645622193	0.8245979398571192	1.0	0.5101910616381459	0.7459004818076092	0.8334889516530986	0.8349102841003488	0.5944633660076426	0.5787232098355208	0.8081300880544942	0.7370933709918591	0.38812842664894504
QinJ_2012__T2D-042__bin.53	0.6187841526391711	0.9142289480316819	0.912197888234064	0.912093318818741	0.9126201877959449	0.8814263268250045	0.923636173510154	0.925758396387797	0.916601869379394	0.8568297234541155	0.8352160296869888	0.795369719914843	0.8911445792823857	0.9159221681797951	0.581105647284681	0.8979777883836786	0.9211171231076958	0.9314922859946696	0.8048533615045125	0.7414883177194215	0.5082529400093307	0.9194493749966484	0.8233742137184348	1.0	0.905841944669373	0.90396371709415	0.9107567071895495	0.7129274610009706	0.7173823862204324	0.8802867883246906	0.8557920731020652	0.4900645649107943
YuJ_2015__SZAXPI015255-46__bin.60	0.4927601726491312	0.8479108046562948	0.8472358699698501	0.8506180892557106	0.8587944408857826	0.8194470063083337	0.8648571150692373	0.8624340576234921	0.8644638922519174	0.8033642769227674	0.7573840369981588	0.7187073449662449	0.8322699269225997	0.8475695643862537	0.5024180268766537	0.8383753609433323	0.8588740915630649	0.884870395771639	0.7401836828460948	0.6281529091781057	0.4367087334033142	0.8569515757419252	0.7528372409676132	0.5665108308152541	1.0	0.8602197687950446	0.8361761638221593	0.6242944626849153	0.6319694342622	0.809955999289013	0.7384246605204291	0.4447467443833696
LiJ_2014__V1.CD4-0-PN__bin.30	0.4176374815068137	0.7925593353334247	0.7778127722443716	0.7541063490851238	0.8959177452809849	0.7443584376577709	0.7840509489395437	0.7460805258722127	0.7720206623551381	0.7316610784408478	0.6645706032512864	0.6597240198188834	0.7963590134894657	0.7546605532985626	0.4273705240406353	0.7612136801930794	0.7648078972748698	0.7576248699816639	0.6264122914384235	0.5266676984777633	0.3827692503171467	0.7731797601917817	0.6781256272814459	0.45571874541683255	0.6934250428663442	1.0	0.7626606938771924	0.5414784681525197	0.5217683980592038	0.7825464872576962	0.6518380993769258	0.38710353278151716
XieH_2016__YSZC12003_35658__bin.68	0.4702687855065404	0.8898778427047457	0.9401407248399147	0.836534280907905	0.8477104707445456	0.8275130492582468	0.862965905374572	0.8458453696094745	0.8550578158588229	0.9137591803874524	0.7395748206794037	0.7057753638199213	0.8570223182342092	0.947003204362121	0.4808295981989406	0.929035861084111	0.86980789761824	0.841997555184761	0.6953443038915965	0.5936249659493843	0.4438917937826421	0.9063814837494147	0.7626313557039238	0.5154811740879935	0.7567499891872697	0.856240766497381	1.0	0.6051448867926104	0.594566621974048	0.8127386862798214	0.796595469579806	0.4345397305239963
BritoIL_2016__WL.5.ST__bin.18	0.5439951629777577	0.9160371291276602	0.9074183526044285	0.9054652010670434	0.9066642662717338	0.8629544332576983	0.914309297680675	0.8920648831279411	0.9107970216986644	0.8656424226778444	0.8094380811333487	0.8054310067618672	0.8734471029950589	0.9042638713388316	0.5708286344470259	0.8915383814091677	0.9524880319931883	0.9022575034986888	0.78268839703438	0.7057002586085861	0.4799351893368116	0.9054493494023923	0.8102634999569741	0.6021186882068145	0.8430832393556071	0.9071352871642278	0.9029957381667324	1.0	0.6674898209667703	0.8757150233019471	0.8078132855065966	0.4586701812071722
QinJ_2012__NLM004__bin.41	0.5543301216339959	0.9005002193741528	0.9173358832443297	0.8860840382440345	0.8958186939192263	0.864664091287431	0.900213122857629	0.9198607118835963	0.8943253289744056	0.8578235537223569	0.8013650976301804	0.7693028995590522	0.8910746555131214	0.9144197698365748	0.5653833375201575	0.904145650545657	0.8986803979065108	0.917569727987627	0.792825133910845	0.6818333890933423	0.4953005310127908	0.9085875430210657	0.806494632568553	0.6194651438203053	0.8725823984367131	0.8937129335823046	0.9071022816069534	0.6824550456633957	1.0	0.8639266699929731	0.819058578108196	0.5418483690486803
XieH_2016__YSZC12003_37316__bin.112	0.46109153148947757	0.8648593768234333	0.8715952853308437	0.8169346870502198	0.890087524798693	0.8095289220834792	0.8518045668494963	0.8342365892558447	0.8407686622320769	0.8172878982378341	0.7466830046290893	0.7466487727078228	0.8440907145913564	0.8425043762399346	0.473835142179173	0.8446166413817249	0.8356548799937761	0.8353639086630101	0.6944762127047108	0.5945322285758743	0.4280351655191193	0.8464838370871747	0.75685766522737	0.5108491850468744	0.7515781693702105	0.9008091181390282	0.8333146613762789	0.6017201540436458	0.5806029486132182	1.0	0.7237219434395301	0.41723110436845995
HMP_2012__SRS022609__bin.55	0.503821371054636	0.8070873848694763	0.8600116467098867	0.7815230211697047	0.7883457230418969	0.779375453407403	0.7956454794150982	0.7929772642404881	0.7894890088287984	0.8236173233294456	0.7091760610761362	0.6657484738368507	0.7879303566229148	0.867404346460009	0.4752836418011604	0.8491701719205721	0.7963890264304645	0.7860830041931446	0.6778936234263371	0.5936992615525327	0.44573011546363944	0.8117534713940026	0.7298218283689506	0.5250470063185046	0.7244031472436943	0.7932750120497386	0.8634900320284522	0.5868189841371153	0.5819406906104159	0.7651263289669138	1.0	0.41112885900078466
HMP_2012__SRS011134__bin.62	0.47224986570919686	0.8217225976082101	0.7939413643945604	0.7906901133697096	0.8155452206609934	0.7979418167425292	0.8100661558904187	0.798367306550564	0.8182211416131859	0.7167255661417545	0.6487588702609483	0.6464109015860451	0.8229722088716744	0.7947598315003817	0.599728591218795	0.7933914788951402	0.7873809052613723	0.8056006332871563	0.7001258092787878	0.5674719402900681	0.4556684854824574	0.8157530180091035	0.6604690283000197	0.5167326340787651	0.7498416782109637	0.8096434932571881	0.8095275790902152	0.5726329478951683	0.6616437194311725	0.7580899607022702	0.7065788357694156	1.0
