	ZellerG_2014__CCIS32452666ST-4-0__bin.6	XieH_2016__YSZC12003_35697__bin.54	XieH_2016__YSZC12003_36703__bin.13	QinJ_2012__T2D-012__bin.17	RaymondF_2016__P25C7__bin.100	XieH_2016__YSZC12003_35698__bin.37	BritoIL_2016__W2.44.ST__bin.2	YuJ_2015__SZAXPI017454-20__bin.20	BritoIL_2016__WL.35.ST__bin.27	HMP_2012__SRS011586__bin.30	HMP_2012__SRS055982__bin.27	LeChatelierE_2013__MH0117__bin.29	ZeeviD_2015__PNP_Main_517__bin.12	FengQ_2015__SID31009__bin.69	BritoIL_2016__W2.4.ST__bin.34	Bengtsson-PalmeJ_2015__TRAVELRES35__bin.52	BritoIL_2016__W1.11.ST__bin.39	ZeeviD_2015__PNP_Main_536__bin.21	NielsenHB_2014__V1_UC10_0__bin.17	LoombaR_2017__SID1009_aai__bin.30	LeChatelierE_2013__MH0137__bin.2	XieH_2016__YSZC12003_35666__bin.97	LiJ_2014__MH0346__bin.54	QinJ_2012__T2D-042__bin.53	YuJ_2015__SZAXPI015255-46__bin.60	LiJ_2014__V1.CD4-0-PN__bin.30	XieH_2016__YSZC12003_35658__bin.68	BritoIL_2016__WL.5.ST__bin.18	QinJ_2012__NLM004__bin.41	XieH_2016__YSZC12003_37316__bin.112	HMP_2012__SRS022609__bin.55	HMP_2012__SRS011134__bin.62
ZeeviD_2015__PNP_Main_536__bin.21	612750.0	1153706.0	1149412.0	1118305.0	1149931.0	1085685.0	1162632.0	1188721.0	1147880.0	1093884.0	985472.0	964896.0	1086321.0	1157575.0	655696.0	1128889.0	1177020.0	1372592.0	934056.0	800141.0	563355.0	1147463.0	1018604.0	706222.0	1071749.0	1141052.0	1129169.0	808807.0	805040.0	1092156.0	972232.0	578861.0
NielsenHB_2014__V1_UC10_0__bin.17	538613.0	949285.0	921540.0	947646.0	946339.0	907107.0	945981.0	939759.0	942490.0	874845.0	884844.0	799591.0	927391.0	929460.0	538670.0	916472.0	933375.0	934056.0	1200188.0	672062.0	499123.0	951730.0	841527.0	611200.0	898013.0	939207.0	927967.0	700483.0	697538.0	904110.0	834505.0	502401.0
LoombaR_2017__SID1009_aai__bin.30	517289.0	792594.0	802738.0	791954.0	795834.0	760838.0	795842.0	787581.0	789611.0	762703.0	709044.0	694232.0	777418.0	799684.0	494125.0	786746.0	804267.0	800141.0	672062.0	861891.0	432476.0	793371.0	718699.0	563202.0	761945.0	788071.0	791283.0	630592.0	599015.0	772446.0	729576.0	407053.0
LeChatelierE_2013__MH0137__bin.2	356998.0	578536.0	591797.0	565510.0	563823.0	553763.0	573381.0	572319.0	570149.0	557456.0	527467.0	492547.0	570812.0	593732.0	354334.0	584625.0	572972.0	563355.0	499123.0	432476.0	646359.0	572762.0	539588.0	385880.0	529938.0	572930.0	589340.0	429511.0	435106.0	556531.0	546265.0	326940.0
XieH_2016__YSZC12003_35666__bin.97	615219.0	1289205.0	1165726.0	1155728.0	1145500.0	1141952.0	1207711.0	1115640.0	1188742.0	1101910.0	1010523.0	956292.0	1131509.0	1161551.0	643370.0	1142006.0	1143911.0	1147463.0	951730.0	793371.0	572762.0	1348525.0	1004313.0	697796.0	1040435.0	1158312.0	1205846.0	809474.0	798565.0	1100949.0	996198.0	584650.0
LiJ_2014__MH0346__bin.54	564968.0	1004214.0	1029804.0	979826.0	1015269.0	959049.0	999900.0	1020343.0	994091.0	973021.0	885714.0	864502.0	986366.0	1035514.0	574676.0	1025155.0	1017360.0	1018604.0	841527.0	718699.0	539588.0	1004313.0	1203800.0	625132.0	913596.0	1015875.0	1015958.0	725001.0	708940.0	984468.0	896156.0	473971.0
QinJ_2012__T2D-042__bin.53	469486.0	694032.0	692402.0	692114.0	692731.0	668625.0	701392.0	702269.0	695656.0	650901.0	634828.0	603680.0	676438.0	695457.0	440848.0	681662.0	698610.0	706222.0	611200.0	563202.0	385880.0	697796.0	625132.0	745916.0	684704.0	686248.0	691547.0	540229.0	543725.0	668097.0	649670.0	372040.0
YuJ_2015__SZAXPI015255-46__bin.60	596968.0	1028830.0	1028536.0	1031978.0	1042410.0	994193.0	1049606.0	1046475.0	1049246.0	975346.0	920484.0	872279.0	1010756.0	1028712.0	609516.0	1018032.0	1041724.0	1071749.0	898013.0	761945.0	529938.0	1040435.0	913596.0	684704.0	1192708.0	1044702.0	1015093.0	756222.0	766310.0	983053.0	895380.0	539742.0
LiJ_2014__V1.CD4-0-PN__bin.30	624442.0	1185976.0	1164628.0	1130818.0	1330711.0	1113034.0	1175552.0	1122150.0	1156811.0	1095976.0	996192.0	985574.0	1188179.0	1130167.0	641576.0	1140383.0	1148211.0	1141052.0	939207.0	788071.0	572930.0	1158312.0	1015875.0	686248.0	1044702.0	1479599.0	1142703.0	811086.0	785288.0	1165366.0	975711.0	580521.0
XieH_2016__YSZC12003_35658__bin.68	626985.0	1182044.0	1242009.0	1117461.0	1131003.0	1099958.0	1152924.0	1132889.0	1142408.0	1206598.0	988066.0	941237.0	1141430.0	1250225.0	642712.0	1227030.0	1163613.0	1129169.0	927967.0	791283.0	589340.0	1205846.0	1015958.0	691547.0	1015093.0	1142703.0	1317891.0	807880.0	797381.0	1083760.0	1052317.0	581046.0
BritoIL_2016__WL.5.ST__bin.18	486901.0	819535.0	811793.0	809929.0	810552.0	771174.0	817225.0	800053.0	814160.0	774559.0	725229.0	720265.0	781371.0	808798.0	506929.0	797551.0	842681.0	808807.0	700483.0	630592.0	429511.0	809474.0	725001.0	540229.0	756222.0	811086.0	807880.0	883188.0	598727.0	783256.0	722189.0	411077.0
QinJ_2012__NLM004__bin.41	486742.0	791572.0	806082.0	778117.0	787351.0	759666.0	791760.0	808633.0	786417.0	754597.0	705245.0	676332.0	783161.0	803687.0	497267.0	794633.0	789275.0	805040.0	697538.0	599015.0	435106.0	798565.0	708940.0	543725.0	766310.0	785288.0	797381.0	598727.0	863821.0	759125.0	719833.0	475064.0
XieH_2016__YSZC12003_37316__bin.112	599360.0	1124258.0	1133210.0	1063655.0	1152247.0	1051217.0	1109347.0	1089737.0	1094533.0	1063239.0	972415.0	969487.0	1095308.0	1095988.0	617459.0	1098618.0	1088867.0	1092156.0	904110.0	772446.0	556531.0	1100949.0	984468.0	668097.0	983053.0	1165366.0	1083760.0	783256.0	759125.0	1285350.0	940844.0	543641.0
HMP_2012__SRS022609__bin.55	619238.0	989420.0	1048930.0	962429.0	969535.0	955135.0	980420.0	978989.0	972439.0	1003913.0	873945.0	818566.0	967771.0	1056967.0	585895.0	1034878.0	981711.0	972232.0	834505.0	729576.0	546265.0	996198.0	896156.0	649670.0	895380.0	975711.0	1052317.0	722189.0	719833.0	940844.0	1215794.0	506864.0
HMP_2012__SRS011134__bin.62	338556.0	588872.0	570019.0	567202.0	585153.0	572440.0	581262.0	574409.0	587216.0	514807.0	466284.0	463989.0	591095.0	570935.0	430968.0	569437.0	565446.0	578861.0	502401.0	407053.0	326940.0	584650.0	473971.0	372040.0	539742.0	580521.0	581046.0	411077.0	475064.0	543641.0	506864.0	707420.0
