	HMP_2012__SRS015947__bin.2	HMP_2012__SRS019906__bin.36	HMP_2012__SRS058808__bin.31	HMP_2012__SRS043803__bin.1	HMP_2012__SRS052876__bin.53	HMP_2012__SRS015921__bin.6	ChngKR_2016__WBU008__bin.3	HMP_2012__SRS018337__bin.16	HMP_2012__SRS019591__bin.34	OhJ_2014__MET0313__bin.5	HMP_2012__SRS015060__bin.5	OhJ_2014__MET0223__bin.33	HMP_2012__SRS015803__bin.15	HMP_2012__SRS018569__bin.1	HMP_2012__SRS021960__bin.24	BritoIL_2016__W3.22.SA__bin.45	HMP_2012__SRS044366__bin.1	HMP_2012__SRS018975__bin.26	HMP_2012__SRS043239__bin.8	HMP_2012__SRS055401__bin.42	HMP_2012__SRS018573__bin.10	HMP_2012__SRS019333__bin.8	HMP_2012__SRS013945__bin.12	HMP_2012__SRS058186__bin.5	HMP_2012__SRS015899__bin.22	HMP_2012__SRS019980__bin.58	HMP_2012__SRS056157__bin.2	HMP_2012__SRS056892__bin.11	OhJ_2014__MET0103__bin.1	HMP_2012__SRS053630__bin.6	HMP_2012__SRS051930__bin.3	HMP_2012__SRS043755__bin.13	CM_periimplantitis__SP_384SPT_T016__bin.8	HMP_2012__SRS024381__bin.12	HMP_2012__SRS016092__bin.14	HMP_2012__SRS043676__bin.3	HMP_2012__SRS015985__bin.6	HMP_2012__SRS015989__bin.15	HMP_2012__SRS012285__bin.52	HMP_2012__SRS018778__bin.2	HMP_2012__SRS022083__bin.22
HMP_2012__SRS044366__bin.1	45255.0	38456.0	38608.0	24556.0	48024.0	71073.0	62827.0	41722.0	48987.0	42354.0	72053.0	34362.0	42163.0	82178.0	40802.0	44263.0	0.0	75607.0	71809.0	47457.0	85060.0	44581.0	51321.0	35152.0	74871.0	67817.0	22800.0	52029.0	37826.0	38463.0	62731.0	56687.0	64623.0	39084.0	37225.0	50261.0	43329.0	42403.0	79250.0	43183.0	76974.0
HMP_2012__SRS018975__bin.26	77682.0	90864.0	82837.0	51084.0	51089.0	11574.0	54940.0	62459.0	68870.0	40779.0	80365.0	54191.0	93183.0	99458.0	50892.0	74848.0	75607.0	0.0	79081.0	53427.0	103050.0	92813.0	44233.0	83203.0	21685.0	66316.0	48820.0	43512.0	49196.0	90223.0	58297.0	65196.0	75428.0	58380.0	87621.0	59810.0	85325.0	78457.0	81317.0	102050.0	80696.0
HMP_2012__SRS043239__bin.8	76524.0	87810.0	80926.0	51005.0	42062.0	78954.0	68220.0	65734.0	77003.0	39633.0	57717.0	52240.0	90530.0	99739.0	49285.0	68654.0	71809.0	79081.0	0.0	33152.0	102089.0	92788.0	48822.0	82572.0	79786.0	66106.0	48885.0	48089.0	47177.0	87522.0	56135.0	67471.0	69687.0	58003.0	82930.0	53899.0	81021.0	76245.0	76350.0	98252.0	74603.0
HMP_2012__SRS055401__bin.42	49657.0	56356.0	57073.0	36734.0	34867.0	54277.0	46233.0	44186.0	41648.0	26997.0	46997.0	36756.0	56545.0	54212.0	33584.0	46987.0	47457.0	53427.0	33152.0	0.0	52900.0	55883.0	37745.0	56656.0	53062.0	46865.0	38644.0	37975.0	34160.0	57193.0	39990.0	41277.0	44233.0	38120.0	54726.0	35103.0	52363.0	49591.0	52270.0	64063.0	50631.0
HMP_2012__SRS018573__bin.10	93940.0	105235.0	95578.0	54915.0	65182.0	92947.0	84200.0	81935.0	53418.0	58923.0	101040.0	66558.0	100712.0	12711.0	59279.0	87776.0	85060.0	103050.0	102089.0	52900.0	0.0	100718.0	66638.0	93618.0	100868.0	88179.0	55162.0	68806.0	62663.0	103502.0	86633.0	41811.0	82375.0	59465.0	99815.0	56282.0	96305.0	92511.0	104793.0	114295.0	102909.0
HMP_2012__SRS019333__bin.8	57324.0	54146.0	52829.0	32439.0	58331.0	85688.0	76648.0	51661.0	54901.0	51557.0	91972.0	42720.0	56497.0	97513.0	52608.0	56502.0	44581.0	92813.0	92788.0	55883.0	100718.0	0.0	60115.0	37238.0	93748.0	80373.0	23127.0	62523.0	48806.0	47133.0	78056.0	65064.0	82407.0	47099.0	46034.0	60797.0	56065.0	54533.0	99160.0	61090.0	98094.0
HMP_2012__SRS013945__bin.12	48674.0	58400.0	53402.0	36994.0	35915.0	43225.0	40367.0	34598.0	49115.0	27437.0	50229.0	36974.0	58091.0	67932.0	36068.0	48798.0	51321.0	44233.0	48822.0	37745.0	66638.0	60115.0	0.0	56349.0	45457.0	34761.0	36970.0	33263.0	33949.0	57145.0	39077.0	46786.0	44762.0	40140.0	54329.0	40197.0	51302.0	44587.0	49835.0	64160.0	47856.0
HMP_2012__SRS058186__bin.5	43781.0	36178.0	38788.0	25185.0	56494.0	80904.0	72304.0	41915.0	50254.0	45712.0	80177.0	32901.0	40412.0	95350.0	48967.0	44535.0	35152.0	83203.0	82572.0	56656.0	93618.0	37238.0	56349.0	0.0	84126.0	75709.0	17352.0	58569.0	42172.0	15603.0	70384.0	64026.0	72556.0	41432.0	29779.0	56551.0	42316.0	40864.0	89507.0	39866.0	87870.0
HMP_2012__SRS015899__bin.22	78338.0	92679.0	83268.0	52042.0	51593.0	14697.0	55353.0	66603.0	69376.0	42526.0	79693.0	54839.0	94125.0	96900.0	51181.0	75211.0	74871.0	21685.0	79786.0	53062.0	100868.0	93748.0	45457.0	84126.0	0.0	66992.0	50481.0	43821.0	49081.0	89554.0	59897.0	64236.0	74911.0	59127.0	88011.0	58811.0	85246.0	79245.0	83171.0	104158.0	80650.0
HMP_2012__SRS019980__bin.58	63630.0	80361.0	71393.0	48841.0	45394.0	61490.0	55962.0	51041.0	63434.0	36051.0	68072.0	47798.0	82522.0	86920.0	44174.0	66602.0	67817.0	66316.0	66106.0	46865.0	88179.0	80373.0	34761.0	75709.0	66992.0	0.0	43321.0	43711.0	41756.0	80255.0	53995.0	58348.0	60864.0	50041.0	75053.0	50670.0	69575.0	61156.0	66372.0	89833.0	65105.0
HMP_2012__SRS056157__bin.2	26824.0	22586.0	23346.0	16733.0	36238.0	50219.0	42816.0	25929.0	31708.0	26965.0	48723.0	22179.0	25433.0	58491.0	31726.0	26551.0	22800.0	48820.0	48885.0	38644.0	55162.0	23127.0	36970.0	17352.0	50481.0	43321.0	0.0	36260.0	27847.0	19304.0	42523.0	43205.0	42166.0	25983.0	19118.0	35118.0	24444.0	24466.0	52892.0	25182.0	50871.0
HMP_2012__SRS056892__bin.11	52147.0	61701.0	58500.0	37132.0	37158.0	43456.0	36801.0	42499.0	50471.0	26386.0	50875.0	38040.0	62932.0	70608.0	36118.0	51287.0	52029.0	43512.0	48089.0	37975.0	68806.0	62523.0	33263.0	58569.0	43821.0	43711.0	36260.0	0.0	34041.0	60964.0	28011.0	50307.0	46820.0	41835.0	57761.0	41138.0	55475.0	50459.0	53733.0	70470.0	51998.0
OhJ_2014__MET0103__bin.1	41074.0	44874.0	41301.0	27870.0	35058.0	48526.0	42185.0	36264.0	42796.0	28422.0	46523.0	31760.0	48433.0	64170.0	32287.0	41785.0	37826.0	49196.0	47177.0	34160.0	62663.0	48806.0	33949.0	42172.0	49081.0	41756.0	27847.0	34041.0	0.0	42131.0	40574.0	47199.0	42507.0	35687.0	41580.0	37936.0	41834.0	39557.0	46350.0	49958.0	44812.0
HMP_2012__SRS053630__bin.6	49497.0	40528.0	42098.0	27193.0	59101.0	87542.0	75154.0	49759.0	55858.0	48253.0	86154.0	37186.0	45934.0	98699.0	50780.0	48192.0	38463.0	90223.0	87522.0	57193.0	103502.0	47133.0	57145.0	15603.0	89554.0	80255.0	19304.0	60964.0	42131.0	0.0	75147.0	68532.0	78106.0	45046.0	35207.0	59179.0	47414.0	45824.0	96723.0	45940.0	92756.0
HMP_2012__SRS051930__bin.3	63899.0	76807.0	69228.0	43766.0	39029.0	54427.0	48148.0	51858.0	59357.0	31607.0	58364.0	45907.0	79152.0	83207.0	39791.0	61037.0	62731.0	58297.0	56135.0	39990.0	86633.0	78056.0	39077.0	70384.0	59897.0	53995.0	42523.0	28011.0	40574.0	75147.0	0.0	56757.0	55387.0	48396.0	70570.0	46080.0	68639.0	64122.0	64838.0	85537.0	62409.0
HMP_2012__SRS043755__bin.13	59954.0	69893.0	67865.0	42285.0	47263.0	64818.0	54500.0	52904.0	36319.0	38824.0	68483.0	44580.0	69481.0	39633.0	44133.0	58704.0	56687.0	65196.0	67471.0	41277.0	41811.0	65064.0	46786.0	64026.0	64236.0	58348.0	43205.0	50307.0	47199.0	68532.0	56757.0	0.0	54767.0	42029.0	66170.0	41007.0	63972.0	61030.0	69605.0	76088.0	68688.0
CM_periimplantitis__SP_384SPT_T016__bin.8	69547.0	80320.0	71297.0	44273.0	48148.0	71282.0	64730.0	60983.0	59434.0	38384.0	67262.0	48358.0	80791.0	78490.0	41902.0	63057.0	64623.0	75428.0	69687.0	44233.0	82375.0	82407.0	44762.0	72556.0	74911.0	60864.0	42166.0	46820.0	42507.0	78106.0	55387.0	54767.0	0.0	50317.0	75420.0	50399.0	73496.0	68875.0	72361.0	89456.0	70117.0
HMP_2012__SRS024381__bin.12	43524.0	44229.0	44125.0	27621.0	41020.0	55261.0	49817.0	39070.0	34775.0	33721.0	58392.0	34012.0	44011.0	56147.0	37553.0	44594.0	39084.0	58380.0	58003.0	38120.0	59465.0	47099.0	40140.0	41432.0	59127.0	50041.0	25983.0	41835.0	35687.0	45046.0	48396.0	42029.0	50317.0	0.0	43218.0	39790.0	43752.0	42167.0	59956.0	49910.0	59514.0
HMP_2012__SRS016092__bin.14	49375.0	42187.0	40780.0	25858.0	55785.0	81568.0	73060.0	44649.0	51933.0	46412.0	82775.0	38052.0	45380.0	95523.0	48557.0	47397.0	37225.0	87621.0	82930.0	54726.0	99815.0	46034.0	54329.0	29779.0	88011.0	75053.0	19118.0	57761.0	41580.0	35207.0	70570.0	66170.0	75420.0	43218.0	0.0	56161.0	46020.0	46770.0	93044.0	47246.0	90434.0
HMP_2012__SRS043676__bin.3	56292.0	61002.0	57218.0	36609.0	36366.0	56835.0	51854.0	47273.0	42069.0	33541.0	54163.0	39219.0	61270.0	55992.0	37815.0	51083.0	50261.0	59810.0	53899.0	35103.0	56282.0	60797.0	40197.0	56551.0	58811.0	50670.0	35118.0	41138.0	37936.0	59179.0	46080.0	41007.0	50399.0	39790.0	56161.0	0.0	57387.0	53392.0	61547.0	67337.0	59655.0
HMP_2012__SRS015985__bin.6	48297.0	45471.0	43431.0	28675.0	55089.0	79510.0	69775.0	46738.0	53908.0	45224.0	79215.0	38035.0	48929.0	94650.0	47835.0	50125.0	43329.0	85325.0	81021.0	52363.0	96305.0	56065.0	51302.0	42316.0	85246.0	69575.0	24444.0	55475.0	41834.0	47414.0	68639.0	63972.0	73496.0	43752.0	46020.0	57387.0	0.0	24598.0	88313.0	53064.0	86414.0
HMP_2012__SRS015989__bin.15	48926.0	46236.0	43628.0	27978.0	51681.0	71596.0	65234.0	43955.0	53523.0	41967.0	75136.0	37092.0	50928.0	89427.0	44354.0	48175.0	42403.0	78457.0	76245.0	49591.0	92511.0	54533.0	44587.0	40864.0	79245.0	61156.0	24466.0	50459.0	39557.0	45824.0	64122.0	61030.0	68875.0	42167.0	46770.0	53392.0	24598.0	0.0	83049.0	52966.0	81217.0
HMP_2012__SRS012285__bin.52	83050.0	98735.0	87997.0	56466.0	52200.0	77010.0	69034.0	71539.0	74134.0	43523.0	75215.0	57332.0	101385.0	101931.0	47670.0	78619.0	79250.0	81317.0	76350.0	52270.0	104793.0	99160.0	49835.0	89507.0	83171.0	66372.0	52892.0	53733.0	46350.0	96723.0	64838.0	69605.0	72361.0	59956.0	93044.0	61547.0	88313.0	83049.0	0.0	110859.0	8462.0
HMP_2012__SRS018778__bin.2	53785.0	38402.0	42572.0	29498.0	64612.0	94567.0	86192.0	57110.0	61466.0	54882.0	96547.0	40952.0	54448.0	111825.0	57123.0	54398.0	43183.0	102050.0	98252.0	64063.0	114295.0	61090.0	64160.0	39866.0	104158.0	89833.0	25182.0	70470.0	49958.0	45940.0	85537.0	76088.0	89456.0	49910.0	47246.0	67337.0	53064.0	52966.0	110859.0	0.0	108321.0
HMP_2012__SRS022083__bin.22	80757.0	96256.0	86428.0	55225.0	50986.0	74589.0	67129.0	69033.0	73225.0	42337.0	72490.0	55599.0	98487.0	100266.0	46098.0	76751.0	76974.0	80696.0	74603.0	50631.0	102909.0	98094.0	47856.0	87870.0	80650.0	65105.0	50871.0	51998.0	44812.0	92756.0	62409.0	68688.0	70117.0	59514.0	90434.0	59655.0	86414.0	81217.0	8462.0	108321.0	0.0
