	HMP_2012__SRS015947__bin.2	HMP_2012__SRS019906__bin.36	HMP_2012__SRS058808__bin.31	HMP_2012__SRS043803__bin.1	HMP_2012__SRS052876__bin.53	HMP_2012__SRS015921__bin.6	ChngKR_2016__WBU008__bin.3	HMP_2012__SRS018337__bin.16	HMP_2012__SRS019591__bin.34	OhJ_2014__MET0313__bin.5	HMP_2012__SRS015060__bin.5	OhJ_2014__MET0223__bin.33	HMP_2012__SRS015803__bin.15	HMP_2012__SRS018569__bin.1	HMP_2012__SRS021960__bin.24	BritoIL_2016__W3.22.SA__bin.45	HMP_2012__SRS044366__bin.1	HMP_2012__SRS018975__bin.26	HMP_2012__SRS043239__bin.8	HMP_2012__SRS055401__bin.42	HMP_2012__SRS018573__bin.10	HMP_2012__SRS019333__bin.8	HMP_2012__SRS013945__bin.12	HMP_2012__SRS058186__bin.5	HMP_2012__SRS015899__bin.22	HMP_2012__SRS019980__bin.58	HMP_2012__SRS056157__bin.2	HMP_2012__SRS056892__bin.11	OhJ_2014__MET0103__bin.1	HMP_2012__SRS053630__bin.6	HMP_2012__SRS051930__bin.3	HMP_2012__SRS043755__bin.13	CM_periimplantitis__SP_384SPT_T016__bin.8	HMP_2012__SRS024381__bin.12	HMP_2012__SRS016092__bin.14	HMP_2012__SRS043676__bin.3	HMP_2012__SRS015985__bin.6	HMP_2012__SRS015989__bin.15	HMP_2012__SRS012285__bin.52	HMP_2012__SRS018778__bin.2	HMP_2012__SRS022083__bin.22
HMP_2012__SRS043239__bin.8	0.7558364998505888	0.7918624779640459	0.7560971297119811	0.5095508290116045	0.5519465019193603	0.7878642673630942	0.6719515235530534	0.705857452793991	0.5438089798834062	0.489042406281993	0.8759723668692413	0.524066533110071	0.7707698482723989	0.717863400954464	0.620881508894834	0.6881240131340476	0.6454744294522352	0.7943969884343289	1.0	0.6088978398134216	0.760102413036444	0.7305292342185437	0.612077736304113	0.7338396224580189	0.8347394497067472	0.7290902886201647	0.45387753225603966	0.6408149192029748	0.5827899418798945	0.8120250445139536	0.7481385475808633	0.5170917668193785	0.7850199716030151	0.5305363069420549	0.7910240065917783	0.6401345232011854	0.7709434836346019	0.7542207361644266	0.8764978702261327	0.8353130475835157	0.8717343909412557
HMP_2012__SRS055401__bin.42	0.7483389315162479	0.765739614157274	0.7727738276516507	0.5430046570629654	0.5778060223450175	0.7864997001414148	0.6612446969453912	0.7094728165235654	0.5627987788475065	0.46967282096591484	0.839029494732114	0.5315118055435585	0.7535014351256568	0.7240590240158346	0.6527593159769096	0.6734996581858925	0.6391336431460719	0.7582873262239289	0.8498806735588895	1.0	0.742381247362355	0.6855537265141625	0.6516729147488468	0.7416398686051763	0.7933468413661705	0.7270487251691178	0.5295349600558749	0.702818670700978	0.6140990298402482	0.7864251673901937	0.7302842363231168	0.5968335920590536	0.7538079572349831	0.5685960448282414	0.77178022216683	0.6873504100535303	0.7590410448405813	0.7316998650019374	0.8285302486975278	0.8121379793726909	0.8232018973767927
HMP_2012__SRS018573__bin.10	0.7712414717086503	0.8138926213659913	0.7541071499205182	0.5039881914911533	0.5315058707698285	0.7680332167181729	0.6648791245286211	0.7207447443872183	0.5558908801670548	0.49418719180955056	0.8375405780420168	0.5369507400487112	0.7762144235969661	0.8017316430988641	0.6258239462241322	0.6974794128486069	0.6569728437976935	0.8154462282443146	0.8417717776168603	0.5890277052713369	1.0	0.7309828061500431	0.611888480241935	0.7218679469400368	0.8497924150930539	0.7347369971093591	0.44599404796638853	0.6509977038575429	0.5846578677244927	0.8227388205511603	0.7676063370868715	0.5569294900589916	0.8047315494986514	0.5362003718160752	0.8102751102152296	0.665215928641391	0.7808235487169526	0.7648699994869612	0.8813431278058035	0.8613592865705626	0.8699693312441035
HMP_2012__SRS019333__bin.8	0.7507574245894485	0.80053160831589	0.7474367607110689	0.5118763221640202	0.5249729505414265	0.7456365109259143	0.638631555767199	0.7176119998632621	0.5271094801495531	0.4767839724107447	0.8278509652343902	0.5347477225588112	0.7813604784554342	0.6939790011932766	0.5928621228876182	0.6758405604345721	0.6450463120120266	0.7856601697616865	0.821128946219873	0.5520796482338154	0.7419227255996393	1.0	0.595298760375584	0.7420252790208295	0.8109705926077269	0.7153804692176764	0.4708593261206744	0.6205070272943148	0.5797794067960323	0.8203279960505008	0.7298265893196574	0.5048681075554842	0.7669099859207668	0.5314369960274462	0.8122735775482737	0.6209009437299713	0.7735767532858832	0.7489146429590716	0.8443282790661438	0.8545343319439597	0.8436807615346762
HMP_2012__SRS013945__bin.12	0.7982875271965512	0.8280485412942727	0.8252687302344768	0.5727118500125367	0.5832512718684536	0.8397203102631089	0.7153830366314291	0.7598509143702937	0.5696509742229268	0.5254555675081084	0.8835679246503878	0.577818533286961	0.8034028041767433	0.7624532906815921	0.683107605328502	0.7262798555448612	0.7036076376812767	0.8330242969337658	0.874946415716978	0.6674074104030346	0.7898141333096079	0.7570700922862897	1.0	0.7770656235592905	0.8788398699418459	0.8055638684212655	0.5325251542822942	0.738852952595097	0.6651669807581873	0.8402121735402832	0.8068589904316669	0.5790722033048359	0.8058247126669201	0.5788012488171017	0.8205189385054635	0.706934412837581	0.815084683387659	0.8078048035782168	0.8918856208093047	0.8749681527374491	0.8844667251712675
HMP_2012__SRS058186__bin.5	0.7906461246509245	0.849519173240887	0.8238304179805276	0.5802283800705482	0.5771939300888341	0.8070065374237595	0.6877200418637809	0.7549654253033186	0.5586442640384391	0.496349137865655	0.8726137729142686	0.5642800322910645	0.8370809619231722	0.753328120022988	0.6524619408682522	0.7250843932701108	0.7066910422632059	0.8130737520497916	0.8743218623652362	0.633067078113703	0.7766148481595273	0.7865296880609014	0.6476688413136867	1.0	0.8444256622954632	0.7686208715553811	0.5533881180342899	0.6743620576621336	0.6220306461752111	0.8898720491848866	0.768802887994162	0.5538444231342894	0.8030000690988333	0.5709084642700045	0.8532618862633204	0.66438191093666	0.8276059950821855	0.7833250190021791	0.8905685148638331	0.8967465404236601	0.8843365585073304
HMP_2012__SRS015899__bin.22	0.7279620495277489	0.7693974794575199	0.717126577416934	0.48038806560433694	0.514106234586863	0.8201262453018179	0.6735696279860491	0.6891863110391394	0.5139278828821497	0.4772982521879252	0.8197667713804734	0.507526615095896	0.7485989001760314	0.6951484526864096	0.5870551986405098	0.6606950591036771	0.6268878874257893	0.872202518880173	0.8174558181269747	0.5566252809905134	0.751456683219321	0.7065529186823584	0.6020717195493901	0.6940721088063145	1.0	0.7023957655495847	0.4342874399188517	0.621435866285398	0.5611623405700259	0.7822017465999759	0.7375362460879505	0.5128200244289889	0.7569388336768191	0.5133086734685043	0.7745946135014664	0.6139128874863942	0.7490685019461115	0.7291983904711014	0.8412458576517903	0.8212787782596545	0.8298774083107738
HMP_2012__SRS019980__bin.58	0.7806718779615068	0.8064960127604792	0.7900498292120781	0.523902514270617	0.5491510654655581	0.7767839194330645	0.6664950445656784	0.7401537460523498	0.5468918075130276	0.4886130445377813	0.852821672466263	0.5449053671632631	0.793279743477608	0.7199061671547299	0.6389589280278446	0.695615964711761	0.6812013492368902	0.8001732084088539	0.8458149779735683	0.6042881183626349	0.7696685081512976	0.7383416628171351	0.6537612316750673	0.7484039144608099	0.8320752270950136	1.0	0.4673291690016845	0.6641250185639046	0.5969893244215652	0.8307817024310715	0.7852232140293067	0.534213378647038	0.787915287877955	0.540546029047485	0.8044738804837364	0.6423139691638161	0.783512463046548	0.7760200301453195	0.8736087327889015	0.8607477417676775	0.8699365668304666
HMP_2012__SRS056157__bin.2	0.7757095326584965	0.8278506106724585	0.8221744800855176	0.6083156260536158	0.5948358776930094	0.8167969556546989	0.6735235003698273	0.7296934745733917	0.5677947053273429	0.4876552163947194	0.8533242640697732	0.5789431040926686	0.8185807517295635	0.7519758971906192	0.6699003687818699	0.709194848031029	0.689994537532899	0.7834314747877087	0.8386187276372086	0.70098219862994	0.7441023650653014	0.7740041452023073	0.6883211669293355	0.858194092694669	0.8193883605019197	0.7443114547151023	1.0	0.6962776815094182	0.6608696561259347	0.8521677369443116	0.7541249467474798	0.6032099181675383	0.763979603304662	0.578032257305723	0.8316632297555481	0.6739168502735154	0.808726748577537	0.767304782141653	0.8537862215148022	0.8781275237774137	0.8413983131692502
HMP_2012__SRS056892__bin.11	0.7694325060361681	0.8068016596166233	0.8005587928417263	0.5428308968935864	0.6106939992391227	0.8379317131417078	0.703022415747901	0.7294530158239887	0.5607458858005974	0.4979885717729572	0.8786692556585544	0.5499259839613082	0.7833444137666066	0.7588960498412328	0.6745690872861916	0.7115879359507011	0.6765258980801031	0.8149453072324782	0.8531968148619685	0.6704191040480935	0.7826612250125243	0.7350037478859287	0.6881763615749408	0.7535976879875548	0.844888844106779	0.7622060546249666	0.5017336326619783	1.0	0.6270547455015952	0.8237010467713564	0.8247943371138642	0.5992874308336127	0.8029054591066095	0.572066761336884	0.8121023756700052	0.7005472101791829	0.7864453656166308	0.768025636293096	0.8955837096913927	0.8584094838464233	0.888623282846736
OhJ_2014__MET0103__bin.1	0.715585579536192	0.7376395891272031	0.7148240995137346	0.4993695523635258	0.5194739306171858	0.7194675888362272	0.6129792940851702	0.6769618019611024	0.5078185765686115	0.4705125837721286	0.7844409999869434	0.5261113504822551	0.716223488091441	0.6687314759376043	0.6272636893870296	0.6526872364197289	0.6208766766083409	0.7198201172483385	0.7684713696568164	0.5801503188610161	0.6961377621347181	0.6801499458150774	0.6135803643539683	0.6884259699660715	0.755598020618249	0.6785598375011891	0.4716345194328956	0.621018434065063	1.0	0.7525278525424013	0.7132241987439544	0.513101839676047	0.7189220091508168	0.515051471013398	0.7446826964506544	0.6178759883385839	0.7228455198115372	0.7045965787956958	0.79302618595967	0.7807720931794145	0.7873820009065017
HMP_2012__SRS053630__bin.6	0.7771485940689404	0.8185100749276207	0.777152984573596	0.5244604161247137	0.5407616281601114	0.7706100350106159	0.6530337838356985	0.7457166053642454	0.5389926206593001	0.4778094747822218	0.8458581625518491	0.5457748527260095	0.7973588187493574	0.7034166541354346	0.6146384547472514	0.6944750255289552	0.6678982032225572	0.7971085599839893	0.8401289198517033	0.5829353523800743	0.7686280880340088	0.7550753319130051	0.6081218482122048	0.7727408932701247	0.826384079152018	0.7409166861495311	0.4771728516071625	0.6400730140924223	0.5904504328488778	1.0	0.7495056108820122	0.526533831948312	0.7863971921259226	0.5418665718317661	0.8234585395498488	0.6407392731739068	0.7996824933383239	0.7698490142036485	0.8710999055675623	0.8661130240295979	0.8583154877612853
HMP_2012__SRS051930__bin.3	0.7571113567253391	0.782776734310082	0.7533646923524685	0.4996901018775349	0.5461375067851585	0.7676667460068703	0.6569074288353722	0.7123968675544914	0.5257396117357516	0.5014650443558871	0.8446342063112383	0.5395224191063779	0.7719409049025175	0.7016604097882245	0.6227361529741972	0.6847468065568001	0.6484824418558066	0.7991145319045813	0.8309354524237647	0.5811171100684289	0.7698419244634128	0.7211592467865253	0.626914082414833	0.7166879157014263	0.836479447352276	0.751768854492423	0.4533177166674915	0.6880409961044746	0.6007526321701745	0.8046066807593721	1.0	0.5283315226484859	0.7741930669230691	0.5352313709594431	0.7880834941739938	0.6367522676765653	0.76858308608255	0.7534240011186183	0.8821248092103764	0.8369645223601904	0.8676609329622411
HMP_2012__SRS043755__bin.13	0.7350039518341159	0.769953480485597	0.7567004783223439	0.5228388663569012	0.5693107946605115	0.7836369454099925	0.6568921901365502	0.6936095150320112	0.5762616469713089	0.47353365075631815	0.8090298725841166	0.5280377844568485	0.7580892266711883	0.747010416980033	0.6472940191930601	0.6667578277766079	0.6406396228117915	0.7740141609668183	0.7997823072694604	0.6613691122457631	0.7778254246512404	0.6947176694844566	0.6265590600924921	0.7189882210729845	0.8099454947723661	0.712237558559618	0.504948133886499	0.6961818992323323	0.6018553109095235	0.7871435486649911	0.7357418098579801	1.0	0.7556218600695195	0.5642546348587322	0.7752885932837964	0.6693712344764025	0.7573623079805171	0.7261884901805811	0.8211818308614999	0.8233144538674645	0.820803329933024
CM_periimplantitis__SP_384SPT_T016__bin.8	0.731013823415149	0.7650678994091418	0.7117877375174677	0.47979434480839145	0.5170571172612939	0.7325706971431222	0.6347420576246223	0.6971413102092647	0.5093303703445996	0.46095421573573153	0.8040535251448153	0.5102736995610602	0.7406837632856124	0.6848146102597109	0.5856280550385304	0.6625519682710874	0.6132226996248428	0.7642876505412818	0.8044760844480782	0.5534515774580919	0.7446654605968885	0.6992026458155757	0.5776943772795009	0.6906815164008094	0.7920997355923948	0.6960138813992729	0.42372913296339465	0.6179882698117255	0.5587255959318339	0.7789290042386394	0.7143259925432417	0.5006483349858809	1.0	0.5169773890908669	0.7651932900771768	0.6130125071755353	0.7411048729857765	0.7297508567154313	0.8441093203680832	0.8116762630391798	0.8323019407286285
