	HMP_2012__SRS015947__bin.2	HMP_2012__SRS019906__bin.36	HMP_2012__SRS058808__bin.31	HMP_2012__SRS043803__bin.1	HMP_2012__SRS052876__bin.53	HMP_2012__SRS015921__bin.6	ChngKR_2016__WBU008__bin.3	HMP_2012__SRS018337__bin.16	HMP_2012__SRS019591__bin.34	OhJ_2014__MET0313__bin.5	HMP_2012__SRS015060__bin.5	OhJ_2014__MET0223__bin.33	HMP_2012__SRS015803__bin.15	HMP_2012__SRS018569__bin.1	HMP_2012__SRS021960__bin.24	BritoIL_2016__W3.22.SA__bin.45	HMP_2012__SRS044366__bin.1	HMP_2012__SRS018975__bin.26	HMP_2012__SRS043239__bin.8	HMP_2012__SRS055401__bin.42	HMP_2012__SRS018573__bin.10	HMP_2012__SRS019333__bin.8	HMP_2012__SRS013945__bin.12	HMP_2012__SRS058186__bin.5	HMP_2012__SRS015899__bin.22	HMP_2012__SRS019980__bin.58	HMP_2012__SRS056157__bin.2	HMP_2012__SRS056892__bin.11	OhJ_2014__MET0103__bin.1	HMP_2012__SRS053630__bin.6	HMP_2012__SRS051930__bin.3	HMP_2012__SRS043755__bin.13	CM_periimplantitis__SP_384SPT_T016__bin.8	HMP_2012__SRS024381__bin.12	HMP_2012__SRS016092__bin.14	HMP_2012__SRS043676__bin.3	HMP_2012__SRS015985__bin.6	HMP_2012__SRS015989__bin.15	HMP_2012__SRS012285__bin.52	HMP_2012__SRS018778__bin.2	HMP_2012__SRS022083__bin.22
HMP_2012__SRS015060__bin.5	2162785.0	2251353.0	2153394.0	1453072.0	1589428.0	2208303.0	1907532.0	2032384.0	1502963.0	1365409.0	2858392.0	1503395.0	2190485.0	2030265.0	1755427.0	1957524.0	1863616.0	2271546.0	2477044.0	1699836.0	2138587.0	2082676.0	1747867.0	2071072.0	2367120.0	2078775.0	1305965.0	1866174.0	1682240.0	2311875.0	2150437.0	1479121.0	2218686.0	1521739.0	2256044.0	1839481.0	2182057.0	2133835.0	2527834.0	2388270.0	2510724.0
OhJ_2014__MET0223__bin.33	1406756.0	1487964.0	1407214.0	993886.0	974386.0	1360647.0	1154816.0	1300048.0	973438.0	888447.0	1503395.0	1802021.0	1409630.0	1265155.0	1148052.0	1279641.0	1215485.0	1400013.0	1481937.0	1076819.0	1371057.0	1345298.0	1143036.0	1339269.0	1465510.0	1328221.0	886040.0	1167968.0	1128250.0	1491696.0	1373623.0	965393.0	1408037.0	1006597.0	1486525.0	1166436.0	1443897.0	1409061.0	1532140.0	1528244.0	1522477.0
HMP_2012__SRS015803__bin.15	2012537.0	2138800.0	2053182.0	1386051.0	1386921.0	1970153.0	1745866.0	1928093.0	1387610.0	1270892.0	2190485.0	1409630.0	2640153.0	1851494.0	1574054.0	1795939.0	1707863.0	2072507.0	2179556.0	1526560.0	1981996.0	1965717.0	1589285.0	1986738.0	2161619.0	1933640.0	1252792.0	1663717.0	1535947.0	2179318.0	1965360.0	1385988.0	2043825.0	1432176.0	2108424.0	1660922.0	2051650.0	1992513.0	2271146.0	2261477.0	2246638.0
HMP_2012__SRS018569__bin.1	1791193.0	1909255.0	1808706.0	1280489.0	1317984.0	1907834.0	1630601.0	1674887.0	1325710.0	1167516.0	2030265.0	1265155.0	1851494.0	2448758.0	1510626.0	1649805.0	1539770.0	1928550.0	2029949.0	1466911.0	2047152.0	1745886.0	1508279.0	1787958.0	2007278.0	1754790.0	1150857.0	1611792.0	1434100.0	1922558.0	1786426.0	1365733.0	1889661.0	1266843.0	1902330.0	1609243.0	1867629.0	1804330.0	2085375.0	2066490.0	2071919.0
HMP_2012__SRS021960__bin.24	1582891.0	1661225.0	1605807.0	1098281.0	1159112.0	1618317.0	1375042.0	1496382.0	1149377.0	1032482.0	1755427.0	1148052.0	1574054.0	1510626.0	1985330.0	1469808.0	1352438.0	1615119.0	1755707.0	1322461.0	1597987.0	1491500.0	1351318.0	1548561.0	1695153.0	1557479.0	1025245.0	1432693.0	1345172.0	1679912.0	1585485.0	1183425.0	1615968.0	1181953.0	1653222.0	1402987.0	1623239.0	1561826.0	1782321.0	1724491.0	1769831.0
BritoIL_2016__W3.22.SA__bin.45	1801830.0	1869838.0	1767248.0	1221191.0	1251510.0	1768901.0	1537518.0	1678756.0	1222156.0	1138046.0	1957524.0	1279641.0	1795939.0	1649805.0	1469808.0	2235573.0	1529417.0	1838262.0	1945853.0	1364480.0	1780953.0	1700254.0	1436721.0	1720924.0	1907792.0	1695582.0	1085383.0	1511316.0	1399693.0	1898119.0	1743364.0	1219010.0	1828230.0	1264139.0	1861901.0	1525139.0	1836524.0	1754344.0	2005311.0	1974696.0	1986074.0
HMP_2012__SRS044366__bin.1	1705657.0	1800307.0	1691165.0	1187680.0	1203940.0	1673083.0	1441098.0	1603073.0	1186904.0	1110077.0	1863616.0	1215485.0	1707863.0	1539770.0	1352438.0	1529417.0	2141186.0	1736389.0	1825250.0	1294856.0	1677523.0	1622783.0	1391871.0	1677269.0	1810172.0	1660446.0	1055998.0	1436849.0	1331475.0	1825480.0	1651035.0	1171259.0	1692112.0	1200278.0	1791539.0	1393294.0	1773798.0	1689455.0	1906439.0	1898523.0	1884509.0
HMP_2012__SRS018975__bin.26	2016555.0	2116501.0	1984437.0	1322598.0	1435193.0	2308483.0	1879302.0	1864334.0	1412743.0	1298967.0	2271546.0	1400013.0	2072507.0	1928550.0	1615119.0	1838262.0	1736389.0	2729195.0	2246368.0	1536256.0	2082171.0	1976534.0	1647882.0	1929759.0	2518531.0	1950443.0	1198998.0	1730833.0	1543660.0	2178634.0	2034544.0	1415103.0	2108957.0	1417311.0	2144852.0	1687707.0	2077831.0	2025548.0	2320396.0	2258887.0	2308797.0
HMP_2012__SRS043239__bin.8	2137328.0	2239201.0	2138065.0	1440890.0	1560775.0	2227895.0	1900121.0	1995999.0	1537764.0	1382897.0	2477044.0	1481937.0	2179556.0	2029949.0	1755707.0	1945853.0	1825250.0	2246368.0	2827765.0	1721820.0	2149391.0	2065765.0	1730812.0	2075126.0	2360447.0	2061696.0	1283459.0	1812074.0	1647993.0	2296216.0	2115560.0	1462214.0	2219852.0	1500232.0	2236830.0	1810150.0	2180047.0	2132759.0	2478530.0	2362069.0	2465060.0
HMP_2012__SRS055401__bin.42	1516101.0	1551354.0	1565605.0	1100103.0	1170609.0	1593413.0	1339652.0	1437360.0	1140205.0	951536.0	1699836.0	1076819.0	1526560.0	1466911.0	1322461.0	1364480.0	1294856.0	1536256.0	1721820.0	2025955.0	1504031.0	1388901.0	1320260.0	1502529.0	1607285.0	1472968.0	1072814.0	1423879.0	1244137.0	1593262.0	1479523.0	1209158.0	1527181.0	1151950.0	1563592.0	1392541.0	1537783.0	1482391.0	1678565.0	1645355.0	1667770.0
HMP_2012__SRS018573__bin.10	1969298.0	2078204.0	1925547.0	1286890.0	1357154.0	1961106.0	1697711.0	1840359.0	1419419.0	1261864.0	2138587.0	1371057.0	1981996.0	2047152.0	1597987.0	1780953.0	1677523.0	2082171.0	2149391.0	1504031.0	2553413.0	1866501.0	1562404.0	1843227.0	2169871.0	1876087.0	1138807.0	1662266.0	1492873.0	2100792.0	1960016.0	1422071.0	2054812.0	1369141.0	2068967.0	1698571.0	1993765.0	1953029.0	2250433.0	2199406.0	2221391.0
HMP_2012__SRS019333__bin.8	1888727.0	2013947.0	1880373.0	1287759.0	1320707.0	1875844.0	1606645.0	1805341.0	1326082.0	1199475.0	2082676.0	1345298.0	1965717.0	1745886.0	1491500.0	1700254.0	1622783.0	1976534.0	2065765.0	1388901.0	1866501.0	2515762.0	1497630.0	1866759.0	2040209.0	1799727.0	1184570.0	1561048.0	1458587.0	2063750.0	1836070.0	1270128.0	1929363.0	1336969.0	2043487.0	1562039.0	1946135.0	1884091.0	2124129.0	2149805.0	2122500.0
HMP_2012__SRS013945__bin.12	1579166.0	1638039.0	1632540.0	1132934.0	1153783.0	1661128.0	1415165.0	1503131.0	1126879.0	1039452.0	1747867.0	1143036.0	1589285.0	1508279.0	1351318.0	1436721.0	1391871.0	1647882.0	1730812.0	1320260.0	1562404.0	1497630.0	1978192.0	1537185.0	1738514.0	1593560.0	1053437.0	1461593.0	1315828.0	1662101.0	1596122.0	1145516.0	1594076.0	1144980.0	1623144.0	1398452.0	1612394.0	1597993.0	1764321.0	1730855.0	1749645.0
HMP_2012__SRS058186__bin.5	1876529.0	2016259.0	1955289.0	1377121.0	1369919.0	1915359.0	1632243.0	1791844.0	1325893.0	1178041.0	2071072.0	1339269.0	1986738.0	1787958.0	1548561.0	1720924.0	1677269.0	1929759.0	2075126.0	1502529.0	1843227.0	1866759.0	1537185.0	2373412.0	2004170.0	1824254.0	1313418.0	1600539.0	1476335.0	2112033.0	1824686.0	1314501.0	1905850.0	1355001.0	2025142.0	1576852.0	1964250.0	1859153.0	2113686.0	2128349.0	2098895.0
HMP_2012__SRS015899__bin.22	2102029.0	2221676.0	2070741.0	1387146.0	1484509.0	2368158.0	1944968.0	1990062.0	1483994.0	1378224.0	2367120.0	1465510.0	2161619.0	2007278.0	1695153.0	1907792.0	1810172.0	2518531.0	2360447.0	1607285.0	2169871.0	2040209.0	1738514.0	2004170.0	2887553.0	2028205.0	1254028.0	1794429.0	1620386.0	2258649.0	2129675.0	1480795.0	2185701.0	1482206.0	2236683.0	1772706.0	2162975.0	2105599.0	2429142.0	2371486.0	2396315.0
HMP_2012__SRS019980__bin.58	1902908.0	1965855.0	1925767.0	1277026.0	1338570.0	1893431.0	1624599.0	1804144.0	1333063.0	1191007.0	2078775.0	1328221.0	1933640.0	1754790.0	1557479.0	1695582.0	1660446.0	1950443.0	2061696.0	1472968.0	1876087.0	1799727.0	1593560.0	1824254.0	2028205.0	2437526.0	1139127.0	1618822.0	1455177.0	2025052.0	1914002.0	1302159.0	1920564.0	1317595.0	1960926.0	1565657.0	1909832.0	1891569.0	2129444.0	2098095.0	2120493.0
HMP_2012__SRS056157__bin.2	1187180.0	1266979.0	1258292.0	930993.0	910363.0	1250062.0	1030790.0	1116755.0	868978.0	746329.0	1305965.0	886040.0	1252792.0	1150857.0	1025245.0	1085383.0	1055998.0	1198998.0	1283459.0	1072814.0	1138807.0	1184570.0	1053437.0	1313418.0	1254028.0	1139127.0	1530444.0	1065614.0	1011424.0	1304195.0	1154146.0	923179.0	1169228.0	884646.0	1272814.0	1031392.0	1237711.0	1174317.0	1306672.0	1343925.0	1287713.0
HMP_2012__SRS056892__bin.11	1634170.0	1713537.0	1700278.0	1152899.0	1297031.0	1779653.0	1493124.0	1549259.0	1190948.0	1057660.0	1866174.0	1167968.0	1663717.0	1611792.0	1432693.0	1511316.0	1436849.0	1730833.0	1812074.0	1423879.0	1662266.0	1561048.0	1461593.0	1600539.0	1794429.0	1618822.0	1065614.0	2123864.0	1331779.0	1749429.0	1751751.0	1272805.0	1705262.0	1214992.0	1724795.0	1487867.0	1670303.0	1631182.0	1902098.0	1823145.0	1887315.0
OhJ_2014__MET0103__bin.1	1534579.0	1581874.0	1532946.0	1070902.0	1114016.0	1542904.0	1314539.0	1451750.0	1089021.0	1009018.0	1682240.0	1128250.0	1535947.0	1434100.0	1345172.0	1399693.0	1331475.0	1543660.0	1647993.0	1244137.0	1492873.0	1458587.0	1315828.0	1476335.0	1620386.0	1455177.0	1011424.0	1331779.0	2144508.0	1613802.0	1529515.0	1100351.0	1541734.0	1104532.0	1596978.0	1325040.0	1550148.0	1511013.0	1700651.0	1674372.0	1688547.0
HMP_2012__SRS053630__bin.6	2124080.0	2237128.0	2124092.0	1433440.0	1477994.0	2106209.0	1784853.0	2038171.0	1473159.0	1305935.0	2311875.0	1491696.0	2179318.0	1922558.0	1679912.0	1898119.0	1825480.0	2178634.0	2296216.0	1593262.0	2100792.0	2063750.0	1662101.0	2112033.0	2258649.0	2025052.0	1304195.0	1749429.0	1613802.0	2733171.0	2048527.0	1439107.0	2149358.0	1481014.0	2250653.0	1751250.0	2185669.0	2104129.0	2380865.0	2367235.0	2345923.0
HMP_2012__SRS051930__bin.3	1927604.0	1992948.0	1918065.0	1272210.0	1390465.0	1954478.0	1672485.0	1813761.0	1338532.0	1276729.0	2150437.0	1373623.0	1965360.0	1786426.0	1585485.0	1743364.0	1651035.0	2034544.0	2115560.0	1479523.0	1960016.0	1836070.0	1596122.0	1824686.0	2129675.0	1914002.0	1154146.0	1751751.0	1529515.0	2048527.0	2545998.0	1345131.0	1971094.0	1362698.0	2006459.0	1621170.0	1956811.0	1918216.0	2245888.0	2130910.0	2209063.0
HMP_2012__SRS043755__bin.13	1343782.0	1407679.0	1383449.0	955888.0	1040851.0	1432696.0	1200973.0	1268102.0	1053559.0	865745.0	1479121.0	965393.0	1385988.0	1365733.0	1183425.0	1219010.0	1171259.0	1415103.0	1462214.0	1209158.0	1422071.0	1270128.0	1145516.0	1314501.0	1480795.0	1302159.0	923179.0	1272805.0	1100351.0	1439107.0	1345131.0	1828265.0	1381477.0	1031607.0	1417433.0	1223788.0	1384659.0	1327665.0	1501338.0	1505237.0	1500646.0
CM_periimplantitis__SP_384SPT_T016__bin.8	2017142.0	2111110.0	1964090.0	1323933.0	1426755.0	2021438.0	1751492.0	1923675.0	1405434.0	1271946.0	2218686.0	1408037.0	2043825.0	1889661.0	1615968.0	1828230.0	1692112.0	2108957.0	2219852.0	1527181.0	2054812.0	1929363.0	1594076.0	1905850.0	2185701.0	1920564.0	1169228.0	1705262.0	1541734.0	2149358.0	1971094.0	1381477.0	2759376.0	1426535.0	2111456.0	1691532.0	2044987.0	2013657.0	2329215.0	2239720.0	2296634.0
HMP_2012__SRS024381__bin.12	1413127.0	1463320.0	1432403.0	968117.0	1022432.0	1388101.0	1195330.0	1338794.0	1042871.0	893001.0	1521739.0	1006597.0	1432176.0	1266843.0	1181953.0	1264139.0	1200278.0	1417311.0	1500232.0	1151950.0	1369141.0	1336969.0	1144980.0	1355001.0	1482206.0	1317595.0	884646.0	1214992.0	1104532.0	1481014.0	1362698.0	1031607.0	1426535.0	1778451.0	1468170.0	1203611.0	1443748.0	1391089.0	1519234.0	1531629.0	1515814.0
HMP_2012__SRS016092__bin.14	2094285.0	2203656.0	2076419.0	1402478.0	1439272.0	2048723.0	1765053.0	1978596.0	1471177.0	1311141.0	2256044.0	1486525.0	2108424.0	1902330.0	1653222.0	1861901.0	1791539.0	2144852.0	2236830.0	1563592.0	2068967.0	2043487.0	1623144.0	2025142.0	2236683.0	1960926.0	1272814.0	1724795.0	1596978.0	2250653.0	2006459.0	1417433.0	2111456.0	1468170.0	2642882.0	1724416.0	2134556.0	2082786.0	2305897.0	2332144.0	2287179.0
HMP_2012__SRS043676__bin.3	1670973.0	1721059.0	1668594.0	1159754.0	1201474.0	1671497.0	1432678.0	1558873.0	1197340.0	1063976.0	1839481.0	1166436.0	1660922.0	1609243.0	1402987.0	1525139.0	1393294.0	1687707.0	1810150.0	1392541.0	1698571.0	1562039.0	1398452.0	1576852.0	1772706.0	1565657.0	1031392.0	1487867.0	1325040.0	1751250.0	1621170.0	1223788.0	1691532.0	1203611.0	1724416.0	2154058.0	1686218.0	1638258.0	1863049.0	1813145.0	1857173.0
HMP_2012__SRS015985__bin.6	2010576.0	2141320.0	2050052.0	1392705.0	1410212.0	2001429.0	1703221.0	1919649.0	1412678.0	1269412.0	2182057.0	1443897.0	2051650.0	1867629.0	1623239.0	1836524.0	1773798.0	2077831.0	2180047.0	1537783.0	1993765.0	1946135.0	1612394.0	1964250.0	2162975.0	1909832.0	1237711.0	1670303.0	1550148.0	2185669.0	1956811.0	1384659.0	2044987.0	1443748.0	2134556.0	1686218.0	2545888.0	2053944.0	2250723.0	2273088.0	2232064.0
HMP_2012__SRS015989__bin.15	2031483.0	2074618.0	1987632.0	1326567.0	1360088.0	1914187.0	1647971.0	1909506.0	1384401.0	1233004.0	2133835.0	1409061.0	1992513.0	1804330.0	1561826.0	1754344.0	1689455.0	2025548.0	2132759.0	1482391.0	1953029.0	1884091.0	1597993.0	1859153.0	2105599.0	1891569.0	1174317.0	1631182.0	1511013.0	2104129.0	1918216.0	1327665.0	2013657.0	1391089.0	2082786.0	1638258.0	2053944.0	2583146.0	2188655.0	2174555.0	2166517.0
HMP_2012__SRS012285__bin.52	2201537.0	2317285.0	2191459.0	1468041.0	1577381.0	2207383.0	1922954.0	2106326.0	1529328.0	1408701.0	2527834.0	1532140.0	2271146.0	2085375.0	1782321.0	2005311.0	1906439.0	2320396.0	2478530.0	1678565.0	2250433.0	2124129.0	1764321.0	2113686.0	2429142.0	2129444.0	1306672.0	1902098.0	1700651.0	2380865.0	2245888.0	1501338.0	2329215.0	1519234.0	2305897.0	1863049.0	2250723.0	2188655.0	3003421.0	2495771.0	2828185.0
HMP_2012__SRS018778__bin.2	2207338.0	2355719.0	2228085.0	1502248.0	1514835.0	2150595.0	1887802.0	2078459.0	1531456.0	1377152.0	2388270.0	1528244.0	2261477.0	2066490.0	1724491.0	1974696.0	1898523.0	2258887.0	2362069.0	1645355.0	2199406.0	2149805.0	1730855.0	2128349.0	2371486.0	2098095.0	1343925.0	1823145.0	1674372.0	2367235.0	2130910.0	1505237.0	2239720.0	1531629.0	2332144.0	1813145.0	2273088.0	2174555.0	2495771.0	2860959.0	2473767.0
HMP_2012__SRS022083__bin.22	2188803.0	2297170.0	2183063.0	1467661.0	1581880.0	2192355.0	1902765.0	2082074.0	1517545.0	1393967.0	2510724.0	1522477.0	2246638.0	2071919.0	1769831.0	1986074.0	1884509.0	2308797.0	2465060.0	1667770.0	2221391.0	2122500.0	1749645.0	2098895.0	2396315.0	2120493.0	1287713.0	1887315.0	1688547.0	2345923.0	2209063.0	1500646.0	2296634.0	1515814.0	2287179.0	1857173.0	2232064.0	2166517.0	2828185.0	2473767.0	2966917.0
