	HMP_2012__SRS024561__bin.10	HMP_2012__SRS055450__bin.3	HMP_2012__SRS022725__bin.69	HMP_2012__SRS011126__bin.17	HMP_2012__SRS018665__bin.22	HMP_2012__SRS013170__bin.26	HMP_2012__SRS015989__bin.4	HMP_2012__SRS065310__bin.4	HMP_2012__SRS013949__bin.36	HMP_2012__SRS015574__bin.2	HMP_2012__SRS017227__bin.77	HMP_2012__SRS017511__bin.29	HMP_2012__SRS011343__bin.4	HMP_2012__SRS014690__bin.45	HMP_2012__SRS047113__bin.20	HMP_2012__SRS063603__bin.83	HMP_2012__SRS018975__bin.44	HMP_2012__SRS015803__bin.9	HMP_2012__SRS014691__bin.4	HMP_2012__SRS019129__bin.15	HMP_2012__SRS054430__bin.1	HMP_2012__SRS014578__bin.23	HMP_2012__SRS016746__bin.27	HMP_2012__SRS055378__bin.12	HMP_2012__SRS015044__bin.36	HMP_2012__SRS064449__bin.5	HMP_2012__SRS049318__bin.21	HMP_2012__SRS063999__bin.42	HMP_2012__SRS021477__bin.5	HMP_2012__SRS018573__bin.17	HMP_2012__SRS015899__bin.12	HMP_2012__SRS022602__bin.26	HMP_2012__SRS023964__bin.27	HMP_2012__SRS024649__bin.51	HMP_2012__SRS016043__bin.36	HMP_2012__SRS047634__bin.69	HMP_2012__SRS017445__bin.35	HMP_2012__SRS020226__bin.29	HMP_2012__SRS045197__bin.68	HMP_2012__SRS024289__bin.20	HMP_2012__SRS018157__bin.38	HMP_2012__SRS011255__bin.52	HMP_2012__SRS024381__bin.23	HMP_2012__SRS075410__bin.10	HMP_2012__SRS012285__bin.18
HMP_2012__SRS017227__bin.77	8917.0	51954.0	50899.0	49945.0	51786.0	52097.0	50706.0	46420.0	47076.0	53367.0	0.0	50007.0	53660.0	51670.0	1712.0	45221.0	50215.0	46758.0	33227.0	52995.0	50480.0	41984.0	40398.0	49739.0	50970.0	53006.0	50923.0	44614.0	51718.0	43165.0	51019.0	51401.0	43971.0	51536.0	41395.0	52652.0	30935.0	51765.0	46439.0	53580.0	52324.0	44797.0	52111.0	48925.0	53811.0
HMP_2012__SRS017511__bin.29	38313.0	53656.0	51440.0	50420.0	52147.0	52379.0	51266.0	47105.0	46391.0	53589.0	50007.0	0.0	53647.0	51921.0	51326.0	45936.0	50786.0	45928.0	31739.0	53978.0	51041.0	40490.0	41158.0	48111.0	51371.0	53660.0	51012.0	44757.0	53834.0	42675.0	51371.0	51013.0	42507.0	51287.0	53275.0	51604.0	16545.0	53123.0	47364.0	52266.0	52822.0	52835.0	53750.0	52228.0	53070.0
HMP_2012__SRS011343__bin.4	41306.0	59181.0	57281.0	54153.0	57065.0	55328.0	55911.0	45972.0	13438.0	52478.0	53660.0	53647.0	0.0	54754.0	55681.0	49506.0	56745.0	50095.0	33872.0	51933.0	51510.0	43180.0	43333.0	49945.0	53861.0	58014.0	54814.0	47290.0	57632.0	46005.0	57562.0	55553.0	45206.0	49949.0	60675.0	57442.0	34356.0	57825.0	49416.0	1461.0	58207.0	58957.0	58895.0	58456.0	52871.0
HMP_2012__SRS014690__bin.45	40284.0	58427.0	58327.0	54605.0	8642.0	55511.0	58380.0	49316.0	50653.0	57895.0	51670.0	51921.0	54754.0	0.0	54066.0	46734.0	56885.0	51823.0	383.0	58410.0	53015.0	42690.0	44675.0	52237.0	55368.0	56072.0	54025.0	47454.0	58276.0	47326.0	57543.0	51615.0	46935.0	49760.0	59023.0	55155.0	34191.0	56252.0	48885.0	56098.0	55940.0	59534.0	57620.0	59320.0	57928.0
HMP_2012__SRS047113__bin.20	8611.0	54998.0	54115.0	52102.0	54964.0	54175.0	53407.0	49092.0	50453.0	56048.0	1712.0	51326.0	55681.0	54066.0	0.0	45047.0	53197.0	49169.0	33595.0	55882.0	52881.0	42505.0	42646.0	51565.0	53425.0	55882.0	52320.0	46558.0	54724.0	45014.0	53837.0	51326.0	45871.0	52819.0	43982.0	53673.0	31714.0	54912.0	46389.0	56130.0	53903.0	46833.0	55303.0	51024.0	56540.0
HMP_2012__SRS063603__bin.83	35926.0	48171.0	48355.0	47057.0	47393.0	45775.0	47600.0	42916.0	44234.0	49398.0	45221.0	45936.0	49506.0	46734.0	45047.0	0.0	46980.0	43128.0	31288.0	48806.0	46735.0	38246.0	36723.0	45175.0	44469.0	47639.0	46089.0	41257.0	48432.0	39127.0	47090.0	45935.0	41431.0	46756.0	47581.0	37949.0	28927.0	48265.0	42865.0	48690.0	38072.0	48083.0	47877.0	47291.0	49088.0
HMP_2012__SRS018975__bin.44	40057.0	61000.0	58855.0	55220.0	58112.0	57963.0	58585.0	53516.0	53395.0	60485.0	50215.0	50786.0	56745.0	56885.0	53197.0	46980.0	0.0	52231.0	34634.0	59373.0	56407.0	42867.0	44987.0	52891.0	56532.0	58354.0	53946.0	46786.0	61087.0	48635.0	389.0	52335.0	46358.0	52931.0	59096.0	55552.0	32651.0	59133.0	48949.0	59423.0	56561.0	60214.0	59740.0	60145.0	60218.0
HMP_2012__SRS015803__bin.9	37633.0	54664.0	52512.0	50503.0	52402.0	51137.0	52563.0	47651.0	46813.0	53408.0	46758.0	45928.0	50095.0	51823.0	49169.0	43128.0	52231.0	0.0	32216.0	51944.0	48068.0	38952.0	41258.0	47127.0	49921.0	52578.0	48997.0	42604.0	55066.0	42665.0	53045.0	47012.0	42281.0	47540.0	53438.0	50185.0	32201.0	53116.0	43596.0	51838.0	50714.0	53762.0	53994.0	52827.0	52867.0
HMP_2012__SRS014691__bin.4	26971.0	34791.0	33873.0	33068.0	5100.0	33915.0	34944.0	30035.0	30420.0	33944.0	33227.0	31739.0	33872.0	383.0	33595.0	31288.0	34634.0	32216.0	0.0	34630.0	32978.0	29117.0	27555.0	32285.0	33962.0	33971.0	33383.0	30353.0	34838.0	29049.0	34865.0	32415.0	29755.0	30885.0	35365.0	34138.0	22019.0	33781.0	31785.0	33110.0	34436.0	35556.0	34576.0	34776.0	33767.0
HMP_2012__SRS019129__bin.15	40043.0	62039.0	60637.0	56247.0	60930.0	57800.0	59657.0	41773.0	47895.0	44774.0	52995.0	53978.0	51933.0	58410.0	55882.0	48806.0	59373.0	51944.0	34630.0	0.0	21373.0	42821.0	45021.0	51685.0	55752.0	59221.0	55821.0	46712.0	61081.0	48449.0	59683.0	54902.0	46045.0	40942.0	61465.0	56938.0	35273.0	60115.0	48917.0	54203.0	58092.0	61116.0	62289.0	61713.0	44941.0
HMP_2012__SRS054430__bin.1	38402.0	57748.0	56591.0	50977.0	55195.0	53103.0	55738.0	39125.0	48243.0	41109.0	50480.0	51041.0	51510.0	53015.0	52881.0	46735.0	56407.0	48068.0	32978.0	21373.0	0.0	42423.0	43990.0	50127.0	51823.0	55893.0	52830.0	45276.0	55122.0	44666.0	56982.0	52406.0	44458.0	38118.0	57011.0	53529.0	33409.0	55645.0	46399.0	52607.0	55038.0	56128.0	57223.0	55563.0	41449.0
HMP_2012__SRS014578__bin.23	34722.0	42627.0	41749.0	41746.0	43472.0	43427.0	41822.0	39410.0	39373.0	44072.0	41984.0	40490.0	43180.0	42690.0	42505.0	38246.0	42867.0	38952.0	29117.0	42821.0	42423.0	0.0	32161.0	41913.0	43791.0	43584.0	41012.0	1985.0	43739.0	35965.0	42917.0	41012.0	20483.0	42249.0	44177.0	43107.0	26310.0	43341.0	38623.0	42700.0	43164.0	44388.0	43724.0	41596.0	43688.0
HMP_2012__SRS016746__bin.27	33185.0	45846.0	44273.0	42520.0	44562.0	43553.0	44864.0	41750.0	41590.0	45941.0	40398.0	41158.0	43333.0	44675.0	42646.0	36723.0	44987.0	41258.0	27555.0	45021.0	43990.0	32161.0	0.0	41842.0	42169.0	44849.0	42448.0	33236.0	45243.0	36851.0	45391.0	39371.0	33556.0	41061.0	46770.0	44146.0	27410.0	44934.0	37911.0	44662.0	45038.0	47549.0	46159.0	45604.0	46027.0
HMP_2012__SRS055378__bin.12	38725.0	54543.0	52851.0	47463.0	52967.0	49676.0	51640.0	45752.0	46370.0	51023.0	49739.0	48111.0	49945.0	52237.0	51565.0	45175.0	52891.0	47127.0	32285.0	51685.0	50127.0	41913.0	41842.0	0.0	49211.0	51733.0	52574.0	45857.0	50142.0	43555.0	53338.0	49257.0	43900.0	48074.0	54073.0	54240.0	31698.0	50878.0	45340.0	49900.0	54316.0	52306.0	52453.0	53457.0	50823.0
HMP_2012__SRS015044__bin.36	40293.0	58713.0	56541.0	53255.0	55513.0	6653.0	56556.0	50623.0	49301.0	56950.0	50970.0	51371.0	53861.0	55368.0	53425.0	44469.0	56532.0	49921.0	33962.0	55752.0	51823.0	43791.0	42169.0	49211.0	0.0	57167.0	54572.0	47262.0	56337.0	45972.0	57195.0	51899.0	41430.0	52031.0	57930.0	55139.0	31519.0	57524.0	46853.0	53566.0	55560.0	57869.0	58855.0	56652.0	56431.0
HMP_2012__SRS064449__bin.5	40995.0	60704.0	59804.0	55604.0	57834.0	58208.0	52692.0	53255.0	52460.0	60312.0	53006.0	53660.0	58014.0	56072.0	55882.0	47639.0	58354.0	52578.0	33971.0	59221.0	55893.0	43584.0	44849.0	51733.0	57167.0	0.0	56018.0	47550.0	60426.0	49568.0	58943.0	54404.0	47543.0	53112.0	61057.0	57396.0	34281.0	4186.0	50110.0	59405.0	58063.0	60147.0	18684.0	60216.0	59850.0
HMP_2012__SRS049318__bin.21	39978.0	33622.0	55257.0	53160.0	54119.0	55546.0	53988.0	49794.0	49481.0	56143.0	50923.0	51012.0	54814.0	54025.0	52320.0	46089.0	53946.0	48997.0	33383.0	55821.0	52830.0	41012.0	42448.0	52574.0	54572.0	56018.0	0.0	45516.0	55986.0	44609.0	54454.0	52842.0	45363.0	51893.0	57928.0	54615.0	32032.0	55514.0	46146.0	55576.0	55203.0	57157.0	55431.0	55141.0	55491.0
HMP_2012__SRS063999__bin.42	35899.0	47114.0	46901.0	44883.0	48939.0	47313.0	46111.0	42911.0	42562.0	48211.0	44614.0	44757.0	47290.0	47454.0	46558.0	41257.0	46786.0	42604.0	30353.0	46712.0	45276.0	1985.0	33236.0	45857.0	47262.0	47550.0	45516.0	0.0	47519.0	38592.0	46914.0	46392.0	23680.0	45242.0	48408.0	47817.0	28441.0	46986.0	40946.0	46775.0	47430.0	49396.0	48166.0	45818.0	47931.0
HMP_2012__SRS021477__bin.5	40301.0	63055.0	61652.0	142.0	60580.0	58957.0	60189.0	53934.0	53308.0	60432.0	51718.0	53834.0	57632.0	58276.0	54724.0	48432.0	61087.0	55066.0	34838.0	61081.0	55122.0	43739.0	45243.0	50142.0	56337.0	60426.0	55986.0	47519.0	0.0	48053.0	61611.0	53108.0	47187.0	52973.0	61664.0	57989.0	34796.0	61121.0	49486.0	60111.0	59622.0	59787.0	62353.0	60573.0	60483.0
HMP_2012__SRS018573__bin.17	34228.0	49395.0	47756.0	44042.0	48264.0	46284.0	49088.0	43850.0	43502.0	47643.0	43165.0	42675.0	46005.0	47326.0	45014.0	39127.0	48635.0	42665.0	29049.0	48449.0	44666.0	35965.0	36851.0	43555.0	45972.0	49568.0	44609.0	38592.0	48053.0	0.0	49395.0	43944.0	38964.0	41549.0	49970.0	46296.0	27955.0	49876.0	2380.0	47361.0	46777.0	49405.0	50643.0	48288.0	47177.0
HMP_2012__SRS015899__bin.12	40537.0	61857.0	58988.0	55812.0	58698.0	58944.0	59229.0	54172.0	53854.0	61003.0	51019.0	51371.0	57562.0	57543.0	53837.0	47090.0	389.0	53045.0	34865.0	59683.0	56982.0	42917.0	45391.0	53338.0	57195.0	58943.0	54454.0	46914.0	61611.0	49395.0	0.0	53124.0	46390.0	52855.0	59976.0	55632.0	32993.0	59899.0	49129.0	60093.0	57000.0	60852.0	60768.0	61196.0	60631.0
HMP_2012__SRS022602__bin.26	41225.0	57421.0	54356.0	50255.0	53306.0	52568.0	56036.0	47646.0	48713.0	55082.0	51401.0	51013.0	55553.0	51615.0	51326.0	45935.0	52335.0	47012.0	32415.0	54902.0	52406.0	41012.0	39371.0	49257.0	51899.0	54404.0	52842.0	46392.0	53108.0	43944.0	53124.0	0.0	44923.0	51965.0	55722.0	54265.0	32565.0	56577.0	46388.0	55410.0	54941.0	56230.0	55653.0	54423.0	53561.0
HMP_2012__SRS023964__bin.27	35932.0	46703.0	46344.0	44964.0	47368.0	41401.0	46697.0	41708.0	41670.0	47263.0	43971.0	42507.0	45206.0	46935.0	45871.0	41431.0	46358.0	42281.0	29755.0	46045.0	44458.0	20483.0	33556.0	43900.0	41430.0	47543.0	45363.0	23680.0	47187.0	38964.0	46390.0	44923.0	0.0	43890.0	48430.0	46665.0	28404.0	46891.0	41117.0	45242.0	46613.0	48260.0	48662.0	45377.0	46628.0
HMP_2012__SRS024649__bin.51	37382.0	54692.0	53160.0	50225.0	51401.0	52691.0	52953.0	32938.0	44694.0	15218.0	51536.0	51287.0	49949.0	49760.0	52819.0	46756.0	52931.0	47540.0	30885.0	40942.0	38118.0	42249.0	41061.0	48074.0	52031.0	53112.0	51893.0	45242.0	52973.0	41549.0	52855.0	51965.0	43890.0	0.0	55391.0	54172.0	32634.0	52903.0	44813.0	49581.0	54627.0	54062.0	54307.0	54255.0	10340.0
HMP_2012__SRS016043__bin.36	33048.0	61495.0	62157.0	56839.0	61328.0	58749.0	59499.0	55106.0	53309.0	62520.0	41395.0	53275.0	60675.0	59023.0	43982.0	47581.0	59096.0	53438.0	35365.0	61465.0	57011.0	44177.0	46770.0	54073.0	57930.0	61057.0	57928.0	48408.0	61664.0	49970.0	59976.0	55722.0	48430.0	55391.0	0.0	56772.0	34127.0	61121.0	50941.0	62655.0	58235.0	45722.0	62020.0	60675.0	63234.0
HMP_2012__SRS047634__bin.69	40887.0	57746.0	56365.0	54345.0	55904.0	55857.0	56094.0	50777.0	52760.0	57649.0	52652.0	51604.0	57442.0	55155.0	53673.0	37949.0	55552.0	50185.0	34138.0	56938.0	53529.0	43107.0	44146.0	54240.0	55139.0	57396.0	54615.0	47817.0	57989.0	46296.0	55632.0	54265.0	46665.0	54172.0	56772.0	0.0	34630.0	56912.0	50000.0	57786.0	812.0	58117.0	57599.0	57465.0	58560.0
HMP_2012__SRS017445__bin.35	25078.0	33981.0	34255.0	32600.0	33564.0	33033.0	33683.0	31490.0	32083.0	35171.0	30935.0	16545.0	34356.0	34191.0	31714.0	28927.0	32651.0	32201.0	22019.0	35273.0	33409.0	26310.0	27410.0	31698.0	31519.0	34281.0	32032.0	28441.0	34796.0	27955.0	32993.0	32565.0	28404.0	32634.0	34127.0	34630.0	0.0	34306.0	28402.0	34552.0	35034.0	34362.0	34639.0	34014.0	34514.0
HMP_2012__SRS020226__bin.29	40080.0	61581.0	59896.0	56065.0	57715.0	58073.0	53567.0	53513.0	52671.0	61531.0	51765.0	53123.0	57825.0	56252.0	54912.0	48265.0	59133.0	53116.0	33781.0	60115.0	55645.0	43341.0	44934.0	50878.0	57524.0	4186.0	55514.0	46986.0	61121.0	49876.0	59899.0	56577.0	46891.0	52903.0	61121.0	56912.0	34306.0	0.0	50190.0	60090.0	57942.0	60933.0	17761.0	61164.0	60992.0
HMP_2012__SRS045197__bin.68	36933.0	49874.0	48067.0	45651.0	47863.0	48156.0	48555.0	44712.0	44730.0	48239.0	46439.0	47364.0	49416.0	48885.0	46389.0	42865.0	48949.0	43596.0	31785.0	48917.0	46399.0	38623.0	37911.0	45340.0	46853.0	50110.0	46146.0	40946.0	49486.0	2380.0	49129.0	46388.0	41117.0	44813.0	50941.0	50000.0	28402.0	50190.0	0.0	49000.0	50312.0	48964.0	51455.0	48976.0	46686.0
HMP_2012__SRS024289__bin.20	41237.0	62325.0	60454.0	55656.0	58322.0	55395.0	58978.0	48513.0	13720.0	54908.0	53580.0	52266.0	1461.0	56098.0	56130.0	48690.0	59423.0	51838.0	33110.0	54203.0	52607.0	42700.0	44662.0	49900.0	53566.0	59405.0	55576.0	46775.0	60111.0	47361.0	60093.0	55410.0	45242.0	49581.0	62655.0	57786.0	34552.0	60090.0	49000.0	0.0	58762.0	61843.0	61256.0	61296.0	55042.0
HMP_2012__SRS018157__bin.38	41082.0	59359.0	58007.0	55616.0	56940.0	56353.0	57586.0	52241.0	53571.0	58938.0	52324.0	52822.0	58207.0	55940.0	53903.0	38072.0	56561.0	50714.0	34436.0	58092.0	55038.0	43164.0	45038.0	54316.0	55560.0	58063.0	55203.0	47430.0	59622.0	46777.0	57000.0	54941.0	46613.0	54627.0	58235.0	812.0	35034.0	57942.0	50312.0	58762.0	0.0	59602.0	59079.0	58301.0	59194.0
HMP_2012__SRS011255__bin.52	35370.0	62060.0	61611.0	55192.0	61414.0	58299.0	60897.0	54195.0	53135.0	60982.0	44797.0	52835.0	58957.0	59534.0	46833.0	48083.0	60214.0	53762.0	35556.0	61116.0	56128.0	44388.0	47549.0	52306.0	57869.0	60147.0	57157.0	49396.0	59787.0	49405.0	60852.0	56230.0	48260.0	54062.0	45722.0	58117.0	34362.0	60933.0	48964.0	61843.0	59602.0	0.0	62004.0	62537.0	61128.0
HMP_2012__SRS024381__bin.23	41420.0	62344.0	60280.0	57205.0	58614.0	59609.0	52806.0	55395.0	53078.0	62820.0	52111.0	53750.0	58895.0	57620.0	55303.0	47877.0	59740.0	53994.0	34576.0	62289.0	57223.0	43724.0	46159.0	52453.0	58855.0	18684.0	55431.0	48166.0	62353.0	50643.0	60768.0	55653.0	48662.0	54307.0	62020.0	57599.0	34639.0	17761.0	51455.0	61256.0	59079.0	62004.0	0.0	61458.0	62427.0
HMP_2012__SRS075410__bin.10	38691.0	59027.0	59064.0	56079.0	60609.0	58473.0	58646.0	54918.0	53885.0	61939.0	48925.0	52228.0	58456.0	59320.0	51024.0	47291.0	60145.0	52827.0	34776.0	61713.0	55563.0	41596.0	45604.0	53457.0	56652.0	60216.0	55141.0	45818.0	60573.0	48288.0	61196.0	54423.0	45377.0	54255.0	60675.0	57465.0	34014.0	61164.0	48976.0	61296.0	58301.0	62537.0	61458.0	0.0	61512.0
HMP_2012__SRS012285__bin.18	38754.0	62399.0	60319.0	55503.0	59711.0	57506.0	60824.0	35371.0	49458.0	14222.0	53811.0	53070.0	52871.0	57928.0	56540.0	49088.0	60218.0	52867.0	33767.0	44941.0	41449.0	43688.0	46027.0	50823.0	56431.0	59850.0	55491.0	47931.0	60483.0	47177.0	60631.0	53561.0	46628.0	10340.0	63234.0	58560.0	34514.0	60992.0	46686.0	55042.0	59194.0	61128.0	62427.0	61512.0	0.0
