	HMP_2012__SRS012279__bin.39	HMP_2012__SRS019071__bin.34	HMP_2012__SRS023958__bin.21	Castro-NallarE_2015__ES_104__bin.5	HMP_2012__SRS011115__bin.80	HMP_2012__SRS044662__bin.37	HMP_2012__SRS016037__bin.33	HMP_2012__SRS015644__bin.37	HMP_2012__SRS019126__bin.9	HMP_2012__SRS018145__bin.56	HMP_2012__SRS016225__bin.34	HMP_2012__SRS023617__bin.29	HMP_2012__SRS013164__bin.11	HMP_2012__SRS015434__bin.74	HMP_2012__SRS014888__bin.46	HMP_2012__SRS022077__bin.60	HMP_2012__SRS015797__bin.22	HMP_2012__SRS064329__bin.49	HMP_2012__SRS042131__bin.18	HMP_2012__SRS024441__bin.39	HMP_2012__SRS024081__bin.14	HMP_2012__SRS050669__bin.28	HMP_2012__SRS019122__bin.55	HMP_2012__SRS018739__bin.39	HMP_2012__SRS014573__bin.16	HMP_2012__SRS016002__bin.5
HMP_2012__SRS016225__bin.34	0.6998184796746629	0.9147183759487627	0.7335715873355615	0.4640869651118758	0.7668534007277278	0.9146833890379834	0.5043424930437789	0.9105611077267564	0.5604861945766172	0.6538384757232	1.0	0.8944115613217644	0.5517806279533068	0.9040247295717602	0.5892948285229761	0.7507234058317006	0.8489100548265472	0.8960178721372475	0.7808656584948219	0.8282770387078716	0.9242842089665279	0.6525274955957654	0.9264719199170193	0.9014830334063256	0.910295618815549	0.5705850634703723
HMP_2012__SRS023617__bin.29	0.468515498207004	0.8521972636348876	0.7085544650511105	0.4850603712139789	0.47266674996341845	0.849950255803434	0.31553923176786663	0.8669167350969528	0.6361871825007333	0.6484284642372968	0.5807489625211387	1.0	0.49821635819028676	0.8339038269957646	0.6437273202878148	0.5023395474046491	0.7838776686976374	0.8520776637532849	0.5200436706606791	0.796540556720745	0.8692506031776152	0.6518708027290154	0.8613710422628564	0.8364087429517919	0.8289441067659457	0.37649575019526854
HMP_2012__SRS013164__bin.11	0.36129544713467926	0.6689468161572832	0.6666243155331223	0.4226897826853758	0.3772268773916914	0.6782172719769065	0.23121941944592278	0.6931473792792785	0.5354092496652632	0.5590456246096218	0.47642004387340503	0.6625070745643534	1.0	0.6649610710157431	0.5200162415116334	0.39051861776561936	0.6328307764206658	0.6909679247914947	0.39882773246996256	0.6863255889991302	0.6938812681528657	0.5822510841742107	0.6988470126013873	0.6790364554411286	0.6690365531745136	0.3220999172820168
HMP_2012__SRS015434__bin.74	0.4634744265681931	0.868330445233147	0.6800897025159783	0.46568917573685364	0.47131789865323326	0.8224416704021154	0.31165091309890885	0.8354746671893061	0.6110003952137097	0.6227888892554264	0.5682565124557002	0.8072890085957365	0.4841018655251394	1.0	0.617379442030687	0.4933243811930021	0.7717281835240515	0.8176926375760916	0.5155359091435376	0.7858711422193675	0.8343608242954879	0.6499641979069845	0.8366661297969792	0.8029112567343187	0.8131344198799612	0.3648107146253005
HMP_2012__SRS014888__bin.46	0.333985080453163	0.8318792709240425	0.7064701416027145	0.5282000025738148	0.38494060922197865	0.8331558830973288	0.14142597922931405	0.8490946606210615	0.8101622790272696	0.6699417030932965	0.4913172355512468	0.8265712067330997	0.502137553245795	0.8188746423469759	1.0	0.38362453188742135	0.7853944585765946	0.8360437033764161	0.40105354821827666	0.8108503455346457	0.8602461424949703	0.7018424224745514	0.8510567654868585	0.8208590536082739	0.8504450554871588	0.41884461450687854
HMP_2012__SRS022077__bin.60	0.868896581423082	0.9127030134963751	0.7050459974635144	0.4181841412860361	0.8325718355448712	0.8963069526207197	0.5661828730432149	0.9014000359650949	0.5052764580060194	0.6258896628745575	0.8630995759904598	0.8894617539608927	0.5199949364932139	0.9022967972136516	0.529002773098109	1.0	0.8493216320581499	0.8870660527361865	0.9002181566942399	0.8288688504419921	0.9181758598497037	0.6359859168259857	0.9143959756951674	0.9151815290844044	0.8571251112078593	0.6493982944973404
HMP_2012__SRS015797__bin.22	0.47743312363957846	0.8673158022533373	0.7240659789595337	0.4982502303845314	0.49016029287475943	0.8615171010528879	0.3206297009071999	0.8783483212370947	0.6382973664472219	0.6679328509248165	0.5943985756868125	0.8453048028780233	0.513192261385391	0.8596394401025437	0.6595907333181065	0.5172581250625947	1.0	0.8599996973838837	0.5396430714959395	0.828957047965375	0.8832730382730131	0.6783752684817389	0.8760722157335883	0.8564252246384277	0.8458156477029636	0.38142599919158265
HMP_2012__SRS064329__bin.49	0.4934752849852109	0.8824451282942715	0.7386915804083362	0.5078956588814619	0.5065851479044047	0.8832660649633193	0.32840182846837257	0.9205504417712133	0.6657742064278865	0.6615968678108627	0.5912529842983131	0.8659340480258136	0.5280693796733636	0.8583860480149493	0.6616926098045234	0.5091335145867341	0.8104736308894906	1.0	0.5292264318520712	0.815582586636319	0.9650100359338035	0.6806739693136725	0.9033868220991534	0.871110226874574	0.8806810311344815	0.38078016823430033
HMP_2012__SRS042131__bin.18	0.8511378823101505	0.9582870208074352	0.7473172634352189	0.4488189259003574	0.8703636126522032	0.9425513306301574	0.5846684701133157	0.9998552297360515	0.5416549514421392	0.6577056664995627	0.9079117547472084	0.9312281423821528	0.5370677680373579	0.953590960592577	0.5592941911230703	0.9104039568943548	0.8961028084234758	0.9325071457884416	1.0	0.8814379396200319	0.9636973607543369	0.6709264220089087	0.9599692273455475	0.9430478567420469	0.8963002224197691	0.6786841938390082
HMP_2012__SRS024441__bin.39	0.21884607210204912	0.4135901031943826	0.37952837608619433	0.2513256342535498	0.22326259674050328	0.4092849223571584	0.14079034469874901	0.41889094805354793	0.32309669786098066	0.3520738375233348	0.27240751695877774	0.4034598478684938	0.2614267845128556	0.41117878227108867	0.3198562209710804	0.23710916295182233	0.3893672423152471	0.40649455870627305	0.2493261838655048	1.0	0.4234533364559234	0.350013131123063	0.42951565108033946	0.45376017154390874	0.4072042485274867	0.18003040464164893
HMP_2012__SRS024081__bin.14	0.45927987669389614	0.8373992312942911	0.7017770399841889	0.4811975240275784	0.4722362365118163	0.8382529277938197	0.3054004512215374	0.8719227935071077	0.6369434634441729	0.6398846752006849	0.5671600889309283	0.8214745081300069	0.49313033205131523	0.81449781240272	0.6331308750831123	0.49005525664251015	0.7740678322486378	0.897377724709399	0.5085966353497282	0.7900639072653235	1.0	0.6537635576412467	0.8575779140128093	0.8283792205725702	0.8346562892869298	0.3760823539291823
HMP_2012__SRS050669__bin.28	0.3154187248854649	0.6386104783599089	0.6090060402856339	0.41398991579432315	0.3451005861124619	0.6302449387013386	0.20476312354431675	0.658825599549538	0.5062047298507845	0.577837142637762	0.40574914898518083	0.6242654398402907	0.41931995597757926	0.6429602518491976	0.5234425788948325	0.3439737913030125	0.6024385093803588	0.6414181874024212	0.35881152261267946	0.6617587213022447	0.6624900821581224	1.0	0.6494516393232832	0.640429602518492	0.6636162371068055	0.2882092856594405
HMP_2012__SRS019122__bin.55	0.4679952444063304	0.8591954471037655	0.7130259088901016	0.4855318208986253	0.47782736935110837	0.8566714742340376	0.31486123021750995	0.8747940542085705	0.7311147059587848	0.6474045632909747	0.5849237285933317	0.8375412541254126	0.5110054312517865	0.8403400379408019	0.6444602531119253	0.5021348197811907	0.7899339933993399	0.8643388945193732	0.5212630908760167	0.8245224916192406	0.8823490813648294	0.6594091889503911	1.0	0.8411683688053845	0.8399651776201242	0.3754736103531613
HMP_2012__SRS018739__bin.39	0.3227764377711716	0.5695488890726156	0.49245482420351483	0.32676425549352783	0.3334817625300603	0.56461702571255	0.21519612424557227	0.5883412835066555	0.4240921704871833	0.4488853880966674	0.3936387230356122	0.5624809034080901	0.3434074970074517	0.5577552832406512	0.42991191303816445	0.34758942596992715	0.5340889892196369	0.5764434327494419	0.35416584289211367	0.6024529909306915	0.5894803390476328	0.4497310301195941	0.581776549205402	1.0	0.5669229953521142	0.2548415477136212
HMP_2012__SRS014573__bin.16	0.43738015010501136	0.8217902894789845	0.698369102381358	0.478474780764954	0.5140361591302225	0.8279873507158451	0.3131533256180385	0.8535132331122148	0.6088811807898226	0.6207196466075477	0.5728949647015548	0.8034646293452772	0.48766189652481445	0.8141244295290713	0.6419621803759943	0.4691976460363482	0.760242571977937	0.8399521021372057	0.4851530225325898	0.779222326776628	0.8560518975545278	0.6716619638771364	0.8373111139750239	0.8171021793009476	1.0	0.3672838686655627
HMP_2012__SRS016002__bin.5	0.741972258297864	0.8722016790307344	0.7154102423621804	0.44613198750417776	0.81465039015107	0.8751012958234835	0.3936275579579983	0.8893139964502585	0.6913373185259569	0.6388588329195021	0.8462150081112965	0.8599424044538114	0.5532575668552435	0.8607237748737522	0.7450473782122794	0.8377038697675271	0.8078942830239646	0.8558112135811946	0.8656866979316575	0.8118255529492918	0.9089566110499817	0.6873999441442239	0.8820084882466322	0.8655462954343245	0.8655050903535854	1.0
