	HMP_2012__SRS012279__bin.39	HMP_2012__SRS019071__bin.34	HMP_2012__SRS023958__bin.21	Castro-NallarE_2015__ES_104__bin.5	HMP_2012__SRS011115__bin.80	HMP_2012__SRS044662__bin.37	HMP_2012__SRS016037__bin.33	HMP_2012__SRS015644__bin.37	HMP_2012__SRS019126__bin.9	HMP_2012__SRS018145__bin.56	HMP_2012__SRS016225__bin.34	HMP_2012__SRS023617__bin.29	HMP_2012__SRS013164__bin.11	HMP_2012__SRS015434__bin.74	HMP_2012__SRS014888__bin.46	HMP_2012__SRS022077__bin.60	HMP_2012__SRS015797__bin.22	HMP_2012__SRS064329__bin.49	HMP_2012__SRS042131__bin.18	HMP_2012__SRS024441__bin.39	HMP_2012__SRS024081__bin.14	HMP_2012__SRS050669__bin.28	HMP_2012__SRS019122__bin.55	HMP_2012__SRS018739__bin.39	HMP_2012__SRS014573__bin.16	HMP_2012__SRS016002__bin.5
HMP_2012__SRS016225__bin.34	0.6937801504848774	0.9042192156346214	0.7210586215980375	0.4579302978415134	0.7588228756770997	0.9013821887811383	0.5002335890807909	0.9003006816273441	0.5528878607767918	0.6483599371058827	1.0	0.8851667846617384	0.5426850601774865	0.8934844081861139	0.5818240940448162	0.7442384790160858	0.8407807432043071	0.8875736783179939	0.772903049212177	0.8183016530286317	0.9155642359681908	0.6448303752243278	0.9152328893425753	0.8931715840426758	0.8990637914286185	0.5670009631690732
HMP_2012__SRS023617__bin.29	0.4648693722075265	0.8412094421099824	0.694626090012608	0.4780754708660702	0.46681437363403905	0.8342465909022575	0.3133369903725436	0.8560832575533339	0.6250657298231992	0.6415678408613329	0.5747462511450518	1.0	0.4903428106773964	0.823206653227827	0.6373758316033667	0.4982297213055496	0.7756727159262276	0.8418395129946274	0.5147004290228155	0.7846734422115421	0.8589663496713008	0.6429141747240684	0.8479217349065282	0.8272723810465591	0.8166066105994894	0.3719689948999671
HMP_2012__SRS013164__bin.11	0.35666377316614406	0.6584813475834532	0.6603391703857181	0.4153491169788656	0.37211186740955887	0.6653058033195589	0.2284979889134802	0.6814504700531581	0.5246088221261276	0.5503215872612529	0.46856672213776673	0.6520371635639278	1.0	0.6546848498148841	0.5105227758769127	0.38537162231199873	0.6233133216823291	0.6798858474062004	0.39363275880910986	0.6732888439117877	0.6827529895309775	0.5712249813640204	0.6860030688282922	0.6675483402649997	0.6579829073194309	0.3162199214401281
HMP_2012__SRS015434__bin.74	0.4583327673562531	0.8674093579620685	0.6677177669584521	0.45953587292100445	0.46575191833888635	0.8079610659515303	0.308493084406911	0.8254785417066893	0.601162096482598	0.6152267886331103	0.5616310230472336	0.7969332451055919	0.4766206187714222	1.0	0.609377496363193	0.48784507622579315	0.7625593548249384	0.8073342867621518	0.510213784096885	0.7755509544314064	0.8238847502488681	0.6419357321705901	0.8247023445681401	0.7934190125608103	0.8025742578099987	0.36034628741674474
HMP_2012__SRS014888__bin.46	0.32982751150709727	0.8201401013225119	0.6928426498281979	0.52102420672881	0.37958535842516844	0.8158941647327308	0.1395917071685034	0.8360514248210127	0.7973661294543083	0.6611152339812197	0.4850886035767447	0.8184156453626291	0.49297048263318416	0.808261087779956	1.0	0.37900625008043176	0.7751257952015511	0.8231265845047766	0.39597283767378616	0.7994337607295908	0.8469721212953153	0.6933668501224707	0.8374721706267668	0.8095128197428758	0.8378350785228018	0.4130277929108559
HMP_2012__SRS022077__bin.60	0.868883567737417	0.9026055764826136	0.6935217872759281	0.4125835242007231	0.8216912112665393	0.8835369777962861	0.561959340513733	0.8920810539665713	0.4972694921350016	0.6228953321092582	0.8556439171667077	0.8821847375494519	0.5131414563970546	0.8922750761892143	0.5226343485585568	1.0	0.8424918132086544	0.8798316265687407	0.8911180412273562	0.8185797573302542	0.9105888811069677	0.6279659372693028	0.9021465482973366	0.911149652652899	0.8463024569838535	0.6425270684661833
HMP_2012__SRS015797__bin.22	0.47399698969015713	0.8570880980360934	0.7116925823746286	0.49184629695143084	0.48516712695538644	0.8475304723621422	0.318325495335749	0.8687611544660736	0.6289386027925703	0.6614172377345005	0.5887065106416398	0.836456884048312	0.505474109389962	0.8494261461765534	0.6509668945173885	0.5130985944922426	1.0	0.8504053254672357	0.5349186575084461	0.8186155024472278	0.8735287993273276	0.6705324674669663	0.8646354880801673	0.8475564108863985	0.8351714860684907	0.3777124671355295
HMP_2012__SRS064329__bin.49	0.48961504928336097	0.8706661469890841	0.724620223425146	0.5005364267729924	0.5005717358770374	0.8661927551150669	0.32593901846122925	0.9084842344850439	0.6546192456345724	0.654366649736404	0.5856809360715091	0.8555294056934571	0.5195999478511694	0.8475122020115325	0.6514692661410137	0.5049812997552807	0.8014317841690274	1.0	0.5241493901031298	0.8039136067706566	0.9649190470887643	0.6703406242106379	0.8900359066427289	0.8615815219310278	0.8680736439266983	0.37610578607571904
HMP_2012__SRS042131__bin.18	0.8425760971133288	0.9482966761465267	0.7347736977555823	0.44317168915790367	0.8601698717526893	0.9292288770015087	0.5795177594827514	0.9996267080797361	0.5334640652686565	0.6517652998838249	0.898653636545279	0.921660144028466	0.5300721338777972	0.9437465826440793	0.5522088233288308	0.9012008753216951	0.8882576958556222	0.9235613006351945	1.0	0.8706699034585736	0.9545397442232477	0.6633421352058549	0.9478240790038848	0.9334092679290793	0.8860167478855764	0.6710975141390296
HMP_2012__SRS024441__bin.39	0.216128471117621	0.40777788908397555	0.3723340097441056	0.24789462070683346	0.22113860374196395	0.4020804030848663	0.13905690108203161	0.41253419845323497	0.31809401071878685	0.3461935987805654	0.2691267667790709	0.39744897475710805	0.2564609863504006	0.40577911555794416	0.3153527195638843	0.23416582848587325	0.38450974207496114	0.4006786218547915	0.24628030480450197	1.0	0.4172475270846335	0.3456294342922663	0.42344825999082175	0.4455430666993366	0.4016607486364615	0.17741128708019324
HMP_2012__SRS024081__bin.14	0.4556447208153559	0.8263428513336798	0.6884670780658723	0.47424987418710984	0.4665173539702254	0.822215178243873	0.30311087762147026	0.8606138406176418	0.6263126688686816	0.6326516179506105	0.561809331433143	0.811755501827681	0.4852216422165548	0.8042711345133962	0.6233613541950154	0.48600588116064836	0.7655283415240629	0.8972931127782328	0.503763652356095	0.7784853327743053	1.0	0.6438917447169636	0.844889912931797	0.8191072683543168	0.8228724992912173	0.3712714710668238
HMP_2012__SRS050669__bin.28	0.3114157559315093	0.6304196206905377	0.5973554554528935	0.4083623403547388	0.34113152977912004	0.619112641089299	0.20200724322387448	0.6487292365181336	0.49854623633897266	0.5692796447493025	0.4009629904532774	0.615688106268076	0.41137928386783035	0.635018300017916	0.5171213943845819	0.3396361751682834	0.5954736249392132	0.6316807862609096	0.3547554452151212	0.6534706047963963	0.6524864989378312	1.0	0.6401135112999411	0.6314408384735481	0.6550785749021012	0.2833847354815592
HMP_2012__SRS019122__bin.55	0.461745406824147	0.8465405005067436	0.7001377303084639	0.4788506015955926	0.4728307476416933	0.8408662716665367	0.31085015981913156	0.8608248226397442	0.7310218029676983	0.6379849796003222	0.5778280190223747	0.8244640212052702	0.5016137834255866	0.8283237181985915	0.63417335828071	0.49540812348951424	0.7796217613887373	0.8515650580806112	0.5146682778514072	0.8128751851563109	0.8692945869390089	0.6499278864894364	1.0	0.8284159715184116	0.8277416127439516	0.36998063979626306
HMP_2012__SRS018739__bin.39	0.3216391795564918	0.5625294312181199	0.482795543349713	0.32183284146503666	0.32953977662828776	0.5546845512615434	0.21377983112322108	0.5809475324507263	0.4168642227821892	0.44452866915176986	0.3900094719095873	0.5563367434604282	0.33759763975110624	0.5511613423870649	0.4239695029673857	0.3460581039645424	0.5285581668709628	0.5701379627665883	0.3505460277291501	0.5915432203054736	0.5828823542098773	0.44341882016312534	0.5729566197324859	1.0	0.5587033728625297	0.2516427562358236
HMP_2012__SRS014573__bin.16	0.43182293592657045	0.8105573469402293	0.6853448471264197	0.4727090334358945	0.50857997343469	0.8132294207894599	0.3089735959469445	0.8410090154968627	0.5990380275095378	0.6124961871461979	0.5658262089903693	0.7915063541087184	0.4796048750128714	0.8035514102216216	0.6324434839542806	0.46327323217964417	0.7506753041702098	0.8279277698156683	0.4795867416954263	0.7686143360712484	0.8439660414773732	0.6630207904960692	0.8251261722704014	0.80525529444298	1.0	0.36080250291590216
HMP_2012__SRS016002__bin.5	0.7340853006215864	0.8611663479631718	0.7001506274618128	0.43836101449961007	0.8034853393848844	0.8608855429685056	0.38911636467412125	0.8768700620670604	0.681174924724422	0.633630366007945	0.8408995526959568	0.8496029814165086	0.5431577437318679	0.8501905353455657	0.7347003246044693	0.8288401990663234	0.8000286909451072	0.8453054441068342	0.8560096084143827	0.8000149559181942	0.8973291477110577	0.6758930438193143	0.8691051935188986	0.854681889146124	0.8502317404263047	1.0
