	HMP_2012__SRS012279__bin.39	HMP_2012__SRS019071__bin.34	HMP_2012__SRS023958__bin.21	Castro-NallarE_2015__ES_104__bin.5	HMP_2012__SRS011115__bin.80	HMP_2012__SRS044662__bin.37	HMP_2012__SRS016037__bin.33	HMP_2012__SRS015644__bin.37	HMP_2012__SRS019126__bin.9	HMP_2012__SRS018145__bin.56	HMP_2012__SRS016225__bin.34	HMP_2012__SRS023617__bin.29	HMP_2012__SRS013164__bin.11	HMP_2012__SRS015434__bin.74	HMP_2012__SRS014888__bin.46	HMP_2012__SRS022077__bin.60	HMP_2012__SRS015797__bin.22	HMP_2012__SRS064329__bin.49	HMP_2012__SRS042131__bin.18	HMP_2012__SRS024441__bin.39	HMP_2012__SRS024081__bin.14	HMP_2012__SRS050669__bin.28	HMP_2012__SRS019122__bin.55	HMP_2012__SRS018739__bin.39	HMP_2012__SRS014573__bin.16	HMP_2012__SRS016002__bin.5
HMP_2012__SRS015797__bin.22	0.9928028999680062	0.9882076353380491	0.9829112305446455	0.9871471540953263	0.9898131978620945	0.9837651177514036	0.9928134992955072	0.9890850058692908	0.9853379253203837	0.9902451074516031	0.9904238245547684	0.9895328657786082	0.9849605058841038	0.988119095693455	0.9869254700451365	0.9919585012418147	1.0	0.9888437496596405	0.9912452985370556	0.9875246304455341	0.9889680330730602	0.9884388459026144	0.9869454510164504	0.9896443805052876	0.9874155063655066	0.9902640825116173
HMP_2012__SRS064329__bin.49	0.9921774487612574	0.9866518824485374	0.9809509714793124	0.9855103465056646	0.9881295137604349	0.9806702526843241	0.992500620296088	0.9868923996571518	0.9832451292260714	0.9890715654407758	0.9905758645203004	0.9879844863981532	0.9839615168987208	0.9873322195432195	0.9845497085625154	0.9918445462486913	0.9888437496596405	1.0	0.9904066738859322	0.985692460755215	0.9999057120219986	0.9848189506740593	0.9852212638818423	0.9890614245481495	0.9856845023770495	0.9877241974542511
HMP_2012__SRS042131__bin.18	0.9899407776639157	0.9895747887177989	0.9832152068560853	0.9874175610328263	0.988287951436238	0.985865540479645	0.9911903738719381	0.999771445255754	0.984878036927984	0.9909680470789409	0.9898028435544298	0.9897253981938183	0.9869743921048821	0.9896765192254128	0.9873315905891816	0.9898912109256928	0.9912452985370556	0.9904066738859322	1.0	0.987783557210959	0.9904974145369445	0.9886957994881992	0.9873483982655926	0.9897793216494165	0.9885267522232337	0.9888214875654254
HMP_2012__SRS024441__bin.39	0.9875821349758525	0.9859469216852238	0.9810439303214186	0.9863483342759419	0.9904865703904356	0.982397301051796	0.9876877663704391	0.9848248103000298	0.9845164398914831	0.9832982797468451	0.9879564623754369	0.9851016820059254	0.981005013806415	0.9868678371891657	0.9859202319294478	0.9875865848906601	0.9875246304455341	0.985692460755215	0.987783557210959	1.0	0.9853447621331095	0.9874756217952995	0.9858738765997078	0.9818910839692835	0.986386438965037	0.9854518042845649
HMP_2012__SRS024081__bin.14	0.9920850965543979	0.9867967636613155	0.981033916529078	0.9855617506459355	0.9878897846047701	0.9808676486318324	0.9925030444751821	0.9870298689589496	0.98330967317255	0.9886963111785637	0.990565701638366	0.9881688278745859	0.9839622726067934	0.9874441923187544	0.984569508023417	0.991736900223038	0.9889680330730602	0.9999057120219986	0.9904974145369445	0.9853447621331095	1.0	0.984900025691398	0.9852048415966754	0.9888071163689444	0.9858818652097143	0.9872079005779026
HMP_2012__SRS050669__bin.28	0.9873090319688244	0.9871739378746069	0.9808695085728935	0.9864064914992272	0.9884988420968708	0.9823365537294462	0.986541129707636	0.9846752114090472	0.9848707586867682	0.9851904675954276	0.9882041440040623	0.986260117852417	0.9810629759052691	0.9876478338926241	0.9879238243789858	0.9873896900159234	0.9884388459026144	0.9848189506740593	0.9886957994881992	0.9874756217952995	0.984900025691398	1.0	0.9856215190509454	0.9859644775794318	0.9871346393784362	0.9832602542043626
HMP_2012__SRS019122__bin.55	0.9866455104899376	0.9852711666016387	0.9819246700281908	0.9862393791396267	0.9895430399556214	0.9815504507353504	0.9872608310791153	0.984031405447235	0.9998729296643477	0.9854502358729608	0.9878690003087729	0.9843861626448501	0.9816212367778682	0.9857006459294078	0.9840379685457051	0.9866038043436071	0.9869454510164504	0.9852212638818423	0.9873483982655926	0.9858738765997078	0.9852048415966754	0.9856215190509454	1.0	0.9848396614044301	0.9854475337765719	0.9853705549326578
HMP_2012__SRS018739__bin.39	0.9964766380640024	0.9876754076969138	0.9803854478034111	0.98490834310796	0.9881793059030711	0.9824084751279474	0.9934185937255311	0.9874328875718857	0.9829566584624969	0.9902943623017657	0.99078024870613	0.9890766781406547	0.9830817401862971	0.9881777169096915	0.9861776101323082	0.9955944516979718	0.9896443805052876	0.9890614245481495	0.9897793216494165	0.9818910839692835	0.9888071163689444	0.9859644775794318	0.9848396614044301	1.0	0.9855013422334733	0.9874479200644619
HMP_2012__SRS014573__bin.16	0.987294315535109	0.9863311325497934	0.9813504703880411	0.9879497362016832	0.98938559943961	0.9821761408388352	0.9866527693332175	0.9853497085572331	0.9838340326637842	0.9867517332401288	0.9876613408273401	0.9851166127296689	0.9834782631791429	0.9870130180056559	0.9851724965851749	0.9873733086541421	0.9874155063655066	0.9856845023770495	0.9885267522232337	0.986386438965037	0.9858818652097143	0.9871346393784362	0.9854475337765719	0.9855013422334733	1.0	0.9823532523407331
HMP_2012__SRS016002__bin.5	0.9893702795649384	0.9873477300802425	0.9786701196086002	0.9825814484900729	0.9862946720443906	0.9837553059025005	0.9885394373623647	0.9860072657881596	0.9853003829979802	0.9918159276476406	0.9937185521830871	0.9879766098476446	0.9817448079729234	0.9877623462536148	0.9861122206313409	0.9894190882708189	0.9902640825116173	0.9877241974542511	0.9888214875654254	0.9854518042845649	0.9872079005779026	0.9832602542043626	0.9853705549326578	0.9874479200644619	0.9823532523407331	1.0
