	XieH_2016__YSZC12003_37171__bin.41	XieH_2016__YSZC12003_37101__bin.13	XieH_2016__YSZC12003_35999__bin.100	ZeeviD_2015__PNP_Main_393__bin.2	XieH_2016__YSZC12003_37232__bin.77	XieH_2016__YSZC12003_36694__bin.107	XieH_2016__YSZC12003_36699__bin.8	FengQ_2015__SID31276__bin.38	XieH_2016__YSZC12003_35697__bin.38	ZellerG_2014__CCIS74726977ST-3-0__bin.97	ZeeviD_2015__PNP_Main_127__bin.16	XieH_2016__YSZC12003_37393__bin.13	XieH_2016__YSZC12003_35550__bin.7	ZellerG_2014__CCIS11362406ST-4-0__bin.32	CosteaPI_2017__SID713B072-11-90-0__bin.89	BritoIL_2016__W3.22.ST__bin.92	XieH_2016__YSZC12003_35992__bin.87	CosteaPI_2017__SID713A004-11-0-0__bin.11	FengQ_2015__SID530041__bin.48	FengQ_2015__SID31223__bin.13	XieH_2016__YSZC12003_37182R1__bin.100	CM_madagascar__A28_02_1FE__bin.95	BritoIL_2016__M1.16.ST__bin.54	XieH_2016__YSZC12003_37405__bin.101	LiJ_2014__V1.FI14__bin.82	XieH_2016__YSZC12003_37349__bin.112
XieH_2016__YSZC12003_37393__bin.13	0.5501497627210594	0.8545179489221065	0.9319134608312624	0.8751075396876271	0.9516973895605363	0.7222658941127967	0.8685448353622207	0.8348217388399951	0.6077404283773872	0.8930095660558525	0.7421220220362736	1.0	0.5868512446938653	0.7320714893479198	0.7477285931076085	0.5001865708149265	0.8075338172253782	0.8392724480452575	0.8101599785696597	0.9329957739854833	0.908171396838485	0.611076436004861	0.7938220431562248	0.9397561826464176	0.936144198659794	0.9270801633726066
XieH_2016__YSZC12003_35550__bin.7	0.5667554055125829	0.8543373542655252	0.9314952570358831	0.8723986274659448	0.9380526537104958	0.7157970110122962	0.8544555729641319	0.8300875566589301	0.6140249276845745	0.8789709885327862	0.7416637111992015	0.6507415604568928	1.0	0.7284127418806949	0.7448750697714788	0.4959371675099102	0.8250737370427069	0.8608393826888918	0.816040481673857	0.9250343806911454	0.9232281785491423	0.6185711100436512	0.7821349099816985	0.9265936703613751	0.9316441527385586	0.9174998092039991
ZellerG_2014__CCIS11362406ST-4-0__bin.32	0.507491763064793	0.8047257090636674	0.8924543937042041	0.8160810647328541	0.899158103150681	0.6914396646270987	0.7938065517215919	0.7767664186356648	0.5762600196402841	0.8339720117432768	0.7110123606565012	0.6162085164315569	0.5529313606718363	1.0	0.6837601886103392	0.46346753815457437	0.758542643214191	0.7938661882116266	0.7473145120570783	0.8847709419214422	0.869596579023745	0.5737064419336535	0.7306719555713829	0.8814790076715245	0.8929036552624658	0.87165772971266
CosteaPI_2017__SID713B072-11-90-0__bin.89	0.5436262913713511	0.8392833130669092	0.9142456129011035	0.8639002372527848	0.9152492193050242	0.7063305691354383	0.8424759241229698	0.8088992590395273	0.5914941038845166	0.8686302879063409	0.7387403037135746	0.6395275489669318	0.5745372531887155	0.6947761103586148	1.0	0.4816658596647758	0.7926568791476675	0.8234339498289137	0.8007197802800287	0.9132039167774251	0.8826692352219101	0.6155350653382973	0.7605657131347782	0.914426827628436	0.9148613967038541	0.9095767366459463
BritoIL_2016__W3.22.ST__bin.92	0.5247076478387469	0.8283505923781671	0.9119110857211069	0.8362145777467035	0.9141620801234637	0.6807092337666213	0.8111935812553557	0.7837629975742124	0.5825275086011008	0.8646828357413573	0.7391924557581545	0.6320536486999229	0.5651556298307917	0.6957721379757251	0.7116271534726278	1.0	0.7856209206055516	0.8255735132991989	0.7800403303163755	0.8979907317010781	0.8989584887642126	0.6472589453579636	0.77689490669884	0.8893363403435325	0.903526984221723	0.9046635658650342
XieH_2016__YSZC12003_35992__bin.87	0.5141470850589844	0.8080540132385985	0.8903512797666892	0.8352538412270831	0.898271314696386	0.6796371733518056	0.8025417338375354	0.7694655218840535	0.5769500512434069	0.8412407750457539	0.7138589454862444	0.6068953696345921	0.5591976717592285	0.6772654225920289	0.6965031255689134	0.46724453475499766	1.0	0.8130754107205974	0.754138646758227	0.895661729618385	0.8778287197363437	0.5774505682414611	0.7315246092595138	0.8963747254636375	0.9370991616974169	0.8839140327825956
CosteaPI_2017__SID713A004-11-0-0__bin.11	0.5140482445943368	0.8092994540096967	0.8869223940478369	0.8351622803164405	0.8962390300797023	0.6881448415346749	0.8091222947415732	0.7703200467118027	0.5599266706240326	0.8359772129498086	0.7273077178828449	0.6037058806684292	0.558423971736059	0.67841515745576	0.6925257718198334	0.46995500154589664	0.7782160110236748	1.0	0.7558497747650456	0.9030167068470358	0.8771533951724342	0.5772222688714663	0.7265088023887865	0.8976601871675534	0.8941378726229716	0.8991405591340649
FengQ_2015__SID530041__bin.48	0.5377556491600166	0.8596647626000202	0.9375367507900914	0.8774336514937087	0.940142580916533	0.716478554817195	0.8587776140509643	0.8197171599799352	0.5903911498967873	0.8936345066768322	0.7359736846794359	0.6483074253199648	0.5888997900109125	0.7104596595790175	0.7491615825261434	0.4939754352184475	0.8029866074586353	0.8408591572034788	1.0	0.9257365411789734	0.900078347689877	0.6250682370041917	0.7865362923670127	0.9253834096201892	0.9317041405485202	0.9208682932676602
FengQ_2015__SID31223__bin.13	0.48018603476437427	0.7889487440659463	0.8681805115457535	0.7928880252167165	0.8629140129240657	0.6558298702442412	0.7655514993611078	0.7333447708047051	0.5292162313504136	0.8009830132779904	0.6812746438736971	0.574383996623592	0.5135704351611686	0.6471117753891095	0.6573174338634449	0.43749449588998757	0.7336916335866194	0.7728514031534188	0.7121965262211647	1.0	0.8289455537591618	0.5442281202280405	0.7012452166168458	0.8603389202473153	0.8515738846803794	0.8493269615817275
XieH_2016__YSZC12003_37182R1__bin.100	0.4777566714089763	0.7699843173312105	0.842854973589616	0.7869265357532638	0.8759638524733145	0.6376429229081164	0.7507053854426851	0.7300242581478554	0.526508897373268	0.7885219931755919	0.696955955921201	0.5630199407078827	0.5161601765628392	0.6404711577356886	0.6397918124672406	0.4410356334162575	0.724123491918343	0.7559778409620934	0.697310269617245	0.8347555381907914	1.0	0.5349542801470967	0.6813728463520958	0.8498931411645166	0.8478300063960524	0.8599737213856133
CM_madagascar__A28_02_1FE__bin.95	0.5108034346433632	0.8679542633745134	0.8898939102379834	0.8232423493285266	0.8876050498320893	0.6766741180886934	0.8150791530404845	0.783787915168773	0.5786684162289942	0.8421937617731904	0.7132559783288749	0.61254206220641	0.559177254787905	0.6832126563699513	0.7214029415643928	0.5134480694504097	0.7701974683201834	0.8043795422955565	0.7829924955950935	0.8861325766927185	0.8649700872188385	1.0	0.7655527861667337	0.8716087293239948	0.8872181620802657	0.8773680810840974
BritoIL_2016__M1.16.ST__bin.54	0.5172371124862117	0.8168610338777449	0.9062283524774548	0.8417307653665022	0.915619741800249	0.6731320600668185	0.8116772619446733	0.7826987976271935	0.5646768484274182	0.8545466275076754	0.7194253696537559	0.6221018098518635	0.5527636384018986	0.6802781881810211	0.696882862512387	0.4818131726926319	0.7628060794439621	0.791510628239527	0.7702768873466893	0.8926589582537938	0.8613252434834017	0.5985122897116696	1.0	0.8923136554819591	0.8887707327081573	0.8785057749641213
XieH_2016__YSZC12003_37405__bin.101	0.48303935433835027	0.7933302089856792	0.8662305022043241	0.7982896270275427	0.9000286168125847	0.6402883247552018	0.7812530846020811	0.7271221025477258	0.5312823235192873	0.8100639938287222	0.6938399200388193	0.5776154315125023	0.5136087459615042	0.643667182322275	0.6571390652670696	0.4325812779687869	0.7330947216496556	0.7670313582202831	0.7107798288797554	0.8589551960251662	0.8426203876126528	0.5344471770965963	0.6998465475267194	1.0	0.864101245453452	0.8542359103671662
LiJ_2014__V1.FI14__bin.82	0.4884613586797003	0.798963899450577	0.8789256457625956	0.8089092687709002	0.8838113710814078	0.6500309726855024	0.7758360835365543	0.7384907311448776	0.5507065604401111	0.8208014324498573	0.6953925866845667	0.5842387562413857	0.5243450361376072	0.662030519570484	0.6675559119087133	0.4462382820708367	0.7781799852021731	0.775764073621926	0.7266335196467051	0.8632712798772715	0.8534939336910808	0.5523796329010352	0.7077812397749079	0.8773818542595128	1.0	0.8625166496608164
XieH_2016__YSZC12003_37349__bin.112	0.48785597403356185	0.7855620954565878	0.8616102672009368	0.7974263903851545	0.8669131774545611	0.6500096045893544	0.7698610087719114	0.7343727866885856	0.5402503750413502	0.8057199638009963	0.690925575571305	0.5775123987472421	0.5154297622895659	0.645083311931422	0.6624728728146406	0.445973659466237	0.7326574112332083	0.7786623434105161	0.716855024503262	0.8594018421476282	0.8641183890686743	0.5452371955271617	0.6983133332296514	0.8657614673963072	0.8609221834909508	1.0
