	XieH_2016__YSZC12003_37171__bin.41	XieH_2016__YSZC12003_37101__bin.13	XieH_2016__YSZC12003_35999__bin.100	ZeeviD_2015__PNP_Main_393__bin.2	XieH_2016__YSZC12003_37232__bin.77	XieH_2016__YSZC12003_36694__bin.107	XieH_2016__YSZC12003_36699__bin.8	FengQ_2015__SID31276__bin.38	XieH_2016__YSZC12003_35697__bin.38	ZellerG_2014__CCIS74726977ST-3-0__bin.97	ZeeviD_2015__PNP_Main_127__bin.16	XieH_2016__YSZC12003_37393__bin.13	XieH_2016__YSZC12003_35550__bin.7	ZellerG_2014__CCIS11362406ST-4-0__bin.32	CosteaPI_2017__SID713B072-11-90-0__bin.89	BritoIL_2016__W3.22.ST__bin.92	XieH_2016__YSZC12003_35992__bin.87	CosteaPI_2017__SID713A004-11-0-0__bin.11	FengQ_2015__SID530041__bin.48	FengQ_2015__SID31223__bin.13	XieH_2016__YSZC12003_37182R1__bin.100	CM_madagascar__A28_02_1FE__bin.95	BritoIL_2016__M1.16.ST__bin.54	XieH_2016__YSZC12003_37405__bin.101	LiJ_2014__V1.FI14__bin.82	XieH_2016__YSZC12003_37349__bin.112
ZeeviD_2015__PNP_Main_127__bin.16	0.4499772989208256	0.7020790197125195	0.8060878806172699	0.7589339972359564	0.8184781795231277	0.6139584196057496	0.7206729497931956	0.6888874475505286	0.5204873497612645	0.7854144318992571	1.0	0.5413244458192595	0.4864397223982318	0.6149303251493032	0.6287201081669003	0.42617908407382094	0.6919353792576997	0.7372971246962794	0.6703304379063119	0.8063148914090136	0.8193009065463926	0.5106944534528093	0.6683751515484132	0.8227000813247451	0.8120071246463871	0.8087431584934467
XieH_2016__YSZC12003_37393__bin.13	0.5429399646831231	0.8168792269423102	0.9195512044107634	0.8633775322855228	0.940408674429542	0.7123347937363488	0.860942327688526	0.8237502960504341	0.5992796274791483	0.8805818580293938	0.7321011787361902	1.0	0.578466016783951	0.7210452553995887	0.7375350115484972	0.49293493772988184	0.7967167585125886	0.8285080205207654	0.8000365719282785	0.9196180055343719	0.896348947477448	0.5928073408362016	0.7835312963264105	0.934092257075015	0.9239580542924446	0.916271201765709
XieH_2016__YSZC12003_35550__bin.7	0.5589686840163831	0.816207334647207	0.9176472084674516	0.8586875030864058	0.9246931925483313	0.7047562824259673	0.8428252473239927	0.8172757922523355	0.6048076102913117	0.864570753891116	0.7294961638780522	0.6414434353455951	1.0	0.7158591132400454	0.7335185925091245	0.4871493281736109	0.8133491357315269	0.8470609185443239	0.8038662003762047	0.90980736337884	0.9096337764289871	0.5991241341228547	0.7692894756925895	0.9133337224075313	0.9184709982596412	0.9032192897001584
ZellerG_2014__CCIS11362406ST-4-0__bin.32	0.4990262213127184	0.7685990593337639	0.8789685954243477	0.8033586135254425	0.8856308433110861	0.680983968007579	0.7820507796193147	0.766176113938638	0.5675014071371816	0.8203368382550477	0.7000250473258146	0.6069273746824357	0.5434020175308563	1.0	0.6737247872539214	0.4547532270440691	0.7477149284901687	0.7814464631869625	0.736435112375026	0.8704246742853702	0.8560545520532844	0.5550760024468	0.7189093678702446	0.8684106648219113	0.8803345550294291	0.8578453506540418
CosteaPI_2017__SID713B072-11-90-0__bin.89	0.5353048418382098	0.8035349568403076	0.9013297352014225	0.8518823535522415	0.9028158113889416	0.6963343261668872	0.8311667400567075	0.7974400245620981	0.5825603332504209	0.8558650377347928	0.727253944738742	0.630809042961164	0.56577777187836	0.6845790306858862	1.0	0.4742262448557236	0.7815081335979607	0.8116007435574991	0.7897366672995716	0.8998898283711856	0.8699720848523532	0.596940933809878	0.749537007914005	0.9014232281499188	0.9018878073075705	0.896223981402983
BritoIL_2016__W3.22.ST__bin.92	0.5156550692138145	0.7946436565016648	0.897438214893227	0.8226301675882386	0.8987606741046116	0.6691822665978863	0.7991678141906439	0.7704292663378282	0.5724662457420822	0.8507130280564283	0.7283288498185988	0.6228902256536624	0.5551412626884887	0.6826899383108164	0.7006356501238473	1.0	0.7731500705567373	0.8126396746289909	0.7679582883916047	0.8844114374389822	0.8846706428550112	0.6300465120244881	0.7660185110183618	0.8752991733564117	0.8890924826166104	0.8912326325976391
XieH_2016__YSZC12003_35992__bin.87	0.5063041307612067	0.7732409515198322	0.8776517385485819	0.8238692347363867	0.8852867779839458	0.6701897248474995	0.7921505547016396	0.758305564866648	0.5688570920013124	0.8289144663611501	0.7032862211778023	0.5987658985142201	0.5512512671396645	0.6675978885992168	0.6867067857832888	0.45982755237045764	1.0	0.8017749843937075	0.7442317571189287	0.8824991974993421	0.8651687330530371	0.5599558003429074	0.7207028942255957	0.8841462888971943	0.9327420775563006	0.8709315245078376
CosteaPI_2017__SID713A004-11-0-0__bin.11	0.5061600461681907	0.7739554519672688	0.8742557490609346	0.8236610035562903	0.8829952827097893	0.6777303034083016	0.7984907971827307	0.7592289057915549	0.5517977297403815	0.8235498543168376	0.7172630300641705	0.595962807231787	0.5494859226333343	0.6678016185076588	0.6825737892620127	0.46259245650982656	0.7674000736788408	1.0	0.7456847157176189	0.8899132307880481	0.8647041949858587	0.5599281267276062	0.7158161484798522	0.8855444346993364	0.8820711423083999	0.8866234074473873
FengQ_2015__SID530041__bin.48	0.5308053289388073	0.8228067911410415	0.9256242302244977	0.8669428364239544	0.9284735807378074	0.706673484517557	0.8482409026776982	0.8087949196571708	0.5821254956125833	0.8818531955436308	0.725458571566646	0.6402064577718911	0.5801141576057464	0.7001167925935246	0.7388856701481263	0.48632425144478864	0.7924380170421074	0.8295508479747041	1.0	0.9129757489331809	0.8877273824366185	0.6063069080416262	0.7759542246467469	0.913313761709632	0.9199163499371761	0.9085864424479252
FengQ_2015__SID31223__bin.13	0.4727266156328356	0.7548735259370281	0.8548763506878269	0.7809588533505698	0.8499762388609275	0.6457617106690837	0.7548926345453729	0.7219747334349136	0.5210286080791195	0.7887651352640228	0.6713373367252498	0.5661481864269062	0.5051165375866326	0.6366190723850701	0.6477340513739089	0.4308787633573326	0.7229093936257006	0.7616367270775626	0.7023792709816674	1.0	0.816836927136384	0.5277440376987919	0.6904019121901289	0.8476520505198373	0.8394083476370959	0.8369325366428335
XieH_2016__YSZC12003_37182R1__bin.100	0.47062772925079177	0.737046111396728	0.8311094954815592	0.7753718097649188	0.8630989606101056	0.6281642994858477	0.7412706852058764	0.7196989630363386	0.5186148551559754	0.776367820284731	0.6869305934189682	0.5556906251607903	0.5085597922140506	0.6304972481078519	0.6305884410071879	0.434025911332893	0.7136802316801623	0.7452484525443446	0.6877417082437962	0.8225620435910425	1.0	0.5188173201251435	0.6718402601591191	0.8379945593814278	0.8361163203079475	0.8480968920372285
CM_madagascar__A28_02_1FE__bin.95	0.4955281322182128	0.8414166043836006	0.8625263364367775	0.7980608266005621	0.8602503271974649	0.6558633447528349	0.7905523634309909	0.7590365683326964	0.5606801649007586	0.8164467877156374	0.692332926379725	0.5942291498276929	0.5415975352815251	0.6610261318326779	0.6996107449280166	0.49979404314610076	0.7468631316940205	0.7802795466920083	0.7594910938033703	0.8592925770985449	0.8388781607951491	1.0	0.7427974284139294	0.8455878225050981	0.8603375798547819	0.8516589841491006
BritoIL_2016__M1.16.ST__bin.54	0.5097641894057091	0.7800405479579545	0.8932342866087037	0.8296821839633567	0.9010006906055438	0.6631521225280183	0.8010812788787866	0.7713609159565838	0.5562637288257485	0.8414097871390845	0.7083894296105852	0.6140371657886916	0.5436852953898643	0.6693268552488665	0.686777600690394	0.47506787076686835	0.7515216060121813	0.7798612866414891	0.759913573836097	0.8788558368859506	0.8492750756969246	0.5807220582371898	1.0	0.8794512594297269	0.8757095099450372	0.8658004308617129
XieH_2016__YSZC12003_37405__bin.101	0.47609583729061	0.7595038923012479	0.8547095393522647	0.7868644682871802	0.8876864758602669	0.6306755641452074	0.7762932518238034	0.7169324435854793	0.5239970636661869	0.7984219279436954	0.6838779513680081	0.5741341340511039	0.5062587872277774	0.6341245121662927	0.6477942243806949	0.4257534723806285	0.7230937677559027	0.7566787078472277	0.7015092258115355	0.8462887311968879	0.8308236250451025	0.5184918525031417	0.6897584989859695	1.0	0.8526171941422628	0.8425540297863693
LiJ_2014__V1.FI14__bin.82	0.48104391636237914	0.7645726380011059	0.8672212974165285	0.7978277430197758	0.8712530104144864	0.6407058992964505	0.7658667109113549	0.7277684127456706	0.5433838680104587	0.8087555633975709	0.6853634163524831	0.5766334985911745	0.5169309627051809	0.6527113417299981	0.6580893453540761	0.4391093005226404	0.7745618028250627	0.7652948427004476	0.7174402538791658	0.8509386344983078	0.8417019943377467	0.5356438549644519	0.6973798076619392	0.8657213014170793	1.0	0.8507112347679028
XieH_2016__YSZC12003_37349__bin.112	0.4801046290758031	0.7518796202383199	0.8491844085359369	0.7861257608537113	0.854312880952271	0.6404071168956286	0.7596503004744289	0.7237879827882396	0.5323666254601062	0.7935160405048861	0.6813466264773099	0.5707790982278378	0.5074073031027657	0.6348612546662121	0.6527476481366046	0.43935258762769164	0.7218964881670198	0.7678223979023745	0.707294149691203	0.8468603921446648	0.8521843190051915	0.5292603709599251	0.6882140129487518	0.8539219720638854	0.8491385923328896	1.0
