	FengQ_2015__SID532915__bin.39	LiJ_2014__O2.UC4-1__bin.77	XieH_2016__YSZC12003_37405__bin.120	BritoIL_2016__W3.19.ST__bin.19	XieH_2016__YSZC12003_36034__bin.36	LeChatelierE_2013__MH0035__bin.33	CosteaPI_2017__mickey1-11-7-0__bin.18	QinN_2014__LD-14__bin.48	VogtmannE_2016__MMRS32573774ST-27-0-0__bin.48	KarlssonFH_2013__S54__bin.2	BritoIL_2016__W2.39.ST__bin.88	LiJ_2014__V1.UC40-1__bin.3	BritoIL_2016__W1.33.ST__bin.18	RampelliS_2015__H3__bin.17	ZeeviD_2015__PNP_Main_85__bin.49	LiJ_2014__MH0374__bin.29	QinN_2014__HD-62__bin.20	VogtmannE_2016__MMRS21365932ST-27-0-0__bin.54	BritoIL_2016__W1.27.ST__bin.61	BritoIL_2016__W2.54.ST__bin.69	BritoIL_2016__W1.1.ST__bin.26	ZeeviD_2015__PNP_Main_357__bin.31	CosteaPI_2017__mickey1-11-0-0__bin.22	LiJ_2014__MH0355__bin.90	NielsenHB_2014__MH0035__bin.16	NielsenHB_2014__V1_CD30_0__bin.6	QinJ_2012__CON-110__bin.2	Obregon-TitoAJ_2015__SM25__bin.30	XieH_2016__YSZC12003_36702__bin.37	NielsenHB_2014__V1_UC40_0__bin.55	ZeeviD_2015__PNP_Main_772__bin.19	BritoIL_2016__W1.3.ST__bin.35	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.133	KarlssonFH_2013__S297__bin.5	RaymondF_2016__P13E0__bin.45	CM_madagascar__A10_01_1FE__bin.2	Bengtsson-PalmeJ_2015__TRAVELRES16__bin.48	ZeeviD_2015__PNP_Main_378__bin.15	BritoIL_2016__W2.35.ST__bin.39	LeChatelierE_2013__MH0257__bin.30	CosteaPI_2017__SID713A063-11-90-0__bin.82	LeChatelierE_2013__MH0421__bin.62	VogtmannE_2016__MMRS57276462ST-27-0-0__bin.52	LiJ_2014__O2.UC48-1__bin.1	ZeeviD_2015__PNP_Main_499__bin.37	QinJ_2012__CON-041__bin.36	KarlssonFH_2013__S77__bin.33
BritoIL_2016__W2.39.ST__bin.88	0.7523463678873927	0.7931231790136545	0.8032995008140955	0.871782125864737	0.8120867258237641	0.4536169904060873	0.5371911635256594	0.7990259463253817	0.5286001184231836	0.8107436086987397	1.0	0.7552834467583569	0.8680567511687776	0.8281612169693576	0.7850665198042084	0.7726601842149764	0.8100687293825901	0.7836876407169354	0.8744704036554856	0.5486968085514005	0.8868082806312702	0.809250291332271	0.7694038021096492	0.7994208605656419	0.8141583652083109	0.8220653350614876	0.8118404791694234	0.8577149025716427	0.7989585094822843	0.7315814399503011	0.7909984075709096	0.9340181578808892	0.7850006156166358	0.6854551501568162	0.7339218049368877	0.5468315667775457	0.7647046802701765	0.7749177858032162	0.8823559163313132	0.8056955522847551	0.8276329616984276	0.7845898639359513	0.690945633132334	0.8042313553732604	0.8079965791128684	0.7678384499335082	0.5173821017509568
LiJ_2014__V1.UC40-1__bin.3	0.8047147044011402	0.892669745837498	0.849116137309047	0.8226087271237578	0.8809549844527028	0.5789412282903825	0.5799268915108216	0.8391867354372109	0.5372942620539681	0.8826602588290013	0.5692135793589801	1.0	0.8430631640713435	0.8618727755198219	0.8863403248684371	0.8466866314805431	0.8424440443610053	0.8266903739205833	0.6628974032394438	0.5122122132913605	0.8488597108618546	0.8918315470754294	0.7978493290559656	0.8696206274670457	0.8836197403701473	0.8913279347737364	0.8567088243039909	0.8624275961060143	0.8974594530493186	0.8388968118415115	0.8847852101233773	0.8453217189350525	0.8198996933663325	0.7067390102401168	0.8127944476358714	0.5419403550543732	0.8488928229856663	0.840352205190441	0.828772972498456	0.8920625618927198	0.9020789793457352	0.8410129075678914	0.7384550345059132	0.8558086365659493	0.8798264770702393	0.8403826221413842	0.49846721668727834
BritoIL_2016__W1.33.ST__bin.18	0.7936822511366113	0.8459523343465271	0.8515694653218152	0.8775447719575566	0.8372849117856708	0.5462138195678107	0.5816225379578299	0.8342087671415012	0.5384833857165544	0.8632753609271645	0.6275360927164547	0.8086962302547265	1.0	0.8635689778069958	0.8440905447978106	0.8243328987557292	0.8432828213812181	0.8162589885544816	0.8076262829580331	0.5367353496256847	0.98806068820842	0.8502036851688389	0.8023843906618753	0.8328278444827726	0.8497929908664837	0.8624288579226698	0.8458112505124445	0.86820295389661	0.8413575071742238	0.7744479448665059	0.8381343694254343	0.9006526050649835	0.8199615158756246	0.692702050886206	0.7703771961249959	0.5572264838732314	0.8110481199286456	0.8208973965969988	0.8668508389317516	0.844434021147802	0.8574196431539254	0.8151026181761775	0.7243232961911058	0.8451859758236969	0.8546803269303925	0.8214081791690827	0.49101901677124843
RampelliS_2015__H3__bin.17	0.811906319684751	0.8643756546427489	0.8687300605947833	0.8587903702614369	0.8510783410414859	0.5608318802390178	0.5879554737887797	0.8487197513783137	0.5499494293165905	0.8728121051510067	0.6081357275125526	0.8397760934222097	0.87718676938868	1.0	0.8544926124785037	0.8369804500040516	0.8575996332499992	0.8331580116267553	0.6982524602562448	0.5309681659798857	0.8848200163867022	0.8649665213072146	0.8210563120316209	0.855148755841139	0.8695460193219027	0.8708526787456069	0.8568211898666555	0.8964861628406018	0.8571299411459287	0.8035366464884137	0.8562832198369132	0.878006479650177	0.8218441342509086	0.7078353796702851	0.7898739334387764	0.561092987031696	0.8257697398235878	0.832266647058647	0.8657093251139716	0.8592431804608085	0.8750360147300246	0.8278293321968685	0.7368099802819353	0.8477038358688703	0.8722253651743563	0.8348165649750748	0.49804094874803795
ZeeviD_2015__PNP_Main_85__bin.49	0.8325761035332135	0.9149636103269605	0.8736839901720359	0.8505026791203832	0.8965718423711165	0.573341841184876	0.5962238784793482	0.8640494685564848	0.5557215172404169	0.9208323997180934	0.5957094532516559	0.8924075953508674	0.8859852270410121	0.8829796966790692	1.0	0.8701070485172381	0.8740987867007705	0.8437438216638535	0.6971144117371136	0.5346750515006718	0.895682161966027	0.9265019317113109	0.8185641217284377	0.8967102371007971	0.9105318776947237	0.9197046958843655	0.8791135604350789	0.8775431485304961	0.9026317482937132	0.8521498477657974	0.9178222174324637	0.883744162804924	0.8393675244555505	0.7169734739558176	0.8198143262192498	0.5603017237703222	0.8604477166420244	0.8638975057160513	0.869280944402534	0.9034249012823028	0.9106815145733139	0.8574530407686839	0.7597893919082889	0.8853227155759585	0.9043797086190066	0.8550433442989512	0.5244005027178864
LiJ_2014__MH0374__bin.29	0.850235550205003	0.9184356119400954	0.8898304847245682	0.8721262854971776	0.9066166647115886	0.6073271787743382	0.6242827098903061	0.8809757827885605	0.5773692443136255	0.9171492640031964	0.605498346724617	0.8804036722371044	0.8935862363573253	0.8932111015870563	0.8986055155620876	1.0	0.8839560423722129	0.8738630353727667	0.7058919379654404	0.5520730700076748	0.8932599451750742	0.9186133705718984	0.8388694070588594	0.9005592590828055	0.914500099889141	0.9079166247959679	0.8831088863701968	0.896962849647025	0.9113120548777729	0.8443999425086948	0.9037821351774323	0.885205557439459	0.8498055664875335	0.7413491800082394	0.8210779299446826	0.584721405382163	0.8676635029099968	0.8667098518718104	0.8757315027930925	0.9096862039684214	0.9220063985100303	0.8728681475348601	0.781330459301881	0.8952825501477518	0.9054868564707145	0.8735063170373241	0.5305538662702596
QinN_2014__HD-62__bin.20	0.7564822175705914	0.8091859450500066	0.8137251767501961	0.8077662676458321	0.8147726917579321	0.5239076620549902	0.5690492364384346	0.90108850316356	0.5185612402922553	0.8235271295969331	0.569601732351294	0.7860048258973299	0.8202232902532608	0.8211989592385184	0.8099942128028894	0.793150631293038	1.0	0.7843344058747056	0.6478025355179793	0.5037821542383226	0.8179637328463131	0.8197659903201854	0.8050257011183911	0.8034170686750983	0.8185823270998527	0.8217496590008158	0.8535102709277584	0.8250592460262863	0.8124132683797393	0.7572696499769553	0.8122771201671426	0.8190141216949482	0.7757818553588691	0.6658057118306331	0.7490975241501424	0.5346288847593392	0.7854429900015483	0.7847227336262017	0.8070887596538603	0.8180582103658722	0.8250279930065082	0.7901201660648963	0.6959641574563059	0.8062028981967008	0.8182773407344316	0.81505468739616	0.47095786194858624
VogtmannE_2016__MMRS21365932ST-27-0-0__bin.54	0.811898631302897	0.8515645764167451	0.8414675739079536	0.8281708251973005	0.8523600000614523	0.5472937160379837	0.5985441942139555	0.8410055291737273	0.5587196252636689	0.8622004390769245	0.5891665680868813	0.8246557517079908	0.8488529921909447	0.8529760597070875	0.8359449294911286	0.8383281278085637	0.8385846913018831	1.0	0.6785800977399368	0.5367849828932066	0.8511467005473866	0.8601586852887722	0.8113325016784169	0.8395686967957217	0.8675275882570735	0.8539665945113848	0.8510706532843968	0.8579129865680561	0.8545423260630102	0.7923679274125034	0.8447326132144026	0.8490281313420729	0.797640153569382	0.7257720333501815	0.7884580226789838	0.5738219203547029	0.8226973426474588	0.8340775466999328	0.8364238736171304	0.8660293035453388	0.8727287601530778	0.8366504790977568	0.7495855808244137	0.8412044811041756	0.8628341662685067	0.8203867348992412	0.5059627967571604
BritoIL_2016__W1.27.ST__bin.61	0.7315201224500115	0.7822869990705694	0.7807593734721066	0.8160006033371228	0.7657213670899311	0.4320198038554442	0.5411612611288489	0.7665188176477823	0.5207982047292546	0.7926212898302128	0.7334646848527673	0.7377600338005911	0.9370309728768254	0.7975555419385719	0.7705664898506098	0.7555233413906834	0.7727291620512948	0.7570771058843795	1.0	0.5216792140505561	0.9335930653939453	0.7779205180471931	0.743349043809217	0.7665766660224786	0.790076818356532	0.7957669558942566	0.7777731118183373	0.8034946417407305	0.7684826628421035	0.7079286982358817	0.7693649576828426	0.848619802055717	0.7575583186605573	0.6584220591707457	0.7150294791032388	0.5243809474021152	0.7523026866927741	0.7479164943713531	0.7943306021758701	0.7802460227099863	0.7914784630501005	0.7576148815158159	0.6715853497062803	0.7706269092641815	0.7877166046689209	0.7583296303231754	0.48806159523535075
BritoIL_2016__W2.54.ST__bin.69	0.780392404954091	0.8084611779050073	0.8108347016416825	0.833831483840542	0.8102963885286396	0.4804036198106127	0.6235960581217128	0.8010461448211805	0.5827371726484027	0.821557829838995	0.6176866914160338	0.7651039674711648	0.8358058737092131	0.8139892394889476	0.7932273769025716	0.7930634674611002	0.8065460254836048	0.80378717077926	0.700172823814604	1.0	0.8364051496320665	0.8157105761848208	0.7925274548314465	0.80901214367669	0.8151417816668728	0.8108559811130314	0.8107599359315376	0.8292339677874814	0.8000396833384615	0.7722757244365972	0.8126331045310896	0.83318562312906	0.7808197197436111	0.7095271643954186	0.7673429129295793	0.6222054159130187	0.7877781068747071	0.7865392965696917	0.8524510212708445	0.8126256279600751	0.8148749255937404	0.7952040672546319	0.747080255238632	0.8089684344922977	0.8150785183736733	0.7858278720816212	0.5204055752214934
BritoIL_2016__W1.1.ST__bin.26	0.7882306194240898	0.8427048493449429	0.8527046145311575	0.8757126965281314	0.8376691943392267	0.5442502909489559	0.5784013877494713	0.8318432441872581	0.5350191740131583	0.8589675384617642	0.6368689196070978	0.8088927649469981	0.9815520750934486	0.8653456679057986	0.8477078505586366	0.8186037825565644	0.8354201185516099	0.8130731841189567	0.799362627331444	0.533582040267629	1.0	0.8513481980243355	0.7984263073624395	0.8326471145054748	0.8604534694470576	0.8650084899859258	0.8428237238237664	0.8659305009898869	0.8457621982092514	0.7738075495567156	0.8382683363883585	0.9137855504402025	0.8274316801953651	0.6908474723029803	0.7695853041792451	0.5521822272381056	0.8105716835121098	0.8253943037110851	0.8633780017640386	0.8438469982726511	0.8624864431728626	0.8104333635166887	0.7248492422118872	0.8395499060011066	0.859767006021506	0.8215272141839267	0.4895207010365561
ZeeviD_2015__PNP_Main_357__bin.31	0.8064276488888856	0.8822491232708183	0.8428692323995094	0.821890869832024	0.8884801957788508	0.5675555926423425	0.5833651483811987	0.8420369950545754	0.5417451581435568	0.8923279088984412	0.584861255622402	0.8552390707002978	0.849967618804281	0.8513020046803197	0.8824462904146492	0.8471851251789827	0.8425786508598186	0.8269009091103774	0.6703029358704634	0.5236851646862568	0.856755485418862	1.0	0.8041059503862482	0.8851870614046423	0.883226097545306	0.8980343100368414	0.8574463088759922	0.8709072125513502	0.8955782129567613	0.8208588807552314	0.9536860286771118	0.852766727638329	0.8072957012393469	0.7052377045609117	0.8011237050290914	0.5510869669564112	0.83533774288666	0.8561351842922031	0.8460837214523022	0.8927720888123523	0.9018672540819875	0.8475613673504502	0.7489885030139989	0.862613638797177	0.8961626990778928	0.8407343626885918	0.5110288063412498
CosteaPI_2017__mickey1-11-0-0__bin.22	0.6973350114992193	0.7388737191565233	0.7414842880465548	0.7297225420247924	0.7347587488411904	0.46490003473010333	0.5569084875450192	0.751133172171069	0.4848199367201109	0.7403059940876785	0.5148057575401243	0.7083447277241938	0.742644464923963	0.7481288131329015	0.7217947806397449	0.7162406987587406	0.7660363517530498	0.7220925160729278	0.5929905353631757	0.4710506129726507	0.7438812121079532	0.7444445507920925	1.0	0.7323026878912264	0.7335756692381528	0.7359828482513256	0.7653120103260528	0.7546284015675035	0.7291369842784753	0.6872673835105845	0.7367341943846619	0.7380857970285252	0.697656675153209	0.6182782209436196	0.6885232732712202	0.5099097017313093	0.7030989780598725	0.7092960454171304	0.7292340644886061	0.7410399068029982	0.744215523535798	0.7226004780174854	0.639798920905608	0.7296845987032272	0.7394979038878573	0.7403446210726953	0.43621419996335564
LiJ_2014__MH0355__bin.90	0.8614648026244219	0.9512852559995939	0.909418844619363	0.8890458911213022	0.9403300189611421	0.601650417137069	0.6318444042067466	0.8938353321906687	0.587083860143647	0.9453616114633924	0.6304704667922147	0.9100260363154625	0.9085606373780278	0.9184284089965905	0.9319945300368505	0.9063107644974572	0.9011163946592917	0.88074545573222	0.7207933541720556	0.5667721496036533	0.9143867766783592	0.9659493182288859	0.8631590568262126	1.0	0.9358475985105068	0.9429421117055439	0.9154847178673913	0.9241812179129206	0.9397010698983609	0.8802647790942327	0.9565436891952112	0.9134371079141212	0.8568163815242889	0.7602257608833168	0.8560613203175931	0.5983872150490065	0.8880998485848445	0.9081037326777114	0.907697595166319	0.9594015596002768	0.9562080616684354	0.8952318328002778	0.80716204161459	0.9178695670042282	0.9381772484022437	0.8901579343072575	0.5536838848019959
NielsenHB_2014__MH0035__bin.16	0.8085340983128602	0.8937597990069348	0.8496241048876777	0.8426714584492355	0.8772234634710872	0.6124706587610188	0.5842848472768057	0.8449391755000283	0.5447362784152607	0.8950323683325846	0.5926346424459511	0.8534503660775115	0.8556589543957565	0.8619559784726788	0.8734645123478644	0.8494493218417819	0.8474051039624432	0.8399749651177666	0.685667195230431	0.5270787282339326	0.8721380205931616	0.8895698403301094	0.7980571562872808	0.8637618220277213	1.0	0.9084240965575922	0.8547277698278349	0.8721923149010357	0.8923741785196843	0.8136522665270386	0.8833955362641351	0.8668071376933398	0.8167864612308892	0.7079862464336821	0.8130840356884667	0.5529038529620892	0.860886454983325	0.8843475460460356	0.8551227051357952	0.902359124865008	0.9457373018257763	0.8555957349961771	0.7619704073709357	0.8706188956091524	0.9194700131793854	0.8337039725583181	0.5061374880626899
NielsenHB_2014__V1_CD30_0__bin.6	0.8247972129389295	0.909286638581651	0.8614767540113685	0.8588822780719946	0.9014891783691779	0.5926225255579204	0.5970013911033103	0.8610057206658485	0.5556581648055413	0.9185995973840583	0.6102574527184161	0.8779686099130902	0.8856037494557707	0.8803711833783634	0.8997609183405669	0.8600591029279918	0.8675546770349627	0.8432426056866847	0.704301421898727	0.5347055245157307	0.8941426510454513	0.9224220974561166	0.8165548879001319	0.8875698016805499	0.926439913287388	1.0	0.8690424900900956	0.8855009716484954	0.90960672887442	0.8298272574329972	0.9047348332572297	0.8806415914100508	0.8366743073685999	0.7246779755123341	0.8246307204762215	0.5610246075101375	0.8753991647312076	0.8891812515075342	0.8784514001295531	0.913258564690855	0.9342434415622833	0.8791295061052293	0.7721218800677803	0.9190895934246476	0.9151491453892586	0.8573834666537214	0.5196783471811575
QinJ_2012__CON-110__bin.2	0.8026931168405749	0.8662443263570283	0.8666936566400424	0.8463037872285406	0.8676009871695849	0.5581575498230762	0.6051265117306491	0.8856906775651877	0.5460474955679524	0.8719902504375504	0.5990138104979688	0.8387530029172543	0.8632746753758335	0.860935670001587	0.8548365391465815	0.831487950447012	0.8956234401133579	0.8352887870607957	0.6842029872170812	0.5314012885073602	0.8659295689859573	0.8753930226395364	0.8439478188822005	0.8565011721413717	0.8663947313762587	0.863774517620193	1.0	0.8782171690156614	0.8636286360601877	0.7984927079952518	0.8611938841323459	0.8714760839056451	0.8185568883425556	0.7092742599714946	0.7908850034887179	0.5646698232872959	0.8237912845757203	0.8398062150068022	0.8613288339992242	0.8715047324807367	0.8846981552202415	0.8290814701393263	0.7348412284659781	0.8532895160916407	0.8656596692522006	0.864054595137206	0.5001890429001103
