	FengQ_2015__SID532915__bin.39	LiJ_2014__O2.UC4-1__bin.77	XieH_2016__YSZC12003_37405__bin.120	BritoIL_2016__W3.19.ST__bin.19	XieH_2016__YSZC12003_36034__bin.36	LeChatelierE_2013__MH0035__bin.33	CosteaPI_2017__mickey1-11-7-0__bin.18	QinN_2014__LD-14__bin.48	VogtmannE_2016__MMRS32573774ST-27-0-0__bin.48	KarlssonFH_2013__S54__bin.2	BritoIL_2016__W2.39.ST__bin.88	LiJ_2014__V1.UC40-1__bin.3	BritoIL_2016__W1.33.ST__bin.18	RampelliS_2015__H3__bin.17	ZeeviD_2015__PNP_Main_85__bin.49	LiJ_2014__MH0374__bin.29	QinN_2014__HD-62__bin.20	VogtmannE_2016__MMRS21365932ST-27-0-0__bin.54	BritoIL_2016__W1.27.ST__bin.61	BritoIL_2016__W2.54.ST__bin.69	BritoIL_2016__W1.1.ST__bin.26	ZeeviD_2015__PNP_Main_357__bin.31	CosteaPI_2017__mickey1-11-0-0__bin.22	LiJ_2014__MH0355__bin.90	NielsenHB_2014__MH0035__bin.16	NielsenHB_2014__V1_CD30_0__bin.6	QinJ_2012__CON-110__bin.2	Obregon-TitoAJ_2015__SM25__bin.30	XieH_2016__YSZC12003_36702__bin.37	NielsenHB_2014__V1_UC40_0__bin.55	ZeeviD_2015__PNP_Main_772__bin.19	BritoIL_2016__W1.3.ST__bin.35	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.133	KarlssonFH_2013__S297__bin.5	RaymondF_2016__P13E0__bin.45	CM_madagascar__A10_01_1FE__bin.2	Bengtsson-PalmeJ_2015__TRAVELRES16__bin.48	ZeeviD_2015__PNP_Main_378__bin.15	BritoIL_2016__W2.35.ST__bin.39	LeChatelierE_2013__MH0257__bin.30	CosteaPI_2017__SID713A063-11-90-0__bin.82	LeChatelierE_2013__MH0421__bin.62	VogtmannE_2016__MMRS57276462ST-27-0-0__bin.52	LiJ_2014__O2.UC48-1__bin.1	ZeeviD_2015__PNP_Main_499__bin.37	QinJ_2012__CON-041__bin.36	KarlssonFH_2013__S77__bin.33
LiJ_2014__V1.UC40-1__bin.3	2090034.0	2318474.0	2205355.0	2136509.0	2288048.0	1503647.0	1506207.0	2179566.0	1395480.0	2292477.0	1478382.0	2597236.0	2189634.0	2238487.0	2302035.0	2199045.0	2188026.0	2147110.0	1721701.0	1330336.0	2204689.0	2316297.0	2072203.0	2258610.0	2294969.0	2314989.0	2225075.0	2239928.0	2330914.0	2178813.0	2297996.0	2195500.0	2129473.0	1835568.0	2111019.0	1407547.0	2204775.0	2182593.0	2152519.0	2316897.0	2342912.0	2184309.0	1917942.0	2222737.0	2285117.0	2182672.0	1294637.0
BritoIL_2016__W1.33.ST__bin.18	2148982.0	2290509.0	2305718.0	2376049.0	2267041.0	1478934.0	1574807.0	2258712.0	1458003.0	2337413.0	1699123.0	2189634.0	2707610.0	2338208.0	2285468.0	2231972.0	2283281.0	2210111.0	2186737.0	1453270.0	2675283.0	2302020.0	2172544.0	2254973.0	2300908.0	2335121.0	2290127.0	2350755.0	2278068.0	2096903.0	2269341.0	2438616.0	2220136.0	1875567.0	2085881.0	1508752.0	2196002.0	2222670.0	2347094.0	2286398.0	2321558.0	2206980.0	1961185.0	2288434.0	2314141.0	2224053.0	1329488.0
RampelliS_2015__H3__bin.17	2164198.0	2304059.0	2315666.0	2289171.0	2268614.0	1494940.0	1567240.0	2262327.0	1465932.0	2326547.0	1621032.0	2238487.0	2338208.0	2665576.0	2277715.0	2231035.0	2285997.0	2220846.0	1861245.0	1415336.0	2358555.0	2305634.0	2188588.0	2279464.0	2317841.0	2321324.0	2283922.0	2389652.0	2284745.0	2141888.0	2282488.0	2340393.0	2190688.0	1886789.0	2105469.0	1495636.0	2201152.0	2218470.0	2307614.0	2290378.0	2332475.0	2206642.0	1964023.0	2259619.0	2324983.0	2225267.0	1327566.0
ZeeviD_2015__PNP_Main_85__bin.49	2147695.0	2360220.0	2253736.0	2193938.0	2312777.0	1478980.0	1538006.0	2228883.0	1433527.0	2375359.0	1536679.0	2302035.0	2285468.0	2277715.0	2579578.0	2244509.0	2254806.0	2176503.0	1798261.0	1379236.0	2310482.0	2389984.0	2111550.0	2313134.0	2348788.0	2372450.0	2267742.0	2263691.0	2328409.0	2198187.0	2367594.0	2279687.0	2165214.0	1849489.0	2114775.0	1445342.0	2219592.0	2228491.0	2242378.0	2330455.0	2349174.0	2211867.0	1959936.0	2283759.0	2332918.0	2205651.0	1352732.0
LiJ_2014__MH0374__bin.29	2123692.0	2294040.0	2222591.0	2178370.0	2264519.0	1516963.0	1559314.0	2200474.0	1442135.0	2290827.0	1512395.0	2199045.0	2231972.0	2231035.0	2244509.0	2497769.0	2207918.0	2182708.0	1763155.0	1378951.0	2231157.0	2294484.0	2095302.0	2249389.0	2284210.0	2267766.0	2205802.0	2240406.0	2276247.0	2109116.0	2257439.0	2211039.0	2122618.0	1851719.0	2050863.0	1460499.0	2167223.0	2164841.0	2187375.0	2272186.0	2302959.0	2180223.0	1951583.0	2236209.0	2261697.0	2181817.0	1325201.0
QinN_2014__HD-62__bin.20	2105843.0	2252556.0	2265192.0	2248604.0	2268108.0	1458418.0	1584080.0	2508388.0	1443535.0	2292478.0	1585618.0	2188026.0	2283281.0	2285997.0	2254806.0	2207918.0	2783731.0	2183376.0	1803308.0	1402394.0	2276991.0	2282008.0	2240975.0	2236497.0	2278713.0	2287530.0	2375943.0	2296743.0	2261540.0	2108035.0	2261161.0	2279915.0	2159568.0	1853424.0	2085286.0	1488263.0	2186462.0	2184457.0	2246718.0	2277254.0	2296656.0	2199482.0	1937377.0	2244252.0	2277864.0	2268893.0	1311020.0
VogtmannE_2016__MMRS21365932ST-27-0-0__bin.54	2113895.0	2217171.0	2190882.0	2156262.0	2219242.0	1424958.0	1558396.0	2189679.0	1454707.0	2244863.0	1533980.0	2147110.0	2210111.0	2220846.0	2176503.0	2182708.0	2183376.0	2603644.0	1766781.0	1397597.0	2216083.0	2239547.0	2112421.0	2185938.0	2258733.0	2223425.0	2215885.0	2233700.0	2224924.0	2063044.0	2199383.0	2210567.0	2076771.0	1889652.0	2052864.0	1494028.0	2142011.0	2171641.0	2177750.0	2254832.0	2272275.0	2178340.0	1951654.0	2190197.0	2246513.0	2135995.0	1317347.0
BritoIL_2016__W1.27.ST__bin.61	1707139.0	1825613.0	1822048.0	1904290.0	1786954.0	1008199.0	1262901.0	1788815.0	1215380.0	1849730.0	1711677.0	1721701.0	2186737.0	1861245.0	1798261.0	1763155.0	1803308.0	1766781.0	2333687.0	1217436.0	2178714.0	1815423.0	1734744.0	1788950.0	1843792.0	1857071.0	1815079.0	1875105.0	1793398.0	1652084.0	1795457.0	1980413.0	1767904.0	1536551.0	1668655.0	1223741.0	1755639.0	1745403.0	1853719.0	1820850.0	1847063.0	1768036.0	1567270.0	1798402.0	1838284.0	1769704.0	1138983.0
BritoIL_2016__W2.54.ST__bin.69	1356919.0	1405724.0	1409851.0	1449837.0	1408915.0	835309.0	1084287.0	1392831.0	1013243.0	1428496.0	1074012.0	1330336.0	1453270.0	1415336.0	1379236.0	1378951.0	1402394.0	1397597.0	1217436.0	1738765.0	1454312.0	1418329.0	1378019.0	1406682.0	1417340.0	1409888.0	1409721.0	1441843.0	1391081.0	1342806.0	1412978.0	1448714.0	1357662.0	1233701.0	1334229.0	1081869.0	1369761.0	1367607.0	1482212.0	1412965.0	1416876.0	1382673.0	1298997.0	1406606.0	1417230.0	1366370.0	904863.0
BritoIL_2016__W1.1.ST__bin.26	2148373.0	2296846.0	2324101.0	2386811.0	2283121.0	1483389.0	1576470.0	2267242.0	1458229.0	2341171.0	1735827.0	2204689.0	2675283.0	2358555.0	2310482.0	2231157.0	2276991.0	2216083.0	2178714.0	1454312.0	2725564.0	2320404.0	2176162.0	2269433.0	2345221.0	2357636.0	2297170.0	2360149.0	2305179.0	2109062.0	2284754.0	2490581.0	2255218.0	1882949.0	2097554.0	1505008.0	2209265.0	2249665.0	2353192.0	2299959.0	2350762.0	2208888.0	1975623.0	2288247.0	2343350.0	2239125.0	1334220.0
ZeeviD_2015__PNP_Main_357__bin.31	2184098.0	2389450.0	2282795.0	2225978.0	2406326.0	1537146.0	1579964.0	2280541.0	1467242.0	2416747.0	1584016.0	2316297.0	2302020.0	2305634.0	2389984.0	2294484.0	2282008.0	2239547.0	1815423.0	1418329.0	2320404.0	2708362.0	2177810.0	2397407.0	2392096.0	2432202.0	2322275.0	2358732.0	2425550.0	2223183.0	2582927.0	2309601.0	2186449.0	1910039.0	2169733.0	1492543.0	2262397.0	2318724.0	2291501.0	2417950.0	2442583.0	2295503.0	2028532.0	2336270.0	2427133.0	2277013.0	1384051.0
CosteaPI_2017__mickey1-11-0-0__bin.22	2039995.0	2161513.0	2169150.0	2134742.0	2149475.0	1360026.0	1629189.0	2197377.0	1418300.0	2165703.0	1506021.0	2072203.0	2172544.0	2188588.0	2111550.0	2095302.0	2240975.0	2112421.0	1734744.0	1378019.0	2176162.0	2177810.0	2925416.0	2142290.0	2146014.0	2153056.0	2238856.0	2207602.0	2133029.0	2010543.0	2155254.0	2159208.0	2040936.0	1808721.0	2014217.0	1491698.0	2056857.0	2074986.0	2133313.0	2167850.0	2177140.0	2113907.0	1871678.0	2134631.0	2163339.0	2165816.0	1276108.0
LiJ_2014__MH0355__bin.90	2138085.0	2361012.0	2257103.0	2206539.0	2333822.0	1493247.0	1568186.0	2218426.0	1457094.0	2346310.0	1564776.0	2258610.0	2254973.0	2279464.0	2313134.0	2249389.0	2236497.0	2185938.0	1788950.0	1406682.0	2269433.0	2397407.0	2142290.0	2481918.0	2322697.0	2340305.0	2272158.0	2293742.0	2332261.0	2184745.0	2374063.0	2267076.0	2126548.0	1886818.0	2124674.0	1485148.0	2204191.0	2253839.0	2252831.0	2381156.0	2373230.0	2221892.0	2003310.0	2278077.0	2328479.0	2209299.0	1374198.0
NielsenHB_2014__MH0035__bin.16	2174187.0	2403363.0	2284680.0	2265984.0	2358896.0	1646963.0	1571170.0	2272082.0	1464822.0	2406785.0	1593623.0	2294969.0	2300908.0	2317841.0	2348788.0	2284210.0	2278713.0	2258733.0	1843792.0	1417340.0	2345221.0	2392096.0	2146014.0	2322697.0	2689048.0	2442796.0	2298404.0	2345367.0	2399637.0	2187950.0	2375493.0	2330886.0	2196378.0	1903809.0	2186422.0	1486785.0	2314965.0	2378053.0	2299466.0	2426487.0	2543133.0	2300738.0	2048975.0	2341136.0	2472499.0	2241870.0	1361028.0
NielsenHB_2014__V1_CD30_0__bin.6	2174789.0	2397567.0	2271504.0	2264663.0	2377007.0	1562601.0	1574147.0	2270262.0	1465135.0	2422123.0	1609100.0	2314989.0	2335121.0	2321324.0	2372450.0	2267766.0	2287530.0	2223425.0	1857071.0	1409888.0	2357636.0	2432202.0	2153056.0	2340305.0	2442796.0	2636756.0	2291453.0	2334850.0	2398411.0	2188052.0	2385565.0	2322037.0	2206106.0	1910799.0	2174350.0	1479285.0	2308214.0	2344554.0	2316262.0	2408040.0	2463372.0	2318050.0	2035897.0	2423415.0	2413025.0	2260711.0	1370265.0
QinJ_2012__CON-110__bin.2	2129414.0	2298005.0	2299197.0	2245106.0	2301604.0	1480701.0	1605302.0	2349593.0	1448575.0	2313248.0	1589086.0	2225075.0	2290127.0	2283922.0	2267742.0	2205802.0	2375943.0	2215885.0	1815079.0	1409721.0	2297170.0	2322275.0	2238856.0	2272158.0	2298404.0	2291453.0	2652837.0	2329767.0	2291066.0	2118271.0	2284607.0	2311884.0	2171498.0	1881589.0	2098089.0	1497977.0	2185384.0	2227869.0	2284965.0	2311960.0	2346960.0	2199418.0	1949414.0	2263638.0	2296454.0	2292196.0	1326920.0
Obregon-TitoAJ_2015__SM25__bin.30	2170298.0	2317015.0	2296166.0	2320834.0	2312423.0	1519140.0	1593396.0	2264101.0	1469990.0	2330855.0	1678880.0	2239928.0	2350755.0	2389652.0	2263691.0	2240406.0	2296743.0	2233700.0	1875105.0	1441843.0	2360149.0	2358732.0	2207602.0	2293742.0	2345367.0	2334850.0	2329767.0	3075761.0	2314841.0	2136093.0	2330956.0	2395265.0	2187266.0	1904116.0	2122259.0	1528915.0	2229010.0	2264150.0	2371729.0	2349918.0	2378671.0	2235585.0	1977558.0	2296432.0	2332235.0	2249989.0	1341909.0
XieH_2016__YSZC12003_36702__bin.37	2148123.0	2400089.0	2276560.0	2219391.0	2461315.0	1575210.0	1543836.0	2248392.0	1428611.0	2374283.0	1563871.0	2330914.0	2278068.0	2284745.0	2328409.0	2276247.0	2261540.0	2224924.0	1793398.0	1391081.0	2305179.0	2425550.0	2133029.0	2332261.0	2399637.0	2398411.0	2291066.0	2314841.0	2654019.0	2182852.0	2386084.0	2279273.0	2181072.0	1896506.0	2136661.0	1459167.0	2241337.0	2290524.0	2255562.0	2417555.0	2447710.0	2248737.0	1989231.0	2323752.0	2383053.0	2242927.0	1358178.0
NielsenHB_2014__V1_UC40_0__bin.55	2062197.0	2200932.0	2122387.0	2062966.0	2191000.0	1425618.0	1504700.0	2091103.0	1400536.0	2211192.0	1431988.0	2178813.0	2096903.0	2141888.0	2198187.0	2109116.0	2108035.0	2063044.0	1652084.0	1342806.0	2109062.0	2223183.0	2010543.0	2184745.0	2187950.0	2188052.0	2118271.0	2136093.0	2182852.0	2346689.0	2200989.0	2100970.0	1999962.0	1762427.0	2040158.0	1403657.0	2104064.0	2097549.0	2113194.0	2193527.0	2187089.0	2101459.0	1887648.0	2151987.0	2181731.0	2058366.0	1303196.0
ZeeviD_2015__PNP_Main_772__bin.19	2172838.0	2363397.0	2256439.0	2203154.0	2369816.0	1511715.0	1572784.0	2250859.0	1453377.0	2395360.0	1548290.0	2297996.0	2269341.0	2282488.0	2367594.0	2257439.0	2261161.0	2199383.0	1795457.0	1412978.0	2284754.0	2582927.0	2155254.0	2374063.0	2375493.0	2385565.0	2284607.0	2330956.0	2386084.0	2200989.0	2603495.0	2244793.0	2157819.0	1900461.0	2157578.0	1476805.0	2233858.0	2307722.0	2249266.0	2371975.0	2398789.0	2275453.0	2012452.0	2310159.0	2385188.0	2229024.0	1376123.0
BritoIL_2016__W1.3.ST__bin.35	2138122.0	2271634.0	2278745.0	2405920.0	2264477.0	1483153.0	1564013.0	2271007.0	1453559.0	2316686.0	1828235.0	2195500.0	2438616.0	2340393.0	2279687.0	2211039.0	2279915.0	2210567.0	1980413.0	1448714.0	2490581.0	2309601.0	2159208.0	2267076.0	2330886.0	2322037.0	2311884.0	2395265.0	2279273.0	2100970.0	2244793.0	2693758.0	2220288.0	1872196.0	2097831.0	1516724.0	2193002.0	2239429.0	2417184.0	2284677.0	2348663.0	2210688.0	1964097.0	2295362.0	2303348.0	2200451.0	1326624.0
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.133	2032991.0	2179908.0	2171104.0	2202033.0	2170518.0	1400591.0	1490067.0	2158899.0	1358562.0	2200895.0	1536550.0	2129473.0	2220136.0	2190688.0	2165214.0	2122618.0	2159568.0	2076771.0	1767904.0	1357662.0	2255218.0	2186449.0	2040936.0	2126548.0	2196378.0	2206106.0	2171498.0	2187266.0	2181072.0	1999962.0	2157819.0	2220288.0	2522525.0	1755161.0	1999220.0	1428265.0	2128809.0	2167621.0	2190289.0	2160291.0	2208209.0	2103137.0	1890877.0	2160371.0	2192097.0	2157881.0	1268787.0
KarlssonFH_2013__S297__bin.5	1796850.0	1888463.0	1857328.0	1839283.0	1903902.0	1165408.0	1377227.0	1840779.0	1268069.0	1894294.0	1341701.0	1835568.0	1875567.0	1886789.0	1849489.0	1851719.0	1853424.0	1889652.0	1536551.0	1233701.0	1882949.0	1910039.0	1808721.0	1886818.0	1903809.0	1910799.0	1881589.0	1904116.0	1896506.0	1762427.0	1900461.0	1872196.0	1755161.0	2471962.0	1764014.0	1317007.0	1813429.0	1837953.0	1862004.0	1917930.0	1929344.0	1859721.0	1691883.0	1878975.0	1896569.0	1823712.0	1166561.0
RaymondF_2016__P13E0__bin.45	1978991.0	2155865.0	2095709.0	2056314.0	2126005.0	1364830.0	1504318.0	2070712.0	1439153.0	2146622.0	1436569.0	2111019.0	2085881.0	2105469.0	2114775.0	2050863.0	2085286.0	2052864.0	1668655.0	1334229.0	2097554.0	2169733.0	2014217.0	2124674.0	2186422.0	2174350.0	2098089.0	2122259.0	2136661.0	2040158.0	2157578.0	2097831.0	1999220.0	1764014.0	2731613.0	1405078.0	2098295.0	2096653.0	2067886.0	2179470.0	2209015.0	2191349.0	1909710.0	2140257.0	2156207.0	2037305.0	1277032.0
CM_madagascar__A10_01_1FE__bin.2	1426231.0	1473844.0	1489110.0	1503688.0	1467979.0	898996.0	1216367.0	1477433.0	1091699.0	1487566.0	1070361.0	1407547.0	1508752.0	1495636.0	1445342.0	1460499.0	1488263.0	1494028.0	1223741.0	1081869.0	1505008.0	1492543.0	1491698.0	1485148.0	1486785.0	1479285.0	1497977.0	1528915.0	1459167.0	1403657.0	1476805.0	1516724.0	1428265.0	1317007.0	1405078.0	1604461.0	1436912.0	1447378.0	1518466.0	1491319.0	1494501.0	1467219.0	1402995.0	1482935.0	1488207.0	1454000.0	924478.0
Bengtsson-PalmeJ_2015__TRAVELRES16__bin.48	2082129.0	2231651.0	2173269.0	2170687.0	2228183.0	1469507.0	1513040.0	2158352.0	1428380.0	2268596.0	1496823.0	2204775.0	2196002.0	2201152.0	2219592.0	2167223.0	2186462.0	2142011.0	1755639.0	1369761.0	2209265.0	2262397.0	2056857.0	2204191.0	2314965.0	2308214.0	2185384.0	2229010.0	2241337.0	2104064.0	2233858.0	2193002.0	2128809.0	1813429.0	2098295.0	1436912.0	2371491.0	2197123.0	2171577.0	2265437.0	2307711.0	2201891.0	1946481.0	2247928.0	2275826.0	2187407.0	1318978.0
ZeeviD_2015__PNP_Main_378__bin.15	2100637.0	2258489.0	2195981.0	2174811.0	2275134.0	1473176.0	1514849.0	2175684.0	1406479.0	2323269.0	1516814.0	2182593.0	2222670.0	2218470.0	2228491.0	2164841.0	2184457.0	2171641.0	1745403.0	1367607.0	2249665.0	2318724.0	2074986.0	2253839.0	2378053.0	2344554.0	2227869.0	2264150.0	2290524.0	2097549.0	2307722.0	2239429.0	2167621.0	1837953.0	2096653.0	1447378.0	2197123.0	2444085.0	2229412.0	2298535.0	2391212.0	2222378.0	1991850.0	2281282.0	2361635.0	2159727.0	1317556.0
BritoIL_2016__W2.35.ST__bin.39	2118409.0	2286222.0	2247957.0	2331620.0	2245860.0	1468807.0	1569850.0	2257583.0	1445947.0	2291360.0	1727112.0	2152519.0	2347094.0	2307614.0	2242378.0	2187375.0	2246718.0	2177750.0	1853719.0	1482212.0	2353192.0	2291501.0	2133313.0	2252831.0	2299466.0	2316262.0	2284965.0	2371729.0	2255562.0	2113194.0	2249266.0	2417184.0	2190289.0	1862004.0	2067886.0	1518466.0	2171577.0	2229412.0	2684511.0	2246963.0	2300834.0	2164936.0	1957425.0	2252762.0	2277008.0	2176838.0	1328308.0
