	NielsenHB_2014__O2_UC26_0__bin.16	LiJ_2017__H3M518116__bin.17	QinN_2014__LD-51__bin.51	QinJ_2012__DLF008__bin.8	NielsenHB_2014__O2_UC26_2__bin.20	HeQ_2017__SZAXPI029473-40__bin.22	ZellerG_2014__CCIS29210128ST-4-0__bin.40	QinN_2014__LD-69__bin.31	CosteaPI_2017__donald4-11-30-0__bin.24	QinJ_2012__DOF006__bin.1	QinN_2014__LD-94__bin.44	HeQ_2017__SZAXPI029574-89__bin.17	HeQ_2017__SZAXPI029471-33__bin.12	HeQ_2017__SZAXPI029541-107__bin.12	CosteaPI_2017__donald4-11-7-0__bin.5	CosteaPI_2017__donald5-11-0-0__bin.9	LiJ_2014__O2.UC26-1__bin.16	FengQ_2015__SID531403__bin.8	LiJ_2014__V1.FI18__bin.6	HeQ_2017__SZAXPI029495-96__bin.3	HeQ_2017__SZAXPI029483-78__bin.27	QinN_2014__LD-89__bin.13	YuJ_2015__SZAXPI015232-18__bin.37	HeQ_2017__SZAXPI029546-133__bin.22	LoombaR_2017__SID1052_baz__bin.25	HeQ_2017__SZAXPI029496-97__bin.11	YuJ_2015__SZAXPI003428-6__bin.14	QinJ_2012__T2D-020__bin.28	QinN_2014__HD-10__bin.29
QinN_2014__LD-94__bin.44	0.8433497786067091	0.9076526612958657	0.8490629470646914	0.9094910465084393	0.677021146415879	0.916494503541616	0.5702915240184921	0.6226516694510735	0.808917628447462	0.9004960648513355	1.0	0.8734416729376662	0.9027810473239957	0.8862480452466417	0.8995366286322977	0.329317400661491	0.8559734520365583	0.6265025914393645	0.9008963641498501	0.8675874737659723	0.5412302935397605	0.8476497908222482	0.6146909130278546	0.49670198251432834	0.3401098116420854	0.8780141308501481	0.8693945188199433	0.7906388370806785	0.7984539329940287
HeQ_2017__SZAXPI029574-89__bin.17	0.8519143460924369	0.8547871567194034	0.8211988495542263	0.8904154147239278	0.6918463837726596	0.8705682428430523	0.5166490864071757	0.6214788922754583	0.7863238596158213	0.8786757859757585	0.7366096689825354	1.0	0.8383936648593839	0.8362464904556011	0.8714653767001092	0.297813600393093	0.8682291472693131	0.5509876581772835	0.854785955334928	0.8853951293470596	0.5206262697132175	0.7901989252414482	0.6192118797702473	0.45720548359929986	0.31325379367182743	0.8133841438874159	0.873551881187881	0.7353797516257735	0.7616792591782771
HeQ_2017__SZAXPI029471-33__bin.12	0.7812598699463075	0.8140157717542017	0.7669984275285543	0.8236866391446831	0.6580230203547692	0.8603445997253775	0.4846322836003772	0.6068163389191162	0.743614634736387	0.8322657924740889	0.7097731788339071	0.7815947481245702	1.0	0.7897740636290939	0.8184590675826724	0.2533025820339537	0.7937984817362593	0.5328474613098104	0.8242947958363106	0.7979217393057382	0.4567074755113332	0.739592456617036	0.585281656067791	0.4093894129215937	0.27574389995318427	0.8301532039665704	0.7880120332145393	0.7562826058226243	0.6993524755225332
HeQ_2017__SZAXPI029541-107__bin.12	0.8434587488931977	0.8834379359402387	0.8171407514361153	0.8916014571525778	0.6832020844916147	0.8907765610252562	0.531752507804089	0.6177786629122214	0.7964808529745588	0.8926519396276842	0.7648099435019914	0.8557147875539033	0.8668899172430029	1.0	0.8862205773473811	0.30693327653720653	0.8535640337912367	0.5895613144615294	0.8848040548992345	0.8615179502499122	0.5101420118306824	0.8085866031828574	0.6135054305149484	0.45631477347780697	0.31051899304892855	0.8502850409512982	0.8582358840264889	0.7764777365637052	0.7675544749539223
CosteaPI_2017__donald4-11-7-0__bin.5	0.8234106977129575	0.867709978620171	0.7914407286745739	0.9064542885379517	0.6716649459397391	0.8774526092881408	0.5166191830135725	0.6237898406103214	0.8843304518205539	0.8634440476084667	0.7241698149614076	0.8318943927621093	0.8380720939187188	0.8267327853957734	1.0	0.3162743877561845	0.8389124355945912	0.5485217756296327	0.8423569476703097	0.8358532593129268	0.4901098579733688	0.7751789274074957	0.6352383849498848	0.4448059516030858	0.3004265931011704	0.8229101052305033	0.8567565793076399	0.7398874441026564	0.7643250158334592
CosteaPI_2017__donald5-11-0-0__bin.9	0.8548002995617359	0.8664273717889065	0.8416045164692484	0.92516097011916	0.3829249810558222	0.8992435623030802	0.7426206334224043	0.20708844604565216	0.6948006540726659	0.8993915706163615	0.8195317796891826	0.878804234633059	0.8017769860367008	0.8851092115233777	0.9776729016276483	1.0	0.8553949916468362	0.8899323327262334	0.8932585315271001	0.868199926438982	0.6781067343782543	0.8492406819017739	0.09981875628702977	0.7612519553493484	0.42750473050522236	0.7337463385668009	0.8787218108418305	0.513452360378086	0.8414963906355938
LiJ_2014__O2.UC26-1__bin.16	0.9551122911898711	0.8368514752648578	0.8130554170745719	0.8704185737252821	0.7867652183351657	0.8692723367190575	0.5043997410364415	0.627483946009123	0.7783595791456634	0.8639222421285547	0.7127983812108474	0.8573087659994965	0.8407744825399782	0.8236529935766242	0.8677636930836978	0.28623450911844145	1.0	0.5453602906133421	0.8508281525298919	0.9151701576231582	0.5224414818575742	0.7694008398224979	0.6066799667724724	0.441600484948707	0.31461195651239077	0.8133448678683818	0.8538374324528315	0.7234772174644407	0.7496363329550109
FengQ_2015__SID531403__bin.8	0.8126728965171003	0.8370245248849129	0.786712773881598	0.8426400752580349	0.5626384446081987	0.8802238953122805	0.6207644645951801	0.4840415656188117	0.7207060182056737	0.8510126645660234	0.7795020225818415	0.8128917935331441	0.8432573293943687	0.8500121190959288	0.8477478200028448	0.44493875979331515	0.8148383817750067	1.0	0.8586935570277685	0.8185897626208087	0.5746498644743879	0.7672234065604411	0.43809534781805315	0.5887665064523662	0.3512481782583862	0.8151459010647523	0.7955559474629437	0.7042054370651138	0.7556324993829674
LiJ_2014__V1.FI18__bin.6	0.8473728965189974	0.8593437612014608	0.8106539468936311	0.8903227756105413	0.6839864065504199	0.9034820797570939	0.5271333415913719	0.6201026988825916	0.7900372748712076	0.8967799035245667	0.7568749667135221	0.8515363242991588	0.8808353065856661	0.8613867281351972	0.8790708988515941	0.3015611283353051	0.8583901971098061	0.5798199268864382	1.0	0.8636983805268269	0.5077897838488324	0.806003414519427	0.6032658747327357	0.4544195167371891	0.30780791562917575	0.8454271709814918	0.8511832632297668	0.7621182227982902	0.7591420376650336
HeQ_2017__SZAXPI029495-96__bin.3	0.878727312325064	0.8242829421410274	0.7995501931858906	0.8699564539528495	0.7111176665126403	0.8450108144919954	0.4918410217822421	0.600761738938048	0.7571354329311364	0.8482082051861164	0.7017890868696972	0.8492331908685817	0.8209495780792494	0.8075314265565205	0.8398501642627421	0.2822032179595468	0.8889734241205232	0.532188237842771	0.8315840205942037	1.0	0.5210168157572391	0.7595743111738996	0.597242275733248	0.4429516822094981	0.30832249195394884	0.7915603174401976	0.8407659679402455	0.7167663228537814	0.7282226552372216
HeQ_2017__SZAXPI029483-78__bin.27	0.9126806138551903	0.8817011677630113	0.8568700219653282	0.9028006710667204	0.6708801382804152	0.8855135227491304	0.6030182279205475	0.5539749068006564	0.7731921318946943	0.898513475055385	0.7964960296267257	0.908498239262225	0.8548747462666542	0.8699501626566359	0.8959285788783794	0.4010037699023117	0.923278583359495	0.6796893302802348	0.8894799652202534	0.9478943211424277	1.0	0.8372458801251778	0.5375347155434964	0.5702222266480155	0.3700547220214601	0.8065919045370379	0.8913400212892301	0.7023349495049023	0.8020164496251848
QinN_2014__LD-89__bin.13	0.8227079793387135	0.8653342317249991	0.8081976840478765	0.8784730484114514	0.6664185004973547	0.8739660236192636	0.5443113824652844	0.6066713652507743	0.7801856855472048	0.9145098755822246	0.7684267416373866	0.8494130697907624	0.852788495593221	0.8494040299129557	0.8729038379769787	0.30936108403631835	0.837591492441855	0.5590021524594764	0.8697082411723172	0.8512614019494497	0.5157479514184052	1.0	0.5962787343008801	0.46799641116851076	0.33089536438294603	0.8197002828513195	0.8435758915498773	0.745881286387526	0.7648501785537293
YuJ_2015__SZAXPI015232-18__bin.37	0.7623392354297577	0.8320747337899486	0.7416170961259915	0.9100710387560483	0.7648199478620911	0.8050411634073822	0.39459366599280377	0.7704605565963121	0.8375351896678916	0.8075994099803923	0.6559958405213943	0.7835740882422136	0.7944600336209318	0.758690189916837	0.8420918407099087	0.04280606697049408	0.7774948795161262	0.3757669323731262	0.7663086793769448	0.7879551472597572	0.38980669294465925	0.7019523020608499	1.0	0.28987544748411215	0.2298127132426412	0.8163687493325033	0.8137002826575511	0.8075393590282995	0.7413023987314806
HeQ_2017__SZAXPI029546-133__bin.22	0.8253971622097016	0.8557769302502192	0.8269305294193195	0.8643137539576621	0.5691924973336386	0.8470022280171764	0.6458804018248522	0.47830279814387744	0.7307030818112272	0.8632885310163444	0.7787947488036274	0.8500315496166582	0.8164443302826064	0.8290742281511925	0.8663156190146468	0.4796278820435217	0.831477024619869	0.7419520557506855	0.8480760317841448	0.8585985269400223	0.607532819977329	0.8094380817833072	0.42588687926827223	1.0	0.3712669544289519	0.7651669896081705	0.8559835383593083	0.6396598225403863	0.7975720755180559
LoombaR_2017__SID1052_baz__bin.25	0.902525027885982	0.8873658258594268	0.8523328665399491	0.9067669982868799	0.6553614058009792	0.8950948470875221	0.649009309226872	0.5667230756935009	0.7805599088189201	0.8954996716230162	0.8296244687763874	0.906056383544317	0.8555219456596902	0.8777125850044653	0.910288798001244	0.4190368303455082	0.9215761052752286	0.6886239093193041	0.893702285434309	0.9297672867026433	0.6133760628815862	0.890362917377571	0.5252815528582697	0.5775925275993037	1.0	0.7946775129526477	0.877232181639383	0.6888575955855014	0.8231194770987459
HeQ_2017__SZAXPI029496-97__bin.11	0.8121005563404837	0.8677720077846645	0.7899929296134574	0.8664740609718282	0.7067165052503049	0.9798819752198636	0.49254683527809184	0.6547772164636243	0.8183296754740839	0.8696777544645389	0.7436499241682945	0.8168818147486333	0.8943100883315698	0.8345134403704593	0.8657606879268926	0.2497249064621644	0.8272472909922551	0.5548914164783443	0.8523028224838292	0.8288152035028578	0.4642152172575346	0.7658365799599184	0.6479016878436407	0.4133292471486193	0.27592786757865806	1.0	0.829423305007547	0.8333325289662636	0.7358553056253009
YuJ_2015__SZAXPI003428-6__bin.14	0.8596502358992207	0.8700554218148772	0.8242623315350852	0.9323261089196976	0.7032564243865653	0.8852245151497573	0.5259948372875457	0.6328767015681498	0.8119129710733415	0.8862559699905254	0.7375391554034457	0.878725805827871	0.8502837558249705	0.8436777921186457	0.9028260170736895	0.29954941073534813	0.8698351726704951	0.5424310429839317	0.8594922245103157	0.8817591410948045	0.513818896591063	0.7894167415936733	0.6468273246708046	0.4631337978807742	0.3050846433474486	0.8307634578571843	1.0	0.7454941073534814	0.7806759624494847
QinJ_2012__T2D-020__bin.28	0.785443298296011	0.844242997976105	0.7758128223542469	0.8475556571130117	0.7409447019651367	0.8925190964288046	0.4585950251354704	0.7039968662270679	0.8117532806685382	0.8528820917934321	0.7246960893125286	0.7992560553633218	0.8817079062479598	0.8247238362603643	0.8424068028987399	0.18911536201606058	0.7963357707122805	0.518779460729908	0.8314780962329438	0.8121982111379513	0.43744205784422535	0.7541564927857936	0.6935809884442123	0.37393810798459226	0.2588480120127962	0.9018391329894888	0.8054782268068159	1.0	0.7073575112619965
QinN_2014__HD-10__bin.29	0.8605632387210819	0.9047605232082025	0.8446270167661903	0.9644536594076382	0.6936729330488715	0.8960988722722517	0.5627430886912577	0.6441110755361033	0.8271317114583646	0.898036501339589	0.7743532515384464	0.8759067741377292	0.8626770158854499	0.862581688679998	0.9207585696912677	0.3279369845725352	0.8730386686519593	0.5889867374298473	0.8763205494715385	0.8730922038579196	0.5285316743636478	0.818237959500444	0.6736594007303583	0.4933238144283252	0.32725760553947775	0.8425868073364646	0.892466422200739	0.7484287417050652	1.0
