	NielsenHB_2014__O2_UC26_0__bin.16	LiJ_2017__H3M518116__bin.17	QinN_2014__LD-51__bin.51	QinJ_2012__DLF008__bin.8	NielsenHB_2014__O2_UC26_2__bin.20	HeQ_2017__SZAXPI029473-40__bin.22	ZellerG_2014__CCIS29210128ST-4-0__bin.40	QinN_2014__LD-69__bin.31	CosteaPI_2017__donald4-11-30-0__bin.24	QinJ_2012__DOF006__bin.1	QinN_2014__LD-94__bin.44	HeQ_2017__SZAXPI029574-89__bin.17	HeQ_2017__SZAXPI029471-33__bin.12	HeQ_2017__SZAXPI029541-107__bin.12	CosteaPI_2017__donald4-11-7-0__bin.5	CosteaPI_2017__donald5-11-0-0__bin.9	LiJ_2014__O2.UC26-1__bin.16	FengQ_2015__SID531403__bin.8	LiJ_2014__V1.FI18__bin.6	HeQ_2017__SZAXPI029495-96__bin.3	HeQ_2017__SZAXPI029483-78__bin.27	QinN_2014__LD-89__bin.13	YuJ_2015__SZAXPI015232-18__bin.37	HeQ_2017__SZAXPI029546-133__bin.22	LoombaR_2017__SID1052_baz__bin.25	HeQ_2017__SZAXPI029496-97__bin.11	YuJ_2015__SZAXPI003428-6__bin.14	QinJ_2012__T2D-020__bin.28	QinN_2014__HD-10__bin.29
QinN_2014__LD-94__bin.44	0.9899972171089944	0.9877104932635485	0.9906630767469086	0.9879835959462111	0.9893740528046451	0.9972157716722934	0.9887268074296159	0.9907003374051888	0.98754314047229	0.991398068896129	1.0	0.9898541754331027	0.9922585267057948	0.9897034151163655	0.9878613101233348	0.987459581048784	0.9898322728602235	0.9961504266818861	0.9935662425987083	0.9888727793381055	0.9880899112994499	0.9914857055226323	0.9863429104455993	0.9874301726047886	0.990390515542506	0.9962593925873345	0.98895571471408	0.9969153625575103	0.9874271736832386
HeQ_2017__SZAXPI029574-89__bin.17	0.9921394479421755	0.9884529447749074	0.9907694277067123	0.990698673797852	0.9916014650767941	0.9898832174708043	0.9889052243981585	0.990146959538645	0.9881358670679309	0.9892461026051907	0.9898541754331027	1.0	0.9894057694546692	0.989105246749963	0.9888989869851738	0.9902195310861182	0.9923663726034866	0.9895743220665584	0.9896373967279726	0.9910190792410638	0.9912456350765336	0.9894354192251424	0.9885834771089912	0.9885105192141694	0.9924907188660141	0.9895316222551434	0.9921447049390679	0.9888631173877581	0.9891218668732908
HeQ_2017__SZAXPI029471-33__bin.12	0.9892431768145196	0.9872345182588835	0.9905756773184341	0.9871916550466151	0.9886727983336844	0.9927724237765387	0.9880416376104305	0.9910802491494837	0.987649584058324	0.9913164270954659	0.9922585267057948	0.9894057694546692	1.0	0.9901284709801368	0.9873281096266819	0.9877721611616337	0.9890529486668478	0.9921956325599555	0.9933153890417082	0.9877543042583594	0.9880768091854183	0.9917464723466505	0.9859455782247837	0.9864873645197054	0.9905981387178172	0.9918282516242817	0.9886140429172837	0.9918419828924141	0.9869952408234612
HeQ_2017__SZAXPI029541-107__bin.12	0.9894337483120159	0.9871865520024491	0.9894191515913774	0.9904293009201521	0.9890785455814849	0.9905508567264637	0.9892213900702005	0.9894776012851146	0.9902583170496044	0.9907752215558142	0.9897034151163655	0.989105246749963	0.9901284709801368	1.0	0.9905112962080558	0.9918652784369799	0.9894943898306183	0.9905066046111075	0.9909417577741692	0.9878904435640089	0.9881099193853017	0.9910522236788242	0.9878468421577316	0.9875445451061505	0.9904716093151971	0.9894274904766087	0.990020694873623	0.9893685193387266	0.9898219165740713
CosteaPI_2017__donald4-11-7-0__bin.5	0.9874357012855739	0.9875517808447303	0.9883967773253539	0.9904323518025097	0.9868266146691949	0.9879710028433839	0.9885637319294811	0.9879790191276723	0.999760085098464	0.9879910133491479	0.9878613101233348	0.9888989869851738	0.9873281096266819	0.9905112962080558	1.0	0.9999682718971502	0.987237249296398	0.9878191755990448	0.9878537618246791	0.9869051518773936	0.9871478228517209	0.9878608036849956	0.9875488969939434	0.986469849634916	0.9892761163832923	0.9874224836518418	0.9892830359410666	0.9869896060224077	0.9900343753469795
CosteaPI_2017__donald5-11-0-0__bin.9	0.9878909344271134	0.9888492568046539	0.9882802668506048	0.994169788853625	0.9830093042632968	0.9886539920956408	0.9890095594992302	0.9844047573193644	0.9990777520109598	0.9894845964266745	0.987459581048784	0.9902195310861182	0.9877721611616337	0.9918652784369799	0.9999682718971502	1.0	0.9875418974154411	0.9896506805932335	0.9886037681185303	0.9869947315392051	0.9875914564812225	0.9882604144598632	0.9601161355625205	0.9872388035374162	0.9897669790198192	0.9873716174838174	0.9904515998890542	0.9833947829929437	0.9922156817518771
LiJ_2014__O2.UC26-1__bin.16	0.9997801615005655	0.987050736024257	0.9897937074874597	0.9883102603879362	0.9997757168015633	0.989559216977096	0.9884729833894544	0.9885916301756061	0.987089230051746	0.98907575602579	0.9898322728602235	0.9923663726034866	0.9890529486668478	0.9894943898306183	0.987237249296398	0.9875418974154411	1.0	0.9885698095928984	0.9895005420177001	0.9956948861988454	0.9962670765919136	0.98918146969659	0.9862440887222059	0.9880949662667206	0.9971418902549958	0.9892722751338185	0.9910661720139615	0.9888460521542368	0.9878272786219573
FengQ_2015__SID531403__bin.8	0.988793439530211	0.9871194422783621	0.9907301277606708	0.9882091495569097	0.9871816782109794	0.9961635309409392	0.9885318383179078	0.9903933648855241	0.987028325812943	0.9914352168844267	0.9961504266818861	0.9895743220665584	0.9921956325599555	0.9905066046111075	0.9878191755990448	0.9896506805932335	0.9885698095928984	1.0	0.9945058319095215	0.9874480883072566	0.9887704996406683	0.9915954641380672	0.9842193631913259	0.9869542639101083	0.9904035141279145	0.9941905722778263	0.9895170175104406	0.9949176613313752	0.9878061652929007
LiJ_2014__V1.FI18__bin.6	0.9893710929886359	0.9876964461854875	0.9906494729763347	0.9878247836176144	0.9892293061559445	0.9940419576528936	0.9888260989996503	0.9916709529429589	0.9875654289156325	0.9918020589773977	0.9935662425987083	0.9896373967279726	0.9933153890417082	0.9909417577741692	0.9878537618246791	0.9886037681185303	0.9895005420177001	0.9945058319095215	1.0	0.9881551320197697	0.9885760346560731	0.9921717202652142	0.9863636859610542	0.9870743237904607	0.9912632259381485	0.9936519340242816	0.9894471466238849	0.9933309777594567	0.9875465226865963
HeQ_2017__SZAXPI029495-96__bin.3	0.9955856772026864	0.9861888290910412	0.9888551526543595	0.9872761976414738	0.995093741897848	0.9881708366018821	0.9874258483510923	0.987916016313378	0.9865905441705793	0.9877779808026063	0.9888727793381055	0.9910190792410638	0.9877543042583594	0.9878904435640089	0.9869051518773936	0.9869947315392051	0.9956948861988454	0.9874480883072566	0.9881551320197697	1.0	0.9949629241358872	0.9877778393028218	0.9867354046039241	0.9868314598557236	0.9961458323600587	0.9876006198598255	0.9898565165131415	0.9869510242403002	0.9872769651435841
HeQ_2017__SZAXPI029483-78__bin.27	0.9963983022864923	0.9863364980633564	0.9896324821978404	0.9881094888392209	0.9948478333557284	0.989304353899167	0.9869481288725607	0.9884880433836524	0.9868043241308627	0.9884004036468207	0.9880899112994499	0.9912456350765336	0.9880768091854183	0.9881099193853017	0.9871478228517209	0.9875914564812225	0.9962670765919136	0.9887704996406683	0.9885760346560731	0.9949629241358872	1.0	0.988032333607308	0.9862502681304967	0.9870255921940315	0.9962793899162544	0.9886996802433815	0.99009515588737	0.9868662597197141	0.9872504742679805
QinN_2014__LD-89__bin.13	0.9893149991464714	0.9874598688567404	0.9901182478655184	0.9886871267646733	0.9883574691060172	0.9914824875111331	0.9886206117288663	0.9904166684405693	0.988139639492381	0.9979972399827578	0.9914857055226323	0.9894354192251424	0.9917464723466505	0.9910522236788242	0.9878608036849956	0.9882604144598632	0.98918146969659	0.9915954641380672	0.9921717202652142	0.9877778393028218	0.988032333607308	1.0	0.9874996345239011	0.98789982656878	0.9907767601284404	0.991433789601836	0.9892275997261261	0.9910426558131623	0.9880200267028333
YuJ_2015__SZAXPI015232-18__bin.37	0.9864038608229176	0.9844514452527805	0.9891885686640687	0.99590517718409	0.9870830490424719	0.9858621443405852	0.9860789913457232	0.9885129822145092	0.987926782892653	0.9870566442998503	0.9863429104455993	0.9885834771089912	0.9859455782247837	0.9878468421577316	0.9875488969939434	0.9601161355625205	0.9862440887222059	0.9842193631913259	0.9863636859610542	0.9867354046039241	0.9862502681304967	0.9874996345239011	1.0	0.9851158595027344	0.9884860913571263	0.9854637940321619	0.990718502180832	0.9854408777455435	0.9941597793318431
HeQ_2017__SZAXPI029546-133__bin.22	0.9879166198738148	0.9865231238634147	0.9869362519346448	0.988251362060266	0.9873671549954038	0.9869306985523164	0.9879498072902888	0.9869886370933001	0.9861520062052707	0.9875744096227498	0.9874301726047886	0.9885105192141694	0.9864873645197054	0.9875445451061505	0.986469849634916	0.9872388035374162	0.9880949662667206	0.9869542639101083	0.9870743237904607	0.9868314598557236	0.9870255921940315	0.98789982656878	0.9851158595027344	1.0	0.987555574272496	0.9863283815617785	0.98805939771195	0.9843451282472095	0.9878612295878503
LoombaR_2017__SID1052_baz__bin.25	0.9971267991194626	0.9889227293063563	0.9908799409662696	0.9908545172706492	0.9963414488657829	0.9911593834376013	0.989176599717569	0.9895150560116744	0.9886468228131974	0.9908005634327489	0.990390515542506	0.9924907188660141	0.9905981387178172	0.9904716093151971	0.9892761163832923	0.9897669790198192	0.9971418902549958	0.9904035141279145	0.9912632259381485	0.9961458323600587	0.9962793899162544	0.9907767601284404	0.9884860913571263	0.987555574272496	1.0	0.9906850495099293	0.9920429472883632	0.9898796274694024	0.9898797474633406
HeQ_2017__SZAXPI029496-97__bin.11	0.9895167895167896	0.9866417275169638	0.9906239487929231	0.9869593944925895	0.9891558952628586	0.9996142882648821	0.9883006340218592	0.9901618848126055	0.9879176072151558	0.9907827692064372	0.9962593925873345	0.9895316222551434	0.9918282516242817	0.9894274904766087	0.9874224836518418	0.9873716174838174	0.9892722751338185	0.9941905722778263	0.9936519340242816	0.9876006198598255	0.9886996802433815	0.991433789601836	0.9854637940321619	0.9863283815617785	0.9906850495099293	1.0	0.9884850680102149	0.9956462785961818	0.986872082946989
YuJ_2015__SZAXPI003428-6__bin.14	0.9911026637885164	0.9876456097779488	0.9893432191586004	0.9924916434292158	0.9909258065901964	0.9888924687217789	0.9886202285604003	0.9892856000546127	0.989104099554169	0.9892312968397168	0.98895571471408	0.9921447049390679	0.9886140429172837	0.990020694873623	0.9892830359410666	0.9904515998890542	0.9910661720139615	0.9895170175104406	0.9894471466238849	0.9898565165131415	0.99009515588737	0.9892275997261261	0.990718502180832	0.98805939771195	0.9920429472883632	0.9884850680102149	1.0	0.9881309113427263	0.9907517560324309
QinJ_2012__T2D-020__bin.28	0.9885450767976919	0.9860818001634797	0.9897623731131331	0.9864042625140483	0.988802587000674	0.9968520300510982	0.987582392551571	0.9905528270111063	0.9876653027576431	0.9904034838802029	0.9969153625575103	0.9888631173877581	0.9918419828924141	0.9893685193387266	0.9869896060224077	0.9833947829929437	0.9888460521542368	0.9949176613313752	0.9933309777594567	0.9869510242403002	0.9868662597197141	0.9910426558131623	0.9854408777455435	0.9843451282472095	0.9898796274694024	0.9956462785961818	0.9881309113427263	1.0	0.9857198169382427
QinN_2014__HD-10__bin.29	0.9879229292565644	0.9860838428047619	0.9890633223210047	0.9955442931355184	0.9870522833022553	0.9874120580450628	0.9884011894642194	0.9884100340556462	0.9892370386176307	0.988151504743898	0.9874271736832386	0.9891218668732908	0.9869952408234612	0.9898219165740713	0.9900343753469795	0.9922156817518771	0.9878272786219573	0.9878061652929007	0.9875465226865963	0.9872769651435841	0.9872504742679805	0.9880200267028333	0.9941597793318431	0.9878612295878503	0.9898797474633406	0.986872082946989	0.9907517560324309	0.9857198169382427	1.0
