	NielsenHB_2014__O2_UC26_0__bin.16	LiJ_2017__H3M518116__bin.17	QinN_2014__LD-51__bin.51	QinJ_2012__DLF008__bin.8	NielsenHB_2014__O2_UC26_2__bin.20	HeQ_2017__SZAXPI029473-40__bin.22	ZellerG_2014__CCIS29210128ST-4-0__bin.40	QinN_2014__LD-69__bin.31	CosteaPI_2017__donald4-11-30-0__bin.24	QinJ_2012__DOF006__bin.1	QinN_2014__LD-94__bin.44	HeQ_2017__SZAXPI029574-89__bin.17	HeQ_2017__SZAXPI029471-33__bin.12	HeQ_2017__SZAXPI029541-107__bin.12	CosteaPI_2017__donald4-11-7-0__bin.5	CosteaPI_2017__donald5-11-0-0__bin.9	LiJ_2014__O2.UC26-1__bin.16	FengQ_2015__SID531403__bin.8	LiJ_2014__V1.FI18__bin.6	HeQ_2017__SZAXPI029495-96__bin.3	HeQ_2017__SZAXPI029483-78__bin.27	QinN_2014__LD-89__bin.13	YuJ_2015__SZAXPI015232-18__bin.37	HeQ_2017__SZAXPI029546-133__bin.22	LoombaR_2017__SID1052_baz__bin.25	HeQ_2017__SZAXPI029496-97__bin.11	YuJ_2015__SZAXPI003428-6__bin.14	QinJ_2012__T2D-020__bin.28	QinN_2014__HD-10__bin.29
QinN_2014__LD-94__bin.44	0.8349139338701286	0.8964980578005121	0.8411353114909048	0.8985622346102905	0.6698271554639251	0.913942773582668	0.5638625178469738	0.6168612190110826	0.7988410551804036	0.8927500597421774	1.0	0.8645798869546233	0.8957921919556224	0.8771227170208045	0.8886174324646292	0.32518762248927047	0.847270147537358	0.6240908237796303	0.8951002154992042	0.8579336365018827	0.5347841927362772	0.8404326508895085	0.6062960241803569	0.49045852432726394	0.3368415316932696	0.8747298246838651	0.8597926777280807	0.788200002920333	0.7884151103725597
HeQ_2017__SZAXPI029574-89__bin.17	0.8452178290261697	0.8449168822150646	0.8136187142062513	0.8821333704961597	0.6860358877570513	0.8617608932533851	0.5109169807285916	0.6153554356039901	0.7769948088176816	0.8692265967300717	0.7291361565067583	1.0	0.8295115290861188	0.8271357912858779	0.8617912282113908	0.2949008437323171	0.8616014094642666	0.5452432383078258	0.8459281475972912	0.8774434658500455	0.516068517359405	0.7818508048675293	0.6121426331704657	0.4519524299803093	0.3109014828688581	0.8048693314175256	0.8666898734101178	0.7271899136564977	0.7533936107970826
HeQ_2017__SZAXPI029471-33__bin.12	0.7728559956633836	0.8036244682828926	0.7597699868512715	0.8131365765370238	0.6505694609021326	0.854126393552419	0.47883687512739925	0.6014036883639352	0.7344306846970752	0.8250387517891903	0.7042784887250213	0.7733143531699187	1.0	0.781977786040844	0.8080876440032166	0.2502052388835005	0.7851087290085143	0.5286889239322538	0.8187847058112003	0.7881506324605595	0.4512620651343657	0.7334882098241385	0.5770558608161171	0.4038574830152924	0.27315139405641636	0.8233694008704593	0.7790397620236945	0.7501128393861537	0.6902575649988465
HeQ_2017__SZAXPI029541-107__bin.12	0.8345465514639601	0.8721180498890048	0.8084947090166618	0.8830682079070166	0.675740524067205	0.8823594856754206	0.526020954943276	0.6112781495035102	0.7887217890288201	0.8844174232568461	0.7569350129988754	0.8463919860910957	0.8583323882679118	1.0	0.877811492794606	0.3044364597941509	0.844596822797621	0.5839643757973509	0.87678928544756	0.8510853500107415	0.5040763821850712	0.8013515511212778	0.6060494021808114	0.450631165399357	0.3075602467681067	0.8412953942582434	0.8496712862693826	0.7682226285235189	0.7597422414738964
CosteaPI_2017__donald4-11-7-0__bin.5	0.8130651197422378	0.8569085346430927	0.7822574656659786	0.8977816527981142	0.6628168447936805	0.8668977343459484	0.5107109875462568	0.6162912748679924	0.8841182877672802	0.8530749595669789	0.7153793421595491	0.8226595222810962	0.8274521362196438	0.8188881628800639	1.0	0.31626435296988104	0.8282056053169459	0.5418403282005879	0.8321254795552697	0.8249078878294385	0.4838108792565772	0.7657688782284416	0.6273289663854728	0.43878766019461174	0.29720485328138946	0.8125599399289021	0.8475747498399452	0.730261216955807	0.756708039612749
CosteaPI_2017__donald5-11-0-0__bin.9	0.8444494666826197	0.8567660626686697	0.831741136118903	0.9197670863189801	0.37641881921271986	0.8890407377372453	0.7344589055361314	0.2038588514732145	0.6941598755666636	0.8899341052808835	0.8092545078280445	0.8702091171348426	0.791972986267133	0.8779090945347708	0.977641881921272	1.0	0.844738393090582	0.8807221387644408	0.8830787501717162	0.8569087533180008	0.6696924174543456	0.839270948272424	0.09583759854296008	0.7515374695896093	0.4231300656288359	0.724480309133531	0.8703314234056979	0.5049263725112225	0.8349459149262396
LiJ_2014__O2.UC26-1__bin.16	0.9549023207369844	0.8260148646031632	0.8047571356590033	0.8602436072449297	0.7865887601155787	0.8601964528635611	0.49858551684315955	0.620325377094181	0.7683103576822939	0.8544845447807958	0.705550841765021	0.8507643903160916	0.8315704811200086	0.815000016311264	0.8566886413992336	0.28266857024060305	1.0	0.5391267186511594	0.8418949180922464	0.91123024594717	0.5204912478205928	0.7610770535214091	0.5983345309755352	0.4363432162787601	0.31371276101358786	0.804619527904569	0.8462093957032572	0.7154075903132445	0.7405112187390919
FengQ_2015__SID531403__bin.8	0.8035656285601228	0.8262431821777062	0.7794200469786673	0.832704632153313	0.5554263639743368	0.876846943572869	0.6136454373487051	0.4793915549176721	0.7113572545528585	0.8437239256654093	0.7765012723942947	0.8044168454990298	0.8366762393492644	0.8419426179640007	0.8374215526710975	0.44033394645176355	0.8055246239203038	1.0	0.853975750287247	0.8083148962078086	0.5681968336147829	0.7607752499258896	0.4311819242465667	0.5810856139906211	0.3478774300781339	0.8104103698694904	0.7872161483962248	0.700626426541662	0.7464184415861791
LiJ_2014__V1.FI18__bin.6	0.8383662487979467	0.848770778990353	0.8030739052563612	0.8794829031673168	0.6766193983719696	0.8980990952660494	0.5212432058184464	0.6149378343234003	0.7802135002175216	0.8894281547652173	0.7520054167945766	0.8427121911987262	0.8749472652428133	0.8535840785016328	0.8683934943411492	0.2981244677903583	0.8493775653028336	0.5766342987459152	1.0	0.8534679872347479	0.5019888109561432	0.7996937943233764	0.5950395518159008	0.44854583720054886	0.3051186674158742	0.8400603435224363	0.8422008510566998	0.7570356394205251	0.749688079521321
HeQ_2017__SZAXPI029495-96__bin.3	0.8748483263176453	0.8128986295497783	0.7906393283376565	0.8588872999722291	0.7076287396997293	0.835015043494193	0.48565653818719845	0.593502143885174	0.7469826587863571	0.8378413882189448	0.6939801248419886	0.8416062948755325	0.8108964793268627	0.797752579172798	0.8288524539159754	0.2785330893494827	0.8851462923634822	0.5255082580774518	0.8217340176557962	1.0	0.5183924145297915	0.7502906718812838	0.5893200985922148	0.4371186552003476	0.30713416538279387	0.7817454601603794	0.832237672228131	0.7074132564814932	0.7189574530114067
HeQ_2017__SZAXPI029483-78__bin.27	0.9093934141751052	0.8696540421497405	0.8479864067584658	0.8920659096114426	0.6674236520096625	0.8760423834923038	0.5951477117222317	0.5475975717070221	0.7629893391376447	0.8880910814268501	0.7870096912642355	0.9005449141433968	0.8446819115443497	0.8596063850918786	0.8844139460704284	0.396027897172285	0.9198320551234874	0.672056758701619	0.8793185769234599	0.9431197055356715	1.0	0.8272260007431839	0.5301437573342236	0.5628239309394567	0.3686778926911694	0.7974771581026695	0.8825114373270119	0.6931106646883372	0.7917911202631857
QinN_2014__LD-89__bin.13	0.8139173438772745	0.8544828269764159	0.8002112748584533	0.8685349941741216	0.6586597025169926	0.8665220070982411	0.5381174519038144	0.6008574324099636	0.7709324020537311	0.9126783317680354	0.7618841300748017	0.8404393768037381	0.8457499821623841	0.8418037526469893	0.8623074869236553	0.3057293131274845	0.8285299834989944	0.5543039988222331	0.8628999217727716	0.8408571482995183	0.5095756519931155	1.0	0.5888250321964934	0.4623335734281832	0.327843437064855	0.8126785577649805	0.834488554384712	0.7392001709828318	0.7556872938383224
YuJ_2015__SZAXPI015232-18__bin.37	0.7519743650847042	0.8191371742378375	0.7335991538136726	0.9063444591024511	0.7549408061042172	0.7936596076392413	0.38910052415359514	0.7616102624796711	0.8274234454879882	0.797146363553785	0.6470368465800792	0.774628396726995	0.7832943572248706	0.749469708285397	0.8316068684606699	0.041098795598341224	0.7667997289345632	0.36983709088863626	0.7558590535741909	0.7775032410411011	0.3844469554357324	0.6931776417383003	1.0	0.28556090059705086	0.2271666706573945	0.8045018450464996	0.8061479252586087	0.795782294774921	0.7369730291410548
HeQ_2017__SZAXPI029546-133__bin.22	0.8154235745436472	0.8442437305606898	0.8161277173154348	0.8541592445960812	0.5620019767370438	0.8359325005723602	0.638097418515437	0.4720794268579374	0.7205843100685158	0.8525616613525572	0.7690054332348688	0.8402651284599878	0.8054120156575444	0.8187477314988022	0.8545942384257579	0.47350725641183133	0.8215782625933227	0.7322727450400094	0.837114075596232	0.847292037770196	0.5996504414154331	0.7996437406118951	0.4195479191213013	1.0	0.3666467503894842	0.754705918484725	0.845762579362642	0.6296460300531039	0.7878905312062005
LoombaR_2017__SID1052_baz__bin.25	0.8999318921811529	0.8775362344020932	0.8445595404807161	0.898474176364502	0.652963732586464	0.8871816567574424	0.6419848216860856	0.5607810159879629	0.7716980738691844	0.8872615791979261	0.821652205338124	0.8992525514370402	0.8474784470027347	0.8693493965855744	0.9005269668738859	0.4147488176691142	0.9189421396279784	0.6820155397023411	0.8858942104879091	0.926183807713558	0.6110939297169008	0.8821508866178561	0.5192335090468727	0.5704047202888328	1.0	0.7872751312639212	0.8702519989297343	0.6818861000976444	0.8147893001226636
HeQ_2017__SZAXPI029496-97__bin.11	0.8035871352748342	0.8561800728515254	0.7825859154521729	0.8551747145602907	0.6990527974479042	0.9795040232429908	0.4867843495907984	0.6483354427859737	0.8084422949075118	0.8616617338856117	0.7408682217495224	0.8083303873389406	0.8870020113198578	0.8256905390747445	0.8548715687208995	0.24657128481954227	0.8183728096581963	0.5516678149006587	0.8468923479354108	0.8185384087286698	0.4589694368666363	0.7592762626853714	0.6384836554622355	0.407678367392246	0.27335761315333207	1.0	0.8198725520596423	0.8297044312984053	0.7261950582100339
YuJ_2015__SZAXPI003428-6__bin.14	0.8520016387261442	0.8593064176189648	0.8154783485120947	0.9253258720536767	0.6968749395749947	0.8753918561594833	0.520009136260804	0.6260958074714311	0.8030664481698475	0.8767121425256685	0.7293935625616336	0.8718231553454378	0.8406024614730165	0.8352584740027457	0.8931504630972408	0.296689193108649	0.8620642148616509	0.5367447478585378	0.8504221290871473	0.8728150318077228	0.5087296005182049	0.780912828470329	0.6408237982674942	0.4576037013941257	0.30265706875882203	0.8211972731403601	1.0	0.7366457716998279	0.7734560806891351
QinJ_2012__T2D-020__bin.28	0.7764461056342626	0.8324926552196906	0.7678703401449369	0.8360325128941699	0.7326480381275706	0.8897094731344257	0.4529003721355357	0.6973460860481817	0.8017405497160018	0.8446973950512502	0.7224606646210093	0.790354834497617	0.8745149180648952	0.815955800744271	0.8314467585036234	0.1859750603904159	0.7874534830580401	0.516142847816152	0.8259329503166416	0.8015998563687406	0.4316968074688255	0.7474012535091729	0.6834830580400862	0.36808415486061236	0.25622837370242213	0.8979127766533916	0.7959179343213423	1.0	0.6972563165110662
QinN_2014__HD-10__bin.29	0.8501701556078474	0.8921697335431913	0.8353896033248471	0.9601563366169411	0.684691452430861	0.884818831682204	0.5562159382252078	0.6366458501062587	0.8182293247898051	0.8873961201136604	0.7646174425990341	0.8663785436420727	0.8514581090467245	0.8538022602909344	0.9115826353896724	0.3253842187192928	0.8624114121862017	0.581804730508954	0.8654073113894252	0.8619838213153703	0.5217931461811611	0.8084354905949005	0.6697250811749147	0.4873354699061338	0.3239456759268758	0.8315253976197902	0.884212674995363	0.7377410422648363	1.0
